player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Donovan McNabb,438,QB,WAS,13,29,0,0,0.0,0,0,-9,0,0,0,5,0.0,6,9,32,8,0,47.9,65.2,49.6,67.0,,,42.5,60.3,36,4,0,0,0,285,152,15,0,14,0,143,67,2.31,4.9,,0
Le'Ron McClain,3753,FB,BLT,17,29,1,1,18.6,16,0,86,1,1,1,48,6.6,2,15,3,0,0,81.4,62.3,14.3,,50.7,58.6,54.2,72.5,16,3,134,21,126,371,0,0,23,50,0,86,48,1.66,3.0,1.06,0
Philip Rivers,1725,QB,SD,16,29,0,0,0.0,0,0,-22,0,0,0,3,0.0,1,6,27,5,0,67.1,91.6,0.0,92.8,,57.6,32.1,60.3,14,13,0,0,1,437,62,12,0,17,0,40,30,1.03,1.4,0.0,0
Colt McCoy,5609,QB,CLV,8,28,1,0,0.0,0,0,2,0,0,0,6,0.0,5,10,8,1,0,83.6,75.0,64.0,72.6,,90.6,66.6,60.8,18,1,13,1,1,179,134,16,1,13,1,136,53,1.89,4.9,13.0,0
Sam Bradford,5526,QB,SL,16,27,0,0,0.0,0,0,-10,0,0,0,1,0.0,2,6,26,7,0,74.6,65.1,90.2,65.7,,57.6,41.0,60.0,17,2,0,0,0,421,71,16,0,11,1,61,33,1.22,2.3,,0
Lousaka Polite,2152,FB,MIA,16,26,0,0,0.0,0,0,62,0,2,0,38,7.7,0,15,17,0,0,80.0,69.3,53.3,,66.3,61.5,69.3,64.7,4,1,61,12,116,304,0,0,17,38,1,62,38,1.46,2.4,0.53,0
Jacob Hester,4383,FB,SD,15,26,0,0,0.0,0,0,60,0,2,0,41,6.6,0,9,27,0,0,81.6,65.0,82.2,,63.9,70.3,51.7,66.4,6,0,145,22,112,268,0,0,25,48,0,60,41,1.58,2.3,1.29,0
Vince Young,2948,QB,TEN,9,25,2,1,16.0,20,0,14,0,0,1,10,6.9,5,6,31,6,0,26.2,67.7,34.1,70.3,,,48.4,60.0,20,2,0,0,0,188,111,13,0,12,0,125,34,1.36,5.0,,0
Matt Hasselbeck,408,QB,SEA,16,24,0,0,0.0,0,0,4,0,0,0,2,0.0,3,8,29,8,0,79.0,74.1,65.3,73.4,72.6,,55.3,60.5,20,3,0,0,0,337,55,9,0,15,3,59,8,0.33,2.5,,0
Troy Smith,3790,QB,SF,6,23,0,0,0.0,0,0,7,0,0,0,2,0.0,7,9,28,5,0,28.4,71.2,57.8,76.1,,,37.7,60.0,16,2,0,0,0,163,113,15,0,8,1,120,46,2.0,5.2,,0
LaRod Stephens-Howling,5164,HB,ARZ,13,23,2,3,58.4,66,0,113,2,1,2,40,13.4,3,5,1,0,0,80.1,71.5,78.5,,60.0,61.3,80.7,57.0,30,0,111,16,72,28,0,0,22,39,1,113,40,1.74,4.9,1.54,0
Jerome Felton,4460,FB,DET,16,22,1,0,0.0,0,0,76,3,0,1,60,9.1,0,3,11,1,0,29.1,43.8,14.9,,39.6,34.5,45.0,68.0,9,1,54,8,58,110,0,0,14,30,0,76,60,2.73,3.5,0.93,0
Kyle Orton,2323,QB,DEN,13,21,0,0,0.0,0,0,-2,0,0,0,0,0.0,2,9,10,4,0,77.9,68.0,0.0,70.7,,,36.2,62.0,14,7,0,0,0,294,99,13,0,8,0,97,28,1.33,4.6,,0
Shaun Hill,1255,QB,DET,11,21,1,0,0.0,0,0,-2,0,0,0,1,0.0,4,8,11,3,0,88.1,80.5,41.9,79.0,60.9,,64.1,60.3,40,3,0,0,0,223,125,15,0,6,0,123,58,2.76,5.9,,0
Eldra Buckley,3900,HB,PHI,9,21,0,0,0.0,0,0,67,0,1,0,43,9.3,2,4,24,1,0,26.4,51.2,74.2,,80.4,28.3,57.5,58.9,13,0,10,1,14,26,0,0,2,22,0,67,43,2.05,3.2,0.71,0
Matt Schaub,1811,QB,HST,16,21,0,0,0.0,0,0,-12,0,0,0,3,0.0,0,7,13,8,0,73.6,84.5,78.5,84.1,,,43.1,60.0,8,1,0,0,0,421,28,5,0,16,0,16,11,0.52,0.8,,0
Joshua Cribbs,2544,WR,CLV,14,21,4,1,28.4,19,1,67,1,4,4,36,31.2,2,5,8,2,0,26.2,62.0,32.0,68.3,,65.9,41.7,74.2,19,2,292,23,171,164,0,0,36,44,0,67,36,1.71,3.2,1.71,0
Sammy Morris,678,FB,NE,17,20,1,0,0.0,0,0,56,2,0,1,34,6.3,0,6,19,0,0,78.4,57.7,79.8,,80.2,44.1,59.7,62.0,9,0,77,7,51,85,0,0,12,27,0,56,34,1.7,2.8,1.51,0
Dexter McCluster,5561,WR,KC,12,20,4,2,46.1,35,1,76,1,6,4,50,55.6,3,6,16,2,0,24.6,58.0,84.0,,,56.0,57.8,67.9,20,1,226,25,231,169,0,0,40,45,0,76,50,2.5,3.8,0.98,0
Danny Ware,4095,HB,NYG,8,20,3,0,0.0,0,0,73,1,0,3,32,17.8,1,7,21,0,0,78.1,66.1,73.9,,40.6,77.9,63.2,57.3,14,0,67,7,12,25,0,0,9,27,0,73,32,1.6,3.7,5.58,0
Earnest Graham,1613,FB,TB,12,20,2,1,61.6,61,0,99,1,2,2,37,20.6,1,5,30,1,0,30.1,55.7,80.3,67.9,45.5,61.6,55.6,54.4,61,0,130,16,79,150,0,0,17,36,1,99,37,1.85,5.0,1.65,0
Jackie Battle,3885,HB,KC,10,20,0,0,0.0,0,0,50,1,1,0,39,9.3,0,7,16,0,0,77.3,58.5,74.5,,80.4,30.7,62.9,56.8,7,0,9,1,17,29,0,0,3,21,1,50,39,1.95,2.5,0.53,0
Keith Toston,5821,HB,SL,6,19,1,0,0.0,0,0,54,0,0,1,41,10.3,1,2,26,0,0,77.7,52.3,72.7,,27.4,66.8,52.6,,10,0,29,2,12,21,0,0,2,21,0,54,41,2.16,2.8,2.42,0
Charlie Whitehurst,3026,QB,SEA,6,19,0,0,0.0,0,0,-5,0,0,0,1,0.0,0,4,29,1,0,87.0,56.3,83.2,59.2,,,47.0,60.0,9,0,0,0,0,79,48,10,0,9,1,43,14,0.74,2.3,,0
Drew Brees,802,QB,NO,17,19,0,0,0.0,0,0,-12,0,0,0,4,0.0,0,2,20,7,0,83.1,87.1,70.1,87.0,,,36.0,60.0,7,5,7,1,0,402,15,3,1,17,0,3,9,0.47,0.2,,0
Steve Slaton,4403,HB,HST,5,19,1,2,41.9,39,0,93,0,1,1,38,18.2,3,4,13,0,0,77.3,66.2,74.0,,78.2,59.9,66.2,,23,0,11,3,28,19,0,0,4,22,0,93,38,2.0,4.9,0.39,0
James Davis,5119,HB,WAS,4,19,2,0,0.0,0,0,60,1,0,2,44,20.1,1,1,32,0,0,77.5,46.7,74.5,,17.2,46.1,52.0,,14,0,45,4,32,19,0,0,5,23,0,60,44,2.32,3.2,1.41,0
Alex Smith,2218,QB,SF,11,18,0,0,0.0,0,1,7,0,0,0,0,0.0,3,3,28,4,0,67.4,60.9,0.0,62.4,,,52.9,60.2,12,10,0,0,0,214,53,8,0,10,0,60,21,1.17,3.3,,0
Peyton Manning,327,QB,IND,17,18,0,1,168.8,27,0,10,0,0,0,0,0.0,1,2,14,3,0,91.2,90.2,70.3,89.5,,,41.2,60.0,27,3,0,0,0,430,6,1,0,17,0,16,0,0.0,0.9,,0
Drew Stanton,3659,QB,DET,6,18,3,2,28.3,32,0,46,0,0,2,24,39.7,5,8,11,2,0,50.6,58.3,84.0,56.7,60.9,,61.6,60.0,20,1,0,0,0,105,67,7,0,11,1,113,44,2.44,6.3,,0
Percy Harvin,4945,WR,MIN,14,18,2,2,30.8,33,2,107,5,11,2,46,37.3,6,8,18,0,0,83.7,87.6,3.7,,,87.0,81.6,74.1,17,5,871,71,364,239,0,0,104,89,1,107,46,2.56,5.9,2.39,0
Jimmy Clausen,5573,QB,CAR,13,18,1,0,0.0,0,0,-13,0,0,0,0,0.0,1,2,5,7,0,87.2,60.5,54.1,61.7,60.9,,41.0,60.3,11,2,0,0,0,282,59,12,0,6,0,46,32,1.78,2.6,,0
Joe Webb III,5722,QB,MIN,5,18,4,0,0.0,0,0,6,0,0,1,11,122.2,3,7,18,1,0,60.2,49.1,30.5,46.4,,,66.1,60.6,16,1,0,0,0,57,118,15,0,3,2,124,66,3.67,6.9,,0
Aaron Brown,5116,HB,DET,5,17,0,0,0.0,0,0,58,3,0,0,29,0.0,0,2,11,0,0,77.5,50.2,75.5,,77.6,37.9,54.9,,9,0,45,8,55,17,0,0,12,25,0,58,29,1.71,3.4,0.82,0
DeSean Jackson,4363,WR,PHI,15,16,3,1,29.8,31,1,104,12,4,3,39,26.3,3,5,24,2,0,57.7,61.5,64.4,,65.7,60.9,59.2,69.5,31,3,1103,49,568,237,0,0,96,65,1,104,39,2.44,6.5,1.94,0
Brett Favre,14,QB,MIN,13,16,0,0,0.0,0,0,-10,0,0,0,0,0.0,1,1,18,7,0,48.5,59.5,0.0,64.1,60.9,66.9,27.7,60.0,10,9,0,0,0,321,14,3,0,13,0,4,3,0.19,0.3,,0
Stefan Logan,4909,WR,DET,13,15,2,2,40.0,38,0,95,1,0,2,40,35.6,5,5,11,0,0,75.7,64.3,75.8,60.1,,40.6,74.2,59.8,21,0,0,0,15,27,0,0,1,15,0,95,40,2.67,6.3,0.0,0
Ovie Mughelli,1445,FB,ATL,17,14,0,0,0.0,0,0,37,1,3,0,27,21.4,0,8,2,0,0,77.5,79.1,20.3,,76.9,60.9,61.4,84.0,6,2,126,13,123,291,0,0,17,27,0,37,27,1.93,2.6,1.02,0
Trent Edwards,3708,QB,JAX,5,14,0,0,0.0,0,0,7,0,0,0,0,0.0,1,7,15,0,0,87.0,51.4,39.8,55.3,,,42.2,60.0,14,1,0,0,0,91,51,10,0,4,0,58,13,0.93,4.1,,0
Kevin Kolb,3652,QB,PHI,7,14,0,0,0.0,0,0,0,0,0,0,3,0.0,5,6,24,4,0,48.3,53.9,85.6,52.1,,,64.7,60.9,19,1,0,0,0,139,68,6,0,8,0,68,31,2.21,4.9,,0
Bruce Gradkowski,3139,QB,OAK,6,13,0,0,0.0,0,0,2,0,0,0,2,0.0,1,2,23,3,0,45.4,57.2,19.0,59.4,,,48.3,60.3,12,3,0,0,0,100,32,5,0,8,0,34,3,0.23,2.6,,0
Stephen McGee,5024,QB,DAL,2,13,1,0,0.0,0,0,-1,0,0,0,0,0.0,4,4,9,1,0,40.1,58.4,3.0,56.0,,,65.8,60.9,14,1,0,0,0,46,71,12,0,1,0,70,37,2.85,5.4,,0
Michael Robinson,3045,FB,SEA,13,13,1,3,60.3,47,0,78,3,2,1,43,45.1,4,9,29,0,0,76.9,65.0,31.0,81.6,82.5,32.9,55.7,75.6,17,1,40,9,74,145,0,0,14,22,0,78,43,3.31,6.0,0.54,0
Tyrell Sutton,5395,HB,CAR,5,13,2,1,45.1,32,0,71,0,2,2,53,65.2,2,2,5,0,0,77.1,64.4,74.5,,80.6,75.3,56.8,56.0,32,0,70,12,36,16,0,0,12,25,0,71,53,4.08,5.5,1.94,0
Tyler Thigpen,3833,QB,MIA,5,13,3,0,0.0,0,0,19,0,0,1,7,14.3,1,4,17,0,0,84.1,68.7,80.9,65.2,,,71.1,60.3,12,0,0,0,0,31,45,6,0,7,0,64,23,1.77,4.9,,0
Albert Young,4665,HB,MIN,3,13,0,0,0.0,0,0,29,0,0,0,27,0.0,0,1,18,0,0,75.4,58.4,71.6,,73.2,65.2,56.2,,6,0,11,2,7,13,0,0,2,15,0,29,27,2.08,2.2,1.57,0
Mike Thomas,5030,WR,JAX,16,12,1,5,92.1,105,0,114,4,8,1,25,24.0,5,5,15,0,0,82.6,73.9,59.2,,,72.7,64.7,75.8,33,2,816,66,468,289,0,0,99,78,0,114,25,2.08,9.5,1.74,0
Gartrell Johnson,5058,HB,ATL,8,11,0,1,57.5,23,0,40,0,0,0,44,0.0,1,2,2,1,0,23.0,51.4,74.4,,76.5,30.0,61.8,57.4,23,0,6,3,35,19,0,0,5,14,0,40,44,4.0,3.6,0.17,0
Brian Hoyer,5277,QB,NE,5,10,0,0,0.0,0,0,-9,0,0,0,0,0.0,0,0,19,0,0,77.2,60.6,78.9,63.6,,,53.5,60.0,1,1,0,0,0,45,1,1,0,9,0,-8,0,0.0,-0.8,,0
Matt Flynn,4523,QB,GB,7,10,1,0,0.0,0,0,-4,0,0,0,2,0.0,1,2,12,0,0,84.2,55.8,82.1,55.1,,,58.3,60.0,12,0,0,0,0,69,29,5,0,5,0,25,14,1.4,2.5,,0
Kerry Collins,115,QB,TEN,10,10,0,0,0.0,0,0,-18,0,0,0,0,0.0,0,1,31,5,0,59.6,67.3,66.9,70.0,,,27.7,60.2,4,2,0,0,0,197,4,1,0,9,0,-14,0,0.0,-1.4,,0
Jacoby Ford,5632,WR,OAK,16,10,0,2,60.6,94,0,155,5,0,0,21,0.0,6,7,23,0,0,78.7,66.5,32.6,,,64.3,72.5,76.4,71,3,470,25,302,231,0,0,50,35,2,155,21,2.1,15.5,1.56,0
Jonathan Dwyer,5711,HB,PIT,1,9,0,0,0.0,0,0,28,0,0,0,26,0.0,0,0,25,0,0,72.7,56.1,69.8,,48.5,57.0,57.6,,7,0,0,0,3,9,0,0,0,9,0,28,26,2.89,3.1,0.0,0
Chad Hall,5523,WR,PHI,8,9,0,0,0.0,0,0,29,1,0,0,14,0.0,0,3,24,0,0,75.7,65.7,81.4,,74.5,64.3,61.3,69.7,8,0,115,11,85,53,0,0,17,20,0,29,14,1.56,3.2,1.35,0
Quinton Ganther,3191,HB,BUF,10,9,0,0,0.0,0,0,18,0,0,0,18,0.0,1,1,4,0,0,73.9,51.4,76.1,,66.9,55.5,52.1,49.1,11,1,9,2,23,26,0,0,3,11,0,18,18,2.0,2.0,0.39,0
Brian Leonard,3668,HB,CIN,11,8,0,0,0.0,0,0,19,1,4,0,9,16.1,0,3,7,0,0,77.0,58.3,80.7,,75.8,57.7,45.6,58.7,6,1,137,20,141,11,0,0,24,28,0,19,9,1.13,2.4,0.97,0
Kevin Faulk,470,HB,NE,2,8,0,0,0.0,0,0,45,2,1,0,15,13.4,1,1,19,0,0,74.1,63.4,74.7,,81.8,61.6,60.0,,11,0,62,6,29,8,0,0,9,14,0,45,15,1.88,5.6,2.14,0
John Skelton,5678,QB,ARZ,5,8,1,0,0.0,0,0,-14,0,0,0,0,0.0,1,3,1,2,0,49.7,62.5,83.9,56.8,60.9,,90.2,60.0,16,1,0,0,0,84,49,7,0,1,0,35,50,6.25,4.4,,0
John Conner,5662,FB,NYJ,14,8,0,1,36.4,16,0,44,0,0,0,29,0.0,1,2,22,0,0,72.9,50.8,0.0,,78.5,50.0,48.1,60.5,16,1,9,2,22,105,0,0,4,10,1,44,29,3.63,5.5,0.41,0
Rock Cartwright,1211,HB,OAK,6,8,0,0,0.0,0,0,20,2,0,0,15,0.0,1,1,23,0,0,72.5,49.7,72.7,,,26.6,61.2,75.7,10,0,10,1,7,19,0,0,3,9,0,20,15,1.88,2.5,1.43,0
Ryan Grant,2609,HB,GB,1,8,0,1,40.0,18,0,45,0,0,0,21,0.0,2,2,12,0,0,72.1,48.4,70.3,,33.4,55.7,52.1,,18,0,0,0,5,8,0,0,0,8,0,45,21,2.63,5.6,0.0,0
Jake Delhomme,303,QB,CLV,5,8,0,0,0.0,0,0,-3,0,0,0,1,0.0,0,1,8,3,0,55.1,53.3,14.6,59.5,,56.3,28.8,60.8,2,2,0,0,2,110,1,1,0,7,0,-2,1,0.13,-0.3,0.0,0
Nate Burleson,1386,WR,DET,14,7,4,4,95.1,77,0,81,5,8,4,46,127.2,5,5,11,2,0,26.8,65.8,62.1,,,63.6,77.4,71.4,25,3,625,55,524,309,0,0,85,62,0,81,46,6.57,11.6,1.19,0
Tarvaris Jackson,3009,QB,MIN,3,7,0,0,0.0,0,0,-24,0,0,0,2,0.0,2,3,18,1,0,46.5,54.3,81.6,55.3,,,51.4,60.0,33,0,0,0,0,56,61,4,0,3,0,37,2,0.29,5.3,,0
Devin Hester,3002,WR,CHI,18,7,1,0,0.0,0,0,30,6,2,1,18,15.7,2,2,6,0,0,79.7,58.3,33.3,,,57.5,77.7,62.5,11,4,486,42,505,209,0,0,79,49,0,30,18,2.57,4.3,0.96,0
Tony Fiammetta,5052,FB,CAR,14,7,0,0,0.0,0,0,22,0,0,0,10,0.0,1,4,5,0,0,73.3,71.0,80.8,,28.4,63.4,62.6,73.4,11,0,34,5,76,196,0,0,7,12,0,22,10,1.43,3.1,0.45,0
Danny Amendola,4717,WR,SL,16,7,0,2,63.0,51,0,81,6,7,0,14,15.2,4,4,26,1,0,57.5,72.1,36.0,53.5,,71.6,68.3,73.5,30,3,689,85,438,195,0,0,114,92,0,81,14,2.0,11.6,1.57,0
Kyle Boller,1335,QB,OAK,5,7,0,1,83.3,15,0,10,0,0,0,1,0.0,1,1,23,1,0,72.8,35.3,75.6,35.4,,,49.3,60.0,15,0,0,0,0,18,8,2,0,5,0,18,3,0.43,2.6,,0
Thomas Clayton,3802,HB,NE,2,7,0,0,0.0,0,0,17,0,0,0,11,0.0,0,1,19,0,0,71.4,66.7,69.2,,,59.7,65.8,60.0,5,0,0,0,1,9,0,0,0,7,0,17,11,1.57,2.4,0.0,0
Miles Austin,3211,WR,DAL,16,7,1,2,92.5,86,0,93,11,5,1,62,69.9,2,3,9,1,0,82.3,68.1,22.6,,,68.0,68.1,71.3,60,7,1045,69,599,359,0,0,115,76,1,93,62,8.86,13.3,1.74,0
Charlie Batch,367,QB,PIT,3,7,1,0,0.0,0,0,-1,0,0,0,1,0.0,1,2,25,2,0,25.6,52.5,24.8,57.8,,,37.0,60.0,24,1,0,0,0,82,28,2,0,5,0,27,14,2.0,3.9,,0
Mike Wallace,5007,WR,PIT,19,7,0,1,51.4,19,0,37,9,7,0,12,15.0,2,2,25,1,0,82.5,76.9,90.8,,,76.8,64.1,60.3,19,0,1372,73,634,484,0,0,118,80,0,37,12,1.71,5.3,2.16,0
Mike Karney,1875,FB,SL,12,6,0,0,0.0,0,0,12,0,0,0,9,0.0,0,3,26,0,0,72.8,48.2,19.8,,54.0,54.8,50.4,53.7,4,1,14,5,55,118,0,0,5,11,0,12,9,1.5,2.0,0.25,0
Eddie Royal,4356,WR,DEN,16,6,1,3,93.4,57,2,61,2,5,1,21,32.3,4,4,10,2,0,29.1,70.6,15.7,,48.7,69.3,62.3,89.5,20,3,627,59,424,144,0,0,93,65,0,61,21,3.5,10.2,1.48,0
Jason Wright,2212,HB,ARZ,15,6,0,0,0.0,0,0,28,2,1,0,16,19.0,1,3,1,0,0,74.0,61.9,77.8,,86.0,47.9,70.2,55.5,10,0,42,8,81,23,0,0,12,14,0,28,16,2.67,4.7,0.52,0
Tony Romo,1693,QB,DAL,6,6,0,0,0.0,0,1,3,0,0,0,0,0.0,2,2,9,0,0,90.3,92.0,58.8,90.9,60.9,,76.2,60.5,14,3,0,0,0,124,35,3,0,3,0,38,8,1.33,6.3,,0
Seneca Wallace,1422,QB,CLV,8,6,2,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,8,1,0,86.4,66.2,43.7,67.2,,60.0,51.1,63.7,6,1,9,1,2,106,10,2,1,5,0,9,19,3.17,1.5,4.5,0
Brandon Tate,5006,WR,NE,17,6,1,2,53.4,39,0,73,3,3,1,31,68.9,4,4,19,1,0,27.8,59.2,69.7,,,57.4,72.7,61.9,22,1,432,24,324,197,0,0,43,30,0,73,31,5.17,12.2,1.33,0
Donte' Stallworth,1020,WR,BLT,10,6,0,3,106.5,49,0,46,0,1,0,19,39.6,3,3,3,1,0,19.4,61.1,79.5,,,70.3,43.2,59.6,19,1,82,2,30,45,0,0,5,8,0,46,19,3.17,7.7,2.73,0
Arrelious Benn,5564,WR,TB,15,6,1,1,48.6,17,0,35,1,3,1,20,43.0,1,2,30,1,0,28.0,81.0,60.6,,,76.0,71.3,90.3,17,1,395,25,169,176,0,0,37,31,0,35,20,3.33,5.8,2.34,0
Billy Volek,768,QB,SD,3,6,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,27,0,0,71.2,57.9,75.3,60.4,,,56.4,60.0,0,0,0,0,0,22,0,0,0,6,0,-5,0,0.0,-0.8,,0
Lawrence Vickers,3125,FB,CLV,16,5,0,0,0.0,0,1,11,2,1,0,8,17.8,0,2,8,0,0,71.8,56.9,81.7,,21.3,32.6,61.9,72.0,3,2,15,4,92,255,0,0,10,9,0,11,8,1.6,2.2,0.16,0
Santana Moss,786,WR,WAS,16,5,0,0,0.0,0,0,-6,8,13,0,11,29.2,0,0,32,3,0,27.2,76.1,65.9,,71.2,75.4,51.3,75.8,7,2,1115,93,627,305,0,0,142,98,0,-6,11,2.2,-1.2,1.78,0
Dennis Dixon,4470,QB,PIT,2,5,0,0,0.0,0,0,3,0,0,0,3,0.0,1,1,25,2,0,21.9,41.2,79.7,49.7,,,30.0,60.0,21,0,0,0,0,36,25,3,0,2,0,28,5,1.0,5.6,,0
Jerricho Cotchery,1829,WR,NYJ,17,5,0,0,0.0,0,0,-7,10,8,0,16,44.1,0,0,22,0,0,80.4,64.8,86.3,,,63.3,44.8,77.4,4,0,579,53,453,334,0,0,96,58,0,-7,16,3.2,-1.4,1.28,0
Larry Johnson,1343,HB,WAS,2,5,1,0,0.0,0,0,2,0,0,1,10,40.0,0,0,32,0,0,70.6,53.8,69.0,,70.7,56.8,54.4,,7,0,0,0,4,6,0,0,0,5,0,2,10,2.0,0.4,0.0,0
Matt Moore,4018,QB,CAR,6,5,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,5,4,0,29.2,49.6,84.4,49.6,,,54.3,60.0,8,0,0,0,0,103,25,5,0,0,0,25,0,0.0,5.0,,0
Tony Richardson,110,FB,NYJ,19,5,0,0,0.0,0,0,13,0,0,0,7,0.0,0,3,22,0,0,72.6,65.5,82.6,,68.9,50.8,61.7,66.4,4,1,31,5,103,279,0,0,5,10,0,13,7,1.4,2.6,0.3,0
Chris Gronkowski,5926,FB,DAL,14,5,0,0,0.0,0,0,17,0,1,0,9,15.0,0,2,9,0,0,72.9,81.2,81.2,,30.1,59.2,73.0,85.2,8,0,35,7,71,209,0,0,13,12,0,17,9,1.8,3.4,0.49,0
Tim Castille,3906,FB,KC,11,5,0,0,0.0,0,0,3,0,1,0,6,8.0,0,0,16,0,0,73.9,58.5,81.0,,72.6,64.9,52.3,54.4,3,1,43,10,71,163,0,0,11,15,0,3,6,1.2,0.6,0.61,0
Derek Anderson,2430,QB,ARZ,12,5,0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,1,4,0,72.5,48.2,8.7,49.6,60.9,,54.0,60.0,11,5,0,0,0,164,25,3,0,2,0,25,0,0.0,5.0,,0
Jalen Parmele,4490,FB,BLT,2,4,0,0,0.0,0,0,13,0,0,0,7,0.0,0,1,3,0,0,68.6,51.3,68.5,,,,54.1,59.2,6,0,0,0,0,7,0,0,0,4,0,13,7,1.75,3.3,,0
Garrett Wolfe,3709,HB,CHI,1,4,0,0,0.0,0,0,8,0,0,0,5,0.0,0,0,6,0,0,68.6,54.2,66.3,,,,55.6,,7,0,0,0,0,4,0,0,0,4,0,8,5,1.25,2.0,,0
Earl Bennett,4384,WR,CHI,16,4,1,0,0.0,0,0,16,0,5,1,10,27.8,0,1,6,1,0,52.0,75.1,83.8,,,73.1,70.1,73.0,9,0,619,50,360,190,0,0,74,54,0,16,10,2.5,4.0,1.72,0
Corey McIntyre,1278,FB,BUF,16,4,0,0,0.0,0,0,5,1,1,0,4,12.5,0,3,4,1,0,19.2,61.4,39.7,,57.1,29.3,63.1,74.5,2,2,32,4,60,174,0,0,6,8,1,5,4,1.0,1.3,0.53,0
Robert Meachem,3643,WR,NO,17,4,1,0,0.0,0,0,14,4,6,1,11,37.7,0,1,20,0,0,79.8,73.2,87.8,,,72.0,66.2,66.5,8,0,667,47,331,230,0,0,65,51,0,14,11,2.75,3.5,2.02,0
Michael Sellers,432,FB,WAS,16,4,0,0,0.0,0,0,2,5,6,0,5,31.3,0,1,32,0,0,76.0,61.4,82.5,,60.6,50.9,57.6,68.0,1,0,224,20,155,171,0,0,34,24,0,2,5,1.25,0.5,1.45,0
Golden Tate,5585,WR,SEA,13,4,1,0,0.0,0,0,15,1,6,1,14,94.2,1,1,29,0,0,76.4,64.5,49.9,,,65.4,43.4,78.5,13,1,232,22,152,86,0,0,41,26,0,15,14,3.5,3.8,1.53,0
Josh Johnson,4474,QB,TB,11,4,0,0,0.0,0,0,21,0,0,0,11,0.0,2,3,30,0,0,76.3,65.7,77.1,67.1,60.9,54.5,57.6,60.0,14,0,0,0,5,10,18,2,1,2,0,39,20,5.0,9.8,0.0,0
Calvin Johnson,3618,WR,DET,15,4,0,1,46.9,15,0,32,6,6,0,10,18.5,2,2,11,1,0,54.2,83.2,79.1,,,82.4,59.0,73.5,15,1,1120,77,623,344,0,0,131,81,0,32,10,2.5,8.0,1.8,0
Darrius Heyward-Bey,4930,WR,OAK,15,4,0,1,62.5,30,1,48,8,3,0,15,37.5,2,2,23,1,0,27.7,52.8,62.3,,,51.2,51.4,72.7,30,2,366,26,393,315,0,0,60,30,0,48,15,3.75,12.0,0.93,0
Roscoe Parrish,2272,WR,BUF,8,4,0,0,0.0,0,1,30,4,4,0,9,24.3,1,2,4,1,0,29.5,64.9,59.6,,,64.4,59.1,68.4,13,1,400,33,292,125,0,0,50,37,0,30,9,2.25,7.5,1.37,0
Darrel Young,5438,FB,WAS,2,4,0,1,84.2,16,0,19,0,0,0,3,0.0,1,1,32,0,0,69.4,50.2,68.0,,16.9,81.3,52.4,,16,0,3,1,1,4,0,0,1,5,0,19,3,0.75,4.8,3.0,0
Kareem Huggins,5414,HB,TB,3,4,0,0,0.0,0,0,11,0,0,0,7,0.0,0,0,30,0,0,69.4,64.3,71.7,,46.5,75.0,58.2,60.0,7,0,7,1,4,6,0,0,2,5,0,11,7,1.75,2.8,1.75,0
Chansi Stuckey,3851,WR,CLV,16,3,0,0,0.0,0,0,9,3,6,0,6,27.9,1,1,8,2,0,23.8,61.8,57.4,,,61.7,58.9,64.5,11,1,347,40,284,89,0,0,57,43,1,9,6,2.0,3.0,1.22,0
Sage Rosenfels,863,QB,NYG,1,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,21,0,0,67.2,53.6,74.7,,,,53.4,60.0,0,0,0,0,0,19,0,0,0,3,0,-3,0,0.0,-1.0,,0
Legedu Naanee,3788,WR,SD,10,3,0,0,0.0,0,0,-2,1,2,0,3,7.7,0,0,27,1,0,26.8,67.6,69.4,,,65.8,62.6,74.7,5,1,371,23,305,197,0,0,42,26,0,-2,3,1.0,-0.7,1.22,0
Moran Norris,865,FB,SF,16,3,0,0,,0,0,0,2,0,0,2,0.0,0,0,28,0,0,70.3,54.2,81.0,,53.2,30.9,52.5,65.0,1,0,20,4,65,193,0,0,7,7,0,0,2,0.67,0.0,0.31,0
Devery Henderson,1771,WR,NO,17,3,0,0,0.0,0,0,8,7,1,0,6,4.5,0,1,20,0,0,78.8,60.4,87.4,,64.5,58.5,58.0,75.1,9,0,541,41,451,194,0,0,68,44,0,8,6,2.0,2.7,1.2,0
Matthew Stafford,4924,QB,DET,3,3,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,11,2,0,85.9,81.8,82.8,78.8,,,70.9,60.0,9,0,0,0,0,62,10,2,0,1,1,11,2,0.67,3.7,,0
