player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Crabtree,4933,WR,OAK,16,10.2,17,59.4,,0,0,0,8.6,8,45,23,1,59.7,53.1,77.2,,75.9,0.0,0,2,38,0.0,0,595,3,85,95.0,565,28.2,168,93.6,143,9,71.8,427,922,281,3.3,10.8,1.63
Allen Robinson II,8696,WR,JAX,16,16.0,10,56.3,,0,0,0,9.1,8,61,15,0,58.6,82.2,84.0,,83.8,0.0,0,6,90,0.0,0,682,3,80,94.6,645,15.1,103,105.4,142,14,84.9,579,1400,353,4.4,17.5,2.17
Calvin Johnson,3618,WR,DET,16,13.6,2,62.0,0.0,0,1,0,5.4,5,65,11,1,77.4,57.7,88.6,,86.0,0.0,0,4,57,0.0,0,688,1,88,95.2,655,12.8,88,98.7,142,9,87.2,600,1214,304,3.5,13.8,1.85
Greg Olsen,3647,TE,CAR,19,10.5,1,68.4,,0,0,0,4.1,4,62,5,1,90.0,56.6,90.4,82.3,91.1,29.2,200,0,54,10.9,75,685,7,93,84.7,580,45.3,310,119.6,136,8,16.5,113,1335,461,5.0,14.4,2.3
Rob Gronkowski,5567,TE,NE,17,10.8,13,64.4,,0,0,2,4.4,4,62,19,0,82.6,87.0,91.3,70.5,90.3,26.0,188,2,76,11.2,81,722,11,87,83.0,599,41.0,296,127.5,135,14,32.7,236,1403,631,7.3,16.1,2.34
Randall Cobb,6216,WR,GB,18,8.1,12,62.1,,0,0,0,12.8,12,46,12,0,34.7,85.9,68.5,33.2,67.1,0.4,3,0,53,0.4,3,765,2,82,89.3,683,84.4,646,98.9,132,7,9.7,74,867,465,5.7,10.6,1.27
A.J. Green,6156,WR,CIN,17,14.2,7,69.5,,0,0,1,3.2,3,67,7,1,88.9,50.4,90.4,,90.6,0.3,2,3,80,0.0,0,627,4,91,93.5,586,19.1,120,121.9,131,11,80.4,504,1368,340,3.7,15.0,2.33
Delanie Walker,3120,TE,TEN,15,9.6,16,72.3,,0,0,1,5.1,5,52,31,0,79.0,83.2,88.0,77.2,84.8,26.3,138,4,61,2.5,13,524,2,94,92.0,482,55.0,288,99.8,130,6,17.9,94,1088,398,4.2,11.6,2.26
Jeremy Maclin,4942,WR,KC,17,10.7,5,72.4,,0,0,2,1.1,1,53,16,2,90.9,29.7,78.3,,80.1,0.3,2,3,61,0.0,0,581,5,92,93.1,541,32.7,190,111.0,127,8,66.8,388,1140,358,3.9,12.4,2.11
Jordan Reed,7866,TE,WAS,15,6.9,19,75.6,,0,0,2,4.0,4,61,32,3,84.2,25.5,90.1,74.0,91.0,41.2,208,1,32,7.9,40,505,13,96,86.1,435,38.2,193,128.5,127,12,19.4,98,1072,529,5.5,11.2,2.46
Brandin Cooks,8655,WR,NO,16,12.6,4,66.7,0.0,0,1,0,3.4,3,45,20,1,85.6,83.7,73.1,65.7,73.0,0.0,0,4,71,0.1,1,674,2,84,93.0,627,30.1,203,105.9,126,9,69.7,470,1138,370,4.4,13.5,1.81
Eric Decker,5611,WR,NYJ,15,12.4,2,63.5,,0,0,1,9.1,8,60,22,1,58.1,54.8,78.0,,79.7,1.4,8,2,35,0.0,0,588,5,80,96.4,567,68.4,402,114.1,126,12,30.3,178,1027,222,2.8,12.8,1.81
T.Y. Hilton,7092,WR,IND,16,13.3,5,55.2,,0,0,0,4.2,3,49,14,1,81.2,82.8,78.9,,77.8,0.2,1,6,87,0.0,0,654,1,69,94.6,619,27.4,179,78.9,125,5,72.5,474,1124,386,5.6,16.3,1.82
Amari Cooper,9437,WR,OAK,16,10.6,14,58.5,,0,0,2,20.0,18,45,23,1,27.3,54.3,71.2,69.4,71.1,0.0,0,3,68,0.2,1,608,4,72,95.6,581,17.3,105,93.2,123,6,82.6,502,1070,383,5.3,14.9,1.84
Kamar Aiken,6671,WR,BLT,16,12.5,8,62.0,,0,0,0,5.1,4,53,3,1,77.8,50.4,78.5,66.5,77.8,0.8,5,4,48,0.2,1,621,1,75,94.5,587,20.8,129,86.2,121,5,78.4,487,944,214,2.9,12.6,1.61
Golden Tate,5585,WR,DET,16,5.9,30,74.4,,0,0,0,6.3,6,50,11,1,78.5,68.4,77.4,61.6,75.8,0.3,2,2,43,0.1,1,679,2,90,95.1,646,55.7,378,101.7,121,6,43.6,296,813,544,6.0,9.0,1.26
Jordan Matthews,8677,WR,PHI,16,9.0,13,70.8,,0,0,2,9.6,9,44,24,2,47.9,33.5,65.5,,64.5,0.2,1,2,78,0.0,0,608,4,85,94.4,574,92.6,563,111.0,120,8,6.9,42,997,436,5.1,11.7,1.74
Gary Barnidge,4455,TE,CLV,16,10.2,7,66.4,,0,0,0,8.1,7,52,8,0,62.0,81.9,74.6,37.7,78.8,31.3,213,2,40,6.9,47,681,5,79,86.8,591,59.3,404,112.1,119,9,6.9,47,1043,364,4.6,13.2,1.76
Doug Baldwin,6615,WR,SEA,18,10.2,20,77.1,,0,0,0,4.2,4,56,29,1,88.2,63.9,88.2,71.8,86.8,4.0,25,2,80,0.3,2,624,0,91,95.8,598,80.4,502,141.0,118,15,15.2,95,1193,462,5.1,13.1,1.99
Travis Kelce,7844,TE,KC,18,5.7,18,72.9,,0,0,0,8.5,8,46,16,2,61.5,29.5,73.7,57.0,76.9,49.0,318,1,48,10.9,71,649,6,86,83.8,544,38.1,247,109.6,118,5,12.5,81,1026,627,7.3,11.9,1.89
Pierre Garcon,4519,WR,WAS,17,10.8,4,66.4,,0,0,2,6.1,5,48,32,0,68.5,86.5,75.1,,75.4,0.0,0,5,39,0.0,0,584,6,77,93.5,546,20.0,117,87.1,116,6,80.0,467,847,203,2.6,11.0,1.55
Travis Benjamin,7100,WR,CLV,16,12.7,8,58.6,,0,0,1,8.1,6,39,8,1,57.4,66.8,67.0,,67.5,0.0,0,3,61,0.0,0,629,2,68,93.3,587,11.3,71,89.2,116,5,88.6,557,966,324,4.8,14.2,1.65
John Brown,8726,WR,ARZ,17,15.3,7,62.6,,0,0,0,7.7,6,56,1,1,64.7,50.8,78.7,73.7,78.9,0.0,0,8,68,0.3,2,632,4,72,92.4,584,37.7,238,85.7,115,7,62.3,394,1108,354,4.9,15.4,1.9
Julian Edelman,5156,WR,NE,11,7.5,16,70.3,,0,0,0,11.4,10,47,19,1,48.9,60.3,83.9,74.8,81.9,0.4,2,2,59,0.8,4,478,3,78,93.1,445,52.1,249,105.9,111,7,47.5,227,845,360,4.6,10.8,1.9
Martavis Bryant,8753,WR,PIT,13,13.2,10,59.3,0.0,0,1,1,16.9,13,31,25,1,29.0,49.3,72.6,62.4,69.8,0.0,0,3,88,0.2,1,478,1,64,90.8,434,11.7,56,98.1,108,7,88.3,422,948,444,6.9,14.8,2.18
Anquan Boldin,1369,WR,SF,14,8.3,9,64.5,,0,0,0,5.5,4,35,28,1,74.4,48.1,72.0,,70.5,0.0,0,2,51,0.0,0,521,1,69,95.8,499,64.5,336,91.2,107,4,35.1,183,789,301,4.4,11.4,1.58
Zach Ertz,7816,TE,PHI,15,9.2,5,70.8,,0,0,0,8.5,7,39,24,1,66.9,51.3,82.1,58.2,79.6,62.8,336,5,60,4.1,22,535,2,75,89.2,477,32.1,172,81.2,106,2,4.5,24,853,320,4.3,11.4,1.79
Michael Floyd,7019,WR,ARZ,17,15.9,6,56.3,,0,0,1,7.9,5,46,1,0,59.0,80.6,80.0,71.1,79.4,0.0,0,4,60,0.4,2,525,4,58,93.0,488,29.5,155,95.6,103,8,70.5,370,912,248,4.3,15.7,1.87
Ted Ginn Jr.,3625,WR,CAR,18,16.9,1,49.0,,0,0,0,16.7,10,41,5,0,28.3,89.6,72.1,,69.3,0.0,0,6,74,0.0,0,495,1,50,95.2,471,8.9,44,86.4,102,10,90.9,450,865,293,5.9,17.3,1.84
James Jones,3694,WR,GB,18,15.6,4,55.9,,0,0,1,8.1,5,42,12,1,66.3,44.9,69.7,,69.1,0.1,1,5,65,0.0,0,800,5,57,89.4,715,8.3,66,94.0,102,8,91.6,733,971,260,4.6,17.0,1.36
Benjamin Watson,1753,TE,NO,16,9.3,1,72.5,,0,0,1,8.6,7,42,20,1,60.4,49.6,75.1,71.8,76.3,46.6,293,2,46,12.6,79,629,5,74,82.5,519,37.7,237,107.7,102,6,14.6,92,825,263,3.6,11.1,1.59
Donte Moncrief,8725,WR,IND,16,10.9,5,64.0,,0,0,0,5.9,4,40,14,0,66.7,81.1,72.1,,71.2,0.0,0,3,33,0.0,0,562,0,64,94.5,531,14.2,80,93.5,100,6,85.8,482,733,262,4.1,11.5,1.38
Jason Witten,1384,TE,DAL,16,7.4,2,77.0,,0,0,0,0.0,0,36,9,1,90.6,50.4,66.5,77.4,64.3,39.8,246,5,35,11.3,70,618,7,77,82.7,511,55.8,345,85.1,100,3,1.8,11,713,228,3.0,9.3,1.4
Allen Hurns,8931,WR,JAX,15,12.7,8,64.6,,0,0,0,4.5,3,48,15,1,73.6,46.3,78.8,70.1,78.6,1.0,6,4,80,0.3,2,612,0,64,94.4,578,37.4,229,116.2,99,10,61.4,376,1031,346,5.4,16.1,1.78
Marvin Jones Jr.,7158,WR,CIN,17,12.7,12,69.7,,0,0,1,4.2,3,35,7,0,81.1,82.0,72.9,,73.9,0.0,0,4,47,0.0,0,599,6,69,93.5,560,13.4,80,92.5,99,4,86.6,519,848,305,4.4,12.3,1.51
Danny Woodhead,4914,HB,SD,16,0.7,19,83.3,,0,0,0,4.8,4,39,27,0,80.3,90.3,72.6,42.4,90.8,0.0,0,1,61,9.8,47,479,0,80,82.7,396,8.6,41,115.9,96,6,9.8,47,755,731,9.1,9.4,1.91
Willie Snead IV,8999,WR,NO,15,10.9,14,72.6,,0,0,0,5.5,4,44,20,2,75.9,29.8,74.1,67.8,73.3,0.5,3,1,63,0.2,1,548,3,69,93.1,510,31.9,175,111.9,95,3,67.2,368,984,335,4.9,14.3,1.93
Theo Riddick,7980,HB,DET,16,0.7,36,85.1,,0,0,1,2.4,2,32,11,0,90.0,65.0,82.8,72.3,94.1,4.1,17,1,34,23.7,98,414,2,80,72.5,300,6.8,28,103.8,94,3,3.1,13,697,663,8.3,8.7,2.32
Nate Washington,2832,WR,HST,15,12.3,1,51.1,,0,0,0,18.6,11,34,13,0,28.7,79.1,64.5,,63.0,0.2,1,2,49,0.0,0,525,0,48,94.7,497,36.4,191,79.3,94,4,63.2,332,661,167,3.5,13.8,1.33
Richard Rodgers,8733,TE,GB,18,6.8,7,70.7,,0,0,0,3.0,2,31,12,0,86.0,81.1,70.7,61.5,70.7,20.0,123,1,61,9.9,61,615,4,65,81.5,501,59.2,364,111.1,92,8,8.6,53,566,246,3.8,8.7,1.13
Davante Adams,8688,WR,GB,14,10.4,7,58.7,,0,0,0,15.6,10,22,12,0,30.3,82.8,59.1,69.7,58.9,0.0,0,1,40,0.2,1,551,3,54,89.5,493,10.3,57,77.8,92,2,89.5,493,531,167,3.1,9.8,1.08
Alshon Jeffery,7048,WR,CHI,9,15.5,4,58.7,,0,0,0,3.6,2,43,6,0,87.9,79.8,92.0,,92.1,0.0,0,3,50,0.0,0,295,4,54,95.3,281,26.4,78,88.5,92,4,73.6,217,807,197,3.6,14.9,2.87
Devonta Freeman,8738,HB,ATL,15,2.8,16,79.3,,0,0,0,8.8,7,21,2,1,62.2,59.3,68.1,72.8,70.9,0.0,0,2,44,17.5,81,464,1,73,77.8,361,3.4,16,94.7,92,3,9.9,46,578,445,6.1,7.9,1.6
Sammy Watkins,8639,WR,BUF,13,17.8,5,65.9,,0,0,1,6.3,4,41,4,0,64.5,80.6,89.8,,89.6,0.0,0,2,63,0.0,0,419,5,60,93.1,390,12.2,51,128.8,91,9,87.8,368,1047,180,3.0,17.5,2.68
Terrance Williams,7855,WR,DAL,16,13.8,2,57.1,,0,0,0,8.8,5,36,9,0,61.3,82.8,69.9,,69.4,0.2,1,4,42,0.0,0,548,2,52,92.9,509,10.4,57,80.8,91,3,89.4,490,840,275,5.3,16.2,1.65
Danny Amendola,4717,WR,NE,16,6.7,13,79.1,,0,0,2,4.0,3,34,19,0,83.3,69.1,75.2,,76.1,0.2,1,1,41,0.0,0,518,4,72,94.4,489,85.3,442,105.4,91,3,14.3,74,705,288,4.0,9.8,1.44
Markus Wheaton,7860,WR,PIT,18,14.3,6,57.3,,0,0,1,7.3,4,34,25,1,66.1,46.7,68.4,,68.1,0.0,0,4,72,0.0,0,574,2,51,92.3,530,68.6,394,87.4,89,5,30.8,177,802,195,3.8,15.7,1.51
Rueben Randle,7065,WR,NYG,16,11.1,8,65.5,,0,0,1,5.0,3,35,21,0,75.3,80.1,63.9,,63.2,0.0,0,4,72,0.0,0,651,1,57,93.5,609,14.9,97,106.3,87,8,85.1,554,797,202,3.5,14.0,1.31
Jermaine Kearse,7428,WR,SEA,18,12.1,7,73.3,,0,0,0,7.4,5,39,29,1,65.8,55.7,71.1,,69.2,0.2,1,2,50,0.0,0,592,0,63,96.3,570,13.7,81,120.0,86,7,86.1,510,813,253,4.0,12.9,1.43
Keenan Allen,7857,WR,SD,8,8.0,9,77.9,,0,0,0,6.9,5,34,27,0,69.2,51.6,79.2,,78.8,0.3,1,2,38,0.0,0,359,3,67,93.3,335,17.8,64,107.6,86,4,81.9,294,725,249,3.7,10.8,2.16
Heath Miller,2247,TE,PIT,17,5.8,2,75.9,,0,0,0,3.1,2,29,25,0,85.3,81.1,67.2,69.9,64.1,78.3,535,1,27,16.4,112,683,4,63,77.0,526,19.2,131,95.9,83,2,2.2,15,549,236,3.7,8.7,1.04
Stefon Diggs,9579,WR,MIN,14,11.1,13,67.5,,0,0,2,3.4,2,34,18,2,81.8,26.6,78.4,,78.9,0.2,1,3,40,0.0,0,449,4,56,94.2,423,16.3,73,96.8,83,4,83.5,375,746,306,5.5,13.3,1.76
Owen Daniels,3043,TE,DEN,19,7.2,4,63.0,,0,0,0,8.9,5,30,10,0,65.5,79.3,65.2,62.5,66.5,75.8,453,4,37,11.5,69,598,0,51,83.9,502,16.6,99,84.3,81,5,7.4,44,578,287,5.6,11.3,1.15
Coby Fleener,7038,TE,IND,16,8.3,2,66.7,,0,0,0,6.9,4,23,14,0,67.9,79.9,64.5,75.7,61.3,44.5,235,4,57,10.4,55,528,1,54,85.4,451,45.3,239,74.7,81,3,8.7,46,491,172,3.2,9.1,1.09
Tavon Austin,7789,WR,SL,16,7.7,19,64.2,,0,0,0,7.1,4,21,26,1,53.5,76.1,69.5,73.0,63.1,0.2,1,1,66,0.2,1,445,2,52,93.5,416,21.3,95,95.3,81,5,75.5,336,473,345,6.6,9.1,1.14
Robert Woods,7822,WR,BUF,14,10.9,3,59.5,,0,0,2,7.8,4,28,4,2,63.2,26.3,61.8,62.3,61.0,0.6,3,2,37,0.2,1,478,7,47,92.5,442,30.8,147,82.9,79,3,68.6,328,552,146,3.1,11.7,1.25
Jamison Crowder,9538,WR,WAS,17,6.0,3,79.5,,0,0,0,6.1,4,34,32,1,72.8,89.4,69.5,,69.4,1.1,6,1,44,0.0,0,527,1,62,94.3,497,76.9,405,102.9,78,2,21.8,115,619,341,5.5,10.0,1.25
Jacob Tamme,4441,TE,ATL,15,8.2,8,75.6,,0,0,4,1.7,1,31,2,0,89.5,80.3,66.9,49.0,68.2,42.4,229,4,41,8.9,48,540,5,59,85.7,463,37.2,201,83.1,78,1,11.1,60,657,220,3.7,11.1,1.42
Andre Johnson,1319,WR,IND,16,10.8,2,53.9,0.0,0,1,0,12.8,6,31,14,0,45.3,78.4,66.2,,64.2,1.2,6,3,35,0.0,0,490,1,41,94.7,464,56.5,277,75.7,76,4,42.2,207,503,165,4.0,12.3,1.08
Martellus Bennett,4375,TE,CHI,11,6.0,8,69.7,,0,0,1,7.0,4,24,6,2,67.2,25.1,73.0,61.9,66.3,55.7,230,3,24,14.3,59,413,2,53,81.6,337,21.3,88,81.0,76,3,21.1,87,439,233,4.4,8.3,1.3
Charles Clay,6326,TE,BUF,13,7.2,16,68.0,,0,0,0,8.9,5,26,4,1,60.6,52.0,73.2,69.7,70.2,57.0,252,2,40,12.4,55,442,4,51,81.4,360,33.7,149,90.3,75,3,7.7,34,528,236,4.6,10.4,1.47
Tyler Eifert,7802,TE,CIN,14,8.3,7,76.0,,0,0,0,12.3,8,40,7,0,50.5,80.2,86.1,69.6,89.8,69.9,356,0,31,15.3,78,509,2,57,79.0,402,14.3,73,142.4,75,13,11.0,56,673,282,4.9,11.8,1.67
Julius Thomas,6281,TE,JAX,12,8.8,4,61.3,,0,0,0,11.5,6,25,15,0,43.5,79.2,63.2,71.1,62.7,36.8,153,3,34,4.3,18,416,0,46,90.9,378,44.2,184,84.0,75,5,18.5,77,455,146,3.2,9.9,1.2
Antonio Gates,1609,TE,SD,11,8.6,6,74.7,,0,0,0,5.1,3,33,27,0,76.3,80.3,77.9,41.7,77.5,10.3,40,1,40,2.1,8,389,1,56,90.0,350,68.1,265,116.0,75,5,21.6,84,630,234,4.2,11.3,1.8
Tyler Lockett,9502,WR,SEA,18,14.8,8,74.3,,0,0,1,6.8,4,34,29,0,67.1,76.4,75.9,,76.4,1.0,5,1,49,0.0,0,521,4,55,96.0,500,32.2,168,133.5,74,7,65.6,342,774,283,5.1,14.1,1.55
Brandon LaFell,5602,WR,NE,13,13.2,4,54.1,,0,0,0,20.0,10,23,19,0,28.5,78.6,56.4,,55.1,0.0,0,2,54,0.0,0,503,1,40,95.0,478,22.5,113,65.2,74,0,77.5,390,521,244,6.1,13.0,1.09
Shane Vereen,6208,HB,NYG,16,1.7,9,79.7,,0,0,0,7.8,5,23,21,0,64.6,90.2,64.9,84.1,71.5,0.3,1,1,37,10.5,38,363,0,59,83.5,303,7.2,26,106.9,74,4,4.4,16,494,429,7.3,8.4,1.63
Darren Sproles,2347,HB,PHI,16,1.0,5,75.3,,0,0,0,6.8,4,19,24,0,69.3,90.8,65.4,78.9,66.6,0.3,1,1,35,7.8,23,295,0,55,86.8,256,11.2,33,85.9,73,1,8.5,25,388,374,6.8,7.1,1.52
Brian Hartline,5031,WR,CLV,12,9.6,1,63.0,,0,0,0,13.2,7,30,8,1,41.8,47.9,68.2,,66.8,0.5,2,3,41,0.0,0,387,1,46,92.8,359,32.3,125,76.5,73,2,66.9,259,523,167,3.6,11.4,1.46
Cole Beasley,7330,WR,DAL,16,4.9,7,73.2,,0,0,1,7.1,4,31,9,1,66.6,56.0,64.3,,64.4,0.0,0,1,30,0.0,0,441,2,52,92.5,408,86.4,381,112.2,71,5,12.9,57,536,315,6.1,10.3,1.31
Cecil Shorts,6266,WR,HST,12,7.8,7,61.4,,0,0,0,12.2,6,27,13,1,45.9,30.5,60.4,,61.1,0.5,2,1,42,0.0,0,412,1,43,94.2,388,85.7,353,86.0,70,2,13.6,56,489,227,5.3,11.4,1.26
Harry Douglas,4398,WR,TEN,14,12.2,0,51.4,,0,0,0,5.3,2,22,31,0,72.9,42.7,60.1,78.2,59.3,0.4,2,1,51,0.6,3,470,2,36,91.9,432,25.7,121,73.0,70,2,72.8,342,411,138,3.8,11.4,0.95
Steve Smith,837,WR,BLT,7,10.7,12,65.7,,0,0,1,8.0,4,28,3,1,64.8,79.9,90.3,,89.9,0.4,1,3,50,0.0,0,250,1,46,92.4,231,32.8,82,93.2,70,3,66.4,166,670,261,5.7,14.6,2.9
Duke Johnson Jr.,9510,HB,CLV,16,1.2,26,87.1,,0,0,0,4.7,3,23,8,1,77.6,78.9,71.5,43.3,83.6,0.0,0,0,52,18.2,81,445,1,61,76.6,341,11.2,50,108.0,70,2,7.2,32,534,486,8.0,8.8,1.57
Kenny Britt,4953,WR,SL,16,16.6,7,51.4,,0,0,1,12.2,5,29,26,0,47.3,77.6,72.6,,73.3,0.0,0,4,60,0.0,0,387,3,36,94.3,365,7.2,28,76.0,70,3,92.8,359,681,116,3.2,18.9,1.87
Giovani Bernard,7818,HB,CIN,17,0.1,15,73.9,,0,0,0,10.5,6,18,7,2,45.2,85.2,69.1,53.0,54.8,1.0,4,1,45,27.3,112,410,1,51,68.3,280,5.9,24,86.3,69,0,4.6,19,474,481,9.4,9.3,1.69
Albert Wilson,8943,WR,KC,16,11.6,9,60.9,,0,0,0,6.7,3,24,16,0,66.9,79.8,62.5,,62.5,0.0,0,3,44,0.0,0,497,2,42,94.0,467,10.3,51,80.4,69,3,89.3,444,517,244,5.8,12.3,1.11
Mike Wallace,5007,WR,MIN,17,11.5,3,58.0,0.0,0,1,1,9.1,4,27,18,0,57.5,78.4,58.7,,60.6,0.2,1,2,34,0.0,0,518,4,40,94.0,487,33.6,174,77.1,69,2,66.0,342,483,176,4.4,12.1,0.99
Jared Cook,5012,TE,SL,16,9.3,2,56.5,0.0,0,1,1,18.8,9,19,26,2,29.9,22.9,57.4,59.0,56.6,42.2,178,2,49,7.8,33,422,4,39,86.0,363,43.1,182,66.2,69,0,7.8,33,481,193,4.9,12.3,1.33
Jimmy Graham,5619,TE,SEA,11,9.1,4,70.6,,0,0,0,4.0,2,29,29,0,78.2,79.1,79.0,48.5,82.9,53.5,198,1,45,6.8,25,370,3,48,90.8,336,30.5,113,101.7,68,2,15.4,57,605,224,4.7,12.6,1.8
David Johnson,9519,HB,ARZ,18,3.9,17,75.0,,0,0,0,7.3,4,26,1,1,58.3,41.1,71.5,59.8,71.1,0.3,1,1,55,14.7,52,353,0,51,81.6,288,9.3,33,112.9,68,4,17.0,60,568,447,8.8,11.1,1.97
Devin Funchess,9474,WR,CAR,19,13.9,3,52.9,,0,0,0,18.2,8,29,5,1,29.2,28.6,74.7,,75.1,0.0,0,2,52,0.0,0,287,1,36,94.8,272,13.6,39,96.8,68,6,86.4,248,546,116,3.2,15.2,2.01
Dez Bryant,5549,WR,DAL,9,14.2,4,45.6,,0,0,1,18.4,7,18,9,0,32.5,76.6,68.7,,67.0,0.0,0,6,51,0.0,0,311,2,31,94.2,293,19.9,62,42.6,68,3,80.1,249,401,136,4.4,12.9,1.37
Malcom Floyd,2044,WR,SD,15,19.9,0,44.1,,0,0,0,9.1,3,20,27,1,53.2,27.5,61.7,,59.2,0.0,0,5,70,0.0,0,559,0,30,94.3,527,18.4,103,57.3,68,3,81.6,456,561,93,3.1,18.7,1.06
Roddy White,2244,WR,ATL,16,10.5,1,64.2,0.0,0,1,2,4.4,2,27,2,0,77.0,82.1,62.6,75.6,60.4,0.8,5,4,25,0.3,2,630,8,43,93.0,586,14.9,94,67.1,67,1,84.1,530,506,117,2.7,11.8,0.86
Corey Brown,8986,WR,CAR,17,14.9,4,62.1,,0,0,0,8.9,4,30,5,0,59.3,79.5,70.0,65.6,68.7,0.0,0,0,86,0.2,1,536,2,41,95.7,513,33.8,181,120.9,66,5,65.3,350,662,179,4.4,16.1,1.29
Charles Sims,8704,HB,TB,16,2.8,13,80.0,,0,0,0,1.9,1,24,30,1,87.9,61.2,85.5,87.8,90.7,0.9,3,2,56,19.9,67,337,0,52,73.0,246,5.6,19,110.1,65,4,10.7,36,557,503,9.7,10.7,2.26
Marques Colston,3197,WR,NO,13,8.8,4,69.2,,0,0,0,10.0,5,26,20,0,49.1,79.0,62.8,73.5,62.8,0.7,3,3,53,0.5,2,416,1,45,92.8,386,68.0,283,94.4,65,4,31.3,130,520,196,4.4,11.6,1.35
Kyle Rudolph,6195,TE,MIN,17,8.8,5,76.9,,0,0,0,3.8,2,26,18,0,75.7,79.3,71.4,53.8,69.2,48.6,243,3,47,10.6,53,500,0,50,85.0,425,40.0,200,105.9,65,5,8.4,42,519,226,4.5,10.4,1.22
Eric Ebron,8645,TE,DET,14,6.2,4,72.3,,0,0,1,11.3,6,27,11,0,48.9,79.0,65.1,50.1,65.7,36.6,162,1,55,7.4,33,443,3,47,88.7,393,56.0,248,116.0,65,5,6.1,27,537,299,6.4,11.4,1.37
Jordan Cameron,6254,TE,MIA,16,11.0,2,54.7,,0,0,1,7.9,3,21,17,1,63.7,29.1,61.8,65.5,59.7,45.6,225,4,29,15.2,75,493,6,35,80.3,396,43.6,215,62.4,64,3,7.3,36,386,86,2.5,11.0,0.97
