player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Antonio Smith,1856,DI,HST,15,5,0,,0,1,13,0,0,59.1,63.8,32.2,75.7,51.9,46.4,9,29,0,0,,20.0,6,0,5,0.0,0,8,0,10,0,1,739,729,30,129,2,568,0,10,445,293,0,21,19,5,0,46,0,0,0,
Mike Adams,1972,S,DEN,18,16,1,57.8,0,0,10,1,0,52.6,59.8,58.4,46.6,81.5,90.5,2,4,0,1,43,5.1,4,3,1,93.4,26,0,0,213,16,549,861,0,0,0,0,0,550,861,23,289,81,15,59,2,45,6,2,406,155,15.6
Jabari Greer,2057,CB,NO,10,1,0,53.8,0,0,20,0,0,59.0,62.6,87.5,54.0,77.2,81.0,0,1,0,1,44,3.6,1,6,0,93.3,28,0,0,25,496,339,541,0,0,0,0,0,13,541,3,199,7,6,26,1,52,1,3,438,162,15.6
Tommy Kelly,2093,DI,NE,5,2,0,,0,0,19,1,0,,64.4,83.1,63.6,60.0,76.1,5,6,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,0,218,218,11,93,9,105,0,0,130,88,0,10,13,0,0,14,0,0,0,
George Wilson,2210,S,TEN,16,1,0,60.9,0,0,31,0,0,70.9,77.8,85.9,59.8,85.4,69.9,1,1,0,1,25,10.7,3,2,1,65.1,14,0,0,192,11,240,406,0,0,0,0,0,118,406,19,147,85,9,24,2,23,2,0,168,71,12.0
Adam Jones,2223,CB,CIN,17,4,0,56.9,0,1,7,2,0,78.3,78.8,90.5,,69.3,44.9,0,0,1,3,69,17.1,13,9,2,82.8,58,0,0,59,960,681,1035,0,0,0,0,0,2,1035,0,354,14,20,59,2,102,0,4,797,387,13.7
Antrel Rolle,2225,S,NYG,16,12,0,62.9,1,1,21,1,0,81.5,81.7,21.7,85.6,79.0,60.1,0,1,0,6,24,11.3,11,2,5,43.1,39,2,0,267,12,665,1126,0,0,0,0,0,562,1126,21,440,285,29,74,2,62,3,1,339,174,8.7
Carlos Rogers,2226,CB,SF,17,5,0,60.2,0,0,28,0,0,60.5,63.2,67.3,57.0,73.4,59.9,1,4,0,2,59,13.8,8,4,4,84.9,59,0,0,137,321,664,1068,0,0,0,0,0,5,1068,20,384,605,16,45,1,98,5,3,728,301,12.3
DeMarcus Ware,2228,ED,DAL,13,5,0,,2,0,9,1,0,90.1,77.3,43.1,68.1,72.6,81.4,8,34,0,1,,0.0,0,0,4,0.0,0,6,0,108,0,16,630,521,0,0,67,454,0,109,374,240,0,28,26,4,0,48,0,0,0,
Thomas Davis Sr.,2231,LB,CAR,17,26,0,78.4,0,1,5,0,0,90.2,83.0,68.7,61.7,72.0,67.2,4,14,0,2,35,12.7,19,4,1,84.2,69,4,0,905,4,577,1056,98,0,0,91,7,12,958,110,369,37,55,105,9,88,22,1,491,341,7.1
Derrick Johnson,2232,LB,KC,16,16,0,69.5,0,0,16,2,0,90.3,85.8,66.4,75.7,67.1,54.9,7,12,0,2,49,16.8,22,3,2,87.5,41,4,0,1032,3,620,1076,31,0,0,31,0,2,1045,79,377,8,57,93,7,59,23,2,429,324,10.5
Marcus Spears,2237,DI,BLT,5,1,0,,0,0,3,0,0,61.3,60.7,80.5,47.7,65.7,73.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,142,142,6,24,6,106,0,0,69,73,0,6,7,2,0,1,0,0,0,
Mike Patterson,2248,DI,NYG,16,6,0,,0,0,21,0,0,53.9,62.6,52.0,54.1,70.9,60.5,1,5,0,0,,10.7,3,0,2,0.0,0,0,0,0,0,2,402,402,6,368,2,26,0,0,190,210,0,15,19,2,0,6,0,0,0,
Kevin Burnett,2259,LB,OAK,16,23,0,85.3,1,2,23,1,0,39.1,54.7,34.0,58.5,75.0,55.3,4,13,0,1,49,13.8,16,3,3,131.9,58,3,0,794,11,464,978,127,0,0,126,1,2,851,134,380,44,49,77,10,68,20,7,605,401,10.4
Corey Webster,2260,CB,NYG,4,1,0,60.0,0,0,21,0,0,62.6,57.4,0.0,,42.1,52.5,0,0,0,0,19,20.0,2,1,1,74.9,9,0,0,15,141,112,165,0,0,0,0,0,4,165,0,53,5,2,7,0,15,0,0,82,43,9.1
Jonathan Babineaux,2276,DI,ATL,16,8,0,100.0,0,1,2,2,0,66.9,63.7,79.1,51.7,70.4,32.2,5,28,0,0,5,22.2,12,0,1,87.5,1,1,0,8,0,2,903,893,8,513,48,324,0,10,531,370,1,31,34,7,1,34,0,5,9,5.0
Vincent Jackson,2278,WR,TB,1,0,0,,0,0,30,0,0,,60.0,62.9,,60.0,,0,0,0,0,,,0,0,5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
Justin Tuck,2291,ED,NYG,16,8,2,100.0,2,2,21,0,0,71.3,78.6,54.6,67.8,76.3,72.5,12,44,0,1,-3,12.0,6,0,4,39.6,1,12,0,11,0,15,873,860,0,92,71,697,0,13,545,313,2,37,36,7,1,68,0,-3,2,-3.0
Chris Canty,2349,DI,BLT,15,2,3,0.0,0,2,3,0,0,62.3,64.3,85.6,54.9,69.0,69.9,5,15,0,0,,13.8,4,1,0,39.6,0,2,0,2,0,2,565,563,19,42,68,434,0,2,336,227,0,19,23,1,1,22,0,0,0,
Matt Giordano,2352,S,SL,7,0,0,60.0,0,0,26,0,0,46.8,48.3,77.2,,66.4,54.5,0,0,1,1,15,16.7,1,0,0,78.8,3,0,0,22,0,74,117,0,0,0,0,0,88,117,0,43,7,3,5,0,5,0,1,32,3,10.7
Trent Cole,2363,ED,PHI,17,4,2,70.0,0,3,24,0,0,55.7,76.6,79.0,72.4,76.8,65.5,14,29,0,0,62,9.3,5,1,1,145.8,7,10,1,91,3,130,938,819,0,13,613,193,0,119,466,342,25,48,45,6,10,53,1,143,81,20.4
Michael Boley,2377,LB,CIN,6,0,0,85.7,0,0,7,0,0,58.3,55.1,70.5,53.5,54.2,56.1,0,1,0,0,19,12.5,1,0,0,94.6,6,0,0,62,0,44,67,1,0,0,1,0,0,66,4,19,4,4,7,0,7,1,0,47,24,7.8
C.J. Mosley,2408,DI,DET,16,7,0,,0,1,11,1,0,65.6,75.0,30.1,61.8,81.3,75.4,5,9,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,0,320,320,11,292,1,16,0,0,194,126,0,8,12,1,0,14,0,0,0,
Kevin Vickerson,2433,DI,DEN,11,3,2,,2,0,10,0,0,62.8,52.9,0.0,56.0,68.3,76.5,1,15,0,0,,9.1,2,0,8,0.0,0,1,0,0,0,4,392,392,41,159,0,192,0,0,235,153,0,17,17,7,0,17,0,0,0,
Jay Ratliff,2441,DI,CHI,5,3,0,,0,0,6,0,0,60.0,55.9,82.7,49.1,61.9,44.4,2,3,0,0,,16.7,2,0,0,0.0,0,1,0,0,0,0,207,207,3,171,0,33,0,0,119,88,0,6,7,1,0,6,0,0,0,
Lorenzo Alexander,2476,ED,ARZ,3,1,1,75.0,0,0,1,0,0,37.5,51.0,76.2,63.2,55.5,37.7,0,5,0,0,15,40.0,2,0,0,96.9,3,0,0,31,1,15,77,45,0,0,45,0,0,32,40,22,0,1,2,0,4,5,0,31,26,10.3
Chase Blackburn,2498,LB,CAR,11,7,0,66.7,0,0,5,0,0,56.7,53.7,75.7,65.5,52.4,48.3,0,1,0,0,12,19.4,6,0,1,112.5,4,0,0,213,1,101,242,19,0,0,19,0,0,223,4,137,9,14,18,1,6,1,1,22,19,5.5
Brandon Browner,2512,CB,SEA,8,2,0,52.6,0,0,29,0,0,69.0,69.1,87.8,,61.6,87.7,0,0,0,1,32,0.0,0,9,5,78.8,20,0,0,35,390,278,455,0,0,0,0,0,5,455,0,177,24,4,20,1,38,0,2,240,23,12.0
Chris Carr,2526,CB,NO,10,2,0,57.9,0,0,20,0,0,69.5,66.6,83.1,48.4,45.1,70.9,0,0,0,1,31,7.7,1,1,0,74.2,11,0,0,63,10,124,146,0,0,0,0,0,12,146,5,17,61,5,10,0,19,0,1,129,68,11.7
Heath Farwell,2588,LB,SEA,11,1,0,100.0,0,0,29,0,0,51.9,49.4,71.3,64.4,50.5,55.5,0,0,0,0,11,33.3,2,0,0,104.2,2,0,0,48,0,26,49,0,0,0,0,0,0,49,6,17,0,2,3,0,2,0,0,18,12,9.0
John Kuhn,2686,FB,GB,2,0,0,,0,0,12,0,0,,42.2,69.1,,60.0,25.9,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Jim Leonhard,2694,S,BUF,15,5,0,59.3,0,0,4,0,0,67.7,56.1,46.9,51.9,31.7,29.2,0,1,0,3,42,23.4,11,1,1,81.1,16,0,0,157,4,354,612,0,0,0,0,0,381,612,15,243,70,8,31,1,27,1,4,192,96,12.0
Dimitri Patterson,2868,CB,MIA,6,2,0,58.1,0,0,17,0,0,89.9,86.4,14.7,85.9,59.9,62.2,0,0,0,4,30,12.5,3,3,2,51.1,18,1,0,17,198,130,237,0,0,0,0,0,0,237,2,105,22,6,19,0,31,1,1,219,66,12.2
Ahmad Brooks,2945,ED,SF,19,6,4,88.2,0,2,28,1,0,61.3,66.1,22.4,63.5,74.3,66.6,12,34,0,1,17,22.1,17,0,10,62.3,15,14,0,79,0,152,1139,979,0,0,955,24,0,160,538,449,81,48,54,6,17,60,0,82,65,5.5
Mario Williams,2946,ED,BUF,16,4,4,,0,1,4,0,0,72.6,73.9,64.0,68.4,71.1,78.3,7,48,0,0,,7.1,2,0,3,0.0,0,14,0,158,0,16,1000,841,7,4,360,470,0,159,588,396,1,28,22,5,0,69,0,0,0,
