player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
La'el Collins,9719,T,DAL,16,100.0,0,9,63.3,59.3,62.3,8,38,555,100.0,100.0,95.0,4,51,5,1065,0,0,0,1065,609,609,0,1065,456,0
Travis Frederick,7812,C,DAL,16,100.0,0,9,86.2,82.6,84.7,3,9,555,100.0,100.0,98.9,4,12,0,1065,1065,0,0,1065,609,609,0,0,456,0
Justin Britt,8699,C,SEA,16,100.0,2,29,65.5,74.4,62.3,1,9,651,100.0,100.0,99.1,6,11,1,1062,1061,0,0,1062,712,712,0,0,350,0
Donovan Smith,9467,T,TB,16,100.0,0,30,64.9,71.2,57.2,9,26,658,100.0,100.0,96.3,9,42,7,1059,0,0,1059,1059,703,703,0,0,356,0
Spencer Pulley,10998,C,LAC,16,100.0,1,27,53.6,52.8,53.0,9,28,600,100.0,100.0,96.7,2,38,1,1054,1054,0,0,1054,640,640,0,0,414,0
Patrick Omameh,8277,G,JAX,16,100.0,1,15,62.9,69.1,59.2,0,19,520,100.0,100.0,97.6,3,22,3,1052,0,1038,14,1052,546,546,0,0,506,0
Corey Linsley,8796,C,GB,16,100.0,3,12,67.7,73.6,63.7,3,21,651,100.0,100.0,97.8,5,26,2,1047,1047,0,0,1047,699,699,0,0,348,0
Shon Coleman,10710,T,CLV,16,99.9,4,8,61.4,64.0,57.7,9,49,658,99.8,99.9,94.7,14,64,6,1043,0,0,2,1044,708,709,0,1031,335,6
Laken Tomlinson,9461,G,SF,15,100.0,0,28,66.4,67.9,64.5,6,29,627,100.0,100.0,96.6,5,39,4,1042,0,1042,0,1042,655,655,0,0,387,0
Graham Glasgow,10729,G,DET,16,100.0,0,11,70.6,71.8,66.3,6,17,633,100.0,100.0,97.7,4,26,3,1042,332,709,0,1042,681,681,0,0,361,0
Kenny Wiggins,6471,G,LAC,16,100.0,1,27,60.1,60.6,57.9,7,31,589,100.0,100.0,96.3,3,41,3,1040,0,0,0,1040,628,628,1040,0,412,0
James Carpenter,6177,G,NYJ,16,100.0,1,22,59.3,56.7,60.5,10,22,577,100.0,100.0,96.5,6,36,4,1035,0,1035,0,1035,617,617,0,0,418,0
Kelvin Beachum,7229,T,NYJ,16,100.0,3,22,69.3,80.5,51.9,4,21,577,100.0,100.0,97.1,6,29,4,1034,0,0,1034,1034,617,617,0,0,417,0
Halapoulivaati Vaitai,10798,T,PHI,19,100.0,0,24,59.4,52.3,61.8,14,28,564,100.0,100.0,94.7,6,51,9,1031,0,0,886,1031,600,600,0,93,431,52
Rob Havenstein,9490,T,LA,16,100.0,2,26,69.6,67.3,70.6,3,34,561,100.0,100.0,95.5,9,44,7,1031,0,0,0,1031,591,591,0,1030,440,1
Anthony Castonzo,6174,T,IND,16,100.0,1,14,80.3,77.8,74.9,3,24,581,100.0,100.0,96.6,5,33,6,1030,0,0,1024,1030,615,615,0,0,415,6
Jeremy Vujnovich,8928,G,IND,16,100.0,1,14,50.0,63.0,44.6,2,31,581,100.0,100.0,96.1,3,39,6,1030,0,1030,0,1030,615,615,0,0,415,0
Zack Martin,8651,G,DAL,16,100.0,0,9,89.0,87.2,82.2,1,9,531,100.0,100.0,98.9,0,11,1,1018,0,0,0,1018,581,581,1018,0,437,0
Eric Fisher,7783,T,KC,16,100.0,0,16,69.7,77.2,58.4,4,35,616,100.0,100.0,96.2,5,43,4,1017,0,0,1011,1017,649,649,0,0,368,5
Rodger Saffold,5558,G,LA,16,100.0,0,26,80.8,75.3,77.9,4,18,552,100.0,100.0,97.8,2,23,1,1010,0,1010,0,1010,583,583,0,0,427,0
Ronnie Stanley,10640,T,BLT,15,99.8,1,3,75.1,76.2,69.8,2,29,553,99.6,99.7,96.7,6,34,3,1007,0,0,964,1009,581,583,0,0,426,42
Rodney Hudson,6207,C,OAK,16,100.0,0,23,76.2,91.1,68.4,1,1,592,100.0,100.0,99.7,4,3,1,1007,1007,0,0,1007,635,635,0,0,372,0
Ramon Foster,5229,G,PIT,15,100.0,0,25,60.2,75.4,48.3,5,23,588,100.0,100.0,97.3,0,30,2,1006,0,1006,0,1006,631,631,0,0,375,0
Kelechi Osemele,7062,G,OAK,16,100.0,0,23,76.5,81.3,68.6,3,12,591,100.0,100.0,98.4,4,17,2,1006,0,1006,0,1006,634,634,0,0,372,0
Quinton Spain,10110,G,TEN,16,99.8,3,31,66.9,77.1,62.4,2,21,551,99.8,99.7,97.2,6,27,4,1005,0,995,2,1007,585,587,8,0,420,0
Ereck Flowers,9442,T,NYG,15,100.0,3,21,66.8,70.4,52.8,8,27,617,100.0,100.0,96.2,9,41,6,1001,0,0,998,1001,653,653,0,0,348,1
Charles Leno Jr.,8880,T,CHI,16,100.0,0,6,78.7,81.9,75.6,3,18,536,100.0,100.0,97.5,13,24,3,988,0,0,987,988,576,576,1,0,412,0
Joe Haeg,10789,T,IND,16,100.0,0,14,64.1,66.0,58.9,6,35,562,100.0,100.0,95.3,4,47,6,987,0,0,0,987,595,595,241,745,392,1
Andrew Whitworth,3000,T,LA,16,100.0,0,26,80.5,78.3,75.3,4,18,554,100.0,100.0,96.9,5,28,6,983,0,0,983,983,584,584,0,0,399,0
Joe Staley,3644,T,SF,15,100.0,0,28,89.6,85.2,85.2,5,15,579,100.0,100.0,97.6,3,24,4,983,0,0,983,983,606,606,0,0,377,0
Nick Martin,10684,C,HST,14,100.0,0,13,64.8,68.5,60.4,4,17,542,100.0,100.0,97.7,3,23,2,971,971,0,0,971,597,597,0,0,374,0
Mike Pouncey,6167,C,MIA,16,100.0,1,17,62.1,77.0,58.7,3,8,608,100.0,100.0,98.9,11,12,1,971,971,0,0,971,637,637,0,0,334,0
Ryan Schraeder,8496,T,ATL,16,100.0,0,2,70.6,72.3,64.6,5,12,532,100.0,100.0,97.8,3,20,3,967,0,0,0,967,561,561,0,967,406,0
Brett Jones,10247,C,NYG,15,100.0,0,21,70.2,82.1,62.3,1,7,571,100.0,100.0,98.9,2,10,2,966,842,124,0,966,605,605,0,0,361,0
Cody Whitehair,10690,C,CHI,16,100.0,1,6,71.4,47.0,81.4,7,18,518,100.0,100.0,97.4,9,26,1,964,705,85,0,964,556,556,174,0,408,0
Clint Boling,6253,G,CIN,16,100.0,0,7,69.2,72.8,63.6,0,18,562,100.0,100.0,98.0,1,20,2,962,0,801,161,962,591,591,0,0,371,0
Russell Bodine,8746,C,CIN,16,100.0,0,7,66.8,69.4,63.9,1,16,562,100.0,100.0,98.3,3,18,1,962,962,0,0,962,591,591,0,0,371,0
John Jerry,5598,G,NYG,16,100.0,1,21,66.1,76.2,59.6,2,13,591,100.0,100.0,98.4,3,17,2,958,0,763,0,958,625,625,195,0,333,0
Morgan Moses,8701,T,WAS,16,100.0,0,32,67.2,66.1,66.6,8,26,570,100.0,100.0,96.1,5,39,5,958,0,0,1,958,589,589,0,949,369,8
Larry Warford,7846,G,NO,16,100.0,2,20,74.0,80.7,68.5,6,15,540,100.0,100.0,97.7,4,23,2,951,0,0,0,951,570,570,950,0,381,0
Lane Taylor,8365,G,GB,15,100.0,0,12,68.2,76.4,58.4,2,24,586,100.0,100.0,97.3,0,29,3,939,0,824,115,939,628,628,0,0,311,0
Wesley Johnson,8808,C,NYJ,15,100.0,0,22,51.7,53.7,52.6,6,15,519,100.0,100.0,97.6,5,23,2,938,938,0,0,938,556,556,0,0,382,0
Laremy Tunsil,10647,T,MIA,15,100.0,0,17,60.1,77.1,47.9,7,20,577,100.0,100.0,96.8,12,32,5,934,0,0,924,934,601,601,0,0,333,9
Bryan Witzmann,8995,G,KC,15,100.0,1,16,53.9,60.7,55.4,5,27,556,100.0,100.0,96.4,10,36,4,933,0,933,0,933,586,586,0,0,347,0
Andrus Peat,9446,G,NO,16,100.0,1,20,68.3,66.4,63.7,6,18,494,100.0,100.0,96.8,7,28,4,932,0,551,377,932,524,524,0,0,408,3
John Sullivan,4501,C,LA,16,100.0,0,26,70.5,75.3,66.4,3,12,540,100.0,100.0,98.4,2,16,1,926,926,0,0,926,568,568,0,0,358,0
Russell Okung,5531,T,LAC,15,100.0,2,27,78.4,81.0,65.7,4,18,536,100.0,100.0,97.6,6,24,2,926,0,0,917,926,572,572,0,0,354,9
Trai Turner,8727,G,CAR,14,100.0,2,5,73.8,70.1,72.3,4,22,489,100.0,100.0,97.3,7,26,0,918,0,0,0,918,525,525,918,0,393,0
John Wetzel,8088,T,ARZ,13,100.0,0,1,59.7,48.1,69.5,9,46,568,100.0,100.0,94.1,1,61,6,916,0,0,435,916,609,609,0,481,307,0
Jahri Evans,3053,G,GB,14,100.0,0,12,70.4,78.6,63.0,3,17,568,100.0,100.0,97.9,3,22,2,912,0,0,0,912,609,609,912,0,303,0
Bobby Massie,7112,T,CHI,15,100.0,0,6,65.0,66.9,59.6,7,25,489,100.0,100.0,95.7,4,37,5,912,0,0,0,912,526,526,0,912,386,0
J.R. Sweezy,7209,G,TB,14,100.0,0,30,59.3,70.1,52.8,3,25,555,100.0,100.0,96.9,6,31,3,903,0,0,0,903,589,589,903,0,314,0
Jared Veldheer,5594,T,ARZ,13,100.0,4,1,62.3,62.5,60.8,6,28,540,100.0,100.0,95.9,8,39,5,895,0,0,260,895,581,581,0,635,314,0
Stefen Wisniewski,6200,G,PHI,15,100.0,0,24,73.5,68.5,70.2,11,16,474,100.0,100.0,96.9,1,28,1,894,20,874,0,894,506,506,0,0,388,0
Gabe Jackson,8716,G,OAK,15,100.0,1,23,67.3,77.1,60.6,0,21,537,100.0,100.0,97.9,7,22,1,887,0,0,0,887,576,576,887,0,311,0
Alex Boone,5372,G,ARZ,14,100.0,1,1,55.9,61.1,51.7,2,18,499,100.0,100.0,96.6,3,27,7,874,0,874,0,874,533,533,0,0,341,0
Vladimir Ducasse,5586,G,BUF,13,100.0,2,4,66.7,78.2,58.3,3,16,489,100.0,100.0,97.9,3,20,1,874,0,0,0,874,518,518,874,0,356,0
Max Garcia,9566,G,DEN,16,100.0,0,10,58.4,58.7,55.5,4,26,503,100.0,100.0,96.2,1,34,4,869,0,869,0,869,536,536,0,0,333,0
Brandon Scherff,9438,G,WAS,14,100.0,1,32,79.8,72.3,79.1,4,15,507,100.0,100.0,97.5,3,22,3,867,0,0,0,867,524,524,867,0,343,0
Dion Dawkins,11818,T,BUF,16,100.0,1,4,80.4,76.8,78.7,3,26,470,100.0,100.0,96.3,4,32,3,859,0,1,854,859,493,493,0,0,366,4
Zach Fulton,8828,C,KC,14,100.0,0,16,64.7,79.1,55.2,1,11,506,100.0,100.0,98.8,2,12,0,846,634,150,0,846,534,534,62,0,312,0
Chris Hubbard,8051,T,PIT,16,99.8,0,25,68.2,70.2,62.5,7,25,487,99.6,99.6,96.1,3,35,3,845,29,0,28,847,514,516,0,764,331,25
Marshall Newhouse,5692,T,OAK,14,100.0,0,23,57.9,61.7,51.0,3,27,483,100.0,100.0,95.2,4,38,8,841,0,0,64,841,515,515,0,775,326,2
Jonathan Cooper,7788,G,DAL,13,100.0,2,9,68.6,64.8,66.1,7,11,423,100.0,100.0,97.4,5,20,2,835,0,835,0,835,464,464,0,0,371,0
Mike Remmers,7431,T,MIN,13,100.0,0,18,70.5,71.7,66.6,7,20,430,100.0,100.0,96.9,6,27,0,820,0,146,0,820,468,468,75,596,352,3
Donald Penn,3459,T,OAK,14,100.0,2,23,79.4,77.7,78.9,2,19,486,100.0,100.0,97.0,8,25,4,819,0,0,818,819,521,521,0,0,298,1
T.J. Lang,5032,G,DET,13,100.0,0,11,67.9,85.3,57.6,1,15,479,100.0,100.0,98.1,7,17,1,809,0,0,0,809,517,517,808,0,292,0
Brian Winters,7853,G,NYJ,13,100.0,1,22,56.6,59.3,58.0,4,21,451,100.0,100.0,96.1,9,30,5,807,0,0,0,807,485,485,807,0,322,0
Rick Wagner,7950,T,DET,13,100.0,0,11,75.2,78.0,64.9,0,25,476,100.0,100.0,96.3,2,30,5,792,0,0,0,792,510,510,0,791,282,0
Kevin Pamphile,8784,G,TB,16,100.0,0,30,59.7,57.0,59.4,3,20,490,100.0,100.0,97.0,2,26,3,782,0,754,28,782,521,521,0,0,261,0
Tyron Smith,6161,T,DAL,13,100.0,0,9,76.9,76.2,74.8,4,13,391,100.0,100.0,97.1,8,20,3,758,0,0,757,758,430,430,0,0,328,1
David Bakhtiari,7891,T,GB,12,100.0,0,12,87.7,94.6,68.6,2,9,455,100.0,100.0,98.6,2,12,1,754,0,0,754,754,487,487,0,0,267,0
Nick Easton,9861,G,MIN,12,100.0,0,18,57.5,64.9,57.0,3,9,401,100.0,100.0,98.5,7,12,0,748,83,665,0,748,425,425,0,0,323,0
Jesse Davis,9989,G,MIA,15,100.0,1,17,53.7,55.6,50.0,3,19,486,100.0,100.0,97.3,3,24,2,747,0,188,32,747,510,510,433,94,237,0
Senio Kelemete,7144,G,NO,17,99.9,1,20,62.0,76.2,52.8,3,10,409,99.8,99.8,98.2,4,14,1,747,0,544,0,748,422,423,161,34,325,8
Rashod Hill,11369,T,MIN,12,100.0,0,18,58.3,58.3,54.4,6,25,392,100.0,100.0,95.5,4,33,2,737,0,0,106,737,422,422,0,628,315,3
Matt Skura,11102,G,BLT,12,99.9,1,3,53.4,62.4,48.5,1,21,412,99.8,99.8,97.1,2,23,1,737,0,4,1,738,430,431,732,0,307,0
Jeff Allen,7642,G,HST,12,100.0,1,13,50.2,54.7,53.4,6,21,408,100.0,100.0,96.0,9,30,3,728,0,0,195,728,447,447,533,0,281,0
Ali Marpet,9494,C,TB,11,100.0,1,30,81.5,73.9,86.3,2,13,455,100.0,100.0,97.7,4,18,3,723,723,0,0,723,483,483,0,0,240,0
Tyler Larsen,9304,C,CAR,13,100.0,0,5,67.2,70.0,63.2,3,14,396,100.0,100.0,97.1,0,20,3,720,719,0,0,720,425,425,0,0,295,1
Demar Dotson,5410,T,TB,11,100.0,1,30,73.6,79.6,64.8,2,10,455,100.0,100.0,98.2,6,14,2,715,0,0,0,715,483,483,0,715,232,0
Ron Leary,7338,G,DEN,11,100.0,0,10,72.6,75.1,68.9,3,9,425,100.0,100.0,98.1,6,14,2,712,0,0,0,712,452,452,711,0,260,0
Josh Sitton,4449,G,CHI,13,100.0,2,6,76.7,84.8,73.2,1,9,361,100.0,100.0,98.1,5,12,2,712,24,582,0,712,388,388,106,0,324,0
Travis Swanson,8711,C,DET,11,100.0,0,11,58.3,67.5,53.2,1,14,425,100.0,100.0,98.2,3,15,0,710,709,0,0,710,455,455,0,0,255,0
Trey Hopkins,9276,G,CIN,13,100.0,1,7,60.1,77.6,50.8,0,13,413,100.0,100.0,97.9,3,15,2,707,0,0,0,707,437,437,697,1,270,9
Luke Joeckel,7784,G,SEA,11,100.0,1,29,58.7,57.1,58.0,4,19,422,100.0,100.0,96.1,2,28,5,702,0,702,0,702,454,454,0,0,248,0
Andy Levitre,4974,G,ATL,13,100.0,1,2,74.6,81.3,71.9,1,10,393,100.0,100.0,98.3,5,12,1,699,0,699,0,699,412,412,0,0,287,0
Brandon Shell,10792,T,NYJ,12,100.0,0,22,64.7,65.3,61.3,1,16,404,100.0,100.0,96.4,2,23,6,696,0,0,0,696,431,431,0,695,265,1
Laurent Duvernay-Tardif,8834,G,KC,12,100.0,1,16,71.5,81.8,68.4,3,8,420,100.0,100.0,98.5,6,12,1,688,0,0,0,688,442,442,688,0,246,0
Evan Smith,5390,G,TB,15,100.0,0,30,69.7,65.2,73.8,3,12,416,100.0,100.0,98.0,5,16,1,683,167,331,0,683,449,449,185,0,234,0
Trent Brown,9677,T,SF,10,100.0,0,28,73.0,79.2,70.9,6,9,415,100.0,100.0,98.0,7,16,1,669,0,0,74,669,429,429,0,595,240,0
Terron Armstead,7856,T,NO,12,100.0,0,20,76.5,83.2,64.0,4,4,362,100.0,100.0,97.5,2,13,5,667,0,0,664,667,379,379,0,0,288,3
Cedric Ogbuehi,9454,T,CIN,14,99.7,1,7,56.6,58.0,49.2,4,23,391,99.5,99.5,94.5,2,35,8,665,0,0,660,667,407,409,0,1,258,6
Dan Feeney,11826,G,LAC,13,100.0,2,27,60.8,53.5,62.5,4,15,358,100.0,100.0,97.1,3,20,1,665,8,630,0,665,380,380,22,0,285,5
Joe Barksdale,6244,T,LAC,11,100.0,0,27,54.0,66.8,43.7,2,19,384,100.0,100.0,97.3,6,21,0,657,0,0,2,657,402,402,0,655,255,0
Ethan Pocic,11813,G,SEA,11,100.0,0,29,50.4,50.0,52.9,1,29,395,100.0,100.0,95.7,5,32,2,639,6,317,0,639,439,439,315,0,200,0
Duane Brown,4340,T,SEA,10,100.0,1,29,74.1,80.1,62.1,4,14,374,100.0,100.0,97.3,5,19,1,620,0,0,620,620,410,410,0,0,210,0
Trent Williams,5529,T,WAS,10,100.0,1,32,82.6,81.9,77.6,2,15,363,100.0,100.0,97.7,5,17,0,615,0,1,613,615,376,376,0,0,239,1
Earl Watford,7898,G,ARZ,10,100.0,0,1,50.9,51.5,49.4,5,12,351,100.0,100.0,96.4,3,21,4,611,0,80,0,611,377,377,531,0,234,0
Spencer Drango,10802,T,CLV,11,99.8,0,8,61.2,63.7,51.1,4,20,381,99.7,99.8,94.0,0,35,11,605,0,0,600,606,402,403,0,0,203,3
Jermon Bushrod,3741,G,MIA,10,100.0,0,17,52.1,63.8,49.7,2,16,364,100.0,100.0,97.0,7,20,2,604,0,0,0,604,385,385,604,0,219,0
Marcedes Lewis,2973,TE,JAX,19,57.2,0,15,67.5,68.1,75.9,2,3,82,16.1,16.0,95.7,5,6,1,603,0,0,0,1054,86,537,0,0,517,852
Justin McCray,9234,T,GB,12,99.8,0,12,53.1,55.4,51.0,5,21,356,99.7,99.7,94.9,3,31,5,594,0,130,32,595,385,386,1,423,209,9
Evan Boehm,10762,G,ARZ,10,100.0,1,1,61.8,48.8,69.1,7,16,367,100.0,100.0,96.3,5,25,2,588,0,0,0,588,392,392,585,0,196,0
Greg Mancz,10019,G,HST,10,100.0,0,13,57.1,48.5,58.1,2,21,318,100.0,100.0,95.4,0,26,3,560,124,20,0,560,350,350,416,0,210,0
Oday Aboushi,7923,G,SEA,8,100.0,2,29,52.6,65.7,45.0,4,14,349,100.0,100.0,97.1,7,19,1,558,0,0,0,558,385,385,557,0,173,0
Allen Barbre,3735,G,DEN,12,100.0,1,10,58.3,48.0,66.1,1,21,329,100.0,100.0,95.4,7,26,4,553,0,258,19,553,350,350,0,271,203,4
Blake Bortles,8638,QB,JAX,19,42.4,0,15,69.4,,60.0,0,0,0,0.0,0.0,,4,0,0,549,0,0,0,1296,0,707,0,0,549,0
