player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Terence Newman,1321,CB,CIN,14,8,0,57.1,3,0,7,0,0,58.7,62.2,70.2,55.5,77.7,68.2,0,1,0,1,46,9.5,8,8,9,79.8,56,0,0,84,797,546,907,0,0,0,0,0,6,907,2,359,20,25,68,1,98,1,2,647,148,11.6
Kevin Williams,1325,DI,SEA,19,10,2,50.0,0,0,29,0,0,58.8,63.7,86.9,58.6,63.7,57.4,1,13,0,0,11,12.2,5,0,0,66.7,1,2,0,0,0,11,545,545,39,394,4,108,0,0,266,268,0,20,26,7,2,16,0,11,9,11.0
Terrell Suggs,1326,ED,BLT,18,13,1,50.0,1,0,3,1,0,82.1,77.9,24.4,69.9,82.2,72.7,12,38,0,1,9,10.0,5,1,9,17.4,3,15,1,60,0,63,957,895,0,0,820,75,0,62,589,305,2,40,32,5,6,65,0,19,17,6.3
Troy Polamalu,1332,S,PIT,13,11,0,71.4,1,1,25,1,0,69.5,68.0,0.0,72.5,76.4,60.2,3,3,0,0,56,14.3,11,1,7,114.8,15,1,0,330,13,431,754,0,0,0,0,0,275,754,44,279,136,24,55,5,21,7,1,188,89,12.5
Calvin Pace,1334,ED,NYJ,16,7,1,66.7,0,0,22,0,0,73.2,68.4,60.3,53.3,75.5,68.6,2,23,0,0,35,9.4,3,2,5,74.8,16,5,0,307,18,227,823,428,0,0,276,152,0,395,292,304,70,19,22,5,24,30,0,99,92,6.2
Charles Tillman,1351,CB,CHI,2,0,0,77.8,0,0,6,0,0,68.6,67.3,80.4,68.5,46.3,83.2,1,0,0,0,22,0.0,0,1,0,97.2,7,0,0,14,80,51,96,0,0,0,0,0,0,96,1,44,2,4,10,0,9,1,0,66,9,9.4
Rashean Mathis,1355,CB,DET,17,5,0,61.1,2,2,11,0,0,80.3,79.4,69.5,58.3,66.1,62.4,0,0,1,1,49,15.0,9,4,8,85.3,55,0,0,82,950,706,1045,0,0,0,0,0,4,1045,2,337,9,15,46,0,90,0,3,558,238,10.1
Osi Umenyiora,1371,ED,ATL,16,2,0,100.0,0,0,2,1,1,36.3,58.7,83.2,61.8,62.0,39.4,6,26,0,0,49,25.0,3,0,1,118.8,1,3,0,24,0,4,338,314,0,2,64,248,0,24,292,42,0,6,7,0,1,35,0,49,47,49.0
Cory Redding,1381,DI,IND,19,10,3,0.0,2,0,14,0,0,75.2,58.2,36.3,58.7,57.3,60.8,13,26,0,0,,13.3,6,0,6,39.6,0,5,0,30,0,4,904,873,1,30,261,581,0,31,534,366,1,27,29,3,1,44,0,0,0,
Lance Briggs,1383,LB,CHI,8,13,0,74.3,0,1,6,0,0,54.4,63.0,76.1,55.6,73.8,54.2,1,1,0,1,56,13.3,6,2,0,118.0,26,0,0,425,2,247,453,2,0,0,2,0,0,451,33,173,24,17,26,3,35,2,3,314,191,12.1
Jarret Johnson,1421,ED,SD,15,12,1,50.0,0,1,27,0,0,70.6,66.8,72.2,50.2,69.0,73.7,0,8,0,0,37,7.8,4,0,1,69.3,7,1,0,63,0,120,547,475,0,1,378,96,0,72,137,290,9,20,35,5,14,9,0,86,96,12.3
Ike Taylor,1437,CB,PIT,5,1,0,76.9,3,0,25,0,0,39.8,39.1,0.0,,61.8,39.0,0,0,0,0,81,20.0,4,2,4,157.2,20,0,0,37,216,149,258,0,0,0,0,0,0,258,0,109,5,4,15,0,26,0,4,321,116,16.1
Chris Clemons,1585,ED,JAX,16,7,2,100.0,4,2,15,1,0,67.2,58.6,25.9,60.3,59.2,47.2,5,20,0,0,4,12.9,4,0,8,83.3,1,8,0,9,0,19,790,781,0,2,38,741,0,9,486,285,0,21,20,3,1,33,0,4,6,4.0
Colin Cole,1589,DI,CAR,18,10,0,,0,0,5,1,0,67.1,61.8,85.5,51.6,62.7,76.3,2,6,0,0,,3.7,1,0,0,0.0,0,0,0,0,0,0,407,407,4,323,0,80,0,0,213,194,0,10,16,3,0,8,0,0,0,
Cullen Jenkins,1637,DI,NYG,12,5,1,,0,0,21,1,0,60.5,64.4,85.7,70.3,50.3,52.3,5,12,0,0,,21.1,4,0,1,0.0,0,1,0,1,0,3,357,356,11,266,11,68,0,1,238,116,0,8,10,2,0,18,0,0,0,
DeAngelo Hall,1729,CB,WAS,3,2,0,83.3,1,0,32,1,0,50.6,50.9,0.0,58.6,83.7,76.1,0,0,0,0,26,7.1,1,0,2,118.8,5,0,0,20,120,92,145,0,0,0,0,0,0,145,1,52,5,4,11,1,6,0,0,76,18,15.2
D.J. Williams,1738,LB,CHI,12,11,0,79.2,0,0,6,0,0,41.6,50.0,34.3,58.9,63.5,74.0,0,3,0,0,46,12.5,7,0,1,118.2,19,0,0,410,0,194,413,1,0,0,1,0,0,412,9,210,2,21,38,2,24,3,1,217,131,11.4
Vince Wilfork,1742,DI,NE,19,10,1,,0,0,19,0,0,63.5,60.3,79.8,45.6,72.7,46.9,2,19,0,1,,15.0,9,0,1,0.0,0,1,0,0,0,1,935,935,54,196,50,635,0,0,536,398,0,35,41,1,0,22,0,0,0,
Jason Babin,1748,ED,NYJ,16,5,0,66.7,1,0,22,0,0,71.3,72.8,19.6,65.5,80.0,80.9,7,27,0,0,13,4.2,1,1,6,82.6,2,3,0,32,27,53,458,389,0,4,163,222,0,69,274,131,10,15,18,2,3,37,0,18,10,9.0
Karlos Dansby,1754,LB,CLV,12,18,0,76.5,0,0,8,0,0,90.1,86.3,85.6,59.4,73.1,74.9,0,5,0,1,30,8.2,8,2,0,103.7,26,3,0,774,5,429,815,25,0,1,24,0,6,790,58,328,5,44,71,7,34,8,2,249,202,9.6
Daryl Smith,1760,LB,BLT,18,18,1,70.6,0,4,3,1,0,69.8,76.4,72.9,78.1,76.5,86.8,4,9,0,2,33,5.3,7,5,3,82.5,48,1,0,1069,3,703,1186,103,0,0,103,0,3,1083,76,407,8,53,106,4,68,14,1,472,289,9.8
Dwan Edwards,1772,DI,CAR,18,12,1,,0,0,5,0,0,57.4,57.7,79.4,54.3,62.0,67.5,11,14,0,1,,10.3,4,0,1,0.0,0,5,0,0,0,5,627,627,4,419,6,198,0,0,432,190,0,21,23,3,0,30,0,0,0,
Randy Starks,1792,DI,MIA,15,8,0,50.0,0,0,17,1,0,67.2,66.3,86.9,67.9,56.3,52.2,0,15,0,0,6,11.1,3,1,0,56.3,1,5,0,1,0,9,540,539,9,421,2,107,0,1,257,274,0,15,16,4,2,20,0,6,8,6.0
Shaun Phillips,1819,ED,IND,19,6,2,100.0,2,0,14,0,0,64.1,53.7,13.8,54.0,60.5,30.7,4,21,0,0,11,22.6,7,1,5,85.4,4,2,0,224,0,61,486,258,0,0,212,46,0,228,260,165,4,12,18,1,4,27,0,18,25,4.5
Will Allen,1832,S,PIT,13,5,0,83.3,2,1,25,0,0,49.8,49.6,24.4,67.9,58.6,58.1,1,0,0,0,23,15.6,5,0,2,101.9,15,0,0,120,5,201,324,0,0,0,0,0,140,324,6,117,58,9,22,2,18,1,0,152,102,10.1
Robert Geathers,1838,ED,CIN,17,6,2,100.0,0,0,7,0,0,60.7,47.1,70.5,39.6,67.1,69.9,5,17,0,1,10,9.5,2,0,1,60.4,2,1,0,61,0,27,624,561,0,27,11,523,0,63,424,173,2,9,13,1,2,23,0,16,14,8.0
Jared Allen,1847,ED,CHI,15,11,5,0.0,2,2,6,2,0,68.9,74.2,56.9,66.5,68.6,68.5,20,32,0,0,,7.4,4,0,3,39.6,0,6,0,6,0,8,888,882,0,0,42,840,0,6,544,336,0,38,39,4,1,58,0,0,0,
Antonio Smith,1856,DI,OAK,16,3,0,,1,0,23,0,0,59.9,51.9,35.9,69.0,39.9,55.9,4,35,0,0,,11.8,2,0,5,0.0,0,4,0,4,0,5,756,752,16,395,1,340,0,4,470,281,0,15,12,2,0,43,0,0,0,
Mike Adams,1972,S,IND,19,17,0,63.8,1,2,14,2,0,85.2,82.2,90.3,70.4,71.6,74.5,2,2,0,5,39,11.0,13,4,2,61.1,30,0,0,208,21,723,1222,0,0,0,0,0,877,1222,26,473,116,15,88,2,47,4,2,352,179,11.7
Tommy Kelly,2093,DI,ARZ,17,10,2,100.0,2,0,1,0,0,67.4,63.9,40.2,59.3,66.3,64.3,9,32,0,0,-2,5.4,2,0,5,79.2,1,1,0,0,0,0,765,765,28,224,13,500,0,0,480,285,0,21,25,4,1,42,0,-2,2,-2.0
George Wilson,2210,S,TEN,16,14,0,53.6,0,0,31,0,0,64.6,48.0,23.4,33.5,30.8,72.8,0,1,0,1,19,7.5,6,2,2,70.4,15,1,0,579,11,427,812,1,0,1,0,0,157,811,55,330,63,29,60,4,28,2,2,99,67,6.6
Adam Jones,2223,CB,CIN,17,2,0,62.1,2,0,7,1,0,65.5,64.5,64.1,60.0,51.7,35.2,0,1,0,3,80,15.3,11,3,7,74.7,54,0,0,56,754,574,838,0,0,0,0,0,3,838,1,263,25,14,59,0,87,1,2,576,228,10.7
Antrel Rolle,2225,S,NYG,16,9,0,63.8,1,1,21,1,0,56.9,47.6,0.0,56.0,36.3,52.4,1,0,0,3,74,17.7,17,4,7,80.8,30,0,0,364,21,616,1048,0,0,0,0,0,553,1048,11,421,110,25,70,1,47,1,2,428,244,14.3
Carlos Rogers,2226,CB,OAK,7,4,0,84.6,0,1,23,0,0,57.0,58.9,84.6,44.9,66.1,57.3,1,0,0,0,32,16.3,7,1,2,116.3,33,0,0,65,90,227,460,0,0,0,0,0,4,460,9,224,300,19,32,3,39,1,2,305,187,9.2
DeMarcus Ware,2228,ED,DEN,17,4,0,80.0,0,1,10,0,0,58.1,65.9,39.9,63.5,70.3,49.2,12,34,0,1,15,24.3,9,0,4,47.9,4,11,0,265,0,18,789,524,0,0,465,59,0,265,540,231,0,28,24,6,5,57,0,25,28,6.3
Thomas Davis Sr.,2231,LB,CAR,17,15,0,79.2,0,1,5,1,0,90.0,82.2,63.4,80.8,64.6,57.8,4,14,0,0,37,12.5,16,4,2,97.6,57,3,0,904,6,559,1023,67,0,0,65,2,7,956,96,368,39,59,97,9,72,21,2,375,269,6.6
Derrick Johnson,2232,LB,KC,1,0,0,,0,0,16,0,0,67.3,71.8,73.5,72.3,61.8,48.5,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,29,0,19,30,1,0,0,1,0,0,29,2,9,0,2,3,0,0,1,0,0,0,
Mike Patterson,2248,DI,NYG,16,8,0,,0,0,21,0,0,57.4,53.0,86.4,52.6,54.0,56.3,0,6,0,0,,11.5,3,0,0,0.0,0,0,0,0,0,0,422,421,0,381,2,38,0,1,190,232,0,13,15,2,0,6,0,0,0,
Jonathan Babineaux,2276,DI,ATL,15,6,1,,0,0,2,0,0,69.3,66.4,75.1,62.3,59.9,28.8,5,34,0,0,,35.3,12,0,1,0.0,0,2,0,9,0,4,695,685,18,362,23,282,0,10,444,247,1,14,16,3,0,41,0,0,0,
Justin Tuck,2291,ED,OAK,15,6,4,66.7,0,1,23,0,0,62.1,70.0,43.1,68.7,67.8,46.9,11,19,0,1,5,12.2,5,0,4,30.6,2,5,0,1,0,23,640,638,2,77,149,410,0,2,378,239,1,28,30,8,3,35,0,8,10,4.0
Chris Canty,2349,DI,BLT,13,7,1,,0,0,3,0,0,58.1,59.6,69.9,49.6,71.4,41.2,0,9,0,0,,17.1,6,1,1,0.0,0,1,0,0,0,2,408,408,7,15,147,239,0,0,244,162,0,16,22,2,0,10,0,0,0,
Trent Cole,2363,ED,PHI,15,8,0,81.8,0,3,24,0,0,54.7,68.4,19.7,75.2,67.5,72.0,14,26,0,0,12,16.7,9,0,7,90.2,9,7,0,65,1,110,806,713,0,14,513,186,0,93,380,316,27,27,37,3,11,47,0,62,55,6.9
C.J. Mosley,2408,DI,DET,16,4,0,,0,1,11,0,0,56.9,72.4,86.3,63.8,72.4,68.1,5,7,0,0,,3.6,1,0,0,0.0,0,3,0,0,0,0,528,528,7,486,0,35,0,0,314,214,0,18,23,3,0,15,0,0,0,
Kevin Vickerson,2433,DI,KC,14,6,1,,0,0,16,0,0,63.5,63.5,45.8,52.5,69.2,59.3,1,4,0,0,,13.3,2,0,1,0.0,0,0,0,0,0,2,168,168,6,40,5,117,0,0,84,82,0,6,7,2,0,5,0,0,0,
Jay Ratliff,2441,DI,CHI,11,7,0,,0,0,6,0,0,66.7,86.2,86.8,71.1,81.9,45.0,7,19,0,0,,9.7,3,0,0,0.0,0,7,0,1,0,0,461,460,1,434,0,25,0,1,295,166,0,19,21,1,0,33,0,0,0,
Lorenzo Alexander,2476,ED,ARZ,6,2,0,100.0,0,0,1,0,0,78.1,66.5,69.5,64.1,49.2,79.3,3,1,0,0,1,0.0,0,0,0,79.2,1,1,0,43,0,8,50,7,0,0,7,0,0,43,32,10,0,2,3,0,1,5,0,1,7,1.0
Chase Blackburn,2498,LB,CAR,6,3,0,100.0,0,0,5,0,0,69.1,57.5,75.1,63.7,49.7,57.5,1,0,0,0,6,18.2,2,0,0,91.7,1,0,0,73,0,26,79,5,0,0,5,0,0,74,4,49,1,3,6,0,1,1,0,6,7,6.0
Brandon Browner,2512,CB,NE,12,4,0,60.3,3,0,19,0,0,52.0,51.9,0.0,,72.5,67.6,0,0,0,1,45,12.8,5,7,19,93.5,38,0,0,89,526,475,719,0,0,0,0,0,4,719,0,244,100,6,30,1,63,0,2,562,128,14.8
Jim Leonhard,2694,S,CLV,16,1,0,81.3,0,0,8,0,0,82.6,78.1,87.6,64.1,48.6,72.3,1,4,0,2,41,12.5,4,1,0,71.6,13,1,0,154,9,313,505,0,0,0,0,0,306,505,24,168,36,9,27,0,16,6,0,171,82,13.2
Ahmad Brooks,2945,ED,SF,13,5,2,100.0,0,1,28,1,0,74.2,63.9,21.2,62.4,62.5,39.8,5,11,0,0,12,25.0,8,0,5,85.6,9,6,0,69,0,98,603,479,0,0,470,9,0,124,261,244,55,20,19,1,9,22,0,41,30,4.6
Mario Williams,2946,ED,BUF,16,1,3,75.0,0,2,4,0,0,54.8,76.1,73.9,73.6,69.8,73.2,7,37,0,0,11,7.7,2,0,2,86.5,3,16,0,16,0,13,787,770,0,0,556,214,0,17,484,290,1,36,23,6,4,60,0,21,17,7.0
A.J. Hawk,2950,LB,GB,18,26,0,75.0,0,1,12,0,0,53.1,50.1,86.6,52.4,49.7,81.0,1,10,0,0,23,7.1,7,3,0,105.3,33,1,0,796,1,401,875,71,0,0,70,1,1,804,77,397,5,29,65,1,44,12,1,350,239,10.6
Donte Whitner,2953,S,CLV,16,20,0,73.5,0,2,8,0,0,70.5,78.1,86.0,83.8,84.8,72.0,0,2,0,1,24,12.7,14,2,0,90.7,25,0,0,295,19,636,1152,0,0,0,0,0,706,1152,43,473,132,21,76,1,34,2,1,243,103,9.7
Haloti Ngata,2957,DI,BLT,14,8,5,,0,2,3,0,0,71.7,79.7,48.8,66.1,83.8,79.4,2,20,0,2,,3.1,1,0,3,0.0,0,3,0,7,0,3,627,620,19,71,18,512,0,7,399,225,0,18,23,2,0,25,0,0,0,
Kamerion Wimbley,2958,ED,TEN,13,4,0,60.0,0,0,31,0,0,69.0,56.5,85.9,55.1,49.8,58.5,3,3,0,0,27,10.0,3,0,0,87.1,3,2,0,14,0,94,539,514,0,0,468,46,0,25,162,283,11,12,23,3,5,8,0,42,26,14.0
Brodrick Bunkley,2959,DI,NO,11,5,0,,0,0,20,0,0,,63.7,83.4,48.3,69.9,64.0,0,4,0,0,,5.0,1,0,0,0.0,0,0,0,0,0,0,274,274,68,176,0,30,0,0,136,138,0,10,14,1,0,4,0,0,0,
Chad Greenway,2962,LB,MIN,12,22,1,91.1,1,1,18,0,0,46.1,45.9,75.8,57.0,46.5,54.1,4,4,0,0,30,15.0,15,1,1,115.4,41,1,0,735,0,389,760,1,0,0,1,0,7,759,56,315,17,29,63,2,45,9,2,366,347,8.9
Antonio Cromartie,2964,CB,ARZ,17,2,0,59.3,3,0,1,1,1,62.7,63.2,69.7,48.9,65.1,53.7,0,1,0,4,86,13.1,8,7,8,74.9,54,0,0,80,909,673,1064,0,0,0,0,0,0,1064,5,386,75,16,51,3,91,1,2,750,323,13.9
Tamba Hali,2965,ED,KC,16,10,0,25.0,2,3,16,1,0,85.5,74.1,56.0,68.2,66.0,65.0,7,31,0,0,2,12.9,8,0,4,39.6,1,6,0,411,0,114,975,556,0,0,535,21,0,419,478,383,8,32,44,2,4,44,0,2,7,2.0
Manny Lawson,2967,ED,BUF,16,2,2,0.0,0,0,4,0,0,66.4,55.5,59.7,56.8,55.7,80.7,2,4,0,0,,7.1,1,0,1,39.6,0,2,0,82,0,4,341,258,0,1,159,98,0,83,205,132,1,8,11,3,1,8,0,0,0,
Johnathan Joseph,2969,CB,HST,16,1,0,58.1,2,2,13,2,0,74.2,73.5,63.2,,64.2,74.7,0,0,1,2,80,6.8,5,6,4,83.8,68,0,0,76,758,558,859,0,0,0,0,0,2,859,0,301,23,14,68,1,117,0,4,814,217,12.0
Mathias Kiwanuka,2977,ED,NYG,11,5,0,100.0,0,2,21,0,0,54.1,46.9,58.8,56.9,43.7,49.1,6,16,0,0,13,12.5,3,0,3,106.9,3,2,0,19,1,10,552,527,0,44,22,461,0,25,315,227,5,14,16,1,3,24,0,29,4,9.7
DeMeco Ryans,2978,LB,PHI,8,8,0,61.9,0,0,24,1,0,61.6,63.0,52.1,49.7,68.3,70.4,1,2,0,1,20,9.5,6,2,1,62.2,13,0,0,458,0,245,513,54,0,0,54,0,1,459,59,209,0,25,49,5,21,3,0,143,88,11.0
D'Qwell Jackson,2979,LB,IND,19,31,0,82.1,1,1,14,4,1,47.7,52.3,89.3,49.5,60.4,67.0,1,12,0,1,35,8.4,14,1,1,130.9,55,4,0,1052,2,589,1196,127,0,0,127,0,7,1069,139,468,8,64,122,4,67,17,7,573,339,10.4
Danieal Manning,2987,S,HST,16,3,0,56.5,0,0,13,0,0,66.9,65.9,82.4,36.8,65.7,89.2,1,2,0,0,19,3.0,1,1,1,67.7,13,0,0,110,2,418,579,0,0,0,0,0,412,579,17,144,55,6,29,1,23,3,0,102,43,7.8
Roman Harper,2988,S,CAR,18,6,1,48.6,0,1,5,0,0,48.7,54.1,65.5,86.9,60.1,67.3,1,2,1,4,81,12.7,9,2,2,43.4,18,1,0,348,15,610,1024,0,0,0,0,0,561,1024,24,390,100,25,56,0,37,4,1,278,180,15.4
Bernard Pollard,2999,S,TEN,5,7,0,66.7,1,0,31,0,0,70.4,70.2,0.0,77.7,71.2,78.0,0,4,0,0,22,6.7,2,1,2,115.0,6,1,0,101,4,175,344,0,0,0,0,0,219,344,7,162,20,8,21,1,9,5,1,44,9,7.3
Richard Marshall,3003,CB,SD,8,5,0,70.6,0,0,27,0,0,41.6,45.2,83.1,57.3,79.3,76.9,0,0,0,0,31,5.0,1,0,4,125.6,12,0,0,36,165,202,279,0,0,0,0,0,53,279,2,75,25,4,14,1,17,0,1,184,52,15.3
Tim Jennings,3007,CB,CHI,16,5,0,61.0,0,1,6,1,0,67.8,70.9,66.5,55.8,84.5,56.2,0,0,0,0,73,14.3,9,6,3,106.7,50,0,0,109,829,625,1006,0,0,0,0,0,0,1006,2,379,68,13,49,3,82,0,5,658,250,13.2
Darryl Tapp,3008,ED,DET,17,1,1,,0,1,11,1,0,62.3,65.2,60.9,64.3,61.6,75.7,8,9,0,0,,0.0,0,0,1,0.0,0,1,0,1,0,3,297,296,0,21,16,259,0,1,164,130,0,8,15,0,0,18,0,0,0,
Derek Hagan,3027,WR,TEN,1,0,0,,1,0,31,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Frostee Rucker,3036,DI,ARZ,16,7,0,,0,2,1,0,0,71.7,66.1,86.3,54.0,70.2,38.9,5,18,0,0,,22.9,8,0,0,0.0,0,5,0,7,0,7,539,532,32,57,60,383,0,7,302,230,0,22,20,7,0,28,0,0,0,
Jason Hatcher,3037,DI,WAS,13,2,1,100.0,0,0,32,1,0,62.7,69.8,55.0,69.3,62.6,48.8,6,26,0,0,30,15.0,3,0,2,118.8,1,8,0,3,0,0,503,500,21,74,29,376,0,3,357,146,0,17,15,2,1,40,0,30,32,30.0
Will Blackmon,3060,CB,JAX,8,2,0,75.7,0,1,15,0,0,43.4,50.0,84.0,58.4,83.5,43.1,0,0,0,0,37,23.5,8,0,2,112.8,28,1,0,27,9,241,355,0,0,0,0,0,0,355,9,105,319,10,24,1,37,1,1,343,172,12.3
Stephen Tulloch,3061,LB,DET,3,1,0,100.0,0,0,11,0,0,52.9,68.5,73.3,75.3,76.6,37.6,0,0,0,0,22,26.1,6,0,0,113.1,7,3,0,138,0,74,138,0,0,0,0,0,0,138,13,51,0,14,16,2,7,3,0,78,41,11.1
Domata Peko Sr.,3068,DI,CIN,17,8,0,,0,0,7,0,0,62.9,53.6,67.7,49.2,57.6,52.6,1,5,0,0,,5.3,2,0,2,0.0,0,1,0,0,0,1,730,730,10,711,0,9,0,0,371,358,0,23,28,3,0,7,0,0,0,
Barry Cofield,3069,DI,WAS,8,3,0,,0,0,32,0,0,,44.2,82.7,53.2,38.9,72.4,1,6,0,0,,0.0,0,0,0,0.0,0,1,0,2,0,0,249,247,50,35,7,155,0,2,168,81,0,2,2,0,0,8,0,0,0,
Elvis Dumervil,3071,ED,BLT,18,2,0,100.0,3,1,3,1,0,58.3,74.7,13.2,80.8,62.8,60.6,11,31,0,0,10,23.8,5,0,8,83.3,4,22,0,118,1,65,693,564,0,0,545,19,0,129,474,154,10,25,14,0,4,64,0,16,23,4.0
Kyle Williams,3079,DI,BUF,15,8,1,50.0,1,0,4,0,0,63.3,69.6,64.7,65.3,67.2,44.8,12,29,0,1,10,16.2,6,0,3,25.0,1,8,0,6,0,9,717,711,13,175,23,500,0,6,443,265,0,27,23,5,2,49,0,10,1,10.0
Rob Ninkovich,3080,ED,NE,19,11,1,81.0,0,0,19,1,1,61.9,65.1,84.9,59.6,66.3,42.4,13,48,0,1,33,18.8,15,2,2,100.0,17,9,0,160,1,143,1203,1024,0,1,873,150,0,179,633,427,18,43,54,5,21,70,1,188,87,11.1
Parys Haralson,3085,ED,NO,16,7,0,55.6,2,0,20,1,0,53.7,57.9,0.0,55.1,70.5,50.4,4,7,0,0,10,22.5,9,0,5,62.7,5,3,0,218,5,65,488,255,0,1,243,11,0,233,167,256,10,20,24,3,9,14,0,31,30,6.2
Dawan Landry,3091,S,NYJ,16,15,0,72.5,0,0,22,0,0,75.6,80.6,90.3,73.8,83.5,91.6,1,2,0,0,33,3.4,3,1,0,102.4,29,2,0,197,6,566,945,0,0,0,0,0,484,945,28,351,258,24,70,1,40,5,2,223,115,7.7
Jeremy Mincey,3136,ED,DAL,18,5,1,80.0,0,1,9,2,0,63.6,77.5,76.3,77.0,64.0,55.6,7,43,0,0,17,22.9,8,0,1,133.8,4,8,0,0,0,14,790,790,0,29,97,664,0,0,473,303,0,24,22,5,5,58,1,33,15,8.3
Kedric Golston,3141,DI,WAS,11,0,0,,0,0,32,0,0,60.0,36.6,80.7,49.6,39.2,51.4,0,0,0,0,,12.5,1,0,0,0.0,0,0,0,0,0,0,178,178,66,13,2,97,0,0,69,109,0,3,7,1,0,0,0,0,0,
Antoine Bethea,3152,S,SF,16,16,0,58.5,0,2,28,0,0,89.6,87.7,89.8,90.0,71.6,72.7,0,1,1,4,36,11.6,13,3,0,50.2,24,1,0,266,7,644,1040,0,0,0,0,0,673,1040,5,391,94,35,83,4,41,2,1,303,121,12.6
