player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Cory Redding,1381,DI,ARZ,12,4,1,,1,0,1,2,1,68.1,65.7,21.4,55.2,62.7,26.5,0,5,0,1,,22.2,2,0,2,0.0,0,0,0,1,0,1,180,179,27,135,10,7,0,1,115,64,0,3,3,0,0,5,0,0,0,
Robert Mathis,1447,ED,IND,15,2,0,66.7,0,1,14,1,1,87.2,67.6,50.8,63.9,51.3,56.3,8,20,0,0,40,20.0,3,0,3,109.7,2,7,0,11,0,46,546,528,0,0,528,0,0,18,330,170,7,16,10,2,3,35,0,43,39,21.5
Chris Clemons,1585,ED,JAX,16,3,1,66.7,0,1,15,1,1,52.7,41.9,44.2,52.6,38.0,29.4,8,23,0,0,14,30.0,6,0,5,91.0,2,3,0,1,0,15,659,658,0,0,652,6,0,1,469,175,0,12,11,1,3,34,0,24,22,12.0
Colin Cole,1589,DI,CAR,2,1,0,,0,0,5,0,0,,57.9,78.4,56.8,58.6,67.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,13,31,0,5,0,0,34,15,0,0,0,0,0,1,0,0,0,
Cullen Jenkins,1637,DI,NYG,16,5,1,50.0,0,0,21,0,0,64.0,62.8,69.9,64.7,55.6,53.8,8,24,0,0,18,15.4,4,0,3,81.3,1,3,0,5,0,13,731,725,182,402,79,62,0,6,505,213,1,14,17,0,2,35,0,18,9,18.0
DeAngelo Hall,1729,CB,WAS,12,9,0,64.3,0,1,32,1,1,61.5,61.7,13.2,68.2,66.5,83.8,0,0,0,0,40,6.3,4,1,2,125.4,18,0,0,59,137,344,499,15,0,0,15,0,245,484,4,151,43,12,50,1,28,0,3,229,30,12.7
Vince Wilfork,1742,DI,HST,17,6,0,,0,1,13,0,0,60.0,75.0,74.6,53.2,82.6,69.0,1,9,0,0,,3.8,1,0,1,0.0,0,0,0,1,0,0,591,590,263,305,0,22,0,1,299,292,0,17,19,3,0,10,0,0,0,
Jason Babin,1748,ED,ARZ,3,0,0,100.0,0,0,1,0,0,40.1,28.3,0.0,53.5,61.6,27.7,1,1,0,0,16,100.0,1,0,3,118.8,1,0,0,0,0,3,30,30,0,0,30,0,0,0,24,3,0,0,0,0,1,2,0,16,19,16.0
Karlos Dansby,1754,LB,CLV,16,10,1,74.5,2,2,8,0,0,83.5,76.7,37.1,64.0,65.2,78.4,5,5,2,3,27,6.3,7,0,4,65.3,35,0,0,867,4,510,1028,97,0,0,97,0,10,931,81,437,50,51,95,8,47,10,0,313,257,8.9
Daryl Smith,1760,LB,BLT,16,22,0,81.1,0,0,3,0,0,54.8,63.2,90.3,58.3,70.9,50.1,1,6,0,1,35,14.5,18,2,0,98.8,43,3,0,925,2,511,971,16,0,1,15,0,3,955,68,392,25,46,84,4,53,10,1,429,218,10.0
Dwan Edwards,1772,DI,CAR,15,2,2,50.0,0,0,5,0,0,66.8,52.7,86.4,53.2,44.4,74.0,4,14,0,0,8,0.0,0,0,0,60.4,1,2,0,1,0,7,447,445,22,280,1,142,0,2,335,105,0,8,8,0,2,20,0,8,8,8.0
Randy Starks,1792,DI,CLV,15,4,1,,1,0,8,1,0,49.6,62.3,38.4,60.6,68.1,51.2,4,14,0,0,,13.3,4,0,3,0.0,0,1,0,6,0,3,466,460,39,323,4,94,0,6,277,186,0,20,22,5,0,19,0,0,0,
Will Allen,1832,S,PIT,15,11,0,67.9,0,2,25,0,0,60.8,68.9,67.2,81.3,76.5,44.1,1,9,0,1,75,17.5,18,4,2,127.4,38,4,0,279,24,570,941,41,0,0,41,0,432,900,47,324,164,38,74,4,56,14,7,492,256,12.9
Jared Allen,1847,ED,CAR,17,6,3,50.0,0,0,5,0,0,63.3,65.4,74.9,63.1,61.7,68.9,24,20,0,1,9,10.0,3,0,2,17.4,3,3,0,2,0,25,730,726,0,2,708,16,0,4,448,257,2,16,21,2,6,47,0,19,20,6.3
Antonio Smith,1856,DI,DEN,19,0,2,,1,0,10,0,0,60.0,59.2,69.1,63.8,49.6,42.4,6,24,0,0,,30.0,3,0,1,0.0,0,4,0,0,0,0,423,423,23,265,12,123,0,0,320,103,0,11,7,1,0,34,0,0,0,
Mike Adams,1972,S,IND,13,6,0,80.0,0,3,14,1,0,53.0,61.9,62.2,91.4,74.8,72.2,0,2,1,5,80,14.3,10,1,1,98.2,28,1,0,158,9,477,825,20,0,0,20,0,529,805,10,338,109,12,54,2,35,3,2,464,253,16.6
Malcom Floyd,2044,WR,SD,1,0,0,,0,0,27,0,0,60.0,60.0,66.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Adam Jones,2223,CB,CIN,15,5,0,56.0,1,1,7,0,0,77.8,77.0,20.2,83.1,73.2,56.6,0,0,0,3,24,15.3,11,3,4,60.0,47,1,0,28,871,634,923,10,0,0,10,0,3,913,0,289,11,21,56,0,84,1,1,448,191,9.5
Antrel Rolle,2225,S,CHI,7,2,0,86.7,0,0,6,0,0,65.3,68.6,79.9,57.7,71.3,74.1,0,1,0,0,35,10.3,4,1,0,98.1,13,0,0,53,9,234,387,1,0,0,1,0,299,386,2,151,25,14,33,0,15,1,0,113,42,8.7
DeMarcus Ware,2228,ED,DEN,14,5,0,100.0,2,1,10,2,0,52.8,80.5,9.1,90.1,65.0,69.5,17,38,0,0,12,9.1,2,0,7,82.5,5,11,0,7,0,39,553,541,0,0,541,0,0,12,345,169,5,18,15,4,5,66,0,19,11,3.8
Thomas Davis Sr.,2231,LB,CAR,19,18,0,72.3,0,4,5,1,0,88.8,80.0,73.9,67.6,59.0,71.0,6,16,0,4,29,11.1,14,2,1,86.6,68,6,0,907,4,656,1154,118,0,0,118,0,14,1036,126,372,110,62,94,5,94,28,5,547,321,8.0
Derrick Johnson,2232,LB,KC,18,18,0,69.1,0,1,16,0,0,80.9,85.1,78.0,59.2,84.5,59.7,3,12,0,2,19,14.6,21,7,3,70.0,47,4,0,1083,5,708,1178,55,0,0,55,0,0,1123,84,386,35,62,105,5,68,19,0,369,302,7.9
Jonathan Babineaux,2276,DI,ATL,16,1,1,0.0,0,1,2,0,0,67.8,70.3,87.6,60.3,66.3,40.0,8,18,0,1,,13.8,4,0,0,0.0,0,2,0,0,0,16,545,545,38,367,12,128,0,0,387,142,0,21,24,9,1,28,0,0,0,
Justin Tuck,2291,DI,OAK,5,3,3,,0,0,23,0,0,65.2,67.5,84.0,60.3,64.8,60.7,5,3,0,0,,13.3,2,0,0,0.0,0,1,0,2,0,1,244,242,14,94,23,111,0,2,166,77,0,9,10,3,0,9,0,0,0,
Chris Canty,2349,DI,BLT,9,1,1,,0,0,3,0,0,63.1,74.3,84.3,61.9,73.7,75.5,3,8,0,0,,6.7,1,0,0,0.0,0,1,0,0,0,1,281,281,12,129,46,94,0,0,160,120,0,11,13,3,0,12,0,0,0,
Trent Cole,2363,ED,IND,14,8,2,71.4,1,2,14,0,0,67.6,71.3,32.1,69.6,70.8,50.3,6,24,0,0,14,13.3,4,0,4,85.4,5,3,0,8,0,44,527,506,2,59,433,12,0,21,289,194,12,18,18,5,7,33,0,40,45,8.0
C.J. Mosley,2408,DI,MIA,11,0,0,,0,0,17,0,0,60.0,53.1,54.6,57.5,53.2,71.8,3,4,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,215,215,15,157,0,43,0,0,126,88,0,5,6,0,0,7,0,0,0,
Jay Ratliff,2441,DI,CHI,2,1,0,,0,0,6,0,0,,58.5,79.8,50.2,65.0,71.4,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,78,76,4,42,0,30,0,2,47,31,0,2,4,0,0,2,0,0,0,
Lorenzo Alexander,2476,ED,OAK,4,0,0,100.0,0,0,23,0,0,91.7,89.0,81.6,72.2,63.0,73.9,0,2,0,0,7,25.0,1,0,0,87.5,2,0,0,1,0,10,45,38,0,0,38,0,0,7,5,30,5,3,3,2,2,2,0,10,9,5.0
Brandon Browner,2512,CB,NO,16,7,0,63.2,3,0,20,1,0,27.5,27.5,0.0,49.1,60.7,44.4,0,0,0,1,90,16.3,14,8,23,121.6,55,0,0,102,734,624,1023,33,0,0,33,0,33,990,9,390,121,13,65,0,87,0,7,935,375,17.0
Ahmad Brooks,2945,ED,SF,14,7,0,100.0,1,0,28,1,0,60.6,50.5,3.3,51.0,62.0,36.2,3,26,0,0,17,24.4,11,1,10,99.5,9,7,0,20,0,118,740,684,0,5,675,4,1,56,311,311,35,27,27,2,9,36,0,71,67,7.9
Mario Williams,2946,ED,BUF,15,2,1,100.0,0,0,4,0,0,54.8,52.7,85.0,47.1,62.1,41.2,6,25,0,0,14,21.1,4,0,1,95.8,3,5,0,9,0,28,880,869,0,24,764,81,0,11,548,304,2,14,13,1,3,36,0,21,21,7.0
A.J. Hawk,2950,LB,CIN,17,4,0,75.0,0,0,7,0,0,55.5,60.6,79.5,66.1,63.4,63.9,0,1,0,0,18,11.1,3,1,0,112.8,12,1,0,228,0,131,304,26,0,0,26,0,0,278,11,162,50,9,20,1,16,2,1,105,80,8.8
Donte Whitner,2953,S,CLV,14,10,0,56.3,0,1,8,0,0,70.4,71.5,84.3,56.4,70.4,73.8,0,1,0,0,40,11.2,10,4,0,99.5,18,1,0,243,19,479,847,16,0,0,16,0,469,831,15,353,100,20,69,3,32,2,2,228,105,12.7
Haloti Ngata,2957,DI,DET,14,5,3,,0,0,11,0,0,56.8,71.1,76.4,68.5,67.5,51.5,4,25,0,0,,12.0,3,0,1,0.0,0,4,0,3,0,5,595,592,45,489,4,54,0,3,383,207,0,17,17,6,0,33,0,0,0,
Chad Greenway,2962,LB,MIN,17,12,0,85.7,1,0,18,0,0,63.2,55.7,57.1,58.7,49.2,76.9,2,2,1,1,26,8.2,6,0,2,84.5,30,3,0,553,0,315,655,36,0,0,36,0,28,619,31,309,38,30,55,3,35,7,0,250,168,8.3
Antonio Cromartie,2964,CB,NYJ,15,4,0,50.6,1,0,22,1,0,52.2,53.6,88.7,,56.6,28.0,0,0,0,0,54,21.6,8,9,4,112.0,42,0,0,60,730,604,898,27,0,0,27,0,2,871,0,294,79,7,25,2,83,0,7,790,336,18.8
Tamba Hali,2965,ED,KC,17,11,1,80.0,1,2,16,0,0,62.3,81.6,80.1,79.9,70.3,70.5,10,58,0,0,30,10.4,5,0,1,118.8,8,7,0,13,1,83,905,870,0,0,868,2,0,35,546,276,21,24,32,5,10,75,0,127,67,15.9
Manny Lawson,2967,LB,BUF,16,5,3,90.9,0,0,4,0,0,76.0,65.0,58.0,51.0,58.4,44.0,3,4,0,1,11,15.7,8,1,2,65.9,20,1,0,246,15,290,701,390,0,1,389,0,3,311,123,288,47,28,38,7,22,8,0,96,74,4.8
Johnathan Joseph,2969,CB,HST,17,6,0,54.9,0,1,13,1,0,83.0,79.9,87.8,,51.4,48.0,0,0,0,1,53,15.9,11,17,2,72.9,50,0,0,87,786,580,925,0,0,0,0,0,10,925,0,345,42,15,52,1,91,0,2,487,164,9.7
DeMeco Ryans,2978,LB,PHI,14,14,0,76.7,0,1,24,1,0,54.5,53.6,51.9,52.9,57.2,51.8,1,3,0,1,39,16.4,11,4,2,124.0,23,0,0,563,0,252,599,5,0,0,5,0,0,594,45,302,31,21,42,1,30,4,3,278,146,12.1
D'Qwell Jackson,2979,LB,IND,16,29,0,66.1,0,1,14,1,0,55.4,57.3,90.7,45.3,64.6,66.6,1,12,1,1,34,12.7,20,7,2,95.0,39,2,0,1011,1,511,1087,11,0,0,11,0,7,1076,135,441,56,61,108,12,59,15,2,476,241,12.2
Roman Harper,2988,S,CAR,19,7,0,60.0,0,0,5,2,0,63.4,62.5,47.7,61.1,61.8,78.9,1,5,0,0,54,7.8,6,6,3,115.5,24,0,0,281,26,707,1067,63,0,0,63,0,557,1004,17,343,139,24,64,2,40,6,3,369,143,15.4
Tim Jennings,3007,CB,TB,5,2,0,62.5,2,0,30,1,0,38.9,45.4,26.6,,79.0,61.0,0,0,0,0,59,11.8,2,1,4,126.0,15,0,0,14,223,152,275,16,0,0,16,0,0,259,0,123,22,3,13,1,24,0,3,186,66,12.4
Darryl Tapp,3008,ED,DET,16,4,0,,0,2,11,0,0,65.1,69.9,89.7,57.9,70.6,60.2,4,9,0,0,,8.7,2,0,0,0.0,0,2,0,1,0,2,409,408,0,7,394,7,0,1,215,192,0,13,17,3,0,15,0,0,0,
James Anderson,3033,LB,NO,3,3,0,100.0,0,0,20,0,0,35.0,30.5,79.9,64.0,39.9,70.7,1,0,0,0,13,5.6,1,0,0,141.1,8,0,0,91,1,52,108,4,0,0,4,0,1,104,10,46,11,5,14,0,8,1,1,67,36,8.4
Frostee Rucker,3036,DI,ARZ,15,6,0,,0,1,1,1,0,64.1,56.7,65.1,58.9,53.4,62.5,10,15,0,0,,15.6,5,0,2,0.0,0,3,1,2,0,2,587,585,31,440,69,45,0,2,356,229,0,23,21,5,0,28,0,0,0,
Jason Hatcher,3037,DI,WAS,16,3,1,,1,0,32,0,0,60.6,70.4,50.2,74.1,60.4,57.6,12,38,0,0,,26.9,7,0,3,0.0,0,2,0,2,0,0,576,574,28,393,56,97,0,2,396,180,0,11,16,1,0,52,0,0,0,
Will Blackmon,3060,CB,WAS,16,6,0,56.0,1,3,32,2,0,54.0,57.1,87.6,74.9,63.8,58.7,0,0,0,2,43,15.9,10,5,4,100.2,47,1,0,78,365,546,861,1,0,0,1,0,4,860,2,313,413,9,47,0,84,1,7,678,284,14.4
Stephen Tulloch,3061,LB,DET,16,19,0,82.8,0,1,11,2,0,43.9,60.7,58.9,62.8,77.3,68.4,3,2,0,0,43,9.8,12,1,1,130.0,48,1,0,683,1,339,722,8,0,0,8,0,2,714,36,347,28,54,92,10,58,6,5,481,355,10.0
Domata Peko Sr.,3068,DI,CIN,17,4,1,,0,0,7,0,0,65.8,58.8,63.8,61.8,54.7,77.0,1,4,0,0,,0.0,0,0,2,0.0,0,5,0,1,0,0,562,561,286,261,1,13,0,1,287,275,0,17,17,2,0,10,0,0,0,
Barry Cofield,3069,DI,NYG,3,0,0,,0,0,21,0,0,,51.7,75.8,64.2,49.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,3,21,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,
Elvis Dumervil,3071,ED,BLT,16,9,2,100.0,0,1,3,1,0,78.4,71.8,39.7,75.2,58.9,70.6,16,42,0,0,20,7.1,3,0,5,118.8,1,7,0,5,0,36,786,778,0,0,778,0,0,8,465,285,3,28,30,4,1,65,0,20,28,20.0
Kyle Williams,3079,DI,BUF,6,4,0,,0,0,4,0,0,59.5,63.6,44.5,59.9,70.0,29.5,5,7,0,0,,28.6,4,0,2,0.0,0,1,0,12,0,15,341,329,10,177,39,103,0,12,222,104,0,4,6,1,0,13,0,0,0,
Rob Ninkovich,3080,ED,NE,18,11,5,72.2,0,1,19,1,0,67.2,63.7,91.7,55.6,63.4,66.4,13,30,0,0,16,8.6,5,1,0,100.9,13,7,0,26,0,156,1018,978,6,9,937,26,0,40,522,340,14,29,42,4,18,50,1,87,79,6.7
Jeremy Mincey,3136,ED,DAL,14,4,0,0.0,0,0,9,0,0,60.8,63.8,74.1,56.9,67.8,56.6,3,14,0,0,,23.8,5,0,1,39.6,0,0,0,1,0,4,380,379,12,11,337,19,0,1,219,157,0,10,12,2,1,17,0,0,0,
Kedric Golston,3141,DI,WAS,16,3,0,,0,0,32,0,0,57.6,48.2,56.4,58.8,50.8,71.3,1,3,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,205,205,141,63,0,1,0,0,96,109,0,1,2,0,0,4,0,0,0,
Antoine Bethea,3152,S,SF,7,7,0,75.0,0,0,28,0,0,49.3,58.3,5.3,91.1,79.9,82.0,2,1,0,0,35,7.0,3,2,2,152.6,12,1,0,66,3,266,439,25,0,0,25,0,333,414,10,163,12,9,33,2,16,4,3,186,57,15.5
Cortland Finnegan,3160,CB,CAR,8,1,0,64.9,1,0,5,0,0,65.4,65.4,34.7,77.2,56.9,73.0,3,3,0,1,40,10.0,3,1,3,75.1,24,0,0,12,10,263,354,10,0,0,10,0,8,344,17,74,314,13,26,1,37,6,0,268,138,11.2
Stephen Bowen,3242,DI,NYJ,15,3,0,,0,0,22,0,0,59.7,74.8,81.1,60.9,77.2,44.8,0,6,0,0,,16.7,1,0,0,0.0,0,0,0,1,0,0,139,138,2,58,15,63,0,1,74,65,0,2,2,2,0,6,0,0,0,
Tom Johnson,3378,DI,MIN,17,4,0,100.0,0,0,18,0,0,59.2,56.9,59.6,64.9,49.6,69.9,13,38,0,0,10,3.3,1,0,3,108.3,1,6,0,3,0,3,779,776,40,678,4,54,0,3,515,261,0,26,25,3,1,57,0,10,8,10.0
Tony McDaniel,3423,DI,TB,14,5,1,,0,0,30,0,0,,61.4,41.1,57.4,64.8,76.1,1,3,0,0,,0.0,0,0,2,0.0,0,2,0,0,0,0,293,293,17,267,6,3,0,0,121,172,0,17,17,2,0,6,0,0,0,
Tramon Williams,3558,CB,CLV,15,6,0,56.2,0,0,8,0,0,62.7,64.3,61.9,64.8,68.8,71.7,1,0,0,1,75,9.6,7,9,7,93.3,50,0,0,89,768,548,964,1,0,0,1,0,4,963,3,413,102,8,60,1,89,1,3,808,206,16.2
Brent Grimes,3589,CB,MIA,15,3,1,67.1,1,0,17,0,0,63.9,67.5,87.4,87.8,72.6,45.7,0,1,0,4,63,14.8,9,9,3,103.2,55,0,0,86,843,533,957,2,0,0,2,0,8,955,2,422,18,9,49,2,82,1,6,810,201,14.7
Calvin Johnson,3618,WR,DET,1,0,0,,0,0,11,0,0,60.4,60.4,64.6,,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,
Darrelle Revis,3630,CB,NYJ,14,4,0,46.5,0,0,22,4,0,66.3,68.5,65.2,59.0,78.9,72.2,0,0,0,5,61,7.0,3,5,3,56.5,40,0,0,28,754,583,884,4,0,0,4,0,1,880,1,300,97,8,36,0,86,0,3,583,194,14.6
Lawrence Timmons,3631,LB,PIT,18,27,2,67.8,0,1,25,0,0,35.8,40.3,71.9,69.5,44.7,43.5,3,12,0,1,38,16.5,23,2,3,94.5,61,5,0,1079,5,616,1179,15,0,0,15,0,3,1164,133,430,76,47,89,5,90,20,3,636,331,10.4
Leon Hall,3634,CB,CIN,15,7,0,78.1,0,0,7,0,0,71.6,74.1,86.2,57.4,82.9,67.6,0,2,1,2,29,10.8,7,5,0,95.9,57,0,0,18,34,522,721,12,0,0,12,0,19,709,24,175,638,20,51,3,73,2,2,553,273,9.7
Michael Griffin,3635,S,TEN,15,23,0,73.7,0,0,31,0,0,54.5,57.4,48.8,54.9,65.6,71.2,0,3,0,1,57,11.1,13,2,2,118.1,28,2,0,284,20,487,939,85,0,0,85,0,461,854,39,413,89,35,81,3,38,5,3,358,162,12.8
Reggie Nelson,3637,S,CIN,17,9,0,50.0,0,0,7,2,0,74.2,71.5,90.7,51.5,66.6,59.8,1,4,0,8,50,10.4,8,6,0,61.8,16,1,0,175,18,682,1068,63,0,0,63,0,716,1005,48,338,96,19,60,2,32,6,2,283,85,17.7
Brandon Meriweather,3640,S,NYG,13,10,2,58.6,0,1,21,0,0,51.3,50.8,62.5,71.9,48.3,57.9,0,2,0,2,76,21.9,16,3,1,113.9,17,0,0,107,12,503,831,14,0,0,14,0,628,817,9,319,70,10,47,0,29,2,4,380,128,22.4
Jon Beason,3641,LB,NYG,5,3,0,100.0,0,0,21,0,0,38.7,36.6,82.4,47.4,48.4,62.2,0,0,0,0,12,5.9,1,0,0,101.4,3,0,0,156,0,60,159,0,0,0,0,0,0,159,9,90,3,4,13,0,3,0,0,25,11,8.3
Alan Branch,3649,DI,NE,18,5,2,,0,2,19,0,0,60.2,70.0,72.6,70.1,64.5,72.0,1,14,0,0,,2.9,1,0,1,0.0,0,2,0,2,0,0,505,503,124,316,7,56,0,2,257,248,0,24,29,3,0,17,0,0,0,
Paul Posluszny,3650,LB,JAX,14,20,0,80.7,1,0,15,0,0,61.8,60.9,67.3,64.2,57.6,71.9,7,5,0,3,38,9.3,13,2,1,93.9,46,1,0,882,1,542,977,4,0,0,4,0,17,973,62,373,73,59,107,13,57,13,2,512,307,11.1
Eric Weddle,3653,S,SD,13,14,1,77.8,0,0,27,1,0,78.4,75.3,86.9,69.6,60.3,65.6,2,4,0,0,29,12.2,10,6,0,119.8,21,1,0,311,7,408,750,52,0,0,52,0,260,698,40,302,120,19,58,2,27,7,2,184,126,8.8
Lamarr Woodley,3662,ED,ARZ,10,2,0,100.0,0,0,1,0,0,56.2,51.7,60.8,54.6,52.1,28.7,1,6,0,0,12,26.7,4,0,1,96.5,6,1,0,0,0,44,277,271,0,0,271,0,0,6,105,128,6,9,9,3,6,8,0,43,37,7.2
David Harris,3663,LB,NYJ,16,23,1,76.7,0,2,22,0,0,65.6,69.7,88.5,68.1,66.4,70.8,3,12,0,0,25,9.3,10,3,1,99.5,46,5,0,871,11,502,970,36,0,2,34,0,3,934,134,334,49,44,75,6,60,20,2,323,270,7.0
Justin Durant,3664,LB,ATL,13,13,0,84.8,0,0,2,0,0,59.8,58.0,85.6,60.1,53.8,57.2,0,2,0,0,36,15.2,14,3,0,96.1,56,0,0,496,7,374,652,59,0,0,59,0,15,593,27,251,75,33,65,2,66,2,0,466,292,8.3
Josh Wilson,3671,CB,DET,8,2,0,82.1,2,0,11,1,0,45.7,52.3,82.2,71.4,70.7,63.7,0,2,0,0,26,9.4,3,0,2,109.8,23,2,0,13,5,169,276,2,0,0,2,0,0,274,11,96,256,11,27,2,28,4,0,290,160,12.6
Charles Johnson,3699,ED,CAR,12,2,1,100.0,1,2,5,0,0,64.3,72.3,54.4,69.4,69.7,69.9,3,23,0,0,10,6.7,1,0,3,88.9,3,4,0,11,0,25,528,516,0,2,498,16,0,12,349,154,1,13,12,2,3,30,0,16,16,5.3
Brandon Mebane,3701,DI,SEA,17,11,0,,1,0,29,0,0,52.9,58.1,53.6,67.3,55.0,39.6,1,17,0,0,,10.7,3,0,3,0.0,0,3,0,3,0,10,573,570,398,164,1,7,0,3,276,287,0,13,14,1,0,21,0,0,0,
Brian Robison,3718,ED,MIN,17,2,4,100.0,0,0,18,2,0,70.6,67.3,92.6,65.8,55.8,56.3,6,49,0,0,12,17.9,7,0,1,97.9,2,5,0,30,0,19,946,916,0,84,744,88,0,30,582,345,0,27,30,10,2,60,0,15,13,7.5
Paul Soliai,3724,DI,ATL,14,6,0,,0,0,2,1,0,55.5,65.5,49.9,73.8,61.7,57.1,6,6,0,0,,10.3,3,0,2,0.0,0,0,0,1,0,3,357,356,226,130,0,0,0,1,149,205,0,18,20,3,0,12,0,0,0,
Dashon Goldson,3742,S,WAS,16,11,0,78.0,0,1,32,2,0,61.6,57.2,68.3,62.3,46.9,54.2,1,0,1,1,38,17.8,21,2,2,111.7,32,0,0,168,8,626,1041,21,0,0,21,0,761,1020,14,401,83,33,86,2,41,1,3,303,130,9.5
Tarell Brown,3763,CB,NE,3,0,0,68.8,1,0,19,0,0,60.8,58.8,0.0,,59.1,72.6,0,0,0,0,21,7.1,1,0,1,81.8,11,0,0,1,82,112,162,2,0,0,2,0,1,160,0,50,76,6,13,2,16,0,0,86,23,7.8
