player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Deion Branch,1072,WR,NE,16,11.8,6,66.7,,0,0,0,5.7,4,49,19,1,72.9,46.3,75.5,,73.9,0.2,1,1,79,0.0,0,521,3,66,95.8,499,20.5,107,113.9,99,7,79.3,413,877,305,4.6,13.3,1.76
Jacob Tamme,4441,TE,IND,13,6.4,4,73.5,,0,0,0,8.9,7,39,14,0,58.9,81.4,79.5,59.6,81.7,69.9,299,3,30,8.9,38,428,3,72,87.4,374,22.2,95,92.9,98,4,5.1,22,677,340,4.7,9.4,1.81
James Jones,3694,WR,GB,20,12.0,11,62.2,,0,0,0,11.6,8,40,12,3,42.6,26.1,64.4,,63.6,0.0,0,2,66,0.0,0,531,0,61,94.9,504,7.7,41,104.8,98,7,92.3,490,836,345,5.7,13.7,1.66
Benjamin Watson,1753,TE,CLV,16,8.9,5,69.4,,0,0,0,9.3,7,41,8,0,62.5,81.4,76.5,70.9,73.2,71.1,374,5,44,10.5,55,526,4,68,85.4,449,27.2,143,81.4,98,3,1.1,6,765,280,4.1,11.3,1.7
Jerricho Cotchery,1829,WR,NYJ,17,9.8,8,55.2,,0,0,0,15.9,10,33,22,0,29.0,80.4,64.8,,63.3,0.9,4,2,58,0.0,0,468,0,53,96.8,453,66.7,312,75.0,96,3,32.5,152,579,239,4.5,10.9,1.28
DeSean Jackson,4363,WR,PHI,15,16.0,4,51.0,,0,0,1,19.7,12,37,24,2,27.7,57.7,61.5,65.7,60.9,0.3,2,2,91,0.2,1,599,3,49,94.8,568,16.5,99,104.6,96,6,82.1,492,1103,393,8.0,22.5,1.94
Eddie Royal,4356,WR,DEN,16,8.0,5,63.4,,0,0,2,3.3,2,32,10,1,83.9,29.1,70.6,48.7,69.3,0.0,0,3,41,1.1,5,454,3,59,93.4,424,83.9,381,80.4,93,3,15.2,69,627,388,6.6,10.6,1.48
Michael Crabtree,4933,WR,SF,16,10.9,7,59.8,,0,0,0,12.7,8,40,28,0,42.5,79.9,66.2,,66.3,0.4,2,7,60,0.0,0,566,3,55,95.9,543,43.6,247,75.5,92,6,55.8,316,741,297,5.4,13.5,1.36
LeSean McCoy,4976,HB,PHI,16,-2.2,12,90.1,,0,0,0,5.7,5,33,24,2,79.5,64.3,67.1,67.0,62.7,0.2,1,0,40,20.5,123,599,0,82,75.5,452,6.8,41,102.1,91,2,2.8,17,613,806,9.8,7.5,1.36
Zach Miller,3654,TE,OAK,15,7.9,7,67.4,,0,0,0,7.7,5,36,23,1,66.3,56.2,82.8,57.9,79.8,73.0,384,3,43,20.0,105,526,3,60,74.7,393,16.5,87,95.1,89,5,4.6,24,687,293,4.9,11.5,1.75
Jordy Nelson,4350,WR,GB,20,11.1,9,74.2,,0,0,0,14.3,11,40,12,1,37.6,46.3,74.7,70.5,72.3,0.0,0,0,80,0.7,3,436,0,66,95.0,414,40.6,177,119.5,89,4,58.5,255,868,325,4.9,13.2,2.1
Kellen Winslow,1727,TE,TB,16,9.1,11,75.0,,0,0,1,4.3,3,36,30,1,80.0,57.3,74.7,61.4,79.6,46.9,235,1,41,3.4,17,501,7,66,92.6,464,47.9,240,113.5,88,5,5.2,26,733,247,3.7,11.1,1.58
Nate Washington,2832,WR,TEN,16,17.3,2,47.7,,0,0,1,8.7,4,34,31,0,59.0,78.5,68.2,,66.6,0.0,0,6,71,0.0,0,515,3,42,94.6,487,8.3,43,68.7,88,6,91.7,472,687,123,2.9,16.4,1.41
Steve Smith,837,WR,CAR,14,10.4,7,52.9,,0,0,0,17.9,10,24,5,2,31.1,24.5,61.6,,60.1,0.0,0,6,39,0.0,0,463,4,46,96.3,446,45.4,210,51.5,87,2,54.6,253,552,226,4.9,12.0,1.24
Vernon Davis,2951,TE,SF,16,10.9,11,64.4,,0,0,0,9.7,6,35,28,0,57.0,80.3,79.9,65.5,75.6,43.3,241,1,66,12.8,71,556,3,56,84.4,469,51.4,286,121.5,87,7,4.3,24,914,445,7.9,16.3,1.95
Ray Rice,4369,HB,BLT,18,0.0,20,86.2,,0,0,0,1.3,1,27,3,1,90.5,90.1,68.6,36.5,87.7,0.0,0,1,76,25.5,131,514,3,75,70.8,364,0.8,4,103.1,87,2,3.9,20,700,727,9.7,9.3,1.92
Brandon Gibson,5118,WR,SL,14,10.8,10,61.6,,0,0,0,10.2,6,33,26,0,46.9,80.2,66.8,67.4,66.6,0.5,2,2,41,0.2,1,440,3,53,95.9,422,10.7,47,81.5,86,2,88.9,391,620,222,4.2,11.7,1.47
Mario Manningham,4409,WR,NYG,16,13.1,10,69.8,,0,0,0,4.8,3,32,21,1,77.0,44.0,73.4,,74.3,0.0,0,5,92,0.0,0,444,4,60,93.9,417,14.4,64,116.6,86,9,85.6,380,944,342,5.7,15.7,2.26
Marcedes Lewis,2973,TE,JAX,16,7.9,9,67.4,,0,0,0,7.9,5,39,15,2,63.0,25.8,89.9,73.7,78.8,65.6,301,4,42,24.8,114,459,4,58,71.5,328,27.5,126,111.6,86,10,5.0,23,700,271,4.7,12.1,2.13
Nate Burleson,1386,WR,DET,14,8.4,8,64.7,,0,0,0,8.3,5,34,11,2,62.4,26.8,65.8,,63.6,0.0,0,1,58,0.0,0,550,3,55,95.3,524,58.4,321,105.3,85,6,41.6,229,625,309,5.6,11.4,1.19
LaDainian Tomlinson,777,HB,NYJ,18,1.2,6,69.9,,0,0,1,7.9,5,22,22,1,62.4,74.9,54.0,55.3,54.9,0.0,0,1,21,24.5,126,515,1,58,73.2,377,3.5,18,78.7,83,1,3.1,16,387,386,6.7,6.7,1.03
Steve Breaston,3758,WR,ARZ,13,14.0,4,57.3,,0,0,0,14.5,8,32,1,0,35.1,79.7,65.5,,63.5,0.0,0,2,37,0.0,0,493,4,47,95.7,472,23.9,118,80.2,82,1,76.1,375,718,172,3.7,15.3,1.52
Matt Forte,4358,HB,CHI,18,4.1,11,78.0,,0,0,0,3.0,2,30,6,3,85.7,72.0,74.4,75.0,78.9,0.0,0,2,89,29.3,140,478,1,64,66.9,320,8.8,42,103.9,82,3,4.2,20,693,615,9.6,10.8,2.17
Jason Avant,3054,WR,PHI,17,10.3,2,73.4,,0,0,0,7.9,5,34,24,0,60.5,80.3,70.3,65.7,68.7,0.2,1,2,34,0.2,1,539,1,58,94.6,510,80.3,433,96.3,79,2,19.3,104,667,215,3.7,11.5,1.31
Devin Hester,3002,WR,CHI,18,11.2,2,53.2,,0,0,0,12.5,6,23,6,0,44.3,79.7,58.3,,57.5,0.0,0,5,39,0.0,0,537,4,42,94.0,505,22.2,119,62.5,79,4,77.3,415,486,246,5.9,11.6,0.96
Heath Miller,2247,TE,PIT,17,9.2,5,64.6,,0,0,0,1.9,1,31,25,1,88.1,39.6,80.8,69.7,74.9,65.7,345,2,36,19.0,100,525,2,51,78.1,410,19.8,104,89.7,79,3,3.0,16,601,278,5.5,11.8,1.47
Anthony Armstrong,4855,WR,WAS,15,18.2,1,56.4,,0,0,0,10.2,5,32,32,1,46.7,33.3,65.4,26.7,64.1,0.4,2,4,76,0.2,1,548,1,44,95.4,523,8.2,45,87.1,78,3,91.2,500,871,168,3.8,19.8,1.67
Arian Foster,5398,HB,HST,16,-0.1,18,84.6,,0,0,0,7.0,5,34,13,0,69.2,75.7,73.7,62.4,83.7,0.0,0,1,50,23.9,119,498,1,66,72.9,363,0.8,4,102.1,78,2,4.6,23,604,624,9.5,9.2,1.66
Lee Evans,1734,WR,BUF,13,16.8,1,47.4,,0,0,0,7.5,3,27,4,2,63.7,22.2,64.4,,62.2,0.0,0,2,54,0.0,0,487,0,37,96.3,469,9.4,46,78.9,78,4,90.6,441,578,123,3.3,15.6,1.23
Todd Heap,801,TE,BLT,15,10.0,3,68.8,,0,0,0,5.4,3,41,3,1,74.5,79.8,78.7,57.1,81.0,43.3,210,2,65,19.6,95,485,5,53,76.1,369,37.1,180,115.2,77,6,8.7,42,750,301,5.7,14.2,2.03
Brent Celek,3778,TE,PHI,16,9.2,9,57.1,,0,0,0,12.0,6,25,24,0,50.3,79.3,64.5,70.1,59.5,78.5,453,2,65,22.9,132,577,7,44,73.3,423,15.8,91,85.2,77,4,4.0,23,536,252,5.7,12.2,1.27
Michael Jenkins,1750,WR,ATL,12,13.6,3,61.0,,0,0,0,2.1,1,33,2,1,85.9,49.0,73.7,,71.8,0.7,3,3,43,0.0,0,426,2,47,92.3,393,9.2,39,76.3,77,2,89.9,383,572,100,2.1,12.2,1.46
Jacoby Jones,3689,WR,HST,15,8.4,6,67.1,,0,0,1,12.1,7,31,13,1,45.7,51.8,64.1,,63.4,0.0,0,0,47,0.0,0,391,2,51,95.1,372,40.4,158,102.1,76,3,59.6,233,564,248,4.9,11.1,1.52
Jermaine Gresham,5546,TE,CIN,15,4.0,11,68.4,,0,0,1,13.3,8,26,7,2,40.3,25.0,64.6,61.9,59.8,69.1,327,3,27,14.8,70,473,6,52,79.9,378,12.7,60,86.0,76,4,3.0,14,471,381,7.3,9.1,1.25
Visanthe Shiancoe,1406,TE,MIN,16,9.3,2,62.7,,0,0,0,7.8,4,21,18,0,64.9,79.3,57.8,65.7,62.1,74.6,320,4,33,7.7,33,429,12,47,86.2,370,14.7,63,70.4,75,2,10.3,44,530,179,3.8,11.3,1.43
Jahvid Best,5555,HB,DET,16,-1.1,9,78.4,,0,0,0,7.9,5,16,11,0,64.4,80.5,60.3,47.1,60.4,0.0,0,1,75,10.7,38,355,0,58,85.1,302,7.9,28,97.5,74,2,7.6,27,487,594,10.2,8.4,1.61
Louis Murphy Jr.,5048,WR,OAK,14,13.3,4,55.4,,0,0,0,6.8,3,27,23,2,56.0,27.1,60.8,66.1,59.7,0.0,0,5,70,0.2,1,459,3,41,92.8,426,34.4,158,63.4,74,2,65.6,301,609,226,5.5,14.9,1.43
Earl Bennett,4384,WR,CHI,16,8.9,5,67.6,,0,0,0,0.0,0,29,6,1,90.4,52.0,75.1,,73.1,0.3,1,2,48,0.0,0,378,0,50,95.2,360,76.7,290,100.0,74,4,22.2,84,619,241,4.8,12.4,1.72
Josh Morgan,4488,WR,SF,16,13.4,12,59.5,,0,0,0,10.2,5,27,28,0,53.4,78.9,64.3,76.3,62.8,0.4,2,2,65,0.6,3,528,4,44,95.8,506,22.2,117,88.7,74,2,77.3,408,698,305,6.9,15.9,1.38
Malcom Floyd,2044,WR,SD,11,18.3,4,50.0,,0,0,0,5.1,2,33,27,1,81.0,40.9,80.3,68.1,80.2,0.0,0,4,55,0.3,1,353,1,37,96.6,341,17.8,63,88.6,74,6,82.2,290,717,127,3.4,19.4,2.1
Mike Sims-Walker,3695,WR,JAX,14,11.9,5,58.9,,0,0,0,10.4,5,33,15,1,53.4,46.0,73.1,,72.0,0.0,0,4,39,0.0,0,408,2,43,94.4,385,10.3,42,92.7,73,7,89.7,366,567,138,3.2,13.2,1.47
Greg Olsen,3647,TE,CHI,18,10.1,2,64.4,,0,0,0,6.0,3,27,6,2,65.1,26.2,69.5,67.4,66.5,44.7,249,3,58,15.8,88,557,4,47,79.5,443,35.7,199,97.6,73,6,3.8,21,554,243,5.2,11.8,1.25
Jordan Shipley,5608,WR,CIN,15,8.2,2,72.2,,0,0,0,0.0,0,30,7,0,86.9,79.5,66.9,,66.3,0.0,0,2,64,0.0,0,451,0,52,94.9,428,90.5,408,99.3,72,3,8.9,40,600,197,3.8,11.5,1.4
Steve Smith,3667,WR,NYG,9,12.6,4,66.7,,0,0,0,11.1,6,29,21,0,50.8,79.2,71.4,68.1,70.3,0.0,0,2,45,0.3,1,323,1,48,94.1,304,61.9,200,90.6,72,3,38.1,123,529,112,2.3,11.0,1.74
Kevin Walter,1549,WR,HST,16,10.6,0,71.8,,0,0,0,1.9,1,33,13,0,86.9,79.5,67.8,70.7,64.9,1.3,7,2,35,0.6,3,527,1,51,93.9,495,19.2,101,110.1,71,5,79.1,417,621,147,2.9,12.2,1.25
Brandon LaFell,5602,WR,CAR,14,10.8,2,53.5,,0,0,0,15.6,7,23,5,1,33.1,43.4,64.6,,62.8,0.0,0,1,44,0.0,0,353,3,38,96.0,339,25.2,89,73.0,71,1,74.8,264,468,142,3.7,12.3,1.38
Dez Bryant,5549,WR,DAL,12,11.5,8,63.4,,0,0,0,8.2,4,27,9,0,62.5,48.6,72.9,,73.8,0.0,0,2,46,0.0,0,331,3,45,95.2,315,1.8,6,104.3,71,6,98.2,325,561,206,4.6,12.5,1.78
Darren Sproles,2347,HB,SD,16,0.8,7,84.3,,0,0,0,4.8,3,25,27,0,77.0,63.5,69.6,71.0,81.2,0.0,0,0,57,18.5,65,351,0,59,78.3,275,0.6,2,107.1,70,2,6.8,24,520,502,8.5,8.8,1.89
Tony Moeaki,5617,TE,KC,16,9.1,2,69.6,,0,0,1,9.4,5,32,16,0,57.2,79.2,83.0,69.2,74.1,60.0,290,3,34,22.6,109,483,4,48,74.3,359,31.5,152,91.3,69,3,6.0,29,578,223,4.6,12.0,1.61
Deon Butler,5014,WR,SEA,13,12.0,5,52.2,,0,0,0,14.3,6,20,29,0,39.6,78.0,60.4,62.4,59.9,0.0,0,2,63,0.3,1,355,1,36,96.1,341,23.9,85,76.1,69,4,76.1,270,385,119,3.3,10.7,1.13
Austin Collie,5051,WR,IND,9,8.4,4,84.1,,0,0,0,6.5,4,33,14,1,68.8,42.2,77.4,66.1,74.1,0.0,0,0,73,0.3,1,293,0,58,97.3,285,85.0,249,144.5,69,8,15.0,44,649,303,5.2,11.2,2.28
Laurent Robinson,3691,WR,SL,14,10.7,3,49.3,,0,0,0,8.1,3,20,26,0,61.9,77.8,58.0,,56.8,0.0,0,3,32,0.0,0,467,2,34,94.6,442,18.4,86,56.0,69,2,81.6,381,353,107,3.1,10.4,0.8
Mohamed Massaquoi,4973,WR,CLV,15,14.4,4,52.9,,0,0,1,10.0,4,24,8,1,54.4,29.6,62.3,68.1,59.6,0.0,0,7,41,0.2,1,456,3,36,94.7,432,11.8,54,46.0,68,2,88.2,402,483,145,4.0,13.4,1.12
Devery Henderson,1771,WR,NO,17,12.8,1,60.3,,0,0,0,14.6,7,24,20,0,29.9,78.8,60.4,64.5,58.5,0.0,0,4,57,0.2,1,473,0,41,95.3,451,27.9,132,70.8,68,2,72.1,341,541,152,3.7,13.2,1.2
Brian Hartline,5031,WR,MIA,12,12.8,3,63.2,,0,0,0,8.5,4,26,17,1,60.8,34.4,69.8,,67.8,0.0,0,4,54,0.0,0,404,0,43,96.3,389,25.0,101,72.9,68,1,75.0,303,615,221,5.1,14.3,1.58
Peyton Hillis,4541,HB,CLV,16,0.3,11,89.7,,0,0,0,3.2,2,25,8,0,83.3,29.5,74.2,78.3,87.9,0.0,0,0,47,26.7,120,450,2,61,70.2,316,1.1,5,105.7,68,2,4.0,18,477,457,7.5,7.8,1.51
Tony Scheffler,3006,TE,DET,15,7.3,1,68.2,,0,0,0,6.3,3,24,11,1,77.3,34.9,67.7,58.1,67.6,44.8,139,4,25,3.5,11,310,2,45,92.3,286,43.9,136,62.6,66,1,8.7,27,378,166,3.7,8.4,1.32
Kevin Boss,3769,TE,NYG,15,9.1,7,53.0,,0,0,0,23.9,11,23,21,1,27.2,77.3,70.1,71.0,56.0,78.9,397,2,54,28.2,142,503,2,35,68.2,343,15.7,79,92.4,66,5,3.8,19,531,241,6.9,15.2,1.55
David Gettis,5721,WR,CAR,15,12.2,1,56.1,,0,0,0,5.1,2,24,5,0,72.2,78.3,64.4,68.2,63.1,0.4,2,4,88,0.2,1,446,3,37,95.5,426,13.9,62,70.8,66,3,85.7,382,508,169,4.6,13.7,1.19
Kenny Britt,4953,WR,TEN,12,18.4,4,63.6,,0,0,0,8.7,4,33,31,1,56.8,32.4,86.0,68.1,86.5,0.0,0,3,80,0.4,1,277,4,42,92.4,256,7.9,22,124.7,66,9,92.1,255,775,119,2.8,18.5,3.03
Aaron Hernandez,5637,TE,NE,15,7.3,5,70.8,,0,0,0,16.4,9,27,19,0,30.0,79.6,68.9,75.1,67.8,28.8,96,0,46,2.7,9,333,3,46,92.8,309,51.4,171,128.2,65,6,14.4,48,567,304,6.6,12.3,1.83
