player,player_id_2018,position_2018,team_name_2018,player_game_count_2018,attempts_2018,avoided_tackles_2018,breakaway_attempts_2018,breakaway_percent_2018,breakaway_yards_2018,declined_penalties_2018,designed_yards_2018,drops_2018,elu_recv_mtf_2018,elu_rush_mtf_2018,elu_yco_2018,elusive_rating_2018,explosive_2018,first_downs_2018,franchise_id_2018,fumbles_2018,gap_attempts_2018,grades_hands_fumble_2018,grades_offense_2018,grades_offense_penalty_2018,grades_pass_2018,grades_pass_block_2018,grades_pass_route_2018,grades_run_2018,grades_run_block_2018,longest_2018,penalties_2018,rec_yards_2018,receptions_2018,routes_2018,run_plays_2018,scramble_yards_2018,scrambles_2018,targets_2018,total_touches_2018,touchdowns_2018,yards_2018,yards_after_contact_2018,yco_attempt_2018,ypa_2018,yprr_2018,zone_attempts_2018,player_id_2019,position_2019,team_name_2019,player_game_count_2019,attempts_2019,avoided_tackles_2019,breakaway_attempts_2019,breakaway_percent_2019,breakaway_yards_2019,declined_penalties_2019,designed_yards_2019,drops_2019,elu_recv_mtf_2019,elu_rush_mtf_2019,elu_yco_2019,elusive_rating_2019,explosive_2019,first_downs_2019,franchise_id_2019,fumbles_2019,gap_attempts_2019,grades_hands_fumble_2019,grades_offense_2019,grades_offense_penalty_2019,grades_pass_2019,grades_pass_block_2019,grades_pass_route_2019,grades_run_2019,grades_run_block_2019,longest_2019,penalties_2019,rec_yards_2019,receptions_2019,routes_2019,run_plays_2019,scramble_yards_2019,scrambles_2019,targets_2019,total_touches_2019,touchdowns_2019,yards_2019,yards_after_contact_2019,yco_attempt_2019,ypa_2019,yprr_2019,zone_attempts_2019,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,player_id_2021,position_2021,team_name_2021,player_game_count_2021,attempts_2021,avoided_tackles_2021,breakaway_attempts_2021,breakaway_percent_2021,breakaway_yards_2021,declined_penalties_2021,designed_yards_2021,drops_2021,elu_recv_mtf_2021,elu_rush_mtf_2021,elu_yco_2021,elusive_rating_2021,explosive_2021,first_downs_2021,franchise_id_2021,fumbles_2021,gap_attempts_2021,grades_hands_fumble_2021,grades_offense_2021,grades_offense_penalty_2021,grades_pass_2021,grades_pass_block_2021,grades_pass_route_2021,grades_run_2021,grades_run_block_2021,longest_2021,penalties_2021,rec_yards_2021,receptions_2021,routes_2021,run_plays_2021,scramble_yards_2021,scrambles_2021,targets_2021,total_touches_2021,touchdowns_2021,yards_2021,yards_after_contact_2021,yco_attempt_2021,ypa_2021,yprr_2021,zone_attempts_2021,player_id_2022,position_2022,team_name_2022,player_game_count_2022,attempts_2022,avoided_tackles_2022,breakaway_attempts_2022,breakaway_percent_2022,breakaway_yards_2022,declined_penalties_2022,designed_yards_2022,drops_2022,elu_recv_mtf_2022,elu_rush_mtf_2022,elu_yco_2022,elusive_rating_2022,explosive_2022,first_downs_2022,franchise_id_2022,fumbles_2022,gap_attempts_2022,grades_hands_fumble_2022,grades_offense_2022,grades_offense_penalty_2022,grades_pass_2022,grades_pass_block_2022,grades_pass_route_2022,grades_run_2022,grades_run_block_2022,longest_2022,penalties_2022,rec_yards_2022,receptions_2022,routes_2022,run_plays_2022,scramble_yards_2022,scrambles_2022,targets_2022,total_touches_2022,touchdowns_2022,yards_2022,yards_after_contact_2022,yco_attempt_2022,ypa_2022,yprr_2022,zone_attempts_2022
Benny Snell Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45954.0,HB,PIT,11.0,108.0,20.0,5.0,23.0,98.0,0.0,426.0,0.0,0.0,20.0,343.0,57.2,9.0,19.0,25.0,1.0,73.0,66.8,68.6,80.4,,46.9,66.5,67.0,60.5,23.0,0.0,23.0,3.0,31.0,124.0,0.0,0.0,4.0,111.0,2.0,426.0,343.0,3.18,3.9,0.74,35.0,45954.0,HB,PIT,15.0,111.0,14.0,3.0,21.7,80.0,0.0,368.0,0.0,2.0,14.0,271.0,32.3,8.0,24.0,25.0,2.0,65.0,47.0,56.1,84.5,,53.2,53.3,57.7,60.9,30.0,0.0,61.0,10.0,98.0,138.0,0.0,0.0,13.0,121.0,4.0,368.0,271.0,2.44,3.3,0.62,37.0,45954.0,HB,PIT,14.0,36.0,7.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,7.0,74.0,37.9,0.0,2.0,25.0,0.0,15.0,80.9,53.8,0.0,,49.0,44.6,60.1,60.0,9.0,1.0,13.0,2.0,59.0,40.0,0.0,0.0,4.0,38.0,0.0,98.0,74.0,2.06,2.7,0.22,20.0,45954.0,HB,PIT,5.0,20.0,4.0,1.0,17.8,16.0,0.0,90.0,0.0,1.0,4.0,54.0,61.4,2.0,6.0,25.0,0.0,5.0,78.6,84.0,77.1,,35.6,74.2,81.1,72.0,16.0,0.0,17.0,2.0,13.0,23.0,0.0,0.0,2.0,22.0,1.0,90.0,54.0,2.7,4.5,1.31,14.0
Alexander Mattison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45817.0,HB,MIN,13.0,100.0,18.0,9.0,41.3,191.0,0.0,462.0,0.0,1.0,18.0,322.0,55.6,15.0,19.0,18.0,1.0,21.0,66.7,69.4,79.7,,27.7,65.0,68.9,60.0,35.0,0.0,82.0,10.0,73.0,112.0,0.0,0.0,11.0,110.0,1.0,462.0,322.0,3.22,4.6,1.12,75.0,45817.0,HB,MIN,13.0,96.0,23.0,8.0,34.8,151.0,0.0,434.0,1.0,6.0,23.0,278.0,77.0,12.0,24.0,18.0,0.0,19.0,88.1,80.9,81.3,,78.0,63.8,81.1,60.0,25.0,0.0,125.0,13.0,96.0,110.0,0.0,0.0,15.0,109.0,2.0,434.0,278.0,2.9,4.5,1.3,70.0,45817.0,HB,MIN,16.0,134.0,28.0,4.0,21.4,105.0,0.0,491.0,2.0,10.0,28.0,374.0,63.9,10.0,28.0,18.0,1.0,27.0,71.4,61.0,84.7,,54.6,61.3,61.5,41.8,48.0,0.0,228.0,32.0,196.0,148.0,0.0,0.0,38.0,166.0,3.0,491.0,374.0,2.79,3.7,1.16,105.0,45817.0,HB,MIN,17.0,74.0,23.0,1.0,5.3,15.0,0.0,283.0,2.0,5.0,23.0,204.0,86.7,9.0,21.0,18.0,0.0,24.0,86.1,71.3,86.3,,59.0,42.9,84.2,60.0,15.0,0.0,91.0,15.0,158.0,85.0,0.0,0.0,18.0,89.0,5.0,283.0,204.0,2.76,3.8,0.58,48.0
Kyler Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38334.0,QB,ARZ,16.0,94.0,6.0,8.0,33.1,180.0,1.0,341.0,0.0,0.0,4.0,97.0,9.2,18.0,27.0,1.0,5.0,15.0,85.7,64.2,67.2,61.1,,90.1,69.6,60.4,35.0,4.0,0.0,0.0,2.0,345.0,203.0,29.0,0.0,65.0,4.0,544.0,150.0,1.6,5.8,0.0,22.0,38334.0,QB,ARZ,16.0,133.0,17.0,10.0,24.3,200.0,0.0,395.0,0.0,0.0,11.0,156.0,25.5,32.0,52.0,1.0,8.0,15.0,83.1,82.8,48.8,77.2,,,86.5,60.6,48.0,7.0,0.0,0.0,0.0,428.0,427.0,51.0,0.0,82.0,11.0,822.0,284.0,2.14,6.2,,35.0,38334.0,QB,ARZ,14.0,88.0,3.0,3.0,21.0,89.0,0.0,199.0,0.0,0.0,2.0,46.0,2.7,14.0,25.0,1.0,13.0,4.0,45.9,84.0,53.9,88.1,,,49.1,61.3,57.0,4.0,7.0,0.0,0.0,361.0,224.0,30.0,0.0,58.0,5.0,423.0,82.0,0.93,4.8,,28.0,38334.0,QB,ARZ,11.0,68.0,7.0,5.0,27.3,113.0,0.0,207.0,0.0,0.0,4.0,67.0,14.5,15.0,23.0,1.0,9.0,20.0,47.9,67.1,88.4,63.4,,,71.8,60.8,42.0,1.0,0.0,0.0,0.0,245.0,207.0,25.0,0.0,43.0,3.0,414.0,163.0,2.4,6.1,,6.0
Bo Scarbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45731.0,HB,DET,6.0,89.0,7.0,5.0,26.8,101.0,0.0,377.0,0.0,0.0,7.0,281.0,24.6,6.0,15.0,11.0,1.0,33.0,61.7,72.1,81.1,,48.3,48.2,73.6,60.0,30.0,0.0,5.0,1.0,45.0,97.0,0.0,0.0,2.0,90.0,1.0,377.0,281.0,3.16,4.2,0.11,55.0,45731.0,HB,SEA,1.0,6.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,16.0,44.4,1.0,1.0,29.0,0.0,3.0,70.6,73.0,71.8,,73.6,56.5,71.7,,12.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,31.0,16.0,2.67,5.2,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Pollard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27126.0,HB,DAL,15.0,86.0,23.0,5.0,32.1,146.0,1.0,455.0,1.0,3.0,23.0,388.0,116.1,12.0,21.0,9.0,1.0,32.0,67.8,82.9,19.2,,19.4,72.1,84.1,73.2,44.0,1.0,107.0,15.0,81.0,103.0,0.0,0.0,20.0,101.0,2.0,455.0,388.0,4.51,5.3,1.32,52.0,27126.0,HB,DAL,16.0,101.0,23.0,5.0,32.0,139.0,0.0,435.0,4.0,9.0,23.0,363.0,89.2,10.0,23.0,9.0,0.0,33.0,90.3,71.7,86.7,,54.6,56.9,80.4,41.0,42.0,0.0,193.0,28.0,199.0,123.0,0.0,0.0,39.0,129.0,4.0,435.0,363.0,3.59,4.3,0.97,64.0,27126.0,HB,DAL,15.0,130.0,27.0,9.0,31.0,223.0,1.0,719.0,3.0,9.0,27.0,469.0,76.9,17.0,35.0,9.0,2.0,53.0,62.5,86.2,86.2,,45.6,65.5,90.3,74.8,58.0,1.0,337.0,39.0,168.0,157.0,0.0,0.0,44.0,169.0,2.0,719.0,469.0,3.61,5.5,2.01,68.0,27126.0,HB,DAL,16.0,193.0,41.0,17.0,43.7,440.0,0.0,1007.0,1.0,3.0,41.0,737.0,72.4,31.0,46.0,9.0,0.0,91.0,90.8,89.5,88.6,,75.3,75.7,88.9,58.6,57.0,0.0,371.0,39.0,245.0,252.0,0.0,0.0,50.0,232.0,9.0,1007.0,737.0,3.82,5.2,1.51,91.0
Gardner Minshew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41401.0,QB,JAX,14.0,67.0,5.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,15.0,13.0,1.0,29.3,70.5,77.0,70.2,,,58.5,60.0,21.0,1.0,0.0,0.0,0.0,305.0,350.0,50.0,0.0,17.0,0.0,344.0,130.0,1.94,5.1,,2.0,41401.0,QB,JAX,9.0,29.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,15.0,5.0,1.0,52.6,67.8,68.6,66.0,,59.8,67.7,60.4,16.0,1.0,0.0,1.0,1.0,161.0,158.0,24.0,1.0,6.0,1.0,153.0,65.0,2.24,5.3,0.0,2.0,41401.0,QB,PHI,4.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,24.0,1.0,0.0,48.4,61.7,82.5,59.9,,59.0,62.2,60.0,9.0,0.0,0.0,0.0,1.0,90.0,19.0,4.0,0.0,5.0,0.0,21.0,4.0,0.44,2.3,0.0,1.0,41401.0,QB,PHI,5.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,3.0,0.0,51.8,56.1,82.2,56.5,,,53.3,60.0,3.0,0.0,0.0,0.0,0.0,64.0,4.0,2.0,0.0,5.0,1.0,3.0,3.0,0.43,0.4,,1.0
Ty Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45769.0,HB,DET,16.0,63.0,8.0,2.0,20.9,57.0,0.0,273.0,2.0,2.0,8.0,183.0,33.4,7.0,11.0,11.0,1.0,24.0,60.7,51.2,86.9,,25.8,41.3,60.9,60.0,40.0,0.0,109.0,24.0,188.0,72.0,0.0,0.0,31.0,87.0,0.0,273.0,183.0,2.9,4.3,0.58,38.0,45769.0,HB,NYJ,11.0,54.0,4.0,2.0,19.7,50.0,0.0,254.0,0.0,2.0,4.0,122.0,19.4,4.0,11.0,22.0,0.0,9.0,85.0,69.1,83.6,,50.4,66.2,70.0,59.5,34.0,0.0,99.0,16.0,100.0,58.0,0.0,0.0,21.0,70.0,1.0,254.0,122.0,2.26,4.7,0.99,45.0,45769.0,HB,NYJ,16.0,61.0,8.0,3.0,26.5,63.0,0.0,238.0,9.0,8.0,8.0,131.0,36.2,7.0,13.0,22.0,1.0,24.0,37.9,56.0,88.9,,38.1,50.5,62.8,53.9,24.0,0.0,372.0,34.0,256.0,84.0,0.0,0.0,53.0,95.0,2.0,238.0,131.0,2.15,3.9,1.45,35.0,45769.0,HB,NYJ,11.0,30.0,12.0,3.0,43.8,70.0,0.0,160.0,2.0,2.0,12.0,121.0,134.4,6.0,5.0,22.0,0.0,12.0,81.9,71.2,90.4,,55.3,43.3,90.2,54.4,32.0,0.0,88.0,12.0,99.0,40.0,0.0,0.0,21.0,42.0,1.0,160.0,121.0,4.03,5.3,0.89,16.0
Patrick Laird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28219.0,HB,MIA,9.0,61.0,8.0,3.0,30.5,50.0,0.0,164.0,3.0,3.0,8.0,110.0,23.6,5.0,9.0,17.0,0.0,30.0,85.4,52.4,85.3,,26.3,66.4,46.9,60.0,18.0,0.0,204.0,23.0,158.0,71.0,0.0,0.0,28.0,84.0,1.0,164.0,110.0,1.8,2.7,1.29,29.0,28219.0,HB,MIA,13.0,13.0,1.0,1.0,23.6,17.0,0.0,72.0,0.0,1.0,1.0,46.0,30.8,2.0,4.0,17.0,1.0,3.0,26.3,55.5,84.1,,44.0,60.3,49.2,69.8,17.0,0.0,68.0,10.0,91.0,24.0,0.0,0.0,12.0,23.0,0.0,72.0,46.0,3.54,5.5,0.75,6.0,28219.0,HB,MIA,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,100.0,0.0,0.0,17.0,0.0,0.0,68.3,67.5,79.3,,66.3,79.0,56.7,60.0,4.0,0.0,17.0,3.0,27.0,5.0,0.0,0.0,3.0,4.0,0.0,4.0,2.0,2.0,4.0,0.63,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39462.0,HB,PHI,9.0,61.0,6.0,3.0,22.4,55.0,0.0,245.0,1.0,8.0,6.0,139.0,37.5,6.0,17.0,24.0,1.0,10.0,28.0,69.3,84.4,,59.6,84.4,60.4,58.8,25.0,0.0,204.0,24.0,87.0,80.0,0.0,0.0,26.0,85.0,5.0,245.0,139.0,2.28,4.0,2.34,51.0,39462.0,HB,PHI,16.0,80.0,14.0,4.0,29.9,112.0,0.0,374.0,0.0,5.0,14.0,242.0,54.7,9.0,16.0,24.0,1.0,28.0,52.2,68.2,89.5,,51.7,68.1,68.2,68.6,56.0,0.0,212.0,25.0,211.0,108.0,0.0,0.0,31.0,105.0,1.0,374.0,242.0,3.03,4.7,1.0,48.0,39462.0,HB,PHI,10.0,87.0,9.0,4.0,21.4,80.0,0.0,373.0,1.0,0.0,9.0,217.0,22.4,7.0,24.0,24.0,1.0,27.0,63.4,71.7,84.7,,58.2,62.3,72.2,59.8,23.0,0.0,83.0,13.0,83.0,121.0,0.0,0.0,15.0,100.0,7.0,373.0,217.0,2.49,4.3,1.0,59.0,39462.0,HB,PHI,15.0,54.0,6.0,3.0,25.8,56.0,0.0,217.0,0.0,1.0,6.0,151.0,33.2,6.0,12.0,24.0,0.0,23.0,86.1,60.6,86.6,,53.7,51.7,64.4,55.0,21.0,0.0,15.0,5.0,84.0,77.0,0.0,0.0,6.0,59.0,3.0,217.0,151.0,2.8,4.0,0.18,29.0
Justice Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45865.0,HB,BLT,16.0,58.0,8.0,1.0,8.0,18.0,0.0,225.0,1.0,2.0,8.0,118.0,30.8,6.0,10.0,3.0,0.0,45.0,86.3,53.4,84.6,,68.4,50.2,55.7,53.7,18.0,0.0,70.0,8.0,92.0,79.0,0.0,0.0,14.0,66.0,2.0,225.0,118.0,2.03,3.9,0.76,11.0,45865.0,HB,BLT,10.0,12.0,2.0,2.0,58.3,35.0,0.0,60.0,0.0,1.0,2.0,43.0,63.2,2.0,2.0,3.0,0.0,11.0,75.7,53.1,0.0,,81.2,55.0,57.4,45.1,19.0,1.0,20.0,5.0,41.0,25.0,0.0,0.0,5.0,17.0,0.0,60.0,43.0,3.58,5.0,0.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45865.0,HB,BLT,15.0,49.0,13.0,1.0,13.0,34.0,0.0,262.0,0.0,0.0,13.0,169.0,73.5,9.0,15.0,3.0,2.0,22.0,28.9,60.3,30.0,,53.5,50.9,68.7,55.4,34.0,1.0,58.0,12.0,124.0,89.0,0.0,0.0,12.0,61.0,0.0,262.0,169.0,3.45,5.3,0.47,16.0
Daniel Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39395.0,QB,NYG,13.0,43.0,6.0,1.0,5.6,16.0,0.0,55.0,0.0,0.0,0.0,12.0,0.0,10.0,21.0,21.0,18.0,1.0,27.1,65.5,61.7,65.1,,,59.0,60.0,26.0,2.0,0.0,0.0,0.0,250.0,231.0,27.0,0.0,16.0,2.0,286.0,95.0,2.21,6.7,,5.0,39395.0,QB,NYG,14.0,65.0,5.0,5.0,48.5,205.0,0.0,249.0,0.0,0.0,3.0,73.0,11.8,13.0,17.0,21.0,11.0,5.0,34.1,78.4,76.5,74.4,74.5,,78.8,60.0,80.0,5.0,0.0,0.0,0.0,314.0,174.0,22.0,0.0,43.0,1.0,423.0,145.0,2.23,6.5,,18.0,39395.0,QB,NYG,11.0,62.0,6.0,2.0,20.5,61.0,0.0,149.0,0.0,0.0,4.0,61.0,15.6,8.0,16.0,21.0,7.0,5.0,51.1,71.1,72.2,70.6,72.2,92.6,57.4,60.2,46.0,3.0,16.0,1.0,4.0,229.0,149.0,23.0,1.0,40.0,2.0,298.0,97.0,1.56,4.8,4.0,14.0,39395.0,QB,NYG,16.0,121.0,12.0,5.0,13.4,94.0,0.0,274.0,0.0,0.0,0.0,85.0,0.0,27.0,57.0,21.0,6.0,10.0,51.1,76.0,34.5,71.1,,57.7,81.8,61.3,25.0,8.0,0.0,0.0,2.0,424.0,429.0,56.0,0.0,65.0,7.0,703.0,307.0,2.54,5.8,0.0,23.0
Derrius Guice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45664.0,HB,WAS,5.0,42.0,10.0,3.0,49.0,120.0,0.0,245.0,1.0,4.0,10.0,213.0,144.9,4.0,9.0,32.0,0.0,22.0,82.3,76.0,78.4,,83.0,61.9,75.6,60.0,60.0,0.0,79.0,7.0,39.0,45.0,0.0,0.0,9.0,49.0,2.0,245.0,213.0,5.07,5.8,2.03,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41193.0,HB,LA,8.0,39.0,10.0,2.0,25.2,37.0,0.0,147.0,1.0,1.0,10.0,145.0,95.1,4.0,10.0,26.0,0.0,15.0,82.1,61.8,77.7,,46.1,48.4,65.8,58.6,22.0,0.0,37.0,4.0,38.0,46.0,0.0,0.0,5.0,43.0,0.0,147.0,145.0,3.72,3.8,0.97,24.0,41193.0,HB,LA,15.0,138.0,22.0,6.0,24.5,153.0,0.0,624.0,0.0,4.0,22.0,373.0,45.6,20.0,40.0,26.0,0.0,45.0,90.1,80.4,83.7,,83.5,67.9,79.2,59.3,40.0,0.0,159.0,16.0,147.0,172.0,0.0,0.0,22.0,154.0,5.0,624.0,373.0,2.7,4.5,1.08,92.0,41193.0,HB,LA,12.0,149.0,19.0,8.0,20.5,141.0,0.0,688.0,3.0,4.0,19.0,371.0,32.2,20.0,39.0,26.0,0.0,41.0,90.3,68.7,89.5,,78.0,46.6,78.2,60.0,29.0,0.0,176.0,29.0,280.0,172.0,0.0,0.0,41.0,178.0,5.0,688.0,371.0,2.49,4.6,0.63,107.0,41193.0,HB,JAX,10.0,70.0,8.0,3.0,20.1,57.0,0.0,283.0,0.0,1.0,8.0,182.0,26.9,5.0,14.0,15.0,0.0,19.0,86.1,57.7,88.4,,61.7,49.6,62.3,56.9,23.0,0.0,102.0,17.0,200.0,88.0,0.0,0.0,21.0,87.0,3.0,283.0,182.0,2.6,4.0,0.51,49.0
Darwin Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83791.0,HB,KC,11.0,37.0,6.0,0.0,0.0,0.0,1.0,128.0,1.0,1.0,6.0,103.0,42.4,2.0,9.0,16.0,0.0,9.0,82.1,57.1,0.0,,23.7,52.7,60.4,76.9,12.0,2.0,43.0,9.0,53.0,44.0,0.0,0.0,10.0,46.0,1.0,128.0,103.0,2.78,3.5,0.81,28.0,83791.0,HB,KC,5.0,27.0,3.0,0.0,0.0,0.0,0.0,97.0,1.0,2.0,3.0,58.0,31.6,4.0,7.0,16.0,2.0,6.0,22.6,53.3,80.6,,79.9,39.5,57.8,60.3,14.0,0.0,65.0,7.0,44.0,30.0,0.0,0.0,10.0,34.0,1.0,97.0,58.0,2.15,3.6,1.48,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Gaskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45914.0,HB,MIA,7.0,36.0,8.0,2.0,31.6,42.0,1.0,133.0,2.0,1.0,8.0,118.0,68.6,3.0,7.0,17.0,0.0,19.0,81.4,57.4,81.5,,35.3,41.6,64.8,72.0,27.0,1.0,51.0,7.0,67.0,39.0,0.0,0.0,10.0,43.0,1.0,133.0,118.0,3.28,3.7,0.76,16.0,45914.0,HB,MIA,10.0,142.0,31.0,5.0,17.3,101.0,0.0,584.0,3.0,5.0,31.0,360.0,49.9,12.0,27.0,17.0,2.0,67.0,61.2,74.5,86.7,,71.9,75.4,70.5,59.9,26.0,0.0,388.0,41.0,208.0,165.0,0.0,0.0,47.0,183.0,3.0,584.0,360.0,2.54,4.1,1.87,67.0,45914.0,HB,MIA,17.0,173.0,19.0,7.0,21.1,129.0,0.0,612.0,2.0,10.0,19.0,378.0,28.5,12.0,25.0,17.0,2.0,85.0,66.7,64.8,88.6,,50.5,70.6,63.4,41.7,30.0,0.0,234.0,49.0,288.0,187.0,0.0,0.0,62.0,222.0,3.0,612.0,378.0,2.18,3.5,0.81,82.0,45914.0,HB,MIA,2.0,10.0,3.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,3.0,34.0,145.7,1.0,2.0,17.0,0.0,3.0,74.4,66.5,76.6,,75.0,62.1,67.3,60.0,10.0,0.0,28.0,4.0,22.0,14.0,0.0,0.0,6.0,14.0,0.0,26.0,34.0,3.4,2.6,1.27,7.0
Ryquell Armstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45810.0,HB,JAX,14.0,35.0,4.0,1.0,14.8,16.0,0.0,108.0,3.0,1.0,4.0,90.0,26.2,2.0,5.0,15.0,0.0,18.0,82.1,55.4,81.3,,43.0,48.1,59.2,60.0,16.0,0.0,144.0,14.0,89.0,45.0,0.0,0.0,21.0,49.0,0.0,108.0,90.0,2.57,3.1,1.62,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45810.0,HB,JAX,2.0,15.0,2.0,1.0,32.5,26.0,0.0,80.0,1.0,0.0,2.0,51.0,37.8,1.0,3.0,15.0,0.0,6.0,76.4,58.8,0.0,,,44.8,66.3,60.0,26.0,1.0,16.0,3.0,13.0,19.0,0.0,0.0,4.0,18.0,0.0,80.0,51.0,3.4,5.3,1.23,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Hilliman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45826.0,HB,NYG,3.0,30.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,58.0,0.0,1.0,6.0,21.0,2.0,11.0,22.1,52.1,80.4,,87.9,30.7,56.6,59.4,10.0,0.0,1.0,3.0,46.0,37.0,0.0,0.0,4.0,33.0,0.0,91.0,58.0,1.93,3.0,0.02,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerrith Whyte Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26392.0,HB,PIT,6.0,25.0,4.0,2.0,30.3,37.0,0.0,122.0,0.0,0.0,4.0,90.0,55.4,4.0,5.0,25.0,0.0,17.0,38.2,64.4,78.6,,72.3,26.9,70.1,58.6,21.0,0.0,9.0,1.0,5.0,31.0,0.0,0.0,1.0,26.0,0.0,122.0,90.0,3.6,4.9,1.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
