,Position,weighted_avg_avg_depth_of_target,weighted_avg_avoided_tackles,weighted_avg_caught_percent,weighted_avg_contested_catch_rate,weighted_avg_contested_receptions,weighted_avg_contested_targets,weighted_avg_declined_penalties,weighted_avg_drop_rate,weighted_avg_drops,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_fumbles,weighted_avg_grades_hands_drop,weighted_avg_grades_hands_fumble,weighted_avg_grades_offense,weighted_avg_grades_pass_block,weighted_avg_grades_pass_route,weighted_avg_inline_rate,weighted_avg_interceptions,weighted_avg_longest,weighted_avg_pass_block_rate,weighted_avg_pass_blocks,weighted_avg_pass_plays,weighted_avg_penalties,weighted_avg_receptions,weighted_avg_route_rate,weighted_avg_routes,weighted_avg_slot_rate,weighted_avg_targeted_qb_rating,weighted_avg_targets,weighted_avg_touchdowns,weighted_avg_wide_rate,weighted_avg_yards,weighted_avg_yards_after_catch,weighted_avg_yards_after_catch_per_reception,weighted_avg_yards_per_reception,weighted_avg_yprr,Team,Year,Previous_avg_depth_of_target,Previous_avoided_tackles,Previous_caught_percent,Previous_contested_catch_rate,Previous_contested_receptions,Previous_contested_targets,Previous_declined_penalties,Previous_drop_rate,Previous_drops,Previous_first_downs,Previous_franchise_id,Previous_fumbles,Previous_grades_hands_drop,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_pass_block,Previous_grades_pass_route,Previous_inline_rate,Previous_interceptions,Previous_longest,Previous_pass_block_rate,Previous_pass_blocks,Previous_pass_plays,Previous_penalties,Previous_receptions,Previous_route_rate,Previous_routes,Previous_slot_rate,Previous_targeted_qb_rating,Previous_targets,Previous_touchdowns,Previous_wide_rate,Previous_yards,Previous_yards_after_catch,Previous_yards_after_catch_per_reception,Previous_yards_per_reception,Previous_yprr
0,WR,11.694987922705314,4.899154589371981,58.42946859903382,43.7594806763285,7.611111111111111,16.28743961352657,0.338768115942029,7.31262077294686,2.4420289855072466,21.43961352657005,1.0,0.0,64.9522342995169,78.97493961352657,64.32167874396136,21.176871980676328,63.50501207729468,0.6346618357487923,2.7059178743961354,37.89009661835749,0.11044685990338164,0.321256038647343,370.46256038647346,0.8182367149758454,39.26026570048309,94.8070652173913,350.8152173913044,39.26570048309179,70.54885265700483,63.721014492753625,3.013285024154589,60.09963768115942,445.40942028985506,133.05736714975845,3.130193236714976,11.17487922705314,1.1510386473429952,Cardinals,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,WR,10.725978647686834,7.530757498729029,69.00721911540417,39.06029486527707,9.521606507371631,20.738179969496695,0.31113370615149977,6.633655312658871,4.913065582104728,47.043213014743266,2.0,1.7203863751906456,70.88744280630402,39.05826131164209,74.96573462125063,0.0,74.98932384341637,0.44844941535332994,1.4824605998983222,54.31875953228266,0.0,0.0,505.97712252160653,1.3817996949669547,72.30960854092527,94.64636502287748,478.10269445856636,38.98896797153025,113.47081850533809,103.91713268937468,6.350788002033553,60.34153533299441,993.1103202846975,359.06558210472804,5.207778342653788,13.274631418403661,1.9734875444839857,Falcons,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,WR,12.20068886337543,6.393226176808266,58.604535017221586,45.72146957520092,5.642939150401837,14.374282433983927,0.309414466130884,11.489265212399541,6.829506314580941,30.14236509758898,3.0,0.0,47.3422502870264,80.35051664753158,64.52531572904708,18.013088404133182,64.02743972445464,0.5950631458094144,2.0252583237657866,40.61595866819747,0.054420206659012635,0.27210103329506313,474.34328358208955,2.743972445464983,48.30597014925373,93.07830080367394,440.65269804822043,37.734902411021814,82.81452353616532,85.00631458094145,2.798507462686567,61.501779563719865,600.0086107921928,176.8564867967853,3.6327784156142364,12.611940298507463,1.344207807118255,Ravens,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,WR,13.073180327868851,1.0478688524590163,59.34308196721311,39.49914754098361,4.125901639344263,11.91016393442623,0.0,6.3296393442622945,1.9278688524590164,19.544262295081968,4.0,0.3901639344262295,67.14,57.481508196721315,63.60059016393442,30.00360655737705,62.85737704918033,0.19508196721311474,2.499016393442623,46.231475409836065,0.7022950819672131,4.2918032786885245,340.40196721311474,1.0852459016393443,32.47147540983607,92.88275409836066,313.647868852459,42.252,82.24059016393443,56.18229508196721,3.5147540983606556,57.43547540983607,419.20918032786886,99.7527868852459,3.556262295081967,12.78472131147541,1.30607868852459,Bills,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,WR,10.724621212121212,7.7267316017316015,65.91060606060606,47.169209956709956,6.114177489177489,13.447510822510823,0.12012987012987013,8.387824675324676,3.787878787878788,27.03625541125541,5.0,0.9063852813852814,61.196969696969695,45.192424242424245,67.43008658008658,15.838690476190477,68.05817099567099,0.20562770562770563,2.4464285714285716,46.9767316017316,0.04880952380952381,0.24404761904761904,384.0,1.6574675324675325,41.650432900432904,94.11574675324675,361.48268398268397,39.97624458874459,91.22775974025974,63.06114718614719,2.738095238095238,59.23706709956709,524.6536796536797,193.30519480519482,4.2569805194805195,12.354004329004328,1.4117207792207793,Panthers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,WR,12.252412950519243,4.505803298717166,63.33488087965791,54.474648747709224,7.52351863164325,13.550397067806964,1.3646915088576665,5.164263897373244,2.2553451435552843,25.715943799633475,6.0,0.6065974343310935,72.3735491753207,56.10653634697617,67.24123396456935,47.4923029932804,68.18790470372633,1.653268173488088,1.948686621869273,47.19975565058033,0.24593769089798412,0.8142944410507025,414.21869273060474,4.344532681734881,46.538179596823454,92.7390348197923,385.68662186927304,40.71795968234576,91.78955406230911,71.76114844227244,3.545510079413561,57.401710445937695,552.6854001221747,180.89737324373854,3.8313989004276117,12.274343310934638,1.3818387293830174,Bears,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WR,12.069850083287063,3.0838423098278733,57.3635202665186,46.40877290394225,5.9761243753470294,12.414769572459745,0.6029983342587452,13.143031649083841,3.8550805108273183,27.300388672959468,7.0,0.3475846751804553,57.79616879511383,69.57695724597446,68.01632426429761,8.718656302054415,68.48956135480289,0.6619655746807329,1.6007773459189338,37.814547473625765,0.05308162132148807,0.13270405330372015,362.49916712937255,1.3759022765130484,39.52415324819545,92.58622987229317,335.72182121043863,37.59750138811771,87.57096057745696,63.62187673514714,4.79011660188784,61.406107717934475,514.3970016657413,177.22265408106608,3.5868406440866183,11.99367018323154,1.3756524153248197,Bengals,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WR,12.95068946497518,3.974627688913403,62.04390512961942,44.0665195808053,7.151682294539437,15.594594594594595,0.6243794815223387,8.319966905681191,4.602316602316602,30.080529509100938,8.0,1.039161610590182,59.80788747931605,49.46067291781577,68.52520683949255,13.654440154440154,67.34004412575841,0.1866519580805295,2.629343629343629,54.16547159404302,0.07093215664644235,0.3546607832322118,472.28626585769445,2.825703254274683,50.99944842801985,92.32928847214562,435.1792608935466,39.24682846111418,91.48565912851628,84.66298952013237,3.8075013789299503,60.35372311086597,664.9895201323773,207.82239382239382,4.356480970766685,13.75449531163817,1.5974738003309434,Browns,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WR,11.318480492813142,2.7546201232032854,66.71822381930185,50.676796714579055,5.168891170431212,10.803901437371664,0.561088295687885,5.325308008213553,2.878336755646817,32.85728952772074,9.0,0.7361396303901437,69.33362422997946,57.559137577002055,70.61586242299795,10.030492813141684,70.00277207392197,0.6502566735112937,1.4163244353182751,56.668377823408626,0.14979466119096507,0.16427104722792607,461.4158110882957,0.965605749486653,50.53336755646817,92.85215605749487,428.9240246406571,36.308110882956875,102.4017453798768,73.75872689938399,3.712012320328542,62.68701232032854,645.3167351129364,233.91170431211498,4.558110882956878,13.339630390143736,1.4844096509240248,Cowboys,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WR,12.260237556561085,4.602941176470588,61.33399321266968,35.923812217194566,4.674773755656108,12.692307692307692,0.543552036199095,12.190667420814481,5.144796380090498,24.471153846153847,10.0,0.543552036199095,48.53212669683257,70.62545248868778,66.0795814479638,27.37816742081448,65.15695701357465,1.0139140271493212,1.9892533936651584,40.297511312217196,0.10871040723981902,0.39592760180995473,402.3665158371041,3.3009049773755654,40.96493212669683,93.4756221719457,374.52488687782807,38.05729638009049,85.16776018099547,65.46097285067873,2.7697963800904977,60.58721719457014,547.8976244343892,162.77205882352942,3.888574660633484,13.628337104072399,1.4116798642533936,Broncos,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
