Team,Season,nfelo,QB Adj,Value,WoW,YTD,Play,Pass,Rush,Play,Pass,Rush,Play,For,Against,Dif,Wins,Pythag,Elo,Film
CIN,2017,1404.01,-18.6982,-3.08549,0,-3.22059,-0.1329,-0.0978,-0.14958,-0.0429,-0.0695,-0.0312878,-0.09,18.125,21.8125,-3.6875,7,6.272,7.16631,7
TEN,2023,1403.5,-4.8091,-3.63272,0,-1.56408,-0.0418,-0.064,-0.0604828,0.0427,0.0945,-0.11289,-0.0845,17.9412,21.5882,-3.6471,6,6.6654,7.09598,6
JAX,2016,1402.74,1.6373,-4.21916,0,-1.29689,-0.0726,-0.0733,-0.106255,0.0096,-0.0019,-0.0925101,-0.0822,19.875,25,-5.125,3,5.8772,5.27183,6
ARI,2023,1401.71,53.9,-3.70426,0,0.95041,-0.0559,-0.1798,0.0391246,0.0799,0.1602,0.00520382,-0.1358,19.4118,26.7647,-7.3529,4,5.4124,4.59797,3
OAK,2024,1401.46,-4.8267,-4.53743,0,-3.23904,-0.1391,-0.0986,-0.24051,-0.0013,0.0699,-0.0730086,-0.1378,18.1765,25.5294,-7.3529,4,5.2519,6.57295,3
CLE,2014,1401.33,-50.1862,-4.64268,0,-0.434248,-0.1055,-0.0425,-0.124677,-0.0582,-0.1017,-0.0254374,-0.0473,18.6875,21.0625,-2.375,7,6.8734,7.05897,6
LAC,2023,1400.78,-76.2427,-3.7413,0,-4.83936,-0.0723,-0.0307,-0.16377,-0.0199,0.0405,-0.0580329,-0.0524,20.3529,23.4118,-3.0588,5,7.1025,8.57392,6
CAR,2025,1400.67,10.5343,-3.47713,0,1.85615,-0.017,-0.0641,-0.0329068,0.0664,0.1116,0.000729135,-0.0834,19,23,-4,8,6.9965,6.83557,6
CHI,2016,1400.6,-46.2446,-4.2934,0,-2.31156,-0.09,-0.0018,-0.0996373,0.0538,0.1139,0.00985864,-0.1438,17.4375,24.9375,-7.5,3,4.7981,5.37543,8
CLE,2013,1396.27,18.7308,-3.6834,0,-0.887691,-0.082,-0.1015,-0.0395296,0.015,0.0169,-0.0432461,-0.0969,19.25,25.375,-6.125,4,5.4708,5.85711,6
JAX,2024,1394.58,-39.1592,-4.81179,0,-4.71427,0.0088,-0.0157,-0.032836,0.127,0.2085,0.0222976,-0.1183,18.8235,25.5882,-6.7647,4,5.5371,7.29381,4
TB,2015,1392.7,16.3718,-3.29306,0,0.941519,-0.0365,0.0681,-0.0640702,0.0418,0.1394,-0.0996123,-0.0783,21.375,26.0625,-4.6875,6,6.1542,6.63982,7
IND,2025,1392.11,-66.425,-3.81956,0,-0.831177,0.1117,0.0596,0.0767292,0.0405,0.0421,-0.0618417,0.0711,27.4118,24.2353,3.1765,8,9.7318,8.47437,9
DEN,2020,1391.95,10.1853,-3.8036,0,-2.50445,-0.0888,-0.1343,-0.0851121,0.0439,0.0451,0.0202442,-0.1327,20.1875,27.875,-7.6875,5,5.082,6.20465,6
WAS,2014,1391.44,-18.2977,-5.03849,0,-3.30217,-0.0766,-0.0776,-0.0906286,0.0733,0.2398,-0.117415,-0.1499,18.8125,27.375,-8.5625,4,4.661,5.35213,3
NYG,2023,1390.83,-18.4873,-4.13949,0,-2.32239,-0.1968,-0.2236,-0.145362,-0.0404,-0.0551,0.0228885,-0.1564,15.6471,23.9412,-8.2941,6,4.5453,6.1965,6
DET,2018,1390.82,-18.8982,-4.24183,0,-4.27055,-0.0643,-0.0194,-0.0984408,-0.025,0.0822,-0.0490423,-0.0393,20.25,22.5,-2.25,6,7.0063,6.70924,7
NYJ,2016,1390.46,9.5024,-4.69921,0,-6.07289,-0.125,-0.1294,-0.0374372,0.0237,0.161,-0.182283,-0.1487,17.1875,25.5625,-8.375,5,4.492,6.63115,5
CHI,2014,1390.42,-2.318,-5.07926,0,-6.75919,-0.0738,-0.0873,-0.0320726,0.0642,0.1589,-0.0371947,-0.138,19.9375,27.625,-7.6875,5,5.0536,7.24114,5
DAL,2015,1388.83,-110.342,-3.44765,0,-6.10386,-0.0748,-0.1362,-0.0245296,0.0421,0.1047,-0.0235042,-0.117,17.1875,23.375,-6.1875,4,5.2075,6.26928,7
TB,2009,1388.77,5.0995,-5.67883,-0.125225,-3.85465,-0.1719,-0.195,-0.118963,0.0042,0.0841,-0.010459,-0.1761,15.25,25,-9.75,3,3.7854,4.73971,2
MIA,2017,1388.36,6.0942,-3.7117,0,-1.84098,-0.1455,-0.1155,-0.155535,-0.0146,0.1247,-0.0980906,-0.1308,17.5625,24.5625,-7,6,4.9774,6.70874,3
TB,2013,1387.64,-18.8508,-4.02849,0,-4.27097,-0.0931,-0.1065,-0.0922309,0.0182,0.0606,-0.0848175,-0.1113,18,24.3125,-6.3125,4,5.2649,5.73045,4
CLE,2025,1386.42,-26.7378,-4.04702,0,0.308013,-0.2101,-0.3127,-0.0523226,-0.0959,-0.145,-0.0686135,-0.1143,16.4118,22.2941,-5.8824,5,5.5433,5.51169,8
ATL,2021,1386.09,-22.0395,-5.1894,0,-3.38275,-0.104,-0.07,-0.165033,0.0585,0.1441,0.0000399378,-0.1625,18.4118,27,-8.5882,7,4.8882,7.02525,6
BUF,2010,1385.17,-21.0268,-3.32608,0,-1.92688,-0.1038,-0.1133,-0.11877,0.045,0.1077,0.0261676,-0.1488,17.6875,26.5625,-8.875,4,4.4181,4.64028,4
CAR,2019,1384.38,-62.2797,-3.92646,0,-4.64501,-0.1093,-0.1081,-0.0816563,0.0436,0.018,0.0959071,-0.153,21.25,29.375,-8.125,5,5.0728,6.78987,5
WAS,2020,1383.24,-73.9468,-4.15196,0,1.54087,-0.057,-0.1176,-0.000719387,-0.0453,-0.0851,-0.0747032,-0.0117,21.0588,21.1765,-0.1176,7,8.4439,6.7618,9
MIN,2010,1383.02,-66.316,-3.41242,0,-8.14197,-0.1018,-0.1813,-0.0760518,-0.0345,-0.0202,-0.10321,-0.0673,17.5625,21.75,-4.1875,6,6.015,7.29017,8
NYG,2020,1382.2,-10.9761,-4.19349,0,-0.813862,-0.0638,-0.0862,-0.0510418,0.0199,0.074,-0.0482828,-0.0837,17.5,22.3125,-4.8125,6,5.7585,5.41001,5
IND,2015,1381.24,-88.3931,-3.75128,0,-5.48278,-0.0923,-0.0486,-0.195615,-0.0164,0.0705,-0.0849919,-0.0759,20.8125,25.5,-4.6875,8,6.1107,8.45486,4
NYG,2019,1378.21,5.6817,-4.17312,0,-1.68436,-0.0927,-0.088,-0.0591354,0.0319,0.1919,-0.123284,-0.1246,21.3125,28.1875,-6.875,4,5.4424,5.53345,4
MIA,2018,1378.13,-3.9399,-4.74963,0,-1.71164,-0.1353,-0.1273,-0.105741,0.0187,0.0865,-0.00607609,-0.154,19.9375,27.0625,-7.125,7,5.2237,6.8292,6
BAL,2015,1377.78,-82.8538,-3.88972,0,-5.72203,-0.0556,-0.0346,-0.142871,0.0195,0.1159,-0.120585,-0.0751,20.5,25.0625,-4.5625,5,6.1302,7.22669,8
OAK,2013,1377.27,-5.8863,-4.44339,0,0.0639067,-0.0781,-0.0846,-0.0423449,0.0635,0.1794,-0.0782324,-0.1416,20.125,28.3125,-8.1875,4,4.9297,5.07991,3
SEA,2009,1374.94,-13.7626,-6.23204,-0.125225,-2.65432,-0.0985,-0.1168,-0.156873,0.0145,0.1172,-0.102795,-0.113,17.5,24.375,-6.875,5,5.0108,6.88296,4
CLE,2024,1374.21,-16.8767,-5.62638,0,-5.90611,-0.1964,-0.2691,-0.0661024,-0.0147,0.0612,-0.0737354,-0.1817,15.1765,25.5882,-10.4118,3,3.8212,5.69272,2
IND,2011,1373.97,-6.2257,-5.74903,0,-7.01878,-0.1591,-0.1562,-0.127485,0.0489,0.15,-0.0377487,-0.208,15.1875,26.875,-11.6875,2,3.2871,5.96214,3
SEA,2010,1371.32,0.5588,-3.88016,0,-0.101201,-0.0607,-0.0711,-0.120057,0.0341,0.1156,-0.0499863,-0.0948,20.8333,26.5556,-5.7222,8,6.4808,7.40153,8
WAS,2022,1371.2,-63.3232,-4.4504,0,-2.49943,-0.0694,-0.1071,-0.0539286,-0.0539,-0.0655,-0.101047,-0.0155,18.8824,20.1765,-1.2941,8,7.8337,7.9133,8
TEN,2022,1369.1,-52.8383,-4.53464,0,-4.33755,-0.0876,-0.0684,-0.0789833,-0.0119,0.0666,-0.127106,-0.0757,17.5294,21.1176,-3.5882,7,6.6541,8.82114,9
OAK,2014,1367.31,-0.586,-6.00359,0,-2.38242,-0.2047,-0.164,-0.235525,0.0196,0.1377,-0.0893233,-0.2243,15.8125,28.25,-12.4375,3,3.2283,3.51975,2
TEN,2012,1366.92,-13.3721,-5.13004,0,-4.73558,-0.1013,-0.107,-0.0976069,0.0596,0.0806,0.0197309,-0.1609,20.625,29.4375,-8.8125,6,4.8139,6.01004,8
WAS,2023,1366.01,-11.9695,-5.132,0,-3.68847,-0.1107,-0.1621,-0.0238112,0.095,0.171,-0.0270037,-0.2056,19.3529,30.4706,-11.1176,4,4.3232,6.11126,6
NYJ,2019,1365.27,30.3502,-4.69103,0,-0.734687,-0.1781,-0.1573,-0.179996,-0.0604,0.0321,-0.169444,-0.1177,17.25,22.4375,-5.1875,7,5.5851,6.75371,7
NYJ,2018,1363.87,10.9423,-5.32007,0,-1.61152,-0.1371,-0.1193,-0.161285,-0.0173,0.0519,-0.0132615,-0.1198,20.8125,27.5625,-6.75,4,5.4312,6.02918,5
NYG,2017,1363.5,-2.9898,-4.70586,0,-5.48474,-0.181,-0.1252,-0.133207,-0.0212,0.0483,-0.0598692,-0.1599,15.375,24.25,-8.875,3,4.0563,6.43757,3
WAS,2013,1363.49,-47.1147,-4.99452,0,-7.29331,-0.0936,-0.0719,-0.0243295,0.0545,0.117,-0.0706698,-0.1481,20.875,29.875,-9,3,4.7924,6.33899,5
DET,2021,1362.56,5.3232,-6.13032,0,-2.62537,-0.0803,-0.0502,-0.0892653,0.0771,0.1649,-0.00252374,-0.1573,19.1176,27.4706,-8.3529,3,5.0578,4.14953,2
WAS,2018,1360.04,-85.9703,-5.42654,0,-4.94505,-0.0787,-0.1193,-0.0277414,0.0102,0.0255,0.00136712,-0.0889,17.5625,22.4375,-4.875,7,5.7408,6.81786,6
JAX,2011,1359.65,-9.959,-6.32198,0,-5.5364,-0.1564,-0.2918,-0.110457,-0.0786,0.0106,-0.147029,-0.0778,15.1875,20.5625,-5.375,5,5.245,6.26513,7
TEN,2016,1358.14,-113.641,-6.00322,0,-3.27826,0.006,0.076,-0.0416188,0.0056,0.1119,-0.102762,0.0005,23.8125,23.625,0.1875,9,8.0749,6.79853,11
MIA,2025,1356.64,-75.9449,-5.2384,0,-5.17535,0.0094,-0.0093,-0.0286597,0.0902,0.1343,0.0253443,-0.0808,20.4118,24.9412,-4.5294,7,6.5185,7.74585,9
TB,2011,1355.82,-8.1565,-6.47509,0,-6.59325,-0.0919,-0.1131,-0.124069,0.1286,0.1821,0.0448775,-0.2205,17.9375,30.875,-12.9375,4,3.4617,6.57442,4
ATL,2022,1354.2,-40.3748,-5.13045,0,-1.07734,-0.0029,-0.0298,0.0190419,0.0245,0.1336,-0.0102606,-0.0275,21.4706,22.7059,-1.2353,7,7.9374,7.01502,10
JAX,2010,1353.86,-78.5234,-4.57858,0,-1.19101,0.0554,-0.0358,0.0582319,0.1331,0.2268,-0.00436309,-0.0777,22.0625,26.1875,-4.125,8,6.3971,7.41528,5
BUF,2009,1353.55,-22.6152,-7.08754,-0.125225,-4.53356,-0.1161,-0.1874,-0.0871387,-0.0341,-0.1544,0.0631371,-0.082,16.125,20.375,-4.25,6,5.8374,6.6158,4
MIA,2015,1351.34,-8.2034,-4.94739,0,-4.40107,-0.0593,-0.0072,-0.0956527,0.0246,0.1605,-0.0750629,-0.0839,19.375,24.3125,-4.9375,6,5.8984,7.54192,4
CIN,2018,1349.39,-81.6525,-5.8525,0,-3.73473,-0.0117,0.01,-0.0538222,0.0825,0.1614,0.0277847,-0.0943,23,28.4375,-5.4375,6,6.0296,6.41486,6
OAK,2018,1347.88,-5.031,-5.95949,0,-3.36424,-0.0915,-0.0129,-0.131348,0.1113,0.2314,0.0370635,-0.2029,18.125,29.1875,-11.0625,4,3.909,5.6255,2
WAS,2010,1346.95,-77.1875,-4.8549,0,-5.44122,-0.1036,-0.0783,-0.108854,-0.0215,0.0804,-0.0286471,-0.0821,18.875,23.5625,-4.6875,6,5.9443,6.32736,5
BUF,2018,1346.53,43.8917,-6.01348,0,-1.25406,-0.2103,-0.2602,-0.0603323,-0.1024,-0.138,-0.0747038,-0.1079,16.8125,23.375,-6.5625,6,5.0256,6.59229,5
SF,2016,1344.15,12.6751,-6.55173,0,-3.07192,-0.1228,-0.1258,-0.0390669,0.0697,0.1554,0.000010196,-0.1924,19.3125,30,-10.6875,2,4.1665,4.82653,2
CLE,2012,1343.47,-87.3246,-6.06836,0,-1.61605,-0.072,-0.0946,-0.0380733,-0.0091,0.0585,-0.0897778,-0.0628,18.875,23,-4.125,5,6.1598,5.40687,6
CAR,2021,1343.28,-27.0071,-6.90157,0,-4.0301,-0.1649,-0.2289,-0.0407171,-0.0657,-0.02,-0.111437,-0.0992,17.8824,23.7647,-5.8824,5,5.7392,7.61959,5
ARI,2010,1341.73,11.7201,-5.06377,0,-3.33883,-0.191,-0.302,-0.124982,-0.0113,0.0278,-0.0969958,-0.1798,18.0625,27.125,-9.0625,5,4.4183,7.33792,3
ARI,2012,1341.06,-17.5781,-6.16454,0,-2.46323,-0.2313,-0.3149,-0.213964,-0.118,-0.1473,-0.103836,-0.1133,15.625,22.3125,-6.6875,5,4.8098,6.40504,3
DET,2020,1341.02,-7.6169,-5.84056,0,-5.31046,-0.0104,0.0527,-0.105939,0.1522,0.3112,0.0419852,-0.1625,23.5625,32.4375,-8.875,5,5.1067,5.91818,3
DEN,2010,1340.89,-11.1035,-5.09761,0,-3.54608,0.0005,0.0634,-0.154371,0.139,0.2229,0.0100185,-0.1385,21.5,29.4375,-7.9375,4,5.1517,6.38956,4
JAX,2019,1340.35,-40.1837,-5.68756,0,-4.58095,-0.06,-0.0514,-0.0742523,0.0478,0.1058,0.00918137,-0.1078,18.75,24.8125,-6.0625,6,5.4376,6.43112,3
CAR,2024,1339.73,4.0038,-7.00648,0,-2.06516,-0.053,-0.1096,0.00910872,0.1555,0.169,0.12507,-0.2085,20.0588,31.4118,-11.3529,5,4.3646,4.34599,4
CIN,2019,1337.19,13.3949,-5.81413,0,-3.40616,-0.0891,-0.1366,-0.0841282,0.0719,0.192,-0.00069801,-0.161,17.4375,26.25,-8.8125,2,4.3999,4.72492,3
HOU,2022,1336.83,-8.0899,-5.82515,0,-1.22035,-0.1706,-0.2032,-0.181968,-0.0246,-0.0151,0.00227689,-0.1461,17,24.7059,-7.7059,3,4.963,4.33414,2
LAR,2016,1336.14,-11.419,-6.88314,0,-7.44414,-0.2084,-0.2941,-0.167928,-0.0058,0.0533,-0.0418239,-0.2026,14,24.625,-10.625,4,3.3245,6.73966,6
ARI,2025,1335.27,-35.921,-6.09313,0,-6.37708,-0.0274,0.003,-0.0585963,0.1169,0.1571,-0.0125692,-0.1443,20.8824,28.7059,-7.8235,3,5.4387,7.02553,3
SF,2015,1335.09,-56.7466,-5.59752,0,-5.76074,-0.1143,-0.1228,-0.0559154,0.0477,0.1525,-0.0458986,-0.162,14.875,24.1875,-9.3125,5,3.8414,5.22331,4
TEN,2025,1334.42,2.6026,-6.12709,0,-1.57261,-0.1422,-0.2408,-0.0664362,0.0865,0.181,-0.0262373,-0.2286,16.7059,28.1176,-11.4118,3,3.8335,4.10763,2
OAK,2012,1334.37,-26.0874,-6.43226,0,-5.12176,-0.0388,-0.0044,-0.199679,0.1284,0.1638,-0.0378517,-0.1672,18.125,27.6875,-9.5625,4,4.29,6.14443,4
NYG,2024,1333.29,22.51,-7.26411,0,-3.95807,-0.1091,-0.1611,-0.068143,0.0522,0.1141,-0.00684845,-0.1612,16.0588,24.4118,-8.3529,3,4.5969,6.42464,5
WAS,2019,1330.96,11.2971,-6.06339,0,-2.70056,-0.1466,-0.1839,-0.111049,0.0611,0.1779,-0.003399,-0.2077,16.625,27.1875,-10.5625,3,3.8022,5.04856,4
NYJ,2021,1325.91,-16.3445,-7.59663,0,-1.91805,-0.0956,-0.1392,-0.0284007,0.1201,0.2266,-0.00190685,-0.2157,18.2353,29.6471,-11.4118,4,4.0826,5.0289,4
TB,2014,1322.97,-23.2392,-7.77728,0,-7.26249,-0.1406,-0.1031,-0.127038,0.0117,0.1405,-0.129913,-0.1522,17.3125,25.625,-8.3125,2,4.5288,5.60084,5
OAK,2009,1320.23,-17.0689,-8.42012,-0.125225,-4.61495,-0.1343,-0.3051,-0.109757,0.0662,0.1162,-0.0201406,-0.2005,12.3125,23.6875,-11.375,5,2.7996,5.00759,3
IND,2017,1319.92,16.0483,-6.44906,0,-2.99065,-0.1075,-0.1675,-0.0855482,0.0506,0.1778,-0.0605914,-0.1581,16.4375,25.25,-8.8125,4,4.2487,7.39766,8
DET,2019,1319.74,-122.064,-6.51185,0,-4.86906,-0.0535,0.0173,-0.134043,0.0298,0.1509,-0.0754253,-0.0833,21.3125,26.4375,-5.125,3,6.0004,5.4036,3
CAR,2023,1318.5,-37.478,-7.03272,0,-4.33772,-0.1697,-0.2793,-0.0743689,0.0201,0,-0.00573046,-0.1899,13.8824,24.4706,-10.5882,2,3.5181,5.80859,4
WAS,2025,1318.4,-103.782,-6.76783,0,-8.58151,0.0323,-0.0136,0.00968634,0.1383,0.2157,0.0515109,-0.1059,20.9412,26.5294,-5.5882,5,6.178,8.34362,4
CLE,2015,1317.56,-65.3662,-6.29851,0,-3.85819,-0.1093,-0.0884,-0.103147,0.0558,0.1557,-0.0469211,-0.1651,17.375,27,-9.625,3,4.1639,5.09274,5
NYJ,2020,1316.69,-10.9744,-6.81397,0,-4.60498,-0.1737,-0.1856,-0.10502,0.075,0.1991,-0.12036,-0.2487,15.1875,28.5625,-13.375,2,2.9261,4.26502,2
CAR,2018,1311.68,-173.774,-7.40742,0,-7.63804,0.0483,0.0437,0.0617517,0.0581,0.1209,-0.0500128,-0.0098,23.5,23.875,-0.375,7,7.8499,8.39184,8
CLE,2009,1311.25,-22.8484,-8.7795,-0.125225,-5.29213,-0.1098,-0.3145,-0.0754487,0.0331,0.1227,-0.00395627,-0.1428,15.3125,23.4375,-8.125,5,4.2753,5.59699,8
CIN,2020,1310.24,-78.3056,-7.07212,0,-2.77374,-0.0485,-0.0081,-0.113827,0.0822,0.1286,0.0362238,-0.1308,19.4375,26.5,-7.0625,4,5.1871,4.76014,5
JAX,2012,1303.79,17.8574,-7.65526,0,-2.93844,-0.111,-0.1519,-0.10891,0.0739,0.1259,-0.00867942,-0.1849,15.9375,27.75,-11.8125,2,3.3883,4.74275,4
JAX,2014,1302.75,-0.9319,-8.5861,0,-3.03785,-0.1866,-0.2769,-0.0815008,-0.0041,0.047,-0.0644046,-0.1825,15.5625,25.75,-10.1875,3,3.7222,4.54145,2
HOU,2017,1301.33,-67.0297,-7.19287,0,-4.05566,-0.0792,-0.1091,-0.0657917,0.0296,0.0763,-0.0901389,-0.1088,21.125,27.25,-6.125,4,5.6571,6.94949,3
NYJ,2017,1301.04,-88.3241,-7.20445,0,-2.97266,-0.1019,-0.0562,-0.106556,-0.008,0.0572,-0.106555,-0.0939,18.625,23.875,-5.25,5,5.7115,5.10652,5
JAX,2020,1300.88,-10.0821,-7.41743,0,-4.20465,-0.086,-0.0752,-0.0361957,0.1217,0.2316,0.0176077,-0.2077,19.125,30.75,-11.625,1,3.9199,4.00663,3
HOU,2021,1296.48,-43.4275,-8.77368,0,-1.44789,-0.1524,-0.1357,-0.157858,0.0441,0.1415,-0.0159472,-0.1965,16.4706,26.5882,-10.1176,4,4.1351,4.16881,3
KC,2012,1296.14,-22.5311,-7.96123,0,-6.66642,-0.1294,-0.264,-0.0499279,0.1078,0.2242,-0.0322531,-0.2372,13.1875,26.5625,-13.375,2,2.5572,5.4435,5
LAR,2011,1294.69,-9.69,-8.92046,0,-6.81709,-0.2445,-0.2568,-0.142834,-0.0059,0.0548,-0.00198031,-0.2387,12.0625,25.4375,-13.375,2,2.332,5.0028,4
NO,2024,1292.03,-85.2408,-8.91395,0,-8.85128,-0.0664,-0.1072,0.0025841,0.0083,-0.0054,0.0846341,-0.0746,19.8824,23.4118,-3.5294,5,6.8744,8.55493,4
CAR,2010,1288.21,-11.8038,-7.20482,0,-7.0992,-0.2522,-0.3345,-0.20053,-0.0076,-0.0132,-0.0869299,-0.2446,12.25,25.5,-13.25,2,2.3939,5.37803,6
OAK,2025,1285.34,-9.4312,-8.09044,0,-5.73533,-0.2042,-0.2081,-0.26173,0.0318,0.0819,-0.0732628,-0.236,14.1765,25.4118,-11.2353,3,3.4084,5.32621,3
TEN,2015,1284.5,-72.3051,-7.62112,0,-1.79762,-0.1155,-0.1229,-0.142412,0.0266,0.1455,-0.0868125,-0.1421,18.6875,26.4375,-7.75,3,4.8847,5.33593,5
MIA,2019,1283.63,27.3605,-7.95646,0,-2.70829,-0.095,-0.0777,-0.165773,0.1184,0.2488,-0.0184152,-0.2133,19.125,30.875,-11.75,5,3.8915,4.83947,3
KC,2009,1282.98,1.9977,-9.91042,-0.125224,-3.02914,-0.101,-0.1717,-0.12234,0.0377,0.0469,-0.00439954,-0.1387,18.375,26.5,-8.125,4,4.7314,5.20311,4
ARI,2022,1278.1,-132.317,-8.17443,0,-8.25522,-0.1156,-0.1418,-0.0238204,-0.0019,0.0336,-0.040109,-0.1136,20,26.4118,-6.4118,4,5.7962,7.23881,5
CLE,2016,1278.03,-6.83,-9.20753,0,-5.40456,-0.0944,-0.0643,-0.100817,0.1111,0.25,0.00661455,-0.2054,16.5,28.25,-11.75,1,3.496,3.70891,3
LAR,2009,1277.75,-12.1078,-10.1195,-0.125224,-2.84409,-0.1991,-0.3077,-0.153379,0.0898,0.1313,-0.00398994,-0.2889,10.9375,27.25,-16.3125,1,1.6493,3.83981,1
CLE,2017,1274.64,-4.8932,-8.26034,0,-2.95732,-0.1778,-0.2883,-0.00945954,0.0226,0.1105,-0.144395,-0.2004,14.625,25.625,-11,0,3.3487,3.40539,2
IND,2022,1273.87,-77.0885,-8.34358,0,-8.50108,-0.1796,-0.1987,-0.150407,-0.0434,0.0034,-0.0736704,-0.1362,17,25.1176,-8.1176,4,4.8265,8.00376,3
JAX,2013,1271.37,24.8724,-8.67957,0,-1.5098,-0.1349,-0.1814,-0.17541,0.0657,0.1602,-0.0319494,-0.2006,15.4375,28.0625,-12.625,4,3.1236,4.77476,0
NYG,2021,1269.24,-55.0935,-9.86309,0,-6.95718,-0.1625,-0.2254,-0.082807,0.0027,0.0319,0.0173804,-0.1651,15.1765,24.4706,-9.2941,4,4.1438,6.21609,1
ARI,2018,1263.62,-50.4314,-9.32984,0,-8.51037,-0.2837,-0.3524,-0.156222,-0.026,0.0116,0.0286326,-0.2577,14.0625,26.5625,-12.5,3,2.9014,5.1659,1
NE,2024,1262.04,-77.9949,-10.1132,0,-7.66459,-0.0855,-0.1095,-0.070694,0.0643,0.1395,-0.0106322,-0.1498,17,24.5294,-7.5294,4,5.0229,5.41318,4
TEN,2014,1254.92,-20.0539,-10.4993,0,-8.88418,-0.1439,-0.1499,-0.086566,0.0679,0.1365,-0.0395299,-0.2118,15.875,27.375,-11.5,2,3.4499,6.07348,3
JAX,2021,1248.07,-17.563,-10.7101,0,-5.05533,-0.1218,-0.115,-0.0602139,0.111,0.1969,0.0107059,-0.2327,14.8824,26.8824,-12,3,3.3592,4.76436,4
NYJ,2025,1226.52,-76.9274,-10.4432,0,-7.53208,-0.0706,-0.2022,-0.067365,0.1569,0.2656,0.00612576,-0.2275,17.6471,29.5882,-11.9412,3,3.8605,6.10101,3
CHI,2022,1214.82,-133.855,-10.7055,0,-7.61538,-0.0572,-0.2665,0.0903268,0.0944,0.1716,0.0388229,-0.1516,19.1765,27.2353,-8.0588,3,5.1567,6.15059,3
DET,2009,1208.18,-29.9089,-12.9022,-0.125225,-5.82469,-0.1662,-0.244,-0.120618,0.0799,0.2061,-0.117177,-0.2462,16.375,30.875,-14.5,2,2.9116,3.90011,2
