player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,17,10.7,18,71.9,,0,0,1,3.5,5,91,25,1,90.2,74.3,91.1,,91.1,0.3,2,4,63,0.0,0,729,6,138,94.7,690,18.0,131,115.3,192,13,80.8,589,1815,641,4.6,13.2,2.63
Demaryius Thomas,5547,WR,DEN,17,10.7,11,61.4,,0,0,0,8.7,11,73,10,0,56.9,84.7,87.9,,87.7,0.0,0,6,86,0.0,0,674,4,116,93.5,630,19.0,128,98.2,189,12,81.0,546,1678,681,5.9,14.5,2.66
Julian Edelman,5156,WR,NE,17,7.7,18,74.2,,0,0,0,9.9,13,67,19,3,48.8,28.9,78.0,73.3,77.6,0.7,5,2,69,0.3,2,696,1,118,93.0,647,41.4,288,102.0,159,5,57.5,400,1253,568,4.8,10.6,1.94
Jordy Nelson,4350,WR,GB,18,12.0,14,66.0,,0,0,0,8.7,10,77,12,0,46.3,85.6,86.9,,85.5,0.1,1,1,80,0.0,0,686,1,105,93.7,643,23.0,158,124.0,159,13,76.8,527,1612,541,5.2,15.4,2.51
Kelvin Benjamin,8663,WR,CAR,18,14.6,9,53.2,,0,0,0,12.5,12,58,5,1,35.8,53.5,75.0,,74.5,0.0,0,3,51,0.0,0,641,7,84,94.4,605,12.0,77,91.1,158,11,88.0,564,1116,210,2.5,13.3,1.84
Julio Jones,6158,WR,ATL,15,12.4,16,66.7,,0,0,0,7.1,8,76,2,2,63.5,34.8,89.8,,88.0,0.0,0,4,79,0.0,0,616,2,104,95.0,585,12.8,79,102.3,156,6,86.7,534,1593,553,5.3,15.3,2.72
Emmanuel Sanders,5606,WR,DEN,17,13.0,8,69.7,,0,0,0,1.8,2,71,10,1,90.4,63.1,86.4,,88.3,0.0,0,2,48,0.0,0,663,5,108,93.7,621,36.7,243,113.2,155,9,63.0,418,1455,397,3.7,13.5,2.34
Rob Gronkowski,5567,TE,NE,18,10.2,21,64.5,,0,0,3,8.4,9,72,19,0,57.3,83.5,91.3,76.9,91.4,35.1,241,6,46,10.5,72,687,7,98,83.6,574,41.5,285,108.7,152,15,22.3,153,1328,535,5.5,13.6,2.31
T.Y. Hilton,7092,WR,IND,18,14.5,5,62.4,,0,0,0,9.7,10,73,14,3,53.9,25.9,83.2,,82.1,0.1,1,4,73,0.0,0,716,0,93,94.4,676,39.1,280,102.1,149,7,60.8,435,1557,421,4.5,16.7,2.3
Golden Tate,5585,WR,DET,17,8.3,20,72.4,,0,0,0,5.4,6,62,11,1,78.3,61.4,80.0,,80.5,1.7,12,4,73,0.0,0,709,1,105,94.5,670,58.4,414,103.2,145,5,39.5,280,1420,758,7.2,13.5,2.12
Randall Cobb,6216,WR,GB,18,9.3,20,73.1,,0,0,0,7.0,8,80,12,1,64.4,50.0,84.6,,86.7,0.0,0,2,70,0.0,0,690,2,106,93.8,647,87.2,602,129.2,145,13,9.0,62,1465,669,6.3,13.8,2.26
Dez Bryant,5549,WR,DAL,18,12.9,20,66.2,,0,0,1,5.1,5,63,9,1,79.3,66.7,90.1,,90.0,0.0,0,5,68,0.0,0,582,2,94,94.7,551,16.0,93,121.4,142,16,84.0,489,1406,427,4.5,15.0,2.55
Andre Johnson,1319,WR,HST,15,9.7,6,60.3,,0,0,0,9.6,9,49,13,3,55.5,24.8,75.3,,74.2,0.4,2,3,35,0.0,0,517,1,85,93.8,485,18.4,95,78.2,141,3,80.7,417,936,383,4.5,11.0,1.93
Jeremy Maclin,4942,WR,PHI,16,13.9,8,60.7,,0,0,1,1.2,1,56,24,0,90.8,83.0,80.3,,80.3,0.2,1,7,72,0.0,0,657,3,85,94.7,622,21.0,138,94.9,140,10,78.1,513,1318,511,6.0,15.5,2.12
Steve Smith,837,WR,BLT,18,11.7,23,62.6,,0,0,2,8.4,8,51,3,2,62.0,35.3,79.0,,77.6,0.2,1,3,80,0.0,0,601,5,87,92.3,555,16.5,99,98.4,139,7,83.4,501,1213,400,4.6,13.9,2.19
Vincent Jackson,2278,WR,TB,16,15.0,6,50.7,,0,0,0,9.1,7,50,30,1,57.5,48.1,75.7,,75.1,0.0,0,6,50,0.0,0,621,2,70,93.2,579,24.2,150,61.3,138,2,75.8,471,1002,159,2.3,14.3,1.73
Alshon Jeffery,7048,WR,CHI,16,11.7,6,63.0,,0,0,0,5.6,5,60,6,0,66.5,57.0,76.7,70.2,76.3,1.0,7,3,74,0.1,1,667,6,85,93.3,622,20.1,134,105.0,135,10,78.6,524,1133,483,5.7,13.3,1.82
Brandon LaFell,5602,WR,NE,19,11.2,13,65.4,,0,0,0,7.4,7,56,19,1,66.3,56.8,72.6,61.6,71.4,0.0,0,2,56,0.1,1,715,6,87,93.7,670,17.8,127,106.5,133,9,82.2,588,1072,396,4.6,12.3,1.6
Calvin Johnson,3618,WR,DET,14,15.6,2,58.0,,0,0,0,8.4,7,63,11,0,61.4,81.8,89.5,,88.2,0.0,0,4,67,0.0,0,537,3,76,95.3,512,14.2,76,95.0,131,8,85.8,461,1162,268,3.5,15.3,2.27
Greg Olsen,3647,TE,CAR,18,8.8,2,69.5,,0,0,0,4.2,4,60,5,1,84.3,56.0,84.2,72.4,83.2,29.4,211,3,38,11.6,83,717,5,91,82.8,594,47.4,340,100.8,131,6,13.0,93,1103,396,4.4,12.1,1.86
Odell Beckham Jr.,8647,WR,NYG,12,12.3,15,70.5,,0,0,0,2.2,2,57,21,0,88.4,87.4,90.8,,91.2,0.0,0,2,80,0.0,0,501,2,91,94.6,474,20.8,104,127.6,129,12,76.8,385,1305,481,5.3,14.3,2.75
Martellus Bennett,4375,TE,CHI,16,6.5,25,72.0,,0,0,2,8.2,8,44,6,0,54.8,83.1,79.5,59.4,78.3,40.5,272,6,37,12.2,82,672,6,90,82.0,551,43.8,294,88.6,125,6,12.1,81,916,471,5.2,10.2,1.66
Sammy Watkins,8639,WR,BUF,16,13.5,10,52.4,,0,0,0,7.1,5,48,4,1,67.2,47.0,69.3,,69.0,0.0,0,4,84,0.0,0,649,6,65,95.2,618,6.9,45,81.5,124,6,93.1,604,982,341,5.2,15.1,1.59
Rueben Randle,7065,WR,NYG,16,12.6,13,58.2,,0,0,0,5.3,4,48,21,0,77.0,81.9,76.9,,76.3,0.0,0,5,49,0.0,0,626,2,71,94.9,594,5.0,31,73.7,122,3,95.0,595,938,227,3.2,13.2,1.58
Roddy White,2244,WR,ATL,14,10.5,0,65.6,,0,0,0,11.1,10,55,2,3,47.3,24.1,68.5,55.9,69.3,0.2,1,4,39,0.2,1,620,5,80,95.2,590,26.1,162,93.6,122,7,73.7,457,921,185,2.3,11.5,1.56
Jimmy Graham,5619,TE,NO,16,8.6,7,70.2,,0,0,1,8.6,8,54,20,2,51.6,54.8,74.7,62.9,73.4,29.0,167,3,29,4.7,27,576,4,85,90.6,522,42.9,247,108.5,121,10,27.8,160,889,294,3.5,10.5,1.7
Anquan Boldin,1369,WR,SF,16,9.6,12,68.6,,0,0,3,10.8,10,56,28,0,55.0,84.7,79.3,,79.2,0.8,5,2,76,0.0,0,592,7,83,91.9,544,62.5,370,102.7,121,5,36.1,214,1062,403,4.9,12.8,1.95
DeAndre Hopkins,7808,WR,HST,16,13.4,7,63.3,,0,0,0,3.8,3,57,13,2,84.6,28.6,84.0,83.2,83.6,0.5,3,6,76,0.5,3,576,3,76,92.7,534,30.2,174,92.7,120,6,69.3,399,1210,384,5.1,15.9,2.27
Matt Forte,4358,HB,CHI,16,0.2,20,86.4,,0,0,1,5.6,6,28,6,1,78.0,79.5,63.6,55.1,69.2,0.0,0,1,56,18.6,125,671,2,102,75.9,509,2.8,19,103.0,118,4,3.3,22,808,821,8.0,7.9,1.59
Mike Evans,8642,WR,TB,15,15.8,8,58.6,,0,0,1,5.6,4,46,30,0,80.8,81.3,84.6,,84.0,0.0,0,6,56,0.0,0,544,5,68,93.8,510,27.8,151,101.6,116,12,72.2,393,1051,170,2.5,15.5,2.06
Reggie Wayne,800,WR,IND,18,10.2,2,56.5,,0,0,0,12.2,9,41,14,1,42.8,44.9,61.7,,61.1,0.0,0,5,80,0.0,0,686,2,65,94.3,647,61.2,420,65.5,115,2,38.8,266,791,276,4.2,12.2,1.22
Keenan Allen,7857,WR,SD,14,8.8,12,68.8,,0,0,0,4.9,4,41,27,1,83.4,58.4,76.1,,74.9,0.0,0,6,35,0.0,0,527,1,77,93.9,495,15.2,80,78.1,112,4,84.8,447,783,311,4.0,10.2,1.58
Eric Decker,5611,WR,NYJ,15,11.3,3,67.3,,0,0,1,9.8,8,47,22,0,54.6,83.9,78.3,,77.0,0.0,0,4,74,0.0,0,476,3,74,95.4,454,15.3,73,94.6,110,5,84.7,403,962,328,4.4,13.0,2.12
A.J. Green,6156,WR,CIN,13,13.8,10,63.3,,0,0,0,5.5,4,47,7,2,81.6,23.6,84.7,,86.8,0.3,1,6,81,0.0,0,380,5,69,92.6,352,15.0,57,90.0,109,6,84.7,322,1041,312,4.5,15.1,2.96
Mike Wallace,5007,WR,MIA,16,14.6,9,62.0,,0,0,0,5.6,4,47,17,1,67.5,27.4,72.6,,74.0,0.2,1,1,50,0.0,0,534,2,67,93.6,500,20.2,108,114.0,108,10,79.0,422,862,246,3.7,12.9,1.72
James Jones,3694,WR,OAK,16,9.2,9,67.6,,0,0,0,5.2,4,40,23,3,67.3,27.5,65.7,,66.0,0.2,1,1,42,0.0,0,547,5,73,95.4,522,59.2,324,98.8,108,6,40.6,222,666,231,3.2,9.1,1.28
Larry Fitzgerald,1724,WR,ARZ,15,10.1,12,61.7,,0,0,1,1.5,1,41,1,1,90.3,49.6,77.2,68.7,74.9,1.2,7,2,80,1.2,7,583,2,66,92.1,537,60.4,352,83.7,107,2,38.4,224,815,342,5.2,12.3,1.52
Jarvis Landry,8698,WR,MIA,16,5.0,11,80.0,,0,0,0,2.3,2,48,17,1,90.2,30.0,78.0,,77.2,0.4,2,4,25,0.0,0,465,0,84,92.9,432,77.6,361,96.7,105,5,19.1,89,758,451,5.4,9.0,1.75
Mohamed Sanu,7084,WR,CIN,17,10.8,8,56.7,,0,0,0,20.3,15,39,7,0,27.9,82.1,67.3,70.6,65.1,0.2,1,2,76,0.2,1,608,2,59,92.8,564,60.7,369,90.3,104,5,38.2,232,821,350,5.9,13.9,1.46
Doug Baldwin,6615,WR,SEA,19,9.5,11,73.1,,0,0,0,5.0,4,50,29,0,71.6,60.6,78.4,66.5,76.9,1.0,6,2,49,0.5,3,611,1,76,95.4,583,59.2,362,109.9,104,5,39.8,243,972,394,5.2,12.8,1.67
Michael Crabtree,4933,WR,SF,16,8.7,10,66.7,,0,0,3,12.8,10,35,28,0,37.1,81.2,66.1,,65.6,0.4,2,2,51,0.0,0,505,4,68,93.7,473,21.6,109,91.1,102,4,78.0,394,698,266,3.9,10.3,1.48
Cecil Shorts,6266,WR,JAX,13,9.1,4,52.0,,0,0,2,11.7,7,26,15,1,47.9,25.5,62.4,,61.7,0.6,3,4,53,0.0,0,507,4,53,93.9,476,18.7,95,55.1,102,1,80.7,409,557,273,5.2,10.5,1.17
Andrew Hawkins,6125,WR,CLV,15,8.6,11,62.4,,0,0,1,6.0,4,44,8,0,72.8,81.3,83.5,66.3,81.9,0.5,2,3,65,0.2,1,429,2,63,94.6,406,57.1,245,82.3,101,2,41.3,177,824,404,6.4,13.1,2.03
Jason Witten,1384,TE,DAL,18,8.9,1,74.3,,0,0,0,5.1,4,56,9,0,77.2,84.0,83.6,81.1,79.8,42.5,261,2,34,11.4,70,614,6,75,83.1,510,54.6,335,106.7,101,5,1.1,7,837,286,3.8,11.2,1.64
Brandon Marshall,3064,WR,CHI,13,12.3,10,60.4,,0,0,2,9.0,6,41,6,1,60.3,45.8,74.8,77.0,71.9,0.4,2,4,47,0.4,2,515,7,61,93.4,481,48.5,250,92.1,101,8,51.1,263,721,228,3.7,11.8,1.5
Torrey Smith,6210,WR,BLT,18,16.8,7,53.5,,0,0,1,16.9,11,42,3,0,29.4,79.9,71.5,,70.7,0.0,0,8,53,0.0,0,572,4,54,92.3,528,19.9,114,88.6,101,12,80.1,458,857,178,3.3,15.9,1.62
Delanie Walker,3120,TE,TEN,15,9.8,18,63.0,,0,0,1,8.7,6,35,31,2,53.1,26.2,74.1,72.4,70.1,28.8,153,7,68,4.5,24,532,3,63,90.4,481,56.2,299,75.8,100,4,13.5,72,890,414,6.6,14.1,1.85
Le'Veon Bell,7829,HB,PIT,16,1.0,29,83.0,,0,0,0,4.6,4,41,25,0,80.3,91.6,80.8,83.4,77.1,0.3,2,1,48,14.6,89,609,1,83,81.0,493,13.1,80,108.1,100,3,6.9,42,854,827,10.0,10.3,1.73
John Brown,8726,WR,ARZ,17,15.2,1,52.5,,0,0,0,5.5,3,32,1,0,73.5,80.2,69.3,,69.4,0.0,0,2,75,0.0,0,527,2,52,92.4,487,42.1,222,85.0,99,5,57.7,304,730,196,3.8,14.0,1.5
Pierre Garcon,4519,WR,WAS,16,9.7,11,68.7,,0,0,0,2.9,2,32,32,0,90.3,81.3,70.4,,70.0,0.0,0,4,70,0.0,0,583,3,68,93.1,543,14.2,83,84.2,99,3,85.8,500,752,349,5.1,11.1,1.38
Antonio Gates,1609,TE,SD,16,10.0,3,70.4,,0,0,0,2.8,2,44,27,1,80.8,47.6,72.4,58.9,73.4,20.7,119,5,34,2.3,13,576,3,69,90.8,523,62.8,362,114.0,98,12,16.5,95,821,260,3.8,11.9,1.57
Heath Miller,2247,TE,PIT,17,7.6,2,73.5,,0,0,1,8.9,7,45,25,2,62.1,28.0,72.6,54.6,69.2,79.5,580,1,49,20.3,148,730,4,72,75.2,549,17.5,128,105.1,98,3,1.8,13,842,375,5.2,11.7,1.53
Robert Woods,7822,WR,BUF,16,9.6,6,65.3,,0,0,1,11.1,8,36,4,1,52.2,48.3,68.6,,68.1,0.3,2,2,37,0.0,0,608,2,64,94.9,577,49.2,299,94.6,98,5,50.5,307,697,208,3.3,10.9,1.21
Jordan Matthews,8677,WR,PHI,16,9.4,9,68.4,,0,0,0,6.9,5,42,24,0,67.5,81.0,72.2,,72.8,0.6,3,1,44,0.0,0,512,2,67,94.7,485,92.6,474,119.3,98,8,6.4,33,876,399,6.0,13.1,1.81
Coby Fleener,7038,TE,IND,19,11.2,3,59.8,,0,0,0,10.8,7,46,14,0,48.8,80.4,72.1,36.0,74.5,47.9,306,3,73,7.7,49,639,2,58,87.0,556,39.3,251,103.9,97,8,10.0,64,871,325,5.6,15.0,1.57
Marques Colston,3197,WR,NO,16,11.5,5,61.5,,0,0,0,11.9,8,47,20,1,32.6,41.8,65.3,68.9,64.3,0.2,1,4,57,0.7,4,613,1,59,94.5,579,74.9,459,92.4,96,5,25.0,153,902,298,5.1,15.3,1.56
Michael Floyd,7019,WR,ARZ,17,18.7,2,50.5,,0,0,0,9.4,5,35,1,4,63.9,20.2,69.6,77.4,64.8,0.4,3,3,63,0.4,3,668,3,48,91.9,614,20.5,137,89.4,95,6,79.0,528,851,110,2.3,17.7,1.39
Shane Vereen,6208,HB,NE,19,3.0,12,76.1,,0,0,0,4.1,3,32,19,0,82.2,90.0,65.9,70.9,77.9,0.0,0,0,49,11.7,68,581,0,70,81.9,476,5.2,30,103.1,92,3,13.1,76,591,468,6.7,8.4,1.24
Mychal Rivera,7965,TE,OAK,16,8.7,2,63.0,,0,0,2,7.9,5,29,23,3,57.4,21.5,53.1,68.2,56.5,46.7,265,5,33,8.6,49,567,5,58,87.1,494,45.0,255,70.7,92,4,6.5,37,534,180,3.1,9.2,1.08
Allen Hurns,8931,WR,JAX,16,11.3,6,56.0,,0,0,1,12.1,7,26,15,0,45.4,79.5,62.0,,61.4,0.4,2,4,63,0.0,0,546,2,51,94.5,516,63.9,349,83.4,91,6,34.8,190,677,201,3.9,13.3,1.31
Riley Cooper,5682,WR,PHI,16,12.6,3,60.4,,0,0,0,5.2,3,26,24,1,74.4,40.0,59.1,,57.7,0.3,2,5,50,0.0,0,590,4,55,95.4,563,10.7,63,67.0,91,3,88.3,521,577,159,2.9,10.5,1.02
Jared Cook,5012,TE,SL,16,9.1,4,57.1,,0,0,1,8.8,5,32,26,0,62.4,80.3,72.5,73.2,70.8,33.5,152,4,59,5.9,27,454,6,52,88.8,403,54.0,245,72.1,91,3,8.4,38,650,278,5.3,12.5,1.61
Andre Holmes,6489,WR,OAK,16,14.8,1,51.6,,0,0,0,9.6,5,33,23,0,58.1,79.3,63.9,52.1,62.7,0.2,1,3,77,0.2,1,497,3,47,95.2,473,12.1,60,77.8,91,4,87.7,436,693,195,4.1,14.7,1.47
Dwayne Bowe,3639,WR,KC,15,9.2,6,66.7,,0,0,1,10.4,7,41,16,2,51.9,46.5,71.7,,69.8,0.4,2,1,37,0.0,0,509,3,60,94.1,479,25.1,128,87.9,90,0,74.1,377,754,238,4.0,12.6,1.57
Greg Jennings,2997,WR,MIN,16,11.4,5,67.0,,0,0,0,7.8,5,40,18,1,64.7,43.4,71.9,,71.2,0.0,0,3,38,0.0,0,595,2,59,94.8,564,66.6,396,101.6,88,6,33.4,199,742,209,3.5,12.6,1.32
Markus Wheaton,7860,WR,PIT,17,12.7,5,65.9,,0,0,0,3.3,2,37,25,0,82.1,85.0,69.6,,68.5,0.0,0,2,47,0.0,0,552,0,58,94.9,524,27.4,151,88.7,88,2,72.6,401,710,180,3.1,12.2,1.35
Owen Daniels,3043,TE,BLT,17,8.6,4,63.6,,0,0,0,8.2,5,40,3,0,68.9,80.1,73.8,57.9,78.6,79.5,449,3,39,10.3,58,565,3,56,83.5,472,18.8,106,90.1,88,5,1.2,7,638,230,4.1,11.4,1.35
DeSean Jackson,4363,WR,WAS,15,15.1,4,64.4,,0,0,1,6.7,4,35,32,0,68.7,81.0,74.9,,76.6,0.0,0,3,81,0.0,0,512,3,56,93.6,479,27.3,140,116.4,87,6,72.1,369,1169,476,8.5,20.9,2.44
Larry Donnell,7638,TE,NYG,16,8.6,1,72.4,,0,0,1,6.0,4,36,21,4,72.3,19.4,66.6,83.8,63.6,60.6,361,3,32,8.7,52,596,1,63,86.2,514,25.0,149,100.9,87,6,5.0,30,623,212,3.4,9.9,1.21
Eddie Royal,4356,WR,SD,16,10.4,8,72.1,,0,0,0,8.8,6,39,27,1,58.6,55.8,72.4,,71.4,0.2,1,2,47,0.0,0,547,3,62,94.3,516,86.3,472,117.3,86,7,13.2,72,778,366,5.9,12.5,1.51
Malcom Floyd,2044,WR,SD,16,18.1,1,60.5,,0,0,0,1.9,1,39,27,0,87.4,79.6,74.6,,73.9,0.0,0,3,59,0.0,0,639,1,52,93.4,597,19.2,123,102.7,86,6,80.8,516,856,137,2.6,16.5,1.43
