player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jimmy Graham,5619,TE,NO,18,10.6,11,62.1,,0,0,0,6.3,6,63,20,0,72.0,82.7,81.3,69.3,84.3,24.8,166,6,56,4.6,31,670,4,90,90.6,607,50.1,336,109.8,145,16,24.6,165,1267,433,4.8,14.1,2.09
Alshon Jeffery,7048,WR,CHI,16,13.6,8,63.6,,0,0,2,5.3,5,62,6,3,76.6,27.9,86.9,89.4,83.9,1.6,10,5,80,1.1,7,637,5,89,94.2,600,20.3,129,99.1,140,7,78.0,497,1421,406,4.6,16.0,2.37
Mike Wallace,5007,WR,MIA,16,15.8,6,53.3,,0,0,1,13.1,11,46,17,0,37.9,81.9,69.9,,68.6,0.0,0,9,57,0.0,0,658,4,73,97.6,642,2.7,18,59.6,137,5,97.3,640,930,277,3.8,12.7,1.45
Kendall Wright,7026,WR,TEN,16,7.1,19,70.1,,0,0,0,7.8,8,53,31,2,60.5,38.3,81.5,,80.4,0.0,0,3,45,0.0,0,562,1,94,95.4,536,68.0,382,89.7,134,2,32.0,180,1079,593,6.3,11.5,2.01
Wes Welker,2204,WR,DEN,16,7.4,5,68.4,,0,0,0,11.7,12,56,10,0,44.8,85.0,74.3,,73.2,0.0,0,3,33,0.0,0,639,1,91,93.6,598,84.5,540,106.6,133,11,14.4,92,937,387,4.3,10.3,1.57
Larry Fitzgerald,1724,WR,ARZ,16,10.6,7,63.6,,0,0,0,1.2,1,49,1,1,90.7,53.6,80.3,,77.1,0.5,3,7,75,0.0,0,632,1,82,94.3,596,48.1,304,89.1,129,10,51.4,325,954,348,4.2,11.6,1.6
Jordy Nelson,4350,WR,GB,17,11.4,14,71.9,,0,0,1,6.1,6,63,12,0,79.1,87.0,86.0,,85.3,0.1,1,5,76,0.0,0,715,1,92,94.5,676,52.6,376,113.9,128,9,47.3,338,1376,452,4.9,15.0,2.04
Torrey Smith,6210,WR,BLT,16,15.9,4,51.2,,0,0,0,7.1,5,48,3,1,66.8,80.8,70.5,,70.6,0.0,0,3,74,0.0,0,707,6,65,94.5,668,9.3,66,82.4,127,4,90.7,641,1128,381,5.9,17.4,1.69
Brian Hartline,5031,WR,MIA,16,10.6,6,59.8,,0,0,0,6.2,5,53,17,0,72.7,51.5,77.9,,76.4,0.0,0,4,50,0.0,0,636,1,76,97.5,620,15.3,97,82.7,127,4,84.7,539,1016,309,4.1,13.4,1.64
Harry Douglas,4398,WR,ATL,16,8.3,15,67.5,,0,0,0,9.6,9,48,2,2,50.7,41.6,69.8,67.8,69.9,0.0,0,7,80,0.3,2,681,3,85,94.0,640,61.1,416,75.8,126,2,37.9,258,1068,513,6.0,12.6,1.67
Marques Colston,3197,WR,NO,17,10.9,5,70.4,,0,0,0,4.3,4,64,20,0,83.1,82.9,85.3,,83.8,0.3,2,1,35,0.0,0,634,1,88,94.5,599,56.2,356,110.2,125,6,43.5,276,1103,291,3.3,12.5,1.84
DeSean Jackson,4363,WR,PHI,17,14.3,9,68.0,,0,0,0,5.6,5,62,24,1,76.2,64.8,84.4,,85.0,0.0,0,2,61,0.0,0,612,1,85,94.3,577,26.1,160,122.3,125,9,70.6,432,1385,498,5.9,16.3,2.4
Victor Cruz,5827,WR,NYG,14,12.1,8,61.9,,0,0,0,6.4,5,45,21,1,71.3,49.6,76.9,,76.7,0.6,3,4,70,0.0,0,527,2,73,94.9,500,68.1,359,86.1,118,4,30.9,163,998,263,3.6,13.7,2.0
Cecil Shorts,6266,WR,JAX,13,11.0,6,56.4,,0,0,0,13.2,10,41,15,0,38.6,80.9,72.0,,70.7,0.2,1,6,59,0.0,0,497,1,66,94.8,471,17.3,86,63.9,117,3,82.5,410,777,286,4.3,11.8,1.65
Tony Gonzalez,237,TE,ATL,16,8.8,6,72.2,,0,0,1,4.6,4,55,2,0,82.1,82.7,75.5,62.6,76.0,17.5,124,3,25,9.3,66,709,6,83,85.8,608,65.3,463,105.7,115,8,16.9,120,859,217,2.6,10.3,1.41
Antonio Gates,1609,TE,SD,18,7.3,11,70.2,,0,0,0,9.1,8,49,27,2,59.9,33.4,68.7,69.0,68.3,32.3,216,2,56,4.6,31,668,4,80,89.4,597,55.7,372,97.4,114,4,11.4,76,887,401,5.0,11.1,1.49
Keenan Allen,7857,WR,SD,17,11.1,14,69.9,,0,0,0,6.0,5,62,27,1,73.5,63.3,86.8,,86.4,0.0,0,3,49,0.0,0,600,5,79,93.5,561,13.0,78,123.4,113,10,87.0,522,1209,464,5.9,15.3,2.16
Dwayne Bowe,3639,WR,KC,16,10.0,14,57.5,,0,0,0,11.0,8,46,16,0,44.3,80.9,74.8,71.6,71.7,1.0,6,1,63,0.2,1,628,2,65,94.7,595,28.2,177,94.4,113,6,70.9,445,823,276,4.2,12.7,1.38
Julius Thomas,6281,TE,DEN,17,7.6,11,74.1,,0,0,0,6.7,6,50,10,1,70.1,53.9,79.6,73.9,81.2,63.7,450,1,74,19.5,138,706,2,83,76.1,537,23.9,169,132.1,112,12,10.8,76,976,472,5.7,11.8,1.82
Jordan Cameron,6254,TE,CLV,15,10.2,5,73.4,,0,0,1,5.9,5,47,8,1,73.4,51.5,70.6,58.2,71.6,31.3,219,5,53,8.1,57,700,6,80,88.9,622,56.4,395,100.6,109,7,7.7,54,917,250,3.1,11.5,1.47
Jason Witten,1384,TE,DAL,16,8.3,6,67.0,,0,0,1,7.6,6,44,9,0,61.2,81.8,78.2,77.1,72.8,51.2,339,1,34,13.6,90,662,4,73,81.6,540,44.9,297,111.1,109,8,1.7,11,851,333,4.6,11.7,1.58
Emmanuel Sanders,5606,WR,PIT,16,11.4,15,62.0,,0,0,1,6.9,5,38,25,1,62.0,53.7,71.3,,69.3,0.0,0,5,55,0.0,0,556,3,67,96.6,537,14.2,79,81.6,108,6,85.8,477,740,295,4.4,11.0,1.38
Greg Olsen,3647,TE,CAR,17,9.8,4,71.3,,0,0,0,6.1,5,46,5,0,74.3,84.5,79.0,68.5,80.3,28.9,175,1,35,12.2,74,606,3,77,84.7,513,50.3,305,109.8,108,6,11.6,70,871,347,4.5,11.3,1.7
Steve Smith,837,WR,CAR,16,11.3,16,63.0,,0,0,0,6.8,5,46,5,0,68.4,81.2,82.3,,81.0,0.0,0,4,44,0.0,0,501,2,68,95.4,478,15.8,79,86.1,108,5,84.2,422,819,198,2.9,12.0,1.71
Golden Tate,5585,WR,SEA,19,10.2,24,67.3,,0,0,0,5.3,4,46,29,1,77.4,63.4,79.9,,79.4,0.2,1,2,80,0.0,0,556,5,72,93.7,521,18.0,100,103.3,107,5,80.9,450,959,530,7.4,13.3,1.84
Michael Floyd,7019,WR,ARZ,16,14.7,10,60.7,,0,0,0,7.1,5,48,1,0,67.2,80.9,82.1,48.6,80.3,0.7,4,7,91,0.7,4,602,3,65,94.2,567,22.3,134,81.6,107,5,77.1,464,1041,276,4.2,16.0,1.84
Nate Washington,2832,WR,TEN,16,13.7,4,57.4,,0,0,0,6.5,4,43,31,0,76.0,80.2,77.9,,76.0,0.3,2,10,77,0.0,0,584,1,58,95.2,556,24.1,141,58.2,101,3,75.5,441,919,238,4.1,15.8,1.65
Greg Jennings,2997,WR,MIN,15,9.8,8,67.3,,0,0,0,6.8,5,36,18,0,68.2,81.1,73.8,,73.4,1.6,8,6,70,0.0,0,508,0,68,97.2,494,65.9,335,79.8,101,4,32.5,165,804,355,5.2,11.8,1.63
Coby Fleener,7038,TE,IND,18,8.9,3,62.4,,0,0,0,3.1,2,40,14,1,85.0,56.5,68.0,84.6,68.3,38.4,254,4,44,10.1,67,661,1,63,84.1,556,48.9,323,84.1,101,5,9.4,62,728,288,4.6,11.6,1.31
Hakeem Nicks,4952,WR,NYG,15,13.9,11,57.1,,0,0,0,11.1,7,38,21,0,36.9,80.0,70.1,,69.2,0.0,0,7,57,0.0,0,550,1,56,95.6,526,6.7,37,58.0,98,0,93.3,513,896,274,4.9,16.0,1.7
Charles Clay,6326,TE,MIA,16,7.4,16,70.4,,0,0,0,9.2,7,36,17,0,53.8,86.6,76.3,71.2,76.9,38.7,226,2,67,18.0,105,584,3,69,80.0,467,41.6,243,104.9,98,6,8.0,47,759,375,5.4,11.0,1.63
Vernon Davis,2951,TE,SF,18,14.5,7,59.4,,0,0,0,9.5,6,40,28,1,49.3,40.6,72.5,65.8,72.4,50.3,274,3,64,5.0,27,545,4,57,90.5,493,34.9,190,117.4,96,15,12.8,70,904,272,4.8,15.9,1.83
Jerome Simpson,4360,WR,MIN,16,14.4,5,50.0,,0,0,0,7.7,4,35,18,1,56.2,38.9,73.5,,71.3,0.2,1,6,51,0.0,0,463,1,48,96.5,447,13.8,64,52.7,96,1,86.0,398,726,182,3.8,15.1,1.62
Steve Johnson,4538,WR,BUF,12,9.3,6,54.7,,0,0,1,13.3,8,33,4,1,40.6,40.6,73.3,,73.7,0.0,0,3,45,0.0,0,411,2,52,92.5,380,71.8,295,71.3,95,3,28.2,116,597,212,4.1,11.5,1.57
Jamaal Charles,4387,HB,KC,16,1.4,22,73.7,,0,0,1,12.5,10,32,16,0,41.7,57.9,84.9,77.6,70.0,0.4,2,2,71,21.9,118,540,3,70,73.3,396,1.9,10,109.7,95,7,9.6,52,693,670,9.6,9.9,1.75
Darren Sproles,2347,HB,NO,17,1.7,17,84.2,,0,0,0,0.0,0,26,20,0,91.3,80.3,83.1,59.9,91.7,0.0,0,0,48,4.9,17,348,0,80,89.4,311,35.6,124,102.9,95,2,9.2,32,667,584,7.3,8.3,2.14
Rod Streater,7416,WR,OAK,16,11.9,1,63.8,,0,0,1,6.3,4,39,23,1,65.3,59.2,74.4,76.8,74.1,0.4,2,6,66,0.6,3,518,3,60,94.4,489,46.5,241,82.2,94,4,52.9,274,888,323,5.4,14.8,1.82
Roddy White,2244,WR,ATL,13,10.4,3,67.0,,0,0,0,11.3,8,37,2,2,49.9,26.9,65.6,,63.3,0.0,0,0,39,0.0,0,559,5,63,93.7,524,20.8,116,100.1,94,3,79.2,443,711,118,1.9,11.3,1.36
James Jones,3694,WR,GB,15,11.0,10,65.6,,0,0,1,4.7,3,30,12,2,76.9,25.9,67.9,,66.4,0.0,0,3,83,0.0,0,588,1,61,94.7,557,11.9,70,91.6,93,3,88.1,518,837,374,6.1,13.7,1.5
DeAndre Hopkins,7808,WR,HST,16,14.2,1,57.1,,0,0,1,1.9,1,38,13,1,79.7,38.5,68.7,,69.0,0.3,2,3,66,0.0,0,652,4,52,96.5,629,18.7,122,80.0,91,2,81.0,528,802,176,3.4,15.4,1.28
Brandon LaFell,5602,WR,CAR,17,11.8,4,58.9,,0,0,0,13.1,8,34,5,1,44.6,80.6,66.2,,63.9,1.0,6,5,79,0.0,0,586,3,53,95.9,562,63.8,374,77.1,90,5,34.5,202,661,268,5.1,12.5,1.18
Danny Woodhead,4914,HB,SD,18,1.8,18,91.0,,0,0,0,3.6,3,33,27,1,84.4,81.0,80.8,68.4,91.5,0.0,0,1,39,15.1,61,404,0,81,80.0,323,8.2,33,113.9,89,6,10.1,41,629,499,6.2,7.8,1.95
Martellus Bennett,4375,TE,CHI,16,8.2,23,73.0,,0,0,0,4.4,3,40,6,1,73.5,46.9,75.1,45.0,76.0,34.1,211,2,43,11.5,71,618,7,65,84.1,520,55.3,342,107.8,89,5,7.0,43,759,385,5.9,11.7,1.46
Riley Cooper,5682,WR,PHI,17,14.4,5,59.6,,0,0,0,8.6,5,37,24,0,61.9,82.8,71.8,,71.5,0.3,2,2,63,0.0,0,595,1,53,94.1,560,17.3,103,118.3,89,9,82.2,489,903,251,4.7,17.0,1.61
Greg Little,6211,WR,CLV,16,11.8,4,46.6,,0,0,0,16.3,8,22,8,0,29.9,80.2,53.6,,52.9,0.1,1,7,47,0.0,0,691,2,41,96.4,666,23.3,161,37.4,88,2,76.6,529,465,188,4.6,11.3,0.7
Marvin Jones Jr.,7158,WR,CIN,17,12.2,15,67.0,,0,0,0,4.8,3,42,7,0,76.0,81.4,87.2,,87.5,0.0,0,3,49,0.0,0,444,2,59,96.4,428,17.1,76,121.5,88,10,82.9,368,842,239,4.1,14.3,1.97
Danny Amendola,4717,WR,NE,14,8.6,3,64.8,,0,0,0,13.6,9,40,19,0,37.1,83.1,72.7,73.6,69.8,0.4,2,0,57,0.4,2,458,2,57,92.8,425,76.9,352,97.3,88,2,22.7,104,710,271,4.8,12.5,1.67
Doug Baldwin,6615,WR,SEA,19,11.4,5,71.6,,0,0,0,3.1,2,46,29,0,84.4,82.2,82.7,,82.6,2.9,15,2,52,0.0,0,524,1,63,94.7,496,66.4,348,121.4,88,6,30.7,161,980,296,4.7,15.6,1.98
Matt Forte,4358,HB,CHI,16,0.8,18,86.0,,0,0,0,6.3,5,23,6,0,77.2,79.6,72.4,67.7,79.9,0.2,1,0,34,25.4,155,611,0,74,70.9,433,4.3,26,107.1,86,3,3.8,23,594,546,7.4,8.0,1.37
Dexter McCluster,5561,WR,KC,16,6.1,6,70.6,,0,0,0,6.3,4,29,16,0,67.8,75.1,67.1,,67.5,0.6,3,1,43,0.0,0,484,1,60,95.5,462,78.9,382,91.4,85,2,17.1,83,563,311,5.2,9.4,1.22
Marlon Brown,8179,WR,BLT,14,10.5,8,59.0,,0,0,0,10.9,6,29,3,0,51.0,79.4,65.7,,64.9,0.0,0,4,59,0.0,0,544,2,49,94.9,516,60.8,331,85.6,83,7,38.8,211,524,241,4.9,10.7,1.02
Davone Bess,4694,WR,CLV,14,6.1,1,50.6,,0,0,1,25.0,14,23,8,0,27.3,82.3,54.0,67.6,54.4,0.7,3,1,20,0.2,1,447,2,42,96.2,430,77.9,348,65.4,83,2,21.5,96,362,142,3.4,8.6,0.84
Kris Durham,6259,WR,DET,16,12.4,5,46.3,,0,0,1,20.8,10,25,11,1,28.3,35.1,55.4,,54.1,0.0,0,2,40,0.0,0,586,5,38,96.8,567,11.3,66,63.6,82,2,88.7,520,490,130,3.4,12.9,0.86
Pierre Thomas,4080,HB,NO,16,-1.7,22,93.9,,0,0,0,3.8,3,21,20,1,83.5,79.6,79.1,73.8,81.3,0.0,0,0,29,18.7,73,390,0,77,77.2,301,6.9,27,104.9,82,3,1.0,4,513,663,8.6,6.7,1.7
Robert Woods,7822,WR,BUF,14,14.7,2,49.4,,0,0,1,9.1,4,26,4,0,67.1,82.1,63.9,,62.3,0.0,0,3,57,0.0,0,516,3,40,93.6,483,25.6,132,70.3,81,3,74.4,384,587,112,2.8,14.7,1.22
Garrett Graham,5642,TE,HST,13,8.1,2,60.5,,0,0,1,5.8,3,26,13,2,72.8,24.3,64.1,58.1,64.0,67.9,339,4,42,12.4,62,499,2,49,84.2,420,25.9,129,80.5,81,5,3.8,19,545,217,4.4,11.1,1.3
Denarius Moore,6300,WR,OAK,13,10.7,4,56.8,,0,0,1,9.8,5,36,23,0,35.1,78.9,73.7,,74.2,0.0,0,4,73,0.0,0,388,4,46,95.6,371,6.7,26,85.2,81,5,93.3,362,695,256,5.6,15.1,1.87
Giovani Bernard,7818,HB,CIN,17,0.7,22,78.8,,0,0,0,7.4,5,25,7,1,66.2,69.4,76.6,84.9,74.0,1.1,5,1,41,23.9,112,468,0,63,73.1,342,3.4,16,104.5,80,3,6.0,28,587,577,9.2,9.3,1.72
Delanie Walker,3120,TE,TEN,15,8.8,6,75.9,,0,0,0,7.7,5,30,31,1,57.8,80.4,68.0,49.3,64.2,52.9,278,1,33,3.8,20,526,6,60,91.4,481,38.0,200,115.5,79,6,5.7,30,571,181,3.0,9.5,1.19
Ace Sanders,7883,WR,JAX,15,6.3,4,64.6,,0,0,1,7.3,4,22,15,0,73.2,87.5,61.9,,61.4,0.0,0,2,51,0.0,0,451,2,51,96.0,433,62.3,281,75.1,79,1,34.4,155,484,291,5.7,9.5,1.12
Jared Cook,5012,TE,SL,16,9.2,6,64.6,,0,0,1,13.6,8,35,26,1,38.3,50.1,65.2,77.7,68.6,34.1,150,3,47,4.3,19,440,3,51,90.9,400,50.2,221,96.5,79,5,11.4,50,671,270,5.3,13.2,1.68
Scott Chandler,3745,TE,BUF,16,8.3,4,67.1,,0,0,0,8.6,5,26,4,1,59.3,39.2,64.8,38.8,63.4,90.9,499,2,33,5.1,28,549,4,53,89.3,490,6.7,37,90.4,79,2,1.6,9,655,275,5.2,12.4,1.34
Knowshon Moreno,4935,HB,DEN,19,1.2,14,83.5,,0,0,0,8.3,6,30,10,0,61.9,78.5,73.6,64.6,75.0,0.0,0,0,35,18.8,98,521,5,66,76.0,396,1.7,9,111.1,79,3,6.3,33,602,541,8.2,9.1,1.52
Shane Vereen,6208,HB,NE,10,4.5,9,68.4,,0,0,0,14.3,9,29,19,0,34.7,64.2,75.3,89.7,81.8,0.0,0,1,50,12.5,37,297,0,54,83.8,249,6.7,20,92.9,79,3,16.5,49,502,346,6.4,9.3,2.02
Chris Givens,7096,WR,SL,16,13.8,5,44.2,,0,0,0,15.0,6,27,26,1,30.0,29.5,61.0,,60.2,0.0,0,1,47,0.0,0,465,1,34,94.2,438,13.8,64,64.3,77,0,86.2,401,569,262,7.7,16.7,1.3
Santana Moss,786,WR,WAS,16,8.8,1,54.5,,0,0,0,16.0,8,28,32,1,31.3,53.0,58.1,,56.1,0.0,0,4,28,0.0,0,468,2,42,97.0,454,77.8,364,59.0,77,2,22.2,104,452,185,4.4,10.8,1.0
Jason Avant,3054,WR,PHI,17,11.3,3,55.8,,0,0,0,6.5,3,24,24,2,68.5,25.4,61.2,,59.1,0.6,3,2,31,0.0,0,521,4,43,95.0,495,77.5,404,71.8,77,2,21.9,114,468,97,2.3,10.9,0.95
Reggie Bush,2947,HB,DET,14,1.1,9,71.1,,0,0,0,14.3,9,22,11,0,34.6,39.3,72.4,70.4,73.2,5.1,18,1,77,11.9,42,353,1,54,85.6,302,16.7,59,96.7,76,3,11.6,41,506,478,8.9,9.4,1.68
Rueben Randle,7065,WR,NYG,16,15.1,5,53.9,,0,0,0,10.9,5,28,21,1,52.6,27.5,69.2,,68.3,0.0,0,8,37,0.0,0,439,0,41,95.4,419,3.4,15,67.3,76,6,96.6,424,611,209,5.1,14.9,1.46
Jarrett Boykin,7363,WR,GB,15,10.3,12,64.5,,0,0,0,9.3,5,34,12,0,64.5,79.2,73.1,62.4,72.0,0.0,0,3,52,0.2,1,454,2,49,93.2,423,5.9,27,89.9,76,3,94.1,427,681,255,5.2,13.9,1.61
Mohamed Sanu,7084,WR,CIN,17,9.5,5,64.0,,0,0,0,11.1,6,29,7,1,49.3,41.6,63.0,68.2,60.7,0.2,1,2,32,0.4,2,505,1,48,95.2,481,50.9,257,79.2,75,2,48.9,247,468,264,5.5,9.8,0.97
Jerricho Cotchery,1829,WR,PIT,16,10.8,4,62.2,,0,0,0,8.0,4,36,25,0,62.7,79.1,74.9,77.1,71.0,3.3,15,3,36,0.7,3,457,0,46,95.8,438,78.3,358,110.5,74,10,17.7,81,602,221,4.8,13.1,1.37
Aaron Dobson,7840,WR,NE,13,14.1,3,52.7,,0,0,0,18.8,9,26,19,1,28.7,29.5,64.1,,62.6,0.3,1,2,81,0.0,0,356,2,39,91.9,327,15.2,54,83.8,74,4,84.6,301,552,203,5.2,14.2,1.69
Heath Miller,2247,TE,PIT,14,6.8,3,78.4,,0,0,0,6.5,4,30,25,1,69.7,42.9,68.7,68.0,62.7,72.7,410,1,31,13.3,75,564,1,58,84.0,474,24.3,137,98.9,74,1,2.5,14,593,250,4.3,10.2,1.25
Andre Roberts,5612,WR,ARZ,16,11.6,3,58.9,,0,0,0,4.4,2,22,1,0,76.0,78.5,66.2,78.1,65.8,0.7,3,2,34,0.7,3,430,1,43,93.3,401,50.5,217,75.8,73,2,48.8,210,471,120,2.8,11.0,1.17
Donnie Avery,4347,WR,KC,17,12.3,7,56.2,,0,0,0,12.8,6,26,16,1,43.5,30.7,58.6,,58.1,0.6,3,1,79,0.0,0,525,5,41,94.1,494,11.8,62,95.4,73,3,87.6,460,675,222,5.4,16.5,1.37
Tim Wright,8392,TE,TB,16,9.4,1,75.0,,0,0,0,6.9,4,30,30,0,66.9,79.8,66.7,64.4,69.5,36.1,159,0,36,7.0,31,441,2,54,87.5,386,61.7,272,120.8,72,5,0.9,4,571,145,2.7,10.6,1.48
Terrance Williams,7855,WR,DAL,16,14.2,3,61.1,,0,0,0,8.3,4,31,9,1,53.9,25.5,66.2,62.3,64.9,0.0,0,2,82,0.2,1,521,1,44,94.0,490,6.7,35,107.2,72,5,93.3,486,736,215,4.9,16.7,1.5
Cordarrelle Patterson,7810,WR,MIN,16,8.6,9,62.5,,0,0,0,10.0,5,19,18,0,53.9,87.9,80.4,,72.2,0.0,0,2,79,0.0,0,298,1,45,97.3,290,18.1,54,88.3,72,4,79.5,237,469,286,6.4,10.4,1.62
Kenbrell Thompkins,8126,WR,NE,13,12.6,6,44.4,,0,0,0,13.5,5,21,19,0,42.1,76.8,64.4,,62.5,0.0,0,0,49,0.0,0,387,0,32,95.6,370,16.8,65,84.6,72,4,83.2,322,466,131,4.1,14.6,1.26
Brandon Myers,5126,TE,NYG,16,8.3,3,66.2,,0,0,1,6.0,3,28,21,0,69.9,78.9,67.1,61.8,63.4,42.2,239,4,27,18.2,103,567,2,47,77.8,441,53.6,304,83.2,71,4,1.6,9,522,178,3.8,11.1,1.18
Chris Ogbonnaya,5135,HB,CLV,16,1.0,5,68.6,,0,0,0,12.7,7,15,8,1,44.4,36.7,59.5,75.3,47.4,0.2,1,2,17,35.5,152,428,0,48,62.4,267,4.0,17,77.3,70,2,6.1,26,343,293,6.1,7.1,1.28
Jermaine Gresham,5546,TE,CIN,15,6.1,14,75.7,,0,0,1,5.4,3,30,7,3,73.9,21.0,61.7,65.7,62.2,66.3,381,0,30,23.3,134,575,12,53,74.4,428,20.5,118,120.2,70,5,8.3,48,525,304,5.7,9.9,1.23
Eddie Royal,4356,WR,SD,17,10.1,12,70.0,,0,0,0,7.5,4,35,27,0,72.0,82.5,74.5,,71.7,0.0,0,2,54,0.0,0,509,0,49,94.3,480,82.7,421,127.9,70,8,17.3,88,694,377,7.7,14.2,1.45
Ray Rice,4369,HB,BLT,15,0.0,4,82.9,,0,0,0,4.9,3,13,3,0,75.9,72.0,54.6,63.8,63.6,0.0,0,1,22,26.9,127,472,2,58,70.1,331,3.4,16,79.8,70,0,5.7,27,321,364,6.3,5.5,0.97
Ted Ginn Jr.,3625,WR,CAR,17,14.7,7,58.8,,0,0,0,7.0,3,27,5,0,65.7,90.4,75.1,,74.8,0.0,0,3,59,0.0,0,391,3,40,95.1,372,12.3,48,97.7,68,5,87.0,340,660,289,7.2,16.5,1.77
Vincent Brown,6234,WR,SD,18,12.8,4,62.1,,0,0,0,2.4,1,28,27,0,83.2,78.3,63.6,,62.2,0.0,0,3,51,0.0,0,580,1,41,94.0,545,18.1,105,69.8,66,1,81.9,475,472,91,2.2,11.5,0.87
Tavon Austin,7789,WR,SL,13,7.5,4,61.5,,0,0,0,11.1,5,17,26,1,51.4,44.7,70.0,,65.3,0.0,0,1,81,0.0,0,320,0,40,94.7,303,80.3,257,94.3,65,4,19.1,61,418,229,5.7,10.5,1.38
