player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Joel Bitonio,8670,G,CLV,17,100.0,0,8,93.6,85.9,92.5,2,13,597,100.0,100.0,98.4,3,17,2,1107,0,983,123,1107,631,631,0,0,476,1
Wyatt Teller,46131,G,CLV,17,100.0,1,8,84.9,70.4,88.4,0,20,597,100.0,100.0,97.7,11,24,4,1107,0,0,0,1107,631,631,1107,0,476,0
Alex Leatherwood,58468,G,LV,17,100.0,3,23,45.0,29.0,62.1,17,40,664,100.0,100.0,94.5,14,65,8,1104,0,0,0,1104,708,708,847,257,396,0
Zack Martin,8651,G,DAL,16,100.0,0,9,93.9,88.7,92.8,5,13,636,100.0,100.0,98.4,2,19,1,1101,0,0,0,1101,688,688,1101,0,413,0
Austin Jackson,60816,G,MIA,16,100.0,0,17,49.9,49.1,54.8,6,41,657,100.0,100.0,96.1,12,49,2,1096,0,887,209,1096,708,708,0,0,388,0
Laken Tomlinson,9461,G,SF,17,100.0,0,28,75.9,75.2,75.0,7,15,562,100.0,100.0,97.7,5,24,2,1094,0,1094,0,1094,598,598,0,0,496,0
Cesar Ruiz,59857,G,NO,17,100.0,0,20,57.6,63.8,52.9,2,24,579,100.0,100.0,96.9,1,31,5,1091,287,0,0,1091,610,610,804,0,481,0
Daniel Brunskill,34807,G,SF,17,100.0,1,28,61.4,51.0,63.5,4,27,562,100.0,100.0,96.4,3,36,5,1089,0,0,0,1089,598,598,1089,0,491,0
Alex Mack,4944,C,SF,17,100.0,0,28,70.4,75.6,67.0,1,9,561,100.0,100.0,98.8,3,12,2,1088,1088,0,0,1088,597,597,0,0,491,0
Dion Dawkins,11818,T,BUF,16,99.9,2,4,77.5,81.6,67.5,6,15,679,99.9,99.9,97.9,10,25,4,1088,0,0,1085,1089,723,724,0,0,365,4
David Andrews,9948,C,NE,17,100.0,0,19,78.0,71.6,78.6,3,13,575,100.0,100.0,98.4,4,17,1,1087,1087,0,0,1087,610,610,0,0,477,0
David Edwards,35941,G,LA,17,100.0,1,26,66.9,70.1,64.0,2,27,645,100.0,100.0,96.8,3,35,6,1086,0,1067,18,1086,674,674,0,0,412,0
Royce Newman,41746,G,GB,17,100.0,1,12,55.7,60.2,51.9,5,21,623,100.0,100.0,97.0,5,32,6,1084,0,3,0,1084,660,660,1081,0,424,0
Jawaan Taylor,41665,T,JAX,17,100.0,2,15,60.4,72.0,42.8,3,25,667,100.0,100.0,97.0,12,34,6,1083,0,0,0,1083,712,712,0,1083,371,0
D.J. Humphries,9457,T,ARZ,16,100.0,3,1,67.8,65.5,70.9,4,31,626,100.0,100.0,96.1,12,42,7,1083,0,0,1075,1083,661,661,0,0,422,7
Trai Turner,8727,G,PIT,17,100.0,2,25,69.4,72.7,67.6,0,13,651,100.0,100.0,97.9,6,20,7,1082,0,0,0,1082,702,702,1082,0,380,0
Austin Corbett,46290,G,LA,17,100.0,0,26,68.8,63.8,67.4,6,25,644,100.0,100.0,97.1,2,34,3,1081,0,0,0,1081,674,674,1080,0,407,0
Dan Moore Jr.,60120,T,PIT,16,100.0,1,25,57.8,58.9,53.8,9,30,653,100.0,100.0,95.9,5,46,7,1079,0,0,1062,1079,704,704,0,0,375,16
Storm Norton,12188,T,LAC,16,100.0,4,27,60.3,44.9,75.5,8,42,680,100.0,100.0,95.0,6,59,9,1078,0,0,0,1078,732,732,2,1074,346,2
Chukwuma Okorafor,46302,T,PIT,16,100.0,2,25,63.6,63.0,65.9,7,14,633,100.0,100.0,98.0,11,23,2,1078,0,0,1,1078,683,683,0,1067,395,9
Andrew Norwell,9126,G,JAX,17,100.0,2,15,66.7,73.5,62.7,5,16,664,100.0,100.0,98.0,9,24,3,1077,0,1077,0,1077,709,709,0,0,368,0
Corey Linsley,8796,C,LAC,16,100.0,1,27,85.7,84.9,84.6,2,8,673,100.0,100.0,99.3,6,10,0,1076,1076,0,0,1076,724,724,0,0,352,0
Olisaemeka Udoh,28394,G,MIN,16,100.0,3,18,54.4,39.0,62.3,6,38,622,100.0,100.0,96.3,16,45,1,1075,0,0,146,1075,662,662,929,0,413,0
Jesse Davis,9989,T,MIA,17,100.0,1,17,52.5,51.1,51.4,10,39,644,100.0,100.0,95.0,4,57,8,1063,0,135,0,1063,692,692,0,922,371,6
Ereck Flowers,9442,G,WAS,16,100.0,1,32,72.0,78.1,64.4,3,17,591,100.0,100.0,97.3,2,26,6,1061,0,1061,0,1061,635,635,0,0,426,0
Jon Runyan,36661,G,GB,16,100.0,1,12,65.1,71.1,58.6,3,15,603,100.0,100.0,98.2,1,20,2,1053,0,1049,2,1053,636,636,1,1,417,0
Will Hernandez,46180,G,NYG,17,100.0,2,21,55.9,56.0,58.4,7,22,628,100.0,100.0,96.6,8,36,7,1049,0,0,0,1049,676,676,1049,0,373,0
Jonah Williams,41651,T,CIN,16,100.0,0,7,77.1,68.8,79.8,6,28,595,100.0,100.0,95.8,4,42,8,1044,0,0,1044,1044,637,637,0,0,407,0
J.C. Tretter,7904,C,CLV,16,100.0,0,8,78.7,83.7,74.8,1,8,555,100.0,100.0,99.0,5,10,1,1039,1039,0,0,1039,587,587,0,0,452,0
Penei Sewell,81788,T,DET,16,100.0,3,11,77.0,69.4,84.5,8,22,601,100.0,100.0,96.7,11,35,5,1039,0,0,536,1039,644,644,0,498,395,5
Lloyd Cushenberry III,41924,C,DEN,16,100.0,0,10,64.2,71.3,62.5,5,14,577,100.0,100.0,97.5,7,24,5,1039,1039,0,0,1039,610,610,0,0,429,0
Jonah Jackson,37070,G,DET,16,100.0,0,11,69.3,56.4,76.4,9,22,607,100.0,100.0,96.8,8,35,4,1037,24,1013,0,1037,648,648,0,0,389,0
Ali Marpet,9494,G,TB,16,100.0,0,30,83.6,77.8,86.1,2,17,686,100.0,100.0,98.5,4,20,1,1036,0,1036,0,1036,712,712,0,0,324,0
Chris Lindstrom,46692,G,ATL,17,100.0,1,2,83.7,65.3,87.6,8,23,624,100.0,100.0,97.5,2,31,0,1034,0,0,0,1034,661,661,1034,0,373,0
Jake Matthews,8641,T,ATL,17,100.0,0,2,71.3,77.2,58.7,5,18,623,100.0,100.0,97.7,6,26,3,1029,0,0,1025,1029,660,660,0,0,369,4
Alijah Vera-Tucker,57107,G,NYJ,16,100.0,1,22,66.8,56.9,72.5,6,34,652,100.0,100.0,96.6,5,42,2,1027,0,1027,0,1027,693,693,0,0,334,0
Morgan Moses,8701,T,NYJ,17,100.0,0,22,71.0,65.7,74.9,10,35,639,100.0,100.0,95.9,4,49,4,1022,0,0,0,1022,679,679,0,1021,343,0
Quinton Spain,10110,G,CIN,16,100.0,0,7,72.3,58.9,76.3,3,15,573,100.0,100.0,97.6,4,23,5,995,0,995,0,995,611,611,0,0,384,0
Jason Kelce,6343,C,PHI,17,100.0,0,24,84.4,67.7,89.4,0,16,523,100.0,100.0,98.3,4,17,1,993,993,0,0,993,557,557,0,0,436,0
Jalen Mayfield,81725,G,ATL,16,100.0,1,2,48.7,27.6,66.3,21,25,588,100.0,100.0,94.2,9,57,11,989,0,989,0,989,622,622,0,0,367,0
Matt Hennessy,41141,C,ATL,17,100.0,0,2,76.4,50.5,88.1,1,28,596,100.0,100.0,97.1,5,32,3,988,988,0,0,988,632,632,0,0,356,0
Kaleb McGary,46912,T,ATL,16,100.0,0,2,62.8,50.6,72.2,10,22,587,100.0,100.0,95.7,3,41,9,986,0,0,0,986,624,624,0,986,362,0
Billy Price,46795,C,NYG,15,100.0,0,21,62.3,52.5,68.0,4,18,604,100.0,100.0,97.8,5,24,2,985,985,0,0,985,649,649,0,0,336,0
Kendrick Green,56642,C,PIT,15,100.0,3,25,52.4,50.7,54.7,4,11,582,100.0,100.0,98.2,9,18,3,975,975,0,0,975,631,631,0,0,344,0
Connor McGovern,10778,C,NYJ,15,100.0,0,22,75.9,68.0,78.9,2,13,611,100.0,100.0,98.1,3,19,4,973,973,0,0,973,651,651,0,0,322,0
Duane Brown,4340,T,SEA,17,100.0,0,29,71.5,69.9,69.6,3,22,552,100.0,100.0,96.3,5,33,8,969,0,0,965,969,585,585,0,0,384,4
Rob Havenstein,9490,T,LA,15,100.0,1,26,81.5,76.1,79.4,5,14,578,100.0,100.0,97.1,3,26,7,957,0,0,0,957,600,600,0,956,357,0
Shaq Mason,9564,G,NE,15,100.0,0,19,85.2,73.1,85.3,3,11,516,100.0,100.0,98.4,4,15,1,955,0,0,0,955,545,545,954,0,410,0
Halapoulivaati Vaitai,10798,G,DET,15,100.0,1,11,68.4,66.9,65.4,5,18,552,100.0,100.0,97.9,3,23,0,953,0,0,0,953,590,590,953,0,363,0
Nate Davis,46808,G,TEN,14,100.0,1,31,68.9,49.2,71.5,5,23,474,100.0,100.0,96.0,4,33,5,951,0,0,0,951,507,507,950,0,444,0
Kelvin Beachum,7229,T,ARZ,15,100.0,1,1,63.4,70.1,57.1,2,24,556,100.0,100.0,97.3,7,28,2,950,0,0,76,950,591,591,0,871,359,2
Connor Williams,46216,G,DAL,17,100.0,3,9,76.1,76.7,76.0,1,11,526,100.0,100.0,98.7,15,13,1,948,0,934,0,948,569,569,0,0,379,4
James Hurst,9001,T,NO,17,100.0,1,20,69.8,76.9,60.1,4,20,491,100.0,100.0,96.9,4,27,3,941,0,152,557,941,516,516,5,190,425,37
Calvin Throckmorton,28238,G,NO,17,100.0,0,20,42.4,43.7,43.7,7,25,483,100.0,100.0,96.5,3,33,1,938,0,626,0,938,507,507,282,0,431,30
Trent Williams,5529,T,SF,15,99.9,2,28,97.8,86.0,97.9,6,9,479,99.8,99.8,98.2,7,16,1,935,0,0,934,936,508,509,0,0,427,2
Trey Hopkins,9276,C,CIN,15,100.0,1,7,51.4,56.1,48.6,3,13,542,100.0,100.0,97.8,4,20,4,928,928,0,0,928,579,579,0,0,349,0
Tytus Howard,25472,G,HST,15,100.0,1,13,51.4,70.1,42.5,2,19,545,100.0,100.0,97.7,8,23,2,927,0,682,245,927,585,585,0,0,342,0
Nate Solder,6169,T,NYG,16,100.0,2,21,60.3,52.7,67.3,7,23,545,100.0,100.0,96.1,6,36,6,927,0,0,68,927,586,586,0,853,341,6
Andrew Whitworth,3000,T,LA,15,100.0,2,26,86.1,90.7,71.2,2,9,568,100.0,100.0,98.2,6,16,5,926,0,0,926,926,597,597,0,0,329,0
Gabe Jackson,8716,G,SEA,16,100.0,1,29,63.6,55.7,64.3,4,30,542,100.0,100.0,96.3,4,37,3,922,0,0,0,922,574,574,922,0,348,0
Isaiah Wynn,46048,T,NE,16,100.0,1,19,74.9,70.7,76.5,5,17,491,100.0,100.0,96.5,9,28,6,915,0,0,914,915,518,518,0,0,397,0
Jordan Mailata,66916,T,PHI,14,100.0,0,24,87.4,83.3,87.8,1,16,435,100.0,100.0,97.4,7,20,3,914,0,0,751,914,461,461,0,134,453,29
Lucas Patrick,11435,C,GB,14,100.0,1,12,57.2,67.3,52.8,4,13,538,100.0,100.0,98.2,5,18,1,911,822,57,0,911,567,567,32,0,344,0
Terence Steele,39461,T,DAL,15,99.8,0,9,64.5,60.9,67.3,5,24,490,99.6,99.6,96.6,8,31,2,908,0,0,340,910,528,530,0,556,380,12
Ryan Kelly,10652,C,IND,14,100.0,2,14,56.9,57.2,58.1,3,23,510,100.0,100.0,96.9,6,29,3,907,907,0,0,907,550,550,0,0,357,0
Michael Schofield III,8730,G,LAC,14,100.0,1,27,66.8,75.2,59.5,4,18,564,100.0,100.0,97.7,3,24,2,907,0,0,0,907,605,605,897,0,302,10
Brian Allen,46104,C,LA,16,100.0,0,26,80.2,63.5,87.4,3,12,543,100.0,100.0,97.7,5,20,5,903,903,0,0,903,567,567,0,0,336,0
George Fant,11282,T,NYJ,15,100.0,2,22,71.1,75.1,59.9,3,14,561,100.0,100.0,98.3,4,18,1,889,0,0,840,889,594,594,0,48,295,0
Garrett Bradbury,46013,C,MIN,13,100.0,3,18,60.2,43.7,67.0,6,18,513,100.0,100.0,97.3,8,26,2,883,883,0,0,883,546,546,0,0,337,0
Brandon Parker,34693,T,LV,14,100.0,1,23,55.8,54.0,56.8,12,33,522,100.0,100.0,94.2,9,53,8,881,0,0,0,881,556,556,0,878,325,3
Eric Fisher,7783,T,IND,15,100.0,3,14,68.2,61.0,73.3,11,23,457,100.0,100.0,94.7,8,41,7,874,0,0,870,874,490,490,0,0,384,4
Garett Bolles,11775,T,DEN,14,100.0,3,10,76.6,77.8,68.9,6,11,497,100.0,100.0,97.3,8,22,5,870,0,0,869,870,525,525,0,0,345,1
Landon Dickerson,41712,G,PHI,14,100.0,0,24,67.3,57.1,69.7,8,21,456,100.0,100.0,96.4,5,31,2,859,0,768,0,859,485,485,91,0,374,0
Cam Robinson,11789,T,JAX,14,100.0,2,15,67.4,76.6,52.5,8,22,537,100.0,100.0,97.0,6,31,1,856,0,0,856,856,573,573,0,0,283,0
Rodger Saffold,5558,G,TEN,15,100.0,1,31,69.3,44.8,76.7,7,17,441,100.0,100.0,96.8,5,26,2,853,0,853,0,853,467,467,0,0,386,0
Jason Peters,2148,T,CHI,15,100.0,0,6,77.5,77.9,70.7,5,17,483,100.0,100.0,96.5,3,28,6,853,0,0,847,853,517,517,0,0,336,6
Josh Jones,26634,G,ARZ,16,100.0,2,1,46.7,48.0,52.8,3,22,472,100.0,100.0,96.5,12,29,4,852,0,0,0,852,497,497,612,230,355,9
Taylor Lewan,8646,T,TEN,13,100.0,0,31,70.8,71.0,64.8,5,12,432,100.0,100.0,97.1,4,21,4,846,0,0,845,846,456,456,0,0,390,0
Ben Powers,41482,G,BLT,13,100.0,0,3,66.3,66.1,63.6,3,15,498,100.0,100.0,97.6,3,21,3,844,0,831,0,844,532,532,13,0,312,0
Mark Glowinski,9567,G,IND,16,100.0,0,14,70.1,62.6,70.6,8,28,445,100.0,100.0,95.5,2,38,2,843,0,0,0,843,476,476,843,0,367,0
Dalton Risner,47008,G,DEN,15,100.0,0,10,68.5,73.6,63.2,5,12,476,100.0,100.0,97.4,2,21,4,832,0,832,0,832,504,504,0,0,328,0
Ted Karras,10855,G,NE,14,99.9,0,19,72.2,76.9,67.1,2,6,399,99.8,99.8,98.2,2,11,3,828,15,695,0,829,425,426,117,0,403,1
Charlie Heck,36501,T,HST,15,100.0,0,13,56.0,66.5,41.1,3,21,488,100.0,100.0,96.5,1,29,5,827,0,0,0,827,519,519,0,822,308,5
Lane Johnson,7786,T,PHI,13,99.9,1,24,82.4,81.2,76.8,1,10,397,99.7,99.8,98.6,7,11,0,820,0,0,13,821,416,417,0,808,404,0
Billy Turner,8702,T,GB,13,100.0,1,12,66.2,68.3,60.3,3,26,466,100.0,100.0,96.2,4,32,3,810,0,0,0,810,497,497,0,810,313,0
Max Garcia,9566,G,ARZ,13,100.0,1,1,56.3,59.3,54.7,0,13,464,100.0,100.0,97.7,4,17,4,808,297,0,0,808,493,493,509,0,315,2
Justin Pugh,7800,G,ARZ,13,100.0,0,1,65.8,77.7,57.4,0,19,457,100.0,100.0,97.9,2,19,0,802,0,797,5,802,485,485,0,0,317,0
Andrew Thomas,59701,T,NYG,13,99.9,0,21,78.9,82.1,68.5,3,13,482,99.8,99.8,97.9,5,18,2,799,0,0,799,800,517,518,0,0,282,1
Rodney Hudson,6207,C,ARZ,12,100.0,0,1,60.9,66.8,57.4,0,3,456,100.0,100.0,99.5,1,4,1,798,798,0,0,798,484,484,0,0,314,0
Bobby Massie,7112,T,DEN,13,100.0,0,10,70.0,60.1,74.8,6,25,458,100.0,100.0,95.5,1,36,5,796,0,0,0,796,484,484,0,796,312,0
Matt Skura,11102,G,NYG,14,100.0,0,21,50.8,29.5,61.4,10,20,443,100.0,100.0,96.2,3,32,2,769,56,660,0,769,473,473,53,0,296,0
Quenton Nelson,12954,G,IND,13,100.0,1,14,69.1,62.0,70.4,6,8,419,100.0,100.0,98.1,5,15,1,767,0,767,0,767,448,448,0,0,319,0
Jedrick Wills Jr.,58467,T,CLV,13,100.0,0,8,66.1,67.9,61.7,4,19,413,100.0,100.0,96.0,4,28,5,763,0,0,762,763,437,437,0,0,326,1
Patrick Mekari,46219,T,BLT,13,99.9,0,3,66.1,73.8,55.7,1,18,423,99.8,99.8,96.8,2,23,4,761,0,0,3,762,447,448,0,754,314,5
Evan Brown,38709,C,DET,13,100.0,1,11,66.8,72.4,62.9,3,4,422,100.0,100.0,98.9,4,8,1,755,755,0,0,755,455,455,0,0,300,0
Erik McCoy,37347,C,NO,12,100.0,0,20,63.6,69.2,66.4,2,5,408,100.0,100.0,99.1,8,7,0,746,746,0,0,746,433,433,0,0,313,0
Tyron Smith,6161,T,DAL,11,100.0,0,9,91.4,88.0,90.5,4,5,416,100.0,100.0,98.4,7,11,2,738,0,0,735,738,460,460,0,0,278,1
Spencer Brown,42296,T,BUF,13,100.0,1,4,62.6,51.0,76.0,5,24,424,100.0,100.0,96.3,8,30,1,726,0,0,101,726,451,451,0,612,275,13
Riley Reiff,7029,T,CIN,12,100.0,0,7,67.3,58.4,70.0,3,14,396,100.0,100.0,96.8,1,21,4,711,0,0,0,711,422,422,0,711,289,0
Braden Smith,46794,T,IND,11,100.0,1,14,80.6,70.8,86.0,3,15,363,100.0,100.0,96.4,6,22,4,711,0,0,0,711,391,391,0,710,320,1
Ben Bartch,84236,G,JAX,14,100.0,0,15,62.1,52.8,63.1,5,16,431,100.0,100.0,96.9,2,24,3,705,0,6,0,705,460,460,699,0,245,0
Michael Jordan,28021,G,CAR,11,100.0,1,5,50.7,49.0,55.4,4,22,417,100.0,100.0,95.4,5,32,6,703,0,703,0,703,439,439,0,0,264,0
Greg Van Roten,7746,G,NYJ,12,100.0,0,22,68.1,53.7,75.0,1,33,444,100.0,100.0,95.5,2,37,3,700,0,0,0,700,474,474,697,0,226,2
Brandon Scherff,9438,G,WAS,11,100.0,1,32,73.6,72.4,73.7,1,18,370,100.0,100.0,97.4,6,19,0,697,0,0,0,697,398,398,697,0,299,0
Damien Lewis,81532,G,SEA,13,100.0,1,29,57.1,47.9,60.3,7,13,405,100.0,100.0,97.3,5,21,1,696,0,696,0,696,431,431,0,0,265,0
Max Scharping,46961,G,HST,16,100.0,0,13,59.9,53.8,60.4,4,13,373,100.0,100.0,97.2,3,19,2,689,0,4,0,689,400,400,661,0,289,24
Matt Nelson,48584,T,DET,13,99.7,2,11,50.8,45.8,56.6,4,34,387,99.5,99.5,94.3,3,41,3,673,0,0,1,675,416,418,0,603,257,71
La'el Collins,9719,T,DAL,12,100.0,0,9,82.0,76.2,89.8,0,15,422,100.0,100.0,97.7,8,17,2,671,0,0,0,671,454,454,0,667,217,0
Justin Britt,8699,C,HST,11,100.0,1,13,63.9,53.7,70.5,3,5,382,100.0,100.0,98.2,5,11,3,671,671,0,0,671,419,419,0,0,252,0
John Miller,9514,G,CAR,10,100.0,1,5,52.1,50.5,50.1,1,21,398,100.0,100.0,95.5,3,29,7,656,0,0,0,656,421,421,656,0,235,0
Ryan Ramczyk,11787,T,NO,10,100.0,0,20,84.1,73.0,85.6,2,15,339,100.0,100.0,96.9,0,19,2,653,0,0,0,653,361,361,0,649,292,4
Christian Darrisaw,77373,T,MIN,11,100.0,0,18,71.9,63.1,77.3,6,11,375,100.0,100.0,96.4,3,22,5,652,0,0,652,652,398,398,0,0,254,0
Mike Onwenu,27357,G,NE,16,100.0,0,19,87.0,69.8,89.8,4,5,321,100.0,100.0,98.0,3,11,2,647,0,290,0,647,338,338,2,276,309,78
Blake Hance,46301,T,CLV,14,99.8,1,8,56.7,36.9,70.3,5,22,346,99.7,99.7,94.9,3,31,4,643,0,0,159,644,366,367,0,464,277,21
Ike Boettger,46918,G,BUF,13,100.0,0,4,59.8,72.2,51.3,1,15,401,100.0,100.0,97.8,2,17,1,636,0,618,0,636,425,425,18,0,211,0
Larry Borom,59879,T,CHI,10,100.0,0,6,61.4,62.7,59.5,4,23,389,100.0,100.0,95.2,4,32,5,633,0,0,85,633,415,415,0,546,218,1
Quinn Meinerz,112915,G,DEN,11,100.0,0,10,67.4,66.7,64.9,3,9,320,100.0,100.0,97.2,2,15,3,623,0,86,0,623,343,343,535,0,280,2
Ethan Pocic,11813,C,SEA,11,100.0,0,29,67.3,43.8,76.0,4,12,347,100.0,100.0,97.1,1,18,2,600,600,0,0,600,367,367,0,0,233,0
Yosh Nijman,60822,T,GB,10,100.0,1,12,63.2,66.9,58.6,7,10,340,100.0,100.0,96.6,3,20,3,590,0,1,589,590,356,356,0,0,234,0
Cameron Erving,9452,T,CAR,9,100.0,1,5,56.0,49.7,59.8,7,21,328,100.0,100.0,94.8,4,31,3,589,0,0,588,589,348,348,0,0,241,1
Geron Christian,46375,T,HST,12,100.0,1,13,59.5,78.8,39.6,1,15,335,100.0,100.0,97.3,6,17,1,588,0,0,560,588,357,357,0,28,231,0
Cornelius Lucas,9025,T,WAS,11,100.0,0,32,75.2,73.5,71.2,4,18,329,100.0,100.0,95.7,1,25,3,587,0,0,0,587,354,354,0,580,233,7
Dennis Daley,60063,G,CAR,12,100.0,0,5,51.8,36.4,61.3,7,10,331,100.0,100.0,96.5,9,20,3,573,0,336,169,573,348,348,68,0,225,0
Tom Compton,7181,T,SF,10,100.0,0,28,86.5,69.8,92.3,2,12,290,100.0,100.0,96.2,2,18,4,573,0,0,0,573,304,304,0,573,269,0
Matt Paradis,8841,C,CAR,9,100.0,0,5,66.9,53.6,69.9,2,12,325,100.0,100.0,97.2,1,16,2,568,568,0,0,568,343,343,0,0,225,0
Kevin Dotson,46735,G,PIT,9,100.0,0,25,64.5,78.4,60.8,2,5,329,100.0,100.0,98.0,5,10,3,565,0,564,0,565,354,354,0,0,211,0
