player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Derrick Johnson,2232,LB,KC,16,15,0,56.8,0,1,16,1,0,78.4,65.1,88.4,47.1,47.2,54.0,0,4,0,0,29,16.1,15,6,0,77.1,25,1,0,812,9,512,893,24,0,0,24,0,9,869,37,344,39,31,63,5,44,5,1,212,119,8.5
Lorenzo Alexander,2476,ED,BUF,17,10,0,83.3,0,2,4,0,0,47.2,58.7,36.1,64.2,66.5,44.7,12,16,0,0,39,20.7,18,1,3,111.2,30,4,0,451,0,205,719,236,0,0,236,0,0,483,207,307,32,35,59,7,36,32,1,305,186,10.2
Ahmad Brooks,2945,ED,GB,12,2,2,100.0,0,0,12,0,0,50.8,63.9,15.8,55.4,83.6,61.0,4,10,0,0,18,6.3,1,0,4,118.8,1,2,0,8,0,3,346,338,1,11,320,6,0,8,210,133,0,14,13,3,1,16,0,18,14,18.0
Haloti Ngata,2957,DI,DET,5,1,1,,0,0,11,0,0,54.3,66.4,42.5,75.5,61.2,73.1,1,4,0,0,,0.0,0,0,1,0.0,0,2,0,1,0,2,145,144,10,112,1,21,0,1,91,52,0,6,5,0,0,7,0,0,0,
Tamba Hali,2965,ED,KC,6,0,0,,0,0,16,0,0,60.0,59.0,82.2,57.9,58.0,70.5,1,6,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,116,114,0,1,111,2,0,2,89,26,0,0,1,0,0,7,0,0,0,
Johnathan Joseph,2969,CB,HST,16,8,0,58.2,4,0,13,0,0,71.0,67.4,0.0,56.2,61.9,60.9,0,1,1,2,94,13.2,7,6,8,99.1,39,0,0,41,654,486,746,1,0,0,1,0,0,745,2,258,50,11,38,2,67,1,4,660,259,16.9
Darryl Tapp,3008,ED,TB,3,0,0,,0,0,30,0,0,,44.1,81.1,54.4,42.2,38.3,0,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,0,56,56,0,0,51,5,0,0,30,26,0,3,2,0,0,1,0,0,0,
Frostee Rucker,3036,DI,ARZ,16,1,1,100.0,1,0,1,0,0,63.4,61.2,42.2,55.7,67.0,36.1,7,9,0,0,8,15.2,5,0,4,100.0,1,2,0,0,0,1,607,606,31,462,32,81,0,1,361,245,0,23,27,6,1,18,0,8,3,8.0
Domata Peko Sr.,3068,DI,DEN,14,13,0,,0,0,10,1,0,80.0,78.4,73.5,56.5,78.4,70.3,0,4,0,0,,5.0,2,0,1,0.0,0,1,0,1,0,0,460,459,262,195,0,2,0,1,214,246,0,24,25,4,0,5,0,0,0,
Elvis Dumervil,3071,ED,SF,16,0,0,,0,0,28,0,0,63.4,68.3,31.1,73.5,45.0,54.9,9,34,0,0,,20.0,1,0,3,0.0,0,7,0,1,0,2,341,339,0,0,339,0,0,2,289,50,1,10,4,2,0,50,0,0,0,
Kyle Williams,3079,DI,BUF,17,11,1,,0,0,4,1,0,57.3,64.8,60.2,62.0,66.6,53.7,8,27,0,0,,13.3,6,0,3,0.0,0,3,0,2,0,5,801,799,28,652,4,115,0,2,496,300,0,22,28,0,0,38,0,0,0,
Antoine Bethea,3152,S,ARZ,15,7,0,72.7,0,1,1,0,0,87.6,86.4,30.7,76.5,80.6,86.6,1,1,0,5,54,5.1,3,2,2,84.5,16,1,0,131,8,503,741,18,0,0,18,0,544,723,8,230,40,15,49,0,22,3,1,244,102,15.3
Tom Johnson,3378,DI,MIN,18,7,0,,1,0,18,0,0,62.1,64.3,40.7,61.8,67.6,50.6,9,23,0,0,,10.8,4,0,5,0.0,0,2,0,4,0,2,786,781,72,686,0,23,0,5,542,242,0,25,26,3,0,34,0,0,0,
Tony McDaniel,3423,DI,NO,6,1,1,,0,1,20,0,0,,72.3,80.6,68.7,67.2,73.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,100,100,21,77,0,2,0,0,45,55,0,6,8,1,0,0,0,0,0,
Tramon Williams,3558,CB,ARZ,13,1,0,49.2,0,0,1,1,0,83.8,81.5,87.5,56.8,59.2,84.7,0,0,0,2,41,2.5,1,10,2,58.4,31,0,0,41,576,436,666,3,0,0,3,0,0,663,2,228,46,12,38,0,63,0,1,351,111,11.3
Brent Grimes,3589,CB,TB,13,2,0,62.5,0,0,30,1,0,75.2,74.1,86.5,,61.1,58.2,0,0,0,3,38,10.5,6,8,0,73.8,45,0,0,72,742,521,844,0,0,0,0,0,1,844,0,323,29,14,49,3,72,0,1,559,171,12.4
Darrelle Revis,3630,CB,KC,6,1,0,63.2,0,0,16,0,0,59.4,60.6,83.6,,63.1,61.8,0,0,0,0,22,10.5,2,1,1,86.7,12,0,0,17,207,165,238,0,0,0,0,0,1,238,0,73,13,4,16,0,19,0,0,146,43,12.2
Lawrence Timmons,3631,LB,MIA,14,22,2,78.9,0,0,17,0,0,59.2,53.7,84.2,58.6,47.9,47.8,3,7,0,0,31,16.8,17,1,0,112.9,45,0,0,598,10,365,794,116,0,0,116,0,2,678,66,363,68,46,62,6,57,10,3,393,282,8.7
Leon Hall,3634,CB,SF,9,2,0,69.2,0,0,28,0,0,51.4,53.6,82.1,66.1,65.0,41.7,1,1,0,0,24,23.8,5,1,0,105.6,9,0,0,28,1,147,205,3,0,0,3,0,77,202,6,52,96,3,14,1,13,2,0,143,60,15.9
Reggie Nelson,3637,S,OAK,16,18,1,55.2,1,2,23,0,0,52.9,63.8,90.2,55.8,81.9,74.6,0,2,0,1,34,9.8,9,3,2,80.8,16,0,0,412,19,583,1026,31,0,0,31,0,443,995,18,425,121,18,65,1,29,2,1,248,136,15.5
Alan Branch,3649,DI,NE,12,5,0,,0,0,19,0,0,39.2,58.2,59.4,54.6,64.4,39.1,0,4,0,0,,15.0,3,0,1,0.0,0,0,0,0,0,0,274,274,115,150,1,8,0,0,136,138,0,9,12,2,0,4,0,0,0,
Paul Posluszny,3650,LB,JAX,19,10,0,78.6,0,0,15,0,0,88.6,87.5,82.6,73.7,72.9,85.2,1,2,0,0,43,3.3,2,3,0,109.4,22,2,0,488,1,238,520,1,0,0,1,0,0,519,17,265,30,27,49,6,28,5,1,207,96,9.4
Eric Weddle,3653,S,BLT,16,9,0,70.8,0,1,3,1,0,76.1,73.3,90.6,68.9,60.8,48.1,1,7,1,6,57,14.3,10,2,0,70.5,17,1,0,290,14,638,1084,57,0,0,57,0,593,1027,32,414,130,13,51,3,24,9,1,202,119,11.9
David Harris,3663,LB,NE,10,6,0,62.5,0,0,19,0,0,65.4,61.0,78.4,69.1,52.8,46.5,0,3,0,0,17,20.0,5,1,0,75.5,5,1,0,159,4,80,181,8,0,0,8,0,0,173,15,86,10,4,14,0,8,4,0,41,45,8.2
Justin Durant,3664,LB,DAL,7,2,0,85.7,0,0,9,0,0,57.2,59.3,80.9,51.4,64.9,44.1,0,1,0,0,38,18.8,3,0,0,118.8,6,0,0,143,1,76,158,7,0,0,7,0,0,151,23,59,7,8,11,3,7,1,0,94,41,15.7
Charles Johnson,3699,ED,CAR,12,9,1,100.0,0,0,5,0,0,52.0,52.6,28.5,54.0,65.8,31.4,2,17,0,0,16,23.1,6,0,5,116.7,2,1,0,1,0,9,389,388,0,11,352,25,0,1,242,138,0,9,11,2,2,20,0,24,9,12.0
Brandon Mebane,3701,DI,LAC,16,10,0,,0,0,27,0,0,56.5,49.8,76.4,47.0,54.4,43.9,2,4,0,0,,17.6,6,0,1,0.0,0,0,0,1,0,5,535,534,358,174,0,2,0,1,276,254,0,10,18,2,0,6,0,0,0,
Brian Robison,3718,ED,MIN,17,3,1,,0,0,18,0,0,73.5,62.9,78.3,59.3,60.3,73.1,4,30,0,0,,9.5,2,0,1,0.0,0,5,0,115,0,17,642,526,2,17,487,20,0,116,429,196,0,17,16,0,0,39,0,0,0,
Corey Graham,3784,S,PHI,17,5,0,81.8,0,0,24,0,0,79.3,75.5,82.3,66.1,52.4,55.7,0,5,0,3,24,16.0,8,1,1,54.9,18,0,0,150,11,377,488,11,0,0,11,0,215,477,10,101,101,11,37,1,22,5,0,147,108,8.2
William Gay,3786,CB,PIT,17,1,0,78.3,0,1,25,0,0,62.7,59.3,0.0,59.1,52.5,42.5,0,0,0,1,40,20.8,5,2,3,97.8,18,0,0,107,29,248,271,11,0,0,11,0,33,260,1,22,91,8,18,0,23,0,1,192,114,10.7
Eric Weems,4097,WR,TEN,2,1,0,,0,0,31,0,0,71.1,72.3,64.3,,,71.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Chris Long,4316,ED,PHI,19,6,0,50.0,0,4,24,1,0,61.9,86.6,66.4,84.8,69.5,49.7,20,40,0,0,9,18.2,6,0,2,62.5,1,5,0,0,0,7,588,588,0,3,578,7,0,0,429,152,0,22,21,2,2,65,0,9,11,9.0
Dominique Rodgers-Cromartie,4330,CB,NYG,15,9,0,76.7,0,0,21,0,0,69.0,67.6,85.1,60.5,58.3,49.2,1,4,0,0,38,17.6,9,1,0,107.1,33,1,0,108,109,360,604,34,0,1,32,1,13,570,33,211,340,18,33,4,43,6,2,264,183,8.0
Aqib Talib,4334,CB,DEN,15,4,0,54.3,1,1,10,0,0,81.6,81.4,55.2,,76.9,84.7,0,0,1,1,32,3.1,1,6,3,82.7,25,0,0,46,625,465,753,2,0,0,2,0,5,751,0,288,75,7,27,0,46,0,3,250,84,10.0
Calais Campbell,4364,ED,JAX,19,14,3,,0,3,15,1,1,69.1,91.0,85.0,81.3,90.3,58.1,18,50,0,0,,10.6,7,0,1,0.0,0,17,0,3,0,5,984,981,11,166,578,226,0,3,622,357,0,55,45,6,0,85,0,0,0,
Pat Sims,4391,DI,CIN,14,10,0,,0,0,7,0,0,60.0,53.5,45.9,67.8,50.4,67.1,1,2,0,0,,3.8,1,0,2,0.0,0,1,0,0,0,0,304,304,173,125,0,6,0,0,119,185,0,8,15,2,0,4,0,0,0,
Cliff Avril,4406,ED,SEA,4,1,0,100.0,0,0,29,0,0,47.6,43.8,0.0,54.9,63.9,44.6,1,4,0,0,-1,33.3,1,0,4,79.2,1,1,0,2,0,4,151,149,0,2,147,0,0,2,94,53,0,2,1,0,1,6,0,-1,2,-1.0
Tyvon Branch,4414,S,ARZ,9,16,1,66.7,1,1,1,0,0,79.7,79.2,53.2,63.7,72.4,88.4,2,1,0,0,21,5.6,4,3,1,102.9,18,0,0,250,35,347,579,25,0,0,25,0,165,554,14,218,103,22,51,4,27,3,2,133,54,7.4
William Hayes,4417,ED,MIA,10,3,1,,1,0,17,0,0,59.8,90.3,27.9,81.2,91.0,70.5,4,13,0,0,,5.0,1,0,3,0.0,0,1,0,2,0,2,271,269,4,19,242,4,0,2,129,140,0,17,16,4,0,18,0,0,0,
Quintin Demps,4431,S,CHI,3,3,0,50.0,1,0,6,0,0,45.6,48.6,80.7,,67.7,28.4,0,0,0,0,88,20.0,3,0,1,135.4,3,0,0,69,0,106,177,1,0,0,1,0,93,176,0,71,14,2,9,0,6,0,1,127,54,42.3
Brandon Carr,4454,CB,BLT,16,5,0,56.0,2,0,3,0,0,66.2,67.7,68.2,49.9,72.5,69.4,0,0,0,4,43,9.1,6,7,10,69.1,47,0,0,65,858,624,1023,22,0,0,22,0,0,1001,5,394,78,13,55,2,84,0,2,651,154,13.9
Orlando Scandrick,4457,CB,DAL,11,3,1,66.7,0,0,9,0,0,48.9,55.3,87.5,50.9,81.6,46.7,1,3,0,0,56,16.7,7,2,3,112.9,38,0,0,32,213,353,614,44,0,0,44,0,3,570,35,226,322,14,32,2,57,4,3,516,274,13.6
Erik Walden,4481,ED,TEN,18,12,0,83.3,0,0,31,1,0,70.3,59.6,24.4,63.8,54.3,74.3,3,23,0,0,16,5.1,2,0,5,95.8,5,4,0,62,0,82,644,567,1,1,561,4,1,77,331,231,14,16,25,4,6,30,0,42,31,8.4
Ahtyba Rubin,4504,DI,ATL,13,3,0,,0,0,2,0,0,,67.2,50.5,63.7,67.3,73.6,1,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,174,174,121,47,0,6,0,0,77,97,0,6,8,0,0,3,0,0,0,
Wesley Woodyard,4583,LB,TEN,18,29,0,72.9,0,0,31,2,1,48.4,65.1,86.7,62.4,82.9,77.1,4,17,0,0,32,8.5,13,4,1,98.1,70,6,0,948,24,599,1153,82,0,0,82,0,16,1071,144,410,83,60,111,11,96,27,2,653,481,9.3
Leger Douzable,4654,ED,SF,5,1,0,0.0,1,0,28,0,0,46.3,54.6,60.2,51.6,63.3,55.6,1,0,0,0,,13.6,3,0,1,39.6,0,2,0,0,0,2,220,220,2,22,160,36,0,0,90,128,0,14,18,0,1,3,0,0,0,
Jerrell Freeman,4888,LB,CHI,1,0,0,85.7,0,0,6,0,0,32.6,50.7,76.4,73.6,78.9,54.5,0,1,0,0,18,20.0,2,0,0,100.6,6,0,0,50,2,32,56,0,0,0,0,0,0,56,2,22,4,2,8,0,7,1,0,57,15,9.5
Cameron Wake,4907,ED,MIA,16,8,0,75.0,1,0,17,0,0,52.8,75.0,49.9,81.5,65.2,77.6,15,36,0,0,20,10.3,3,0,5,104.2,3,11,0,1,0,17,610,609,0,2,594,13,0,1,395,198,0,17,18,1,4,62,0,38,22,12.7
Brian Orakpo,4936,ED,TEN,18,6,0,75.0,0,2,31,0,0,69.1,78.2,90.0,75.0,65.8,89.1,12,41,0,0,17,7.7,3,0,0,83.7,9,11,0,98,2,117,938,815,0,0,814,1,0,123,523,298,23,30,30,2,12,64,0,55,26,6.1
Malcolm Jenkins,4937,S,PHI,19,11,0,70.9,0,1,24,1,0,74.3,74.5,85.2,56.9,74.4,75.0,4,5,0,2,46,10.2,10,4,1,91.2,61,1,0,486,44,743,1151,94,0,0,94,0,204,1057,59,349,323,34,77,4,86,10,3,580,366,9.5
Brian Cushing,4938,LB,HST,5,2,0,100.0,1,0,13,0,0,38.8,59.3,27.7,64.7,69.2,71.6,1,2,0,0,20,5.6,1,0,2,118.8,3,2,0,72,4,31,163,82,0,0,82,0,0,81,20,112,5,12,15,1,3,5,0,40,21,13.3
Robert Ayers,4941,ED,TB,12,5,0,0.0,0,2,30,0,0,60.5,85.8,67.6,84.6,71.5,41.6,17,26,0,0,,14.3,5,0,2,39.6,0,2,0,1,0,2,588,587,19,100,367,101,0,1,364,222,0,21,25,4,1,45,0,0,0,
Vontae Davis,4948,CB,IND,5,5,0,59.3,0,0,14,0,0,53.4,58.3,84.9,58.5,77.4,86.5,0,0,0,0,41,0.0,0,2,0,98.7,16,0,0,23,287,187,330,0,0,0,0,0,0,330,1,142,20,2,15,0,27,0,1,226,27,14.1
Clay Matthews,4949,ED,GB,14,6,1,81.8,0,1,12,1,0,57.7,80.0,53.9,73.1,81.5,74.8,11,18,0,0,31,8.3,3,1,3,139.8,9,10,0,99,0,43,656,547,0,0,547,0,0,109,356,257,10,20,27,5,11,39,1,113,84,12.6
Ziggy Hood,4955,DI,WAS,15,3,0,,0,0,32,0,0,57.8,40.6,61.2,54.9,38.4,53.3,1,13,0,0,,16.7,4,0,2,0.0,0,0,0,1,0,3,539,538,246,228,4,60,0,1,262,274,0,8,17,0,0,14,0,0,0,
Patrick Chung,4957,S,NE,19,10,0,67.3,0,0,19,2,0,73.6,70.0,71.6,60.9,60.6,76.6,3,4,0,1,39,8.8,9,9,2,91.4,72,0,0,396,118,698,1127,137,0,0,137,0,71,990,40,389,405,27,83,3,107,7,3,713,345,9.9
Rey Maualuga,4961,LB,MIA,6,5,0,100.0,0,0,17,0,0,78.5,59.2,0.0,56.6,49.4,55.5,0,0,0,0,6,17.9,5,0,1,84.0,6,0,0,175,0,60,176,1,1,0,0,0,0,175,3,113,0,10,18,0,6,0,0,25,4,4.2
Darius Butler,4964,S,IND,15,3,0,76.9,0,1,14,1,0,65.5,63.3,10.0,65.1,59.6,41.0,0,0,0,0,37,20.6,7,3,4,118.3,10,0,0,52,8,347,500,9,0,0,9,0,409,491,5,148,21,4,24,0,13,0,0,167,71,16.7
Jairus Byrd,4965,S,CAR,9,0,0,66.7,0,0,5,0,0,53.5,50.5,0.0,66.0,52.6,50.6,0,3,0,0,30,16.7,2,0,1,90.5,6,0,0,33,2,110,135,7,0,0,7,0,71,128,11,14,22,4,10,0,9,3,0,71,26,11.8
Connor Barwin,4969,ED,LA,15,8,0,60.0,0,0,26,1,0,66.0,58.1,90.9,51.8,58.5,52.4,6,20,0,0,5,15.8,6,0,0,64.6,3,5,0,15,5,87,722,684,0,1,683,0,0,38,371,264,18,21,24,2,5,31,0,5,6,1.7
Mike Mitchell,4970,S,PIT,14,13,0,46.2,0,0,25,1,0,61.3,64.9,56.2,49.9,74.1,66.0,1,1,0,0,34,13.4,9,2,1,101.8,6,0,0,64,1,430,738,10,0,0,10,0,653,728,3,305,10,6,45,1,13,2,1,111,13,18.5
Sean Smith,4984,CB,OAK,14,5,0,65.2,0,0,23,0,0,63.9,65.8,87.8,49.8,71.6,73.3,1,0,0,2,56,9.3,4,2,2,94.7,30,0,0,43,607,440,701,16,0,0,16,0,0,685,4,257,35,7,34,1,46,1,2,463,157,15.4
Michael Johnson,4993,ED,CIN,15,11,0,0.0,1,0,7,0,0,72.9,69.2,81.8,56.3,67.2,60.6,3,15,0,0,,8.5,4,0,1,39.6,0,5,0,7,0,12,685,676,10,163,425,78,0,9,364,309,2,28,32,5,1,23,0,0,0,
Roy Miller,5004,DI,KC,7,0,1,,0,0,16,0,0,,70.5,81.0,57.6,70.9,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,77,77,59,18,0,0,0,0,34,43,0,3,4,1,0,0,0,0,0,
Brandon Tate,5006,WR,BUF,1,0,0,,0,0,4,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Lardarius Webb,5011,CB,BLT,16,5,0,68.3,0,1,3,0,0,51.0,58.8,84.3,71.5,76.8,55.1,1,1,0,2,35,17.0,8,2,0,76.5,28,2,0,15,15,214,374,10,0,0,10,0,13,364,21,139,321,14,34,2,41,4,0,372,124,13.3
Glover Quin,5035,S,DET,16,14,0,69.6,0,4,11,1,0,91.3,90.6,88.5,59.5,79.0,68.0,0,0,1,3,20,13.3,13,1,0,55.4,16,0,0,255,10,630,1053,32,0,0,32,0,618,1021,15,408,138,27,71,6,23,0,1,113,65,7.1
Thomas Morstead,5088,P,NO,1,0,0,,0,0,20,0,0,,60.0,65.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Brice McCain,5112,CB,TEN,15,1,0,55.6,0,0,31,0,0,47.2,47.7,42.4,52.6,61.0,49.6,0,1,0,0,21,26.7,4,3,3,88.3,20,0,0,14,248,290,416,6,0,0,6,0,3,410,5,121,143,0,10,0,36,1,1,265,103,13.3
Jason McCourty,5127,CB,CLV,14,6,0,67.5,1,2,8,0,0,73.5,76.3,71.6,69.0,82.5,88.8,0,2,1,3,46,3.0,2,8,4,95.8,56,0,0,67,790,512,899,10,0,0,10,0,1,889,4,383,31,22,58,4,83,2,5,646,197,11.5
Captain Munnerlyn,5140,CB,CAR,15,3,0,78.9,0,0,5,0,0,60.4,58.9,85.8,51.2,58.2,61.0,1,5,0,0,52,12.9,4,3,0,117.4,30,2,0,14,2,294,404,54,0,0,54,0,1,350,57,53,333,9,24,1,38,8,1,383,205,12.8
Ricky Jean Francois,5168,DI,NE,15,4,0,,0,0,19,0,0,,70.9,52.4,48.3,80.9,74.0,0,0,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,206,206,15,156,4,31,0,0,93,113,0,10,10,1,0,1,0,0,0,
Clinton McDonald,5173,DI,TB,14,6,1,,0,0,30,0,0,71.4,54.2,60.5,62.8,43.9,52.9,4,10,0,0,,10.7,3,0,2,0.0,0,5,0,1,0,5,460,459,78,362,0,19,0,1,274,181,0,16,19,1,0,19,0,0,0,
Chris Baker,5188,DI,TB,15,5,2,,1,0,30,0,0,63.6,56.8,42.2,66.2,53.2,57.8,5,8,0,0,,7.1,2,0,3,0.0,0,1,0,0,0,2,455,455,113,333,0,9,0,0,222,231,0,13,21,1,0,14,0,0,0,
Steve McLendon,5232,DI,NYJ,16,9,0,,0,0,22,0,0,69.2,81.0,59.0,63.1,83.7,72.9,1,12,0,0,,4.3,2,0,2,0.0,0,2,0,0,0,0,488,488,199,277,4,8,0,0,241,247,0,34,35,6,0,15,0,0,0,
Colt Anderson,5242,S,BUF,2,0,0,,0,0,4,0,0,60.8,66.2,72.3,,64.1,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,3,11,0,0,0,0,0,6,11,0,8,0,0,1,0,0,0,0,0,0,
Michael Bennett,5273,ED,SEA,16,6,1,,3,0,29,0,0,60.0,63.2,0.0,68.1,69.1,46.1,16,44,0,0,,18.2,8,0,15,0.0,0,10,0,2,0,1,931,929,7,130,577,215,0,2,578,352,0,32,30,10,0,70,0,0,0,
Ramon Humber,5310,LB,BUF,14,23,0,79.6,0,1,4,0,0,42.9,50.1,61.2,63.4,59.8,54.4,3,1,0,0,16,13.5,13,1,1,102.4,39,1,0,420,10,318,629,117,0,0,117,0,2,512,54,257,80,38,60,8,49,5,2,260,197,6.7
Jonathan Casillas,5422,LB,NYG,8,7,0,76.9,0,0,21,0,0,53.4,46.4,85.0,59.6,42.1,52.1,2,3,0,0,47,14.6,6,0,0,122.4,20,0,0,395,4,203,457,40,0,0,40,0,0,417,38,216,18,14,28,3,26,5,2,191,111,9.6
Dannell Ellerbe,5442,LB,PHI,5,4,0,100.0,0,0,24,0,0,67.2,58.0,78.2,52.6,53.8,60.7,0,0,0,0,22,12.5,2,0,0,118.8,2,0,0,101,0,31,102,1,0,0,1,0,0,101,5,66,0,5,10,2,2,0,0,27,29,13.5
Ndamukong Suh,5527,DI,MIA,16,17,2,,6,2,17,0,0,69.2,85.6,0.0,75.2,90.6,58.2,8,30,0,0,,7.8,4,0,13,0.0,0,5,0,18,0,6,877,859,51,604,28,176,0,18,534,337,0,27,30,6,0,43,0,0,0,
Gerald McCoy,5528,DI,TB,15,5,1,,1,0,30,0,0,60.1,86.9,70.1,80.5,79.2,48.5,15,26,0,0,,15.0,6,0,3,0.0,0,6,0,1,0,0,807,805,43,562,1,199,0,2,474,333,0,26,29,7,0,47,0,0,0,
Eric Berry,5530,S,KC,1,1,0,50.0,0,0,16,0,0,68.9,66.4,80.7,,56.6,81.3,0,0,0,0,17,0.0,0,0,0,78.1,2,0,0,8,6,38,70,20,0,0,20,0,10,50,0,32,26,4,6,0,4,0,0,33,4,16.5
Joe Haden,5532,CB,PIT,12,3,0,53.2,0,0,25,0,0,70.5,69.3,86.3,77.0,53.3,51.1,0,1,0,1,54,19.4,6,4,1,83.4,25,1,0,41,617,405,673,10,0,0,10,0,0,663,7,261,4,6,22,0,47,2,1,437,159,17.5
Tyson Alualu,5535,DI,PIT,17,12,1,,0,0,25,0,0,60.3,66.5,86.5,55.0,71.4,65.3,2,7,0,0,,5.9,2,0,0,0.0,0,4,0,3,0,9,451,448,49,220,41,138,0,3,260,182,0,20,20,2,0,13,0,0,0,
Brandon Graham,5538,ED,PHI,18,4,1,100.0,0,3,24,1,1,69.2,90.2,51.6,86.8,83.4,59.0,9,56,0,0,12,12.8,6,0,5,116.7,1,12,0,0,0,8,823,823,3,53,613,154,0,0,587,228,0,39,37,13,1,77,0,12,1,12.0
