player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Michael Thomas,10681,WR,NO,16,8.2,12,82.8,66.7,20,30,1,3.9,6,92,20,1,90.0,66.9,90.4,,90.7,0.0,0,0,49,0.0,0,639,7,149,93.7,599,31.3,200,123.3,180,9,68.7,439,1725,588,3.9,11.6,2.88
Allen Robinson II,8696,WR,CHI,16,11.7,6,64.1,59.1,26,44,1,3.0,3,63,6,0,90.0,83.5,80.8,65.1,81.1,0.4,3,5,49,0.3,2,671,4,98,93.9,630,41.3,277,88.3,153,7,58.1,390,1147,263,2.7,11.7,1.82
Julio Jones,6158,WR,ATL,15,12.3,8,66.4,51.1,23,45,0,5.7,6,77,2,1,85.8,58.3,90.6,,90.3,0.0,0,5,54,0.0,0,610,2,99,93.8,572,22.1,135,95.9,149,6,77.9,475,1394,360,3.6,14.1,2.44
Keenan Allen,7857,WR,LAC,16,10.3,7,70.7,46.2,12,26,0,4.6,5,63,27,0,82.4,84.1,80.8,70.0,81.7,0.3,2,8,45,0.5,3,643,3,104,92.7,596,52.4,337,86.0,147,6,47.3,304,1199,378,3.6,11.5,2.01
Julian Edelman,5156,WR,NE,16,9.3,7,68.0,63.2,12,19,0,9.1,10,54,19,3,62.5,37.2,72.0,71.4,73.6,0.3,2,2,44,0.3,2,658,7,100,92.7,610,66.9,440,98.4,147,6,32.5,214,1117,325,3.3,11.2,1.83
DeAndre Hopkins,7808,WR,HST,15,10.5,10,71.2,44.4,12,27,1,5.5,6,68,13,0,78.2,84.1,87.3,,87.8,0.0,0,1,43,0.0,0,623,3,104,93.7,584,36.4,227,107.8,146,7,63.2,394,1165,384,3.7,11.2,1.99
Tyler Boyd,10689,WR,CIN,16,9.6,10,63.4,43.8,14,32,0,7.2,7,51,7,2,67.1,30.0,73.0,65.3,72.2,0.3,2,6,47,0.1,1,675,1,90,93.9,634,64.4,435,79.7,142,5,35.3,238,1046,358,4.0,11.6,1.65
Christian McCaffrey,11763,HB,CAR,16,0.4,27,85.9,44.4,4,9,1,4.9,6,58,5,0,82.1,81.4,86.5,75.5,92.4,0.0,0,2,28,15.0,105,699,1,116,81.5,570,8.6,60,101.4,135,4,6.7,47,1005,997,8.6,8.7,1.76
Cooper Kupp,11824,WR,LA,16,7.3,8,71.2,33.3,4,12,0,3.1,3,51,26,3,89.2,22.6,74.6,72.0,76.1,0.2,1,2,66,2.7,17,619,4,94,90.0,557,67.2,416,117.0,132,10,32.6,202,1161,548,5.8,12.4,2.08
Jarvis Landry,8698,WR,CLV,16,10.5,15,63.8,48.5,16,33,1,5.7,5,55,8,0,75.3,85.0,78.2,,80.0,0.0,0,8,65,0.0,0,627,6,83,91.9,576,61.7,387,82.7,130,6,37.6,236,1174,432,5.2,14.1,2.04
