,Player,Team,Position,Cap_Space,year
25296,Nick Bawden,Jets,FB,0.1811254794520548,2021
25297,Phil Haynes,Seahawks,G,0.1811254794520548,2021
25298,Thomas Morstead,Falcons,P,0.1811254794520548,2021
25299,Trace McSorley,Cardinals,QB,0.1811254794520548,2021
25300,Micah Kiser,Broncos,ILB,0.18082191780821918,2021
25301,Brock Wright,Lions,TE,0.1808186301369863,2021
25302,Clay Johnston,Bengals,ILB,0.1808186301369863,2021
25303,Dez Fitzpatrick,Titans,WR,0.1808186301369863,2021
25304,Jalen Elliott,Lions,S,0.1808186301369863,2021
25305,Marcus Henry,Cardinals,C,0.1808186301369863,2021
25306,Olubunmi Rotimi,Commanders,DE,0.1808186301369863,2021
25307,Phillip Dorsett,Texans,WR,0.1780821917808219,2021
25308,Le'Raven Clark,Eagles,RT,0.17123287671232876,2021
25309,Davontae Harris,Chargers,CB,0.16803616438356164,2021
25310,Kevin Rader,Steelers,TE,0.1662087671232877,2021
25311,Daniel Wise,Commanders,DT,0.1607276712328767,2021
25312,Kenny Yeboah,Jets,TE,0.1607276712328767,2021
25313,Rachad Wildgoose,Jets,CB,0.1607276712328767,2021
25314,Riley Patterson,Lions,K,0.1607276712328767,2021
25315,Shane Buechele,Chiefs,QB,0.1607276712328767,2021
25316,Tipa Galeai,Packers,DE,0.1607276712328767,2021
25317,Tom Kennedy,Lions,WR,0.1607276712328767,2021
25318,Albert Huggins,Saints,DT,0.1552504109589041,2021
25319,Breshad Perriman,Buccaneers,WR,0.1552504109589041,2021
25320,Brett Toth,Eagles,RT,0.1552504109589041,2021
25321,Caleb Benenoch,Saints,RT,0.1552504109589041,2021
25322,Montravius Adams,Steelers,DE,0.1552504109589041,2021
25323,Steven Parker,Giants,S,0.1552504109589041,2021
25324,Trayveon Williams,Bengals,RB,0.1552504109589041,2021
25325,Jonathan Williams,Commanders,RB,0.1506849315068493,2021
25326,Jonathan Owens,Texans,S,0.14520438356164383,2021
25327,John Leglue,Steelers,G,0.14063671232876712,2021
25328,Marquise Copeland,Rams,DT,0.14063671232876712,2021
25329,Tommy Kraemer,Lions,G,0.14063671232876712,2021
25330,Briean Boddy-Calhoun,Titans,S,0.13808219178082193,2021
25331,Jeremiah Poutasi,Raiders,RT,0.13808219178082193,2021
25332,Ryan Griffin,Buccaneers,QB,0.13808219178082193,2021
25333,Pierre Desir,Buccaneers,CB,0.1304109589041096,2021
25334,Bruce Irvin,Bears,DE,0.12937534246575344,2021
25335,Dustin Colquitt,Browns,P,0.12937534246575344,2021
25336,Kenny Stills,Saints,WR,0.12937534246575344,2021
25337,Qadree Ollison,Falcons,RB,0.12937534246575344,2021
25338,R.J. McIntosh,Packers,DE,0.12273972602739726,2021
25339,Adam Prentice,Saints,FB,0.12054575342465754,2021
25340,Brian Johnson,Commanders,K,0.12054575342465754,2021
25341,Jake Fromm,Giants,QB,0.12054575342465754,2021
25342,Rashod Berry,Lions,TE,0.12054575342465754,2021
25343,Sutton Smith,Raiders,OLB,0.12054575342465754,2021
25344,Austin Walter,Jets,RB,0.11872054794520549,2021
25345,Eddy Pineiro,Jets,K,0.11872054794520549,2021
25346,Calvin Munson,Dolphins,ILB,0.11445917808219179,2021
25347,Garrett Gilbert,Commanders,QB,0.11202410958904109,2021
25348,Jamil Douglas,Commanders,G,0.11202410958904109,2021
25349,Ibraheim Campbell,Colts,SS,0.1073972602739726,2021
25350,Jonotthan Harrison,Giants,C,0.1073972602739726,2021
25351,Craig Reynolds,Lions,RB,0.10350027397260274,2021
25352,Deante Burton,Cowboys,CB,0.10350027397260274,2021
25353,Duke Johnson,Dolphins,RB,0.10350027397260274,2021
25354,James Carpenter,Saints,G,0.10350027397260274,2021
25355,Jaylon Smith,Giants,ILB,0.10350027397260274,2021
25356,Josh Johnson,Ravens,QB,0.10350027397260274,2021
25357,Nate Orchard,Commanders,DE,0.10350027397260274,2021
25358,Sheldrick Redwine,Dolphins,S,0.10350027397260274,2021
25359,Wayne Gallman,Vikings,RB,0.10350027397260274,2021
25360,Gavin Heslop,Seahawks,CB,0.10045479452054794,2021
25361,Jon Toth,Commanders,C,0.10045479452054794,2021
25362,Milo Eifler,Commanders,LB,0.10045479452054794,2021
25363,Alex Redmond,Patriots,G,0.09972602739726026,2021
25364,Jamal Carter,Titans,SS,0.09972602739726026,2021
25365,J'Marcus Bradley,Browns,WR,0.09497643835616437,2021
25366,Juwann Winfree,Packers,WR,0.09497643835616437,2021
25367,Deon Cain,Eagles,WR,0.09205479452054795,2021
25368,Jon Halapio,49ers,C,0.09205479452054795,2021
25369,Aaron Donkor,Seahawks,LB,0.09073972602739726,2021
25370,Alex Barrett,49ers,DE,0.09073972602739726,2021
25371,Alfredo Gutierrez,49ers,T,0.09073972602739726,2021
25372,Andre Baccellia,Cardinals,WR,0.09073972602739726,2021
25373,Beau Benzschawel,Commanders,G,0.09073972602739726,2021
25374,Bill Murray,Patriots,DT,0.09073972602739726,2021
25375,Binjimen Victor,Ravens,WR,0.09073972602739726,2021
25376,Brandon Walton,Buccaneers,T,0.09073972602739726,2021
25377,Braylon Jones,Cowboys,G,0.09073972602739726,2021
25378,Bronson Kaufusi,Packers,DE,0.09073972602739726,2021
25379,Caleb Huntley,Falcons,RB,0.09073972602739726,2021
25380,Chandler Brewer,Rams,G,0.09073972602739726,2021
25381,Chris Blair,Packers,WR,0.09073972602739726,2021
25382,Cornell Powell,Chiefs,WR,0.09073972602739726,2021
25383,D.J. Turner,Raiders,WR,0.09073972602739726,2021
25384,Darrion Daniels,49ers,DT,0.09073972602739726,2021
25385,David Moore,Browns,G,0.09073972602739726,2021
25386,Devon Key,Chiefs,S,0.09073972602739726,2021
25387,Donovan Stiner,Steelers,S,0.09073972602739726,2021
25388,Durval Neto,Dolphins,DT,0.09073972602739726,2021
25389,Earnest Brown,Rams,DE,0.09073972602739726,2021
25390,Farrod Green,Colts,TE,0.09073972602739726,2021
25391,Gehrig Dieter,Chiefs,WR,0.09073972602739726,2021
25392,Gerri Green,Raiders,DE,0.09073972602739726,2021
25393,Gerrid Doaks,Dolphins,RB,0.09073972602739726,2021
25394,Grant Hermanns,Jets,T,0.09073972602739726,2021
25395,Greg Eiland,Seahawks,T,0.09073972602739726,2021
25396,Isaiah Hodgins,Bills,WR,0.09073972602739726,2021
25397,Isaiah Johnson,Texans,CB,0.09073972602739726,2021
25398,J.J. Molson,Packers,K,0.09073972602739726,2021
25399,Jan Johnson,Titans,LB,0.09073972602739726,2021
25400,Jarrod Hewitt,Seahawks,DT,0.09073972602739726,2021
25401,Jaylon Moore,Ravens,WR,0.09073972602739726,2021
25402,Joe Reed,Chargers,WR,0.09073972602739726,2021
25403,John Raine,Falcons,TE,0.09073972602739726,2021
25404,Jonathan Ledbetter,Cardinals,DE,0.09073972602739726,2021
25405,Jordan Roos,Titans,G,0.09073972602739726,2021
25406,Jose Borregales,Buccaneers,K,0.09073972602739726,2021
25407,Josh Hokit,49ers,FB,0.09073972602739726,2021
25408,Josh Thomas,Bills,S,0.09073972602739726,2021
25409,Kabion Ento,Packers,CB,0.09073972602739726,2021
25410,Kameron Cline,Colts,DT,0.09073972602739726,2021
25411,Keesean Johnson,Eagles,WR,0.09073972602739726,2021
25412,Kion Smith,Dolphins,T,0.09073972602739726,2021
25413,Kobe Smith,Buccaneers,DT,0.09073972602739726,2021
25414,Kyle Hinton,Vikings,G,0.09073972602739726,2021
25415,Malcolm Pridgeon,Steelers,G,0.09073972602739726,2021
25416,Marvell Tell,Colts,CB,0.09073972602739726,2021
25417,Matt Leo,Eagles,DE,0.09073972602739726,2021
25418,Matt Sokol,Jaguars,TE,0.09073972602739726,2021
25419,Max Pircher,Rams,RT,0.09073972602739726,2021
25420,Mike Love,Bills,DE,0.09073972602739726,2021
25421,Niko Lalos,Giants,DE,0.09073972602739726,2021
25422,Olaijah Griffin,Bills,CB,0.09073972602739726,2021
25423,Pier-Olivier Lestage,Seahawks,G,0.09073972602739726,2021
25424,Quinton Bell,Falcons,OLB,0.09073972602739726,2021
25425,Ray Wilborn,Packers,S,0.09073972602739726,2021
25426,Ryan Hunter,Chargers,G,0.09073972602739726,2021
25427,Sandro Platzgummer,Giants,RB,0.09073972602739726,2021
25428,Shaun Beyer,Broncos,TE,0.09073972602739726,2021
25429,Steven Montez,Lions,QB,0.09073972602739726,2021
25430,Tanner Gentry,Bills,WR,0.09073972602739726,2021
25431,Tanzel Smart,Jets,DT,0.09073972602739726,2021
25432,Tre Nixon,Patriots,WR,0.09073972602739726,2021
25433,Trishton Jackson,Vikings,WR,0.09073972602739726,2021
25434,Troy Warner,Buccaneers,S,0.09073972602739726,2021
25435,Tyrone Wheatley Jr.,Bears,T,0.09073972602739726,2021
25436,Willie Beavers,Falcons,T,0.09073972602739726,2021
25437,Bobby Hart,Bills,RT,0.09041095890410959,2021
25438,Arlington Hambright,Bears,T,0.0856986301369863,2021
25439,Austin Fort,Titans,TE,0.0856986301369863,2021
25440,Chris Wilcox,Colts,CB,0.0856986301369863,2021
25441,Mark Vital,Chiefs,TE,0.0856986301369863,2021
25442,Marken Michel,Commanders,WR,0.0856986301369863,2021
25443,Robert Foster,Cowboys,WR,0.0856986301369863,2021
25444,Austin Calitro,Bengals,ILB,0.08401808219178082,2021
25445,Lamont Gaillard,Bengals,G,0.08065753424657535,2021
25446,Brady Breeze,Lions,S,0.08036383561643835,2021
25447,Jarren Williams,Giants,CB,0.08036383561643835,2021
25448,Shawn Davis,Packers,S,0.08036383561643835,2021
25449,Tanner Muse,Seahawks,OLB,0.08036383561643835,2021
25450,Thomas Graham Jr.,Bears,CB,0.08036383561643835,2021
25451,Zayne Anderson,Chiefs,LB,0.08036383561643835,2021
25452,Chris Smith,Texans,DE,0.07762520547945205,2021
25453,Dakota Dozier,Vikings,LT,0.07762520547945205,2021
25454,Kai Nacua,Jets,S,0.07762520547945205,2021
25455,Porter Gustin,Browns,OLB,0.07762520547945205,2021
25456,Ryquell Armstead,Jaguars,RB,0.07762520547945205,2021
25457,Shawn Williams,Falcons,SS,0.07762520547945205,2021
25458,Will Parks,Jets,S,0.07762520547945205,2021
25459,Jordan Matthews,49ers,WR,0.07671232876712328,2021
25460,De'Michael Harris,Colts,WR,0.07561643835616438,2021
25461,Nolan Laufenberg,Commanders,G,0.07561643835616438,2021
25462,Tim Jones,Jaguars,WR,0.07561643835616438,2021
25463,Grayland Arnold,Texans,CB,0.07397205479452056,2021
25464,Ron'Dell Carter,Texans,DE,0.07397205479452056,2021
25465,Greg Dortch,Cardinals,WR,0.07123232876712329,2021
25466,Austin Faoliu,Cowboys,DT,0.07057534246575342,2021
25467,Connor Wedington,49ers,WR,0.07057534246575342,2021
25468,Eric Smith,Cardinals,G,0.07057534246575342,2021
25469,Justin Lawler,Rams,DE,0.07057534246575342,2021
25470,Ka'dar Hollman,Giants,CB,0.07057534246575342,2021
25471,Michael Jacobson,Colts,TE,0.07057534246575342,2021
25472,Willington Prevlion,Buccaneers,DT,0.07057534246575342,2021
25473,Craig James,Eagles,CB,0.06904109589041096,2021
25474,Damontre Moore,Panthers,DE,0.06904109589041096,2021
25475,Duke Dawson,Broncos,CB,0.06904109589041096,2021
25476,Dan Skipper,Raiders,T,0.06553424657534247,2021
25477,Derwin Gray,Titans,T,0.06553424657534247,2021
25478,Devery Hamilton,Giants,T,0.06553424657534247,2021
25479,Dru Samia,Jets,G,0.06553424657534247,2021
25480,Elijah Holyfield,Bengals,RB,0.06553424657534247,2021
25481,Foster Sarell,Chargers,T,0.06553424657534247,2021
25482,Jared Hocker,Jaguars,G,0.06553424657534247,2021
25483,Javon McKinley,Lions,WR,0.06553424657534247,2021
25484,Caraun Reid,Chargers,DT,0.06136986301369863,2021
25485,Danny Isidora,Cardinals,G,0.06136986301369863,2021
25486,Davis Webb,Bills,QB,0.06136986301369863,2021
25487,Matt LaCosse,Patriots,TE,0.06136986301369863,2021
25488,Coy Cronk,Jaguars,T,0.06049315068493151,2021
25489,John Molchon,Buccaneers,G,0.06049315068493151,2021
25490,K.J. Hill,Chargers,WR,0.06049315068493151,2021
25491,Kelvin Harmon,Commanders,WR,0.06049315068493151,2021
25492,David Sharpe,Ravens,T,0.06027397260273973,2021
25493,Azur Kamara,Panthers,DE,0.06027287671232877,2021
25494,Keandre Jones,Bengals,LB,0.06027287671232877,2021
25495,Lirim Hajrullahu,Panthers,K,0.06027287671232877,2021
25496,Sam Kamara,Bears,DT,0.06027287671232877,2021
25497,Hunter Bryant,Lions,TE,0.05844712328767123,2021
25498,Brett Hundley,Colts,QB,0.056012054794520545,2021
25499,JK Scott,Jaguars,P,0.056012054794520545,2021
25500,,Browns,CB,0.05545205479452055,2021
25501,,Browns,CB,0.05545205479452055,2021
25502,Aaron Parker,Panthers,WR,0.05545205479452055,2021
25503,David Bada,Commanders,DT,0.05545205479452055,2021
25504,Dieter Eiselen,Bears,G,0.05545205479452055,2021
25505,Eli Wolf,Colts,TE,0.05545205479452055,2021
25506,Eric Banks,Lions,DE,0.05545205479452055,2021
25507,Javon Hagan,Cardinals,S,0.05545205479452055,2021
25508,Mason Kinsey,Titans,WR,0.05545205479452055,2021
25509,Nick Thurman,Falcons,DE,0.05545205479452055,2021
25510,Timon Parris,Vikings,T,0.05545205479452055,2021
25511,Tristan Vizcaino,Chargers,K,0.05545205479452055,2021
25512,Aldrick Rosas,Lions,K,0.0536986301369863,2021
25513,Caleb Benenoch,Saints,RT,0.0536986301369863,2021
25514,Deon Yelder,Giants,TE,0.0536986301369863,2021
25515,Karl Joseph,Steelers,SS,0.0536986301369863,2021
25516,Kevin Toliver,Ravens,CB,0.0536986301369863,2021
25517,Mason Schreck,Bengals,TE,0.0536986301369863,2021
25518,Kamaal Seymour,Raiders,G,0.051780821917808216,2021
25519,Brandon Rusnak,Jaguars,CB,0.05175013698630137,2021
25520,Jonathan Harris,Broncos,DT,0.05175013698630137,2021
25521,Kahale Warring,Jaguars,TE,0.05175013698630137,2021
25522,Tyrell Adams,Jaguars,OLB,0.05175013698630137,2021
25523,Austin Edwards,Chiefs,DE,0.05041095890410959,2021
25524,Bradlee Anae,Cowboys,DE,0.05041095890410959,2021
25525,Jeremiah Ledbetter,Cardinals,DT,0.05041095890410959,2021
25526,Khalil Davis,Steelers,DT,0.05041095890410959,2021
25527,Noah Dawkins,Jets,LB,0.05041095890410959,2021
25528,Ryan Neuzil,Falcons,C,0.05041095890410959,2021
25529,Tyler Hall,Rams,CB,0.05041095890410959,2021
25530,Zack Bailey,Commanders,G,0.05041095890410959,2021
25531,Curtis Bolton,Lions,LB,0.047488219178082186,2021
25532,Javin White,Jets,LB,0.047488219178082186,2021
25533,Tegray Scales,Steelers,LB,0.047488219178082186,2021
25534,Anthony Miller,Steelers,WR,0.046027397260273974,2021
25535,Cody Core,Dolphins,WR,0.046027397260273974,2021
25536,Kevin Hogan,Titans,QB,0.046027397260273974,2021
25537,Aaron Monteiro,Panthers,T,0.04536986301369863,2021
25538,Alex Ellis,Cardinals,TE,0.04536986301369863,2021
25539,Darryl Williams,Chiefs,C,0.04536986301369863,2021
25540,John Hightower,Eagles,WR,0.04536986301369863,2021
25541,Jonah Williams,Rams,DE,0.04536986301369863,2021
25542,Koda Martin,Cardinals,G,0.04536986301369863,2021
25543,Nate Meadors,Browns,CB,0.04536986301369863,2021
25544,Nick McCloud,Bills,CB,0.04536986301369863,2021
25545,Quintin Morris,Bills,TE,0.04536986301369863,2021
25546,Saivion Smith,49ers,CB,0.04536986301369863,2021
25547,Amani Bledsoe,Titans,DE,0.04032876712328767,2021
25548,Chris Slayton,49ers,DT,0.04032876712328767,2021
25549,Gabe Wright,Commanders,DT,0.04032876712328767,2021
25550,Hamilcar Rashed,Jets,DE,0.04032876712328767,2021
25551,Jake Luton,Dolphins,QB,0.04032876712328767,2021
25552,P.J. Johnson,Raiders,DT,0.04032876712328767,2021
25553,Steven Sims Jr.,Steelers,WR,0.04032876712328767,2021
25554,De'Jon Harris,Commanders,LB,0.04018246575342466,2021
25555,Jamir Jones,Jaguars,LB,0.04018191780821918,2021
25556,Jared Pinkney,Lions,TE,0.04018191780821918,2021
25557,Mekhi Sargent,Jaguars,RB,0.04018191780821918,2021
25558,Rick Leonard,Vikings,T,0.04018191780821918,2021
25559,Seth Williams,Broncos,WR,0.04018191780821918,2021
25560,,Bills,RT,0.03835616438356164,2021
25561,,Bills,RT,0.03835616438356164,2021
25562,,Bills,RT,0.03835616438356164,2021
25563,,Bills,RT,0.03835616438356164,2021
25564,,Bills,RT,0.03835616438356164,2021
25565,,Bills,RT,0.03835616438356164,2021
25566,,Bills,RT,0.03835616438356164,2021
25567,,Bills,RT,0.03835616438356164,2021
25568,,Bills,RT,0.03835616438356164,2021
25569,,Bills,RT,0.03835616438356164,2021
25570,,Bills,RT,0.03835616438356164,2021
25571,,Bills,RT,0.03835616438356164,2021
25572,,Bills,RT,0.03835616438356164,2021
25573,,Bills,RT,0.03835616438356164,2021
25574,,Bills,RT,0.03835616438356164,2021
25575,,Bills,RT,0.03835616438356164,2021
25576,,Bills,RT,0.03835616438356164,2021
25577,,Bills,RT,0.03835616438356164,2021
25578,,Bills,RT,0.03835616438356164,2021
25579,,Bills,RT,0.03835616438356164,2021
25580,,Bills,RT,0.03835616438356164,2021
25581,,Bills,RT,0.03835616438356164,2021
25582,,Bills,RT,0.03835616438356164,2021
25583,Adrian Peterson,Seahawks,RB,0.03835616438356164,2021
25584,Cornell Armstrong,Falcons,CB,0.03835616438356164,2021
25585,Jerald Hawkins,Saints,T,0.03835616438356164,2021
25586,Natrell Jamerson,Giants,CB,0.03835616438356164,2021
25587,Delontae Scott,Steelers,DE,0.03528767123287671,2021
25588,Dom Maggio,Falcons,P,0.03528767123287671,2021
25589,Jace Sternberger,Steelers,TE,0.03528767123287671,2021
25590,John Hurst,Buccaneers,WR,0.03528767123287671,2021
25591,Wynton McManis,Dolphins,OLB,0.03528767123287671,2021
25592,Zachary Johnson,Broncos,T,0.03528767123287671,2021
25593,Damion Square,Raiders,DT,0.03272438356164384,2021
25594,Darqueze Dennard,49ers,CB,0.03272438356164384,2021
25595,Darren Fells,Buccaneers,TE,0.03272438356164384,2021
25596,Mike Daniels,Bengals,DT,0.03272438356164384,2021
25597,Tony Jefferson,Ravens,SS,0.03272438356164384,2021
25598,Chaz Green,Steelers,T,0.030684931506849315,2021
25599,Josh Malone,Packers,WR,0.030684931506849315,2021
25600,Kevin White,Saints,WR,0.030684931506849315,2021
25601,Austen Pleasants,Panthers,T,0.030246575342465755,2021
25602,Cade Johnson,Seahawks,WR,0.030246575342465755,2021
25603,Casey Tucker,Broncos,T,0.030246575342465755,2021
25604,Chris Streveler,Ravens,QB,0.030246575342465755,2021
25605,Daniel Archibong,Steelers,DT,0.030246575342465755,2021
25606,Isaiah Coulter,Bears,WR,0.030246575342465755,2021
25607,Javaris Davis,Dolphins,CB,0.030246575342465755,2021
25608,Johnny Stanton,Browns,FB,0.030246575342465755,2021
25609,Kiondre Thomas,Chargers,CB,0.030246575342465755,2021
25610,Luke Juriga,Eagles,C,0.030246575342465755,2021
25611,T.J. Smith,Vikings,DT,0.030246575342465755,2021
25612,Thaddeus Moss,Bengals,TE,0.030246575342465755,2021
25613,Tim Harris,Bills,CB,0.030246575342465755,2021
25614,Adrian Colbert,Browns,FS,0.030136986301369864,2021
25615,Josh Jones,Seahawks,S,0.030136986301369864,2021
25616,Kenjon Barner,Buccaneers,RB,0.030136986301369864,2021
25617,Mark Nzeocha,49ers,OLB,0.030136986301369864,2021
25618,Noah Spence,Bengals,DE,0.030136986301369864,2021
25619,Rashaad Coward,Steelers,G,0.030136986301369864,2021
25620,Richard Rodgers,Eagles,TE,0.030136986301369864,2021
25621,Ronald Blair,Jets,DE,0.030136986301369864,2021
25622,Sean Davis,Patriots,FS,0.030136986301369864,2021
25623,T.Y. McGill,Vikings,DT,0.030136986301369864,2021
25624,Tye Smith,Vikings,CB,0.030136986301369864,2021
25625,Will Redmond,Colts,FS,0.030136986301369864,2021
25626,Alex Armah,Commanders,FB,0.028006027397260273,2021
25627,Brandon Powell,Rams,WR,0.028006027397260273,2021
25628,Da'shawn Hand,Titans,DE,0.028006027397260273,2021
25629,Ito Smith,Cowboys,RB,0.028006027397260273,2021
25630,Jordan Wilkins,Titans,RB,0.028006027397260273,2021
25631,Keivarae Russell,Saints,CB,0.028006027397260273,2021
25632,Kevin Peterson,Cardinals,CB,0.028006027397260273,2021
25633,Nick Mullens,Browns,QB,0.028006027397260273,2021
25634,Parry Nickerson,Vikings,CB,0.028006027397260273,2021
25635,Ryan Izzo,Titans,TE,0.028006027397260273,2021
25636,Temarrick Hemingway,Commanders,TE,0.028006027397260273,2021
25637,Trent Taylor,Bengals,WR,0.028006027397260273,2021
25638,Will Clapp,Saints,C,0.028006027397260273,2021
25639,Brian Allen,Browns,CB,0.025875068493150685,2021
25640,Cameron Malveaux,Eagles,DE,0.025875068493150685,2021
25641,Dan Skipper,Lions,T,0.025875068493150685,2021
25642,Daniel Ekuale,Patriots,DT,0.025875068493150685,2021
25643,Dexter Williams,Browns,RB,0.025875068493150685,2021
25644,Frank Herron,Panthers,DT,0.025875068493150685,2021
25645,Grant Haley,Rams,CB,0.025875068493150685,2021
25646,Greg Senat,Jets,T,0.025875068493150685,2021
25647,HaHa Clinton-Dix,Broncos,FS,0.025875068493150685,2021
25648,Isaiah Mack,Ravens,DT,0.025875068493150685,2021
25649,Jacob Tuioti-Mariner,Panthers,OLB,0.025875068493150685,2021
25650,Keaton Sutherland,Bengals,C,0.025875068493150685,2021
25651,Kevin Strong,Titans,DT,0.025875068493150685,2021
25652,Renell Wren,Bengals,DT,0.025875068493150685,2021
25653,Ross Pierschbacher,Jets,G,0.025875068493150685,2021
25654,Trayvon Henderson,Bengals,S,0.025875068493150685,2021
25655,Austin Mack,49ers,WR,0.025205479452054796,2021
25656,Ben Mason,Bears,TE,0.025205479452054796,2021
25657,Damon Hazelton,Texans,WR,0.025205479452054796,2021
25658,Jake Bargas,Vikings,TE,0.025205479452054796,2021
25659,James Morgan,Colts,QB,0.025205479452054796,2021
25660,Matt Ammendola,Jets,K,0.025205479452054796,2021
25661,Nate McCrary,Ravens,RB,0.025205479452054796,2021
25662,Niles Scott,Seahawks,DT,0.025205479452054796,2021
25663,Pooka Williams,Bengals,RB,0.025205479452054796,2021
25664,Rodney Adams,Bears,WR,0.025205479452054796,2021
25665,Travis Toivonen,Giants,WR,0.025205479452054796,2021
25666,Tuzar Skipper,Titans,OLB,0.025205479452054796,2021
25667,Abdullah Anderson,Packers,DE,0.023744109589041093,2021
25668,Anthony Chesley,Colts,CB,0.023744109589041093,2021
25669,Cyril Grayson,Buccaneers,WR,0.023744109589041093,2021
25670,David Sills,Giants,WR,0.023744109589041093,2021
25671,Herb Miller,Browns,CB,0.023744109589041093,2021
25672,Hjalte Froholdt,Browns,G,0.023744109589041093,2021
25673,Jabari Zuniga,Jets,DE,0.023744109589041093,2021
25674,Jake Gervase,Rams,S,0.023744109589041093,2021
25675,Jaryd Jones-Smith,Ravens,T,0.023744109589041093,2021
25676,Jason Huntley,Eagles,RB,0.023744109589041093,2021
25677,Jeremy Reaves,Commanders,S,0.023744109589041093,2021
25678,Keith Kirkwood,Panthers,WR,0.023744109589041093,2021
25679,Kenny Willekes,Vikings,DE,0.023744109589041093,2021
25680,Lester Cotton,Raiders,G,0.023744109589041093,2021
25681,Nathan Cottrell,Jaguars,RB,0.023744109589041093,2021
25682,Noah Togiai,Eagles,TE,0.023744109589041093,2021
25683,Raequan Williams,Eagles,DT,0.023744109589041093,2021
25684,Tre'Vour Wallace-Simms,Jaguars,G,0.023744109589041093,2021
25685,Tyron Johnson,Raiders,WR,0.023744109589041093,2021
25686,HaHa Clinton-Dix,Raiders,FS,0.023013698630136987,2021
25687,James Ferentz,Patriots,C,0.023013698630136987,2021
25688,Peter Kalambayi,Packers,OLB,0.023013698630136987,2021
25689,Spencer Pulley,Dolphins,C,0.023013698630136987,2021
25690,T.J. Green,Texans,S,0.023013698630136987,2021
25691,Tedric Thompson,Browns,S,0.023013698630136987,2021
25692,Tony Brown,Raiders,CB,0.023013698630136987,2021
25693,Vyncint Smith,Jets,WR,0.023013698630136987,2021
25694,Willie Snead,Panthers,WR,0.023013698630136987,2021
25695,Auzoyah Alufohai,Bears,DT,0.020164383561643837,2021
25696,Brandin Bryant,Bills,DE,0.020164383561643837,2021
25697,Corey Ballentine,Lions,CB,0.020164383561643837,2021
25698,Damon Arnette,Dolphins,CB,0.020164383561643837,2021
25699,Darius Anderson,Texans,RB,0.020164383561643837,2021
25700,Ian Bunting,Cowboys,TE,0.020164383561643837,2021
25701,Javian Hawkins,Rams,RB,0.020164383561643837,2021
25702,Jeremiah Kolone,Rams,G,0.020164383561643837,2021
25703,Justin Hollins,Rams,DE,0.020164383561643837,2021
25704,Kurt Benkert,Packers,QB,0.020164383561643837,2021
25705,Lavert Hill,49ers,CB,0.020164383561643837,2021
25706,Linden Stephens,Steelers,S,0.020164383561643837,2021
25707,Matt Cole,Seahawks,WR,0.020164383561643837,2021
25708,Michal Menet,Packers,C,0.020164383561643837,2021
25709,Parnell Motley,Lions,CB,0.020164383561643837,2021
25710,Rashad Smith,Falcons,LB,0.020164383561643837,2021
25711,Trey Ragas,Raiders,RB,0.020164383561643837,2021
25712,Tyler Clark,Commanders,DT,0.020164383561643837,2021
25713,Wyatt Miller,49ers,T,0.020164383561643837,2021
25714,Aaron Fuller,Seahawks,WR,0.02009095890410959,2021
25715,Alex Bachman,Giants,WR,0.02009095890410959,2021
25716,Austin Trammell,Falcons,WR,0.02009095890410959,2021
25717,Badara Traore,Jaguars,T,0.02009095890410959,2021
25718,Bryan Mills,Vikings,CB,0.02009095890410959,2021
25719,Casey Tucker,Eagles,T,0.02009095890410959,2021
25720,Chris Williams,Colts,DT,0.02009095890410959,2021
25721,Christian Elliss,Eagles,DE,0.02009095890410959,2021
25722,Cody Thompson,Seahawks,WR,0.02009095890410959,2021
25723,Connor Strachan,Texans,LB,0.02009095890410959,2021
25724,Curtis Robinson,49ers,ILB,0.02009095890410959,2021
25725,Curtis Weaver,Browns,DE,0.02009095890410959,2021
25726,D'Angelo Ross,Patriots,CB,0.02009095890410959,2021
25727,Danny Etling,Jaguars,QB,0.02009095890410959,2021
25728,David Wells,Cardinals,TE,0.02009095890410959,2021
25729,Dazz Newsome,Bears,WR,0.02009095890410959,2021
25730,Elliott Fry,Bengals,K,0.02009095890410959,2021
25731,JaCoby Stevens,Eagles,S,0.02009095890410959,2021
25732,JaQuan Hardy,Cowboys,RB,0.02009095890410959,2021
25733,Jake Browning,Bengals,QB,0.02009095890410959,2021
25734,Jalen Camp,Texans,WR,0.02009095890410959,2021
25735,Jared Mayden,Eagles,S,0.02009095890410959,2021
25736,Joseph Charlton,Jaguars,P,0.02009095890410959,2021
25737,Josh Hammond,Jaguars,WR,0.02009095890410959,2021
25738,Josh Johnson,Seahawks,RB,0.02009095890410959,2021
25739,Kayode Awosika,Eagles,G,0.02009095890410959,2021
25740,Ladarius Hamilton,Packers,DE,0.02009095890410959,2021
25741,Mac McCain,Broncos,CB,0.02009095890410959,2021
25742,Madre Harper,Panthers,CB,0.02009095890410959,2021
25743,Malcolm Roach,Saints,DE,0.02009095890410959,2021
25744,Marvin Wilson,Eagles,DT,0.02009095890410959,2021
25745,Michael Dwumfour,Texans,DT,0.02009095890410959,2021
25746,Michael Jackson,Seahawks,CB,0.02009095890410959,2021
25747,Myles Dorn,Vikings,CB,0.02009095890410959,2021
25748,Parker Hesse,Falcons,TE,0.02009095890410959,2021
25749,Quinn Bailey,Broncos,T,0.02009095890410959,2021
25750,Reggie Bonnafon,Panthers,RB,0.02009095890410959,2021
