player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_corner,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,weighted_grade,weighted_average_grade
00-0031559,26.0,9497.0,126.07346854609872,2019,Ravens,0.292,82.40%,Jordan Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034979,22.0,MISSING,84.57952349910451,2019,Ravens,0.292,82.40%,Iman Lewis-Marshall,CB,5.0,2.0,0.0,0.0,0.0,3.0,0.0,60.0,61.5,68.3,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.5,MISSING
00-0034265,24.0,50365.0,84.4655471947907,2019,Ravens,0.292,82.40%,Anthony Averett,CB,221.0,9.0,3.0,2.0,0.0,3.0,0.0,41.2,44.6,84.7,55.4,0.0,0.0,15.0,3.0,1.0,3.0,84.7,18.0,173.0,164.0,35.0,1.0,14.0,1.0,34.0,1.0,234.0,9856.6,MISSING
00-0027866,30.0,5539.0,70.45965270562927,2019,Ravens,0.292,82.40%,Earl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027965,31.0,6179.0,69.99855513385174,2019,Ravens,0.292,82.40%,Jimmy Smith,CB,402.0,9.0,1.0,0.0,0.0,3.0,0.0,64.2,65.6,40.1,81.7,1.0,0.0,3.3,1.0,3.0,4.0,65.4,24.0,370.0,276.0,23.0,8.0,28.0,0.0,47.0,1.0,254.0,26371.199999999997,MISSING
00-0033294,24.0,11941.0,33.171896015736294,2019,Ravens,0.292,82.40%,Chuck Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026280,33.0,4454.0,5.9981413171901625,2019,Ravens,0.292,82.40%,Brandon Carr,CB,748.0,16.0,2.0,1.0,0.0,3.0,0.0,66.8,67.3,86.2,53.8,0.0,0.0,16.4,9.0,4.0,3.0,95.8,36.0,206.0,493.0,266.0,16.0,44.0,2.0,58.0,3.0,344.0,50340.4,53.42521808088818
00-0033274,25.0,MISSING,0.0,2019,Ravens,0.292,82.40%,Fish Smithson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032770,25.0,10738.0,0.0,2019,Ravens,0.292,82.40%,Tavon Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031688,26.0,9784.0,0.0,2019,Ravens,0.292,82.40%,Denzel Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031239,MISSING,8693.0,0.0,2019,Ravens,0.292,82.40%,Stanley Jean-Baptiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035137,23.0,MISSING,0.0,2019,Ravens,0.292,82.40%,Terrell Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034277,22.0,28854.0,0.0,2019,Ravens,0.292,82.40%,DeShon Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027539,32.0,6013.0,0.0,2019,Ravens,0.292,82.40%,Anthony Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030020,29.0,8471.0,0.0,2019,Ravens,0.292,82.40%,Brynden Trawick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030294,27.0,8361.0,0.0,2019,Ravens,0.292,82.40%,Tony Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033874,23.0,11766.0,425.0312381121592,2019,Saints,0.12,76.50%,Marshon Lattimore,CB,820.0,14.0,3.0,1.0,0.0,20.0,0.0,68.7,68.1,63.6,77.0,1.0,0.0,6.6,4.0,10.0,6.0,85.8,41.0,756.0,562.0,33.0,15.0,54.0,1.0,77.0,3.0,587.0,55841.99999999999,MISSING
00-0032379,24.0,10644.0,398.23008725349337,2019,Saints,0.12,76.50%,Eli Apple,CB,933.0,15.0,2.0,1.0,1.0,20.0,0.0,59.1,63.8,87.8,74.8,0.0,0.0,6.5,4.0,3.0,9.0,107.5,43.0,834.0,646.0,32.0,12.0,56.0,0.0,68.0,3.0,621.0,59525.399999999994,MISSING
00-0033894,22.0,11797.0,218.7537710522263,2019,Saints,0.12,76.50%,Marcus Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032939,24.0,10695.0,146.43778565909616,2019,Saints,0.12,76.50%,Vonn Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035253,21.0,49371.0,110.15285304677752,2019,Saints,0.12,76.50%,Chauncey Gardner-Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032059,26.0,9511.0,104.71838159031286,2019,Saints,0.12,76.50%,P.J. Williams,CB,799.0,14.0,8.0,0.0,0.0,20.0,0.0,47.8,51.1,87.8,55.4,1.0,0.0,16.7,9.0,1.0,4.0,124.2,45.0,204.0,529.0,424.0,17.0,37.0,1.0,63.0,6.0,566.0,40828.9,MISSING
00-0030566,27.0,7838.0,77.59389344557198,2019,Saints,0.12,76.50%,D.J. Swearinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029681,30.0,7043.0,76.54689989843492,2019,Saints,0.12,76.50%,Janoris Jenkins,CB,973.0,15.0,6.0,1.0,0.0,20.0,0.0,68.0,67.7,66.7,49.6,5.0,0.0,17.6,12.0,10.0,7.0,71.1,46.0,737.0,583.0,133.0,15.0,50.0,0.0,82.0,4.0,618.0,65872.1,MISSING
00-0027882,31.0,5557.0,47.14988464565865,2019,Saints,0.12,76.50%,Patrick Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033001,25.0,11226.0,0.0,2019,Saints,0.12,76.50%,Trae Elston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033770,25.0,18348.0,0.0,2019,Saints,0.12,76.50%,Justin Hardee,CB,37.0,2.0,0.0,0.0,0.0,20.0,0.0,48.4,46.2,77.5,64.1,0.0,0.0,14.3,1.0,0.0,0.0,113.0,6.0,33.0,30.0,4.0,0.0,6.0,0.0,8.0,0.0,93.0,1709.4,MISSING
00-0035288,23.0,49037.0,0.0,2019,Saints,0.12,76.50%,Saquan Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035456,23.0,MISSING,0.0,2019,Saints,0.12,76.50%,Chris Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034116,23.0,51495.0,0.0,2019,Saints,0.12,76.50%,J.T. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034078,23.0,MISSING,0.0,2019,Saints,0.12,76.50%,Terrell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029065,29.0,7374.0,0.0,2019,Saints,0.12,76.50%,Johnson Bademosi,CB,32.0,4.0,0.0,0.0,0.0,20.0,0.0,68.2,68.9,80.3,76.3,0.0,0.0,0.0,0.0,0.0,0.0,82.6,2.0,17.0,21.0,8.0,1.0,3.0,0.0,3.0,0.0,18.0,2204.8,MISSING
00-0035139,22.0,56263.0,246.5765719063261,2019,Seahawks,-0.001,66.70%,Marquise Blair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033926,24.0,11845.0,108.90403436333882,2019,Seahawks,-0.001,66.70%,Shaquill Griffin,CB,917.0,14.0,9.0,0.0,0.0,29.0,0.0,76.0,77.0,88.9,43.5,0.0,0.0,19.5,15.0,13.0,1.0,96.3,40.0,780.0,608.0,26.0,13.0,53.0,2.0,66.0,2.0,532.0,70609.0,MISSING
00-0033931,23.0,11849.0,102.36676282221002,2019,Seahawks,-0.001,66.70%,Delano Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035142,22.0,49352.0,79.87969551747261,2019,Seahawks,-0.001,66.70%,Ugo Amadi,CB,76.0,5.0,1.0,0.0,0.0,29.0,0.0,57.3,54.8,78.1,47.0,0.0,0.0,22.2,2.0,0.0,0.0,97.8,12.0,3.0,64.0,69.0,3.0,6.0,0.0,13.0,0.0,97.0,4164.8,MISSING
00-0034756,24.0,49059.0,62.113563650954134,2019,Seahawks,-0.001,66.70%,Tre Flowers,CB,978.0,15.0,10.0,1.0,1.0,29.0,1.0,53.1,53.9,69.3,48.3,3.0,0.0,14.3,13.0,3.0,8.0,82.6,56.0,848.0,627.0,29.0,16.0,68.0,0.0,87.0,2.0,701.0,52714.2,MISSING
00-0031608,26.0,9633.0,21.91680053184735,2019,Seahawks,-0.001,66.70%,Quandre Diggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031630,27.0,9682.0,10.0459634902801,2019,Seahawks,-0.001,66.70%,Akeem King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032810,25.0,10887.0,0.0,2019,Seahawks,-0.001,66.70%,Kalan Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032922,MISSING,11343.0,0.0,2019,Seahawks,-0.001,66.70%,Marwin Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033809,24.0,MISSING,0.0,2019,Seahawks,-0.001,66.70%,Jeremy Boykins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033467,25.0,11928.0,0.0,2019,Seahawks,-0.001,66.70%,Brian Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033554,24.0,11866.0,0.0,2019,Seahawks,-0.001,66.70%,Tedric Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035091,MISSING,MISSING,0.0,2019,Seahawks,-0.001,66.70%,Jalen Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035088,MISSING,MISSING,0.0,2019,Seahawks,-0.001,66.70%,Davante Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034527,23.0,49132.0,0.0,2019,Seahawks,-0.001,66.70%,Ryan Neal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030161,28.0,8220.0,0.0,2019,Seahawks,-0.001,66.70%,Bradley McDougald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029329,29.0,7716.0,0.0,2019,Seahawks,-0.001,66.70%,Neiko Thorpe,CB,22.0,5.0,0.0,0.0,0.0,29.0,0.0,56.1,58.9,75.6,77.6,0.0,0.0,0.0,0.0,0.0,0.0,96.9,3.0,19.0,16.0,2.0,2.0,4.0,0.0,4.0,0.0,31.0,1295.8,MISSING
00-0029191,MISSING,7450.0,0.0,2019,Seahawks,-0.001,66.70%,DeShawn Shead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034789,22.0,51206.0,469.73216363524415,2019,Steelers,-0.014,50.00%,Minkah Fitzpatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034858,22.0,51334.0,307.8251035025631,2019,Steelers,-0.014,50.00%,Terrell Edmunds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033103,24.0,10659.0,267.1602895688691,2019,Steelers,-0.014,50.00%,Artie Burns,CB,67.0,5.0,3.0,0.0,0.0,25.0,0.0,64.1,61.1,0.0,80.2,0.0,0.0,0.0,0.0,0.0,1.0,152.1,5.0,59.0,54.0,1.0,1.0,4.0,0.0,5.0,1.0,55.0,4093.7,MISSING
00-0035650,21.0,40160.0,146.3557022060384,2019,Steelers,-0.014,50.00%,Justin Layne,CB,2.0,2.0,0.0,0.0,0.0,25.0,0.0,MISSING,60.6,64.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.2,MISSING
00-0033930,24.0,11850.0,103.9097993273456,2019,Steelers,-0.014,50.00%,Cameron Sutton,CB,268.0,16.0,0.0,0.0,0.0,25.0,0.0,74.1,74.5,80.8,69.1,1.0,0.0,7.7,1.0,4.0,1.0,47.0,13.0,27.0,227.0,135.0,4.0,12.0,1.0,26.0,0.0,120.0,19966.0,MISSING
00-0027860,30.0,5532.0,90.79244330290098,2019,Steelers,-0.014,50.00%,Joe Haden,CB,1055.0,16.0,3.0,0.0,1.0,25.0,1.0,71.3,70.3,86.9,48.8,5.0,0.0,15.4,12.0,10.0,3.0,70.0,42.0,915.0,612.0,21.0,20.0,63.0,3.0,79.0,6.0,468.0,74166.5,64.61806322127447
00-0032150,26.0,9531.0,80.73002269777413,2019,Steelers,-0.014,50.00%,Steven Nelson,CB,1011.0,15.0,5.0,1.0,0.0,25.0,1.0,80.3,80.5,89.2,60.3,1.0,0.0,12.3,8.0,5.0,3.0,73.3,34.0,928.0,584.0,13.0,14.0,52.0,0.0,66.0,1.0,468.0,81385.5,MISSING
00-0034335,23.0,49263.0,60.46615417470352,2019,Steelers,-0.014,50.00%,Marcus Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033220,MISSING,MISSING,0.0,2019,Steelers,-0.014,50.00%,Marcelis Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033053,25.0,10692.0,0.0,2019,Steelers,-0.014,50.00%,Sean Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032652,MISSING,11520.0,0.0,2019,Steelers,-0.014,50.00%,Herb Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032521,25.0,10898.0,0.0,2019,Steelers,-0.014,50.00%,Mike Hilton,CB,671.0,16.0,8.0,2.0,1.0,25.0,1.0,73.0,67.1,57.4,53.8,1.0,0.0,16.4,12.0,6.0,5.0,92.9,36.0,15.0,377.0,510.0,33.0,53.0,4.0,59.0,3.0,426.0,45024.1,MISSING
00-0035224,23.0,MISSING,0.0,2019,Steelers,-0.014,50.00%,Dravon Askew-Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035175,MISSING,MISSING,0.0,2019,Steelers,-0.014,50.00%,Jhavonte Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035188,23.0,43823.0,0.0,2019,Steelers,-0.014,50.00%,Alexander Myres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035095,24.0,MISSING,0.0,2019,Steelers,-0.014,50.00%,Derrek Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034217,24.0,MISSING,0.0,2019,Steelers,-0.014,50.00%,Tray Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034216,23.0,MISSING,0.0,2019,Steelers,-0.014,50.00%,Trevon Mathis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034556,23.0,35978.0,0.0,2019,Steelers,-0.014,50.00%,Kam Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030023,28.0,8468.0,0.0,2019,Steelers,-0.014,50.00%,Jordan Dangerfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032758,24.0,10645.0,384.5841680780333,2019,Texans,-0.002,61.10%,Vernon Hargreaves III,CB,844.0,15.0,7.0,2.0,0.0,13.0,1.0,40.9,46.2,88.1,59.6,1.0,1.0,12.9,9.0,4.0,4.0,122.5,66.0,443.0,584.0,350.0,14.0,54.0,1.0,89.0,6.0,873.0,38992.8,MISSING
00-0033882,24.0,11779.0,301.2763778861303,2019,Texans,-0.002,61.10%,Gareon Conley,CB,768.0,14.0,9.0,0.0,0.0,13.0,0.0,65.3,63.2,61.5,70.2,1.0,0.0,11.1,6.0,11.0,3.0,104.2,38.0,656.0,485.0,39.0,9.0,39.0,0.0,68.0,6.0,526.0,48537.600000000006,MISSING
00-0035244,23.0,55615.0,220.73201307156256,2019,Texans,-0.002,61.10%,Lonnie Johnson Jr.,CB,531.0,12.0,3.0,2.0,0.0,13.0,0.0,31.7,36.0,51.8,40.4,0.0,0.0,20.0,9.0,3.0,9.0,128.9,33.0,407.0,351.0,80.0,7.0,33.0,0.0,52.0,7.0,429.0,19116.0,MISSING
00-0034361,22.0,49048.0,161.24989190679736,2019,Texans,-0.002,61.10%,Justin Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031372,27.0,8666.0,159.29806649575357,2019,Texans,-0.002,61.10%,Bradley Roby,CB,654.0,10.0,2.0,1.0,1.0,13.0,0.0,69.0,66.8,56.1,35.2,2.0,1.0,25.0,12.0,5.0,5.0,77.4,37.0,361.0,445.0,213.0,11.0,34.0,1.0,60.0,1.0,465.0,43687.2,MISSING
00-0034792,23.0,50351.0,25.36197593169527,2019,Texans,-0.002,61.10%,Cornell Armstrong,CB,52.0,4.0,0.0,0.0,0.0,13.0,0.0,34.4,38.7,75.7,47.5,0.0,0.0,20.0,1.0,0.0,0.0,113.7,5.0,3.0,41.0,41.0,2.0,4.0,0.0,7.0,0.0,115.0,2012.4,MISSING
00-0024239,35.0,2969.0,16.577196438225858,2019,Texans,-0.002,61.10%,Johnathan Joseph,CB,622.0,14.0,4.0,2.0,0.0,13.0,0.0,65.0,64.0,86.0,37.2,1.0,0.0,19.4,12.0,11.0,3.0,90.1,48.0,535.0,412.0,44.0,11.0,46.0,0.0,78.0,2.0,627.0,39808.0,61.62860538827258
00-0034435,23.0,49454.0,14.536841590789882,2019,Texans,-0.002,61.10%,Keion Crossen,CB,134.0,9.0,1.0,0.0,0.0,13.0,0.0,44.2,45.6,81.4,36.3,0.0,0.0,27.3,3.0,0.0,1.0,97.3,5.0,89.0,79.0,25.0,2.0,7.0,0.0,7.0,0.0,60.0,6110.400000000001,MISSING
00-0033299,MISSING,11959.0,0.0,2019,Texans,-0.002,61.10%,Derrick Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031015,28.0,8722.0,0.0,2019,Texans,-0.002,61.10%,Phillip Gaines,CB,133.0,4.0,1.0,1.0,0.0,13.0,0.0,29.2,31.4,81.3,83.0,0.0,0.0,0.0,0.0,0.0,3.0,115.6,12.0,85.0,92.0,40.0,4.0,10.0,1.0,20.0,2.0,145.0,4176.2,MISSING
00-0032620,MISSING,MISSING,0.0,2019,Texans,-0.002,61.10%,A.J. Hendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035047,MISSING,MISSING,0.0,2019,Texans,-0.002,61.10%,Jermaine Ponder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035393,23.0,MISSING,0.0,2019,Texans,-0.002,61.10%,Anthony Chesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035453,23.0,MISSING,0.0,2019,Texans,-0.002,61.10%,Austin Exford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034485,24.0,66930.0,0.0,2019,Texans,-0.002,61.10%,Jonathan Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033970,25.0,11976.0,0.0,2019,Texans,-0.002,61.10%,Shalom Luani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034594,23.0,51146.0,0.0,2019,Texans,-0.002,61.10%,A.J. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022247,38.0,1972.0,0.0,2019,Texans,-0.002,61.10%,Mike Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030312,29.0,8117.0,0.0,2019,Texans,-0.002,61.10%,Jahleel Addae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028924,29.0,7288.0,0.0,2019,Texans,-0.002,61.10%,Tashaun Gipson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033878,23.0,11773.0,344.73542755459476,2019,Titans,0.084,57.90%,Adoree' Jackson,CB,575.0,11.0,4.0,0.0,0.0,31.0,0.0,75.2,76.2,86.5,61.8,0.0,0.0,11.1,5.0,6.0,2.0,91.8,30.0,495.0,392.0,58.0,17.0,36.0,3.0,46.0,1.0,311.0,43815.0,MISSING
00-0030060,28.0,7796.0,168.3026735871218,2019,Titans,0.084,57.90%,Kenny Vaccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033132,26.0,10698.0,139.3327309780732,2019,Titans,0.084,57.90%,Kevin Byard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035632,21.0,51378.0,95.54220204900987,2019,Titans,0.084,57.90%,Amani Hooker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034389,24.0,25546.0,57.68747521300322,2019,Titans,0.084,57.90%,Dane Cruikshank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030411,28.0,7864.0,53.84125393981142,2019,Titans,0.084,57.90%,Logan Ryan,CB,1098.0,16.0,24.0,4.0,3.0,31.0,0.0,60.6,64.9,68.5,61.8,4.0,0.0,13.7,17.0,11.0,10.0,97.8,80.0,215.0,663.0,695.0,40.0,83.0,2.0,114.0,6.0,940.0,71260.20000000001,MISSING
00-0032783,25.0,10791.0,44.47614435848701,2019,Titans,0.084,57.90%,LeShaun Sims,CB,335.0,10.0,4.0,0.0,0.0,31.0,0.0,46.3,49.5,86.3,44.6,0.0,0.0,17.6,6.0,1.0,2.0,121.4,20.0,280.0,231.0,37.0,7.0,24.0,0.0,28.0,2.0,242.0,16582.5,MISSING
00-0031597,26.0,9603.0,34.16579810421814,2019,Titans,0.084,57.90%,Tye Smith,CB,210.0,5.0,4.0,0.0,2.0,31.0,0.0,71.2,71.6,83.5,87.7,0.0,0.0,0.0,0.0,0.0,0.0,111.7,16.0,183.0,137.0,21.0,2.0,18.0,0.0,22.0,1.0,179.0,15035.999999999998,MISSING
00-0032676,MISSING,11189.0,0.0,2019,Titans,0.084,57.90%,Mike Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032931,27.0,11352.0,0.0,2019,Titans,0.084,57.90%,Kenneth Durden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031218,29.0,9040.0,0.0,2019,Titans,0.084,57.90%,Malcolm Butler,CB,579.0,9.0,6.0,0.0,0.0,31.0,0.0,64.2,65.5,22.9,70.5,2.0,1.0,11.1,4.0,5.0,5.0,98.4,32.0,490.0,375.0,45.0,9.0,26.0,1.0,51.0,4.0,419.0,37924.5,MISSING
00-0032353,26.0,10914.0,0.0,2019,Titans,0.084,57.90%,Chris Milton,CB,3.0,1.0,0.0,0.0,0.0,31.0,0.0,MISSING,60.0,68.1,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,MISSING
00-0035575,MISSING,MISSING,0.0,2019,Titans,0.084,57.90%,D'Andre Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035576,MISSING,MISSING,0.0,2019,Titans,0.084,57.90%,LaDarius Wiley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035573,22.0,50513.0,0.0,2019,Titans,0.084,57.90%,Kareem Orr,CB,46.0,1.0,1.0,0.0,0.0,31.0,0.0,57.5,57.4,78.2,81.8,0.0,0.0,0.0,0.0,0.0,0.0,42.4,1.0,43.0,33.0,3.0,0.0,7.0,0.0,3.0,0.0,6.0,2640.4,MISSING
00-0035522,MISSING,MISSING,0.0,2019,Titans,0.084,57.90%,JoJo Tillery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034662,24.0,51203.0,0.0,2019,Titans,0.084,57.90%,Joshua Kalu,CB,41.0,4.0,0.0,0.0,0.0,31.0,0.0,62.5,63.2,88.4,76.3,0.0,0.0,0.0,0.0,1.0,0.0,116.7,3.0,29.0,32.0,3.0,0.0,3.0,0.0,4.0,0.0,53.0,2591.2000000000003,MISSING
00-0027375,31.0,5903.0,0.0,2019,Titans,0.084,57.90%,Tramaine Brock Sr.,CB,745.0,14.0,2.0,0.0,0.0,31.0,0.0,72.4,68.7,34.9,54.1,0.0,0.0,15.0,9.0,5.0,3.0,110.7,40.0,362.0,471.0,298.0,20.0,49.0,4.0,58.0,3.0,472.0,51181.5,MISSING
00-0031546,27.0,9444.0,347.9861456612352,2019,Vikings,0.123,61.10%,Trae Waynes,CB,769.0,14.0,4.0,2.0,2.0,18.0,1.0,61.6,65.1,87.3,54.6,1.0,0.0,13.0,9.0,4.0,4.0,109.9,61.0,661.0,486.0,21.0,26.0,56.0,4.0,84.0,5.0,653.0,50061.899999999994,MISSING
00-0032389,25.0,10688.0,163.52229717116867,2019,Vikings,0.123,61.10%,Mackensie Alexander,CB,534.0,13.0,4.0,0.0,0.0,18.0,1.0,64.1,65.7,85.1,86.1,1.0,0.0,0.0,0.0,4.0,0.0,90.2,45.0,19.0,386.0,468.0,11.0,32.0,1.0,65.0,2.0,414.0,35083.8,MISSING
00-0030575,29.0,7806.0,132.66787355655777,2019,Vikings,0.123,61.10%,Xavier Rhodes,CB,795.0,15.0,3.0,2.0,2.0,18.0,0.0,44.7,46.4,36.9,78.1,0.0,0.0,7.0,5.0,4.0,10.0,127.8,59.0,721.0,503.0,29.0,19.0,63.0,5.0,70.0,4.0,707.0,36888.0,MISSING
00-0029606,30.0,7641.0,90.97118280539252,2019,Vikings,0.123,61.10%,Harrison Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035150,22.0,34222.0,23.955035030090063,2019,Vikings,0.123,61.10%,Kris Boyd,CB,98.0,8.0,0.0,0.0,0.0,18.0,0.0,54.1,52.3,81.4,74.2,0.0,0.0,7.7,1.0,1.0,1.0,92.9,10.0,87.0,65.0,3.0,2.0,12.0,2.0,14.0,0.0,105.0,5125.4,MISSING
00-0032454,25.0,10878.0,11.798538590921076,2019,Vikings,0.123,61.10%,Jayron Kearse,CB,271.0,13.0,3.0,0.0,0.0,18.0,0.0,85.1,89.0,82.0,76.3,1.0,0.0,6.9,2.0,4.0,0.0,47.2,13.0,8.0,168.0,108.0,10.0,24.0,0.0,23.0,0.0,89.0,24119.0,MISSING
00-0031262,MISSING,8783.0,0.0,2019,Vikings,0.123,61.10%,Bene' Benwikere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031799,27.0,9895.0,0.0,2019,Vikings,0.123,61.10%,Anthony Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032069,MISSING,9630.0,0.0,2019,Vikings,0.123,61.10%,Derron Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035214,23.0,MISSING,0.0,2019,Vikings,0.123,61.10%,Isaiah Wharton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0035155,22.0,49394.0,0.0,2019,Vikings,0.123,61.10%,Mark Fields,CB,6.0,1.0,0.0,0.0,0.0,18.0,0.0,36.3,36.5,71.2,23.2,0.0,0.0,100.0,1.0,0.0,0.0,118.8,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,219.0,MISSING
00-0035108,22.0,50353.0,0.0,2019,Vikings,0.123,61.10%,Nate Meadors,CB,11.0,2.0,0.0,0.0,0.0,18.0,0.0,45.0,45.4,73.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,149.3,3.0,8.0,9.0,2.0,0.0,2.0,0.0,3.0,2.0,31.0,499.4,MISSING
00-0035542,22.0,56123.0,0.0,2019,Vikings,0.123,61.10%,Kemon Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
