,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
113,Glenn Dorsey,KC,DI,989,4319,17,10,0,0,0,16,1,0,63.4,71.2,51.5,69.1,79.5,7,19,2.8,2,2,0.0,2,989,227,87,0,675,47,59,4,28,Chiefs,2010,62702.6,
114,Vernon Gholston,NYJ,DI,247,4320,16,2,0,0,0,22,0,0,63.0,82.2,53.3,67.4,74.1,1,4,11.1,1,0,0.0,0,242,7,23,15,193,5,6,1,5,Jets,2010,15561.0,
115,Sedrick Ellis,NO,DI,817,4321,17,9,2,0,2,20,0,0,60.0,79.1,63.2,53.1,79.2,3,15,5.6,2,1,0.0,6,817,192,624,0,1,21,25,3,24,Saints,2010,49020.0,
116,Phillip Merling,MIA,DI,112,4346,5,0,0,1,0,17,0,0,55.9,28.2,47.1,63.7,72.9,0,0,0.0,0,1,39.6,0,112,4,35,0,73,2,4,0,0,Dolphins,2010,6260.8,
117,Trevor Laws,PHI,DI,470,4361,16,4,4,0,0,24,0,0,58.4,28.8,62.6,63.7,74.7,6,11,0.0,0,4,0.0,3,470,61,389,0,15,8,7,1,20,Eagles,2010,27448.0,
118,Calais Campbell,ARZ,DI,771,4364,15,4,4,0,0,1,1,0,61.6,64.3,68.3,52.9,61.0,3,26,5.9,3,2,0.0,6,771,87,48,2,632,41,44,7,35,Cardinals,2010,47493.6,
119,Jason Jones,TEN,DI,653,4368,15,4,3,2,3,31,0,0,76.3,32.9,77.0,68.0,78.4,2,35,2.9,1,5,0.0,4,653,37,559,0,41,29,29,10,41,Titans,2010,49823.9,
120,Kendall Langford,MIA,DI,729,4380,16,10,5,1,2,17,0,0,70.2,68.7,64.2,66.6,79.4,3,21,0.0,0,3,0.0,3,727,21,145,0,550,24,29,3,27,Dolphins,2010,51175.8,
121,Pat Sims,CIN,DI,434,4391,14,3,1,0,0,7,0,0,57.5,11.9,70.0,57.6,66.9,3,8,12.0,3,5,0.0,3,434,1,424,0,9,20,19,2,14,Bengals,2010,24955.0,
122,Andre Fluellen,DET,DI,151,4401,16,1,0,0,0,11,0,0,67.2,43.3,69.2,63.5,72.5,2,3,0.0,0,1,0.0,1,151,0,93,0,58,4,6,1,6,Lions,2010,10147.2,
123,Marcus Harrison,CHI,DI,92,4404,5,0,1,0,0,6,0,0,62.0,80.0,63.5,56.1,69.0,1,0,0.0,0,0,0.0,0,92,1,80,0,11,2,2,0,1,Bears,2010,5704.0,
124,Kenny Iwebema,ARZ,DI,63,4430,7,0,0,0,0,1,0,0,60.5,6.5,58.9,66.7,67.4,0,0,50.0,1,1,0.0,0,63,5,5,0,53,1,1,0,0,Cardinals,2010,3811.5,
125,Red Bryant,SEA,DI,283,4435,7,0,0,0,1,29,2,0,81.8,59.3,68.7,82.8,75.5,2,8,0.0,0,1,0.0,2,283,5,34,0,244,14,14,1,12,Seahawks,2010,23149.399999999998,
126,Frank Okam,TB,DI,142,4465,8,3,0,0,0,30,1,0,51.4,81.8,54.2,52.6,45.2,0,1,8.3,1,0,116.7,0,142,8,128,0,6,5,8,1,1,Buccaneers,2010,7298.8,
127,Letroy Guion,MIN,DI,262,4466,15,1,0,0,1,18,0,0,73.2,60.3,73.1,63.2,74.2,4,10,0.0,0,1,0.0,2,262,0,259,0,2,10,11,1,16,Vikings,2010,19178.4,
128,Nick Hayden,CAR,DI,473,4495,14,6,1,0,0,5,0,0,53.8,61.1,57.1,54.4,76.5,2,4,3.7,1,1,0.0,2,473,0,472,0,1,13,20,1,8,Panthers,2010,25447.399999999998,
129,Ahtyba Rubin,CLV,DI,722,4504,16,20,1,0,0,8,0,0,49.2,85.7,58.6,44.3,75.7,1,7,3.5,3,0,39.6,2,722,682,34,0,4,37,63,0,10,Browns,2010,35522.4,
130,Landon Cohen,NE,DI,86,4530,5,1,0,0,0,19,0,0,59.0,78.3,51.2,66.7,41.7,0,1,16.7,1,0,0.0,0,86,29,25,0,32,2,4,0,1,Patriots,2010,5074.0,
131,Lionel Dotson,MIA,DI,43,4559,2,0,0,0,0,17,0,0,63.7,76.0,53.0,66.7,69.2,0,0,0.0,0,0,0.0,0,43,1,15,0,27,2,2,0,0,Dolphins,2010,2739.1,
132,Ogemdi Nwagbuo,SD,DI,258,4598,15,4,0,0,0,27,1,0,60.4,55.7,49.9,68.3,53.2,0,2,12.5,2,1,0.0,0,258,114,49,0,95,4,10,0,2,Chargers,2010,15583.199999999999,
133,Leger Douzable,JAX,DI,217,4654,15,1,0,1,0,15,0,0,56.7,8.6,59.4,62.8,71.8,0,4,30.0,3,3,0.0,0,217,1,215,0,1,3,6,1,4,Jaguars,2010,12303.900000000001,
134,Eric Foster,IND,DI,582,4686,17,5,0,0,0,14,2,0,62.0,75.0,59.1,62.1,69.6,1,13,3.6,1,0,0.0,4,582,55,385,0,140,20,22,3,18,Colts,2010,36084.0,
135,Marcus Dixon,NYJ,DI,43,4724,3,0,0,0,0,22,0,0,54.3,76.7,58.7,53.0,71.2,0,0,25.0,1,0,0.0,1,43,7,19,0,17,3,3,0,1,Jets,2010,2334.9,
136,Brian Schaefering,CLV,DI,490,4753,16,3,0,0,0,8,0,0,47.7,68.8,51.9,47.5,69.7,0,9,7.1,2,0,0.0,0,490,40,48,0,401,14,23,1,9,Browns,2010,23373.0,
137,Lamar Divens,BLT,DI,5,4757,1,0,0,0,0,3,0,0,34.4,69.8,59.5,45.2,,0,0,,0,0,0.0,0,5,0,2,0,3,0,0,0,0,Ravens,2010,172.0,
138,Anthony Toribio,KC,DI,65,4759,5,2,0,0,0,16,0,0,49.5,77.2,56.3,48.3,73.6,1,1,0.0,0,0,0.0,0,65,53,10,0,2,2,3,0,2,Chiefs,2010,3217.5,
139,Wallace Gilberry,KC,DI,519,4763,17,1,1,0,2,16,1,0,67.7,71.1,73.9,40.5,57.1,6,29,20.0,3,1,0.0,7,519,118,65,0,336,16,11,4,42,Chiefs,2010,35136.3,
140,Tyson Jackson,KC,DI,330,4926,13,4,0,0,0,16,0,0,60.1,84.0,54.7,61.5,77.5,0,3,0.0,0,0,0.0,2,330,9,23,0,298,15,22,0,5,Chiefs,2010,19833.0,
141,B.J. Raji,GB,DI,1069,4932,20,6,3,0,0,12,0,0,71.0,87.3,71.9,53.9,71.4,7,36,10.0,4,0,22.9,8,1069,814,96,0,159,31,30,4,51,Packers,2010,75899.0,
142,Peria Jerry,ATL,DI,211,4947,17,1,1,0,0,2,0,0,61.6,55.0,57.9,64.2,72.8,2,6,12.5,1,1,0.0,2,211,23,187,0,1,7,6,2,10,Falcons,2010,12997.6,
143,Ziggy Hood,PIT,DI,793,4955,19,6,1,0,0,25,0,0,46.3,87.1,48.5,46.3,78.5,3,15,4.3,1,0,79.2,5,793,157,31,0,594,15,16,1,23,Steelers,2010,36715.899999999994,
144,Ron Brace,NE,DI,283,4963,13,4,0,0,0,19,0,0,60.9,83.3,53.8,63.0,76.0,0,5,0.0,0,0,0.0,0,283,21,32,0,230,11,15,2,5,Patriots,2010,17234.7,
145,Fili Moala,IND,DI,527,4979,17,3,1,0,0,14,1,1,46.3,87.2,62.8,38.9,67.8,3,7,10.0,3,0,0.0,1,527,1,498,0,28,16,24,4,11,Colts,2010,24400.1,
146,Sen'Derrick Marks,TEN,DI,460,4985,12,7,2,1,2,31,0,0,52.5,36.1,62.0,50.2,30.0,6,10,13.6,3,3,0.0,1,460,19,402,0,37,9,12,3,17,Titans,2010,24150.0,
147,Jarron Gilbert,NYJ,DI,20,4991,1,1,0,0,0,22,0,0,57.4,73.8,53.9,60.7,69.2,0,0,0.0,0,0,0.0,0,20,1,6,0,13,1,1,1,0,Jets,2010,1148.0,
148,Terrance Knighton,JAX,DI,801,4995,16,5,1,0,0,15,0,0,61.9,88.6,63.5,53.9,51.1,4,16,18.9,7,0,0.0,4,801,27,767,0,7,24,25,3,24,Jaguars,2010,49581.9,
149,Roy Miller,TB,DI,600,5004,16,4,0,0,0,30,0,0,43.9,38.3,57.1,45.0,78.3,0,7,2.4,1,4,0.0,1,600,39,561,0,0,27,37,2,8,Buccaneers,2010,26340.0,
150,Corvey Irvin,CAR,DI,56,5016,2,1,0,0,0,5,0,0,59.8,77.7,52.5,57.2,71.6,0,0,0.0,0,0,79.2,0,56,0,26,0,30,2,3,1,0,Panthers,2010,3348.7999999999997,
151,Darell Scott,SL,DI,253,5026,9,3,0,0,0,26,0,0,57.1,58.1,58.0,55.9,74.3,0,4,0.0,0,1,0.0,0,253,5,248,0,0,7,14,0,4,Rams,2010,14446.300000000001,
152,Henry Melton,CHI,DI,390,5028,18,1,1,0,1,6,1,0,49.6,33.2,58.0,36.7,51.0,4,13,9.1,1,3,0.0,4,390,3,299,0,88,10,9,0,21,Bears,2010,19344.0,
153,Vaughn Martin,SD,DI,181,5036,10,2,0,1,0,27,0,0,59.6,18.5,58.1,66.5,29.9,3,3,16.7,1,2,0.0,1,181,21,44,0,116,4,3,0,7,Chargers,2010,10787.6,
154,Sammie Lee Hill,DET,DI,349,5038,15,5,0,0,0,11,1,0,73.7,84.6,70.0,67.3,68.2,3,12,3.2,1,0,0.0,2,349,10,335,0,3,19,25,5,17,Lions,2010,25721.3,
155,Jarius Wynn,GB,DI,168,5106,11,1,0,0,0,12,0,0,54.8,80.3,54.3,57.2,72.6,0,5,0.0,0,0,0.0,3,168,26,3,0,137,4,2,0,8,Packers,2010,9206.4,
156,Myron Pryor,NE,DI,233,5131,9,1,0,0,0,19,0,0,51.1,81.8,58.4,41.5,74.9,0,6,0.0,0,0,0.0,1,233,123,60,0,48,4,7,0,7,Patriots,2010,11906.300000000001,
157,Vance Walker,ATL,DI,294,5134,17,3,1,0,0,2,0,0,59.6,84.7,58.5,53.4,74.4,0,5,11.1,2,0,79.2,0,294,4,289,0,1,11,13,4,5,Falcons,2010,17522.4,
158,Ricky Jean Francois,SF,DI,144,5168,16,1,1,0,0,28,0,0,77.1,38.0,79.2,68.1,77.0,1,4,0.0,0,1,79.2,1,144,107,31,0,6,11,11,0,6,49ers,2010,11102.4,
159,Clinton McDonald,CIN,DI,57,5173,8,1,0,0,0,7,0,0,57.7,78.6,65.9,53.5,70.1,2,0,0.0,0,0,0.0,0,57,0,57,0,0,1,2,0,2,Bengals,2010,3288.9,
160,Chris Baker,MIA,DI,7,5188,1,0,0,0,0,17,0,0,84.2,70.1,69.8,68.2,,0,1,,0,0,0.0,0,7,7,0,0,0,0,0,0,1,Dolphins,2010,589.4,
161,Desmond Bryant,OAK,DI,325,5204,15,2,0,0,0,23,0,0,72.8,42.9,63.6,75.9,76.4,1,8,5.3,1,2,0.0,3,325,6,229,0,90,18,16,2,12,Raiders,2010,23660.0,
162,Antonio Dixon,PHI,DI,439,5211,16,6,2,0,0,24,1,0,78.1,69.4,61.1,80.6,76.8,1,4,10.8,4,1,0.0,2,439,12,424,0,3,24,27,4,7,Eagles,2010,34285.899999999994,
163,Mitch King,IND,DI,30,5218,4,1,0,0,0,14,0,0,35.8,76.4,68.4,30.0,25.2,0,1,33.3,1,0,0.0,0,30,0,30,0,0,0,1,0,1,Colts,2010,1074.0,
164,Steve McLendon,PIT,DI,19,5232,4,0,0,0,0,25,1,0,58.3,73.2,58.9,57.4,70.3,0,1,0.0,0,0,0.0,0,19,9,0,0,10,1,2,0,1,Steelers,2010,1107.7,
165,Matt Kroul,NYJ,DI,35,5297,5,0,0,0,0,22,0,0,51.2,75.7,54.2,53.1,70.5,0,0,0.0,0,0,0.0,0,35,2,22,0,11,1,3,0,0,Jets,2010,1792.0,
166,Ryan Baker,MIA,DI,80,5316,9,0,1,0,0,17,0,0,57.3,78.6,60.9,54.6,72.6,0,2,0.0,0,0,0.0,0,80,27,38,0,15,3,4,0,2,Dolphins,2010,4584.0,
167,Jeremy Jarmon,WAS,DI,65,5475,5,1,0,0,0,32,0,0,59.6,77.4,66.7,45.1,74.9,1,3,0.0,0,0,0.0,1,65,24,0,0,35,2,1,0,5,Commanders,2010,3874.0,
168,Ndamukong Suh,DET,DI,959,5527,16,7,2,0,0,11,1,1,64.7,37.5,70.1,53.4,74.5,6,24,1.8,1,8,0.0,11,959,3,912,0,34,48,48,9,41,Lions,2010,62047.3,
169,Gerald McCoy,TB,DI,669,5528,13,5,4,0,1,30,0,0,66.1,54.6,71.7,58.1,77.0,7,19,12.0,3,3,0.0,4,669,68,497,0,104,14,17,3,30,Buccaneers,2010,44220.899999999994,
170,Tyson Alualu,JAX,DI,789,5535,16,7,1,1,0,15,0,0,57.5,59.6,62.0,52.9,78.1,5,18,0.0,0,3,95.8,4,789,61,701,0,26,21,24,4,27,Jaguars,2010,45367.5,
171,Dan Williams,ARZ,DI,382,5551,15,7,2,0,0,1,0,0,78.0,83.7,57.1,77.1,81.3,1,2,0.0,0,0,0.0,0,382,300,80,0,2,22,31,1,3,Cardinals,2010,29796.0,
172,Jared Odrick,MIA,DI,22,5553,1,0,0,0,0,17,0,0,69.0,73.7,52.1,67.5,68.1,0,0,0.0,0,0,0.0,0,22,0,8,0,14,1,1,1,0,Dolphins,2010,1518.0,
173,Brian Price,TB,DI,110,5560,5,1,0,0,0,30,0,0,51.0,30.9,60.8,50.2,71.0,1,3,0.0,0,1,0.0,0,110,41,69,0,0,2,4,0,4,Buccaneers,2010,5610.0,
174,Torell Troup,BUF,DI,298,5566,15,5,1,0,0,4,0,0,54.2,84.6,59.6,51.5,75.2,1,2,5.6,1,0,0.0,0,298,37,254,0,5,6,12,1,3,Bills,2010,16151.6,
175,Linval Joseph,NYG,DI,60,5571,5,0,0,1,0,21,0,0,53.5,9.1,57.5,59.2,72.3,0,2,0.0,0,1,0.0,0,60,1,59,0,0,5,7,2,2,Giants,2010,3210.0,
176,Terrence Cody,BLT,DI,141,5582,15,5,0,0,1,3,0,0,56.3,39.5,51.5,61.9,74.1,0,0,0.0,0,1,0.0,0,141,33,103,0,5,6,7,0,0,Ravens,2010,7938.299999999999,
177,Alex Carrington,BUF,DI,214,5597,9,2,1,0,0,4,0,0,66.3,81.5,66.9,61.4,74.1,0,5,0.0,0,0,0.0,1,212,8,39,0,163,6,6,0,6,Bills,2010,14188.199999999999,
178,Earl Mitchell,HST,DI,310,5605,15,9,0,0,0,13,0,0,60.6,84.7,63.1,56.3,61.9,0,9,3.8,1,0,108.3,1,310,12,275,0,23,11,16,2,10,Texans,2010,18786.0,
179,Corey Peters,ATL,DI,597,5607,17,6,1,0,0,2,0,0,51.9,75.4,60.6,46.5,77.2,1,14,5.9,2,1,112.5,1,597,13,584,0,0,19,26,3,16,Falcons,2010,30984.3,
180,Geno Atkins,CIN,DI,349,5643,16,0,1,0,0,7,0,0,80.5,84.5,77.5,58.8,74.7,7,19,9.1,1,0,0.0,5,349,65,283,0,1,11,10,1,31,Bengals,2010,28094.5,
181,Al Woods,TB,DI,130,5646,9,3,0,0,0,30,0,0,51.4,81.7,55.2,50.8,39.3,0,0,12.5,2,0,79.2,1,130,2,125,0,3,8,11,0,1,Buccaneers,2010,6682.0,
182,Cam Thomas,SD,DI,78,5669,6,1,0,0,0,27,0,0,57.9,16.4,61.2,61.2,73.3,0,1,0.0,0,1,0.0,2,78,58,19,0,1,3,4,0,3,Chargers,2010,4516.2,
183,Arthur Jones,BLT,DI,9,5680,2,0,0,0,0,3,0,0,54.4,71.6,56.2,57.7,,0,0,,0,0,0.0,0,9,0,3,0,6,0,0,0,0,Ravens,2010,489.59999999999997,
184,Clifton Geathers,DAL,DI,4,5709,2,0,0,0,0,9,0,0,43.4,68.0,57.8,57.1,,0,0,,0,0,0.0,0,4,0,0,0,4,0,0,0,0,Cowboys,2010,173.6,
185,C.J. Wilson,GB,DI,290,5753,18,3,0,0,0,12,0,0,59.0,64.8,56.7,61.4,76.9,5,4,0.0,0,1,0.0,2,290,76,8,0,204,13,16,1,11,Packers,2010,17110.0,
186,Ricardo Mathews,IND,DI,56,5761,6,1,0,0,0,14,0,0,67.2,78.6,57.9,67.7,70.1,1,0,25.0,1,0,0.0,0,56,0,56,0,0,2,2,0,1,Colts,2010,3763.2000000000003,
187,Jeff Owens,PHI,DI,3,5766,1,0,0,0,0,24,0,0,70.2,68.2,68.9,,,0,1,,0,0,0.0,0,3,1,2,0,0,0,0,0,1,Eagles,2010,210.60000000000002,
188,Brandon Deaderick,NE,DI,253,5769,10,1,0,0,0,19,0,0,65.9,81.8,57.3,67.9,75.0,0,5,0.0,0,0,0.0,2,253,13,20,0,220,11,10,0,7,Patriots,2010,16672.7,
189,Kyle Love,NE,DI,166,5806,10,2,0,0,0,19,0,0,65.9,80.5,65.6,61.0,75.3,0,5,0.0,0,0,0.0,1,166,91,28,0,47,6,7,0,6,Patriots,2010,10939.400000000001,
190,Jermelle Cudjo,SL,DI,231,5814,10,2,1,0,0,26,0,0,54.9,84.2,63.6,49.1,74.2,1,4,0.0,0,0,0.0,1,231,0,231,0,0,9,10,0,6,Rams,2010,12681.9,
191,Joe Joseph,WAS,DI,3,5866,1,0,0,0,0,32,0,0,59.2,67.7,58.9,60.0,,0,0,,0,0,0.0,0,3,3,0,0,0,0,0,0,0,Commanders,2010,177.60000000000002,
192,Travis Ivey,CLV,DI,21,5890,1,0,0,0,0,8,0,0,30.5,0.0,53.8,44.3,67.4,0,0,0.0,0,0,0.0,0,21,0,1,0,20,0,1,0,0,Browns,2010,640.5,
193,Jimmy Saddler-McQueen,DAL,DI,5,5898,1,0,0,0,0,9,0,0,58.7,69.6,56.9,60.3,,0,0,,0,0,0.0,0,5,1,0,0,4,0,0,0,0,Cowboys,2010,293.5,
194,Andre Neblett,CAR,DI,151,5915,7,1,0,0,0,5,0,0,70.0,18.9,62.5,72.0,73.6,0,3,0.0,0,2,39.6,0,151,31,120,0,0,9,9,0,3,Panthers,2010,10570.0,
195,Malcolm Sheppard,TEN,DI,81,6030,4,1,0,0,0,31,0,0,58.6,79.6,57.4,58.1,71.7,0,2,0.0,0,0,0.0,0,81,6,69,0,6,2,4,1,2,Titans,2010,4746.6,
196,Martin Tevaseu,NYJ,DI,17,6055,1,0,0,0,0,22,0,0,72.5,73.1,56.9,71.4,,0,0,,0,0,0.0,0,17,2,9,0,6,0,0,0,0,Jets,2010,1232.5,
197,Josh Price-Brent,DAL,DI,254,6072,16,1,0,1,0,9,0,0,62.8,56.0,58.0,64.6,77.1,1,3,0.0,0,1,0.0,0,254,194,50,0,10,11,14,0,4,Cowboys,2010,15951.199999999999,
198,Vonnie Holliday,ARZ,DI,152,340,16,1,1,0,0,1,0,0,73.6,79.2,60.6,68.4,76.0,3,4,0.0,0,0,0.0,0,152,13,6,0,132,11,14,4,7,Cardinals,2011,11187.199999999999,64.39014084507042
199,Aaron Smith,PIT,DI,172,500,4,1,0,0,0,25,0,0,42.3,81.4,50.9,47.0,72.1,1,3,0.0,0,0,108.3,0,172,16,1,0,154,5,5,0,4,Steelers,2011,7275.599999999999,60.764945919370696
200,Kelly Gregg,KC,DI,532,527,16,10,1,0,0,16,0,0,66.0,84.6,53.2,67.7,61.8,0,2,10.3,4,0,0.0,1,532,488,33,0,11,21,25,3,3,Chiefs,2011,35112.0,66.10784408084696
201,Shaun Ellis,NE,DI,415,590,17,4,0,0,0,19,0,0,58.1,85.2,56.4,57.9,43.6,1,16,18.8,3,0,0.0,2,410,10,41,8,344,9,9,1,19,Patriots,2011,24111.5,60.073160873080035
202,Fred Robbins,SL,DI,487,623,15,10,2,0,0,26,0,0,70.7,59.4,60.6,71.4,77.7,1,8,8.8,3,2,39.6,1,487,16,464,0,7,18,21,4,10,Rams,2011,34430.9,52.300971397733406
203,Gerard Warren,NE,DI,366,775,15,0,0,0,0,19,1,0,74.5,84.2,65.0,72.3,75.6,3,16,0.0,0,0,0.0,2,366,25,197,0,143,12,14,2,21,Patriots,2011,27267.0,65.5125
204,Justin Smith,SF,DI,1096,776,18,14,2,1,3,28,1,0,81.8,53.4,75.6,76.0,84.4,21,61,1.6,1,4,0.0,9,1096,16,119,0,912,33,46,2,91,49ers,2011,89652.8,62.16553328561203
205,Richard Seymour,OAK,DI,845,778,16,5,3,1,0,23,0,0,68.6,0.0,74.6,69.3,51.8,9,25,7.4,2,10,112.5,6,845,8,806,0,29,20,20,0,40,Raiders,2011,57966.99999999999,64.5421052631579
206,Casey Hampton,PIT,DI,444,789,14,9,0,0,0,25,0,0,65.8,83.8,57.5,66.1,80.6,0,6,0.0,0,0,0.0,0,444,423,17,0,4,15,20,3,6,Steelers,2011,29215.199999999997,66.5416866315285
207,Ryan Pickett,GB,DI,499,799,15,3,2,0,0,12,0,0,65.8,85.1,50.5,73.2,70.4,0,6,3.1,1,0,112.5,0,499,170,9,0,318,20,28,3,6,Packers,2011,32834.2,
208,Shaun Rogers,NO,DI,340,828,18,4,1,0,0,20,0,0,68.4,65.5,66.0,68.6,62.5,6,5,5.3,1,1,100.0,0,340,54,285,0,1,13,14,0,11,Saints,2011,23256.000000000004,
209,Chris Hoke,PIT,DI,61,961,6,0,0,0,0,25,0,0,58.1,77.1,55.8,59.7,71.9,0,1,25.0,1,0,0.0,0,61,38,2,0,21,3,3,2,1,Steelers,2011,3544.1,
210,John Henderson,OAK,DI,343,1017,13,7,5,0,0,23,0,0,81.7,85.3,65.9,81.0,78.2,2,6,0.0,0,0,0.0,1,343,33,303,0,7,22,29,0,9,Raiders,2011,28023.100000000002,
211,Albert Haynesworth,TB,DI,388,1022,13,2,3,0,0,30,0,0,68.7,21.7,71.8,67.0,56.2,3,13,18.5,5,2,0.0,0,388,20,321,0,42,15,20,1,16,Buccaneers,2011,26655.600000000002,
212,Justin Bannan,SL,DI,483,1134,15,4,3,0,1,26,0,0,68.3,28.0,59.4,72.1,76.1,1,5,3.3,1,4,0.0,0,483,1,479,0,2,22,25,3,6,Rams,2011,32988.9,
213,Rocky Bernard,NYG,DI,457,1139,20,10,4,0,0,21,1,0,65.6,72.5,67.5,59.3,69.5,2,10,6.1,2,1,0.0,1,457,6,445,0,5,13,21,1,13,Giants,2011,29979.199999999997,
214,Kenyon Coleman,DAL,DI,413,1140,16,9,3,0,0,9,0,0,69.0,67.6,59.9,68.4,67.4,1,9,2.7,1,1,0.0,1,412,6,12,0,386,24,27,4,11,Cowboys,2011,28497.0,
215,Howard Green,GB,DI,233,1173,15,6,0,0,0,12,0,0,59.6,81.5,51.7,63.5,74.2,0,3,0.0,0,0,0.0,0,233,31,33,0,169,1,2,0,3,Packers,2011,13886.800000000001,
216,Brett Keisel,PIT,DI,769,1204,15,9,6,0,2,25,1,0,76.6,73.5,63.2,72.0,83.6,5,24,7.1,3,1,70.1,3,769,22,11,0,606,24,30,5,32,Steelers,2011,58905.399999999994,
217,Kevin Williams,MIN,DI,822,1325,14,7,2,0,1,18,0,0,73.6,52.6,70.7,73.1,59.6,7,25,8.3,3,5,0.0,5,822,20,797,0,4,25,26,4,37,Vikings,2011,60499.2,
218,Jimmy Kennedy,NYG,DI,53,1328,6,1,0,0,0,21,0,0,61.7,77.8,54.2,62.9,26.6,0,0,25.0,1,0,0.0,0,53,0,49,0,4,2,2,1,0,Giants,2011,3270.1000000000004,
219,Anthony Adams,CHI,DI,280,1372,11,1,0,0,0,6,0,0,59.3,39.8,54.7,66.2,74.5,0,5,0.0,0,2,0.0,0,280,0,280,0,0,14,15,2,5,Bears,2011,16604.0,
220,Cory Redding,BLT,DI,608,1381,17,8,3,1,0,3,1,0,68.2,50.1,65.7,66.3,75.3,9,11,6.1,3,3,0.0,5,603,21,41,7,532,34,38,6,25,Ravens,2011,41465.6,
221,Nick Eason,ARZ,DI,249,1426,16,1,0,0,0,1,0,0,37.6,82.5,54.5,30.0,75.2,1,2,0.0,0,0,0.0,1,249,128,41,0,80,6,8,0,4,Cardinals,2011,9362.4,
222,Aubrayo Franklin,NO,DI,326,1455,18,3,0,0,0,20,0,0,57.7,64.6,53.3,63.9,75.0,0,3,5.6,1,1,0.0,0,326,46,279,0,1,13,14,3,3,Saints,2011,18810.2,
223,Antonio Garay,SD,DI,530,1497,16,10,0,0,0,27,0,0,60.6,1.8,73.7,59.3,75.5,6,20,8.7,4,7,0.0,3,530,397,78,0,54,23,32,2,29,Chargers,2011,32118.0,
224,Jacques Cesaire,SD,DI,242,1582,12,3,0,0,0,27,0,0,52.1,54.4,56.1,50.5,74.7,0,7,8.3,1,1,0.0,0,242,6,24,0,212,6,8,1,7,Chargers,2011,12608.2,
225,Cullen Jenkins,PHI,DI,631,1637,16,8,0,0,0,24,1,0,67.0,39.0,74.3,58.0,60.4,8,25,10.5,4,5,79.2,6,631,0,597,0,30,27,26,6,39,Eagles,2011,42277.0,
226,Shaun Smith,TEN,DI,283,1702,15,1,0,1,0,31,0,0,52.4,0.0,55.3,61.9,76.2,0,2,0.0,0,4,0.0,1,283,7,276,0,0,16,24,2,3,Titans,2011,14829.199999999999,
227,Tommie Harris,SD,DI,274,1735,13,2,0,0,0,27,0,0,63.1,59.1,58.4,64.3,74.8,0,10,0.0,0,1,0.0,3,274,15,107,0,147,11,8,2,13,Chargers,2011,17289.4,
228,Vince Wilfork,NE,DI,1149,1742,19,4,2,0,1,19,2,1,66.4,69.7,58.6,65.3,71.2,4,23,5.8,3,4,0.0,7,1149,220,550,0,377,42,45,8,34,Patriots,2011,76293.6,
229,Igor Olshansky,MIA,DI,100,1756,8,2,0,0,0,17,0,0,49.0,0.0,53.3,59.5,72.9,0,0,0.0,0,1,0.0,0,100,19,36,0,45,4,4,1,0,Dolphins,2011,4900.0,
230,Dwan Edwards,BUF,DI,736,1772,16,11,0,0,0,4,0,0,48.1,75.6,58.3,45.9,79.2,5,19,4.4,2,0,102.1,2,736,49,415,0,271,23,32,3,26,Bills,2011,35401.6,
231,Darnell Dockett,ARZ,DI,1001,1785,16,6,1,0,0,1,2,0,61.2,58.2,66.7,52.8,54.8,15,35,7.7,3,5,108.3,4,998,109,54,0,830,28,30,7,54,Cardinals,2011,61261.200000000004,
232,Randy Starks,MIA,DI,657,1792,16,4,2,0,0,17,0,0,68.8,51.2,65.3,62.9,67.5,7,16,3.1,1,3,0.0,5,657,57,331,0,268,24,27,5,28,Dolphins,2011,45201.6,
233,Darrion Scott,WAS,DI,111,1809,7,0,0,0,0,32,0,0,58.7,78.6,60.9,55.2,69.5,1,4,0.0,0,0,0.0,0,111,5,2,0,104,2,2,1,5,Commanders,2011,6515.700000000001,
234,Tony Hargrove,SEA,DI,298,1812,15,5,0,1,0,29,0,0,66.1,21.4,64.5,76.5,75.1,3,14,0.0,0,3,0.0,3,298,39,181,0,77,9,8,3,20,Seahawks,2011,19697.8,
235,Isaac Sopoaga,SF,DI,482,1825,17,9,0,0,0,28,1,0,61.2,84.1,62.8,58.2,72.7,3,10,10.8,4,1,0.0,0,482,470,8,0,1,20,24,0,13,49ers,2011,29498.4,
236,Antonio Smith,HST,DI,808,1856,18,4,2,1,1,13,0,0,60.1,0.0,80.1,40.4,66.4,16,35,7.7,2,11,0.0,8,808,40,246,0,521,25,20,7,59,Texans,2011,48560.8,
237,Amon Gordon,KC,DI,284,1879,16,2,1,0,0,16,0,0,63.0,40.8,56.0,67.7,78.1,0,1,0.0,0,2,0.0,2,284,110,27,0,147,16,20,0,3,Chiefs,2011,17892.0,
