player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,weighted_average_grade
00-0036195,2024,49ers,0.0428519968676585,,27.0,57.21401440456056,0.02174647007,35.30%,Charlie Heck,T,100.0,0.0,28.0,41.2,47.8,40.8,0.0,7.0,67.0,100.0,100.0,93.3,1.0,8.0,1.0,117.0,0.0,0.0,80.0,117.0,72.0,72.0,0.0,25.0,45.0,12.0,4820.400000000001,MISSING
00-0030097,2023,Vikings,0.4804270462633452,,33.0,5.21400866112187,-0.02,41.20%,David Quessenberry,T,100.0,0.0,18.0,64.8,68.3,57.2,4.0,11.0,220.0,100.0,100.0,96.1,1.0,16.0,1.0,331.0,0.0,0.0,94.0,331.0,231.0,231.0,0.0,236.0,100.0,1.0,21448.8,MISSING
00-0039109,2023,Steelers,1.3447388790035586,,22.0,471.0858004294942,-0.03,55.60%,Broderick Jones,T,100.0,0.0,25.0,57.3,47.6,61.2,5.0,24.0,419.0,100.0,100.0,95.3,2.0,34.0,5.0,832.0,0.0,0.0,122.0,832.0,450.0,450.0,0.0,701.0,382.0,9.0,47673.6,MISSING
00-0034994,2023,Vikings,0.5482651245551602,,26.0,24.59018180335046,-0.02,41.20%,Olisaemeka Udoh,T,100.0,0.0,18.0,52.4,49.8,50.5,1.0,1.0,36.0,100.0,100.0,94.4,0.0,3.0,1.0,45.0,0.0,0.0,45.0,45.0,37.0,37.0,0.0,0.0,8.0,0.0,2358.0,MISSING
00-0036616,2023,Vikings,1.6191530249110322,,24.0,306.9701816820708,-0.02,41.20%,Christian Darrisaw,T,100.0,2.0,18.0,82.4,85.3,73.9,13.0,12.0,609.0,100.0,100.0,97.0,7.0,31.0,6.0,982.0,0.0,0.0,982.0,982.0,650.0,650.0,0.0,0.0,332.0,0.0,80916.8,MISSING
00-0038852,2023,Titans,0.0556049822064057,,24.0,0.0,-0.07,35.30%,John Ojukwu,T,92.4,0.0,31.0,64.4,50.0,65.4,1.0,1.0,11.0,68.8,72.2,81.8,0.0,3.0,1.0,61.0,0.0,0.0,1.0,66.0,13.0,18.0,0.0,0.0,48.0,65.0,4250.400000000001,MISSING
00-0029963,2023,Titans,0.4848754448398576,,32.0,0.0,-0.07,35.30%,Chris Hubbard,T,100.0,0.0,31.0,68.2,67.8,62.7,4.0,10.0,268.0,100.0,100.0,95.9,0.0,18.0,4.0,473.0,0.0,0.0,0.0,473.0,292.0,292.0,0.0,472.0,181.0,1.0,32258.6,MISSING
00-0038607,2023,Titans,0.3547375444839857,,23.0,40.516245287022656,-0.07,35.30%,Jaelyn Duncan,T,100.0,0.0,31.0,32.9,29.2,41.5,10.0,17.0,196.0,100.0,100.0,88.5,4.0,36.0,9.0,364.0,0.0,0.0,339.0,364.0,207.0,207.0,0.0,18.0,157.0,7.0,11975.6,MISSING
00-0037754,2023,Titans,0.4614372775800712,,23.0,159.01716290228993,-0.07,35.30%,Nicholas Petit-Frere,T,100.0,1.0,31.0,35.5,27.8,55.4,5.0,3.0,57.0,100.0,100.0,87.7,4.0,11.0,3.0,117.0,0.0,0.0,62.0,117.0,66.0,66.0,0.0,53.0,51.0,2.0,4153.5,MISSING
00-0035233,2023,Titans,1.1653758896797153,,27.0,256.76161809704575,-0.07,35.30%,Andre Dillard,T,100.0,0.0,31.0,51.0,47.4,56.6,9.0,20.0,305.0,100.0,100.0,91.3,5.0,41.0,12.0,562.0,0.0,0.0,562.0,562.0,331.0,331.0,0.0,0.0,231.0,0.0,28662.0,MISSING
00-0032466,2023,Texans,1.3214306049822064,,31.0,0.0,0.02,57.90%,George Fant,T,100.0,0.0,13.0,61.8,68.7,51.9,4.0,28.0,578.0,100.0,100.0,96.7,4.0,35.0,3.0,1004.0,0.0,0.0,42.0,1004.0,619.0,619.0,0.0,962.0,385.0,0.0,62047.2,MISSING
00-0036195,2023,Texans,1.2992330960854093,,26.0,63.23126482628152,0.02,57.90%,Charlie Heck,T,100.0,0.0,13.0,47.4,39.3,56.3,1.0,16.0,147.0,100.0,100.0,93.5,1.0,18.0,1.0,253.0,0.0,0.0,0.0,253.0,158.0,158.0,0.0,253.0,95.0,0.0,11992.2,MISSING
00-0036363,2023,Texans,1.2201957295373669,,26.0,125.26485695373412,0.02,57.90%,Josh Jones,T,100.0,0.0,13.0,49.6,55.8,52.2,3.0,5.0,142.0,100.0,100.0,96.5,5.0,9.0,1.0,233.0,0.0,63.0,156.0,233.0,152.0,152.0,0.0,14.0,81.0,0.0,11556.8,MISSING
00-0032380,2023,Texans,11.817928825622776,,29.0,132.319509766743,0.02,57.90%,Laremy Tunsil,T,99.9,0.0,13.0,75.5,84.9,66.7,3.0,15.0,571.0,99.8,99.8,97.5,12.0,23.0,5.0,964.0,0.0,0.0,958.0,965.0,615.0,616.0,0.0,0.0,349.0,7.0,72857.5,MISSING
00-0034768,2023,Steelers,5.8199879893238435,,26.0,64.5083822093813,-0.03,55.60%,Chukwuma Okorafor,T,100.0,5.0,25.0,60.4,60.7,62.6,0.0,9.0,258.0,100.0,100.0,97.5,8.0,11.0,2.0,436.0,0.0,0.0,0.0,436.0,272.0,272.0,0.0,425.0,164.0,11.0,26334.4,MISSING
00-0034158,2023,Vikings,4.301463523131672,,27.0,96.5969475502221,-0.02,41.20%,Brian O'Neill,T,100.0,1.0,18.0,74.5,73.4,71.7,2.0,25.0,551.0,100.0,100.0,96.5,8.0,33.0,6.0,884.0,0.0,0.0,0.0,884.0,590.0,590.0,0.0,884.0,294.0,0.0,65858.0,MISSING
00-0033946,2023,Panthers,0.1858434163701067,,27.0,30.46424339665028,-0.17,11.80%,David Sharpe,T,100.0,0.0,5.0,60.0,68.5,MISSING,0.0,0.0,0.0,MISSING,100.0,MISSING,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,MISSING
00-0033284,2023,Panthers,6.0177562277580074,,29.0,69.19058654083321,-0.17,11.80%,Taylor Moton,T,100.0,0.0,5.0,74.6,78.1,65.6,0.0,40.0,684.0,100.0,100.0,96.9,4.0,41.0,1.0,1148.0,0.0,0.0,0.0,1148.0,730.0,730.0,0.0,1148.0,418.0,0.0,85640.79999999999,MISSING
00-0037229,2023,Panthers,2.787129003558719,,22.0,574.8878363614433,-0.17,11.80%,Ikem Ekwonu,T,100.0,2.0,5.0,67.4,62.3,77.0,9.0,24.0,684.0,100.0,100.0,96.0,12.0,44.0,11.0,1148.0,0.0,0.0,1148.0,1148.0,730.0,730.0,0.0,0.0,418.0,0.0,77375.20000000001,MISSING
00-0036839,2023,Dolphins,0.3870106761565836,,24.0,0.0,0.13,61.10%,Kion Smith,T,100.0,0.0,17.0,60.3,86.1,56.9,0.0,0.0,21.0,100.0,100.0,100.0,1.0,0.0,0.0,70.0,0.0,0.0,54.0,70.0,22.0,22.0,0.0,16.0,48.0,0.0,4221.0,MISSING
00-0031921,2023,Dolphins,0.4667548932384341,,31.0,0.0,0.13,61.10%,Kendall Lamm,T,100.0,0.0,17.0,64.3,67.1,55.3,1.0,15.0,343.0,100.0,100.0,96.5,0.0,20.0,4.0,613.0,0.0,0.0,520.0,613.0,357.0,357.0,0.0,93.0,256.0,0.0,39415.9,MISSING
00-0030067,2023,Dolphins,4.109633451957295,,32.0,17.96083449014353,0.13,61.10%,Terron Armstead,T,100.0,0.0,17.0,79.3,79.5,72.6,0.0,6.0,348.0,100.0,100.0,98.9,3.0,7.0,1.0,585.0,0.0,0.0,585.0,585.0,364.0,364.0,0.0,0.0,221.0,0.0,46390.5,MISSING
00-0036248,2023,Dolphins,2.19508140569395,,24.0,311.92951417402213,0.13,61.10%,Austin Jackson,T,100.0,2.0,17.0,66.9,62.3,69.5,4.0,17.0,610.0,100.0,100.0,97.5,9.0,26.0,5.0,1050.0,0.0,0.0,0.0,1050.0,639.0,639.0,0.0,1049.0,411.0,1.0,70245.0,MISSING
00-0036036,2023,Cowboys,1.914590747330961,,26.0,0.0,0.21,66.70%,Terence Steele,T,100.0,1.0,9.0,52.3,48.9,56.5,14.0,34.0,754.0,100.0,100.0,95.8,7.0,56.0,8.0,1273.0,0.0,0.0,0.0,1273.0,809.0,809.0,0.0,1271.0,464.0,1.0,66577.9,61.180388692579506
00-0027947,2023,Cowboys,3.5609430604982206,,32.0,33.96819161106603,0.21,66.70%,Tyron Smith,T,100.0,0.0,9.0,83.7,89.3,68.4,1.0,17.0,569.0,100.0,100.0,97.9,3.0,21.0,3.0,942.0,0.0,0.0,935.0,942.0,610.0,610.0,0.0,0.0,332.0,7.0,78845.40000000001,MISSING
00-0038601,2023,Cowboys,0.360873665480427,,22.0,51.512926213575746,0.21,66.70%,Asim Richards,T,100.0,0.0,9.0,64.8,63.9,63.0,0.0,1.0,15.0,100.0,100.0,96.7,0.0,1.0,0.0,40.0,0.0,5.0,27.0,40.0,16.0,16.0,7.0,0.0,24.0,0.0,2592.0,MISSING
00-0037266,2023,Cowboys,0.2667975978647686,,23.0,55.67070073893374,0.21,66.70%,Matt Waletzko,T,100.0,0.0,9.0,54.3,26.0,59.4,0.0,0.0,4.0,100.0,100.0,100.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,7.0,3.0,0.0,380.1,MISSING
00-0035698,2023,Cowboys,0.4859875444839857,,26.0,87.07720788781249,0.21,66.70%,Chuma Edoga,T,100.0,1.0,9.0,61.4,63.7,56.8,5.0,8.0,231.0,100.0,100.0,95.9,3.0,16.0,3.0,420.0,0.0,101.0,312.0,420.0,251.0,251.0,0.0,0.0,169.0,6.0,25788.0,MISSING
00-0033831,2023,Commanders,1.8534991103202847,,29.0,0.0,-0.21,23.50%,Andrew Wylie,T,100.0,1.0,32.0,69.2,67.5,66.1,6.0,27.0,657.0,100.0,100.0,96.1,4.0,42.0,9.0,977.0,0.0,0.0,0.0,977.0,693.0,693.0,0.0,974.0,284.0,3.0,67608.40000000001,MISSING
00-0030725,2023,Commanders,1.9350533807829184,,32.0,0.0,-0.21,23.50%,Cornelius Lucas,T,100.0,0.0,32.0,62.8,73.6,49.7,1.0,4.0,143.0,100.0,100.0,96.2,1.0,8.0,3.0,231.0,0.0,0.0,227.0,231.0,152.0,152.0,0.0,0.0,79.0,4.0,14506.8,MISSING
00-0030561,2023,Eagles,6.548487544483986,,33.0,77.51117982811535,0.0,61.10%,Lane Johnson,T,100.0,0.0,24.0,80.1,80.0,75.8,2.0,30.0,586.0,100.0,100.0,96.8,4.0,35.0,3.0,1038.0,0.0,0.0,9.0,1038.0,616.0,616.0,0.0,1028.0,422.0,0.0,83143.79999999999,MISSING
00-0031095,2023,Commanders,2.891459074733096,,31.0,2.340404070375825,-0.21,23.50%,Charles Leno Jr.,T,100.0,1.0,32.0,72.5,77.8,62.0,5.0,26.0,598.0,100.0,100.0,96.9,10.0,34.0,3.0,880.0,0.0,0.0,880.0,880.0,631.0,631.0,0.0,0.0,249.0,0.0,63800.0,MISSING
00-0037757,2023,Colts,0.5360280249110321,,25.0,142.79429519324637,-0.01,52.90%,Bernhard Raimann,T,100.0,2.0,14.0,82.7,81.3,74.6,5.0,25.0,586.0,100.0,100.0,96.8,6.0,34.0,4.0,1012.0,0.0,0.0,1008.0,1012.0,620.0,620.0,0.0,0.0,392.0,4.0,83692.40000000001,MISSING
00-0034836,2023,Colts,8.451957295373665,,27.0,143.93906529367615,-0.01,52.90%,Braden Smith,T,100.0,2.0,14.0,83.3,71.0,90.1,2.0,12.0,308.0,100.0,100.0,97.7,7.0,14.0,0.0,575.0,0.0,0.0,0.0,575.0,329.0,329.0,0.0,573.0,246.0,2.0,47897.5,MISSING
00-0036230,2023,Chiefs,0.8296263345195729,,25.0,20.42616601787112,0.1,71.40%,Prince Tega Wanogho,T,100.0,0.0,16.0,60.6,21.1,81.0,2.0,0.0,9.0,100.0,100.0,88.9,0.0,2.0,0.0,16.0,0.0,0.0,1.0,16.0,9.0,9.0,0.0,15.0,7.0,0.0,969.6,MISSING
00-0032217,2023,Chiefs,1.2010676156583628,,30.0,61.43075226806175,0.1,71.40%,Donovan Smith,T,100.0,4.0,16.0,57.8,62.2,48.0,9.0,41.0,643.0,100.0,100.0,95.6,10.0,53.0,3.0,1037.0,0.0,0.0,1035.0,1037.0,688.0,688.0,0.0,0.0,349.0,1.0,59938.6,MISSING
00-0036367,2023,Chiefs,0.5372633451957295,,25.0,91.3117146081952,0.1,71.40%,Lucas Niang,T,100.0,1.0,16.0,47.4,56.5,48.4,1.0,3.0,35.0,100.0,100.0,94.3,1.0,4.0,0.0,59.0,0.0,0.0,0.0,59.0,36.0,36.0,0.0,57.0,23.0,1.0,2796.6,MISSING
00-0038981,2023,Chiefs,0.434192615658363,,22.0,129.9039293286819,0.1,71.40%,Wanya Morris,T,100.0,1.0,16.0,55.6,63.4,47.1,7.0,15.0,223.0,100.0,100.0,94.2,3.0,24.0,2.0,340.0,0.0,0.0,339.0,340.0,235.0,235.0,0.0,0.0,105.0,0.0,18904.0,MISSING
00-0035237,2023,Chiefs,2.5911921708185055,,25.0,201.01981606008124,0.1,71.40%,Jawaan Taylor,T,99.9,3.0,16.0,49.8,64.6,42.6,12.0,42.0,852.0,99.9,99.9,96.2,24.0,59.0,5.0,1363.0,0.0,0.0,16.0,1364.0,909.0,910.0,0.0,1338.0,454.0,9.0,67927.2,72.2468247895945
00-0035829,2023,Chargers,0.0320284697508896,,26.0,0.0,-0.08,29.40%,Austen Pleasants,T,100.0,0.0,27.0,34.6,4.8,54.4,0.0,2.0,8.0,100.0,100.0,87.5,0.0,2.0,0.0,10.0,0.0,0.0,0.0,10.0,8.0,8.0,10.0,0.0,2.0,0.0,346.0,MISSING
00-0036584,2023,Chargers,0.3870106761565836,,25.0,0.0,-0.08,29.40%,Foster Sarell,T,100.0,0.0,27.0,48.0,51.6,45.9,0.0,2.0,25.0,100.0,100.0,96.0,0.0,2.0,0.0,48.0,0.0,0.0,0.0,48.0,25.0,25.0,0.0,38.0,23.0,10.0,2304.0,MISSING
00-0035688,2023,Chargers,1.6681494661921707,,26.0,88.39327117131042,-0.08,29.40%,Trey Pipkins III,T,99.9,2.0,27.0,62.8,67.3,50.3,8.0,32.0,694.0,100.0,99.9,95.8,7.0,49.0,9.0,1115.0,0.0,0.0,0.0,1116.0,736.0,737.0,0.0,1115.0,379.0,0.0,70084.8,MISSING
00-0037009,2023,Chargers,2.017764234875445,,24.0,397.50977554649745,-0.08,29.40%,Rashawn Slater,T,100.0,1.0,27.0,76.6,84.7,59.5,7.0,28.0,719.0,100.0,100.0,97.1,8.0,38.0,3.0,1154.0,0.0,0.0,1153.0,1154.0,762.0,762.0,0.0,0.0,392.0,0.0,88396.4,56.58442275042446
00-0039158,2023,Colts,0.4243638790035587,,22.0,108.61372879054096,-0.01,52.90%,Blake Freeland,T,100.0,1.0,14.0,44.2,42.6,47.6,4.0,37.0,395.0,100.0,100.0,93.8,7.0,45.0,4.0,701.0,0.0,0.0,131.0,701.0,426.0,426.0,0.0,568.0,275.0,2.0,30984.2,MISSING
00-0034429,2023,Eagles,3.3233985765124556,,26.0,9.006565467264338,0.0,61.10%,Jordan Mailata,T,99.7,1.0,24.0,84.8,84.5,83.9,2.0,41.0,687.0,99.4,99.4,96.4,9.0,46.0,3.0,1202.0,0.0,0.0,1192.0,1206.0,719.0,723.0,0.0,0.0,483.0,14.0,102268.8,67.35732558139534
00-0035235,2023,Falcons,2.446619217081851,,28.0,215.02989808912076,-0.04,41.20%,Kaleb McGary,T,99.9,1.0,2.0,75.5,69.5,76.5,4.0,9.0,455.0,99.8,99.8,97.7,3.0,17.0,4.0,846.0,0.0,0.0,0.0,847.0,478.0,479.0,1.0,842.0,368.0,4.0,63948.5,MISSING
00-0031279,2023,Falcons,9.445650800711745,,31.0,95.02832020265996,-0.04,41.20%,Jake Matthews,T,100.0,1.0,2.0,71.2,80.1,60.2,5.0,17.0,567.0,100.0,100.0,97.2,6.0,27.0,5.0,1061.0,0.0,0.0,1045.0,1061.0,596.0,596.0,0.0,0.0,465.0,16.0,75543.2,MISSING
00-0035084,2023,Packers,0.783274021352313,,27.0,0.0,0.05,52.60%,Yosh Nijman,T,100.0,1.0,12.0,57.4,59.3,57.7,1.0,10.0,149.0,100.0,100.0,95.0,2.0,13.0,2.0,259.0,0.0,0.0,198.0,259.0,157.0,157.0,0.0,61.0,102.0,0.0,14866.6,MISSING
00-0030074,2023,Packers,9.339379448398578,,31.0,11.596554107884833,0.05,52.60%,David Bakhtiari,T,100.0,0.0,12.0,78.3,89.9,68.6,0.0,0.0,30.0,100.0,100.0,100.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,55.0,30.0,30.0,0.0,0.0,25.0,0.0,4306.5,MISSING
00-0037196,2023,Packers,0.3960044483985765,,23.0,13.560632297941556,0.05,52.60%,Rasheed Walker,T,100.0,3.0,12.0,66.3,74.7,56.3,4.0,26.0,544.0,100.0,100.0,96.1,10.0,36.0,6.0,974.0,0.0,0.0,966.0,974.0,577.0,577.0,0.0,0.0,397.0,8.0,64576.2,MISSING
00-0037817,2023,Packers,0.4430983096085409,,24.0,66.11856969540109,0.05,52.60%,Zach Tom,T,100.0,1.0,12.0,79.7,72.3,81.2,2.0,33.0,663.0,100.0,100.0,97.1,3.0,37.0,2.0,1162.0,4.0,0.0,0.0,1162.0,700.0,700.0,0.0,1158.0,462.0,0.0,92611.4,64.54325865580448
00-0035328,2023,Lions,0.5782918149466192,,27.0,0.0,0.09,70.00%,Matt Nelson,T,100.0,0.0,11.0,58.0,71.6,53.9,1.0,1.0,47.0,100.0,100.0,97.9,1.0,2.0,0.0,85.0,0.0,0.0,0.0,85.0,49.0,49.0,0.0,84.0,36.0,1.0,4930.0,MISSING
00-0032381,2023,Lions,8.607651245551601,,30.0,121.1138793976879,0.09,70.00%,Taylor Decker,T,99.9,0.0,11.0,81.1,79.4,73.9,9.0,27.0,688.0,100.0,99.9,96.2,8.0,44.0,8.0,1242.0,0.0,0.0,1237.0,1243.0,719.0,720.0,0.0,0.0,523.0,6.0,100807.3,80.08928716904276
00-0036880,2023,Lions,2.9236979537366548,,22.0,496.99305820645446,0.09,70.00%,Penei Sewell,T,99.9,1.0,11.0,92.8,79.2,95.1,6.0,18.0,757.0,99.7,99.7,98.3,7.0,25.0,1.0,1377.0,0.0,0.0,142.0,1379.0,794.0,796.0,0.0,1228.0,583.0,8.0,127971.2,61.832007073386386
00-0026166,2023,Jets,5.01863078291815,,38.0,8.749694971787548,-0.12,41.20%,Duane Brown,T,99.1,1.0,22.0,47.9,38.3,53.5,3.0,4.0,63.0,98.4,98.6,91.3,1.0,9.0,2.0,110.0,0.0,0.0,101.0,111.0,68.0,69.0,0.0,0.0,42.0,10.0,5316.9,MISSING
00-0031433,2023,Jets,0.6711846085409253,,31.0,27.05074859573288,-0.12,41.20%,Billy Turner,T,100.0,1.0,22.0,50.9,51.9,50.2,2.0,10.0,143.0,100.0,100.0,93.0,1.0,16.0,4.0,208.0,0.0,0.0,7.0,208.0,151.0,151.0,37.0,163.0,57.0,1.0,10587.2,MISSING
00-0037302,2023,Jets,0.1720035587188612,,24.0,27.081169176443392,-0.12,41.20%,Austin Deculus,T,100.0,0.0,22.0,62.7,53.6,64.6,3.0,0.0,18.0,100.0,100.0,91.7,0.0,3.0,0.0,39.0,0.0,0.0,38.0,39.0,22.0,22.0,0.0,0.0,17.0,1.0,2445.3,MISSING
00-0039004,2023,Jets,0.379335409252669,,24.0,91.22753062904772,-0.12,41.20%,Carter Warren,T,100.0,0.0,22.0,46.9,45.5,49.9,2.0,13.0,243.0,100.0,100.0,94.9,2.0,20.0,5.0,401.0,0.0,0.0,107.0,401.0,258.0,258.0,0.0,294.0,143.0,0.0,18806.9,MISSING
00-0038114,2023,Jets,0.4755364768683274,,23.0,92.3012272744764,-0.12,41.20%,Max Mitchell,T,100.0,0.0,22.0,49.3,47.5,49.4,4.0,20.0,315.0,100.0,100.0,94.3,1.0,30.0,6.0,474.0,0.0,0.0,0.0,474.0,336.0,336.0,81.0,392.0,138.0,1.0,23368.199999999997,MISSING
00-0036284,2023,Jets,2.6108527580071175,,24.0,384.5841680780333,-0.12,41.20%,Mekhi Becton,T,100.0,4.0,22.0,53.2,60.7,56.3,8.0,30.0,610.0,100.0,100.0,94.9,18.0,50.0,12.0,985.0,0.0,0.0,883.0,985.0,644.0,644.0,0.0,101.0,341.0,1.0,52402.0,MISSING
00-0036979,2023,Jets,1.927170818505338,,24.0,385.6924321499836,-0.12,41.20%,Alijah Vera-Tucker,T,100.0,0.0,22.0,71.7,56.8,82.7,1.0,11.0,155.0,100.0,100.0,94.8,1.0,14.0,2.0,250.0,0.0,0.0,0.0,250.0,164.0,164.0,101.0,149.0,86.0,0.0,17925.0,MISSING
00-0035355,2023,Jaguars,0.4181494661921708,,27.0,0.0,-0.04,52.90%,Blake Hance,T,98.7,0.0,15.0,28.0,10.0,49.7,5.0,6.0,79.0,97.5,97.7,93.0,1.0,11.0,0.0,150.0,0.0,0.0,78.0,152.0,84.0,86.0,41.0,3.0,66.0,30.0,4256.0,MISSING
00-0036655,2023,Jaguars,0.4181494661921708,,25.0,20.840648821963164,-0.04,52.90%,Cole Van Lanen,T,100.0,0.0,15.0,51.8,45.5,59.5,1.0,5.0,45.0,100.0,100.0,93.3,0.0,6.0,0.0,53.0,0.0,0.0,0.0,53.0,50.0,50.0,0.0,53.0,3.0,0.0,2745.3999999999996,MISSING
00-0033889,2023,Jaguars,7.91698487544484,,27.0,111.9341286297672,-0.04,52.90%,Cam Robinson,T,100.0,1.0,15.0,65.4,78.8,51.0,2.0,8.0,306.0,100.0,100.0,97.4,3.0,13.0,3.0,535.0,0.0,0.0,525.0,535.0,325.0,325.0,0.0,0.0,210.0,10.0,34989.0,MISSING
00-0036975,2023,Jaguars,0.924664590747331,,24.0,208.5630011471137,-0.04,52.90%,Walker Little,T,100.0,0.0,15.0,58.8,62.6,53.8,3.0,21.0,415.0,100.0,100.0,96.6,7.0,26.0,2.0,659.0,0.0,132.0,521.0,659.0,439.0,439.0,0.0,0.0,220.0,6.0,38749.2,MISSING
00-0038934,2023,Jaguars,1.0674959964412811,,21.0,346.70511323877673,-0.04,52.90%,Anton Harrison,T,100.0,1.0,15.0,53.0,60.7,45.8,2.0,20.0,665.0,100.0,100.0,97.6,7.0,27.0,5.0,1112.0,0.0,0.0,12.0,1112.0,701.0,701.0,0.0,1100.0,411.0,0.0,58936.0,MISSING
00-0036214,2023,Giants,0.2995253558718861,,26.0,80.46302930421523,-0.15,35.30%,Tyre Phillips,T,100.0,0.0,21.0,52.7,64.5,40.0,2.0,17.0,317.0,100.0,100.0,96.4,3.0,21.0,2.0,552.0,0.0,0.0,0.0,552.0,334.0,334.0,0.0,551.0,218.0,1.0,29090.4,MISSING
00-0036392,2023,Giants,0.5793256227758007,,26.0,87.9158003632623,-0.15,35.30%,Matt Peart,T,100.0,1.0,21.0,42.9,55.8,34.0,1.0,5.0,83.0,100.0,100.0,96.4,2.0,6.0,0.0,133.0,0.0,0.0,26.0,133.0,91.0,91.0,0.0,93.0,42.0,14.0,5705.7,MISSING
00-0036386,2023,Giants,4.133353202846975,,24.0,518.2315664273054,-0.15,35.30%,Andrew Thomas,T,100.0,1.0,21.0,76.1,80.2,64.1,1.0,12.0,359.0,100.0,100.0,97.1,2.0,17.0,4.0,576.0,0.0,0.0,576.0,576.0,376.0,376.0,0.0,0.0,200.0,0.0,43833.6,MISSING
00-0037612,2023,Giants,2.482131227758007,,22.0,549.262274415251,-0.15,35.30%,Evan Neal,T,100.0,1.0,21.0,39.8,38.5,51.1,5.0,22.0,288.0,100.0,100.0,94.6,5.0,29.0,2.0,460.0,0.0,0.0,0.0,460.0,309.0,309.0,0.0,460.0,151.0,0.0,18308.0,MISSING
00-0037590,2023,Falcons,0.096085409252669,,23.0,0.0,-0.04,41.20%,Tyler Vrabel,T,100.0,0.0,2.0,68.1,71.6,62.1,0.0,0.0,33.0,100.0,100.0,100.0,0.0,0.0,0.0,57.0,0.0,0.0,54.0,57.0,37.0,37.0,0.0,0.0,20.0,3.0,3881.7,MISSING
00-0033752,2023,Falcons,0.3744061387900356,,29.0,0.0,-0.04,41.20%,Storm Norton,T,99.6,0.0,2.0,68.3,69.3,66.4,0.0,5.0,143.0,99.3,99.4,97.6,1.0,6.0,1.0,282.0,0.0,0.0,2.0,283.0,153.0,154.0,0.0,276.0,129.0,5.0,19328.9,MISSING
00-0039925,2024,Bengals,1.0942948316366483,,21.0,421.0608020507075,0.04236154557,52.90%,Amarius Mims,T,99.9,1.0,7.0,57.8,60.8,52.6,5.0,24.0,521.0,99.8,99.8,96.4,4.0,33.0,4.0,834.0,0.0,0.0,0.0,835.0,560.0,561.0,0.0,834.0,274.0,1.0,48263.0,MISSING
00-0034752,2024,Bengals,6.42051683633516,,28.0,53.84125393981142,0.04236154557,52.90%,Orlando Brown Jr.,T,100.0,0.0,7.0,58.2,69.5,49.7,3.0,14.0,415.0,100.0,100.0,97.2,8.0,20.0,3.0,637.0,0.0,0.0,635.0,637.0,441.0,441.0,0.0,0.0,196.0,2.0,37073.4,MISSING
00-0032071,2024,Bengals,1.721635865309319,,31.0,2.3820838589325333,0.04236154557,52.90%,Trent Brown,T,100.0,0.0,7.0,65.2,64.2,68.4,0.0,4.0,92.0,100.0,100.0,96.7,1.0,5.0,1.0,139.0,0.0,0.0,0.0,139.0,98.0,98.0,0.0,139.0,41.0,0.0,9062.8,MISSING
00-0037414,2024,Bengals,0.1194205168363351,,26.0,0.0,0.04236154557,52.90%,Devin Cochran,T,100.0,0.0,7.0,50.6,50.8,57.5,2.0,5.0,91.0,100.0,100.0,95.1,2.0,8.0,1.0,152.0,0.0,0.0,69.0,152.0,100.0,100.0,0.0,83.0,52.0,0.0,7691.2,MISSING
00-0034803,2024,Rams,4.548804620203603,,29.0,49.61938731184338,-0.04232456626,57.90%,Joe Noteboom,T,100.0,0.0,26.0,60.0,46.9,70.6,2.0,11.0,147.0,100.0,100.0,94.2,3.0,15.0,2.0,220.0,0.0,0.0,93.0,220.0,152.0,152.0,0.0,127.0,68.0,0.0,13200.0,MISSING
00-0037322,2024,Raiders,0.3951703210649961,,24.0,13.927624807001257,-0.1373166516,23.50%,Thayer Munford Jr.,T,99.0,0.0,23.0,45.9,46.6,45.3,3.0,2.0,118.0,98.3,98.4,93.6,0.0,10.0,5.0,199.0,0.0,0.0,37.0,201.0,123.0,125.0,0.0,125.0,76.0,37.0,9225.9,MISSING
00-0039349,2024,Raiders,0.4175830070477682,,22.0,157.81210231468515,-0.1373166516,23.50%,DJ Glaze,T,100.0,0.0,23.0,66.1,61.9,68.4,10.0,38.0,617.0,100.0,100.0,95.6,8.0,51.0,3.0,998.0,0.0,0.0,0.0,998.0,665.0,665.0,0.0,998.0,333.0,0.0,65967.79999999999,MISSING
00-0034759,2024,Raiders,6.139976507439311,,28.0,168.3026735871218,-0.1373166516,23.50%,Kolton Miller,T,100.0,2.0,23.0,80.6,82.2,71.7,6.0,25.0,665.0,100.0,100.0,96.6,7.0,38.0,7.0,1075.0,0.0,0.0,1074.0,1075.0,716.0,716.0,0.0,0.0,359.0,1.0,86645.0,MISSING
