player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,sacks,snap_counts_box,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,stops,tackles,tackles_for_loss,targets,total_pressures,weighted_grade,weighted_average_grade
00-0024224,27.0,MISSING,205.49558425057873,2012,Cowboys,0.0,50.00%,Ernie Sims,LB,364.0,10.0,3.0,0.0,0.0,9.0,0.0,51.2,48.2,33.8,78.0,46.3,68.6,2.0,4.0,0.0,12.8,5.0,0.0,1.0,0.0,344.0,351.0,23.0,170.0,16.0,31.0,0.0,22.0,6.0,17544.8,MISSING
00-0027663,26.0,5580.0,178.0495852012595,2012,Cowboys,0.0,50.00%,Sean Lee,LB,314.0,6.0,9.0,0.0,1.0,9.0,0.0,80.5,90.6,83.5,56.1,90.9,89.9,3.0,1.0,1.0,3.6,2.0,1.0,0.0,0.0,302.0,310.0,36.0,144.0,25.0,45.0,2.0,20.0,4.0,28448.4,MISSING
00-0025413,28.0,MISSING,175.74232142246822,2012,Cowboys,0.0,50.00%,Anthony Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023445,30.0,MISSING,141.48060883593095,2012,Cowboys,0.0,50.00%,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026214,26.0,MISSING,110.23926235551052,2012,Cowboys,0.0,50.00%,Dan Connor,LB,340.0,14.0,3.0,0.0,0.0,9.0,0.0,64.3,61.9,86.1,61.4,56.8,69.8,0.0,2.0,0.0,7.3,3.0,1.0,0.0,0.0,331.0,332.0,15.0,175.0,17.0,35.0,3.0,18.0,2.0,21046.0,MISSING
00-0029647,23.0,7113.0,99.6150849227165,2012,Cowboys,0.0,50.00%,Kyle Wilber,LB,16.0,4.0,0.0,0.0,0.0,9.0,0.0,27.8,28.6,73.1,54.9,63.9,26.3,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,11.0,11.0,6.0,8.0,0.0,1.0,0.0,2.0,0.0,457.6,MISSING
00-0027079,25.0,MISSING,76.69969315427772,2012,Cowboys,0.0,50.00%,Victor Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023559,32.0,MISSING,23.58295527661187,2012,Cowboys,0.0,50.00%,Brady Poppinga,LB,54.0,3.0,2.0,0.0,0.0,9.0,0.0,58.3,45.8,80.4,54.7,44.2,77.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,33.0,4.0,32.0,1.0,5.0,0.0,2.0,0.0,2473.2,MISSING
00-0028614,24.0,MISSING,0.0,2012,Cowboys,0.0,50.00%,Alex Albright,LB,179.0,11.0,2.0,0.0,0.0,9.0,0.0,50.5,58.2,83.8,55.6,67.7,69.8,0.0,1.0,0.0,16.7,3.0,0.0,0.0,0.0,153.0,158.0,14.0,85.0,8.0,13.0,0.0,10.0,1.0,10417.8,MISSING
00-0028666,24.0,MISSING,0.0,2012,Cowboys,0.0,50.00%,Orie Lemon,LB,25.0,3.0,1.0,0.0,0.0,9.0,0.0,67.5,52.0,75.8,MISSING,44.6,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,1300.0,MISSING
00-0027883,25.0,MISSING,225.8988870595059,2012,Dolphins,-0.08,43.80%,Koa Misi,LB,550.0,14.0,11.0,0.0,2.0,17.0,0.0,69.6,72.5,77.7,67.9,68.1,63.7,2.0,6.0,0.0,14.8,9.0,1.0,1.0,6.0,359.0,405.0,145.0,240.0,29.0,41.0,4.0,27.0,14.0,39875.0,MISSING
00-0023477,29.0,MISSING,72.81680483319619,2012,Dolphins,-0.08,43.80%,Kevin Burnett,LB,1073.0,16.0,21.0,0.0,1.0,17.0,0.0,62.8,71.0,78.2,69.2,75.5,75.8,6.0,7.0,0.0,8.8,11.0,5.0,1.0,2.0,933.0,1059.0,114.0,393.0,53.0,93.0,2.0,58.0,15.0,76183.0,MISSING
00-0022927,30.0,MISSING,62.62108588370284,2012,Dolphins,-0.08,43.80%,Karlos Dansby,LB,1101.0,16.0,20.0,0.0,0.0,17.0,0.0,67.2,76.0,84.4,56.6,84.0,84.4,2.0,8.0,0.0,6.8,9.0,6.0,1.0,1.0,1045.0,1094.0,126.0,405.0,59.0,103.0,6.0,73.0,11.0,83676.0,MISSING
00-0029595,22.0,MISSING,61.525639445562035,2012,Dolphins,-0.08,43.80%,Josh Kaddu,LB,11.0,3.0,0.0,0.0,0.0,17.0,0.0,59.3,33.5,72.0,52.6,MISSING,19.5,0.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,368.5,MISSING
00-0027843,25.0,MISSING,11.927938060617883,2012,Dolphins,-0.08,43.80%,Austin Spitler,LB,10.0,2.0,0.0,0.0,0.0,17.0,0.0,61.9,71.0,68.6,MISSING,65.1,76.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,710.0,MISSING
00-0029148,22.0,MISSING,0.0,2012,Dolphins,-0.08,43.80%,Sammy Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028454,23.0,6633.0,0.0,2012,Dolphins,-0.08,43.80%,Jonathan Freeny,LB,38.0,5.0,1.0,0.0,0.0,17.0,0.0,57.3,60.7,70.1,MISSING,62.6,59.7,0.0,0.0,0.0,16.7,1.0,0.0,0.0,0.0,34.0,35.0,0.0,23.0,3.0,4.0,0.0,2.0,0.0,2306.6,MISSING
00-0025697,28.0,MISSING,0.0,2012,Dolphins,-0.08,43.80%,Jason Trusnik,LB,112.0,10.0,3.0,0.0,0.0,17.0,0.0,53.9,55.7,72.0,53.0,59.3,68.4,0.0,0.0,0.0,9.1,1.0,0.0,0.0,0.0,101.0,106.0,8.0,75.0,4.0,7.0,1.0,5.0,0.0,6238.400000000001,MISSING
00-0026556,26.0,MISSING,0.0,2012,Dolphins,-0.08,43.80%,Mike Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029409,21.0,7049.0,250.27187531087404,2012,Eagles,-0.16,25.00%,Mychal Kendricks,LB,927.0,15.0,14.0,2.0,0.0,24.0,0.0,56.6,55.4,28.1,64.3,56.2,49.2,1.0,4.0,0.0,15.1,14.0,7.0,6.0,1.0,823.0,903.0,37.0,419.0,38.0,65.0,6.0,69.0,6.0,51355.8,MISSING
00-0027043,26.0,MISSING,130.19224153531596,2012,Eagles,-0.16,25.00%,Jason Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024248,28.0,MISSING,114.10305788956364,2012,Eagles,-0.16,25.00%,DeMeco Ryans,LB,1045.0,16.0,19.0,1.0,1.0,24.0,0.0,58.9,73.4,84.2,62.5,83.8,83.8,2.0,5.0,1.0,6.3,8.0,1.0,3.0,1.0,1020.0,1038.0,67.0,467.0,57.0,99.0,14.0,58.0,8.0,76703.0,MISSING
00-0028054,23.0,MISSING,86.45015941549606,2012,Eagles,-0.16,25.00%,Casey Matthews,LB,42.0,9.0,0.0,0.0,0.0,24.0,0.0,45.8,53.1,74.1,56.4,61.0,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,2.0,29.0,3.0,4.0,0.0,3.0,0.0,2230.2000000000003,MISSING
00-0028131,23.0,MISSING,33.193273487147785,2012,Eagles,-0.16,25.00%,Brian Rolle,LB,18.0,2.0,0.0,0.0,0.0,24.0,0.0,45.3,35.1,67.8,56.7,48.3,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,13.0,0.0,2.0,0.0,1.0,0.0,631.8000000000001,MISSING
00-0027814,25.0,MISSING,18.94774137501227,2012,Eagles,-0.16,25.00%,Jamar Chaney,LB,231.0,7.0,6.0,0.0,0.0,24.0,0.0,44.4,43.0,72.2,52.3,47.6,56.6,0.0,0.0,0.0,16.7,4.0,1.0,0.0,0.0,206.0,219.0,12.0,141.0,9.0,14.0,0.0,11.0,0.0,9933.0,MISSING
00-0029645,22.0,MISSING,0.0,2012,Eagles,-0.16,25.00%,Ryan Rau,LB,1.0,1.0,0.0,0.0,0.0,24.0,0.0,MISSING,46.1,64.2,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.1,MISSING
00-0028653,24.0,MISSING,0.0,2012,Eagles,-0.16,25.00%,Adrian Moten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025719,27.0,MISSING,0.0,2012,Eagles,-0.16,25.00%,Akeem Jordan,LB,331.0,14.0,10.0,0.0,0.0,24.0,0.0,53.1,58.9,74.1,53.3,62.8,80.5,0.0,0.0,0.0,5.3,2.0,0.0,0.0,0.0,310.0,315.0,7.0,204.0,12.0,26.0,4.0,9.0,0.0,19495.9,MISSING
00-0027871,24.0,MISSING,336.4162232521151,2012,Falcons,0.12,77.80%,Sean Weatherspoon,LB,947.0,15.0,11.0,0.0,2.0,2.0,1.0,63.5,61.0,84.0,79.4,48.3,62.8,5.0,14.0,1.0,13.4,16.0,4.0,0.0,3.0,867.0,903.0,92.0,378.0,41.0,92.0,5.0,56.0,22.0,57767.0,MISSING
00-0028029,24.0,MISSING,119.31843562104736,2012,Falcons,0.12,77.80%,Akeem Dent,LB,557.0,18.0,18.0,1.0,0.0,2.0,0.0,58.8,67.0,48.5,56.0,73.9,78.7,2.0,1.0,0.0,5.9,5.0,2.0,2.0,0.0,534.0,547.0,32.0,276.0,30.0,62.0,6.0,24.0,3.0,37319.0,MISSING
00-0025496,29.0,MISSING,51.97214979889144,2012,Falcons,0.12,77.80%,Stephen Nicholas,LB,979.0,17.0,20.0,0.0,1.0,2.0,1.0,41.9,51.1,58.4,66.8,58.2,63.2,4.0,8.0,1.0,10.4,11.0,2.0,2.0,2.0,680.0,757.0,103.0,407.0,39.0,75.0,3.0,63.0,14.0,50026.9,MISSING
00-0026278,28.0,MISSING,50.05287244076304,2012,Falcons,0.12,77.80%,Robert James,LB,7.0,1.0,0.0,0.0,0.0,2.0,0.0,77.1,82.2,69.8,MISSING,MISSING,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,575.4,MISSING
00-0012871,36.0,MISSING,13.287267206198642,2012,Falcons,0.12,77.80%,Mike Peterson,LB,119.0,8.0,4.0,0.0,0.0,2.0,0.0,42.5,58.2,78.7,61.6,68.0,29.7,0.0,1.0,0.0,22.2,4.0,0.0,0.0,0.0,91.0,99.0,7.0,78.0,6.0,10.0,2.0,4.0,1.0,6925.8,73.08348684210526
00-0026149,26.0,MISSING,374.4373674602113,2012,Giants,0.02,56.30%,Keith Rivers,LB,233.0,9.0,5.0,0.0,0.0,21.0,1.0,49.0,55.7,74.0,57.7,61.7,80.8,2.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,195.0,215.0,27.0,130.0,12.0,33.0,2.0,13.0,3.0,12978.1,MISSING
00-0024247,29.0,MISSING,115.97000296515333,2012,Giants,0.02,56.30%,Mathias Kiwanuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028140,24.0,MISSING,28.56973916080483,2012,Giants,0.02,56.30%,Jacquian Williams,LB,286.0,10.0,3.0,0.0,0.0,21.0,0.0,54.3,58.6,77.9,58.8,66.0,88.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,256.0,44.0,83.0,8.0,23.0,0.0,18.0,7.0,16759.600000000002,MISSING
00-0023593,30.0,MISSING,15.80625700228319,2012,Giants,0.02,56.30%,Michael Boley,LB,839.0,16.0,9.0,0.0,0.0,21.0,2.0,54.1,55.4,58.4,58.3,57.9,79.0,1.0,3.0,3.0,7.1,6.0,2.0,1.0,1.0,758.0,811.0,57.0,327.0,37.0,69.0,5.0,70.0,5.0,46480.6,MISSING
00-0028368,24.0,MISSING,0.0,2012,Giants,0.02,56.30%,Spencer Paysinger,LB,134.0,9.0,4.0,0.0,0.0,21.0,0.0,59.7,64.9,75.9,55.9,66.8,64.1,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,93.0,105.0,5.0,83.0,9.0,14.0,1.0,10.0,0.0,8696.6,MISSING
00-0028620,24.0,6767.0,0.0,2012,Giants,0.02,56.30%,Mark Herzlich,LB,175.0,11.0,8.0,0.0,0.0,21.0,0.0,59.2,57.5,76.5,66.0,55.7,68.7,0.0,1.0,0.0,12.5,3.0,0.0,0.0,0.0,175.0,175.0,5.0,110.0,4.0,13.0,0.0,8.0,1.0,10062.5,MISSING
00-0023693,29.0,MISSING,0.0,2012,Giants,0.02,56.30%,Chase Blackburn,LB,783.0,15.0,15.0,0.0,3.0,21.0,0.0,50.9,59.0,84.2,74.9,62.1,66.1,3.0,2.0,1.0,11.1,10.0,2.0,0.0,3.0,771.0,778.0,42.0,383.0,35.0,65.0,3.0,35.0,8.0,46197.0,MISSING
00-0025421,27.0,MISSING,151.0952693992365,2012,Jaguars,-0.19,12.50%,Paul Posluszny,LB,1126.0,16.0,32.0,1.0,2.0,15.0,0.0,63.3,69.4,44.2,61.2,74.0,91.2,3.0,6.0,3.0,5.2,8.0,4.0,3.0,2.0,1105.0,1125.0,91.0,517.0,58.0,115.0,4.0,59.0,11.0,78144.40000000001,MISSING
00-0029620,22.0,7648.0,71.23565132880071,2012,Jaguars,-0.19,12.50%,Brandon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022839,30.0,MISSING,56.70733818146012,2012,Jaguars,-0.19,12.50%,Daryl Smith,LB,116.0,2.0,1.0,0.0,0.0,15.0,0.0,43.3,55.0,71.8,66.4,64.1,54.3,1.0,1.0,0.0,25.0,2.0,0.0,0.0,0.0,99.0,115.0,14.0,58.0,4.0,5.0,0.0,4.0,2.0,6380.0,MISSING
00-0028123,23.0,MISSING,37.54576848176512,2012,Jaguars,-0.19,12.50%,Greg Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029061,21.0,7372.0,0.0,2012,Jaguars,-0.19,12.50%,Julian Stanford,LB,350.0,15.0,5.0,0.0,0.0,15.0,0.0,58.3,53.8,37.2,51.6,55.5,71.1,0.0,0.0,0.0,9.1,2.0,0.0,1.0,0.0,327.0,338.0,21.0,230.0,8.0,15.0,1.0,12.0,0.0,18830.0,MISSING
00-0027499,25.0,MISSING,0.0,2012,Jaguars,-0.19,12.50%,Kyle Bosworth,LB,250.0,12.0,7.0,0.0,0.0,15.0,0.0,42.3,54.7,72.9,63.8,64.5,64.9,1.0,0.0,1.0,15.2,5.0,0.0,0.0,0.0,219.0,245.0,6.0,148.0,11.0,21.0,4.0,19.0,1.0,13675.0,MISSING
00-0026605,26.0,MISSING,0.0,2012,Jaguars,-0.19,12.50%,Russell Allen,LB,997.0,16.0,18.0,0.0,0.0,15.0,1.0,59.5,60.0,43.9,69.5,59.1,81.4,5.0,5.0,0.0,6.3,9.0,5.0,2.0,1.0,947.0,989.0,77.0,506.0,56.0,117.0,10.0,62.0,11.0,59820.0,MISSING
00-0026987,24.0,MISSING,384.5841680780333,2012,Jets,-0.11,37.50%,Aaron Maybin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029607,23.0,7079.0,157.81210231468515,2012,Jets,-0.11,37.50%,Demario Davis,LB,309.0,15.0,2.0,0.0,0.0,22.0,1.0,59.4,58.0,75.8,60.3,55.6,59.2,1.0,6.0,0.0,10.3,3.0,0.0,0.0,0.0,275.0,292.0,58.0,129.0,12.0,24.0,2.0,11.0,7.0,17922.0,MISSING
00-0025434,28.0,MISSING,122.44630186794728,2012,Jets,-0.11,37.50%,David Harris,LB,1062.0,16.0,29.0,0.0,0.0,22.0,1.0,58.9,59.5,65.4,59.1,60.1,74.8,4.0,8.0,0.0,8.7,12.0,2.0,1.0,4.0,1013.0,1051.0,127.0,496.0,52.0,97.0,2.0,49.0,16.0,63189.0,MISSING
00-0027734,25.0,MISSING,63.876576299598554,2012,Jets,-0.11,37.50%,Ricky Sapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022120,31.0,MISSING,62.97748277149958,2012,Jets,-0.11,37.50%,Calvin Pace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0021081,33.0,MISSING,42.442410009417266,2012,Jets,-0.11,37.50%,Bryan Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028292,23.0,6515.0,0.0,2012,Jets,-0.11,37.50%,Nick Bellore,LB,5.0,1.0,0.0,0.0,0.0,22.0,0.0,62.3,63.3,67.6,60.0,MISSING,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,316.5,MISSING
00-0029038,23.0,MISSING,0.0,2012,Jets,-0.11,37.50%,Marcus Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023904,27.0,MISSING,0.0,2012,Jets,-0.11,37.50%,Garrett McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020873,32.0,MISSING,0.0,2012,Jets,-0.11,37.50%,Bart Scott,LB,572.0,15.0,11.0,0.0,0.0,22.0,1.0,50.7,61.6,80.7,75.5,61.5,58.4,3.0,6.0,1.0,16.4,11.0,0.0,2.0,4.0,517.0,552.0,70.0,337.0,36.0,45.0,7.0,16.0,13.0,35235.200000000004,MISSING
00-0027170,25.0,MISSING,0.0,2012,Jets,-0.11,37.50%,Josh Mauga,LB,49.0,5.0,0.0,0.0,0.0,22.0,0.0,56.0,50.4,72.0,51.5,53.8,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,44.0,10.0,18.0,0.0,1.0,0.0,1.0,0.0,2469.6,MISSING
00-0025435,26.0,MISSING,120.29906465393655,2012,Lions,-0.03,25.00%,Justin Durant,LB,851.0,16.0,14.0,0.0,0.0,11.0,0.0,49.5,58.5,77.7,54.1,68.5,61.2,1.0,2.0,0.0,12.0,14.0,2.0,1.0,1.0,710.0,794.0,52.0,350.0,49.0,89.0,9.0,64.0,4.0,49783.5,MISSING
00-0027050,25.0,MISSING,118.4702457722259,2012,Lions,-0.03,25.00%,DeAndre Levy,LB,699.0,14.0,13.0,0.0,0.0,11.0,1.0,63.5,55.4,54.5,60.9,48.1,63.5,1.0,5.0,1.0,11.7,11.0,0.0,1.0,0.0,634.0,674.0,47.0,320.0,37.0,70.0,10.0,46.0,6.0,38724.6,MISSING
00-0029212,22.0,7135.0,74.67011129501839,2012,Lions,-0.03,25.00%,Tahir Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028095,23.0,MISSING,54.32328539178591,2012,Lions,-0.03,25.00%,Doug Hogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024331,27.0,MISSING,35.148011898078785,2012,Lions,-0.03,25.00%,Stephen Tulloch,LB,1023.0,16.0,11.0,0.0,0.0,11.0,2.0,72.6,68.7,41.5,64.0,61.6,55.6,5.0,2.0,0.0,15.4,19.0,3.0,2.0,1.0,1003.0,1020.0,77.0,395.0,55.0,93.0,7.0,65.0,8.0,70280.1,MISSING
00-0029217,24.0,MISSING,21.823244107186813,2012,Lions,-0.03,25.00%,Travis Lewis,LB,3.0,2.0,0.0,0.0,0.0,11.0,0.0,60.0,63.9,66.8,MISSING,61.2,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,191.7,MISSING
00-0026635,26.0,MISSING,0.0,2012,Lions,-0.03,25.00%,Ashlee Palmer,LB,116.0,14.0,1.0,0.0,0.0,11.0,0.0,68.2,54.3,77.6,55.6,45.2,54.8,0.0,0.0,0.0,11.1,1.0,0.0,0.0,0.0,50.0,55.0,4.0,72.0,6.0,7.0,2.0,3.0,0.0,6298.799999999999,MISSING
00-0029408,22.0,7033.0,340.19935224465894,2012,Packers,0.1,66.70%,Nick Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027002,26.0,4949.0,262.1767355188486,2012,Packers,0.1,66.70%,Clay Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024220,28.0,MISSING,244.80536618371596,2012,Packers,0.1,66.70%,A.J. Hawk,LB,832.0,18.0,26.0,0.0,0.0,12.0,0.0,59.6,69.9,90.4,55.7,76.1,85.6,2.0,2.0,0.0,4.8,6.0,0.0,1.0,2.0,783.0,807.0,79.0,428.0,57.0,93.0,6.0,35.0,6.0,58156.8,MISSING
00-0029291,22.0,MISSING,56.102510436029974,2012,Packers,0.1,66.70%,Terrell Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028124,23.0,MISSING,36.66061477402119,2012,Packers,0.1,66.70%,D.J. Smith,LB,369.0,6.0,6.0,0.0,0.0,12.0,0.0,67.8,64.2,33.2,62.3,58.0,76.1,1.0,5.0,0.0,7.5,3.0,3.0,2.0,2.0,345.0,366.0,55.0,140.0,14.0,31.0,3.0,21.0,8.0,23689.8,MISSING
00-0026307,27.0,4481.0,35.5135898698951,2012,Packers,0.1,66.70%,Erik Walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026946,26.0,MISSING,17.589272964575017,2012,Packers,0.1,66.70%,Brad Jones,LB,811.0,13.0,15.0,0.0,1.0,12.0,0.0,79.4,77.9,36.2,58.7,73.3,62.0,1.0,6.0,0.0,11.7,11.0,3.0,2.0,2.0,724.0,775.0,98.0,319.0,37.0,68.0,6.0,44.0,9.0,63176.9,MISSING
00-0029130,23.0,MISSING,0.0,2012,Packers,0.1,66.70%,Dezman Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028605,25.0,MISSING,0.0,2012,Packers,0.1,66.70%,Vic So'oto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028600,23.0,MISSING,0.0,2012,Packers,0.1,66.70%,Jamari Lattimore,LB,8.0,1.0,0.0,0.0,0.0,12.0,0.0,MISSING,52.1,72.1,52.9,MISSING,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,416.8,MISSING
00-0027442,25.0,5945.0,0.0,2012,Packers,0.1,66.70%,Frank Zombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026581,27.0,MISSING,0.0,2012,Packers,0.1,66.70%,Rob Francois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029248,21.0,7015.0,558.5949124969229,2012,Panthers,0.05,43.80%,Luke Kuechly,LB,921.0,16.0,36.0,0.0,0.0,5.0,3.0,64.3,72.5,82.7,56.0,78.1,87.5,1.0,0.0,2.0,6.4,11.0,4.0,1.0,1.0,909.0,920.0,30.0,378.0,67.0,125.0,11.0,68.0,2.0,66772.5,MISSING
00-0025412,27.0,MISSING,179.08289760269906,2012,Panthers,0.05,43.80%,Jon Beason,LB,262.0,4.0,6.0,0.0,0.0,5.0,0.0,51.2,54.2,80.7,57.4,60.9,41.9,0.0,1.0,1.0,19.4,7.0,1.0,0.0,0.0,257.0,261.0,12.0,100.0,8.0,23.0,0.0,16.0,1.0,14200.4,MISSING
00-0027043,26.0,MISSING,130.19224153531596,2012,Panthers,0.05,43.80%,Jason Williams,LB,10.0,3.0,0.0,0.0,0.0,5.0,0.0,MISSING,52.0,68.6,53.2,MISSING,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,MISSING
00-0023448,29.0,2231.0,128.3858578639131,2012,Panthers,0.05,43.80%,Thomas Davis Sr.,LB,778.0,15.0,16.0,0.0,2.0,5.0,1.0,77.6,72.8,36.0,55.8,69.1,56.5,1.0,3.0,1.0,13.0,15.0,1.0,4.0,0.0,680.0,758.0,44.0,282.0,50.0,84.0,10.0,77.0,4.0,56638.399999999994,MISSING
00-0026911,26.0,MISSING,56.17453495032124,2012,Panthers,0.05,43.80%,Jason Phillips,LB,110.0,8.0,1.0,0.0,0.0,5.0,0.0,52.6,62.7,73.5,51.3,72.0,53.0,0.0,0.0,0.0,16.7,2.0,0.0,0.0,0.0,95.0,100.0,9.0,60.0,5.0,9.0,1.0,7.0,0.0,6897.0,MISSING
00-0028095,23.0,MISSING,54.32328539178591,2012,Panthers,0.05,43.80%,Doug Hogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024303,28.0,MISSING,50.30724495166846,2012,Panthers,0.05,43.80%,James Anderson,LB,518.0,12.0,11.0,0.0,0.0,5.0,0.0,56.8,51.7,77.9,51.7,49.2,66.1,1.0,0.0,0.0,9.5,7.0,3.0,2.0,0.0,404.0,445.0,38.0,258.0,32.0,56.0,3.0,32.0,1.0,26780.6,MISSING
00-0028742,23.0,MISSING,0.0,2012,Panthers,0.05,43.80%,Thomas Davis Sr.,LB,778.0,15.0,16.0,0.0,2.0,5.0,1.0,77.6,72.8,36.0,55.8,69.1,56.5,1.0,3.0,1.0,13.0,15.0,1.0,4.0,0.0,680.0,758.0,44.0,282.0,50.0,84.0,10.0,77.0,4.0,56638.399999999994,MISSING
00-0024734,26.0,MISSING,0.0,2012,Panthers,0.05,43.80%,Antwan Applewhite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025995,28.0,MISSING,0.0,2012,Panthers,0.05,43.80%,Jordan Senn,LB,4.0,2.0,0.0,0.0,0.0,5.0,0.0,64.5,66.4,67.2,MISSING,MISSING,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.6,MISSING
00-0026486,29.0,MISSING,0.0,2012,Panthers,0.05,43.80%,Kenny Onatolu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029669,22.0,7030.0,360.6286699090933,2012,Patriots,0.22,72.20%,Dont'a Hightower,LB,654.0,16.0,6.0,1.0,0.0,19.0,2.0,64.5,71.2,45.5,78.9,69.0,72.0,6.0,8.0,0.0,7.5,5.0,3.0,2.0,4.0,362.0,447.0,95.0,301.0,36.0,56.0,9.0,52.0,18.0,46564.8,MISSING
00-0026150,26.0,MISSING,360.3334839346859,2012,Patriots,0.22,72.20%,Jerod Mayo,LB,1200.0,18.0,22.0,0.0,5.0,19.0,1.0,67.9,74.7,51.9,77.4,76.7,84.0,3.0,10.0,1.0,4.5,7.0,0.0,5.0,3.0,1027.0,1143.0,88.0,447.0,64.0,125.0,10.0,75.0,16.0,89640.0,MISSING
00-0027668,24.0,MISSING,159.26144211075578,2012,Patriots,0.22,72.20%,Brandon Spikes,LB,843.0,17.0,16.0,3.0,5.0,19.0,0.0,48.9,67.9,0.0,90.0,89.0,89.0,7.0,6.0,0.0,3.7,4.0,5.0,10.0,1.0,726.0,824.0,56.0,372.0,43.0,87.0,6.0,53.0,14.0,57239.7,MISSING
