,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Team,Year,weighted_grade,weighted_average_grade
115,David Bruton,DEN,S,169,5037,10,0,0,0,10,0,54.4,55.8,82.1,29.1,0,0,15.4,2,0,0,118.8,1,57,106,59,2,5,11,2,4,1,73,Broncos,2010,9430.199999999999,
116,Macho Harris,WAS,S,69,5081,1,0,0,0,32,0,48.8,48.5,74.2,33.0,0,0,50.0,1,0,0,118.8,1,65,4,44,0,0,1,0,1,0,26,Commanders,2010,3346.5,
117,Chris Clemons,MIA,S,865,5089,15,8,0,1,17,1,46.0,53.5,83.4,61.9,1,0,15.4,10,4,1,118.2,17,729,100,486,34,17,47,3,29,3,328,Dolphins,2010,46277.5,
118,Michael Hamlin,JAX,S,45,5090,5,0,0,0,15,0,50.7,48.5,77.9,80.0,0,0,0.0,0,0,0,132.6,3,5,30,37,7,0,3,0,3,1,19,Jaguars,2010,2182.5,
119,Don Carey,JAX,S,656,5101,13,12,0,0,15,0,39.1,38.0,47.4,56.2,1,0,12.7,7,0,1,123.5,20,450,166,370,36,6,36,3,25,2,281,Jaguars,2010,24928.0,
120,Troy Nolan,HST,S,400,5147,12,5,0,0,13,1,36.9,42.2,28.1,61.3,3,0,11.8,4,2,2,49.0,5,324,64,217,5,6,25,2,12,1,69,Texans,2010,16880.0,
121,Jamarca Sanford,MIN,S,209,5155,6,1,0,0,18,1,53.4,53.9,78.3,52.7,0,0,18.8,3,0,0,120.0,7,182,25,141,1,3,12,0,10,1,63,Vikings,2010,11265.1,
122,Nick Schommer,TEN,S,5,5166,2,0,0,0,31,0,60.2,54.3,68.4,,0,0,,0,0,0,0.0,0,2,3,2,0,0,0,0,0,0,0,Titans,2010,271.5,
123,Courtney Greene,JAX,S,584,5169,13,11,0,1,15,0,45.4,57.3,42.8,71.3,1,0,10.5,8,2,1,112.5,17,423,148,311,10,14,57,2,28,2,342,Jaguars,2010,33463.2,
124,Colt Anderson,PHI,S,94,5242,4,0,0,0,24,0,60.3,62.2,77.0,40.9,0,0,25.0,2,0,0,89.6,1,63,30,48,1,1,6,0,2,0,22,Eagles,2010,5846.8,
125,Emanuel Cook,NYJ,S,19,5293,1,0,0,1,22,0,77.6,79.3,72.6,73.0,0,0,0.0,0,0,0,0.0,0,8,6,8,4,0,1,0,0,0,0,Jets,2010,1506.7,
126,Vince Anderson,TB,S,1,5431,1,0,0,0,30,0,,60.0,62.9,,0,0,,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Buccaneers,2010,60.0,
127,Ricky Price,KC,S,100,5455,5,0,0,0,16,0,59.1,62.0,75.9,54.0,0,0,16.7,1,0,0,158.3,2,81,1,65,0,2,5,0,2,1,43,Chiefs,2010,6200.0,
128,Paul Pratt,DET,S,1,5521,1,0,0,0,11,0,60.0,60.0,62.9,,0,0,,0,0,0,118.8,1,1,0,1,0,0,0,0,1,0,15,Lions,2010,60.0,
129,Eric Berry,KC,S,1145,5530,17,7,0,1,16,0,56.5,68.8,86.8,68.7,4,1,10.9,11,9,2,96.1,36,691,344,673,94,29,83,4,60,7,474,Chiefs,2010,78776.0,
130,Earl Thomas III,SEA,S,1241,5539,18,9,0,1,29,0,47.9,61.3,84.2,69.5,5,0,13.8,13,3,3,57.5,31,1114,78,743,39,17,72,1,53,3,345,Seahawks,2010,76073.3,
131,Nate Allen,PHI,S,781,5562,13,4,0,1,24,0,36.4,50.3,52.6,72.7,3,0,13.7,7,2,1,109.4,20,554,216,448,10,12,40,2,29,6,347,Eagles,2010,39284.299999999996,
132,T.J. Ward,CLV,S,1053,5563,16,14,0,1,8,0,37.9,56.0,60.4,66.4,2,0,12.0,13,8,1,87.2,30,881,158,532,9,21,81,4,48,2,421,Browns,2010,58968.0,
133,Taylor Mays,SF,S,427,5574,11,3,0,1,28,0,48.4,54.8,80.3,85.5,0,0,3.6,1,2,1,139.6,13,392,33,273,1,5,24,1,16,1,263,49ers,2010,23399.6,
134,Amari Spievey,DET,S,553,5591,12,8,0,1,11,0,54.7,61.3,82.3,65.1,2,0,12.5,7,1,0,82.5,12,436,92,321,14,11,41,1,20,2,176,Lions,2010,33898.9,
135,Morgan Burnett,GB,S,197,5596,4,0,0,0,12,0,40.1,43.5,78.1,57.4,1,0,16.7,2,0,1,70.8,4,169,24,127,4,3,10,0,9,1,74,Packers,2010,8569.5,
136,Major Wright,CHI,S,368,5600,12,0,1,0,6,0,38.4,44.3,38.2,84.3,0,0,0.0,0,1,2,77.4,7,347,20,241,1,0,25,0,14,0,113,Bears,2010,16302.4,
137,Kam Chancellor,SEA,S,159,5656,16,1,0,0,29,0,52.8,60.7,78.2,87.6,0,0,0.0,0,1,0,90.5,3,120,32,120,7,4,9,0,7,1,22,Seahawks,2010,9651.300000000001,
138,Kendrick Lewis,KC,S,848,5659,13,4,0,2,16,0,61.2,63.2,54.9,43.6,3,0,20.0,8,3,1,64.7,8,824,18,540,6,4,28,0,19,2,146,Chiefs,2010,53593.600000000006,
139,Larry Asante,TB,S,12,5683,2,0,0,0,30,0,73.1,77.2,70.0,75.2,1,0,0.0,0,0,0,47.9,1,9,3,8,0,1,1,0,1,0,5,Buccaneers,2010,926.4000000000001,
140,Reshad Jones,MIA,S,151,5686,6,4,0,0,17,0,63.3,72.8,77.4,90.0,1,0,0.0,0,1,0,26.3,5,123,18,78,10,4,11,1,10,0,53,Dolphins,2010,10992.8,
141,Shann Schillinger,ATL,S,3,5694,1,0,0,0,2,0,60.0,59.4,66.2,,0,0,,0,0,0,0.0,0,2,1,1,0,0,0,0,0,0,0,Falcons,2010,178.2,
142,Jordan Pugh,CAR,S,134,5725,10,1,0,0,5,0,78.9,74.2,77.5,66.9,1,0,10.0,1,2,1,17.4,3,100,25,68,9,5,8,1,6,0,19,Panthers,2010,9942.800000000001,
143,Cody Grimm,TB,S,526,5733,9,12,0,1,30,0,62.3,66.8,50.5,79.7,2,1,8.5,5,0,1,102.4,10,424,92,284,7,14,42,0,15,4,161,Buccaneers,2010,35136.799999999996,
144,Marquis Johnson,SL,S,15,5734,1,1,0,0,26,0,64.8,65.4,70.1,78.2,0,0,0.0,0,0,0,0.0,0,14,1,14,0,0,1,0,0,0,0,Rams,2010,981.0000000000001,
145,Kurt Coleman,PHI,S,333,5767,14,2,0,0,24,0,45.0,53.5,19.0,89.2,1,0,2.9,1,1,1,87.3,7,263,66,206,2,4,31,2,11,1,105,Eagles,2010,17815.5,
146,Stevie Brown,OAK,S,161,5773,14,2,0,0,23,0,52.8,48.6,78.3,89.0,0,0,0.0,0,1,0,42.1,1,119,38,94,3,1,11,0,5,0,18,Raiders,2010,7824.6,
147,Sergio Brown,NE,S,91,5803,8,0,0,0,19,0,79.5,80.8,79.3,83.3,0,0,0.0,0,0,0,82.8,6,16,27,77,40,3,8,0,8,0,35,Patriots,2010,7352.8,
148,Darian Stewart,SL,S,188,5820,11,0,0,0,26,0,63.3,67.0,0.0,61.7,0,0,14.3,2,1,1,82.7,8,23,146,112,18,7,12,1,14,0,111,Rams,2010,12596.0,
149,Kyle McCarthy,DEN,S,37,5842,4,0,0,0,10,0,59.4,56.7,77.6,29.8,0,0,33.3,1,0,0,97.9,2,5,32,22,0,0,2,0,2,0,15,Broncos,2010,2097.9,
150,Jonathon Amaya,MIA,S,7,5886,1,0,0,0,17,0,60.6,46.7,69.0,22.9,0,0,100.0,1,0,0,0.0,0,6,1,5,0,0,0,0,0,0,0,Dolphins,2010,326.90000000000003,
151,Chris Maragos,SF,S,6,5906,1,0,0,0,28,0,60.9,61.3,67.7,,0,0,,0,0,0,0.0,0,5,1,6,0,0,0,0,0,0,0,49ers,2010,367.79999999999995,
152,Barry Church,DAL,S,117,5924,13,2,0,1,9,0,47.2,43.7,77.4,36.3,0,0,25.0,4,0,1,117.7,4,83,30,76,2,3,10,0,4,0,49,Cowboys,2010,5112.900000000001,
153,Danny McCray,DAL,S,43,5929,9,1,0,0,9,0,71.9,70.4,78.9,82.2,1,0,0.0,0,0,0,36.1,2,1,35,34,1,1,3,0,3,0,13,Cowboys,2010,3027.2000000000003,
154,Brandon King,IND,S,1,5963,1,0,0,0,14,0,60.0,60.0,62.9,,0,0,,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,Colts,2010,60.0,
155,Mike Newton,IND,S,30,5966,6,0,0,0,14,1,41.9,39.0,72.9,75.2,0,0,0.0,0,0,0,122.9,1,23,7,21,0,0,1,0,2,1,19,Colts,2010,1170.0,
156,Randy Phillips,DET,S,17,6074,2,0,0,0,11,0,52.2,55.4,70.0,81.5,0,0,0.0,0,0,0,95.8,1,17,0,10,0,0,4,0,2,0,53,Lions,2010,941.8,
157,Isaiah Trufant,NYJ,S,11,6120,2,0,0,0,22,0,64.1,53.4,72.4,,0,0,,0,0,0,39.6,0,0,6,4,5,0,0,0,1,0,0,Jets,2010,587.4,
158,Brian Dawkins,DEN,S,773,181,14,5,0,1,10,0,58.0,69.8,53.1,76.8,0,0,9.4,5,2,1,114.8,13,416,299,417,41,21,43,3,23,2,202,Broncos,2011,53955.399999999994,57.33550505050504
159,Deon Grant,NYG,S,1088,624,20,11,0,0,21,2,59.8,63.0,86.6,60.8,2,0,16.3,14,6,2,97.7,28,681,355,717,46,21,61,2,42,3,364,Giants,2011,68544.0,56.54979937583593
160,Adrian Wilson,ARZ,S,1135,831,16,10,1,1,1,0,82.5,80.2,17.9,67.3,1,0,12.9,9,8,7,64.3,14,599,477,625,49,31,51,9,30,1,188,Cardinals,2011,91027.0,
161,Edward Reed,BLT,S,1171,1031,18,6,0,1,3,0,83.6,81.3,62.9,62.1,4,0,15.1,11,9,1,41.8,19,1012,115,692,32,10,56,1,37,1,244,Ravens,2011,95202.3,
162,Jon McGraw,KC,S,484,1064,10,5,0,1,16,0,57.1,57.4,86.1,44.5,2,0,21.2,11,2,0,79.0,19,166,276,257,38,15,36,1,26,1,220,Chiefs,2011,27781.6,
163,Chris Hope,TEN,S,286,1097,10,1,0,0,31,2,50.0,58.7,10.5,77.3,1,0,10.7,3,0,2,96.8,11,200,77,171,8,7,24,1,13,1,114,Titans,2011,16788.2,
164,Ryan Clark,PIT,S,989,1229,16,22,0,0,25,0,71.1,72.0,8.2,80.0,1,0,8.6,9,4,2,62.4,19,815,139,595,28,20,74,4,35,1,147,Steelers,2011,71208.0,
165,Troy Polamalu,PIT,S,960,1332,17,16,0,0,25,1,75.9,86.7,32.2,81.0,2,0,10.0,10,13,3,74.4,32,430,402,558,117,36,74,8,60,3,361,Steelers,2011,83232.0,
166,Bryan Scott,BUF,S,575,1370,16,5,0,0,4,1,61.3,52.5,90.8,77.4,2,1,10.9,7,3,1,86.3,42,22,485,352,58,23,52,3,63,3,393,Bills,2011,30187.5,
167,Chris Crocker,CIN,S,1047,1399,17,6,0,1,7,0,55.8,58.0,62.9,60.1,0,0,11.6,8,5,2,93.3,28,528,284,575,230,17,55,2,52,3,338,Bengals,2011,60726.0,
168,Yeremiah Bell,MIA,S,1092,1513,16,15,1,0,17,1,46.3,52.9,0.0,82.5,1,0,11.5,13,4,8,105.5,26,713,348,626,21,23,85,0,40,3,333,Dolphins,2011,57766.799999999996,
169,Quintin Mikell,SL,S,1068,1662,16,10,1,6,26,1,62.2,67.6,62.1,68.0,2,0,14.6,15,3,2,61.6,18,617,394,551,55,23,78,6,35,1,260,Rams,2011,72196.79999999999,
170,Bob Sanders,SD,S,99,1765,2,2,0,0,27,0,31.2,33.4,77.3,58.6,0,0,16.7,2,0,0,139.9,5,65,30,50,1,2,8,0,7,2,65,Chargers,2011,3306.6,
171,Madieu Williams,SF,S,139,1777,5,1,0,0,28,0,54.6,52.3,76.8,59.8,0,0,14.3,1,0,1,158.3,4,119,13,86,6,2,5,0,4,2,86,49ers,2011,7269.7,
172,Sean Jones,TB,S,984,1780,16,9,0,1,30,2,40.7,52.0,33.4,51.3,0,0,15.2,15,3,2,140.3,18,698,255,512,27,18,75,1,31,4,374,Buccaneers,2011,51168.0,
173,Will Allen,PIT,S,8,1832,3,0,0,0,25,0,60.8,62.0,68.5,,0,0,,0,0,0,0.0,0,7,0,3,1,0,0,0,0,0,0,Steelers,2011,496.0,
174,Gibril Wilson,CIN,S,211,1857,15,6,0,1,7,1,65.3,69.2,79.1,55.6,0,0,16.0,4,0,0,70.8,1,158,41,126,11,2,15,0,2,0,13,Bengals,2011,14601.2,
175,Erik Coleman,DET,S,10,1864,3,0,0,0,11,0,61.4,62.8,70.8,,0,0,,0,0,0,0.0,0,4,5,5,1,0,0,0,0,0,0,Lions,2011,628.0,
176,Mike Adams,CLV,S,827,1972,16,10,0,0,8,1,71.4,69.2,84.0,75.5,3,0,9.5,6,3,1,51.2,11,632,157,430,36,9,47,1,21,1,147,Browns,2011,57228.4,
177,Jordan Babineaux,TEN,S,923,1980,16,8,0,1,31,1,63.3,60.3,57.6,46.6,1,1,17.0,18,6,2,88.4,27,597,282,556,42,21,80,2,42,1,350,Titans,2011,55656.899999999994,
178,George Wilson,BUF,S,821,2210,13,14,0,2,4,1,45.7,56.3,85.9,87.3,4,0,6.7,7,1,1,88.6,33,477,303,444,23,31,83,3,46,4,375,Bills,2011,46222.299999999996,
179,Antrel Rolle,NYG,S,1343,2225,20,10,1,1,21,1,51.4,51.5,34.0,70.4,2,0,11.1,14,1,5,104.0,73,287,377,804,643,38,102,3,99,4,841,Giants,2011,69164.5,
180,Brodney Pool,NYJ,S,545,2251,14,3,0,0,22,1,63.1,66.7,40.6,50.6,1,0,17.9,7,0,2,60.4,11,353,161,324,24,9,29,0,17,0,118,Jets,2011,36351.5,
181,Nick Collins,GB,S,132,2268,2,1,0,1,12,0,49.6,47.2,77.6,37.4,0,0,27.3,3,1,0,86.6,4,94,30,91,8,0,7,0,7,0,62,Packers,2011,6230.400000000001,
182,O.J. Atogwe,WAS,S,678,2283,13,13,0,0,32,0,72.3,70.8,83.3,79.6,3,0,6.8,4,1,0,76.8,13,527,143,392,6,10,42,1,19,1,181,Commanders,2011,48002.4,
183,Sean Considine,ARZ,S,1,2319,1,0,0,0,1,0,60.0,61.1,64.4,,0,0,,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,Cardinals,2011,61.1,
184,Travis Daniels,KC,S,292,2321,12,0,1,0,16,0,62.3,63.0,0.0,54.8,2,0,14.3,2,1,2,38.1,11,49,116,186,75,2,12,0,22,0,170,Chiefs,2011,18396.0,
185,Vincent Fuller,DET,S,32,2325,1,0,0,0,11,0,63.6,50.3,72.3,22.6,0,0,100.0,2,0,0,0.0,0,31,0,25,1,0,0,0,0,0,0,Lions,2011,1609.6,
186,Kerry Rhodes,ARZ,S,397,2340,7,4,0,0,1,2,53.8,63.5,26.2,84.6,0,0,5.9,2,4,3,103.0,13,265,125,230,7,10,28,1,23,1,217,Cardinals,2011,25209.5,
187,James Sanders,ATL,S,509,2350,11,6,0,0,2,1,38.5,45.6,81.8,69.0,0,0,11.8,6,3,0,148.2,16,408,89,309,12,9,39,0,23,3,268,Falcons,2011,23210.4,
188,Matt Giordano,OAK,S,850,2352,15,8,0,1,23,0,58.1,58.5,55.2,64.9,5,0,13.9,10,0,1,32.2,12,670,153,537,23,7,54,0,30,0,262,Raiders,2011,49725.0,
189,Gerald Sensabaugh,DAL,S,971,2374,16,10,0,2,9,2,56.2,62.3,83.9,76.2,2,0,10.1,8,1,1,111.6,23,816,138,599,13,10,61,0,27,2,331,Cowboys,2011,60493.299999999996,
190,Chris Harris,DET,S,562,2398,10,3,0,1,11,0,28.8,28.7,82.1,46.7,1,0,20.6,7,1,0,127.1,15,458,90,394,11,7,24,0,25,5,319,Lions,2011,16129.4,
191,C.C. Brown,JAX,S,3,2405,1,0,0,0,15,0,62.5,63.4,65.6,75.2,0,0,0.0,0,0,0,0.0,0,3,0,3,0,0,1,0,0,0,0,Jaguars,2011,190.2,
192,Hamza Abdullah,ARZ,S,5,2448,3,0,0,0,1,0,60.0,69.1,69.1,76.7,0,0,0.0,0,0,0,0.0,0,1,4,1,0,1,1,0,0,0,0,Cardinals,2011,345.5,
193,Atari Bigby,SEA,S,155,2496,15,2,1,0,29,0,68.6,76.2,79.3,75.5,0,0,11.1,1,1,1,57.9,2,90,58,87,6,5,6,0,5,0,27,Seahawks,2011,11811.0,
194,James Butler,SL,S,110,2517,12,1,0,0,26,0,65.3,61.5,76.1,71.5,0,0,12.5,1,0,0,64.6,1,98,11,92,1,2,6,0,2,0,10,Rams,2011,6765.0,
195,Jim Leonhard,NYJ,S,781,2694,13,3,0,1,22,1,78.5,74.5,53.3,50.2,1,0,17.6,9,3,2,55.8,11,564,148,423,64,10,39,1,20,0,138,Jets,2011,58184.5,
196,Ray Ventrone,CLV,S,7,2824,3,0,0,0,8,0,60.0,62.7,71.9,,0,0,,0,0,0,0.0,0,0,7,1,0,0,0,0,0,0,0,Browns,2011,438.90000000000003,
197,Michael Huff,OAK,S,624,2952,12,4,1,0,23,0,67.7,63.4,0.0,71.1,2,0,12.2,5,2,3,85.2,22,292,112,369,217,13,32,2,34,2,278,Raiders,2011,39561.6,
198,Donte Whitner,SF,S,1048,2953,17,11,0,2,28,3,61.0,71.4,85.3,76.0,2,0,8.6,7,5,1,84.6,32,751,245,680,21,23,63,2,49,2,370,49ers,2011,74827.20000000001,
199,Danieal Manning,HST,S,846,2987,15,10,1,0,13,0,62.6,64.5,26.9,91.0,3,0,2.7,2,3,4,57.6,21,581,216,486,22,19,61,0,38,1,306,Texans,2011,54567.0,
200,Roman Harper,NO,S,1112,2988,18,11,0,2,20,1,39.4,48.7,0.0,56.3,0,0,13.5,15,2,8,110.0,33,354,609,606,110,46,85,5,64,7,437,Saints,2011,54154.4,
201,Bernard Pollard,BLT,S,1014,2999,18,19,0,3,3,1,70.5,71.2,35.1,73.9,1,0,10.5,10,9,3,83.6,30,601,316,537,89,26,66,2,49,1,379,Ravens,2011,72196.8,
202,Anthony Smith,TEN,S,37,3028,7,0,0,0,31,0,51.8,51.4,0.0,80.7,0,0,0.0,0,0,1,58.3,1,12,23,21,2,1,3,0,2,0,7,Titans,2011,1901.8,
203,Eric Smith,NYJ,S,943,3042,16,12,0,0,22,1,45.8,48.5,59.0,75.2,1,0,6.7,6,2,1,97.2,36,401,471,475,55,22,72,2,54,1,533,Jets,2011,45735.5,
204,Dawan Landry,JAX,S,1012,3091,16,11,0,1,15,1,58.2,61.6,60.2,79.7,2,0,10.0,10,2,1,82.6,33,629,345,578,26,21,79,1,44,0,390,Jaguars,2011,62339.200000000004,
205,Charlie Peprah,GB,S,993,3103,16,23,0,1,12,0,43.3,50.2,85.8,70.9,5,1,10.1,11,4,0,90.1,36,648,290,654,45,17,75,3,54,5,521,Packers,2011,49848.600000000006,
206,Reed Doughty,WAS,S,663,3118,15,9,0,1,32,1,30.5,35.8,47.3,70.1,0,0,11.5,9,0,3,128.1,18,440,208,371,11,15,60,3,24,1,286,Commanders,2011,23735.399999999998,
207,Tyrone Culver,MIA,S,437,3130,13,5,0,1,17,0,53.0,54.6,31.1,65.9,0,0,14.3,5,1,1,109.4,9,323,102,263,10,4,25,0,17,2,98,Dolphins,2011,23860.2,
208,Antoine Bethea,IND,S,1085,3152,16,26,0,2,14,1,52.5,67.0,37.2,90.1,0,0,6.6,9,6,3,114.4,24,778,275,551,30,38,102,3,38,4,224,Colts,2011,72695.0,
209,Jarrad Page,MIN,S,325,3173,8,4,0,0,18,0,59.5,51.6,82.2,50.5,0,0,17.5,7,2,1,109.9,10,188,129,177,5,9,29,0,15,1,108,Vikings,2011,16770.0,
210,Abram Elam,DAL,S,1015,3301,16,8,0,1,9,1,43.0,52.1,85.9,85.8,0,0,7.0,5,0,0,102.2,23,676,301,608,35,16,58,4,33,1,253,Cowboys,2011,52881.5,
211,Steve Gregory,SD,S,759,3326,15,9,0,0,27,0,40.1,45.4,1.5,75.5,1,1,10.7,8,2,3,98.6,19,513,216,442,11,14,58,0,30,1,335,Chargers,2011,34458.6,
212,LaRon Landry,WAS,S,496,3622,8,4,0,1,32,1,63.0,70.7,49.0,74.3,0,0,9.6,5,0,1,109.0,15,168,278,232,46,22,43,1,21,1,159,Commanders,2011,35067.200000000004,
213,Michael Griffin,TEN,S,1121,3635,16,7,0,2,31,0,67.9,69.6,45.3,66.6,2,0,12.7,10,6,2,92.1,23,912,174,647,32,21,62,4,38,4,241,Titans,2011,78021.59999999999,
214,Reggie Nelson,CIN,S,1080,3637,17,17,0,3,7,0,62.3,60.0,0.0,69.9,4,1,9.6,9,2,4,73.9,23,813,208,598,46,25,68,2,35,2,316,Bengals,2011,64800.0,
215,Brandon Meriweather,CHI,S,406,3640,11,5,0,0,6,0,51.0,51.0,29.5,60.1,0,0,15.6,5,2,1,132.3,11,348,48,259,7,4,22,0,16,1,227,Bears,2011,20706.0,
216,Eric Weddle,SD,S,974,3653,16,14,0,0,27,0,85.6,84.2,58.9,79.5,7,0,7.7,7,4,1,25.8,11,785,155,532,30,23,70,3,27,1,110,Chargers,2011,82010.8,
217,Sabby Piscitelli,KC,S,289,3680,15,1,0,0,16,0,44.2,43.2,84.2,67.6,0,0,12.5,4,0,1,75.1,14,97,177,167,13,8,27,3,27,0,193,Chiefs,2011,12484.800000000001,
218,Usama Young,CLV,S,652,3682,16,12,0,0,8,0,55.3,67.5,85.0,83.1,1,0,4.3,3,0,1,70.1,15,376,243,307,24,19,54,4,22,0,159,Browns,2011,44010.0,
219,Tanard Jackson,TB,S,523,3722,10,5,0,0,30,1,62.0,47.6,82.7,24.9,2,0,38.7,24,1,0,58.0,13,374,132,260,17,10,33,1,22,1,155,Buccaneers,2011,24894.8,
220,Dashon Goldson,SF,S,1016,3742,16,10,0,1,28,1,49.4,52.8,1.2,77.3,7,0,9.9,9,4,4,90.9,38,931,72,688,11,11,72,1,57,5,596,49ers,2011,53644.799999999996,
221,John Wendling,DET,S,159,3800,6,1,0,0,11,0,33.6,29.1,77.4,27.5,0,0,38.5,5,0,0,108.3,2,138,16,102,5,1,7,0,2,0,20,Lions,2011,4626.900000000001,
222,Nedu Ndukwe,OAK,S,13,3869,1,0,0,0,23,0,60.4,62.1,69.9,78.2,1,0,0.0,0,0,0,47.9,1,13,0,8,0,0,2,0,2,0,21,Raiders,2011,807.3000000000001,
223,Melvin Bullitt,IND,S,129,3901,2,3,0,0,14,0,62.0,59.2,78.1,42.2,1,0,21.4,3,0,0,69.8,2,86,39,64,4,3,8,0,4,1,25,Colts,2011,7636.8,
224,Craig Dahl,SL,S,469,3920,16,6,0,1,26,0,39.9,39.9,83.1,73.4,1,0,11.1,6,1,0,90.3,21,278,110,297,81,10,42,0,33,1,299,Rams,2011,18713.1,
225,James Ihedigbo,NE,S,897,4147,17,12,0,0,19,0,43.0,55.4,85.8,56.0,0,0,14.1,12,2,0,135.4,26,552,267,514,69,16,61,3,38,5,335,Patriots,2011,49693.799999999996,
226,Paul Oliver,SD,S,167,4262,10,2,1,1,27,0,65.1,67.4,79.8,82.9,1,0,5.9,1,1,1,23.7,4,91,54,95,18,3,14,0,11,0,77,Chargers,2011,11255.800000000001,
227,Kenny Phillips,NYG,S,1248,4345,19,13,0,3,21,0,78.3,76.3,6.6,84.7,4,0,7.1,7,8,4,43.4,20,951,263,767,24,22,78,1,42,1,335,Giants,2011,95222.4,
228,Tyrell Johnson,MIN,S,324,4357,11,6,0,0,18,0,33.8,34.0,18.8,68.4,0,0,11.1,3,1,0,86.3,8,271,51,187,2,1,18,0,14,0,123,Vikings,2011,11016.0,
229,Charles Godfrey,CAR,S,856,4381,14,15,0,1,5,0,40.6,50.9,87.2,48.3,2,0,16.7,17,3,1,92.9,30,388,376,449,77,24,70,2,46,2,443,Panthers,2011,43570.4,
230,Reggie Smith,SF,S,260,4389,18,1,0,0,28,0,51.9,51.6,78.4,59.1,1,0,14.3,2,2,0,37.8,6,242,12,230,4,3,11,0,12,0,83,49ers,2011,13416.0,
231,Tom Zbikowski,BLT,S,223,4400,8,2,0,0,3,0,59.4,62.1,80.6,67.1,0,0,11.1,2,0,0,92.7,4,130,73,138,19,4,14,0,4,0,25,Ravens,2011,13848.300000000001,
232,Thomas DeCoud,ATL,S,1013,4412,17,11,0,0,2,0,51.4,61.2,84.7,75.3,4,0,10.6,11,3,0,90.6,25,770,169,628,72,20,82,4,36,3,367,Falcons,2011,61995.600000000006,
233,Tyvon Branch,OAK,S,1133,4414,16,19,0,0,23,0,68.3,72.4,66.8,90.2,1,0,5.6,6,4,2,91.5,36,255,479,655,360,32,83,2,63,4,412,Raiders,2011,82029.20000000001,
234,Dwight Lowery,JAX,S,634,4427,13,5,0,0,15,1,58.3,58.5,13.7,66.3,2,0,11.6,5,5,3,85.4,19,497,103,370,33,8,33,2,35,3,280,Jaguars,2011,37089.0,
235,Quintin Demps,HST,S,275,4431,10,4,0,0,13,0,46.7,49.4,79.8,62.7,2,0,14.8,4,1,0,58.0,10,215,45,224,11,4,19,0,14,0,121,Texans,2011,13585.0,
236,Craig Steltz,CHI,S,400,4434,8,8,0,2,6,0,61.8,70.7,82.9,85.0,0,0,4.9,2,0,0,108.3,9,234,142,225,22,14,31,2,16,2,76,Bears,2011,28280.0,
237,Corey Lynch,TB,S,273,4491,11,4,0,0,30,0,59.7,55.7,80.7,59.5,1,0,17.4,4,3,0,43.1,2,184,79,158,8,3,15,0,9,1,40,Buccaneers,2011,15206.1,
238,Ryan Mundy,PIT,S,273,4508,14,6,0,2,25,0,51.7,59.8,81.7,80.1,1,0,6.5,2,0,1,63.4,11,147,94,170,28,7,23,0,17,0,130,Steelers,2011,16325.4,
239,Haruki Nakamura,BLT,S,39,4520,15,1,0,0,3,0,81.7,78.7,77.3,83.4,0,0,0.0,0,2,0,42.4,1,4,27,15,8,0,3,0,3,0,6,Ravens,2011,3069.3,
240,Josh Barrett,NE,S,218,4534,5,0,0,0,19,0,68.3,67.0,78.2,59.0,0,0,14.3,2,0,0,45.1,1,192,25,142,1,1,12,1,3,0,11,Patriots,2011,14606.0,
241,Husain Abdullah,MIN,S,564,4652,9,2,0,0,18,0,53.6,62.5,81.8,80.5,1,0,7.3,4,2,0,133.6,16,483,68,355,9,16,49,3,23,4,322,Vikings,2011,35250.0,
242,Malcolm Jenkins,NO,S,1092,4937,17,9,0,1,20,1,48.0,55.4,61.8,58.1,0,0,12.5,12,6,2,120.7,26,893,124,706,65,13,75,0,49,4,555,Saints,2011,60496.799999999996,
243,Louis Delmas,DET,S,737,4956,12,1,0,0,11,0,63.7,56.6,84.9,48.5,0,0,19.7,14,4,1,101.3,20,464,225,437,45,18,56,3,34,2,250,Lions,2011,41714.200000000004,
244,Patrick Chung,NE,S,758,4957,11,15,1,0,19,0,49.3,55.2,0.0,82.0,1,0,8.2,6,3,4,91.0,23,551,147,478,45,13,52,0,35,1,307,Patriots,2011,41841.6,
245,Jairus Byrd,BUF,S,1021,4965,16,15,0,3,4,1,75.1,78.8,66.0,86.8,3,1,7.0,7,4,2,54.9,17,859,147,552,13,15,78,4,33,2,218,Bills,2011,80454.8,
246,Mike Mitchell,OAK,S,493,4970,13,4,0,0,23,0,48.9,47.7,86.4,53.6,1,0,17.2,5,1,2,88.6,10,160,284,309,42,8,20,2,22,2,197,Raiders,2011,23516.100000000002,
247,Darcel McBath,JAX,S,1,4971,1,0,0,0,15,0,60.0,60.0,62.9,,0,0,,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,Jaguars,2011,60.0,
