player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0032369,23.0,11409.0,0.0,2016,Commanders,0.02,53.30%,Anthony Lanier II,DI,48.0,4.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,62.8,77.7,59.5,63.4,67.3,1.0,2.0,MISSING,0.0,0.0,0.0,0.0,48.0,1.0,41.0,1.0,5.0,0.0,0.0,0.0,3.0,3014.3999999999996,MISSING
00-0021706,35.0,MISSING,0.0,2016,Commanders,0.02,53.30%,Cullen Jenkins,DI,308.0,15.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,59.9,64.8,63.1,56.8,60.9,1.0,9.0,6.3,1.0,1.0,0.0,1.0,306.0,61.0,183.0,20.0,42.0,12.0,14.0,4.0,11.0,18449.2,60.81155272919978
00-0026512,28.0,MISSING,0.0,2016,Commanders,0.02,53.30%,Chris Baker,DI,782.0,16.0,14.0,1.0,0.0,1.0,32.0,0.0,0.0,76.9,89.1,66.1,77.2,59.4,6.0,30.0,8.2,4.0,0.0,83.3,6.0,777.0,123.0,480.0,30.0,144.0,24.0,31.0,3.0,42.0,60135.8,MISSING
00-0029972,26.0,8261.0,0.0,2016,Commanders,0.02,53.30%,A.J. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024410,33.0,MISSING,MISSING,2016,Commanders,0.02,53.30%,Kedric Golston,DI,30.0,2.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,61.0,77.9,56.2,63.0,69.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,1830.0,MISSING
00-0031411,24.0,8669.0,249.11398456068736,2016,Cowboys,0.12,76.50%,Demarcus Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033131,21.0,10701.0,180.85844969570425,2016,Cowboys,0.12,76.50%,Maliek Collins,DI,697.0,17.0,4.0,0.0,0.0,1.0,9.0,1.0,0.0,44.8,67.5,67.2,29.0,47.4,8.0,16.0,14.3,3.0,2.0,0.0,6.0,697.0,110.0,533.0,1.0,53.0,18.0,14.0,1.0,30.0,31225.6,MISSING
00-0029641,26.0,7083.0,100.54555282606556,2016,Cowboys,0.12,76.50%,Tyrone Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028003,28.0,6217.0,92.36772459044694,2016,Cowboys,0.12,76.50%,Terrell McClain,DI,500.0,16.0,13.0,0.0,0.0,2.0,9.0,0.0,0.0,60.3,74.6,58.5,57.0,50.2,4.0,7.0,10.0,4.0,1.0,0.0,3.0,500.0,244.0,242.0,1.0,13.0,23.0,23.0,3.0,14.0,30150.0,MISSING
00-0029627,27.0,7151.0,39.91597482134817,2016,Cowboys,0.12,76.50%,Jack Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027774,MISSING,MISSING,17.460555233686605,2016,Cowboys,0.12,76.50%,Greg Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024405,MISSING,MISSING,4.2165807425864985,2016,Cowboys,0.12,76.50%,Jeremy Mincey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031270,25.0,8869.0,0.0,2016,Cowboys,0.12,76.50%,Shelby Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030380,25.0,8196.0,0.0,2016,Cowboys,0.12,76.50%,Benson Mayowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032197,23.0,9493.0,0.0,2016,Cowboys,0.12,76.50%,Randy Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031997,23.0,10063.0,0.0,2016,Cowboys,0.12,76.50%,David Irving,DI,530.0,16.0,2.0,4.0,3.0,4.0,9.0,1.0,0.0,70.9,25.3,74.0,66.8,30.8,8.0,26.0,26.3,5.0,5.0,0.0,5.0,530.0,71.0,217.0,187.0,55.0,14.0,12.0,5.0,39.0,37577.0,MISSING
00-0031981,24.0,MISSING,0.0,2016,Cowboys,0.12,76.50%,Richard Ash,DI,49.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,53.9,78.8,52.8,56.1,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,23.0,26.0,0.0,0.0,5.0,5.0,1.0,0.0,2641.1,MISSING
00-0030025,24.0,MISSING,0.0,2016,Cowboys,0.12,76.50%,Lawrence Okoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028424,28.0,6607.0,0.0,2016,Cowboys,0.12,76.50%,Cedric Thornton,DI,291.0,14.0,3.0,1.0,0.0,1.0,9.0,1.0,0.0,52.5,42.8,61.1,49.6,54.4,1.0,4.0,5.9,1.0,2.0,95.8,2.0,291.0,99.0,185.0,0.0,7.0,11.0,13.0,3.0,7.0,15277.5,MISSING
00-0032719,25.0,MISSING,0.0,2016,Cowboys,0.12,76.50%,Lenny Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032703,23.0,MISSING,0.0,2016,Cowboys,0.12,76.50%,Rodney Coe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033063,23.0,MISSING,0.0,2016,Cowboys,0.12,76.50%,Zach Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033075,23.0,10735.0,0.0,2016,Cowboys,0.12,76.50%,Charles Tapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028823,26.0,MISSING,MISSING,2016,Cowboys,0.12,76.50%,Mike McAdoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032590,MISSING,MISSING,MISSING,2016,Cowboys,0.12,76.50%,Gerald Dixon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031317,24.0,8868.0,0.0,2016,Dolphins,-0.01,58.80%,Terrence Fede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031225,26.0,MISSING,0.0,2016,Dolphins,-0.01,58.80%,Julius Warmsley,DI,86.0,5.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,52.5,80.0,64.6,48.5,72.0,1.0,1.0,14.3,1.0,0.0,0.0,0.0,86.0,5.0,77.0,0.0,4.0,3.0,4.0,0.0,2.0,4515.0,MISSING
00-0030555,26.0,7785.0,0.0,2016,Dolphins,-0.01,58.80%,Dion Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030500,26.0,8006.0,0.0,2016,Dolphins,-0.01,58.80%,Nick Williams,DI,101.0,11.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,50.7,80.9,52.5,52.9,50.9,0.0,1.0,11.1,1.0,0.0,0.0,0.0,101.0,2.0,78.0,7.0,14.0,2.0,7.0,0.0,1.0,5120.700000000001,MISSING
00-0031557,23.0,9485.0,0.0,2016,Dolphins,-0.01,58.80%,Jordan Phillips,DI,653.0,17.0,9.0,2.0,1.0,0.0,17.0,0.0,0.0,58.0,0.0,62.8,60.7,39.3,3.0,24.0,17.2,5.0,10.0,0.0,0.0,651.0,92.0,520.0,7.0,32.0,13.0,15.0,7.0,27.0,37874.0,MISSING
00-0027855,29.0,5527.0,0.0,2016,Dolphins,-0.01,58.80%,Ndamukong Suh,DI,1028.0,17.0,11.0,6.0,1.0,0.0,17.0,1.0,0.0,80.2,14.5,73.2,83.2,77.7,10.0,41.0,1.6,1.0,11.0,0.0,7.0,1018.0,89.0,733.0,18.0,178.0,46.0,52.0,8.0,58.0,82445.6,MISSING
00-0027684,28.0,5605.0,0.0,2016,Dolphins,-0.01,58.80%,Earl Mitchell,DI,334.0,10.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,57.5,64.9,74.4,43.7,53.8,2.0,13.0,13.0,3.0,1.0,91.7,0.0,334.0,27.0,296.0,3.0,8.0,10.0,13.0,3.0,15.0,19205.0,MISSING
00-0023368,34.0,4907.0,0.0,2016,Dolphins,-0.01,58.80%,Cameron Wake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026194,30.0,MISSING,0.0,2016,Dolphins,-0.01,58.80%,Jason Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029600,27.0,7042.0,0.0,2016,Dolphins,-0.01,58.80%,Andre Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032622,MISSING,MISSING,0.0,2016,Dolphins,-0.01,58.80%,Farrington Huguenin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023750,31.0,MISSING,MISSING,2016,Dolphins,-0.01,58.80%,Mario Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031640,MISSING,MISSING,MISSING,2016,Dolphins,-0.01,58.80%,Cedric Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031888,24.0,MISSING,MISSING,2016,Dolphins,-0.01,58.80%,Leon Orr,DI,35.0,4.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,56.4,76.8,51.2,61.9,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,1974.0,MISSING
00-0032335,25.0,MISSING,MISSING,2016,Dolphins,-0.01,58.80%,Cleyon Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029653,25.0,7018.0,336.13517260829195,2016,Eagles,0.04,43.80%,Fletcher Cox,DI,772.0,16.0,9.0,2.0,0.0,1.0,24.0,1.0,0.0,84.7,41.6,78.9,80.2,53.7,5.0,45.0,12.5,5.0,5.0,0.0,7.0,772.0,38.0,605.0,23.0,106.0,26.0,26.0,4.0,57.0,65388.4,MISSING
00-0031371,24.0,8661.0,289.75010349144213,2016,Eagles,0.04,43.80%,Marcus Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027865,28.0,5538.0,178.61265567277695,2016,Eagles,0.04,43.80%,Brandon Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029412,28.0,7061.0,136.68798951905993,2016,Eagles,0.04,43.80%,Vinny Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030507,26.0,7848.0,133.98323489882557,2016,Eagles,0.04,43.80%,Bennie Logan,DI,467.0,13.0,4.0,0.0,0.0,2.0,24.0,0.0,0.0,60.5,54.6,52.0,66.8,50.4,3.0,11.0,13.8,4.0,2.0,0.0,3.0,467.0,9.0,383.0,1.0,74.0,18.0,21.0,7.0,17.0,28253.5,MISSING
00-0029544,MISSING,MISSING,99.10659753412776,2016,Eagles,0.04,43.80%,Mike Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027022,29.0,4969.0,68.20704292445734,2016,Eagles,0.04,43.80%,Connor Barwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031179,25.0,8776.0,59.26565198444304,2016,Eagles,0.04,43.80%,Taylor Hart,DI,21.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,40.0,75.0,54.3,43.1,69.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,7.0,0.0,9.0,1.0,1.0,0.0,0.0,840.0,MISSING
00-0030387,25.0,7929.0,50.05500648168993,2016,Eagles,0.04,43.80%,Steven Means,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031089,24.0,8858.0,17.222172853770005,2016,Eagles,0.04,43.80%,Beau Allen,DI,412.0,16.0,8.0,0.0,0.0,0.0,24.0,1.0,0.0,62.3,85.1,67.3,53.7,58.9,4.0,13.0,10.0,3.0,0.0,108.3,1.0,412.0,20.0,346.0,0.0,46.0,15.0,19.0,5.0,18.0,25667.6,MISSING
00-0032805,22.0,MISSING,16.730572687224672,2016,Eagles,0.04,43.80%,Alex McCalister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028311,MISSING,MISSING,0.0,2016,Eagles,0.04,43.80%,Brandon Bair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028536,29.0,MISSING,0.0,2016,Eagles,0.04,43.80%,Bryan Braman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032859,22.0,11083.0,0.0,2016,Eagles,0.04,43.80%,Destiny Vaeao,DI,268.0,16.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,46.9,37.0,51.9,49.8,57.3,1.0,5.0,11.1,1.0,2.0,0.0,2.0,268.0,1.0,199.0,1.0,67.0,7.0,8.0,1.0,8.0,12569.2,MISSING
00-0032842,23.0,MISSING,0.0,2016,Eagles,0.04,43.80%,Connor Wujciak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032981,22.0,MISSING,0.0,2016,Eagles,0.04,43.80%,Aziz Shittu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033184,MISSING,MISSING,0.0,2016,Eagles,0.04,43.80%,Jake Metz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031281,26.0,8672.0,237.31539863437845,2016,Falcons,0.12,68.40%,Ra'Shede Hageman,DI,353.0,15.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,67.8,71.6,66.7,63.7,69.9,4.0,18.0,3.7,1.0,1.0,0.0,3.0,351.0,21.0,190.0,46.0,94.0,15.0,19.0,3.0,25.0,23933.4,MISSING
00-0026980,30.0,MISSING,206.51996360465236,2016,Falcons,0.12,68.40%,Tyson Jackson,DI,389.0,19.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,58.9,52.6,56.8,62.1,43.5,4.0,8.0,12.5,2.0,2.0,0.0,1.0,387.0,2.0,208.0,81.0,96.0,8.0,12.0,0.0,13.0,22912.1,MISSING
00-0029252,26.0,MISSING,201.01981606008124,2016,Falcons,0.12,68.40%,Courtney Upshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027980,29.0,6194.0,132.68086907093323,2016,Falcons,0.12,68.40%,Brooks Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031583,23.0,9570.0,68.61173192668721,2016,Falcons,0.12,68.40%,Grady Jarrett,DI,763.0,19.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,62.7,80.1,68.1,52.9,27.7,9.0,32.0,17.9,10.0,1.0,0.0,6.0,761.0,264.0,402.0,12.0,83.0,30.0,36.0,3.0,47.0,47840.1,MISSING
00-0021146,36.0,MISSING,17.325210025105378,2016,Falcons,0.12,68.40%,Dwight Freeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023494,34.0,MISSING,16.738322981585103,2016,Falcons,0.12,68.40%,Jonathan Babineaux,DI,533.0,19.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,53.3,73.6,53.9,57.5,27.4,3.0,17.0,24.1,7.0,1.0,108.3,1.0,533.0,45.0,408.0,13.0,67.0,16.0,19.0,4.0,21.0,28408.9,72.78869987849332
00-0031184,25.0,MISSING,0.0,2016,Falcons,0.12,68.40%,Jimmy Staten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030424,26.0,MISSING,0.0,2016,Falcons,0.12,68.40%,Malliciah Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032249,24.0,MISSING,0.0,2016,Falcons,0.12,68.40%,Martin Ifedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031676,23.0,9772.0,0.0,2016,Falcons,0.12,68.40%,Joey Mbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031500,24.0,10235.0,0.0,2016,Falcons,0.12,68.40%,Efe Obada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031982,24.0,MISSING,0.0,2016,Falcons,0.12,68.40%,Cap Capi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030001,27.0,MISSING,0.0,2016,Falcons,0.12,68.40%,Joe Vellano,DI,40.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,65.7,77.5,62.9,62.9,68.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,35.0,1.0,2.0,1.0,1.0,0.0,2.0,2628.0,MISSING
00-0027958,28.0,6172.0,0.0,2016,Falcons,0.12,68.40%,Adrian Clayborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029111,27.0,7400.0,0.0,2016,Falcons,0.12,68.40%,Derrick Shelby,DI,244.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,51.9,59.6,55.7,52.1,41.5,2.0,5.0,11.1,1.0,1.0,0.0,0.0,243.0,3.0,118.0,40.0,82.0,6.0,6.0,2.0,7.0,12663.6,MISSING
00-0027730,29.0,MISSING,MISSING,2016,Falcons,0.12,68.40%,O'Brien Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028168,27.0,MISSING,MISSING,2016,Falcons,0.12,68.40%,Cliff Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032591,24.0,MISSING,MISSING,2016,Falcons,0.12,68.40%,Chris Mayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032828,MISSING,MISSING,MISSING,2016,Falcons,0.12,68.40%,Brandon Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024339,MISSING,MISSING,9.66215404201863,2016,Giants,0.02,64.70%,Barry Cofield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027818,MISSING,MISSING,7.306440075987029,2016,Giants,0.02,64.70%,George Selvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031006,25.0,9022.0,0.0,2016,Giants,0.02,64.70%,Robert Thomas,DI,76.0,9.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,37.3,80.0,52.8,35.8,71.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0,25.0,50.0,1.0,0.0,3.0,3.0,0.0,2.0,2834.7999999999997,MISSING
00-0031403,24.0,8709.0,0.0,2016,Giants,0.02,64.70%,Jay Bromley,DI,264.0,16.0,1.0,0.0,1.0,0.0,21.0,0.0,0.0,52.5,61.1,47.3,59.8,54.8,0.0,5.0,10.0,1.0,1.0,0.0,1.0,264.0,75.0,171.0,5.0,13.0,7.0,8.0,1.0,6.0,13860.0,MISSING
00-0030425,25.0,MISSING,0.0,2016,Giants,0.02,64.70%,Stansly Maponga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030082,26.0,MISSING,0.0,2016,Giants,0.02,64.70%,Montori Hughes,DI,17.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,49.8,76.1,54.8,52.6,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,846.5999999999999,MISSING
00-0030063,24.0,7830.0,0.0,2016,Giants,0.02,64.70%,Johnathan Hankins,DI,816.0,17.0,8.0,0.0,0.0,1.0,21.0,0.0,0.0,63.6,64.4,58.9,68.7,54.9,2.0,18.0,9.5,4.0,3.0,0.0,6.0,815.0,125.0,654.0,8.0,28.0,29.0,30.0,6.0,26.0,51897.6,MISSING
00-0030776,25.0,8938.0,0.0,2016,Giants,0.02,64.70%,Kerry Wynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031562,24.0,MISSING,0.0,2016,Giants,0.02,64.70%,Owa Odighizuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031866,23.0,9962.0,0.0,2016,Giants,0.02,64.70%,Jordan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027867,27.0,5540.0,0.0,2016,Giants,0.02,64.70%,Jason Pierre-Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029693,25.0,7074.0,0.0,2016,Giants,0.02,64.70%,Olivier Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029040,27.0,7355.0,0.0,2016,Giants,0.02,64.70%,Damon Harrison Sr.,DI,720.0,17.0,10.0,1.0,0.0,1.0,21.0,0.0,0.0,89.9,90.2,59.2,91.6,60.5,3.0,17.0,7.1,6.0,0.0,0.0,2.0,719.0,481.0,234.0,1.0,3.0,55.0,68.0,6.0,22.0,64728.00000000001,MISSING
00-0032868,23.0,MISSING,0.0,2016,Giants,0.02,64.70%,Ishaq Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032655,21.0,11250.0,0.0,2016,Giants,0.02,64.70%,Romeo Okwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032654,MISSING,MISSING,0.0,2016,Giants,0.02,64.70%,Greg Milhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027248,MISSING,MISSING,MISSING,2016,Giants,0.02,64.70%,Jermelle Cudjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030954,MISSING,MISSING,MISSING,2016,Giants,0.02,64.70%,Davon Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032284,MISSING,MISSING,MISSING,2016,Giants,0.02,64.70%,Brad Bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032657,MISSING,MISSING,MISSING,2016,Giants,0.02,64.70%,Mike Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027878,28.0,MISSING,125.1523475906518,2016,Jaguars,-0.04,18.80%,Jared Odrick,DI,261.0,6.0,3.0,1.0,0.0,1.0,15.0,0.0,0.0,50.2,3.4,51.8,62.9,76.9,0.0,7.0,0.0,0.0,5.0,0.0,1.0,261.0,4.0,52.0,134.0,71.0,9.0,11.0,1.0,8.0,13102.2,MISSING
00-0027055,29.0,MISSING,40.87877120092391,2016,Jaguars,-0.04,18.80%,Roy Miller,DI,156.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,59.7,83.2,53.3,61.4,74.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,83.0,71.0,0.0,2.0,9.0,10.0,1.0,2.0,9313.2,MISSING
00-0032154,23.0,9613.0,39.9469885772874,2016,Jaguars,-0.04,18.80%,Michael Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031264,24.0,8794.0,0.0,2016,Jaguars,-0.04,18.80%,Chris Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030072,25.0,MISSING,0.0,2016,Jaguars,-0.04,18.80%,Jordan Hill,DI,42.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,40.6,78.8,57.1,37.7,MISSING,0.0,2.0,MISSING,0.0,0.0,0.0,0.0,42.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,1705.2,MISSING
00-0032052,22.0,9436.0,0.0,2016,Jaguars,-0.04,18.80%,Dante Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027862,29.0,5535.0,0.0,2016,Jaguars,-0.04,18.80%,Tyson Alualu,DI,507.0,14.0,9.0,0.0,0.0,1.0,15.0,0.0,0.0,61.3,63.7,53.9,65.9,58.3,2.0,8.0,9.4,3.0,3.0,0.0,3.0,504.0,9.0,27.0,345.0,123.0,16.0,20.0,2.0,13.0,31079.1,MISSING
00-0027038,29.0,MISSING,0.0,2016,Jaguars,-0.04,18.80%,Sen'Derrick Marks,DI,543.0,16.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,57.4,32.7,54.6,62.5,58.5,5.0,13.0,10.0,2.0,4.0,0.0,4.0,543.0,92.0,362.0,0.0,89.0,19.0,17.0,3.0,22.0,31168.2,MISSING
00-0029568,26.0,7647.0,0.0,2016,Jaguars,-0.04,18.80%,Malik Jackson,DI,718.0,16.0,4.0,3.0,1.0,0.0,15.0,1.0,0.0,74.9,43.8,76.8,67.7,71.2,11.0,38.0,8.8,3.0,5.0,110.4,7.0,715.0,10.0,563.0,8.0,134.0,27.0,27.0,7.0,56.0,53778.2,MISSING
00-0029946,24.0,8177.0,0.0,2016,Jaguars,-0.04,18.80%,Abry Jones,DI,462.0,15.0,8.0,1.0,0.0,0.0,15.0,0.0,0.0,80.9,88.1,66.8,77.6,70.6,0.0,12.0,2.6,1.0,0.0,91.7,1.0,461.0,180.0,211.0,50.0,20.0,27.0,29.0,5.0,13.0,37375.8,MISSING
00-0032800,22.0,10860.0,0.0,2016,Jaguars,-0.04,18.80%,Jonathan Woodard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033010,22.0,10737.0,0.0,2016,Jaguars,-0.04,18.80%,Sheldon Day,DI,203.0,16.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,59.7,53.9,57.5,62.5,56.1,0.0,5.0,9.1,1.0,1.0,0.0,1.0,202.0,2.0,131.0,21.0,48.0,9.0,8.0,3.0,6.0,12119.1,MISSING
00-0033123,21.0,10703.0,0.0,2016,Jaguars,-0.04,18.80%,Yannick Ngakoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031933,22.0,9439.0,574.8878363614433,2016,Jets,-0.11,31.30%,Leonard Williams,DI,898.0,16.0,13.0,0.0,0.0,1.0,22.0,0.0,0.0,81.4,81.7,66.6,82.2,63.0,11.0,36.0,9.0,6.0,1.0,100.0,8.0,890.0,122.0,425.0,170.0,173.0,48.0,48.0,9.0,55.0,73097.20000000001,MISSING
00-0030573,25.0,7794.0,359.6817189495466,2016,Jets,-0.11,31.30%,Sheldon Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027968,26.0,6182.0,162.402930185118,2016,Jets,-0.11,31.30%,Muhammad Wilkerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031620,26.0,9656.0,19.746487851115383,2016,Jets,-0.11,31.30%,Deon Simon,DI,204.0,15.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,74.7,56.0,61.0,76.4,63.4,0.0,3.0,9.5,2.0,1.0,0.0,1.0,203.0,134.0,68.0,0.0,1.0,14.0,15.0,2.0,4.0,15238.8,MISSING
00-0030864,23.0,9109.0,0.0,2016,Jets,-0.11,31.30%,Anthony Johnson,DI,127.0,11.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,52.9,82.2,52.5,54.7,74.7,2.0,3.0,0.0,0.0,0.0,0.0,0.0,127.0,23.0,51.0,36.0,17.0,4.0,4.0,0.0,5.0,6718.3,MISSING
00-0023954,MISSING,MISSING,0.0,2016,Jets,-0.11,31.30%,Stephen Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026564,30.0,5232.0,0.0,2016,Jets,-0.11,31.30%,Steve McLendon,DI,382.0,11.0,2.0,0.0,0.0,1.0,22.0,0.0,0.0,61.7,68.6,54.5,65.8,67.9,1.0,4.0,3.8,1.0,1.0,0.0,3.0,381.0,105.0,241.0,4.0,31.0,23.0,23.0,5.0,8.0,23569.4,MISSING
