player_id,age,pff_id,adjusted_value,Year,Team,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,weighted_grade,weighted_average_grade
00-0027710,27.0,MISSING,69.40075231786702,2014,Chargers,0.02,56.30%,Darrell Stuckey,S,173.0,12.0,1.0,0.0,0.0,27.0,1.0,62.9,66.6,83.2,53.0,0.0,0.0,9.1,1.0,1.0,0.0,48.3,4.0,99.0,53.0,128.0,18.0,3.0,9.0,1.0,11.0,0.0,42.0,11521.8,MISSING
00-0030283,23.0,MISSING,62.56677691617768,2014,Chargers,0.02,56.30%,Steve Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024273,29.0,MISSING,41.81767036952714,2014,Chargers,0.02,56.30%,Richard Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028996,24.0,MISSING,21.487474512181,2014,Chargers,0.02,56.30%,Richard Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030917,23.0,MISSING,0.0,2014,Chargers,0.02,56.30%,Chris Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031116,22.0,MISSING,0.0,2014,Chargers,0.02,56.30%,Greg Ducre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030312,24.0,8117.0,0.0,2014,Chargers,0.02,56.30%,Jahleel Addae,S,427.0,11.0,12.0,0.0,2.0,27.0,1.0,61.6,64.6,85.3,68.0,0.0,0.0,13.7,7.0,1.0,2.0,104.2,10.0,339.0,61.0,288.0,21.0,9.0,32.0,0.0,11.0,0.0,99.0,27584.199999999997,MISSING
00-0027858,25.0,5530.0,446.06446015983187,2014,Chiefs,0.05,56.30%,Eric Berry,S,361.0,6.0,8.0,0.0,0.0,16.0,0.0,54.4,58.7,81.9,65.4,0.0,0.0,14.6,7.0,1.0,0.0,116.4,10.0,250.0,68.0,217.0,35.0,9.0,33.0,0.0,14.0,1.0,104.0,21190.7,MISSING
00-0031015,23.0,8722.0,138.79727216860618,2014,Chiefs,0.05,56.30%,Phillip Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029639,25.0,MISSING,124.5128523777446,2014,Chiefs,0.05,56.30%,Jamell Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027037,27.0,MISSING,98.16018322436244,2014,Chiefs,0.05,56.30%,Sean Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027062,27.0,MISSING,66.0536358077632,2014,Chiefs,0.05,56.30%,Christopher Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030127,24.0,8035.0,13.182410257202523,2014,Chiefs,0.05,56.30%,Marcus Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027835,26.0,5767.0,10.675759195206656,2014,Chiefs,0.05,56.30%,Kurt Coleman,S,391.0,15.0,6.0,0.0,1.0,16.0,1.0,75.4,79.2,87.0,81.2,3.0,0.0,7.9,3.0,0.0,0.0,24.0,8.0,301.0,46.0,325.0,40.0,4.0,29.0,0.0,16.0,0.0,76.0,30967.2,MISSING
00-0025940,29.0,MISSING,0.0,2014,Chiefs,0.05,56.30%,Husain Abdullah,S,1025.0,16.0,14.0,1.0,0.0,16.0,0.0,80.5,72.7,91.8,76.2,1.0,1.0,10.9,10.0,6.0,3.0,76.0,32.0,298.0,551.0,573.0,155.0,26.0,68.0,2.0,49.0,0.0,329.0,74517.5,MISSING
00-0028445,27.0,6625.0,0.0,2014,Chiefs,0.05,56.30%,Ron Parker,S,1013.0,16.0,6.0,0.0,1.0,16.0,0.0,68.9,63.8,65.7,42.4,1.0,0.0,20.0,22.0,9.0,4.0,93.3,52.0,467.0,123.0,612.0,130.0,14.0,82.0,1.0,84.0,4.0,579.0,64629.399999999994,MISSING
00-0029107,25.0,7396.0,0.0,2014,Chiefs,0.05,56.30%,Kelcie McCray,S,57.0,13.0,3.0,0.0,0.0,16.0,0.0,61.3,54.5,78.0,55.9,0.0,0.0,16.7,1.0,0.0,0.0,112.5,1.0,24.0,22.0,43.0,10.0,0.0,2.0,0.0,1.0,0.0,11.0,3106.5,MISSING
00-0030665,24.0,9253.0,0.0,2014,Chiefs,0.05,56.30%,Daniel Sorensen,S,31.0,2.0,0.0,0.0,0.0,16.0,0.0,63.4,50.6,0.0,23.7,0.0,0.0,100.0,1.0,0.0,1.0,0.0,0.0,23.0,5.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.6,MISSING
00-0027001,26.0,4948.0,179.08289760269906,2014,Colts,0.08,68.40%,Vontae Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025393,29.0,MISSING,173.15288881079596,2014,Colts,0.08,68.40%,LaRon Landry,S,604.0,14.0,13.0,0.0,0.0,14.0,0.0,54.8,60.7,90.5,89.5,0.0,0.0,4.8,3.0,1.0,1.0,106.1,17.0,349.0,160.0,344.0,81.0,13.0,47.0,2.0,28.0,2.0,199.0,36662.8,MISSING
00-0027017,28.0,MISSING,134.97023468665023,2014,Colts,0.08,68.40%,Darius Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028056,26.0,MISSING,69.15454106393481,2014,Colts,0.08,68.40%,Jalil Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026910,29.0,MISSING,40.24688567070224,2014,Colts,0.08,68.40%,Gregory Toler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027232,26.0,MISSING,0.0,2014,Colts,0.08,68.40%,Sergio Brown,S,532.0,15.0,7.0,0.0,0.0,14.0,1.0,68.8,70.7,81.7,60.3,0.0,0.0,15.4,6.0,4.0,1.0,64.9,14.0,326.0,151.0,305.0,47.0,11.0,26.0,1.0,25.0,0.0,97.0,37612.4,MISSING
00-0027503,27.0,MISSING,0.0,2014,Colts,0.08,68.40%,Josh Gordy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026578,28.0,MISSING,0.0,2014,Colts,0.08,68.40%,Colt Anderson,S,38.0,8.0,0.0,0.0,0.0,14.0,0.0,67.2,66.8,77.4,80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,21.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,2538.4,MISSING
00-0022247,33.0,1972.0,0.0,2014,Colts,0.08,68.40%,Mike Adams,S,1222.0,19.0,17.0,1.0,2.0,14.0,2.0,85.2,82.2,90.3,74.5,5.0,0.0,11.0,13.0,4.0,2.0,61.1,30.0,877.0,208.0,723.0,116.0,15.0,88.0,2.0,47.0,2.0,352.0,100448.4,MISSING
00-0029825,23.0,MISSING,0.0,2014,Colts,0.08,68.40%,Sheldon Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030650,24.0,MISSING,0.0,2014,Colts,0.08,68.40%,Dewey McDonald,S,8.0,2.0,0.0,0.0,0.0,14.0,0.0,60.3,61.3,71.2,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.4,MISSING
00-0030853,21.0,MISSING,0.0,2014,Colts,0.08,68.40%,Loucheiz Purifoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030420,22.0,7832.0,209.52192215027895,2014,Commanders,-0.16,25.00%,David Amerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031052,22.0,8737.0,113.94370123840322,2014,Commanders,-0.16,25.00%,Bashaud Breeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026180,28.0,MISSING,101.50291291768104,2014,Commanders,-0.16,25.00%,Tracy Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025411,30.0,MISSING,100.28619439958835,2014,Commanders,-0.16,25.00%,Brandon Meriweather,S,597.0,10.0,5.0,0.0,3.0,32.0,1.0,43.3,55.4,88.2,66.5,0.0,0.0,12.0,6.0,3.0,1.0,137.8,16.0,275.0,201.0,326.0,102.0,21.0,39.0,3.0,25.0,5.0,257.0,33073.799999999996,MISSING
00-0022923,30.0,MISSING,64.35308589748428,2014,Commanders,-0.16,25.00%,DeAngelo Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029297,24.0,MISSING,36.1455300025847,2014,Commanders,-0.16,25.00%,Trenton Robinson,S,101.0,9.0,4.0,0.0,0.0,32.0,0.0,65.4,63.3,81.0,74.4,1.0,0.0,6.3,1.0,0.0,0.0,72.9,7.0,45.0,14.0,75.0,41.0,3.0,11.0,0.0,10.0,0.0,126.0,6393.299999999999,MISSING
00-0030289,24.0,MISSING,34.43331479402202,2014,Commanders,-0.16,25.00%,Bacarri Rambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028144,26.0,MISSING,21.881628642767748,2014,Commanders,-0.16,25.00%,Justin Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028996,24.0,MISSING,21.487474512181,2014,Commanders,-0.16,25.00%,Richard Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026945,27.0,MISSING,11.89571834775113,2014,Commanders,-0.16,25.00%,E.J. Biggers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026952,29.0,MISSING,9.267543285011373,2014,Commanders,-0.16,25.00%,Jamarca Sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0020840,34.0,MISSING,0.0,2014,Commanders,-0.16,25.00%,Ryan Clark,S,1013.0,16.0,19.0,0.0,0.0,32.0,2.0,50.3,42.8,39.5,45.7,1.0,0.0,20.0,24.0,2.0,2.0,75.6,17.0,818.0,162.0,591.0,31.0,22.0,77.0,2.0,26.0,1.0,139.0,43356.399999999994,74.21183565774597
00-0028970,25.0,MISSING,0.0,2014,Commanders,-0.16,25.00%,Chase Minnifield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028942,25.0,MISSING,0.0,2014,Commanders,-0.16,25.00%,Duke Ihenacho,S,4.0,1.0,0.0,0.0,0.0,32.0,0.0,60.6,60.9,73.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.6,MISSING
00-0031116,22.0,MISSING,0.0,2014,Commanders,-0.16,25.00%,Greg Ducre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030326,24.0,MISSING,0.0,2014,Commanders,-0.16,25.00%,Chibuikem Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029676,24.0,7012.0,520.1800255135677,2014,Cowboys,0.13,72.20%,Morris Claiborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030543,23.0,7861.0,137.6079833745296,2014,Cowboys,0.13,72.20%,J.J. Wilcox,S,1109.0,18.0,10.0,1.0,1.0,9.0,2.0,52.8,52.9,68.4,39.5,3.0,0.0,18.3,17.0,1.0,4.0,71.1,22.0,923.0,114.0,681.0,61.0,17.0,66.0,0.0,33.0,2.0,247.0,58666.1,MISSING
00-0026280,28.0,4454.0,26.88180438359431,2014,Cowboys,0.13,72.20%,Brandon Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026283,27.0,4457.0,26.04492261760447,2014,Cowboys,0.13,72.20%,Orlando Scandrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026758,28.0,MISSING,0.0,2014,Cowboys,0.13,72.20%,C.J. Spillman,S,79.0,9.0,2.0,0.0,0.0,9.0,0.0,47.8,39.7,83.2,58.5,0.0,0.0,18.2,2.0,0.0,1.0,71.9,2.0,47.0,24.0,52.0,6.0,2.0,7.0,0.0,4.0,0.0,27.0,3136.3,MISSING
00-0027416,26.0,5924.0,0.0,2014,Cowboys,0.13,72.20%,Barry Church,S,997.0,18.0,14.0,0.0,2.0,9.0,1.0,62.7,68.8,90.5,70.4,2.0,0.0,12.3,15.0,3.0,2.0,89.1,27.0,729.0,194.0,613.0,60.0,35.0,93.0,3.0,40.0,2.0,335.0,68593.59999999999,MISSING
00-0029030,25.0,MISSING,0.0,2014,Cowboys,0.13,72.20%,Micah Pellerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028767,24.0,6871.0,0.0,2014,Cowboys,0.13,72.20%,Sterling Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031276,23.0,9135.0,0.0,2014,Cowboys,0.13,72.20%,Tyler Patmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030196,23.0,8396.0,0.0,2014,Cowboys,0.13,72.20%,Jeff Heath,S,156.0,14.0,5.0,0.0,0.0,9.0,0.0,60.7,64.4,88.1,67.7,0.0,0.0,14.3,4.0,0.0,2.0,74.0,5.0,109.0,26.0,102.0,12.0,2.0,19.0,0.0,8.0,0.0,38.0,10046.4,MISSING
00-0030484,23.0,7835.0,199.72658478555235,2014,Dolphins,0.01,50.00%,Jamar Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027009,27.0,MISSING,154.02301766358204,2014,Dolphins,0.01,50.00%,Louis Delmas,S,834.0,13.0,10.0,1.0,0.0,17.0,2.0,63.7,65.6,60.5,58.6,1.0,1.0,13.5,10.0,2.0,2.0,96.5,13.0,509.0,215.0,486.0,99.0,24.0,54.0,3.0,18.0,2.0,88.0,54710.399999999994,MISSING
00-0030519,24.0,MISSING,115.92668878360382,2014,Dolphins,0.01,50.00%,Will Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031307,23.0,8760.0,86.53285920908559,2014,Dolphins,0.01,50.00%,Walt Aikens,S,66.0,8.0,0.0,1.0,0.0,17.0,0.0,57.2,60.6,77.9,63.8,1.0,0.0,11.1,1.0,0.0,1.0,61.2,4.0,38.0,4.0,36.0,8.0,2.0,8.0,0.0,5.0,0.0,41.0,3999.6,MISSING
00-0028056,26.0,MISSING,69.15454106393481,2014,Dolphins,0.01,50.00%,Jalil Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027762,26.0,5686.0,37.60663737819455,2014,Dolphins,0.01,50.00%,Reshad Jones,S,757.0,12.0,6.0,0.0,0.0,17.0,0.0,64.8,81.0,86.3,90.5,3.0,0.0,5.6,5.0,4.0,0.0,83.0,15.0,495.0,193.0,429.0,52.0,27.0,79.0,4.0,24.0,3.0,166.0,61317.0,MISSING
00-0027817,26.0,MISSING,14.62855799457646,2014,Dolphins,0.01,50.00%,R.J. Stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030395,24.0,MISSING,13.43455828436188,2014,Dolphins,0.01,50.00%,Don Jones,S,1.0,1.0,0.0,0.0,0.0,17.0,0.0,MISSING,60.0,89.4,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,MISSING
00-0028173,28.0,MISSING,13.09627153231516,2014,Dolphins,0.01,50.00%,Jimmy Wilson,S,786.0,14.0,2.0,0.0,0.0,17.0,0.0,64.1,60.6,9.2,52.7,1.0,0.0,15.6,10.0,1.0,5.0,108.0,32.0,273.0,103.0,452.0,383.0,15.0,52.0,1.0,41.0,2.0,347.0,47631.6,MISSING
00-0024429,30.0,MISSING,5.060862185312678,2014,Dolphins,0.01,50.00%,Cortland Finnegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024183,31.0,3589.0,0.0,2014,Dolphins,0.01,50.00%,Brent Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029891,24.0,MISSING,0.0,2014,Dolphins,0.01,50.00%,Lowell Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029975,24.0,MISSING,0.0,2014,Dolphins,0.01,50.00%,Jordan Kovacs,S,33.0,2.0,2.0,0.0,0.0,17.0,0.0,72.2,68.5,74.3,57.2,0.0,0.0,16.7,1.0,0.0,0.0,0.0,0.0,30.0,2.0,20.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2260.5,MISSING
00-0028410,26.0,MISSING,0.0,2014,Dolphins,0.01,50.00%,T.J. Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028601,24.0,MISSING,0.0,2014,Dolphins,0.01,50.00%,Brandian Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028908,24.0,7279.0,0.0,2014,Dolphins,0.01,50.00%,Michael Thomas,S,96.0,7.0,1.0,0.0,0.0,17.0,0.0,65.0,66.1,79.4,82.4,0.0,0.0,0.0,0.0,0.0,0.0,80.2,2.0,22.0,17.0,58.0,57.0,1.0,6.0,0.0,4.0,0.0,35.0,6345.599999999999,MISSING
00-0030703,23.0,9252.0,0.0,2014,Dolphins,0.01,50.00%,Sammy Seamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026990,26.0,4937.0,233.93428531809968,2014,Eagles,0.0,62.50%,Malcolm Jenkins,S,1158.0,16.0,14.0,0.0,0.0,24.0,1.0,75.7,75.8,65.8,72.6,3.0,1.0,13.0,12.0,11.0,2.0,81.8,36.0,603.0,322.0,687.0,219.0,17.0,66.0,3.0,59.0,3.0,469.0,87776.4,MISSING
00-0027652,26.0,MISSING,194.29741504092613,2014,Eagles,0.0,62.50%,Nate Allen,S,1081.0,15.0,8.0,0.0,2.0,24.0,3.0,72.5,73.6,46.8,67.3,4.0,0.0,12.7,9.0,2.0,4.0,106.3,24.0,605.0,261.0,643.0,212.0,7.0,54.0,0.0,36.0,5.0,420.0,79561.59999999999,MISSING
00-0031173,22.0,8736.0,115.6948254946398,2014,Eagles,0.0,62.50%,Jaylen Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027041,28.0,MISSING,91.043948037556,2014,Eagles,0.0,62.50%,Bradley Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029416,24.0,7123.0,72.36323116309717,2014,Eagles,0.0,62.50%,Brandon Boykin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030080,24.0,MISSING,69.07761291576324,2014,Eagles,0.0,62.50%,Earl Wolff,S,76.0,3.0,0.0,0.0,0.0,24.0,0.0,44.1,45.1,78.8,27.9,0.0,0.0,50.0,1.0,1.0,0.0,124.2,3.0,44.0,9.0,47.0,22.0,0.0,1.0,0.0,5.0,1.0,39.0,3427.6,MISSING
00-0028059,27.0,MISSING,67.03465478570683,2014,Eagles,0.0,62.50%,Chris Prosinski,S,30.0,4.0,1.0,0.0,0.0,24.0,0.0,31.1,32.9,75.6,80.6,0.0,0.0,0.0,0.0,0.0,0.0,158.3,2.0,16.0,9.0,22.0,4.0,1.0,3.0,1.0,2.0,2.0,70.0,987.0,MISSING
00-0028065,25.0,MISSING,62.65805210471415,2014,Eagles,0.0,62.50%,Rashad Carmichael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027744,27.0,MISSING,46.350608348832736,2014,Eagles,0.0,62.50%,Nolan Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026369,29.0,MISSING,7.059637807956024,2014,Eagles,0.0,62.50%,Cary Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027378,27.0,5906.0,0.0,2014,Eagles,0.0,62.50%,Chris Maragos,S,15.0,2.0,0.0,0.0,0.0,24.0,0.0,49.6,47.5,73.6,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,712.5,MISSING
00-0030722,23.0,MISSING,0.0,2014,Eagles,0.0,62.50%,Jerome Couplin III,S,11.0,4.0,0.0,0.0,0.0,24.0,0.0,64.0,67.7,72.5,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,744.7,MISSING
00-0030562,23.0,7803.0,346.5919316357632,2014,Falcons,-0.05,37.50%,Desmond Trufant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030528,25.0,7841.0,181.6178445660616,2014,Falcons,-0.05,37.50%,Robert Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031383,23.0,8703.0,178.20869107823418,2014,Falcons,-0.05,37.50%,Dezmen Southward,S,251.0,13.0,5.0,0.0,0.0,2.0,0.0,41.5,44.2,83.5,49.5,1.0,0.0,23.1,6.0,0.0,0.0,64.2,8.0,193.0,36.0,200.0,18.0,3.0,15.0,0.0,12.0,0.0,119.0,11094.2,MISSING
00-0027660,26.0,MISSING,157.53233431661087,2014,Falcons,-0.05,37.50%,Javier Arenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027031,29.0,MISSING,107.99253237368066,2014,Falcons,-0.05,37.50%,William Moore,S,322.0,7.0,7.0,0.0,2.0,2.0,0.0,40.5,42.3,82.8,47.0,0.0,0.0,22.2,6.0,0.0,1.0,109.0,9.0,202.0,88.0,188.0,27.0,1.0,14.0,0.0,12.0,0.0,128.0,13620.6,MISSING
00-0031181,22.0,8782.0,67.56719136258307,2014,Falcons,-0.05,37.50%,Ricardo Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026207,28.0,MISSING,66.53410540518908,2014,Falcons,-0.05,37.50%,Charles Godfrey,S,205.0,7.0,4.0,0.0,0.0,2.0,0.0,34.5,34.0,82.9,43.7,0.0,0.0,20.0,5.0,0.0,1.0,139.3,14.0,55.0,30.0,138.0,120.0,5.0,16.0,0.0,17.0,3.0,135.0,6970.0,MISSING
00-0025442,29.0,MISSING,59.26755837793681,2014,Falcons,-0.05,37.50%,Josh Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026253,28.0,MISSING,36.646341773614715,2014,Falcons,-0.05,37.50%,Dwight Lowery,S,1029.0,16.0,10.0,0.0,1.0,2.0,1.0,62.0,67.4,91.1,67.9,2.0,0.0,10.1,10.0,1.0,0.0,79.6,45.0,425.0,379.0,588.0,199.0,18.0,79.0,3.0,71.0,0.0,621.0,69354.6,MISSING
00-0030427,23.0,8026.0,14.536841590789882,2014,Falcons,-0.05,37.50%,Kemal Ishmael,S,805.0,16.0,22.0,0.0,1.0,2.0,1.0,50.5,61.1,88.6,90.5,4.0,1.0,7.5,8.0,2.0,1.0,108.9,27.0,542.0,211.0,487.0,48.0,14.0,77.0,2.0,38.0,4.0,516.0,49185.5,MISSING
00-0027840,26.0,MISSING,10.0459634902801,2014,Falcons,-0.05,37.50%,Robert McClain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029177,25.0,MISSING,0.0,2014,Falcons,-0.05,37.50%,Sean Baker,S,17.0,1.0,0.0,0.0,0.0,2.0,0.0,70.9,62.7,74.3,29.8,0.0,0.0,33.3,1.0,0.0,0.0,39.6,0.0,6.0,8.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1065.9,MISSING
00-0027957,25.0,6171.0,304.40198683285286,2014,Giants,-0.02,37.50%,Prince Amukamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026156,28.0,4330.0,163.48663682466682,2014,Giants,-0.02,37.50%,Dominique Rodgers-Cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029267,23.0,MISSING,103.9097993273456,2014,Giants,-0.02,37.50%,Jayron Hosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023443,31.0,MISSING,86.86757979341421,2014,Giants,-0.02,37.50%,Antrel Rolle,S,1048.0,16.0,9.0,1.0,1.0,21.0,1.0,56.9,47.6,0.0,52.4,3.0,0.0,17.7,17.0,4.0,7.0,80.8,30.0,553.0,364.0,616.0,110.0,25.0,70.0,1.0,47.0,2.0,428.0,49884.8,MISSING
00-0027711,27.0,MISSING,68.37843095621646,2014,Giants,-0.02,37.50%,Walter Thurmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031070,23.0,8787.0,63.75451994262094,2014,Giants,-0.02,37.50%,Nat Berhe,S,33.0,6.0,1.0,0.0,0.0,21.0,0.0,68.2,71.3,99.9,85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2352.9,MISSING
00-0028102,27.0,MISSING,40.64527776672986,2014,Giants,-0.02,37.50%,Chykie Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029610,25.0,MISSING,38.52660249733978,2014,Giants,-0.02,37.50%,Mike Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026257,29.0,MISSING,34.87104351587171,2014,Giants,-0.02,37.50%,Quintin Demps,S,629.0,15.0,7.0,0.0,1.0,21.0,0.0,57.2,55.4,50.1,51.0,4.0,0.0,17.2,10.0,2.0,1.0,66.5,19.0,386.0,163.0,373.0,76.0,12.0,41.0,1.0,30.0,2.0,209.0,34846.6,MISSING
00-0026282,29.0,MISSING,26.206131602322916,2014,Giants,-0.02,37.50%,Zackary Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027842,27.0,MISSING,9.8591676374515,2014,Giants,-0.02,37.50%,Stevie Brown,S,576.0,14.0,5.0,0.0,0.0,21.0,0.0,47.4,55.8,86.1,75.3,0.0,0.0,11.9,5.0,1.0,0.0,152.6,12.0,324.0,147.0,332.0,99.0,12.0,32.0,1.0,17.0,3.0,300.0,32140.8,MISSING
00-0025608,28.0,MISSING,6.092390700250776,2014,Giants,-0.02,37.50%,Trumaine McBride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029357,24.0,MISSING,0.0,2014,Giants,-0.02,37.50%,Chandler Fenner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030538,24.0,7814.0,280.64823617769224,2014,Jaguars,-0.19,18.80%,Johnathan Cyprien,S,985.0,15.0,22.0,0.0,0.0,15.0,0.0,61.4,66.8,88.0,58.5,0.0,0.0,15.6,21.0,3.0,0.0,137.7,25.0,557.0,302.0,554.0,107.0,35.0,92.0,4.0,35.0,3.0,399.0,65798.0,MISSING
00-0030539,24.0,MISSING,170.1813819186075,2014,Jaguars,-0.19,18.80%,Dwayne Gratz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027035,29.0,MISSING,101.26095318407128,2014,Jaguars,-0.19,18.80%,Sherrod Martin,S,135.0,9.0,3.0,0.0,1.0,15.0,0.0,66.9,65.3,0.0,31.4,1.0,0.0,26.3,5.0,0.0,1.0,106.7,8.0,51.0,14.0,75.0,69.0,3.0,11.0,1.0,10.0,2.0,96.0,8815.5,MISSING
00-0031259,22.0,8749.0,98.09796066647992,2014,Jaguars,-0.19,18.80%,Aaron Colvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028059,27.0,MISSING,67.03465478570683,2014,Jaguars,-0.19,18.80%,Chris Prosinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
