,player,player_id,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Team,Year,weighted_grade,weighted_average_grade
539,Jordan Reed,7866,WAS,TE,6.9,19,75.6,,0,0,2,4.0,4,61,32,3,84.2,25.5,90.1,74.0,91.0,41.2,208,1,32,7.9,40,505,13,96,86.1,435,38.2,193,128.5,127,12,19.4,98,1072,529,5.5,11.2,2.46,40,253,499,Commanders,2015,44959.899999999994,60.39
655,Jordan Reed,7866,WAS,TE,8.1,12,77.6,50.0,3,6,0,1.5,1,42,32,1,90.2,81.0,83.6,60.4,88.0,45.4,178,2,33,5.9,23,392,3,66,88.8,348,31.9,125,114.0,85,6,22.2,87,686,260,3.9,10.4,1.97,23,173,390,Commanders,2016,32603.999999999996,
801,Jordan Reed,7866,WAS,TE,5.9,3,81.8,66.7,4,6,1,3.6,1,10,32,1,75.7,26.7,64.9,36.2,64.8,41.0,68,0,20,11.4,19,166,2,27,84.9,141,38.0,63,113.5,33,2,18.7,31,211,81,3.0,7.8,1.5,19,68,162,Commanders,2017,10513.800000000001,
881,Jordan Reed,7866,WAS,TE,6.7,5,69.2,33.3,4,12,0,3.6,2,26,32,1,81.6,40.2,73.1,32.8,75.2,34.5,129,2,34,4.0,15,374,2,54,91.2,341,44.1,165,87.4,78,2,20.3,76,558,241,4.5,10.3,1.64,15,138,370,Commanders,2018,27046.999999999996,
1144,Jordan Reed,7866,SF,TE,9.0,5,60.5,41.7,5,12,0,7.1,2,16,28,0,55.1,75.9,66.2,72.4,70.0,18.7,36,1,26,1.6,3,193,2,26,91.2,176,64.8,125,96.2,43,4,15.0,29,231,81,3.1,8.9,1.31,3,54,190,49ers,2020,12578.0,
921,Jordan Thomas,42062,HST,TE,6.9,2,87.0,100.0,3,3,0,4.8,1,12,13,0,71.3,74.6,53.5,55.1,72.5,66.1,160,0,39,30.2,73,242,1,20,65.3,158,29.8,72,145.2,23,4,2.9,7,215,100,5.0,10.8,1.36,73,228,239,Texans,2018,12786.5,
1101,Jordan Thomas,42062,HST,TE,7.5,0,50.0,,0,0,0,0.0,0,0,13,0,28.8,61.2,37.4,12.9,40.1,56.4,22,0,8,15.4,6,39,0,1,82.1,32,28.2,11,60.4,2,0,15.4,6,8,3,3.0,8.0,0.25,6,28,39,Texans,2019,1458.6,
1228,Jordan Thomas,42062,NE,TE,10.0,0,100.0,,0,0,0,0.0,0,1,19,0,64.7,61.2,71.7,,73.8,60.0,3,0,3,0.0,0,5,0,1,100.0,5,0.0,0,118.8,1,1,40.0,2,3,0,0.0,3.0,0.6,0,4,5,Patriots,2020,358.5,
534,Jordan Thompson,9399,DET,TE,5.0,0,0.0,,0,0,0,100.0,1,0,11,0,28.0,,38.0,,39.1,28.6,2,1,0,0.0,0,7,0,0,100.0,7,57.1,4,0.0,1,0,14.3,1,0,0,,,0.0,0,12,7,Lions,2014,266.0,
366,Joseph Fauria,8478,DET,TE,12.2,1,60.0,,0,0,0,5.3,1,14,11,0,69.9,74.1,81.0,49.2,80.4,56.1,110,2,25,6.6,13,196,2,18,87.8,172,33.2,65,92.6,30,7,10.7,21,207,45,2.5,11.5,1.2,13,113,196,Lions,2013,15876.0,
494,Joseph Fauria,8478,DET,TE,8.3,0,50.0,,0,0,0,14.3,1,4,11,0,53.8,69.8,68.0,56.0,66.1,40.9,27,0,26,7.6,5,66,0,6,84.8,56,50.0,33,97.2,12,1,9.1,6,74,32,5.3,12.3,1.32,5,51,66,Lions,2014,4488.0,
379,Josh Hill,8200,NO,TE,6.2,0,61.5,,0,0,0,11.1,1,4,20,0,39.8,71.6,58.5,80.6,53.0,74.8,83,0,23,27.0,30,111,2,8,66.7,74,5.4,6,103.4,13,1,14.4,16,76,43,5.4,9.5,1.03,30,129,105,Saints,2013,6142.5,
483,Josh Hill,8200,NO,TE,7.2,0,70.0,,0,0,0,6.7,1,9,20,0,65.3,72.7,72.6,73.5,76.1,67.2,84,0,37,32.8,41,125,1,14,61.6,77,6.4,8,136.7,20,5,11.2,14,176,95,6.8,12.6,2.29,41,163,106,Saints,2014,7695.599999999999,
581,Josh Hill,8200,NO,TE,5.4,2,57.1,,0,0,0,5.9,1,8,20,0,68.0,80.1,59.8,77.4,49.9,67.5,162,0,19,12.9,31,240,2,16,80.4,193,8.3,20,91.4,28,2,17.1,41,120,80,5.0,7.5,0.62,31,185,223,Saints,2015,13335.4,
699,Josh Hill,8200,NO,TE,6.7,1,78.9,,0,0,0,11.8,2,5,20,0,51.2,73.0,57.9,68.0,53.6,66.7,122,0,35,22.4,41,183,0,15,73.8,135,17.5,32,116.9,19,1,13.7,25,149,80,5.3,9.9,1.1,41,179,179,Saints,2016,10364.1,
804,Josh Hill,8200,NO,TE,6.5,1,71.0,28.6,2,7,0,4.3,1,10,20,2,73.7,18.7,61.6,81.1,54.2,48.7,167,1,25,19.0,65,343,3,22,77.0,264,29.2,100,99.9,31,2,18.1,62,228,125,5.7,10.4,0.86,65,345,329,Saints,2017,20266.4,
922,Josh Hill,8200,NO,TE,3.8,5,69.6,50.0,1,2,1,11.1,2,11,20,0,52.8,73.3,55.4,59.2,55.4,60.8,175,0,23,26.7,77,288,6,16,68.8,198,18.8,54,108.1,23,1,16.0,46,185,169,10.6,11.6,0.93,77,364,275,Saints,2018,15235.0,
1032,Josh Hill,8200,NO,TE,5.2,3,75.8,33.3,1,3,0,3.8,1,13,20,0,75.5,75.9,67.5,66.4,61.6,64.4,213,0,29,26.0,86,331,4,25,69.5,230,15.4,51,124.1,33,3,16.0,53,226,160,6.4,9.0,0.98,86,320,317,Saints,2019,21397.5,
1191,Josh Hill,8200,NO,TE,3.1,1,80.0,,0,0,1,0.0,0,4,20,1,76.5,18.5,62.7,47.6,46.9,81.8,121,0,16,53.4,79,148,2,8,44.6,66,4.1,6,119.2,10,1,9.5,14,46,40,5.0,5.8,0.7,79,211,141,Saints,2020,8840.7,
1086,Josh Oliver,47083,JAX,TE,6.7,0,50.0,0.0,0,1,0,25.0,1,0,15,0,36.2,65.8,42.9,,41.4,44.2,38,1,6,0.0,0,86,0,3,97.7,84,41.9,36,16.7,6,0,14.0,12,15,6,2.0,5.0,0.18,0,31,86,Jaguars,2019,3689.4,
1303,Josh Oliver,47083,BLT,TE,8.5,0,60.0,0.0,0,3,0,0.0,0,4,3,1,77.3,19.2,51.3,74.7,51.4,34.4,33,0,19,4.2,4,96,1,9,92.7,89,49.0,47,70.4,15,0,15.6,15,66,27,3.0,7.3,0.74,4,58,95,Ravens,2021,4873.5,
1410,Josh Oliver,47083,BLT,TE,9.4,1,60.9,66.7,2,3,0,6.7,1,7,3,0,64.7,72.7,71.5,71.0,60.9,65.6,124,0,40,15.9,30,189,2,14,81.5,154,22.2,42,108.8,23,2,11.6,22,149,75,5.4,10.6,0.97,30,324,188,Ravens,2022,13442.0,
1527,Josh Oliver,47083,MIN,TE,2.9,3,84.6,50.0,1,2,1,4.3,1,12,18,1,72.1,25.0,75.1,57.6,67.9,91.1,204,0,33,31.3,70,224,4,22,63.4,142,4.9,11,126.4,26,2,4.0,9,213,160,7.3,9.7,1.5,70,243,224,Vikings,2023,16822.399999999998,
1640,Josh Oliver,47083,MIN,TE,7.4,0,85.2,100.0,1,1,0,0.0,0,14,18,0,73.7,76.3,74.3,62.5,67.4,89.8,228,0,28,20.5,52,254,3,23,76.0,193,7.1,18,144.3,27,3,3.1,8,263,141,6.1,11.4,1.36,52,318,254,Vikings,2024,18872.2,
1542,Josh Whyle,54037,TEN,TE,9.8,1,60.0,100.0,2,2,0,10.0,1,8,31,0,56.7,70.6,62.0,79.0,76.9,49.4,41,1,24,27.7,23,83,1,9,69.9,58,39.8,33,72.6,15,1,1.2,1,94,40,4.4,10.4,1.62,23,74,75,Titans,2023,4650.0,
1632,Josh Whyle,54037,TEN,TE,5.7,1,77.8,,0,0,0,3.4,1,14,31,0,76.7,76.3,64.8,62.0,69.4,44.9,93,0,33,12.1,25,207,2,28,84.5,175,38.2,79,104.6,36,1,15.5,32,248,141,5.0,8.9,1.42,25,139,204,Titans,2024,13219.199999999999,
731,Joshua Perkins,11051,ATL,TE,12.8,0,60.0,,0,0,0,25.0,1,2,2,0,36.2,65.8,46.8,73.6,52.7,55.1,27,0,26,6.1,3,49,2,3,89.8,44,32.7,16,126.7,5,1,8.2,4,42,16,5.3,14.0,0.95,3,34,47,Falcons,2016,2199.6,
947,Joshua Perkins,11051,PHI,TE,11.4,0,45.5,25.0,1,4,0,28.6,2,4,24,0,29.2,68.0,61.8,75.4,56.9,21.1,12,1,30,8.8,5,57,0,5,86.0,49,40.4,23,27.5,11,0,36.8,21,67,17,3.4,13.4,1.37,5,38,56,Eagles,2018,3460.7999999999997,
1066,Joshua Perkins,11051,PHI,TE,9.3,1,75.0,100.0,2,2,0,0.0,0,5,24,0,77.3,70.6,61.6,70.7,61.2,29.1,23,0,24,2.5,2,79,0,9,93.7,74,48.1,38,122.6,12,1,22.8,18,87,27,3.0,9.7,1.18,2,52,79,Eagles,2019,4866.400000000001,
1216,Josiah Deguara,47034,GB,TE,11.5,0,50.0,,0,0,0,0.0,0,1,12,0,64.7,61.2,56.6,52.8,57.0,23.5,4,0,12,17.6,3,17,0,1,82.4,14,23.5,4,68.8,2,0,0.0,0,12,11,11.0,12.0,0.86,3,14,8,Packers,2020,452.8,
1279,Josiah Deguara,47034,GB,TE,4.0,2,78.1,0.0,0,3,0,3.8,1,9,12,0,74.2,75.5,58.0,35.4,55.4,37.5,90,1,62,6.7,16,240,1,25,90.4,217,38.3,92,106.4,32,2,19.2,46,245,208,8.3,9.8,1.13,16,127,228,Packers,2021,13224.0,
1426,Josiah Deguara,47034,GB,TE,3.1,0,86.7,,0,0,0,0.0,0,4,12,0,80.6,73.4,57.2,34.3,62.8,27.0,34,0,25,14.3,18,126,0,13,81.0,102,42.1,53,98.3,15,0,11.1,14,114,65,5.0,8.8,1.12,18,133,101,Packers,2022,5777.200000000001,
1558,Josiah Deguara,47034,GB,TE,3.0,0,100.0,100.0,1,1,1,0.0,0,3,12,0,76.5,70.1,51.7,29.1,55.0,28.4,27,0,19,15.8,15,95,2,8,80.0,76,48.4,46,100.5,8,0,7.4,7,65,41,5.1,8.1,0.86,15,117,80,Packers,2023,4136.0,
1695,Josiah Deguara,47034,JAX,TE,0.7,0,100.0,,0,0,0,0.0,0,0,15,0,70.5,65.8,49.4,81.2,51.4,30.6,11,0,8,11.1,4,36,2,3,83.3,30,44.4,16,86.1,3,0,22.2,8,14,12,4.0,4.7,0.47,4,50,35,Jaguars,2024,1729.0,
1560,Julian Hill,88685,MIA,TE,3.5,1,75.0,,0,0,0,0.0,0,2,17,1,74.6,16.9,41.8,41.2,46.2,50.0,79,0,18,21.5,34,158,4,6,72.2,114,36.1,57,89.6,8,0,10.8,17,48,33,5.5,8.0,0.42,34,202,153,Dolphins,2023,6395.4,
1654,Julian Hill,88685,MIA,TE,6.7,2,66.7,33.3,1,3,0,7.7,1,5,17,1,61.8,20.9,37.2,51.5,42.2,70.7,164,0,17,21.6,50,232,7,12,73.3,170,22.0,51,80.8,18,0,5.6,13,100,57,4.8,8.3,0.59,50,283,228,Dolphins,2024,8481.6,
188,Julius Thomas,6281,DEN,TE,13.2,1,20.0,,0,0,0,50.0,1,0,10,0,29.9,64.0,51.6,76.9,49.1,47.2,17,0,5,19.4,7,36,0,1,77.8,28,27.8,10,39.6,5,0,8.3,3,5,6,6.0,5.0,0.18,7,10,30,Broncos,2011,1548.0,
321,Julius Thomas,6281,DEN,TE,7.6,11,74.1,,0,0,0,6.7,6,50,10,1,70.1,53.9,79.6,73.9,81.2,63.7,450,1,74,19.5,138,706,2,83,76.1,537,23.9,169,132.1,112,12,10.8,76,976,472,5.7,11.8,1.82,138,392,695,Broncos,2013,55321.99999999999,
446,Julius Thomas,6281,DEN,TE,7.3,2,73.1,,0,0,3,7.5,4,32,10,1,57.1,36.4,74.7,77.4,70.5,59.1,287,2,35,20.4,99,486,5,49,75.3,366,12.8,62,123.9,67,12,26.5,129,542,187,3.8,11.1,1.48,99,244,478,Broncos,2014,35706.6,
553,Julius Thomas,6281,JAX,TE,8.8,4,61.3,,0,0,0,11.5,6,25,15,0,43.5,79.2,63.2,71.1,62.7,36.8,153,3,34,4.3,18,416,0,46,90.9,378,44.2,184,84.0,75,5,18.5,77,455,146,3.2,9.9,1.2,18,127,414,Jaguars,2015,26164.800000000003,
675,Julius Thomas,6281,JAX,TE,8.0,0,63.8,100.0,1,1,1,6.3,2,15,15,0,69.0,76.8,61.8,45.1,63.2,54.9,186,0,24,6.2,21,339,2,30,87.3,296,32.2,109,108.6,47,4,13.0,44,281,103,3.4,9.4,0.95,21,113,339,Jaguars,2016,20950.2,
781,Julius Thomas,6281,MIA,TE,8.3,4,69.5,52.6,10,19,0,6.8,3,19,17,1,67.4,30.4,62.5,74.9,66.9,56.9,243,2,27,23.0,98,427,2,41,74.0,316,16.6,71,90.2,59,3,25.5,109,388,153,3.7,9.5,1.23,98,212,423,Dolphins,2017,26437.5,
424,Justice Cunningham,8037,IND,TE,2.0,0,100.0,,0,0,0,0.0,0,0,14,0,64.7,61.2,68.9,73.7,59.8,0.0,0,0,4,33.3,2,6,0,1,50.0,3,33.3,2,83.3,1,0,0.0,0,4,2,2.0,4.0,1.33,2,8,2,Colts,2013,137.8,
60,Justin Peelle,1104,ATL,TE,3.9,0,66.7,,0,0,0,9.1,1,8,2,0,58.9,71.1,81.9,49.0,59.9,71.9,115,0,15,25.0,40,160,3,10,71.9,115,21.9,35,106.5,15,1,2.5,4,96,54,5.4,9.6,0.83,40,267,154,Falcons,2010,12612.6,
184,Justin Peelle,1104,SF,TE,8.4,0,40.0,,0,0,0,33.3,1,1,28,0,30.0,64.0,64.0,62.5,49.4,73.9,51,0,19,29.0,20,69,2,2,66.7,46,14.5,10,54.6,5,0,4.3,3,23,7,3.5,11.5,0.5,20,131,64,49ers,2011,4096.0,
610,Justin Perillo,9248,GB,TE,7.6,0,84.6,,0,0,0,0.0,0,5,12,0,78.7,71.5,72.0,81.8,70.2,21.5,17,0,24,5.1,4,79,0,11,84.8,67,62.0,49,125.0,13,1,8.9,7,102,22,2.0,9.3,1.52,4,41,73,Packers,2015,5256.0,
732,Justin Perillo,9248,GB,TE,5.2,1,80.0,,0,0,0,0.0,0,1,12,0,72.1,67.0,54.4,76.8,52.7,45.5,30,0,13,7.6,5,66,0,4,90.9,60,43.9,29,95.8,5,0,6.1,4,35,21,5.3,8.8,0.58,5,36,63,Packers,2016,3427.2,
1294,Juwan Johnson,28305,NO,TE,11.5,0,61.9,42.9,3,7,0,7.1,1,12,20,0,63.2,72.3,66.9,70.7,66.8,24.6,42,1,27,1.2,2,171,1,13,97.1,166,53.2,91,105.0,21,4,22.2,38,159,46,3.5,12.2,0.96,2,66,171,Saints,2021,11439.900000000001,
1378,Juwan Johnson,28305,NO,TE,9.8,8,68.9,36.4,4,11,0,6.7,3,24,20,0,59.1,78.3,64.7,65.6,66.5,34.9,141,2,41,5.4,22,404,2,42,90.3,365,50.0,202,118.8,61,7,14.9,60,508,163,3.9,12.1,1.39,22,243,403,Saints,2022,26074.100000000002,
1500,Juwan Johnson,28305,NO,TE,8.0,5,63.8,64.3,9,14,2,7.5,3,23,20,0,63.4,77.6,58.8,46.8,66.3,26.9,93,4,32,7.8,27,346,5,37,89.3,309,57.2,198,75.9,58,4,15.3,53,368,149,4.0,9.9,1.19,27,209,344,Saints,2023,20227.2,
1617,Juwan Johnson,28305,NO,TE,8.2,7,78.1,66.7,8,12,0,3.8,2,27,20,2,74.1,25.1,66.7,20.0,71.3,40.8,191,1,30,5.6,26,468,3,50,87.6,410,42.3,198,111.5,64,3,16.7,78,548,221,4.4,11.0,1.34,26,228,467,Saints,2024,31148.9,
1027,Kaden Smith,40973,NYG,TE,5.9,2,75.6,42.9,3,7,0,6.1,2,12,21,2,68.4,20.6,54.5,56.2,56.0,70.8,196,0,32,8.7,24,277,2,31,86.6,240,20.6,57,116.7,41,3,6.9,19,268,92,3.0,8.6,1.12,24,157,272,Giants,2019,14824.0,
1164,Kaden Smith,40973,NYG,TE,1.8,2,85.7,0.0,0,1,0,5.3,1,8,21,0,68.7,24.3,66.9,55.2,59.4,70.7,147,0,16,26.4,55,208,3,18,66.8,139,24.0,50,88.9,21,0,2.9,6,112,93,5.2,6.2,0.81,55,245,203,Giants,2020,13580.7,
1340,Kaden Smith,40973,NYG,TE,6.7,0,100.0,,0,0,0,0.0,0,1,21,0,70.5,65.8,66.1,57.4,52.3,78.0,71,0,21,34.1,31,91,0,3,59.3,54,17.6,16,112.5,3,0,0.0,0,33,13,4.3,11.0,0.61,31,100,87,Giants,2021,5750.7,
1198,Kahale Warring,37213,HST,TE,9.3,0,42.9,33.3,1,3,0,25.0,1,2,13,0,36.2,65.8,51.6,,51.6,44.7,21,0,23,0.0,0,47,0,3,97.9,46,27.7,13,58.6,7,0,27.7,13,35,7,2.3,11.7,0.76,0,5,47,Texans,2020,2425.2000000000003,
90,Kellen Davis,4472,CHI,TE,15.3,0,75.0,,0,0,0,0.0,0,2,6,0,70.5,65.8,77.4,73.2,64.1,83.3,35,0,39,40.5,17,42,0,3,57.1,24,7.1,3,156.3,4,2,2.4,1,61,20,6.7,20.3,2.54,17,137,39,Bears,2010,3018.6000000000004,
145,Kellen Davis,4472,CHI,TE,10.3,5,58.1,,0,0,0,10.0,2,13,6,0,43.8,73.9,78.8,68.8,66.3,72.8,254,3,32,34.1,119,349,3,18,61.6,215,15.8,55,78.2,31,5,2.0,7,206,68,3.8,11.4,0.96,119,378,316,Bears,2011,24900.8,
248,Kellen Davis,4472,CHI,TE,11.9,3,43.2,,0,0,0,29.6,8,11,6,1,27.0,24.4,60.4,69.5,44.1,66.9,351,1,25,26.5,139,525,4,19,68.8,361,29.5,155,65.4,44,2,2.5,13,229,70,3.7,12.1,0.63,139,431,519,Bears,2012,31347.6,
415,Kellen Davis,4472,SEA,TE,9.7,0,100.0,,0,0,0,25.0,1,2,29,0,36.2,65.8,54.3,68.5,57.1,86.8,46,0,23,20.8,11,53,4,3,77.4,41,7.5,4,150.7,3,1,5.7,3,32,11,3.7,10.7,0.78,11,115,53,Seahawks,2013,2877.8999999999996,
519,Kellen Davis,4472,DET,TE,12.7,0,0.0,,0,0,0,100.0,1,0,11,0,28.0,,51.0,62.9,39.7,60.8,45,0,0,32.4,24,74,1,0,62.2,46,33.8,25,39.6,3,0,1.4,1,0,0,,,0.0,24,70,71,Lions,2014,3621.0,
619,Kellen Davis,4472,NYJ,TE,8.3,0,37.5,,0,0,0,25.0,1,2,22,0,36.2,65.8,49.2,64.5,35.0,83.2,158,0,9,40.5,77,190,3,3,57.9,110,11.1,21,85.4,8,1,4.2,8,18,10,3.3,6.0,0.16,77,243,187,Jets,2015,9200.4,
753,Kellen Davis,4472,NYJ,TE,3.0,0,0.0,,0,0,0,,0,0,22,0,,,51.5,65.5,39.0,83.2,104,0,0,46.4,58,125,2,0,50.4,63,8.8,11,39.6,1,0,6.4,8,0,0,,,0.0,58,135,123,Jets,2016,6334.5,
8,Kellen Winslow,1727,TB,TE,9.1,11,75.0,,0,0,1,4.3,3,36,30,1,80.0,57.3,74.7,61.4,79.6,46.9,235,1,41,3.4,17,501,7,66,92.6,464,47.9,240,113.5,88,5,5.2,26,733,247,3.7,11.1,1.58,17,214,501,Buccaneers,2010,37424.700000000004,
111,Kellen Winslow,1727,TB,TE,8.5,3,65.8,,0,0,0,6.3,5,42,30,2,74.6,28.6,67.4,79.3,69.2,64.0,390,9,37,4.8,29,609,7,75,88.3,538,29.9,182,58.1,114,2,5.6,34,772,250,3.3,10.3,1.43,29,214,606,Buccaneers,2011,40844.4,83.06650831353919
305,Kellen Winslow,1727,NE,TE,8.5,0,50.0,,0,0,0,50.0,1,1,19,0,28.9,61.2,54.6,,52.5,100.0,3,0,12,0.0,0,3,0,1,100.0,3,0.0,0,68.8,2,0,0.0,0,12,2,2.0,12.0,4.0,0,1,3,Patriots,2012,163.8,
353,Kellen Winslow,1727,NYJ,TE,8.7,3,72.1,,0,0,0,0.0,0,20,22,0,88.3,76.8,76.2,58.7,78.9,24.1,55,0,34,4.4,10,228,4,31,91.7,209,62.7,143,115.3,43,2,12.3,28,388,127,4.1,12.5,1.86,10,105,226,Jets,2013,17221.2,
1319,Kendall Blanton,47311,LA,TE,6.7,0,57.1,0.0,0,1,0,33.3,2,2,26,1,28.7,15.2,38.6,77.8,37.0,57.7,41,0,23,14.1,10,71,0,4,80.3,57,25.4,18,71.7,7,0,15.5,11,37,14,3.5,9.3,0.65,10,78,70,Rams,2021,2702.0,
1471,Kendall Blanton,47311,LA,TE,6.0,0,100.0,,0,0,0,0.0,0,1,26,0,68.3,64.0,70.1,75.5,83.4,76.9,10,0,28,30.8,4,13,0,2,69.2,9,7.7,1,118.8,2,0,15.4,2,35,23,11.5,17.5,3.89,4,12,13,Rams,2022,911.3,
1339,Kenny Yeboah,42196,NYJ,TE,16.7,0,66.7,,0,0,0,33.3,1,2,22,0,30.0,64.0,59.7,77.2,64.8,48.6,18,0,24,16.2,6,37,0,2,81.1,30,29.7,11,107.6,3,0,10.8,4,36,3,1.5,18.0,1.2,6,17,33,Jets,2021,1970.1000000000001,
1569,Kenny Yeboah,42196,NYJ,TE,4.3,1,50.0,0.0,0,1,0,0.0,0,1,22,0,68.3,64.0,57.0,54.8,51.9,80.0,36,0,20,17.8,8,45,0,2,77.8,35,13.3,6,72.9,4,0,4.4,2,28,21,10.5,14.0,0.8,8,79,44,Jets,2023,2508.0,
1680,Kenny Yeboah,42196,NYJ,TE,5.0,0,62.5,0.0,0,1,0,0.0,0,3,22,0,73.4,68.0,47.6,34.3,59.5,80.0,40,0,13,14.0,7,50,2,5,78.0,39,12.0,6,118.2,8,1,8.0,4,47,33,6.6,9.4,1.21,7,57,50,Jets,2024,2380.0,
19,Kevin Boss,3769,NYG,TE,9.1,7,53.0,,0,0,0,23.9,11,23,21,1,27.2,77.3,70.1,71.0,56.0,78.9,397,2,54,28.2,142,503,2,35,68.2,343,15.7,79,92.4,66,5,3.8,19,531,241,6.9,15.2,1.55,142,407,495,Giants,2010,34699.5,
140,Kevin Boss,3769,OAK,TE,9.1,3,75.0,,0,0,0,3.6,1,17,23,0,75.7,75.9,70.1,49.9,73.4,85.1,258,2,28,20.1,61,303,3,27,74.6,226,11.6,35,98.5,36,2,1.0,3,333,98,3.6,12.3,1.47,61,227,296,Raiders,2011,20749.6,
298,Kevin Boss,3769,KC,TE,19.3,0,100.0,,0,0,0,0.0,0,3,16,0,72.1,67.0,91.8,57.8,92.6,76.7,23,0,29,36.7,11,30,0,3,60.0,18,23.3,7,158.3,3,1,0.0,0,65,7,2.3,21.7,3.61,11,19,30,Chiefs,2012,2754.0,
199,Kevin Brock,5328,BUF,TE,-5.0,0,100.0,,0,0,0,0.0,0,2,4,0,68.3,64.0,65.6,,67.5,55.6,5,0,21,0.0,0,9,0,2,100.0,9,44.4,4,118.8,2,0,0.0,0,27,37,18.5,13.5,3.0,0,10,9,Bills,2011,590.4,
400,Kevin Brock,5328,CIN,TE,7.5,0,50.0,,0,0,0,25.0,1,1,7,0,36.8,65.8,53.0,53.8,58.4,96.9,31,0,25,31.3,10,32,0,3,62.5,20,0.0,0,68.8,6,0,3.1,1,36,9,3.0,12.0,1.8,10,43,32,Bengals,2013,1696.0,
501,Kevin Brock,5328,CIN,TE,3.8,0,75.0,,0,0,0,14.3,1,2,7,0,49.7,68.8,54.8,70.7,42.8,80.3,53,0,10,25.8,17,66,0,6,72.7,48,15.2,10,79.2,8,0,1.5,1,28,13,2.2,4.7,0.58,17,109,64,Bengals,2014,3507.2,
1222,Kevin Rader,30887,PIT,TE,4.0,0,0.0,0.0,0,1,0,,0,0,25,0,,,43.1,70.9,31.3,100.0,7,0,0,28.6,2,7,0,0,71.4,5,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0,2,5,7,Steelers,2020,301.7,
1342,Kevin Rader,30887,PIT,TE,2.7,0,66.7,0.0,0,1,0,0.0,0,0,25,0,68.3,64.0,60.8,67.1,50.7,100.0,13,0,7,7.7,1,13,0,2,92.3,12,0.0,0,70.1,3,0,0.0,0,8,4,2.0,4.0,0.67,1,23,13,Steelers,2021,790.4,
1576,Kevin Rader,30887,TEN,TE,8.0,0,33.3,,0,0,0,50.0,1,0,31,0,28.9,61.2,35.6,50.1,33.4,70.9,39,0,6,41.8,23,55,0,1,58.2,32,9.1,5,42.4,3,0,0.0,0,6,4,4.0,6.0,0.19,23,92,44,Titans,2023,1566.4,
96,Khalif Barnes,2269,OAK,TE,2.0,0,100.0,,0,0,0,0.0,0,1,23,0,68.3,64.0,52.6,48.0,51.2,64.8,57,0,6,59.1,52,88,6,2,38.6,34,2.3,2,122.9,2,1,0.0,0,8,5,2.5,4.0,0.24,52,145,59,Raiders,2010,3103.4,
632,Khari Lee,10018,CHI,TE,11.7,0,33.3,,0,0,1,50.0,1,0,6,0,28.8,61.2,54.1,64.1,44.4,81.8,36,0,7,36.4,16,44,2,1,59.1,26,13.6,6,42.4,3,0,4.5,2,7,4,4.0,7.0,0.27,16,83,44,Bears,2015,2380.4,
755,Khari Lee,10018,DET,TE,2.0,0,0.0,,0,0,0,,0,0,11,0,,,61.3,47.3,39.9,86.8,33,0,0,21.1,8,38,0,0,73.7,28,7.9,3,39.6,1,0,2.6,1,0,0,,,0.0,8,63,37,Lions,2016,2268.1,
986,Khari Lee,10018,BUF,TE,-1.0,0,100.0,,0,0,0,0.0,0,0,4,0,64.7,61.2,46.7,28.8,53.8,78.9,15,0,5,47.4,9,19,2,1,47.4,9,15.8,3,87.5,1,0,0.0,0,5,6,6.0,5.0,0.56,9,27,18,Bills,2018,840.6,
1439,Ko Kieft,41372,TB,TE,5.7,0,70.0,100.0,1,1,0,22.2,2,5,30,0,31.8,70.6,61.9,68.3,59.0,67.7,63,0,19,26.9,25,93,3,7,68.8,64,0.0,0,127.1,10,1,1.1,1,80,32,4.6,11.4,1.25,25,173,64,Buccaneers,2022,3961.6,
1571,Ko Kieft,41372,TB,TE,12.8,0,25.0,0.0,0,1,0,0.0,0,1,30,0,64.7,61.2,53.9,68.2,39.7,66.3,53,0,2,28.8,23,80,1,1,67.5,54,8.8,7,79.2,4,1,7.5,6,2,2,2.0,2.0,0.04,23,150,66,Buccaneers,2023,3557.4,
266,Konrad Reuland,6469,NYJ,TE,2.1,0,68.8,,0,0,0,8.3,1,6,22,0,60.6,71.5,61.5,71.9,59.5,52.9,74,0,18,23.6,33,140,3,11,73.6,103,12.9,18,81.0,16,0,5.0,7,83,56,5.1,7.5,0.81,33,240,99,Jets,2012,6088.5,
413,Konrad Reuland,6469,NYJ,TE,13.0,0,33.3,,0,0,0,0.0,0,0,22,0,64.7,61.2,53.2,50.4,52.1,83.3,10,1,7,25.0,3,12,0,1,75.0,9,8.3,1,2.8,3,0,8.3,1,7,7,7.0,7.0,0.78,3,21,12,Jets,2013,638.4000000000001,
