player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,weighted_grade,weighted_average_grade,TE_Value,TE_Value_Score,Production_Score
00-0033455,2024,Chiefs,0.0657791699295223,,29.0,0.0,0.0383547092,85.00%,Anthony Firkser,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0033757,2024,Chiefs,0.0166797180892717,,30.0,0.0,0.0383547092,85.00%,Robert Tonyan,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0030506,2023,Chiefs,6.545116548042705,,33.0,21.218354896700557,0.1,71.40%,Travis Kelce,TE,7.0,20.0,80.6,41.2,7.0,17.0,3.0,6.0,8.0,69.0,16.0,1.0,76.7,63.6,82.6,77.9,87.8,26.0,189.0,3.0,53.0,3.2,23.0,726.0,10.0,125.0,91.2,662.0,50.0,363.0,111.8,155.0,8.0,23.0,167.0,1339.0,621.0,5.0,10.7,2.02,23.0,289.0,719.0,59389.399999999994,64.91578947368421,23439.399999999994,58.59849999999999,2189.0
00-0036637,2023,Chiefs,0.4530444839857651,,24.0,46.32819778602527,0.1,71.40%,Noah Gray,TE,7.0,9.0,72.0,16.7,1.0,6.0,0.0,2.7,1.0,19.0,16.0,0.0,80.8,77.8,62.9,47.6,63.7,43.8,193.0,1.0,34.0,8.8,39.0,441.0,0.0,36.0,85.9,379.0,34.7,153.0,98.0,50.0,2.0,20.2,89.0,371.0,168.0,4.7,10.3,0.98,39.0,306.0,435.0,27361.5,MISSING,5611.499999999999,14.028749999999997,601.0
00-0032062,2023,Chiefs,0.4181494661921708,,32.0,19.137634444251553,0.1,71.40%,Blake Bell,TE,3.2,0.0,55.6,0.0,0.0,2.0,1.0,16.7,1.0,1.0,16.0,1.0,45.8,16.0,43.0,46.5,30.6,78.4,91.0,1.0,8.0,16.4,19.0,116.0,1.0,5.0,76.7,89.0,13.8,16.0,58.3,9.0,1.0,5.2,6.0,26.0,20.0,4.0,5.2,0.29,19.0,196.0,113.0,4859.0,MISSING,-791.0,-1.9775,56.0
00-0035547,2023,Chiefs,0.4181494661921708,,27.0,0.0,0.1,71.40%,Joe Fortson,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0037233,2023,Chiefs,0.096085409252669,,26.0,0.0,0.1,71.40%,Gerrit Prince,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036519,2023,Chiefs,0.096085409252669,,27.0,0.0,0.1,71.40%,Matt Bushman,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036637,2022,Chiefs,0.4339308357348703,,23.0,51.200576879971734,0.18,85.00%,Noah Gray,TE,5.3,4.0,82.4,25.0,1.0,4.0,0.0,3.4,1.0,14.0,16.0,0.0,76.7,77.6,63.7,40.6,63.7,67.1,222.0,0.0,27.0,11.2,37.0,331.0,1.0,28.0,85.5,283.0,20.8,69.0,113.1,34.0,1.0,11.8,39.0,299.0,182.0,6.5,10.7,1.06,37.0,266.0,330.0,21021.0,MISSING,4521.000000000001,11.302500000000002,459.0
00-0030506,2022,Chiefs,4.056195485110471,,32.0,28.641783239584655,0.18,85.00%,Travis Kelce,TE,7.6,24.0,73.3,36.8,7.0,19.0,0.0,5.2,6.0,77.0,16.0,1.0,80.5,60.8,91.1,69.8,91.3,25.6,170.0,3.0,52.0,3.6,24.0,665.0,4.0,110.0,90.2,600.0,44.2,294.0,118.7,150.0,12.0,29.6,197.0,1338.0,664.0,6.0,12.2,2.23,24.0,248.0,661.0,60217.1,59.79316493313521,27167.099999999995,67.91774999999998,2348.0
00-0032062,2022,Chiefs,0.5031219980787704,,31.0,25.83310441074285,0.18,85.00%,Blake Bell,TE,5.5,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,68.3,64.0,61.7,69.3,63.9,84.6,11.0,0.0,17.0,7.7,1.0,13.0,0.0,2.0,92.3,12.0,15.4,2.0,147.9,2.0,1.0,0.0,0.0,20.0,9.0,4.5,10.0,1.67,1.0,18.0,13.0,802.1,MISSING,152.10000000000002,0.38025000000000003,50.0
00-0035547,2022,Chiefs,0.3962536023054755,,26.0,0.0,0.18,85.00%,Jody Fortson,TE,8.7,0.0,69.2,50.0,2.0,4.0,0.0,0.0,0.0,6.0,16.0,0.0,78.0,20.6,65.4,22.2,64.7,17.5,20.0,0.0,40.0,3.5,4.0,114.0,1.0,9.0,91.2,104.0,45.6,52.0,134.0,13.0,2.0,36.8,42.0,108.0,38.0,4.2,12.0,1.04,4.0,70.0,114.0,7455.6,MISSING,1755.6000000000006,4.389000000000001,208.0
00-0035603,2022,Chiefs,0.0386647454370797,,26.0,0.0,0.18,85.00%,Kendall Blanton,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0034532,2022,Chiefs,0.0994236311239193,,26.0,0.0,0.18,85.00%,Jordan Franks,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036519,2022,Chiefs,0.0165706051873198,,26.0,0.0,0.18,85.00%,Matt Bushman,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0035547,2021,Chiefs,0.272146301369863,,25.0,0.0,0.102,70.00%,Jody Fortson,TE,8.8,0.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,3.0,16.0,0.0,73.4,68.0,78.8,73.2,70.6,46.2,18.0,0.0,27.0,7.7,3.0,39.0,0.0,5.0,87.2,34.0,28.2,11.0,145.4,5.0,2.0,25.6,10.0,47.0,10.0,2.0,9.4,1.38,3.0,15.0,39.0,3073.2,MISSING,1123.1999999999998,2.8079999999999994,117.0
00-0032062,2021,Chiefs,0.5410958904109588,,30.0,34.87104351587171,0.102,70.00%,Blake Bell,TE,2.8,0.0,81.8,100.0,1.0,1.0,0.0,10.0,1.0,4.0,16.0,0.0,58.5,73.4,72.8,70.6,55.6,89.3,108.0,0.0,24.0,27.3,33.0,121.0,1.0,9.0,70.2,85.0,6.6,8.0,99.6,11.0,0.0,4.1,5.0,87.0,69.0,7.7,9.7,1.02,33.0,196.0,121.0,8808.8,MISSING,2758.7999999999997,6.896999999999999,127.0
00-0030506,2021,Chiefs,4.167606575342465,,31.0,38.6623633706361,0.102,70.00%,Travis Kelce,TE,7.5,19.0,70.2,60.0,6.0,10.0,1.0,4.2,4.0,62.0,16.0,1.0,78.8,56.8,81.9,69.5,84.9,27.7,188.0,5.0,69.0,2.4,16.0,678.0,7.0,92.0,90.4,613.0,44.7,303.0,103.4,131.0,9.0,26.7,181.0,1125.0,566.0,6.2,12.2,1.84,16.0,245.0,672.0,55036.8,73.01986301369863,21436.800000000003,53.592000000000006,1925.0
00-0036637,2021,Chiefs,0.4046268493150685,,22.0,56.585388556441146,0.102,70.00%,Noah Gray,TE,3.6,0.0,70.0,100.0,1.0,1.0,0.0,22.2,2.0,2.0,16.0,0.0,32.2,69.5,50.1,82.2,40.4,46.8,74.0,0.0,8.0,12.0,19.0,158.0,0.0,7.0,84.8,134.0,36.1,57.0,108.8,10.0,1.0,16.5,26.0,36.0,20.0,2.9,5.1,0.27,19.0,131.0,157.0,7865.7,MISSING,15.700000000000223,0.039250000000000555,76.0
00-0036519,2021,Chiefs,0.0050410958904109,,25.0,0.0,0.102,70.00%,Matt Bushman,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0034192,2020,Chiefs,0.3077699293642785,,25.0,0.0,0.112,84.20%,Nick Keizer,TE,7.0,0.0,75.0,0.0,0.0,1.0,0.0,14.3,1.0,2.0,16.0,1.0,49.2,16.9,47.5,60.5,38.1,93.0,119.0,0.0,22.0,37.5,48.0,128.0,1.0,6.0,59.4,76.0,5.5,7.0,97.4,8.0,0.0,0.8,1.0,63.0,43.0,7.2,10.5,0.83,48.0,174.0,127.0,6032.5,MISSING,-317.5,-0.79375,83.0
00-0034319,2020,Chiefs,0.3784056508577195,,25.0,0.0,0.112,84.20%,Deon Yelder,TE,5.5,1.0,63.6,25.0,1.0,4.0,0.0,0.0,0.0,2.0,16.0,0.0,75.6,69.5,58.7,75.8,52.4,41.7,40.0,0.0,12.0,8.3,8.0,96.0,0.0,7.0,87.5,84.0,28.1,27.0,68.8,11.0,0.0,30.2,29.0,36.0,33.0,4.7,5.1,0.43,8.0,98.0,96.0,5635.200000000001,MISSING,835.2000000000003,2.0880000000000005,56.0
00-0030506,2020,Chiefs,5.660141271442987,,30.0,52.18873171755699,0.112,84.20%,Travis Kelce,TE,9.3,14.0,75.5,31.3,5.0,16.0,0.0,1.9,2.0,79.0,16.0,1.0,90.8,59.7,93.5,47.6,93.3,35.0,227.0,3.0,45.0,6.6,43.0,648.0,7.0,105.0,87.3,566.0,25.2,163.0,124.9,139.0,11.0,37.8,245.0,1416.0,590.0,5.6,13.5,2.5,43.0,251.0,635.0,59372.5,70.37460701330109,27622.5,69.05625,2426.0
00-0034319,2019,Chiefs,0.3028692879914984,,24.0,0.0,0.133,79.00%,Deon Yelder,TE,8.8,0.0,75.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,72.1,15.0,61.5,24.5,62.6,69.6,16.0,0.0,24.0,17.4,4.0,23.0,0.0,3.0,69.6,16.0,8.7,2.0,116.7,4.0,0.0,21.7,5.0,50.0,33.0,11.0,16.7,3.13,4.0,24.0,23.0,1414.5,MISSING,264.5,0.66125,70.0
00-0032062,2019,Chiefs,0.3905419766206164,,28.0,63.53918397950541,0.133,79.00%,Blake Bell,TE,6.8,1.0,61.5,33.3,1.0,3.0,2.0,27.3,3.0,3.0,16.0,0.0,28.8,70.1,50.0,66.4,39.4,82.0,173.0,0.0,30.0,37.4,79.0,211.0,3.0,8.0,59.2,125.0,3.3,7.0,74.8,13.0,0.0,13.7,29.0,67.0,13.0,1.6,8.4,0.54,79.0,187.0,209.0,10450.0,MISSING,0.0,0.0,97.0
00-0030506,2019,Chiefs,5.695217853347502,,29.0,70.4474191651654,0.133,79.00%,Travis Kelce,TE,9.5,15.0,74.6,52.4,11.0,21.0,2.0,4.9,5.0,66.0,16.0,1.0,71.2,57.9,85.1,76.6,88.5,34.5,231.0,0.0,47.0,8.2,55.0,669.0,9.0,97.0,82.4,551.0,32.6,218.0,116.5,130.0,5.0,32.4,217.0,1229.0,403.0,4.2,12.7,2.23,55.0,301.0,666.0,56676.6,51.43892617449665,23376.599999999995,58.44149999999999,1989.0
00-0034575,2019,Chiefs,0.2008501594048884,,24.0,0.0,0.133,79.00%,David Wells,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0030506,2018,Chiefs,5.65372460496614,,28.0,95.09406923109704,0.2,72.20%,Travis Kelce,TE,9.4,9.0,74.1,62.5,15.0,24.0,0.0,7.2,8.0,67.0,16.0,2.0,60.7,34.6,88.0,71.8,90.3,36.0,239.0,3.0,43.0,6.3,42.0,664.0,6.0,103.0,87.2,579.0,43.1,286.0,118.9,139.0,10.0,20.5,136.0,1336.0,574.0,5.6,13.0,2.31,42.0,329.0,661.0,58168.0,81.28263337116913,25118.0,62.795,2206.0
00-0030155,2018,Chiefs,1.1834418735891648,,27.0,0.0,0.2,72.20%,Demetrius Harris,TE,8.9,1.0,48.0,0.0,0.0,1.0,1.0,20.0,3.0,9.0,16.0,0.0,33.8,73.1,61.1,76.4,56.1,67.7,151.0,1.0,35.0,22.4,50.0,223.0,4.0,12.0,74.0,165.0,13.0,29.0,92.3,25.0,3.0,17.9,40.0,164.0,77.0,6.4,13.7,0.99,50.0,148.0,220.0,13442.0,MISSING,2442.0000000000005,6.105000000000001,314.0
00-0032864,2018,Chiefs,0.2368205417607223,,25.0,0.0,0.2,72.20%,Alex Ellis,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0034319,2018,Chiefs,0.1593397291196388,,23.0,0.0,0.2,72.20%,Deon Yelder,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0030155,2017,Chiefs,0.9281437125748504,,26.0,0.0,0.08,58.80%,Demetrius Harris,TE,8.0,3.0,54.1,36.4,4.0,11.0,0.0,25.9,7.0,13.0,16.0,0.0,27.7,74.4,55.2,62.0,55.2,47.1,140.0,0.0,51.0,14.8,44.0,297.0,4.0,20.0,80.5,239.0,30.3,90.0,83.8,37.0,1.0,21.9,65.0,246.0,142.0,7.1,12.3,1.03,44.0,217.0,295.0,16284.0,MISSING,1534.000000000001,3.835000000000002,396.0
00-0030506,2017,Chiefs,3.244550898203593,,27.0,128.36356689983853,0.08,58.80%,Travis Kelce,TE,9.6,16.0,71.9,40.0,6.0,15.0,0.0,7.4,7.0,58.0,16.0,0.0,66.1,83.0,83.3,51.2,87.1,29.5,174.0,3.0,44.0,5.9,35.0,590.0,5.0,87.0,89.5,528.0,45.9,271.0,114.5,121.0,9.0,23.4,138.0,1104.0,441.0,5.1,12.7,2.09,35.0,308.0,583.0,48563.9,65.54746335963924,19413.899999999998,48.534749999999995,1864.0
00-0032319,2016,Chiefs,0.2898177368454949,,23.0,0.0,0.05,70.60%,Ross Travis,TE,2.4,0.0,60.0,MISSING,0.0,0.0,0.0,40.0,2.0,1.0,16.0,0.0,28.0,65.8,38.5,65.9,40.9,12.8,5.0,0.0,6.0,2.6,1.0,39.0,0.0,3.0,94.9,37.0,33.3,13.0,64.6,5.0,0.0,53.8,21.0,15.0,16.0,5.3,5.0,0.41,1.0,17.0,39.0,1501.5,MISSING,-448.5,-1.12125,25.0
00-0030155,2016,Chiefs,0.6118374444516004,,25.0,0.0,0.05,70.60%,Demetrius Harris,TE,7.5,5.0,56.7,MISSING,0.0,0.0,0.0,26.1,6.0,9.0,16.0,1.0,28.2,25.1,47.3,55.7,44.9,51.0,129.0,0.0,13.0,19.0,48.0,253.0,3.0,17.0,77.1,195.0,31.2,79.0,77.5,30.0,1.0,17.8,45.0,123.0,49.0,2.9,7.2,0.63,48.0,223.0,253.0,11966.9,MISSING,-683.1000000000007,-1.7077500000000017,233.0
00-0031951,2016,Chiefs,0.3706852579377858,,24.0,44.42574891674462,0.05,70.60%,James O'Shaughnessy,TE,-1.5,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,68.3,64.0,47.8,73.1,45.6,54.9,28.0,0.0,0.0,9.8,5.0,51.0,2.0,2.0,82.4,42.0,7.8,4.0,79.2,2.0,0.0,37.3,19.0,-1.0,2.0,1.0,-0.5,-0.02,5.0,62.0,51.0,2437.7999999999997,MISSING,-112.20000000000014,-0.28050000000000036,-1.0
00-0030506,2016,Chiefs,1.898773748953436,,26.0,141.86368107815937,0.05,70.60%,Travis Kelce,TE,7.2,11.0,74.4,85.7,6.0,7.0,0.0,7.2,7.0,57.0,16.0,0.0,71.9,82.9,88.9,74.8,88.5,33.6,204.0,0.0,80.0,7.2,44.0,608.0,6.0,90.0,88.0,535.0,40.5,246.0,116.5,121.0,4.0,25.8,157.0,1202.0,690.0,7.7,13.4,2.25,44.0,332.0,607.0,53962.3,77.54404332129964,23612.300000000003,59.030750000000005,1852.0
00-0032089,2015,Chiefs,0.3036013400335008,,23.0,0.0,0.12,66.70%,Brian Parker,TE,-2.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,64.7,61.2,66.5,72.2,48.1,62.5,20.0,0.0,6.0,15.6,5.0,32.0,1.0,1.0,84.4,27.0,15.6,5.0,91.7,1.0,0.0,21.9,7.0,6.0,8.0,8.0,6.0,0.22,5.0,51.0,32.0,2128.0,MISSING,528.0,1.32,6.0
00-0030155,2015,Chiefs,0.3559463986599664,,24.0,0.0,0.12,66.70%,Demetrius Harris,TE,7.4,2.0,61.5,MISSING,0.0,0.0,1.0,20.0,2.0,3.0,16.0,0.0,38.4,70.6,59.7,66.2,52.0,74.1,140.0,1.0,25.0,28.0,53.0,189.0,1.0,8.0,69.3,131.0,16.4,31.0,73.9,13.0,1.0,9.5,18.0,84.0,29.0,3.6,10.5,0.64,53.0,200.0,189.0,11283.3,MISSING,1833.3000000000006,4.583250000000001,134.0
00-0031951,2015,Chiefs,0.2989852037967616,,23.0,49.09804571651686,0.12,66.70%,James O'Shaughnessy,TE,5.1,4.0,66.7,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,74.6,68.8,63.1,69.8,62.4,63.2,48.0,0.0,30.0,6.6,5.0,76.0,0.0,6.0,92.1,70.0,25.0,19.0,97.9,9.0,0.0,11.8,9.0,87.0,58.0,9.7,14.5,1.24,5.0,36.0,76.0,4795.6,MISSING,995.6000000000001,2.4890000000000003,127.0
00-0030506,2015,Chiefs,0.5959142936906756,,25.0,156.78361465874025,0.12,66.70%,Travis Kelce,TE,5.7,18.0,72.9,MISSING,0.0,0.0,0.0,8.5,8.0,46.0,16.0,2.0,61.5,29.5,73.7,57.0,76.9,49.0,318.0,1.0,48.0,10.9,71.0,649.0,6.0,86.0,83.8,544.0,38.1,247.0,109.6,118.0,5.0,12.5,81.0,1026.0,627.0,7.3,11.9,1.89,71.0,405.0,646.0,47610.2,54.054358974358976,15310.200000000003,38.27550000000001,1586.0
00-0030506,2014,Chiefs,0.531448120300752,,24.0,173.27269135161853,0.05,56.30%,Travis Kelce,TE,6.2,17.0,82.7,MISSING,0.0,0.0,1.0,5.6,4.0,46.0,16.0,4.0,74.6,22.8,84.7,70.5,83.6,39.9,172.0,0.0,34.0,6.7,29.0,431.0,5.0,67.0,87.9,379.0,38.1,164.0,135.7,81.0,6.0,20.9,90.0,862.0,503.0,7.5,12.9,2.27,29.0,237.0,426.0,36082.2,MISSING,14782.2,36.9555,1442.0
00-0024268,2014,Chiefs,3.218984962406015,,30.0,45.27542535456555,0.05,56.30%,Anthony Fasano,TE,6.9,0.0,69.4,MISSING,0.0,0.0,1.0,10.7,3.0,15.0,16.0,0.0,46.4,75.9,61.1,58.4,55.3,75.7,286.0,1.0,22.0,24.3,92.0,378.0,7.0,25.0,70.6,267.0,21.2,80.0,111.6,36.0,4.0,2.4,9.0,226.0,83.0,3.3,9.0,0.85,92.0,291.0,375.0,22912.5,MISSING,4162.500000000001,10.406250000000002,456.0
00-0030155,2014,Chiefs,0.2795669172932331,,23.0,0.0,0.05,56.30%,Demetrius Harris,TE,6.5,0.0,75.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,70.5,65.8,67.3,69.5,56.5,39.3,11.0,0.0,10.0,10.7,3.0,28.0,0.0,3.0,85.7,24.0,39.3,11.0,85.4,4.0,0.0,21.4,6.0,20.0,5.0,1.7,6.7,0.83,3.0,32.0,28.0,1884.4,MISSING,484.3999999999999,1.2109999999999999,30.0
00-0028119,2014,Chiefs,0.1141082706766917,,27.0,32.40786246757925,0.05,56.30%,Richard Gordon,TE,12.0,0.0,0.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,16.0,0.0,MISSING,MISSING,64.4,78.0,50.5,94.4,17.0,0.0,0.0,61.1,11.0,18.0,2.0,0.0,38.9,7.0,5.6,1.0,39.6,1.0,0.0,0.0,0.0,0.0,0.0,MISSING,MISSING,0.0,11.0,43.0,18.0,1159.2,MISSING,259.2000000000001,0.6480000000000002,0.0
00-0028994,2013,Chiefs,0.0745291262135922,,26.0,0.0,0.07,64.70%,Dominique Jones,TE,8.3,0.0,66.7,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,68.3,64.0,62.0,45.0,54.9,48.0,24.0,0.0,21.0,18.0,9.0,50.0,0.0,2.0,76.0,38.0,16.0,8.0,104.9,3.0,0.0,8.0,4.0,34.0,27.0,13.5,17.0,0.89,9.0,88.0,36.0,2232.0,MISSING,432.0,1.08,54.0
00-0028119,2013,Chiefs,0.0528268608414239,,26.0,35.81622711616388,0.07,64.70%,Richard Gordon,TE,1.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,64.7,61.2,38.4,0.8,57.5,85.7,6.0,0.0,3.0,28.6,2.0,7.0,0.0,1.0,57.1,4.0,14.3,1.0,79.2,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.75,2.0,10.0,7.0,268.8,MISSING,-81.20000000000002,-0.20300000000000004,3.0
00-0024268,2013,Chiefs,1.9215210355987056,,29.0,61.11543168161018,0.07,64.70%,Anthony Fasano,TE,7.2,2.0,73.5,MISSING,0.0,0.0,0.0,13.8,4.0,13.0,16.0,0.0,44.2,75.7,62.8,67.7,55.8,78.0,291.0,2.0,20.0,24.9,93.0,373.0,1.0,25.0,70.5,263.0,16.1,60.0,93.5,34.0,3.0,5.6,21.0,206.0,89.0,3.6,8.2,0.78,93.0,203.0,372.0,23361.6,MISSING,4761.5999999999985,11.903999999999996,396.0
00-0030506,2013,Chiefs,0.4699239482200647,,23.0,191.4959393785066,0.07,64.70%,Travis Kelce,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0027567,2012,Chiefs,0.4477611940298507,,24.0,0.0,-0.26,12.50%,Steve Maneri,TE,7.2,1.0,50.0,MISSING,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,74.6,68.8,73.7,75.3,58.0,72.1,106.0,1.0,19.0,34.7,51.0,147.0,3.0,5.0,63.3,93.0,26.5,39.0,25.4,10.0,0.0,1.4,2.0,51.0,32.0,6.4,10.2,0.55,51.0,248.0,147.0,10833.9,MISSING,3483.9000000000005,8.709750000000001,81.0
00-0027154,2012,Chiefs,0.5306799336650083,,26.0,12.886866915269128,-0.26,12.50%,Jake O'Connell,TE,1.7,1.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,70.5,65.8,70.6,74.1,75.9,25.0,5.0,0.0,11.0,15.0,3.0,20.0,0.0,3.0,85.0,17.0,35.0,7.0,91.7,3.0,0.0,5.0,1.0,18.0,13.0,4.3,6.0,1.06,3.0,13.0,13.0,917.8,MISSING,267.79999999999995,0.6694999999999999,28.0
00-0025540,2012,Chiefs,1.520176616915423,,28.0,31.414801622625383,-0.26,12.50%,Kevin Boss,TE,19.3,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,72.1,67.0,91.8,57.8,92.6,76.7,23.0,0.0,29.0,36.7,11.0,30.0,0.0,3.0,60.0,18.0,23.3,7.0,158.3,3.0,1.0,0.0,0.0,65.0,7.0,2.3,21.7,3.61,11.0,19.0,30.0,2754.0,MISSING,1254.0,3.135,115.0
00-0027695,2012,Chiefs,0.5486417910447761,,25.0,104.89480576041431,-0.26,12.50%,Tony Moeaki,TE,10.6,3.0,67.3,MISSING,0.0,0.0,0.0,10.8,4.0,24.0,16.0,0.0,61.3,77.1,65.7,71.2,62.0,41.0,207.0,4.0,38.0,17.4,88.0,505.0,5.0,33.0,79.4,401.0,52.9,267.0,69.5,49.0,1.0,4.8,24.0,453.0,134.0,4.1,13.7,1.13,88.0,403.0,498.0,32718.6,MISSING,7818.600000000001,19.5465,713.0
00-0027154,2011,Chiefs,0.4458774662512981,,25.0,14.24219053986667,-0.1,43.80%,Jake O'Connell,TE,4.3,0.0,58.3,MISSING,0.0,0.0,2.0,0.0,0.0,4.0,16.0,0.0,75.6,69.5,58.5,53.8,53.5,80.5,128.0,0.0,15.0,42.1,67.0,159.0,5.0,7.0,54.7,87.0,8.8,14.0,68.8,12.0,0.0,1.3,2.0,52.0,25.0,3.6,7.4,0.6,67.0,109.0,144.0,8424.0,MISSING,1224.0,3.06,92.0
00-0019457,2011,Chiefs,0.4361370716510903,,34.0,28.459288743103663,-0.1,43.80%,Anthony Becht,TE,5.7,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,70.5,65.8,65.0,73.8,41.7,89.0,129.0,0.0,16.0,42.8,62.0,145.0,1.0,3.0,52.4,76.0,4.8,7.0,102.8,3.0,0.0,0.0,0.0,26.0,9.0,3.0,8.7,0.34,62.0,195.0,136.0,8840.0,MISSING,2040.0,5.1,46.0
00-0027695,2010,Chiefs,0.3997252032520325,,23.0,128.11880507244533,0.05,58.80%,Tony Moeaki,TE,9.1,2.0,69.6,MISSING,0.0,0.0,1.0,9.4,5.0,32.0,16.0,0.0,57.2,79.2,83.0,69.2,74.1,60.0,290.0,3.0,34.0,22.6,109.0,483.0,4.0,48.0,74.3,359.0,31.5,152.0,91.3,69.0,3.0,6.0,29.0,578.0,223.0,4.6,12.0,1.61,109.0,464.0,471.0,39093.0,MISSING,15543.0,38.8575,958.0
00-0024287,2010,Chiefs,0.5121951219512195,,26.0,113.3443297366606,0.05,58.80%,Leonard Pope,TE,6.6,0.0,58.8,MISSING,0.0,0.0,0.0,28.6,4.0,7.0,16.0,0.0,29.9,71.5,60.3,70.1,43.5,86.8,204.0,0.0,14.0,51.5,121.0,235.0,4.0,10.0,45.5,107.0,11.9,28.0,108.9,17.0,2.0,0.0,0.0,76.0,36.0,3.6,7.6,0.71,121.0,320.0,232.0,13989.6,MISSING,2389.5999999999995,5.973999999999998,186.0
00-0027154,2010,Chiefs,0.330670731707317,,24.0,15.74005479435275,0.05,58.80%,Jake O'Connell,TE,4.3,0.0,75.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,70.5,65.8,75.6,57.2,58.8,83.9,52.0,0.0,18.0,43.5,27.0,62.0,1.0,3.0,53.2,33.0,3.2,2.0,96.9,4.0,0.0,8.1,5.0,31.0,24.0,8.0,10.3,0.94,27.0,60.0,59.0,4460.4,MISSING,1510.3999999999996,3.775999999999999,51.0
00-0033217,2024,Colts,2.317932654659358,,30.0,0.0,-0.06411872932,47.10%,Mo Alie-Cox,TE,10.2,0.0,57.1,66.7,2.0,3.0,0.0,7.7,1.0,7.0,14.0,0.0,61.8,71.9,64.5,75.0,58.0,81.6,186.0,1.0,22.0,30.3,69.0,228.0,1.0,12.0,64.5,147.0,17.1,39.0,74.9,21.0,1.0,0.9,2.0,147.0,54.0,4.5,12.3,1.0,69.0,247.0,227.0,14641.5,MISSING,3291.5,8.22875,237.0
