player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,weighted_grade,weighted_average_grade,TE_Value,TE_Value_Score,Production_Score
00-0033455,2023,Lions,0.007161921708185,,28.0,0.0,0.09,70.00%,Anthony Firkser,TE,4.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,64.7,61.2,57.8,72.7,52.3,50.0,7.0,0.0,8.0,14.3,2.0,14.0,0.0,1.0,78.6,11.0,42.9,6.0,100.0,1.0,0.0,7.1,1.0,8.0,4.0,4.0,8.0,0.73,2.0,17.0,14.0,809.1999999999999,MISSING,109.19999999999996,0.2729999999999999,8.0
00-0037282,2023,Lions,0.4139848754448398,,24.0,41.68789792006839,0.09,70.00%,James Mitchell,TE,7.5,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,29.9,64.0,41.2,74.4,42.2,68.1,47.0,0.0,24.0,20.3,14.0,69.0,1.0,2.0,73.9,51.0,14.5,10.0,118.8,2.0,0.0,14.5,10.0,28.0,13.0,6.5,14.0,0.55,14.0,89.0,67.0,2760.4,MISSING,-589.5999999999998,-1.4739999999999995,38.0
00-0039065,2023,Lions,0.7656089857651246,,22.0,304.26850783869355,0.09,70.00%,Sam LaPorta,TE,7.2,13.0,74.3,63.6,14.0,22.0,0.0,6.1,7.0,59.0,11.0,0.0,74.6,84.3,77.0,59.9,81.8,47.0,324.0,3.0,48.0,9.1,63.0,689.0,1.0,107.0,87.2,601.0,25.7,177.0,111.6,144.0,11.0,26.4,182.0,1065.0,449.0,4.2,10.0,1.77,63.0,463.0,683.0,52591.0,66.8899889988999,18441.0,46.1025,1875.0
00-0036534,2023,Lions,0.4181494661921708,,26.0,0.0,0.09,70.00%,Shane Zylstra,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036534,2022,Lions,0.1981253602305475,,25.0,0.0,-0.011,52.90%,Shane Zylstra,TE,7.6,0.0,84.6,100.0,1.0,1.0,0.0,8.3,1.0,6.0,11.0,0.0,60.6,73.2,59.2,25.3,55.2,27.0,38.0,0.0,14.0,2.1,3.0,141.0,1.0,11.0,92.9,131.0,33.3,47.0,125.5,13.0,4.0,39.7,56.0,60.0,12.0,1.1,5.5,0.46,3.0,86.0,141.0,8347.2,MISSING,1297.2000000000005,3.243000000000001,200.0
00-0036754,2022,Lions,0.3962536023054755,,23.0,0.0,-0.011,52.90%,Brock Wright,TE,3.3,0.0,78.3,100.0,1.0,1.0,0.0,14.3,3.0,13.0,11.0,0.0,43.3,73.9,54.2,56.7,63.6,71.3,184.0,0.0,51.0,29.8,77.0,258.0,2.0,18.0,65.1,168.0,15.1,39.0,145.4,23.0,4.0,11.6,30.0,216.0,167.0,9.3,12.0,1.29,77.0,333.0,253.0,13712.6,MISSING,1062.6000000000008,2.656500000000002,426.0
00-0037282,2022,Lions,0.3677415946205571,,23.0,46.07225241696587,-0.011,52.90%,James Mitchell,TE,5.2,1.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,78.7,71.5,66.9,82.7,76.3,56.0,51.0,0.0,22.0,15.4,14.0,91.0,1.0,11.0,82.4,75.0,16.5,15.0,139.8,11.0,1.0,25.3,23.0,113.0,62.0,5.6,10.3,1.51,14.0,92.0,89.0,5954.1,MISSING,1504.1000000000006,3.7602500000000014,203.0
00-0033095,2022,Lions,0.1383285302593659,,28.0,0.0,-0.011,52.90%,Garrett Griffin,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036754,2021,Lions,0.1808186301369863,,22.0,0.0,-0.163,18.80%,Brock Wright,TE,4.4,0.0,70.6,33.3,1.0,3.0,0.0,7.7,1.0,6.0,11.0,0.0,61.8,71.9,53.5,35.5,64.8,60.3,73.0,1.0,36.0,23.1,28.0,121.0,4.0,12.0,73.6,89.0,29.8,36.0,104.3,17.0,2.0,7.4,9.0,117.0,68.0,5.7,9.8,1.31,28.0,184.0,118.0,6313.0,MISSING,413.0,1.0325,217.0
00-0036534,2021,Lions,0.0100821917808219,,24.0,0.0,-0.163,18.80%,Shane Zylstra,TE,10.4,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,70.5,65.8,53.5,71.5,58.8,26.1,12.0,0.0,16.0,6.5,3.0,46.0,0.0,3.0,91.3,42.0,54.3,25.0,80.4,5.0,0.0,19.6,9.0,34.0,5.0,1.7,11.3,0.81,3.0,36.0,46.0,2461.0,MISSING,161.0,0.4025,54.0
00-0035229,2021,Lions,3.0579665753424656,,24.0,475.5085618358141,-0.163,18.80%,T.J. Hockenson,TE,7.7,6.0,75.3,78.6,11.0,14.0,1.0,1.6,1.0,32.0,11.0,0.0,90.1,80.7,68.1,65.4,73.6,35.2,157.0,3.0,33.0,5.2,23.0,446.0,7.0,61.0,88.6,395.0,53.1,237.0,95.9,81.0,4.0,11.2,50.0,583.0,201.0,3.3,9.6,1.48,23.0,212.0,444.0,30236.4,MISSING,8036.399999999998,20.090999999999994,983.0
00-0035787,2021,Lions,0.0401819178082191,,24.0,0.0,-0.163,18.80%,Jared Pinkney,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036008,2021,Lions,0.0584471232876712,,23.0,0.0,-0.163,18.80%,Hunter Bryant,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036140,2021,Lions,0.2273972602739726,,23.0,0.0,-0.163,18.80%,Charlie Taumoepeau,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0036008,2020,Lions,0.2556311806256306,,22.0,0.0,-0.191,31.30%,Hunter Bryant,TE,23.7,0.0,33.3,100.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,64.7,61.2,72.1,MISSING,75.0,71.4,10.0,0.0,44.0,0.0,0.0,14.0,0.0,1.0,85.7,12.0,14.3,2.0,81.9,3.0,0.0,14.3,2.0,44.0,12.0,12.0,44.0,3.67,0.0,12.0,14.0,1009.4,MISSING,309.3999999999999,0.7734999999999999,54.0
00-0032135,2020,Lions,2.663471241170535,,26.0,28.800878047664327,-0.191,31.30%,Jesse James,TE,6.2,1.0,66.7,100.0,2.0,2.0,1.0,0.0,0.0,6.0,11.0,0.0,80.6,72.7,61.2,70.5,56.0,84.4,200.0,2.0,31.0,28.7,68.0,237.0,3.0,14.0,67.1,159.0,10.1,24.0,75.4,21.0,2.0,5.5,13.0,129.0,79.0,5.6,9.2,0.81,68.0,228.0,237.0,14504.4,MISSING,2654.4000000000005,6.636000000000001,229.0
00-0035229,2020,Lions,2.31827648839556,,23.0,525.5182338369175,-0.191,31.30%,T.J. Hockenson,TE,7.5,7.0,69.8,50.0,5.0,10.0,1.0,9.5,7.0,40.0,11.0,0.0,62.7,47.7,75.5,50.9,76.3,45.6,246.0,4.0,51.0,9.3,50.0,539.0,6.0,67.0,85.3,460.0,39.7,214.0,95.1,96.0,6.0,14.5,78.0,723.0,318.0,4.7,10.8,1.57,50.0,226.0,538.0,40619.0,MISSING,13719.0,34.2975,1243.0
00-0032429,2020,Lions,0.0169525731584258,,27.0,28.12888780404807,-0.191,31.30%,Jerell Adams,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0035229,2019,Lions,1.9149091392136024,,22.0,0.0,-0.11,20.00%,T.J. Hockenson,TE,8.6,4.0,57.1,29.4,5.0,17.0,0.0,3.0,1.0,19.0,11.0,0.0,78.5,76.8,60.5,35.2,62.1,46.8,161.0,0.0,39.0,9.6,33.0,344.0,5.0,32.0,83.4,287.0,42.7,147.0,88.9,56.0,2.0,10.5,36.0,367.0,197.0,6.2,11.5,1.28,33.0,181.0,344.0,20812.0,MISSING,3612.0,9.03,597.0
00-0035539,2019,Lions,0.0928294367693942,,22.0,21.035209425105887,-0.11,20.00%,Isaac Nauta,TE,1.7,0.0,66.7,MISSING,0.0,0.0,0.0,33.3,1.0,1.0,11.0,0.0,29.9,64.0,55.7,77.1,58.4,0.0,0.0,0.0,10.0,27.3,3.0,11.0,0.0,2.0,72.7,8.0,0.0,0.0,75.7,3.0,0.0,9.1,1.0,13.0,7.0,3.5,6.5,1.63,3.0,30.0,1.0,55.7,MISSING,5.700000000000003,0.014250000000000007,23.0
00-0032135,2019,Lions,1.2136025504782146,,25.0,38.877118898562046,-0.11,20.00%,Jesse James,TE,5.5,0.0,64.0,0.0,0.0,2.0,0.0,11.1,2.0,8.0,11.0,0.0,53.3,73.3,53.7,48.3,55.9,77.0,208.0,0.0,23.0,31.9,86.0,270.0,2.0,16.0,63.7,172.0,17.0,46.0,79.1,25.0,0.0,5.2,14.0,142.0,61.0,3.8,8.9,0.83,86.0,223.0,268.0,14391.6,MISSING,991.6000000000008,2.479000000000002,222.0
00-0031260,2019,Lions,0.4277364505844845,,28.0,45.30225101156579,-0.11,20.00%,Logan Thomas,TE,10.9,0.0,59.3,33.3,2.0,6.0,0.0,5.9,1.0,9.0,11.0,0.0,54.8,73.6,55.1,61.7,60.2,36.4,75.0,1.0,17.0,15.5,32.0,206.0,3.0,16.0,79.1,163.0,51.0,105.0,75.1,27.0,1.0,10.2,21.0,173.0,87.0,5.4,10.8,1.06,32.0,130.0,201.0,11075.1,MISSING,1025.1000000000004,2.5627500000000007,283.0
00-0031462,2018,Lions,0.0552714446952595,,27.0,0.0,-0.06,37.50%,Jerome Cunningham,TE,3.0,0.0,0.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,11.0,0.0,64.7,61.2,60.3,73.2,49.9,78.9,15.0,0.0,0.0,15.8,3.0,19.0,0.0,0.0,78.9,15.0,15.8,3.0,39.6,1.0,0.0,5.3,1.0,0.0,0.0,MISSING,MISSING,0.0,3.0,34.0,19.0,1145.7,MISSING,195.69999999999993,0.48924999999999985,0.0
00-0033559,2018,Lions,0.3806698645598194,,24.0,0.0,-0.06,37.50%,Michael Roberts,TE,7.7,0.0,50.0,66.7,2.0,3.0,0.0,10.0,1.0,5.0,11.0,0.0,56.7,70.6,55.6,71.1,58.9,88.1,89.0,2.0,29.0,3.0,3.0,101.0,1.0,9.0,92.1,93.0,8.9,9.0,66.9,18.0,3.0,3.0,3.0,100.0,24.0,2.7,11.1,1.08,3.0,58.0,101.0,5615.6,MISSING,565.6000000000001,1.4140000000000004,210.0
00-0030089,2018,Lions,1.4108352144469527,,28.0,29.5704814439274,-0.06,37.50%,Luke Willson,TE,3.7,2.0,68.4,0.0,0.0,1.0,0.0,13.3,2.0,5.0,11.0,0.0,47.7,73.8,54.6,71.3,43.8,65.3,154.0,2.0,13.0,10.2,24.0,236.0,0.0,13.0,83.1,196.0,20.8,49.0,38.6,19.0,0.0,7.6,18.0,87.0,62.0,4.8,6.7,0.44,24.0,189.0,221.0,12066.6,MISSING,1016.6000000000004,2.541500000000001,137.0
00-0030443,2018,Lions,0.8465011286681716,,27.0,39.32091842735752,-0.06,37.50%,Levine Toilolo,TE,7.3,2.0,87.5,75.0,3.0,4.0,0.0,0.0,0.0,16.0,11.0,0.0,84.5,74.9,66.1,87.0,69.3,85.8,229.0,0.0,39.0,26.6,71.0,267.0,1.0,21.0,67.4,180.0,10.1,27.0,126.2,24.0,1.0,3.4,9.0,263.0,116.0,5.5,12.5,1.46,71.0,262.0,265.0,17516.5,MISSING,4266.499999999998,10.666249999999996,443.0
00-0029738,2017,Lions,0.5838323353293413,,31.0,0.0,0.02,56.30%,Darren Fells,TE,5.9,1.0,73.9,50.0,3.0,6.0,0.0,5.6,1.0,12.0,11.0,0.0,68.0,74.2,69.0,74.8,68.5,87.4,250.0,0.0,23.0,38.5,110.0,286.0,2.0,17.0,58.4,167.0,10.5,30.0,135.3,23.0,3.0,0.3,1.0,177.0,121.0,7.1,10.4,1.06,110.0,264.0,281.0,19389.0,MISSING,5339.0,13.3475,357.0
00-0033559,2017,Lions,0.3687329341317365,,23.0,84.57952349910451,0.02,56.30%,Michael Roberts,TE,9.8,0.0,80.0,100.0,1.0,1.0,0.0,20.0,1.0,2.0,11.0,0.0,41.6,67.0,71.2,74.6,56.3,96.9,62.0,0.0,23.0,40.6,26.0,64.0,0.0,4.0,57.8,37.0,1.6,1.0,105.0,5.0,0.0,0.0,0.0,46.0,13.0,3.3,11.5,1.24,26.0,158.0,63.0,4485.6,MISSING,1335.6000000000001,3.3390000000000004,66.0
00-0031387,2017,Lions,2.333805389221557,,24.0,398.23008725349337,0.02,56.30%,Eric Ebron,TE,8.3,8.0,65.4,60.0,6.0,10.0,0.0,10.2,6.0,30.0,11.0,1.0,53.5,38.8,69.7,70.5,69.9,45.1,194.0,1.0,44.0,0.7,3.0,430.0,1.0,53.0,93.3,401.0,42.1,181.0,97.5,81.0,4.0,12.8,55.0,574.0,263.0,5.0,10.8,1.43,3.0,119.0,430.0,29971.0,MISSING,8471.000000000002,21.177500000000006,954.0
00-0032508,2017,Lions,0.0190209580838323,,24.0,0.0,0.02,56.30%,Hakeem Valles,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0026008,2016,Lions,0.3017524312487924,,31.0,MISSING,-0.06,52.90%,Matthew Mulligan,TE,-2.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,70.6,64.8,68.8,74.0,44.2,97.3,72.0,0.0,8.0,67.6,50.0,74.0,0.0,2.0,29.7,22.0,1.4,1.0,79.2,2.0,0.0,0.0,0.0,6.0,10.0,5.0,3.0,0.27,50.0,105.0,73.0,5022.4,MISSING,1372.3999999999999,3.4309999999999996,6.0
00-0027725,2016,Lions,0.4358626907966768,,29.0,0.0,-0.06,52.90%,Clay Harbor,TE,0.7,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,70.5,65.8,56.2,72.5,45.4,63.9,46.0,0.0,9.0,15.3,11.0,72.0,0.0,3.0,77.8,56.0,16.7,12.0,93.1,3.0,0.0,12.5,9.0,19.0,17.0,5.7,6.3,0.34,11.0,52.0,67.0,3765.4,MISSING,415.4000000000002,1.0385000000000004,29.0
00-0032562,2016,Lions,0.2919643202163973,,22.0,0.0,-0.06,52.90%,Cole Wick,TE,16.3,0.0,66.7,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,68.3,64.0,69.3,MISSING,61.7,80.0,12.0,0.0,13.0,0.0,0.0,15.0,0.0,2.0,93.3,14.0,13.3,2.0,82.6,3.0,0.0,6.7,1.0,18.0,10.0,5.0,9.0,1.29,0.0,28.0,15.0,1039.5,MISSING,289.49999999999994,0.7237499999999999,28.0
00-0031387,2016,Lions,2.151527017453468,,23.0,0.0,-0.06,52.90%,Eric Ebron,TE,8.3,4.0,69.2,66.7,6.0,9.0,0.0,12.5,9.0,39.0,11.0,0.0,42.7,80.9,65.4,80.8,71.4,60.0,333.0,3.0,61.0,4.9,27.0,555.0,6.0,63.0,89.2,495.0,29.4,163.0,83.3,91.0,1.0,10.6,59.0,734.0,279.0,4.4,11.7,1.48,27.0,193.0,555.0,36297.0,MISSING,8547.000000000004,21.36750000000001,1144.0
00-0029910,2016,Lions,0.4967153989824177,,26.0,0.0,-0.06,52.90%,Timothy Wright,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0029910,2015,Lions,0.4082914572864322,,25.0,0.0,-0.05,43.80%,Tim Wright,TE,9.4,0.0,60.0,MISSING,0.0,0.0,0.0,25.0,3.0,6.0,11.0,0.0,29.2,70.6,47.7,79.5,51.5,34.7,50.0,1.0,26.0,8.3,12.0,144.0,0.0,9.0,84.7,122.0,50.7,73.0,85.3,15.0,2.0,9.7,14.0,77.0,26.0,2.9,8.6,0.63,12.0,43.0,137.0,6534.900000000001,MISSING,-315.0999999999996,-0.7877499999999991,177.0
00-0026996,2015,Lions,2.65214963707426,,30.0,147.7706171424031,-0.05,43.80%,Brandon Pettigrew,TE,5.7,2.0,53.8,MISSING,0.0,0.0,0.0,22.2,2.0,4.0,11.0,0.0,32.2,69.5,58.2,64.8,52.2,69.8,104.0,1.0,21.0,33.6,50.0,149.0,2.0,7.0,66.4,99.0,25.5,38.0,62.0,13.0,1.0,2.7,4.0,67.0,38.0,5.4,9.6,0.68,50.0,137.0,146.0,8497.2,MISSING,1197.2000000000005,2.993000000000001,127.0
00-0031387,2015,Lions,1.9429773869346736,,22.0,486.3993269537819,-0.05,43.80%,Eric Ebron,TE,6.2,4.0,72.3,MISSING,0.0,0.0,1.0,11.3,6.0,27.0,11.0,0.0,48.9,79.0,65.1,50.1,65.7,36.6,162.0,1.0,55.0,7.4,33.0,443.0,3.0,47.0,88.7,393.0,56.0,248.0,116.0,65.0,5.0,6.1,27.0,537.0,299.0,6.4,11.4,1.37,33.0,168.0,437.0,28448.699999999997,MISSING,6598.699999999997,16.49674999999999,907.0
00-0026931,2015,Lions,0.0721140424343941,,29.0,15.437460937244929,-0.05,43.80%,Bear Pascoe,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0030647,2014,Lions,0.0378947368421052,,25.0,0.0,0.1,64.70%,Jordan Thompson,TE,5.0,0.0,0.0,MISSING,0.0,0.0,0.0,100.0,1.0,0.0,11.0,0.0,28.0,MISSING,38.0,MISSING,39.1,28.6,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,7.0,57.1,4.0,0.0,1.0,0.0,14.3,1.0,0.0,0.0,MISSING,MISSING,0.0,0.0,12.0,7.0,266.0,MISSING,-84.0,-0.21,0.0
00-0026298,2014,Lions,0.0756300751879699,,28.0,21.906351447992055,0.1,64.70%,Kellen Davis,TE,12.7,0.0,0.0,MISSING,0.0,0.0,0.0,100.0,1.0,0.0,11.0,0.0,28.0,MISSING,51.0,62.9,39.7,60.8,45.0,0.0,0.0,32.4,24.0,74.0,1.0,0.0,62.2,46.0,33.8,25.0,39.6,3.0,0.0,1.4,1.0,0.0,0.0,MISSING,MISSING,0.0,24.0,70.0,71.0,3621.0,MISSING,71.0,0.1775,0.0
00-0026996,2014,Lions,1.6541353383458646,,29.0,199.46946905061432,0.1,64.70%,Brandon Pettigrew,TE,4.9,1.0,68.8,MISSING,0.0,0.0,0.0,8.3,1.0,5.0,11.0,0.0,60.6,71.5,54.8,57.6,47.2,60.5,193.0,0.0,13.0,30.4,97.0,319.0,5.0,11.0,66.8,213.0,32.6,104.0,80.5,16.0,0.0,6.0,19.0,81.0,41.0,3.7,7.4,0.38,97.0,300.0,316.0,17316.8,MISSING,1516.799999999999,3.7919999999999976,131.0
00-0031387,2014,Lions,1.6745248120300753,,21.0,537.5543907208883,0.1,64.70%,Eric Ebron,TE,8.5,3.0,57.1,MISSING,0.0,0.0,1.0,12.5,4.0,14.0,11.0,0.0,47.7,76.3,56.2,55.9,53.0,39.0,131.0,0.0,22.0,3.9,13.0,336.0,3.0,28.0,92.9,312.0,50.3,169.0,79.4,49.0,1.0,8.9,30.0,269.0,143.0,5.1,9.6,0.86,13.0,144.0,330.0,18546.0,MISSING,2046.000000000001,5.115000000000002,429.0
00-0029883,2014,Lions,0.3753127819548872,,24.0,0.0,0.1,64.70%,Joseph Fauria,TE,8.3,0.0,50.0,MISSING,0.0,0.0,0.0,14.3,1.0,4.0,11.0,0.0,53.8,69.8,68.0,56.0,66.1,40.9,27.0,0.0,26.0,7.6,5.0,66.0,0.0,6.0,84.8,56.0,50.0,33.0,97.2,12.0,1.0,9.1,6.0,74.0,32.0,5.3,12.3,1.32,5.0,51.0,66.0,4488.0,MISSING,1188.0,2.97,134.0
00-0029883,2013,Lions,0.3310404530744336,,23.0,0.0,0.03,43.80%,Joseph Fauria,TE,12.2,1.0,60.0,MISSING,0.0,0.0,0.0,5.3,1.0,14.0,11.0,0.0,69.9,74.1,81.0,49.2,80.4,56.1,110.0,2.0,25.0,6.6,13.0,196.0,2.0,18.0,87.8,172.0,33.2,65.0,92.6,30.0,7.0,10.7,21.0,207.0,45.0,2.5,11.5,1.2,13.0,113.0,196.0,15876.0,MISSING,6076.0,15.19,487.0
00-0027819,2013,Lions,0.1584805825242718,,25.0,14.42725100301978,0.03,43.80%,Dorin Dickerson,TE,8.4,0.0,40.0,MISSING,0.0,0.0,0.0,50.0,2.0,1.0,11.0,0.0,28.0,67.9,62.6,23.1,37.6,60.0,9.0,0.0,26.0,13.3,2.0,15.0,1.0,2.0,80.0,12.0,13.3,2.0,63.8,5.0,0.0,0.0,0.0,34.0,25.0,12.5,17.0,2.83,2.0,30.0,11.0,688.6,MISSING,138.60000000000002,0.34650000000000003,44.0
00-0026996,2013,Lions,2.807443365695793,,28.0,269.25561964048075,0.03,43.80%,Brandon Pettigrew,TE,6.5,2.0,68.3,MISSING,0.0,0.0,2.0,8.9,4.0,19.0,11.0,1.0,58.4,29.7,64.0,73.3,57.5,71.5,394.0,1.0,31.0,21.2,117.0,551.0,6.0,41.0,76.4,421.0,23.8,131.0,92.1,60.0,2.0,0.5,3.0,416.0,197.0,4.8,10.1,0.99,117.0,355.0,528.0,33792.0,MISSING,7392.0,18.48,646.0
00-0029063,2013,Lions,0.0192742718446601,,25.0,0.0,0.03,43.80%,Matt Veldman,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
00-0021756,2012,Lions,0.5016583747927031,,31.0,0.0,-0.03,25.00%,Will Heller,TE,4.5,0.0,77.3,MISSING,0.0,0.0,0.0,5.6,1.0,9.0,11.0,0.0,69.6,74.1,68.2,80.4,57.4,77.2,193.0,0.0,19.0,20.4,51.0,250.0,0.0,17.0,77.6,194.0,6.4,16.0,110.0,22.0,1.0,2.8,7.0,150.0,89.0,5.2,8.8,0.77,51.0,160.0,216.0,14731.2,MISSING,3931.2000000000007,9.828000000000001,260.0
00-0024276,2012,Lions,2.1144278606965177,,29.0,72.71885227806357,-0.03,25.00%,Tony Scheffler,TE,13.0,3.0,50.6,MISSING,0.0,0.0,0.0,12.5,6.0,29.0,11.0,0.0,51.4,78.3,64.5,43.3,64.2,16.1,70.0,6.0,57.0,0.5,2.0,436.0,1.0,42.0,96.8,422.0,65.6,286.0,43.4,83.0,1.0,18.3,80.0,504.0,117.0,2.8,12.0,1.19,2.0,86.0,436.0,28122.0,MISSING,6322.0,15.805,814.0
00-0026996,2012,Lions,1.937189054726368,,27.0,297.57348035509744,-0.03,25.00%,Brandon Pettigrew,TE,6.6,2.0,62.1,MISSING,0.0,0.0,0.0,13.2,9.0,33.0,11.0,4.0,38.2,18.3,60.8,73.3,55.4,87.2,475.0,2.0,24.0,9.9,54.0,545.0,2.0,59.0,87.9,479.0,8.4,46.0,80.5,95.0,3.0,0.7,4.0,567.0,250.0,4.2,9.6,1.18,54.0,224.0,525.0,31920.0,MISSING,5669.999999999998,14.174999999999995,957.0
00-0021756,2011,Lions,1.149186292834891,,30.0,0.0,0.15,58.80%,Will Heller,TE,3.2,0.0,53.8,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,75.6,69.5,65.2,79.6,54.8,54.7,76.0,1.0,12.0,36.7,51.0,139.0,1.0,7.0,61.2,85.0,2.2,3.0,57.2,13.0,1.0,0.0,0.0,52.0,27.0,3.9,7.4,0.61,51.0,134.0,79.0,5150.8,MISSING,1200.8000000000002,3.0020000000000007,112.0
00-0024276,2011,Lions,1.8691588785046729,,28.0,98.16018322436244,0.15,58.80%,Tony Scheffler,TE,11.5,1.0,61.4,MISSING,0.0,0.0,0.0,12.9,4.0,21.0,11.0,0.0,49.1,27.5,76.3,75.2,76.9,20.9,49.0,1.0,36.0,3.4,8.0,234.0,0.0,27.0,91.0,213.0,65.8,154.0,116.9,44.0,6.0,11.5,27.0,354.0,69.0,2.6,13.1,1.66,8.0,99.0,230.0,17549.0,MISSING,6048.999999999999,15.122499999999997,684.0
00-0026996,2011,Lions,1.663551401869159,,26.0,328.86955647900874,0.15,58.80%,Brandon Pettigrew,TE,6.6,5.0,71.3,MISSING,0.0,0.0,0.0,8.4,8.0,38.0,11.0,0.0,60.8,82.6,69.8,75.7,67.7,87.1,659.0,3.0,27.0,17.6,133.0,757.0,11.0,87.0,78.7,596.0,7.1,54.0,93.1,122.0,5.0,0.8,6.0,826.0,362.0,4.2,9.5,1.39,133.0,336.0,719.0,50186.2,70.90077821011673,14236.199999999997,35.59049999999999,1306.0
00-0021756,2010,Lions,1.124660975609756,,29.0,0.0,-0.01,37.50%,Will Heller,TE,1.6,0.0,80.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,72.1,67.0,74.6,74.7,53.6,69.0,40.0,0.0,13.0,15.5,9.0,58.0,1.0,4.0,79.3,46.0,8.6,5.0,137.1,5.0,1.0,5.2,3.0,37.0,35.0,8.8,9.3,0.8,9.0,106.0,48.0,3580.7999999999997,MISSING,1180.7999999999997,2.9519999999999995,67.0
00-0024276,2010,Lions,1.36260162601626,,27.0,132.50238787867983,-0.01,37.50%,Tony Scheffler,TE,7.3,1.0,68.2,MISSING,0.0,0.0,0.0,6.3,3.0,24.0,11.0,1.0,77.3,34.9,67.7,58.1,67.6,44.8,139.0,4.0,25.0,3.5,11.0,310.0,2.0,45.0,92.3,286.0,43.9,136.0,62.6,66.0,1.0,8.7,27.0,378.0,166.0,3.7,8.4,1.32,11.0,99.0,302.0,20445.4,MISSING,5345.400000000001,13.363500000000002,638.0
00-0026996,2010,Lions,3.133943089430894,,25.0,363.4570696610371,-0.01,37.50%,Brandon Pettigrew,TE,5.5,7.0,68.9,MISSING,0.0,0.0,0.0,14.5,12.0,35.0,11.0,0.0,32.1,81.4,65.0,71.8,55.5,86.0,504.0,2.0,35.0,12.5,73.0,586.0,10.0,71.0,83.3,488.0,9.7,57.0,93.6,103.0,4.0,0.3,2.0,722.0,378.0,5.3,10.2,1.48,73.0,367.0,563.0,36595.0,MISSING,8445.0,21.1125,1152.0
00-0038809,2024,Packers,0.3582615505090055,,24.0,0.0,0.1652537339,61.10%,Ben Sims,TE,6.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,72.1,67.0,54.4,75.5,56.1,75.7,53.0,0.0,28.0,8.6,6.0,70.0,0.0,4.0,90.0,63.0,10.0,7.0,110.4,4.0,0.0,8.6,6.0,42.0,18.0,4.5,10.5,0.67,6.0,154.0,66.0,3590.4,MISSING,290.3999999999999,0.7259999999999998,52.0
