player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Marcus Williams,67.71,58.76,73.47,188.0,Texans,Texans,85,Starter,26,CB,Cornerback,2017
Kareem Jackson,67.62,57.9,70.57,868.0,Texans,Texans,86,Starter,27,CB,Cornerback,2017
Darrelle Revis,67.49,59.57,74.53,238.0,Chiefs,Chiefs,87,Starter,28,CB,Cornerback,2017
Eli Apple,67.24,59.11,72.79,649.0,Giants,Giants,88,Starter,29,CB,Cornerback,2017
Vernon Hargreaves III,67.22,63.59,70.02,502.0,Buccaneers,Buccaneers,89,Starter,30,CB,Cornerback,2017
Pierre Desir,67.14,59.39,76.27,375.0,Colts,Colts,90,Starter,31,CB,Cornerback,2017
LeShaun Sims,66.75,63.46,70.24,428.0,Titans,Titans,91,Starter,32,CB,Cornerback,2017
D.J. Hayden,66.51,58.77,69.07,489.0,Lions,Lions,92,Starter,33,CB,Cornerback,2017
Leonard Johnson,66.19,60.74,70.02,705.0,Bills,Bills,93,Starter,34,CB,Cornerback,2017
Nate Hairston,66.13,57.9,69.54,537.0,Colts,Colts,94,Starter,35,CB,Cornerback,2017
Tye Smith,66.02,62.16,69.62,228.0,Titans,Titans,95,Starter,36,CB,Cornerback,2017
Morris Claiborne,65.94,58.3,70.93,919.0,Jets,Jets,96,Starter,37,CB,Cornerback,2017
Dexter McDonald,65.85,62.41,71.8,534.0,Raiders,Raiders,97,Starter,38,CB,Cornerback,2017
Eric Rowe,65.76,57.7,72.07,427.0,Patriots,Patriots,98,Starter,39,CB,Cornerback,2017
Adam Jones,65.5,57.64,70.42,299.0,Bengals,Bengals,99,Starter,40,CB,Cornerback,2017
Kenneth Acker,65.35,58.54,71.14,210.0,Chiefs,Chiefs,100,Starter,41,CB,Cornerback,2017
James Bradberry,65.34,55.3,69.03,1044.0,Panthers,Panthers,101,Starter,42,CB,Cornerback,2017
Mike Jordan,65.14,61.31,72.77,210.0,Browns,Browns,102,Starter,43,CB,Cornerback,2017
Jamar Taylor,64.98,62.7,64.0,966.0,Browns,Browns,103,Starter,44,CB,Cornerback,2017
Lardarius Webb,64.36,52.76,68.12,374.0,Ravens,Ravens,104,Starter,45,CB,Cornerback,2017
Justin Bethel,64.19,53.23,70.88,456.0,Cardinals,Cardinals,105,Starter,46,CB,Cornerback,2017
Maurice Canady,64.19,61.43,67.06,320.0,Ravens,Ravens,106,Starter,47,CB,Cornerback,2017
Darryl Morris,63.8,59.96,72.0,114.0,Giants,Giants,107,Starter,48,CB,Cornerback,2017
Mackensie Alexander,63.74,55.42,67.85,385.0,Vikings,Vikings,108,Starter,49,CB,Cornerback,2017
Kevon Seymour,63.64,51.82,69.06,317.0,Panthers,Panthers,109,Starter,50,CB,Cornerback,2017
Johnson Bademosi,63.0,58.33,70.91,224.0,Patriots,Patriots,110,Starter,51,CB,Cornerback,2017
Alterraun Verner,62.66,56.49,70.0,157.0,Dolphins,Dolphins,111,Starter,52,CB,Cornerback,2017
Cordrea Tankersley,62.57,59.47,65.67,638.0,Dolphins,Dolphins,112,Starter,53,CB,Cornerback,2017
Nevin Lawson,62.14,53.36,65.39,555.0,Lions,Lions,113,Starter,54,CB,Cornerback,2017
Sterling Moore,61.68,56.28,67.27,108.0,Saints,Saints,114,Rotation/backup,1,CB,Cornerback,2017
Rashard Robinson,61.55,49.81,69.9,499.0,Jets,Jets,115,Rotation/backup,2,CB,Cornerback,2017
Quinten Rollins,61.53,56.18,67.18,139.0,Packers,Packers,116,Rotation/backup,3,CB,Cornerback,2017
Leon Hall,61.49,53.99,67.1,205.0,49ers,49ers,117,Rotation/backup,4,CB,Cornerback,2017
Brice McCain,61.37,49.43,66.09,416.0,Titans,Titans,118,Rotation/backup,5,CB,Cornerback,2017
Coty Sensabaugh,60.87,55.94,67.08,242.0,Steelers,Steelers,119,Rotation/backup,6,CB,Cornerback,2017
Dontae Johnson,60.63,48.9,66.37,1026.0,49ers,49ers,120,Rotation/backup,7,CB,Cornerback,2017
Lenzy Pipkins,60.55,60.32,72.51,122.0,Packers,Packers,121,Rotation/backup,8,CB,Cornerback,2017
Marcus Cooper,60.5,49.9,67.47,246.0,Bears,Bears,122,Rotation/backup,9,CB,Cornerback,2017
Jeremy Lane,59.89,47.63,67.65,346.0,Seahawks,Seahawks,123,Rotation/backup,10,CB,Cornerback,2017
Ryan Smith,59.73,58.98,58.66,598.0,Buccaneers,Buccaneers,124,Rotation/backup,11,CB,Cornerback,2017
Keith Reaser,59.0,58.28,67.81,100.0,Chiefs,Chiefs,125,Rotation/backup,12,CB,Cornerback,2017
Orlando Scandrick,58.96,49.81,64.44,614.0,Cowboys,Cowboys,126,Rotation/backup,13,CB,Cornerback,2017
Kevin King,58.91,51.45,67.02,380.0,Packers,Packers,127,Rotation/backup,14,CB,Cornerback,2017
David Amerson,58.83,45.22,69.16,287.0,Raiders,Raiders,128,Rotation/backup,15,CB,Cornerback,2017
Javien Elliott,58.48,61.52,60.49,130.0,Buccaneers,Buccaneers,129,Rotation/backup,16,CB,Cornerback,2017
Juston Burris,58.11,52.24,64.89,334.0,Jets,Jets,130,Rotation/backup,17,CB,Cornerback,2017
Josh Hawkins,57.78,53.51,62.2,402.0,Packers,Packers,131,Rotation/backup,18,CB,Cornerback,2017
Phillip Gaines,55.89,46.3,65.51,420.0,Chiefs,Chiefs,132,Rotation/backup,19,CB,Cornerback,2017
Brandon Dixon,55.06,53.13,66.58,257.0,Giants,Giants,133,Rotation/backup,20,CB,Cornerback,2017
Kevin Johnson,53.26,40.0,63.14,579.0,Texans,Texans,134,Rotation/backup,21,CB,Cornerback,2017
Cameron Sutton,52.15,59.2,61.79,113.0,Steelers,Steelers,135,Rotation/backup,22,CB,Cornerback,2017
Brendan Langley,45.0,46.8,47.85,107.0,Broncos,Broncos,136,Rotation/backup,23,CB,Cornerback,2017
Aaron Donald,93.61,89.92,92.42,856.0,Rams,Rams,1,Elite,1,DI,Defensive Interior,2017
Kawann Short,88.82,86.32,86.32,743.0,Panthers,Panthers,2,Elite,2,DI,Defensive Interior,2017
Geno Atkins,88.27,85.84,85.73,754.0,Bengals,Bengals,3,Elite,3,DI,Defensive Interior,2017
J.J. Watt,86.97,79.87,97.33,217.0,Texans,Texans,4,Elite,4,DI,Defensive Interior,2017
Jurrell Casey,86.82,88.4,81.91,988.0,Titans,Titans,5,Elite,5,DI,Defensive Interior,2017
Leonard Williams,86.32,88.58,80.65,877.0,Jets,Jets,6,Elite,6,DI,Defensive Interior,2017
Ndamukong Suh,85.58,86.61,80.72,877.0,Dolphins,Dolphins,7,Elite,7,DI,Defensive Interior,2017
Malik Jackson,85.47,84.27,82.11,922.0,Jaguars,Jaguars,8,Elite,8,DI,Defensive Interior,2017
Fletcher Cox,84.67,88.37,78.04,783.0,Eagles,Eagles,9,Elite,9,DI,Defensive Interior,2017
Damon Harrison Sr.,84.42,82.59,81.47,644.0,Giants,Giants,10,Elite,10,DI,Defensive Interior,2017
Mike Daniels,83.89,80.7,82.89,629.0,Packers,Packers,11,Elite,11,DI,Defensive Interior,2017
Akiem Hicks,83.22,81.12,80.46,900.0,Bears,Bears,12,Elite,12,DI,Defensive Interior,2017
Michael Pierce,83.22,80.28,81.01,594.0,Ravens,Ravens,13,Elite,13,DI,Defensive Interior,2017
Linval Joseph,83.21,85.25,78.31,759.0,Vikings,Vikings,14,Elite,14,DI,Defensive Interior,2017
Kenny Clark,83.13,84.63,78.61,684.0,Packers,Packers,15,Elite,15,DI,Defensive Interior,2017
DeForest Buckner,82.66,88.08,75.26,867.0,49ers,49ers,16,Elite,16,DI,Defensive Interior,2017
Olsen Pierre,82.56,61.71,94.38,351.0,Cardinals,Cardinals,17,Elite,17,DI,Defensive Interior,2017
Gerald McCoy,81.74,86.95,75.14,807.0,Buccaneers,Buccaneers,18,Elite,18,DI,Defensive Interior,2017
Marcell Dareus,81.62,81.73,80.08,540.0,Jaguars,Jaguars,19,Elite,19,DI,Defensive Interior,2017
Cameron Heyward,81.58,83.1,79.21,835.0,Steelers,Steelers,20,Elite,20,DI,Defensive Interior,2017
Larry Ogunjobi,81.27,73.79,84.17,300.0,Browns,Browns,21,Elite,21,DI,Defensive Interior,2017
Grady Jarrett,80.23,73.75,80.58,896.0,Falcons,Falcons,22,Elite,22,DI,Defensive Interior,2017
Malcom Brown,80.15,76.9,78.15,682.0,Patriots,Patriots,23,Elite,23,DI,Defensive Interior,2017
David Irving,78.77,73.97,82.8,338.0,Cowboys,Cowboys,24,Good,1,DI,Defensive Interior,2017
Vincent Taylor,78.19,71.59,82.59,185.0,Dolphins,Dolphins,25,Good,2,DI,Defensive Interior,2017
Johnathan Hankins,78.19,76.59,77.07,687.0,Colts,Colts,26,Good,3,DI,Defensive Interior,2017
Michael Brockers,78.14,79.51,73.7,751.0,Rams,Rams,27,Good,4,DI,Defensive Interior,2017
Muhammad Wilkerson,77.96,67.97,82.64,698.0,Jets,Jets,28,Good,5,DI,Defensive Interior,2017
Stephon Tuitt,77.56,78.48,74.34,627.0,Steelers,Steelers,29,Good,6,DI,Defensive Interior,2017
Sheldon Richardson,77.25,68.43,81.04,654.0,Seahawks,Seahawks,30,Good,7,DI,Defensive Interior,2017
Dean Lowry,77.15,69.8,77.88,493.0,Packers,Packers,31,Good,8,DI,Defensive Interior,2017
DJ Reader,77.13,76.36,74.77,526.0,Texans,Texans,32,Good,9,DI,Defensive Interior,2017
Brandon Williams,77.0,72.18,78.13,475.0,Ravens,Ravens,33,Good,10,DI,Defensive Interior,2017
Timmy Jernigan,76.57,68.24,78.15,586.0,Eagles,Eagles,34,Good,11,DI,Defensive Interior,2017
Danny Shelton,76.33,75.31,73.88,469.0,Browns,Browns,35,Good,12,DI,Defensive Interior,2017
Steve McLendon,75.53,65.79,79.43,488.0,Jets,Jets,36,Good,13,DI,Defensive Interior,2017
Bennie Logan,74.95,62.0,80.77,617.0,Chiefs,Chiefs,37,Good,14,DI,Defensive Interior,2017
Javon Hargrave,74.85,69.25,74.42,478.0,Steelers,Steelers,38,Good,15,DI,Defensive Interior,2017
Abry Jones,74.54,68.11,75.18,579.0,Jaguars,Jaguars,39,Good,16,DI,Defensive Interior,2017
Eddie Goldman,74.5,71.6,76.11,608.0,Bears,Bears,40,Good,17,DI,Defensive Interior,2017
Lawrence Guy Sr.,74.2,62.06,78.12,715.0,Patriots,Patriots,41,Good,18,DI,Defensive Interior,2017
Shelby Harris,73.79,70.72,77.61,516.0,Broncos,Broncos,42,Starter,1,DI,Defensive Interior,2017
Derek Wolfe,73.56,67.81,76.66,458.0,Broncos,Broncos,43,Starter,2,DI,Defensive Interior,2017
Henry Anderson,73.33,71.82,76.83,380.0,Colts,Colts,44,Starter,3,DI,Defensive Interior,2017
Corey Liuget,73.33,69.97,74.53,415.0,Chargers,Chargers,45,Starter,4,DI,Defensive Interior,2017
Chris Baker,73.16,59.89,78.35,455.0,Buccaneers,Buccaneers,46,Starter,5,DI,Defensive Interior,2017
Dalvin Tomlinson,73.09,75.09,67.59,588.0,Giants,Giants,47,Starter,6,DI,Defensive Interior,2017
Kyle Williams,72.82,60.64,79.17,801.0,Bills,Bills,48,Starter,7,DI,Defensive Interior,2017
Sheldon Day,72.66,63.22,77.38,320.0,49ers,49ers,49,Starter,8,DI,Defensive Interior,2017
Jonathan Allen,72.02,71.07,84.46,159.0,Commanders,Commanders,50,Starter,9,DI,Defensive Interior,2017
Mike Pennel,71.47,59.34,75.59,301.0,Jets,Jets,51,Starter,10,DI,Defensive Interior,2017
Karl Klug,70.94,59.23,75.22,363.0,Titans,Titans,52,Starter,11,DI,Defensive Interior,2017
A'Shawn Robinson,70.91,63.83,71.47,735.0,Lions,Lions,53,Starter,12,DI,Defensive Interior,2017
Caleb Brantley,70.86,59.02,78.76,217.0,Browns,Browns,54,Starter,13,DI,Defensive Interior,2017
Al Woods,70.84,62.16,74.13,564.0,Colts,Colts,55,Starter,14,DI,Defensive Interior,2017
Zach Kerr,70.82,62.35,76.99,249.0,Broncos,Broncos,56,Starter,15,DI,Defensive Interior,2017
Stacy McGee,70.77,67.26,70.83,432.0,Commanders,Commanders,57,Starter,16,DI,Defensive Interior,2017
Datone Jones,70.48,59.04,78.84,204.0,Cowboys,Cowboys,58,Starter,17,DI,Defensive Interior,2017
Denico Autry,70.46,59.08,74.3,594.0,Raiders,Raiders,59,Starter,18,DI,Defensive Interior,2017
Dontari Poe,70.33,68.02,67.71,880.0,Falcons,Falcons,60,Starter,19,DI,Defensive Interior,2017
Eli Ankou,70.27,59.86,80.35,172.0,Jaguars,Jaguars,61,Starter,20,DI,Defensive Interior,2017
DaQuan Jones,70.16,67.89,69.59,436.0,Titans,Titans,62,Starter,21,DI,Defensive Interior,2017
Mario Edwards Jr.,70.06,63.3,75.92,475.0,Raiders,Raiders,63,Starter,22,DI,Defensive Interior,2017
Hassan Ridgeway,69.84,61.57,73.13,177.0,Colts,Colts,64,Starter,23,DI,Defensive Interior,2017
Justin Ellis,69.8,67.93,67.71,462.0,Raiders,Raiders,65,Starter,24,DI,Defensive Interior,2017
Jarran Reed,69.56,61.83,71.2,616.0,Seahawks,Seahawks,66,Starter,25,DI,Defensive Interior,2017
Sylvester Williams,69.54,64.18,68.95,410.0,Titans,Titans,67,Starter,26,DI,Defensive Interior,2017
Christian Covington,69.44,66.96,71.61,166.0,Texans,Texans,68,Starter,27,DI,Defensive Interior,2017
Beau Allen,69.36,57.58,73.05,496.0,Eagles,Eagles,69,Starter,28,DI,Defensive Interior,2017
Ricky Jean Francois,69.3,58.15,73.09,206.0,Patriots,Patriots,70,Starter,29,DI,Defensive Interior,2017
Star Lotulelei,69.2,57.22,73.02,621.0,Panthers,Panthers,71,Starter,30,DI,Defensive Interior,2017
Jonathan Bullard,68.49,58.62,71.69,437.0,Bears,Bears,72,Starter,31,DI,Defensive Interior,2017
Rodney Gunter,68.25,59.82,69.71,291.0,Cardinals,Cardinals,73,Starter,32,DI,Defensive Interior,2017
Adolphus Washington,67.98,55.03,72.83,535.0,Bills,Bills,74,Starter,33,DI,Defensive Interior,2017
Roy Robertson-Harris,67.96,57.92,74.65,212.0,Bears,Bears,75,Starter,34,DI,Defensive Interior,2017
Vernon Butler,67.92,63.09,69.98,312.0,Panthers,Panthers,76,Starter,35,DI,Defensive Interior,2017
Brent Urban,67.89,61.14,77.08,123.0,Ravens,Ravens,77,Starter,36,DI,Defensive Interior,2017
Carl Davis Jr.,67.81,58.0,72.0,300.0,Ravens,Ravens,78,Starter,37,DI,Defensive Interior,2017
