player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Reggie Corner,59.56,53.72,66.45,128.0,Bills,Bills,103,Rotation/backup,7,CB,Cornerback,2011
Prince Amukamara,59.3,59.75,62.13,199.0,Giants,Giants,104,Rotation/backup,8,CB,Cornerback,2011
Dante Hughes,58.87,51.56,62.71,429.0,Chargers,Chargers,105,Rotation/backup,9,CB,Cornerback,2011
Marcus Trufant,58.52,52.02,66.51,268.0,Seahawks,Seahawks,106,Rotation/backup,10,CB,Cornerback,2011
Marcus Sherels,58.08,48.98,63.23,296.0,Vikings,Vikings,107,Rotation/backup,11,CB,Cornerback,2011
Chris Johnson,57.34,47.92,68.83,157.0,Raiders,Raiders,108,Rotation/backup,12,CB,Cornerback,2011
Kevin Thomas,57.29,58.27,59.77,428.0,Colts,Colts,109,Rotation/backup,13,CB,Cornerback,2011
Zackary Bowman,57.25,54.48,61.44,106.0,Bears,Bears,110,Rotation/backup,14,CB,Cornerback,2011
Asher Allen,56.45,45.79,63.18,520.0,Vikings,Vikings,111,Rotation/backup,15,CB,Cornerback,2011
Kelvin Hayden,56.06,44.77,66.59,218.0,Falcons,Falcons,112,Rotation/backup,16,CB,Cornerback,2011
Cassius Vaughn,55.35,52.68,65.2,232.0,Broncos,Broncos,113,Rotation/backup,17,CB,Cornerback,2011
Kevin Rutland,52.35,50.01,60.61,266.0,Jaguars,Jaguars,114,Rotation/backup,18,CB,Cornerback,2011
Ashton Youboty,48.49,47.92,55.5,301.0,Jaguars,Jaguars,115,Rotation/backup,19,CB,Cornerback,2011
Terrence Johnson,48.43,51.31,49.64,277.0,Colts,Colts,116,Rotation/backup,20,CB,Cornerback,2011
Justin King,46.6,40.0,52.57,706.0,Rams,Rams,117,Rotation/backup,21,CB,Cornerback,2011
Chimdi Chekwa,45.0,52.2,49.52,123.0,Raiders,Raiders,118,Rotation/backup,22,CB,Cornerback,2011
J.J. Watt,91.35,86.43,90.46,878.0,Texans,Texans,1,Elite,1,DI,Defensive Interior,2011
Geno Atkins,87.07,84.95,84.32,772.0,Bengals,Bengals,2,Elite,2,DI,Defensive Interior,2011
Justin Smith,85.82,84.51,82.53,1096.0,49ers,49ers,3,Elite,3,DI,Defensive Interior,2011
Haloti Ngata,83.04,85.72,77.08,918.0,Ravens,Ravens,4,Elite,4,DI,Defensive Interior,2011
Marcell Dareus,82.87,79.2,81.15,734.0,Bills,Bills,5,Elite,5,DI,Defensive Interior,2011
Calais Campbell,81.77,72.25,84.34,998.0,Cardinals,Cardinals,6,Elite,6,DI,Defensive Interior,2011
Antonio Garay,80.76,65.82,86.55,530.0,Chargers,Chargers,7,Elite,7,DI,Defensive Interior,2011
Sammie Lee Hill,78.64,69.61,80.87,452.0,Lions,Lions,8,Good,1,DI,Defensive Interior,2011
Jurrell Casey,78.01,71.5,78.19,654.0,Titans,Titans,9,Good,2,DI,Defensive Interior,2011
Ndamukong Suh,78.01,69.56,80.13,809.0,Lions,Lions,10,Good,3,DI,Defensive Interior,2011
Sione Pouha,78.01,74.74,76.02,619.0,Jets,Jets,11,Good,4,DI,Defensive Interior,2011
Cullen Jenkins,77.46,65.09,81.93,631.0,Eagles,Eagles,12,Good,5,DI,Defensive Interior,2011
Brodrick Bunkley,77.15,69.59,78.4,528.0,Broncos,Broncos,13,Good,6,DI,Defensive Interior,2011
Richard Seymour,76.94,71.22,77.75,845.0,Raiders,Raiders,14,Good,7,DI,Defensive Interior,2011
David Carter,76.93,67.88,78.8,240.0,Cardinals,Cardinals,15,Good,8,DI,Defensive Interior,2011
Vonnie Holliday,76.87,60.87,83.75,152.0,Cardinals,Cardinals,16,Good,9,DI,Defensive Interior,2011
Tyson Jackson,76.52,73.33,75.64,595.0,Chiefs,Chiefs,17,Good,10,DI,Defensive Interior,2011
Kevin Williams,76.37,78.21,72.27,822.0,Vikings,Vikings,18,Good,11,DI,Defensive Interior,2011
Paul Soliai,76.23,68.92,76.93,436.0,Dolphins,Dolphins,19,Good,12,DI,Defensive Interior,2011
Muhammad Wilkerson,76.17,59.97,82.8,599.0,Jets,Jets,20,Good,13,DI,Defensive Interior,2011
Sean Lissemore,76.13,60.56,82.35,275.0,Cowboys,Cowboys,21,Good,14,DI,Defensive Interior,2011
Cory Redding,75.71,60.54,81.65,608.0,Ravens,Ravens,22,Good,15,DI,Defensive Interior,2011
Derek Landri,74.98,68.83,77.51,348.0,Eagles,Eagles,23,Good,16,DI,Defensive Interior,2011
Ray McDonald,74.67,73.93,70.99,983.0,49ers,49ers,24,Good,17,DI,Defensive Interior,2011
John Henderson,74.63,71.18,77.44,343.0,Raiders,Raiders,25,Good,18,DI,Defensive Interior,2011
Steve McLendon,74.51,66.86,80.78,217.0,Steelers,Steelers,26,Good,19,DI,Defensive Interior,2011
Alan Branch,74.44,71.06,73.18,673.0,Seahawks,Seahawks,27,Good,20,DI,Defensive Interior,2011
Kenyon Coleman,73.93,57.71,80.57,413.0,Cowboys,Cowboys,28,Starter,1,DI,Defensive Interior,2011
Cam Thomas,73.86,65.96,78.86,380.0,Chargers,Chargers,29,Starter,2,DI,Defensive Interior,2011
Kyle Williams,73.68,63.97,83.15,218.0,Bills,Bills,30,Starter,3,DI,Defensive Interior,2011
Chris Canty,73.66,69.82,72.06,822.0,Giants,Giants,31,Starter,4,DI,Defensive Interior,2011
Vince Wilfork,73.47,62.82,76.41,1149.0,Patriots,Patriots,32,Starter,5,DI,Defensive Interior,2011
Randy Starks,73.01,66.21,73.37,657.0,Dolphins,Dolphins,33,Starter,6,DI,Defensive Interior,2011
Nick Fairley,72.99,68.53,77.0,263.0,Lions,Lions,34,Starter,7,DI,Defensive Interior,2011
Glenn Dorsey,72.98,68.85,72.21,623.0,Chiefs,Chiefs,35,Starter,8,DI,Defensive Interior,2011
Karl Klug,72.87,61.17,76.51,507.0,Titans,Titans,36,Starter,9,DI,Defensive Interior,2011
Mike Devito,72.83,65.28,76.29,452.0,Jets,Jets,37,Starter,10,DI,Defensive Interior,2011
Henry Melton,72.14,59.74,76.89,621.0,Bears,Bears,38,Starter,11,DI,Defensive Interior,2011
Cameron Heyward,71.81,58.6,76.45,242.0,Steelers,Steelers,39,Starter,12,DI,Defensive Interior,2011
Brandon Mebane,71.52,63.78,73.3,734.0,Seahawks,Seahawks,40,Starter,13,DI,Defensive Interior,2011
Leger Douzable,71.2,63.87,72.31,420.0,Jaguars,Jaguars,41,Starter,14,DI,Defensive Interior,2011
Linval Joseph,71.08,63.23,76.44,746.0,Giants,Giants,42,Starter,15,DI,Defensive Interior,2011
Tommy Kelly,70.92,64.59,70.97,840.0,Raiders,Raiders,43,Starter,16,DI,Defensive Interior,2011
Kellen Heard,70.76,55.94,77.51,254.0,Bills,Bills,44,Starter,17,DI,Defensive Interior,2011
Wallace Gilberry,70.65,58.34,74.69,366.0,Chiefs,Chiefs,45,Starter,18,DI,Defensive Interior,2011
Ropati Pitoitua,70.57,55.11,78.8,338.0,Jets,Jets,46,Starter,19,DI,Defensive Interior,2011
Earl Mitchell,70.46,57.64,75.22,320.0,Texans,Texans,47,Starter,20,DI,Defensive Interior,2011
Jay Ratliff,70.39,65.83,69.27,722.0,Cowboys,Cowboys,48,Starter,21,DI,Defensive Interior,2011
Brett Keisel,70.33,65.4,70.88,769.0,Steelers,Steelers,49,Starter,22,DI,Defensive Interior,2011
Ricky Jean Francois,70.27,63.36,70.71,306.0,49ers,49ers,50,Starter,23,DI,Defensive Interior,2011
Tony Hargrove,70.18,61.27,73.39,298.0,Seahawks,Seahawks,51,Starter,24,DI,Defensive Interior,2011
Jason Hatcher,70.13,58.13,77.1,416.0,Cowboys,Cowboys,52,Starter,25,DI,Defensive Interior,2011
Ahtyba Rubin,69.91,61.97,71.03,929.0,Browns,Browns,53,Starter,26,DI,Defensive Interior,2011
C.J. Wilson,69.77,55.59,75.05,405.0,Packers,Packers,54,Starter,27,DI,Defensive Interior,2011
Shaun Smith,69.67,54.87,76.02,283.0,Titans,Titans,55,Starter,28,DI,Defensive Interior,2011
Fred Evans,69.54,57.3,76.67,293.0,Vikings,Vikings,56,Starter,29,DI,Defensive Interior,2011
Stephen Bowen,69.08,56.22,73.49,793.0,Commanders,Commanders,57,Starter,30,DI,Defensive Interior,2011
Mike Patterson,68.79,57.79,72.61,638.0,Eagles,Eagles,58,Starter,31,DI,Defensive Interior,2011
Vance Walker,68.79,55.97,73.17,384.0,Falcons,Falcons,59,Starter,32,DI,Defensive Interior,2011
Christian Ballard,68.7,58.16,71.56,237.0,Vikings,Vikings,60,Starter,33,DI,Defensive Interior,2011
Amobi Okoye,68.66,60.58,69.88,593.0,Bears,Bears,61,Starter,34,DI,Defensive Interior,2011
Phil Taylor Sr.,68.63,58.2,71.42,732.0,Browns,Browns,62,Starter,35,DI,Defensive Interior,2011
Ryan Pickett,68.62,56.26,73.34,499.0,Packers,Packers,63,Starter,36,DI,Defensive Interior,2011
Domata Peko Sr.,68.58,55.23,73.31,687.0,Bengals,Bengals,64,Starter,37,DI,Defensive Interior,2011
Shaun Cody,68.55,56.17,72.63,437.0,Texans,Texans,65,Starter,38,DI,Defensive Interior,2011
C.J. Mosley,68.49,57.39,75.5,318.0,Jaguars,Jaguars,66,Starter,39,DI,Defensive Interior,2011
Darnell Dockett,68.46,54.47,74.0,1001.0,Cardinals,Cardinals,67,Starter,40,DI,Defensive Interior,2011
Dan Williams,68.39,67.23,69.29,237.0,Cardinals,Cardinals,68,Starter,41,DI,Defensive Interior,2011
Letroy Guion,68.34,61.77,68.94,483.0,Vikings,Vikings,69,Starter,42,DI,Defensive Interior,2011
Antonio Smith,68.04,53.27,73.72,808.0,Texans,Texans,70,Starter,43,DI,Defensive Interior,2011
Gerald McCoy,67.98,72.59,68.43,218.0,Buccaneers,Buccaneers,71,Starter,44,DI,Defensive Interior,2011
Stephen Paea,67.77,62.23,72.5,309.0,Bears,Bears,72,Starter,45,DI,Defensive Interior,2011
Tony McDaniel,67.44,55.62,74.16,325.0,Dolphins,Dolphins,73,Starter,46,DI,Defensive Interior,2011
Marcus Thomas,67.05,55.32,72.0,604.0,Broncos,Broncos,74,Starter,47,DI,Defensive Interior,2011
Chris Neild,67.04,57.62,70.19,160.0,Commanders,Commanders,75,Starter,48,DI,Defensive Interior,2011
Red Bryant,66.87,61.16,70.02,707.0,Seahawks,Seahawks,76,Starter,49,DI,Defensive Interior,2011
Shaun Ellis,66.86,52.04,72.57,415.0,Patriots,Patriots,77,Starter,50,DI,Defensive Interior,2011
Tim Jamison,66.8,54.95,70.54,366.0,Texans,Texans,78,Starter,51,DI,Defensive Interior,2011
Gary Gibson,66.7,62.87,65.08,384.0,Rams,Rams,79,Starter,52,DI,Defensive Interior,2011
Pat Sims,66.41,54.84,73.99,291.0,Bengals,Bengals,80,Starter,53,DI,Defensive Interior,2011
Adam Carriker,66.2,52.51,71.16,604.0,Commanders,Commanders,81,Starter,54,DI,Defensive Interior,2011
Jonathan Babineaux,66.19,61.09,66.72,593.0,Falcons,Falcons,82,Starter,55,DI,Defensive Interior,2011
Sedrick Ellis,65.94,63.19,63.61,791.0,Saints,Saints,83,Starter,56,DI,Defensive Interior,2011
Terrance Knighton,65.82,59.84,67.59,528.0,Jaguars,Jaguars,84,Starter,57,DI,Defensive Interior,2011
Andre Neblett,65.77,56.37,73.98,369.0,Panthers,Panthers,85,Starter,58,DI,Defensive Interior,2011
Rocky Bernard,65.58,55.19,69.13,457.0,Giants,Giants,86,Starter,59,DI,Defensive Interior,2011
Corey Peters,65.48,52.71,69.82,657.0,Falcons,Falcons,87,Starter,60,DI,Defensive Interior,2011
Kyle Love,65.37,57.6,68.73,681.0,Patriots,Patriots,88,Starter,61,DI,Defensive Interior,2011
Barry Cofield,65.27,58.16,65.85,762.0,Commanders,Commanders,89,Starter,62,DI,Defensive Interior,2011
Isaac Sopoaga,65.1,54.8,67.8,482.0,49ers,49ers,90,Starter,63,DI,Defensive Interior,2011
Kendall Langford,65.06,56.04,66.91,538.0,Dolphins,Dolphins,91,Starter,64,DI,Defensive Interior,2011
Tommie Harris,64.9,58.39,67.03,274.0,Chargers,Chargers,92,Starter,65,DI,Defensive Interior,2011
Jared Odrick,64.77,61.71,68.51,580.0,Dolphins,Dolphins,93,Starter,66,DI,Defensive Interior,2011
Tyson Alualu,64.73,53.31,68.18,851.0,Jaguars,Jaguars,94,Starter,67,DI,Defensive Interior,2011
Anthony Adams,64.32,52.53,71.26,280.0,Bears,Bears,95,Starter,68,DI,Defensive Interior,2011
Allen Bailey,64.31,58.69,64.92,289.0,Chiefs,Chiefs,96,Starter,69,DI,Defensive Interior,2011
Peria Jerry,64.24,52.93,67.62,362.0,Falcons,Falcons,97,Starter,70,DI,Defensive Interior,2011
Corey Williams,64.17,51.92,68.17,745.0,Lions,Lions,98,Starter,71,DI,Defensive Interior,2011
Brandon Deaderick,63.74,54.24,70.2,376.0,Patriots,Patriots,99,Starter,72,DI,Defensive Interior,2011
Trevor Laws,63.56,54.79,66.54,342.0,Eagles,Eagles,100,Starter,73,DI,Defensive Interior,2011
Jacques Cesaire,63.24,49.36,70.92,242.0,Chargers,Chargers,101,Starter,74,DI,Defensive Interior,2011
Marcus Spears,63.09,52.5,69.11,385.0,Cowboys,Cowboys,102,Starter,75,DI,Defensive Interior,2011
Brian Price,63.03,53.37,70.25,494.0,Buccaneers,Buccaneers,103,Starter,76,DI,Defensive Interior,2011
B.J. Raji,62.89,54.71,64.17,924.0,Packers,Packers,104,Starter,77,DI,Defensive Interior,2011
Josh Price-Brent,62.84,63.42,61.53,133.0,Cowboys,Cowboys,105,Starter,78,DI,Defensive Interior,2011
