player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Chris Scott,67.9,55.0,72.34,537.0,Panthers,Panthers,74,Starter,13,G,Guard,2013
Mike McGlynn,67.74,55.8,71.53,1019.0,Colts,Colts,75,Starter,14,G,Guard,2013
Chris Snee,67.3,54.1,71.93,187.0,Giants,Giants,76,Starter,15,G,Guard,2013
Tim Lelito,62.16,52.8,64.24,159.0,Saints,Saints,77,Starter,16,G,Guard,2013
Will Rackley,60.98,44.3,67.94,649.0,Jaguars,Jaguars,78,Rotation/backup,1,G,Guard,2013
Lucas Nix,57.68,38.7,66.17,642.0,Raiders,Raiders,79,Rotation/backup,2,G,Guard,2013
Andre Ellington,82.91,84.2,77.88,220.0,Cardinals,Cardinals,1,Elite,1,HB,Running Back,2013
Marshawn Lynch,80.67,90.7,69.82,315.0,Seahawks,Seahawks,2,Elite,2,HB,Running Back,2013
Adrian Peterson,80.48,79.7,76.84,260.0,Vikings,Vikings,3,Elite,3,HB,Running Back,2013
Darren Sproles,80.47,83.1,74.55,311.0,Saints,Saints,4,Elite,4,HB,Running Back,2013
LeSean McCoy,79.86,87.0,70.93,428.0,Eagles,Eagles,5,Good,1,HB,Running Back,2013
Jamaal Charles,79.01,84.9,70.91,396.0,Chiefs,Chiefs,6,Good,2,HB,Running Back,2013
DeMarco Murray,77.28,79.8,71.43,305.0,Cowboys,Cowboys,7,Good,3,HB,Running Back,2013
Eddie Lacy,76.77,88.9,64.51,252.0,Packers,Packers,8,Good,4,HB,Running Back,2013
Fred Jackson,76.32,76.6,71.96,271.0,Bills,Bills,9,Good,5,HB,Running Back,2013
Alfred Morris,76.15,80.4,69.15,173.0,Commanders,Commanders,10,Good,6,HB,Running Back,2013
Pierre Thomas,75.56,79.1,69.03,301.0,Saints,Saints,11,Good,7,HB,Running Back,2013
C.J. Spiller,75.04,71.1,73.5,145.0,Bills,Bills,12,Good,8,HB,Running Back,2013
Joique Bell,74.58,76.0,69.46,288.0,Lions,Lions,13,Good,9,HB,Running Back,2013
Toby Gerhart,73.96,71.4,71.5,107.0,Vikings,Vikings,14,Starter,1,HB,Running Back,2013
Rashad Jennings,73.22,78.6,65.46,212.0,Raiders,Raiders,15,Starter,2,HB,Running Back,2013
Giovani Bernard,72.72,76.6,65.96,342.0,Bengals,Bengals,16,Starter,3,HB,Running Back,2013
Bobby Rainey Jr.,72.6,80.5,63.16,106.0,Buccaneers,Buccaneers,17,Starter,4,HB,Running Back,2013
Matt Forte,72.33,72.4,68.12,433.0,Bears,Bears,18,Starter,5,HB,Running Back,2013
Donald Brown,71.9,72.2,67.53,192.0,Colts,Colts,19,Starter,6,HB,Running Back,2013
Jacquizz Rodgers,71.81,74.7,65.72,237.0,Falcons,Falcons,20,Starter,7,HB,Running Back,2013
Arian Foster,71.38,73.6,65.74,158.0,Texans,Texans,21,Starter,8,HB,Running Back,2013
Danny Woodhead,71.23,80.8,60.68,323.0,Chargers,Chargers,22,Starter,9,HB,Running Back,2013
Ryan Mathews,71.22,71.5,66.86,133.0,Chargers,Chargers,23,Starter,10,HB,Running Back,2013
Montee Ball,71.15,72.7,65.95,166.0,Broncos,Broncos,24,Starter,11,HB,Running Back,2013
Maurice Jones-Drew,71.15,73.0,65.75,266.0,Jaguars,Jaguars,25,Starter,12,HB,Running Back,2013
Ben Tate,70.98,67.3,69.26,212.0,Texans,Texans,26,Starter,13,HB,Running Back,2013
Reggie Bush,70.68,72.4,65.36,302.0,Lions,Lions,27,Starter,14,HB,Running Back,2013
Shane Vereen,70.61,75.3,63.31,249.0,Patriots,Patriots,28,Starter,15,HB,Running Back,2013
DeAngelo Williams,69.8,68.7,66.36,171.0,Panthers,Panthers,29,Starter,16,HB,Running Back,2013
Knowshon Moreno,69.59,73.6,62.75,396.0,Broncos,Broncos,30,Starter,17,HB,Running Back,2013
Frank Gore,68.77,69.8,63.92,294.0,49ers,49ers,31,Starter,18,HB,Running Back,2013
Jason Snelling,68.42,70.1,63.14,117.0,Falcons,Falcons,32,Starter,19,HB,Running Back,2013
Steven Jackson,68.34,69.9,63.13,172.0,Falcons,Falcons,33,Starter,20,HB,Running Back,2013
Bernard Pierce,68.12,67.9,64.1,150.0,Ravens,Ravens,34,Starter,21,HB,Running Back,2013
Zac Stacy,67.18,69.6,61.4,215.0,Rams,Rams,35,Starter,22,HB,Running Back,2013
Doug Martin,67.13,60.0,67.71,105.0,Buccaneers,Buccaneers,36,Starter,23,HB,Running Back,2013
Le'Veon Bell,66.88,71.6,59.56,328.0,Steelers,Steelers,37,Starter,24,HB,Running Back,2013
Lamar Miller,66.84,69.8,60.7,279.0,Dolphins,Dolphins,38,Starter,25,HB,Running Back,2013
Daniel Thomas,66.21,74.5,56.51,128.0,Dolphins,Dolphins,39,Starter,26,HB,Running Back,2013
Chris Johnson,65.04,62.4,62.64,379.0,Titans,Titans,40,Starter,27,HB,Running Back,2013
Robert Turbin,64.7,67.6,58.6,106.0,Seahawks,Seahawks,41,Starter,28,HB,Running Back,2013
Chris Ogbonnaya,64.66,59.5,63.93,267.0,Browns,Browns,42,Starter,29,HB,Running Back,2013
Darren McFadden,64.62,57.8,65.0,125.0,Raiders,Raiders,43,Starter,30,HB,Running Back,2013
Rashard Mendenhall,64.48,65.1,59.9,158.0,Cardinals,Cardinals,44,Starter,31,HB,Running Back,2013
Brandon Bolden,64.38,57.2,65.0,152.0,Patriots,Patriots,45,Starter,32,HB,Running Back,2013
Roy Helu,64.24,60.5,62.56,301.0,Commanders,Commanders,46,Starter,33,HB,Running Back,2013
Andre Brown,63.92,62.7,60.57,137.0,Giants,Giants,47,Starter,34,HB,Running Back,2013
Trent Richardson,63.87,62.6,60.55,256.0,Colts,Colts,48,Starter,35,HB,Running Back,2013
Bilal Powell,62.66,64.5,57.26,270.0,Jets,Jets,49,Starter,36,HB,Running Back,2013
Ray Rice,62.18,54.6,63.06,331.0,Ravens,Ravens,50,Starter,37,HB,Running Back,2013
BenJarvus Green-Ellis,60.76,57.8,58.57,150.0,Bengals,Bengals,51,Rotation/backup,1,HB,Running Back,2013
Fozzy Whittaker,58.77,58.3,54.92,112.0,Browns,Browns,52,Rotation/backup,2,HB,Running Back,2013
Jordan Todman,57.36,57.9,52.84,136.0,Jaguars,Jaguars,53,Rotation/backup,3,HB,Running Back,2013
NaVorro Bowman,85.83,90.6,78.48,1208.0,49ers,49ers,1,Elite,1,LB,Linebacker,2013
Patrick Willis,85.01,88.6,78.65,1044.0,49ers,49ers,2,Elite,2,LB,Linebacker,2013
Lavonte David,84.52,85.9,79.44,1023.0,Buccaneers,Buccaneers,3,Elite,3,LB,Linebacker,2013
Stephen Tulloch,81.85,81.6,77.85,1028.0,Lions,Lions,4,Elite,4,LB,Linebacker,2013
Derrick Johnson,81.73,85.8,74.85,1076.0,Chiefs,Chiefs,5,Elite,5,LB,Linebacker,2013
Thomas Davis Sr.,81.68,83.0,77.15,1056.0,Panthers,Panthers,6,Elite,6,LB,Linebacker,2013
Vontaze Burfict,80.44,77.9,77.97,1085.0,Bengals,Bengals,7,Elite,7,LB,Linebacker,2013
Kiko Alonso,80.29,80.3,76.12,1144.0,Bills,Bills,8,Elite,8,LB,Linebacker,2013
Karlos Dansby,80.0,81.0,75.16,1078.0,Cardinals,Cardinals,9,Elite,9,LB,Linebacker,2013
James Harrison,79.55,78.5,76.08,402.0,Bengals,Bengals,10,Good,1,LB,Linebacker,2013
Nigel Bradham,79.08,81.5,74.73,285.0,Bills,Bills,11,Good,2,LB,Linebacker,2013
Luke Kuechly,78.5,77.0,75.34,1057.0,Panthers,Panthers,12,Good,3,LB,Linebacker,2013
Vincent Rey,78.5,86.0,73.5,344.0,Bengals,Bengals,13,Good,4,LB,Linebacker,2013
Akeem Jordan,75.25,75.3,72.71,475.0,Chiefs,Chiefs,14,Good,5,LB,Linebacker,2013
Danny Trevathan,74.76,74.0,71.89,1116.0,Broncos,Broncos,15,Good,6,LB,Linebacker,2013
Dont'a Hightower,73.79,71.6,71.09,998.0,Patriots,Patriots,16,Starter,1,LB,Linebacker,2013
K.J. Wright,73.38,72.0,70.86,806.0,Seahawks,Seahawks,17,Starter,2,LB,Linebacker,2013
Malcolm Smith,73.32,75.0,71.89,618.0,Seahawks,Seahawks,18,Starter,3,LB,Linebacker,2013
Daryl Washington,72.82,72.8,70.95,798.0,Cardinals,Cardinals,19,Starter,4,LB,Linebacker,2013
Jamie Collins Sr.,72.7,72.1,68.94,435.0,Patriots,Patriots,20,Starter,5,LB,Linebacker,2013
DeAndre Levy,72.11,69.6,70.25,1018.0,Lions,Lions,21,Starter,6,LB,Linebacker,2013
Arthur Moats,72.1,72.0,71.24,292.0,Bills,Bills,22,Starter,7,LB,Linebacker,2013
Dekoda Watson,72.06,71.6,69.45,258.0,Buccaneers,Buccaneers,23,Starter,8,LB,Linebacker,2013
Kavell Conner,71.75,70.2,72.89,144.0,Colts,Colts,24,Starter,9,LB,Linebacker,2013
Sean Lee,71.71,73.1,72.55,703.0,Cowboys,Cowboys,25,Starter,10,LB,Linebacker,2013
Stephen Nicholas,71.59,76.7,69.95,130.0,Falcons,Falcons,26,Starter,11,LB,Linebacker,2013
Daryl Smith,71.16,72.2,70.66,1071.0,Ravens,Ravens,27,Starter,12,LB,Linebacker,2013
James Laurinaitis,70.8,67.2,69.04,1055.0,Rams,Rams,28,Starter,13,LB,Linebacker,2013
Brandon Spikes,70.78,69.2,68.7,686.0,Patriots,Patriots,29,Starter,14,LB,Linebacker,2013
Jerrell Freeman,70.66,71.1,66.2,1107.0,Colts,Colts,30,Starter,15,LB,Linebacker,2013
Sio Moore,70.57,68.3,68.95,578.0,Raiders,Raiders,31,Starter,16,LB,Linebacker,2013
Bobby Wagner,70.41,66.6,68.78,1058.0,Seahawks,Seahawks,32,Starter,17,LB,Linebacker,2013
Ramon Humber,70.34,67.6,69.56,172.0,Saints,Saints,33,Starter,18,LB,Linebacker,2013
David Harris,70.25,67.2,68.11,1100.0,Jets,Jets,34,Starter,19,LB,Linebacker,2013
Curtis Lofton,69.47,65.8,67.75,1053.0,Saints,Saints,35,Starter,20,LB,Linebacker,2013
Nate Irving,68.79,67.9,70.12,354.0,Broncos,Broncos,36,Starter,21,LB,Linebacker,2013
Erin Henderson,68.71,65.4,68.31,850.0,Vikings,Vikings,37,Starter,22,LB,Linebacker,2013
Brian Cushing,68.64,69.8,71.84,330.0,Texans,Texans,38,Starter,23,LB,Linebacker,2013
Paul Posluszny,68.63,63.3,68.54,1038.0,Jaguars,Jaguars,39,Starter,24,LB,Linebacker,2013
Josh McNary,68.06,73.6,71.06,132.0,Colts,Colts,40,Starter,25,LB,Linebacker,2013
Nick Roach,68.04,66.2,65.1,1075.0,Raiders,Raiders,41,Starter,26,LB,Linebacker,2013
Jason Trusnik,68.02,70.0,67.54,182.0,Dolphins,Dolphins,42,Starter,27,LB,Linebacker,2013
Lawrence Timmons,67.72,64.0,66.04,1072.0,Steelers,Steelers,43,Starter,28,LB,Linebacker,2013
Josh Bynes,67.69,67.0,67.32,455.0,Ravens,Ravens,44,Starter,29,LB,Linebacker,2013
Koa Misi,67.29,64.9,65.87,473.0,Dolphins,Dolphins,45,Starter,30,LB,Linebacker,2013
A.J. Hawk,67.11,61.2,67.09,1057.0,Packers,Packers,46,Starter,31,LB,Linebacker,2013
Alec Ogletree,67.06,63.0,65.6,1033.0,Rams,Rams,47,Starter,32,LB,Linebacker,2013
A.J. Klein,66.93,68.7,66.78,130.0,Panthers,Panthers,48,Starter,33,LB,Linebacker,2013
Akeem Ayers,66.7,64.4,64.06,724.0,Titans,Titans,49,Starter,34,LB,Linebacker,2013
Wesley Woodyard,66.42,61.9,65.26,844.0,Broncos,Broncos,50,Starter,35,LB,Linebacker,2013
Marvin Mitchell,65.86,64.7,67.37,306.0,Vikings,Vikings,51,Starter,36,LB,Linebacker,2013
Russell Allen,65.67,63.8,64.64,596.0,Jaguars,Jaguars,52,Starter,37,LB,Linebacker,2013
Justin Durant,65.44,64.7,65.32,200.0,Cowboys,Cowboys,53,Starter,38,LB,Linebacker,2013
Zach Brown,65.39,60.5,64.49,759.0,Titans,Titans,54,Starter,39,LB,Linebacker,2013
D'Qwell Jackson,65.32,60.1,64.64,1147.0,Browns,Browns,55,Starter,40,LB,Linebacker,2013
John Lotulelei,65.31,60.0,67.03,108.0,Jaguars,"Jaguars, Seahawks",56,Starter,41,LB,Linebacker,2013
Manti Te'o,65.31,58.8,66.51,585.0,Chargers,Chargers,57,Starter,42,LB,Linebacker,2013
Jonathan Casillas,65.25,64.6,65.37,198.0,Buccaneers,Buccaneers,58,Starter,43,LB,Linebacker,2013
James Anderson,64.75,56.2,67.53,999.0,Bears,Bears,59,Starter,44,LB,Linebacker,2013
Audie Cole,64.42,70.5,67.91,325.0,Vikings,Vikings,60,Starter,45,LB,Linebacker,2013
Will Witherspoon,64.29,63.8,66.7,136.0,Rams,Rams,61,Starter,46,LB,Linebacker,2013
Geno Hayes,64.26,63.0,65.37,920.0,Jaguars,Jaguars,62,Starter,47,LB,Linebacker,2013
Keith Rivers,64.24,63.2,64.41,419.0,Giants,Giants,63,Starter,48,LB,Linebacker,2013
Spencer Paysinger,63.93,60.9,67.51,691.0,Giants,Giants,64,Starter,49,LB,Linebacker,2013
Jacquian Williams,63.9,60.2,64.08,606.0,Giants,Giants,65,Starter,50,LB,Linebacker,2013
Joplo Bartu,63.79,59.4,63.59,772.0,Falcons,Falcons,66,Starter,51,LB,Linebacker,2013
Colin McCarthy,63.42,64.4,65.58,332.0,Titans,Titans,67,Starter,52,LB,Linebacker,2013
Brad Jones,63.11,60.4,63.25,639.0,Packers,Packers,68,Starter,53,LB,Linebacker,2013
DeMeco Ryans,63.1,55.8,63.8,1234.0,Eagles,Eagles,69,Starter,54,LB,Linebacker,2013
Rey Maualuga,63.06,59.4,62.8,649.0,Bengals,Bengals,70,Starter,55,LB,Linebacker,2013
Vince Williams,63.03,56.8,64.05,401.0,Steelers,Steelers,71,Starter,56,LB,Linebacker,2013
Donald Butler,63.02,57.7,64.16,851.0,Chargers,Chargers,72,Starter,57,LB,Linebacker,2013
Dannell Ellerbe,62.97,59.1,62.95,1011.0,Dolphins,Dolphins,73,Starter,58,LB,Linebacker,2013
Arthur Brown,62.89,61.5,61.73,205.0,Ravens,Ravens,74,Starter,59,LB,Linebacker,2013
Mason Foster,62.84,59.1,61.68,773.0,Buccaneers,Buccaneers,75,Starter,60,LB,Linebacker,2013
Bruce Carter,62.82,59.0,65.37,875.0,Cowboys,Cowboys,76,Starter,61,LB,Linebacker,2013
Kevin Burnett,62.28,54.7,63.17,978.0,Raiders,Raiders,77,Starter,62,LB,Linebacker,2013
Paul Worrilow,62.19,57.0,63.57,773.0,Falcons,Falcons,78,Starter,63,LB,Linebacker,2013
Jasper Brinkley,62.12,59.4,66.63,203.0,Cardinals,Cardinals,79,Starter,64,LB,Linebacker,2013
Jerod Mayo,61.66,57.7,65.34,399.0,Patriots,Patriots,80,Rotation/backup,1,LB,Linebacker,2013
Perry Riley,60.85,56.1,61.31,989.0,Commanders,Commanders,81,Rotation/backup,2,LB,Linebacker,2013
Bront Bird,60.67,60.6,65.09,142.0,Chargers,Chargers,82,Rotation/backup,3,LB,Linebacker,2013
Joe Mays,60.44,60.7,62.08,544.0,Texans,Texans,83,Rotation/backup,4,LB,Linebacker,2013
Reggie Walker,60.4,53.6,63.26,540.0,Chargers,Chargers,84,Rotation/backup,5,LB,Linebacker,2013
Michael Wilhoite,60.34,63.0,66.39,175.0,49ers,49ers,85,Rotation/backup,6,LB,Linebacker,2013
Darryl Sharpton,60.26,54.3,64.55,718.0,Texans,Texans,86,Rotation/backup,7,LB,Linebacker,2013
Kelvin Sheppard,60.15,51.0,62.72,422.0,Colts,Colts,87,Rotation/backup,8,LB,Linebacker,2013
Lance Briggs,60.0,58.0,60.81,557.0,Bears,Bears,88,Rotation/backup,9,LB,Linebacker,2013
Mychal Kendricks,59.85,53.1,60.56,1069.0,Eagles,Eagles,89,Rotation/backup,10,LB,Linebacker,2013
Andrew Gachkar,59.68,61.3,65.27,167.0,Chargers,Chargers,90,Rotation/backup,11,LB,Linebacker,2013
Jameel McClain,59.6,52.8,64.04,368.0,Ravens,Ravens,91,Rotation/backup,12,LB,Linebacker,2013
Dane Fletcher,59.52,56.3,60.83,232.0,Patriots,Patriots,92,Rotation/backup,13,LB,Linebacker,2013
D.J. Williams,59.49,59.9,62.97,213.0,Bears,Bears,93,Rotation/backup,14,LB,Linebacker,2013
Ashlee Palmer,59.13,54.7,60.83,357.0,Lions,Lions,94,Rotation/backup,15,LB,Linebacker,2013
Demario Davis,58.84,52.6,59.22,1049.0,Jets,Jets,95,Rotation/backup,16,LB,Linebacker,2013
Jelani Jenkins,58.63,57.6,59.32,125.0,Dolphins,Dolphins,96,Rotation/backup,17,LB,Linebacker,2013
Jamari Lattimore,58.39,63.1,61.09,265.0,Packers,Packers,97,Rotation/backup,18,LB,Linebacker,2013
Pat Angerer,58.35,52.9,61.66,493.0,Colts,Colts,98,Rotation/backup,19,LB,Linebacker,2013
Adam Hayward,58.0,52.7,61.95,188.0,Buccaneers,Buccaneers,99,Rotation/backup,20,LB,Linebacker,2013
Sean Weatherspoon,57.3,54.0,60.33,392.0,Falcons,Falcons,100,Rotation/backup,21,LB,Linebacker,2013
Chase Blackburn,57.09,53.7,59.55,242.0,Panthers,Panthers,101,Rotation/backup,22,LB,Linebacker,2013
London Fletcher,56.73,45.3,60.18,917.0,Commanders,Commanders,102,Rotation/backup,23,LB,Linebacker,2013
David Hawthorne,56.54,50.1,58.43,783.0,Saints,Saints,103,Rotation/backup,24,LB,Linebacker,2013
Craig Robertson,56.46,46.9,59.97,845.0,Browns,Browns,104,Rotation/backup,25,LB,Linebacker,2013
Jon Bostic,56.4,47.0,63.7,605.0,Bears,Bears,105,Rotation/backup,26,LB,Linebacker,2013
JoLonn Dunbar,56.1,50.1,58.85,419.0,Rams,Rams,106,Rotation/backup,27,LB,Linebacker,2013
Jeff Tarpinian,55.87,58.0,62.79,181.0,Texans,Texans,107,Rotation/backup,28,LB,Linebacker,2013
Philip Wheeler,55.76,48.0,57.4,1034.0,Dolphins,Dolphins,108,Rotation/backup,29,LB,Linebacker,2013
Kaluka Maiava,55.73,51.2,60.41,118.0,Raiders,Raiders,109,Rotation/backup,30,LB,Linebacker,2013
Chad Greenway,55.58,47.7,56.66,1156.0,Vikings,Vikings,110,Rotation/backup,31,LB,Linebacker,2013
Moise Fokou,55.37,47.8,59.58,720.0,Titans,Titans,111,Rotation/backup,32,LB,Linebacker,2013
Najee Goode,55.11,60.8,61.02,191.0,Eagles,Eagles,112,Rotation/backup,33,LB,Linebacker,2013
Akeem Dent,53.82,46.6,59.25,363.0,Falcons,Falcons,113,Rotation/backup,34,LB,Linebacker,2013
Jon Beason,53.7,47.9,61.31,783.0,Giants,Giants,114,Rotation/backup,35,LB,Linebacker,2013
Paris Lenon,51.93,37.5,57.9,301.0,Broncos,Broncos,115,Rotation/backup,36,LB,Linebacker,2013
Mark Herzlich,50.39,40.8,59.7,191.0,Giants,Giants,116,Rotation/backup,37,LB,Linebacker,2013
J.T. Thomas,49.19,43.7,59.36,190.0,Jaguars,Jaguars,117,Rotation/backup,38,LB,Linebacker,2013
Khaseem Greene,48.21,38.4,57.88,231.0,Bears,Bears,118,Rotation/backup,39,LB,Linebacker,2013
Ernie Sims,47.22,30.6,58.1,382.0,Cowboys,Cowboys,119,Rotation/backup,40,LB,Linebacker,2013
DeVonte Holloman,45.0,30.1,56.0,208.0,Cowboys,Cowboys,120,Rotation/backup,41,LB,Linebacker,2013
Peyton Manning,87.64,92.62,80.74,858.0,Broncos,Broncos,1,Elite,1,QB,Quarterback,2013
Drew Brees,84.87,86.75,78.78,822.0,Saints,Saints,2,Elite,2,QB,Quarterback,2013
Philip Rivers,83.71,83.67,79.35,684.0,Chargers,Chargers,3,Elite,3,QB,Quarterback,2013
Aaron Rodgers,83.48,87.41,80.54,381.0,Packers,Packers,4,Elite,4,QB,Quarterback,2013
Russell Wilson,82.96,84.19,78.41,623.0,Seahawks,Seahawks,5,Elite,5,QB,Quarterback,2013
Ben Roethlisberger,79.3,83.37,72.3,663.0,Steelers,Steelers,6,Good,1,QB,Quarterback,2013
Tom Brady,78.42,83.83,69.45,785.0,Patriots,Patriots,7,Good,2,QB,Quarterback,2013
Tony Romo,77.98,78.07,74.04,614.0,Cowboys,Cowboys,8,Good,3,QB,Quarterback,2013
Matt Ryan,77.61,79.95,71.14,744.0,Falcons,Falcons,9,Good,4,QB,Quarterback,2013
Matthew Stafford,75.88,79.34,68.51,694.0,Lions,Lions,10,Good,5,QB,Quarterback,2013
Nick Foles,74.18,77.89,81.66,423.0,Eagles,Eagles,11,Good,6,QB,Quarterback,2013
Jay Cutler,73.02,76.43,71.6,406.0,Bears,Bears,12,Starter,1,QB,Quarterback,2013
Cam Newton,72.61,70.28,70.81,612.0,Panthers,Panthers,13,Starter,2,QB,Quarterback,2013
Ryan Tannehill,72.56,78.2,64.04,679.0,Dolphins,Dolphins,14,Starter,3,QB,Quarterback,2013
Andy Dalton,72.43,70.61,69.37,726.0,Bengals,Bengals,15,Starter,4,QB,Quarterback,2013
Colin Kaepernick,72.02,70.8,72.26,629.0,49ers,49ers,16,Starter,5,QB,Quarterback,2013
Andrew Luck,71.79,71.05,67.85,784.0,Colts,Colts,17,Starter,6,QB,Quarterback,2013
Eli Manning,71.31,75.19,64.16,625.0,Giants,Giants,18,Starter,7,QB,Quarterback,2013
Carson Palmer,71.3,68.8,69.67,655.0,Cardinals,Cardinals,19,Starter,8,QB,Quarterback,2013
Alex Smith,70.59,71.77,67.76,684.0,Chiefs,Chiefs,20,Starter,9,QB,Quarterback,2013
Robert Griffin III,68.74,71.51,64.62,548.0,Commanders,Commanders,21,Starter,10,QB,Quarterback,2013
Joe Flacco,68.53,69.63,63.09,716.0,Ravens,Ravens,22,Starter,11,QB,Quarterback,2013
Josh McCown,67.7,84.17,79.42,258.0,Bears,Bears,23,Starter,12,QB,Quarterback,2013
Sam Bradford,67.42,72.41,65.73,297.0,Rams,Rams,24,Starter,13,QB,Quarterback,2013
Ryan Fitzpatrick,64.64,63.79,65.18,422.0,Titans,Titans,25,Starter,14,QB,Quarterback,2013
Michael Vick,64.02,62.97,70.57,178.0,Eagles,Eagles,26,Starter,15,QB,Quarterback,2013
Jake Locker,63.63,70.33,67.08,221.0,Titans,Titans,27,Starter,16,QB,Quarterback,2013
Matt Schaub,63.24,65.79,61.86,400.0,Texans,Texans,28,Starter,17,QB,Quarterback,2013
Mike Glennon,62.32,66.0,62.84,502.0,Buccaneers,Buccaneers,29,Starter,18,QB,Quarterback,2013
Scott Tolzien,61.11,67.83,67.16,102.0,Packers,Packers,30,Rotation/backup,1,QB,Quarterback,2013
Geno Smith,61.06,60.6,61.04,538.0,Jets,Jets,31,Rotation/backup,2,QB,Quarterback,2013
Matt Cassel,60.96,63.45,63.83,287.0,Vikings,Vikings,32,Rotation/backup,3,QB,Quarterback,2013
Thaddeus Lewis,60.83,67.35,66.42,190.0,Bills,Bills,33,Rotation/backup,4,QB,Quarterback,2013
Matt McGloin,60.58,62.9,67.0,233.0,Raiders,Raiders,34,Rotation/backup,5,QB,Quarterback,2013
Kellen Clemens,60.11,66.66,62.93,291.0,Rams,Rams,35,Rotation/backup,6,QB,Quarterback,2013
Case Keenum,60.02,60.8,64.79,283.0,Texans,Texans,36,Rotation/backup,7,QB,Quarterback,2013
Brian Hoyer,59.95,69.23,61.32,105.0,Browns,Browns,37,Rotation/backup,8,QB,Quarterback,2013
Chad Henne,59.88,60.26,59.5,577.0,Jaguars,Jaguars,38,Rotation/backup,9,QB,Quarterback,2013
Matt Flynn,59.45,61.4,65.24,250.0,Packers,Packers,39,Rotation/backup,10,QB,Quarterback,2013
E.J. Manuel,58.65,57.5,59.51,387.0,Bills,Bills,40,Rotation/backup,11,QB,Quarterback,2013
Brandon Weeden,57.93,58.89,59.43,316.0,Browns,Browns,41,Rotation/backup,12,QB,Quarterback,2013
Christian Ponder,57.88,55.34,62.76,301.0,Vikings,Vikings,42,Rotation/backup,13,QB,Quarterback,2013
Josh Freeman,57.56,59.19,60.49,167.0,Vikings,Vikings,43,Rotation/backup,14,QB,Quarterback,2013
Jason Campbell,57.53,60.41,58.69,357.0,Browns,Browns,44,Rotation/backup,15,QB,Quarterback,2013
Kirk Cousins,56.71,57.64,57.73,165.0,Commanders,Commanders,45,Rotation/backup,16,QB,Quarterback,2013
Blaine Gabbert,47.66,48.28,54.75,109.0,Jaguars,Jaguars,46,Rotation/backup,17,QB,Quarterback,2013
Kam Chancellor,91.31,89.3,88.68,1199.0,Seahawks,Seahawks,1,Elite,1,S,Safety,2013
Jairus Byrd,90.38,89.8,89.2,634.0,Bills,Bills,2,Elite,2,S,Safety,2013
Eric Weddle,90.38,89.2,87.0,1145.0,Chargers,Chargers,3,Elite,3,S,Safety,2013
Devin McCourty,89.56,86.0,87.77,1164.0,Patriots,Patriots,4,Elite,4,S,Safety,2013
Earl Thomas III,89.04,89.1,84.83,1208.0,Seahawks,Seahawks,5,Elite,5,S,Safety,2013
Troy Polamalu,88.35,90.1,85.83,1072.0,Steelers,Steelers,6,Elite,6,S,Safety,2013
Eric Berry,87.99,87.9,87.02,1077.0,Chiefs,Chiefs,7,Elite,7,S,Safety,2013
Donte Whitner,87.57,86.4,84.18,1194.0,49ers,49ers,8,Elite,8,S,Safety,2013
Will Hill III,87.07,89.0,86.95,766.0,Giants,Giants,9,Elite,9,S,Safety,2013
Glover Quin,81.32,78.6,78.96,991.0,Lions,Lions,10,Elite,10,S,Safety,2013
Antrel Rolle,80.92,81.5,76.36,1126.0,Giants,Giants,11,Elite,11,S,Safety,2013
T.J. Ward,80.82,77.9,80.89,1112.0,Browns,Browns,12,Elite,12,S,Safety,2013
Husain Abdullah,80.14,78.5,79.46,339.0,Chiefs,Chiefs,13,Elite,13,S,Safety,2013
Aaron Williams,79.14,72.9,80.17,926.0,Bills,Bills,14,Good,1,S,Safety,2013
Keith Tandy,78.16,75.7,76.28,443.0,Buccaneers,Buccaneers,15,Good,2,S,Safety,2013
Chris Clemons,77.76,77.7,76.33,1138.0,Dolphins,Dolphins,16,Good,3,S,Safety,2013
George Wilson,75.79,70.9,75.51,406.0,Titans,Titans,17,Good,4,S,Safety,2013
Usama Young,75.53,69.3,79.36,196.0,Raiders,Raiders,18,Good,5,S,Safety,2013
Rashad Johnson,75.32,74.2,76.49,621.0,Cardinals,Cardinals,19,Good,6,S,Safety,2013
Charles Woodson,74.2,71.3,71.96,1068.0,Raiders,Raiders,20,Good,7,S,Safety,2013
David Bruton,73.96,67.7,76.79,171.0,Broncos,Broncos,21,Starter,1,S,Safety,2013
Eric Reid,73.65,69.6,72.19,1159.0,49ers,49ers,22,Starter,2,S,Safety,2013
Robert Lester,73.03,71.3,75.21,331.0,Panthers,Panthers,23,Starter,3,S,Safety,2013
Ryan Clark,72.98,67.9,72.52,1063.0,Steelers,Steelers,24,Starter,4,S,Safety,2013
Mike Mitchell,72.84,73.1,69.44,964.0,Panthers,Panthers,25,Starter,5,S,Safety,2013
Michael Griffin,72.41,65.7,73.75,900.0,Titans,Titans,26,Starter,6,S,Safety,2013
Bernard Pollard,71.9,63.5,73.34,1056.0,Titans,Titans,27,Starter,7,S,Safety,2013
Jahleel Addae,71.61,67.8,69.99,496.0,Chargers,Chargers,28,Starter,8,S,Safety,2013
Taylor Mays,71.6,73.9,72.98,202.0,Bengals,Bengals,29,Starter,9,S,Safety,2013
Jamarca Sanford,71.58,69.8,70.37,793.0,Vikings,Vikings,30,Starter,10,S,Safety,2013
