player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Andre James,54.32,45.36,56.13,116.0,Raiders,Raiders,35,Rotation/backup,1,C,Center,2019
Richard Sherman,92.1,90.1,91.87,895.0,49ers,49ers,1,Elite,1,CB,Cornerback,2019
Marcus Peters,88.98,85.5,87.34,985.0,Ravens,Ravens,2,Elite,2,CB,Cornerback,2019
Quinton Dunbar,88.37,85.43,91.99,613.0,Commanders,Commanders,3,Elite,3,CB,Cornerback,2019
Stephon Gilmore,88.32,85.7,85.9,952.0,Patriots,Patriots,4,Elite,4,CB,Cornerback,2019
Casey Hayward Jr.,87.53,83.0,86.38,944.0,Chargers,Chargers,5,Elite,5,CB,Cornerback,2019
Tramon Williams,86.11,81.67,85.53,761.0,Packers,Packers,6,Elite,6,CB,Cornerback,2019
Steven Nelson,81.97,80.3,80.69,1011.0,Steelers,Steelers,7,Elite,7,CB,Cornerback,2019
Tre'Davious White,81.54,76.0,81.59,951.0,Bills,Bills,8,Elite,8,CB,Cornerback,2019
Byron Jones,81.47,74.8,82.26,917.0,Cowboys,Cowboys,9,Elite,9,CB,Cornerback,2019
Brian Poole,81.18,79.07,80.5,750.0,Jets,Jets,10,Elite,10,CB,Cornerback,2019
Marlon Humphrey,81.06,76.2,80.77,959.0,Ravens,Ravens,11,Elite,11,CB,Cornerback,2019
Jaire Alexander,80.87,77.5,80.12,1027.0,Packers,Packers,12,Elite,12,CB,Cornerback,2019
Shaquill Griffin,80.65,76.0,80.84,917.0,Seahawks,Seahawks,13,Elite,13,CB,Cornerback,2019
Jamel Dean,80.45,72.69,87.7,372.0,Buccaneers,Buccaneers,14,Elite,14,CB,Cornerback,2019
Jason McCourty,80.4,75.04,82.3,474.0,Patriots,Patriots,15,Elite,15,CB,Cornerback,2019
D.J. Hayden,79.58,75.85,80.3,647.0,Jaguars,Jaguars,16,Good,1,CB,Cornerback,2019
Nickell Robey-Coleman,78.46,73.48,77.61,708.0,Rams,Rams,17,Good,2,CB,Cornerback,2019
Adoree' Jackson,78.4,73.69,79.98,575.0,Titans,Titans,18,Good,3,CB,Cornerback,2019
Mike Hilton,77.97,72.23,77.95,671.0,Steelers,Steelers,19,Good,4,CB,Cornerback,2019
Darius Phillips,77.75,69.52,87.53,108.0,Bengals,Bengals,20,Good,5,CB,Cornerback,2019
Joe Haden,77.72,71.3,78.98,1055.0,Steelers,Steelers,21,Good,6,CB,Cornerback,2019
Marshon Lattimore,77.59,68.68,80.62,820.0,Saints,Saints,22,Good,7,CB,Cornerback,2019
Jonathan Jones,77.37,69.87,78.93,619.0,Patriots,Patriots,23,Good,8,CB,Cornerback,2019
Chidobe Awuzie,77.35,70.5,79.52,1020.0,Cowboys,Cowboys,24,Good,9,CB,Cornerback,2019
K'Waun Williams,77.03,74.33,76.23,603.0,49ers,49ers,25,Good,10,CB,Cornerback,2019
D.J. Reed,76.91,68.12,82.5,125.0,49ers,49ers,26,Good,11,CB,Cornerback,2019
Darious Williams,76.86,71.33,89.8,221.0,Rams,Rams,27,Good,12,CB,Cornerback,2019
Rashad Fenton,76.42,68.25,86.03,166.0,Chiefs,Chiefs,28,Good,13,CB,Cornerback,2019
J.C. Jackson,76.36,67.64,79.17,682.0,Patriots,Patriots,29,Good,14,CB,Cornerback,2019
Carlton Davis III,76.18,72.1,77.34,934.0,Buccaneers,Buccaneers,30,Good,15,CB,Cornerback,2019
Troy Hill,76.18,70.26,79.51,538.0,Rams,Rams,31,Good,16,CB,Cornerback,2019
Denzel Ward,76.17,72.34,78.34,748.0,Browns,Browns,32,Good,17,CB,Cornerback,2019
Jalen Ramsey,76.01,68.56,78.89,780.0,Rams,Rams,33,Good,18,CB,Cornerback,2019
Prince Amukamara,75.78,69.6,76.98,891.0,Bears,Bears,34,Good,19,CB,Cornerback,2019
Tramaine Brock Sr.,75.46,72.03,77.95,745.0,Titans,Titans,35,Good,20,CB,Cornerback,2019
Emmanuel Moseley,75.13,66.69,76.59,577.0,49ers,49ers,36,Good,21,CB,Cornerback,2019
Darqueze Dennard,75.12,73.84,76.39,495.0,Bengals,Bengals,37,Good,22,CB,Cornerback,2019
Chandon Sullivan,74.82,69.77,78.19,350.0,Packers,Packers,38,Good,23,CB,Cornerback,2019
Cameron Sutton,74.79,68.04,79.19,268.0,Steelers,Steelers,39,Good,24,CB,Cornerback,2019
Chris Harris Jr.,74.77,66.8,77.17,1044.0,Broncos,Broncos,40,Good,25,CB,Cornerback,2019
Desmond Trufant,74.63,69.03,77.85,521.0,Falcons,Falcons,41,Good,26,CB,Cornerback,2019
Janoris Jenkins,74.4,68.0,76.49,973.0,Saints,Saints,42,Good,27,CB,Cornerback,2019
Chris Jones,74.38,67.27,81.21,275.0,Cardinals,Cardinals,43,Good,28,CB,Cornerback,2019
Gareon Conley,74.29,65.11,80.82,768.0,Texans,Texans,44,Good,29,CB,Cornerback,2019
Kenny Moore II,74.25,69.8,77.64,631.0,Colts,Colts,45,Good,30,CB,Cornerback,2019
Brandon Carr,73.95,66.6,74.68,748.0,Ravens,Ravens,46,Starter,1,CB,Cornerback,2019
Marvell Tell III,73.65,64.38,80.86,254.0,Colts,Colts,47,Starter,2,CB,Cornerback,2019
Bradley Roby,73.54,68.41,76.23,654.0,Texans,Texans,48,Starter,3,CB,Cornerback,2019
James Bradberry,73.45,65.4,75.17,1020.0,Panthers,Panthers,49,Starter,4,CB,Cornerback,2019
Jourdan Lewis,73.29,64.65,76.87,590.0,Cowboys,Cowboys,50,Starter,5,CB,Cornerback,2019
Sean Murphy-Bunting,73.25,65.84,75.06,686.0,Buccaneers,Buccaneers,51,Starter,6,CB,Cornerback,2019
Kevin Johnson,73.03,70.39,76.66,335.0,Bills,Bills,52,Starter,7,CB,Cornerback,2019
Mackensie Alexander,72.78,63.62,76.61,534.0,Vikings,Vikings,53,Starter,8,CB,Cornerback,2019
Levi Wallace,72.73,68.18,75.12,785.0,Bills,Bills,54,Starter,9,CB,Cornerback,2019
Malcolm Butler,72.46,63.79,77.73,579.0,Titans,Titans,55,Starter,10,CB,Cornerback,2019
Johnathan Joseph,71.81,64.6,74.11,622.0,Texans,Texans,56,Starter,11,CB,Cornerback,2019
Patrick Peterson,71.45,64.09,75.32,696.0,Cardinals,Cardinals,57,Starter,12,CB,Cornerback,2019
Kyle Fuller,71.18,58.7,75.34,1070.0,Bears,Bears,58,Starter,13,CB,Cornerback,2019
Charvarius Ward,71.06,65.6,75.22,1048.0,Chiefs,Chiefs,59,Starter,14,CB,Cornerback,2019
Maurice Canady,70.75,67.35,76.98,397.0,Jets,Jets,60,Starter,15,CB,Cornerback,2019
Logan Ryan,70.57,60.6,73.69,1098.0,Titans,Titans,61,Starter,16,CB,Cornerback,2019
Rock Ya-Sin,70.54,62.2,72.97,853.0,Colts,Colts,62,Starter,17,CB,Cornerback,2019
Jimmy Smith,70.43,63.44,76.66,402.0,Ravens,Ravens,63,Starter,18,CB,Cornerback,2019
Amani Oruwariye,70.29,67.81,78.65,215.0,Lions,Lions,64,Starter,19,CB,Cornerback,2019
Daryl Worley,70.06,62.6,73.26,939.0,Raiders,Raiders,65,Starter,20,CB,Cornerback,2019
Trayvon Mullen,69.89,59.1,72.92,675.0,Raiders,Raiders,66,Starter,21,CB,Cornerback,2019
Ross Cockrell,69.84,61.26,73.37,733.0,Panthers,Panthers,67,Starter,22,CB,Cornerback,2019
Kevin Peterson,69.48,60.72,77.3,255.0,Cardinals,Cardinals,68,Starter,23,CB,Cornerback,2019
Sidney Jones IV,69.4,64.95,76.63,293.0,Eagles,Eagles,69,Starter,24,CB,Cornerback,2019
Darius Slay,68.98,56.9,74.22,858.0,Lions,Lions,70,Starter,25,CB,Cornerback,2019
Desmond King II,68.88,68.08,66.28,584.0,Chargers,Chargers,71,Starter,26,CB,Cornerback,2019
Justin Coleman,68.82,58.8,71.54,963.0,Lions,Lions,72,Starter,27,CB,Cornerback,2019
Trae Waynes,68.81,61.54,71.16,769.0,Vikings,Vikings,73,Starter,28,CB,Cornerback,2019
Morris Claiborne,68.68,61.71,73.84,198.0,Chiefs,Chiefs,74,Starter,29,CB,Cornerback,2019
Darryl Roberts,68.57,58.61,73.74,713.0,Jets,Jets,75,Starter,30,CB,Cornerback,2019
Kevin King,68.56,62.27,73.69,805.0,Packers,Packers,76,Starter,31,CB,Cornerback,2019
Tye Smith,68.56,65.65,73.74,210.0,Titans,Titans,77,Starter,32,CB,Cornerback,2019
Anthony Brown,68.35,60.99,73.05,282.0,Cowboys,Cowboys,78,Starter,33,CB,Cornerback,2019
Terrance Mitchell,68.05,60.69,75.88,329.0,Browns,Browns,79,Starter,34,CB,Cornerback,2019
Eric Rowe,67.86,60.2,73.58,1072.0,Dolphins,Dolphins,80,Starter,35,CB,Cornerback,2019
Eli Apple,67.78,59.1,71.48,933.0,Saints,Saints,81,Starter,36,CB,Cornerback,2019
Jimmy Moreland,67.59,60.98,69.92,471.0,Commanders,Commanders,82,Starter,37,CB,Cornerback,2019
Nik Needham,67.51,60.0,72.51,743.0,Dolphins,Dolphins,83,Starter,38,CB,Cornerback,2019
William Jackson III,67.47,55.2,72.95,831.0,Bengals,Bengals,84,Starter,39,CB,Cornerback,2019
Damontae Kazee,67.45,58.13,69.5,803.0,Falcons,Falcons,85,Starter,40,CB,Cornerback,2019
Javien Elliott,67.36,64.23,70.69,439.0,Panthers,Panthers,86,Starter,41,CB,Cornerback,2019
Blessuan Austin,67.36,66.79,74.44,388.0,Jets,Jets,87,Starter,42,CB,Cornerback,2019
A.J. Bouye,67.24,55.4,72.95,931.0,Jaguars,Jaguars,88,Starter,43,CB,Cornerback,2019
Nevin Lawson,67.14,60.9,70.78,300.0,Raiders,Raiders,89,Starter,44,CB,Cornerback,2019
Buster Skrine,66.99,59.16,68.88,727.0,Bears,Bears,90,Starter,45,CB,Cornerback,2019
Holton Hill,66.89,60.94,73.32,151.0,Vikings,Vikings,91,Starter,46,CB,Cornerback,2019
Mike Hughes,66.88,59.69,72.7,500.0,Vikings,Vikings,92,Starter,47,CB,Cornerback,2019
Blidi Wreh-Wilson,66.81,62.55,73.72,336.0,Falcons,Falcons,93,Starter,48,CB,Cornerback,2019
Dre Kirkpatrick,66.8,60.76,73.22,334.0,Bengals,Bengals,94,Starter,49,CB,Cornerback,2019
Ahkello Witherspoon,66.75,63.13,69.9,562.0,49ers,49ers,95,Starter,50,CB,Cornerback,2019
Pierre Desir,66.73,58.01,72.45,683.0,Colts,Colts,96,Starter,51,CB,Cornerback,2019
Isaiah Oliver,66.45,54.5,72.2,927.0,Falcons,Falcons,97,Starter,52,CB,Cornerback,2019
Avonte Maddox,66.33,57.94,72.71,518.0,Eagles,Eagles,98,Starter,53,CB,Cornerback,2019
De'Vante Bausby,66.09,64.94,82.69,133.0,Broncos,Broncos,99,Starter,54,CB,Cornerback,2019
Xavien Howard,65.82,57.68,74.06,322.0,Dolphins,Dolphins,100,Starter,55,CB,Cornerback,2019
Kendall Fuller,65.73,55.93,71.01,498.0,Chiefs,Chiefs,101,Starter,56,CB,Cornerback,2019
Taron Johnson,65.71,60.77,69.38,495.0,Bills,Bills,102,Starter,57,CB,Cornerback,2019
Donte Jackson,65.23,56.53,69.46,726.0,Panthers,Panthers,103,Starter,58,CB,Cornerback,2019
Michael Davis,65.2,57.59,71.42,659.0,Chargers,Chargers,104,Starter,59,CB,Cornerback,2019
B.W. Webb,64.59,54.5,68.09,834.0,Bengals,Bengals,105,Starter,60,CB,Cornerback,2019
Antonio Hamilton Sr.,64.57,59.8,77.0,132.0,Giants,Giants,106,Starter,61,CB,Cornerback,2019
David Long Jr.,64.07,62.68,76.8,109.0,Rams,Rams,107,Starter,62,CB,Cornerback,2019
Jalen Mills,63.78,56.88,71.89,501.0,Eagles,Eagles,108,Starter,63,CB,Cornerback,2019
Fabian Moreau,63.63,56.77,68.21,664.0,Commanders,Commanders,109,Starter,64,CB,Cornerback,2019
Tre Herndon,63.58,54.1,71.06,902.0,Jaguars,Jaguars,110,Starter,65,CB,Cornerback,2019
Arthur Maulet,63.34,63.06,69.12,349.0,Jets,Jets,111,Starter,66,CB,Cornerback,2019
Rasul Douglas,62.69,51.76,67.26,583.0,Eagles,Eagles,112,Starter,67,CB,Cornerback,2019
Trumaine Johnson,62.66,52.53,71.82,314.0,Jets,Jets,113,Starter,68,CB,Cornerback,2019
Tre Flowers,62.45,53.1,65.55,978.0,Seahawks,Seahawks,114,Starter,69,CB,Cornerback,2019
Xavier Rhodes,61.79,44.87,70.05,795.0,Vikings,Vikings,115,Rotation/backup,1,CB,Cornerback,2019
Rashaan Melvin,61.3,47.2,69.97,870.0,Lions,Lions,116,Rotation/backup,2,CB,Cornerback,2019
Coty Sensabaugh,61.18,56.65,68.17,152.0,Commanders,Commanders,117,Rotation/backup,3,CB,Cornerback,2019
T.J. Carrie,60.99,48.31,65.79,676.0,Browns,Browns,118,Rotation/backup,4,CB,Cornerback,2019
Greedy Williams,60.8,54.19,65.2,680.0,Browns,Browns,119,Rotation/backup,5,CB,Cornerback,2019
Davontae Harris,60.61,56.11,63.99,429.0,Broncos,Broncos,120,Rotation/backup,6,CB,Cornerback,2019
Byron Murphy Jr.,60.43,48.5,64.21,1105.0,Cardinals,Cardinals,121,Rotation/backup,7,CB,Cornerback,2019
Josh Norman,60.04,44.84,69.02,603.0,Commanders,Commanders,122,Rotation/backup,8,CB,Cornerback,2019
Isaac Yiadom,60.01,53.98,63.77,504.0,Broncos,Broncos,123,Rotation/backup,9,CB,Cornerback,2019
Kendall Sheffield,59.86,49.8,64.48,697.0,Falcons,Falcons,124,Rotation/backup,10,CB,Cornerback,2019
P.J. Williams,59.86,47.99,64.96,799.0,Saints,Saints,125,Rotation/backup,11,CB,Cornerback,2019
Brandon Facyson,59.3,55.84,64.74,328.0,Chargers,Chargers,126,Rotation/backup,12,CB,Cornerback,2019
Bashaud Breeland,59.15,43.9,68.16,912.0,Chiefs,Chiefs,127,Rotation/backup,13,CB,Cornerback,2019
Jamar Taylor,58.92,48.91,65.5,215.0,Falcons,Falcons,128,Rotation/backup,14,CB,Cornerback,2019
Duke Dawson,58.25,57.87,58.23,343.0,Broncos,Broncos,129,Rotation/backup,15,CB,Cornerback,2019
Sam Beal,58.1,57.87,63.61,289.0,Giants,Giants,130,Rotation/backup,16,CB,Cornerback,2019
Kevin Toliver II,57.87,53.97,64.5,175.0,Bears,Bears,131,Rotation/backup,17,CB,Cornerback,2019
Ken Webster,57.79,53.35,64.92,226.0,Dolphins,Dolphins,132,Rotation/backup,18,CB,Cornerback,2019
M.J. Stewart,57.51,61.31,59.14,628.0,Buccaneers,Buccaneers,133,Rotation/backup,19,CB,Cornerback,2019
LeShaun Sims,57.43,51.27,62.05,335.0,Titans,Titans,134,Rotation/backup,20,CB,Cornerback,2019
Jamal Perry,57.11,44.05,63.74,600.0,Dolphins,Dolphins,135,Rotation/backup,21,CB,Cornerback,2019
Quincy Wilson,56.27,49.04,63.9,122.0,Colts,Colts,136,Rotation/backup,22,CB,Cornerback,2019
Ronald Darby,56.17,42.43,66.99,506.0,Eagles,Eagles,137,Rotation/backup,23,CB,Cornerback,2019
DeAndre Baker,55.82,45.6,58.47,970.0,Giants,Giants,138,Rotation/backup,24,CB,Cornerback,2019
Ryan Lewis,55.78,43.79,69.11,293.0,Dolphins,Dolphins,139,Rotation/backup,25,CB,Cornerback,2019
Anthony Averett,55.03,50.27,62.1,221.0,Ravens,Ravens,140,Rotation/backup,26,CB,Cornerback,2019
Phillip Gaines,54.69,47.63,64.91,133.0,Texans,Texans,141,Rotation/backup,27,CB,Cornerback,2019
Grant Haley,53.62,53.35,55.88,422.0,Giants,Giants,142,Rotation/backup,28,CB,Cornerback,2019
Nate Hairston,53.58,54.0,55.58,392.0,Jets,Jets,143,Rotation/backup,29,CB,Cornerback,2019
Keion Crossen,53.55,53.63,57.8,134.0,Texans,Texans,144,Rotation/backup,30,CB,Cornerback,2019
Vernon Hargreaves III,53.01,40.9,63.59,844.0,Texans,Texans,145,Rotation/backup,31,CB,Cornerback,2019
Tae Hayes,51.29,53.84,66.93,107.0,Dolphins,Dolphins,146,Rotation/backup,32,CB,Cornerback,2019
Aaron Colvin,51.19,44.41,59.77,223.0,Commanders,Commanders,147,Rotation/backup,33,CB,Cornerback,2019
Tony McRae,50.83,53.31,54.6,197.0,Bengals,Bengals,148,Rotation/backup,34,CB,Cornerback,2019
Lonnie Johnson Jr.,47.79,40.0,52.99,531.0,Texans,Texans,149,Rotation/backup,35,CB,Cornerback,2019
Corey Ballentine,46.79,41.85,54.25,298.0,Giants,Giants,150,Rotation/backup,36,CB,Cornerback,2019
Aaron Donald,93.56,89.25,92.46,926.0,Rams,Rams,1,Elite,1,DI,Defensive Interior,2019
Grady Jarrett,87.33,87.63,83.59,805.0,Falcons,Falcons,2,Elite,2,DI,Defensive Interior,2019
Geno Atkins,85.95,82.62,84.0,817.0,Bengals,Bengals,3,Elite,3,DI,Defensive Interior,2019
Kenny Clark,85.79,87.39,81.71,869.0,Packers,Packers,4,Elite,4,DI,Defensive Interior,2019
DeForest Buckner,85.66,88.94,79.3,811.0,49ers,49ers,5,Elite,5,DI,Defensive Interior,2019
Cameron Heyward,84.79,84.99,80.49,873.0,Steelers,Steelers,6,Elite,6,DI,Defensive Interior,2019
Fletcher Cox,84.5,87.23,78.51,799.0,Eagles,Eagles,7,Elite,7,DI,Defensive Interior,2019
Calais Campbell,84.21,76.05,85.49,818.0,Jaguars,Jaguars,8,Elite,8,DI,Defensive Interior,2019
Jurrell Casey,84.16,83.7,81.65,707.0,Titans,Titans,9,Elite,9,DI,Defensive Interior,2019
Leonard Williams,83.24,85.38,78.16,732.0,Giants,Giants,10,Elite,10,DI,Defensive Interior,2019
Shelby Harris,83.0,80.19,80.7,636.0,Broncos,Broncos,11,Elite,11,DI,Defensive Interior,2019
Javon Hargrave,82.61,82.88,78.27,680.0,Steelers,Steelers,12,Elite,12,DI,Defensive Interior,2019
Sheldon Richardson,82.01,79.76,79.54,774.0,Browns,Browns,13,Elite,13,DI,Defensive Interior,2019
Chris Jones,81.41,84.17,76.97,646.0,Chiefs,Chiefs,14,Elite,14,DI,Defensive Interior,2019
Ndamukong Suh,79.92,75.07,78.98,874.0,Buccaneers,Buccaneers,15,Good,1,DI,Defensive Interior,2019
Vita Vea,79.55,85.65,72.48,749.0,Buccaneers,Buccaneers,16,Good,2,DI,Defensive Interior,2019
DJ Reader,79.4,81.03,75.08,622.0,Texans,Texans,17,Good,3,DI,Defensive Interior,2019
DeMarcus Walker,79.35,65.19,93.61,220.0,Broncos,Broncos,18,Good,4,DI,Defensive Interior,2019
Dalvin Tomlinson,79.2,78.7,75.36,595.0,Giants,Giants,19,Good,5,DI,Defensive Interior,2019
Eddie Goldman,79.0,77.41,76.63,467.0,Bears,Bears,20,Good,6,DI,Defensive Interior,2019
Gerald McCoy,78.9,79.53,75.14,696.0,Panthers,Panthers,21,Good,7,DI,Defensive Interior,2019
Taven Bryan,78.56,78.5,74.43,481.0,Jaguars,Jaguars,22,Good,8,DI,Defensive Interior,2019
Matt Ioannidis,78.27,75.58,76.93,827.0,Commanders,Commanders,23,Good,9,DI,Defensive Interior,2019
Steve McLendon,78.17,69.86,79.54,465.0,Jets,Jets,24,Good,10,DI,Defensive Interior,2019
Dexter Lawrence,78.14,81.89,71.48,701.0,Giants,Giants,25,Good,11,DI,Defensive Interior,2019
Damon Harrison Sr.,77.95,66.63,81.84,527.0,Lions,Lions,26,Good,12,DI,Defensive Interior,2019
Linval Joseph,77.89,74.98,77.54,553.0,Vikings,Vikings,27,Good,13,DI,Defensive Interior,2019
Michael Pierce,77.66,71.5,79.27,481.0,Ravens,Ravens,28,Good,14,DI,Defensive Interior,2019
Akiem Hicks,77.43,73.41,81.67,191.0,Bears,Bears,29,Good,15,DI,Defensive Interior,2019
Michael Brockers,77.34,75.79,74.2,766.0,Rams,Rams,30,Good,16,DI,Defensive Interior,2019
Danny Shelton,77.2,78.1,73.78,492.0,Patriots,Patriots,31,Good,17,DI,Defensive Interior,2019
Ed Oliver,77.19,68.89,78.56,557.0,Bills,Bills,32,Good,18,DI,Defensive Interior,2019
B.J. Hill,77.04,71.81,76.36,486.0,Giants,Giants,33,Good,19,DI,Defensive Interior,2019
Jonathan Allen,76.77,69.31,80.39,722.0,Commanders,Commanders,34,Good,20,DI,Defensive Interior,2019
Poona Ford,76.72,71.45,78.66,506.0,Seahawks,Seahawks,35,Good,21,DI,Defensive Interior,2019
Lawrence Guy Sr.,76.5,67.03,78.65,524.0,Patriots,Patriots,36,Good,22,DI,Defensive Interior,2019
Stephon Tuitt,76.14,79.39,76.25,278.0,Steelers,Steelers,37,Good,23,DI,Defensive Interior,2019
Derek Wolfe,75.47,72.21,76.61,523.0,Broncos,Broncos,38,Good,24,DI,Defensive Interior,2019
Mike Daniels,75.47,67.91,82.28,203.0,Lions,Lions,39,Good,25,DI,Defensive Interior,2019
Daron Payne,75.12,73.81,72.48,758.0,Commanders,Commanders,40,Good,26,DI,Defensive Interior,2019
Shy Tuttle,74.57,67.45,75.15,340.0,Saints,Saints,41,Good,27,DI,Defensive Interior,2019
Quinnen Williams,74.12,72.5,74.17,512.0,Jets,Jets,42,Good,28,DI,Defensive Interior,2019
Jeffery Simmons,74.01,70.93,79.19,315.0,Titans,Titans,43,Good,29,DI,Defensive Interior,2019
Malcom Brown,73.59,64.2,76.0,487.0,Saints,Saints,44,Starter,1,DI,Defensive Interior,2019
Denico Autry,73.53,65.88,76.74,620.0,Colts,Colts,45,Starter,2,DI,Defensive Interior,2019
Larry Ogunjobi,73.4,59.63,79.34,779.0,Browns,Browns,46,Starter,3,DI,Defensive Interior,2019
Maurice Hurst,73.17,71.73,71.13,522.0,Raiders,Raiders,47,Starter,4,DI,Defensive Interior,2019
Christian Wilkins,73.03,67.33,72.67,730.0,Dolphins,Dolphins,48,Starter,5,DI,Defensive Interior,2019
Brandon Williams,72.92,65.78,75.4,525.0,Ravens,Ravens,49,Starter,6,DI,Defensive Interior,2019
Johnathan Hankins,72.91,63.44,75.58,670.0,Raiders,Raiders,50,Starter,7,DI,Defensive Interior,2019
Henry Anderson,72.91,65.57,76.66,446.0,Jets,Jets,51,Starter,8,DI,Defensive Interior,2019
Tim Settle,72.38,63.05,75.86,314.0,Commanders,Commanders,52,Starter,9,DI,Defensive Interior,2019
Dean Lowry,72.3,62.35,74.76,637.0,Packers,Packers,53,Starter,10,DI,Defensive Interior,2019
Christian Covington,72.28,67.33,74.55,481.0,Cowboys,Cowboys,54,Starter,11,DI,Defensive Interior,2019
Roy Robertson-Harris,72.21,64.11,74.79,544.0,Bears,Bears,55,Starter,12,DI,Defensive Interior,2019
Rodney Gunter,72.15,63.2,75.52,602.0,Cardinals,Cardinals,56,Starter,13,DI,Defensive Interior,2019
Folorunso Fatukasi,71.94,71.5,75.23,390.0,Jets,Jets,57,Starter,14,DI,Defensive Interior,2019
Mike Pennel,71.87,64.39,76.86,154.0,Chiefs,Chiefs,58,Starter,15,DI,Defensive Interior,2019
Marcell Dareus,71.7,62.68,79.07,206.0,Jaguars,Jaguars,59,Starter,16,DI,Defensive Interior,2019
Armon Watts,71.47,65.88,81.9,121.0,Vikings,Vikings,60,Starter,17,DI,Defensive Interior,2019
Olsen Pierre,71.42,54.53,84.44,172.0,Raiders,Raiders,61,Starter,18,DI,Defensive Interior,2019
DaQuan Jones,71.39,70.06,68.94,679.0,Titans,Titans,62,Starter,19,DI,Defensive Interior,2019
Andrew Billings,71.35,66.27,70.77,657.0,Bengals,Bengals,63,Starter,20,DI,Defensive Interior,2019
Sheldon Rankins,71.31,66.77,73.31,323.0,Saints,Saints,64,Starter,21,DI,Defensive Interior,2019
Zach Kerr,71.28,62.24,76.27,328.0,Cardinals,Cardinals,65,Starter,22,DI,Defensive Interior,2019
Tyler Lancaster,71.26,62.16,75.11,381.0,Packers,Packers,66,Starter,23,DI,Defensive Interior,2019
Mike Purcell,71.03,61.62,76.99,416.0,Broncos,Broncos,67,Starter,24,DI,Defensive Interior,2019
Davon Godchaux,70.96,60.81,73.76,718.0,Dolphins,Dolphins,68,Starter,25,DI,Defensive Interior,2019
