player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Devon Witherspoon,83.18,79.7,84.26,883.0,Seahawks,Seahawks,11,Elite,11,CB,Cornerback,2023
Taron Johnson,83.06,81.0,80.75,1044.0,Bills,Bills,12,Elite,12,CB,Cornerback,2023
Michael Carter II,83.04,81.01,81.59,671.0,Jets,Jets,13,Elite,13,CB,Cornerback,2023
D.J. Reed,82.77,79.5,82.35,993.0,Jets,Jets,14,Elite,14,CB,Cornerback,2023
Mike Hilton,82.36,80.4,80.39,876.0,Bengals,Bengals,15,Elite,15,CB,Cornerback,2023
Tariq Woolen,81.65,75.0,82.53,940.0,Seahawks,Seahawks,16,Elite,16,CB,Cornerback,2023
Trent McDuffie,81.14,81.5,78.93,1243.0,Chiefs,Chiefs,17,Elite,17,CB,Cornerback,2023
Kenny Moore II,80.26,78.4,79.3,1089.0,Colts,Colts,18,Elite,18,CB,Cornerback,2023
Asante Samuel Jr.,80.24,75.6,80.15,1111.0,Chargers,Chargers,19,Elite,19,CB,Cornerback,2023
Mekhi Blackmon,80.13,68.56,85.64,434.0,Vikings,Vikings,20,Elite,20,CB,Cornerback,2023
Jaycee Horn,79.58,77.17,86.34,275.0,Panthers,Panthers,21,Good,1,CB,Cornerback,2023
Joshua Williams,79.53,70.85,82.62,420.0,Chiefs,Chiefs,22,Good,2,CB,Cornerback,2023
Steven Nelson,79.26,74.0,79.39,1192.0,Texans,Texans,23,Good,3,CB,Cornerback,2023
Trevon Diggs,79.11,69.12,89.16,101.0,Cowboys,Cowboys,24,Good,4,CB,Cornerback,2023
A.J. Terrell,79.11,74.6,79.03,1065.0,Falcons,Falcons,25,Good,5,CB,Cornerback,2023
Jaire Alexander,79.06,76.63,83.28,560.0,Packers,Packers,26,Good,6,CB,Cornerback,2023
Jamel Dean,79.05,72.5,81.22,824.0,Buccaneers,Buccaneers,27,Good,7,CB,Cornerback,2023
L'Jarius Sneed,78.92,73.8,78.56,1260.0,Chiefs,Chiefs,28,Good,8,CB,Cornerback,2023
Desmond King II,78.49,74.41,80.68,400.0,Texans,Texans,29,Good,9,CB,Cornerback,2023
Jonathan Jones,78.24,74.53,80.47,724.0,Patriots,Patriots,30,Good,10,CB,Cornerback,2023
Mike Jackson,77.89,72.81,81.02,474.0,Seahawks,Seahawks,31,Good,11,CB,Cornerback,2023
Nick McCloud,77.2,72.73,79.44,312.0,Giants,Giants,32,Good,12,CB,Cornerback,2023
Isaac Yiadom,77.19,76.15,80.87,517.0,Saints,Saints,33,Good,13,CB,Cornerback,2023
Deommodore Lenoir,76.97,74.3,76.84,1198.0,49ers,49ers,34,Good,14,CB,Cornerback,2023
Stephon Gilmore,76.95,69.3,79.95,1055.0,Cowboys,Cowboys,35,Good,15,CB,Cornerback,2023
Denzel Ward,75.38,68.79,78.36,657.0,Browns,Browns,36,Good,16,CB,Cornerback,2023
Roger McCreary,75.3,72.2,74.44,934.0,Titans,Titans,37,Good,17,CB,Cornerback,2023
Dane Jackson,75.21,69.12,77.96,578.0,Bills,Bills,38,Good,18,CB,Cornerback,2023
Pat Surtain II,75.13,64.7,78.11,1121.0,Broncos,Broncos,39,Good,19,CB,Cornerback,2023
Greg Newsome II,75.12,69.79,77.05,795.0,Browns,Browns,40,Good,20,CB,Cornerback,2023
Tre'Davious White,74.82,72.95,82.69,182.0,Bills,Bills,41,Good,21,CB,Cornerback,2023
Joey Porter Jr.,74.64,66.6,75.84,855.0,Steelers,Steelers,42,Good,22,CB,Cornerback,2023
Ronald Darby,74.62,71.5,79.2,554.0,Ravens,Ravens,43,Good,23,CB,Cornerback,2023
Jack Jones,74.38,68.99,78.95,471.0,Raiders,Raiders,44,Good,24,CB,Cornerback,2023
Marshon Lattimore,74.18,68.38,80.44,621.0,Saints,Saints,45,Good,25,CB,Cornerback,2023
Dee Alford,73.87,70.65,75.76,571.0,Falcons,Falcons,46,Starter,1,CB,Cornerback,2023
Tyler Hall,73.71,65.26,82.04,161.0,Raiders,Raiders,47,Starter,2,CB,Cornerback,2023
Darius Slay,73.5,65.4,76.88,874.0,Eagles,Eagles,48,Starter,3,CB,Cornerback,2023
Jaylen Watson,73.41,64.98,75.23,533.0,Chiefs,Chiefs,49,Starter,4,CB,Cornerback,2023
Cam Taylor-Britt,73.34,69.16,77.6,653.0,Bengals,Bengals,50,Starter,5,CB,Cornerback,2023
Isaiah Oliver,73.0,68.51,75.85,503.0,49ers,49ers,51,Starter,6,CB,Cornerback,2023
Jalen Ramsey,72.74,64.68,77.08,659.0,Dolphins,Dolphins,52,Starter,7,CB,Cornerback,2023
Martin Emerson Jr.,72.46,63.6,74.2,897.0,Browns,Browns,53,Starter,8,CB,Cornerback,2023
Antonio Hamilton Sr.,72.43,67.49,76.25,559.0,Cardinals,Cardinals,54,Starter,9,CB,Cornerback,2023
Kyler Gordon,71.84,67.26,74.28,646.0,Bears,Bears,55,Starter,10,CB,Cornerback,2023
Donte Jackson,71.7,66.6,74.75,902.0,Panthers,Panthers,56,Starter,11,CB,Cornerback,2023
Troy Hill,71.12,65.96,73.32,493.0,Panthers,Panthers,57,Starter,12,CB,Cornerback,2023
Shaquill Griffin,71.11,65.93,77.95,459.0,Panthers,Panthers,58,Starter,13,CB,Cornerback,2023
Chandon Sullivan,70.9,64.32,71.12,442.0,Steelers,Steelers,59,Starter,14,CB,Cornerback,2023
Tyrique Stevenson,70.59,59.1,75.06,830.0,Bears,Bears,60,Starter,15,CB,Cornerback,2023
Levi Wallace,70.33,60.39,73.38,762.0,Steelers,Steelers,61,Starter,16,CB,Cornerback,2023
Rock Ya-Sin,70.33,63.0,76.53,281.0,Ravens,Ravens,62,Starter,17,CB,Cornerback,2023
Fabian Moreau,70.22,62.74,73.1,739.0,Broncos,Broncos,63,Starter,18,CB,Cornerback,2023
Carlton Davis III,70.03,63.3,74.36,847.0,Buccaneers,Buccaneers,64,Starter,19,CB,Cornerback,2023
Chidobe Awuzie,69.96,62.21,75.18,722.0,Bengals,Bengals,65,Starter,20,CB,Cornerback,2023
Myles Bryant,69.94,63.1,71.32,852.0,Patriots,Patriots,66,Starter,21,CB,Cornerback,2023
Christian Gonzalez,69.65,69.71,83.94,209.0,Patriots,Patriots,67,Starter,22,CB,Cornerback,2023
Nate Hobbs,69.62,67.95,70.68,775.0,Raiders,Raiders,68,Starter,23,CB,Cornerback,2023
Marlon Humphrey,69.47,62.85,73.64,553.0,Ravens,Ravens,69,Starter,24,CB,Cornerback,2023
Darnay Holmes,69.36,63.48,75.3,123.0,Giants,Giants,70,Starter,25,CB,Cornerback,2023
Tavierre Thomas,69.24,67.52,73.57,352.0,Texans,Texans,71,Starter,26,CB,Cornerback,2023
Terell Smith,69.23,63.65,74.66,377.0,Bears,Bears,72,Starter,27,CB,Cornerback,2023
Kelee Ringo,69.11,61.86,81.07,233.0,Eagles,Eagles,73,Starter,28,CB,Cornerback,2023
Tre Herndon,68.91,70.01,68.43,482.0,Jaguars,Jaguars,74,Starter,29,CB,Cornerback,2023
Ambry Thomas,68.88,61.25,75.1,573.0,49ers,49ers,75,Starter,30,CB,Cornerback,2023
Patrick Peterson,68.52,59.8,70.95,1162.0,Steelers,Steelers,76,Starter,31,CB,Cornerback,2023
JuJu Brents,68.52,63.49,75.55,497.0,Colts,Colts,77,Starter,32,CB,Cornerback,2023
Arthur Maulet,68.48,63.13,68.76,458.0,Ravens,Ravens,78,Starter,33,CB,Cornerback,2023
Derion Kendrick,67.83,60.4,70.45,871.0,Rams,Rams,79,Starter,34,CB,Cornerback,2023
Tre Brown,67.75,63.51,73.86,603.0,Seahawks,Seahawks,80,Starter,35,CB,Cornerback,2023
Kader Kohou,67.75,62.0,68.15,985.0,Dolphins,Dolphins,81,Starter,36,CB,Cornerback,2023
Justin Bethel,67.65,60.8,76.28,126.0,Dolphins,Dolphins,82,Starter,37,CB,Cornerback,2023
Carrington Valentine,67.45,59.1,68.85,846.0,Packers,Packers,83,Starter,38,CB,Cornerback,2023
Dallis Flowers,67.11,66.43,75.89,304.0,Colts,Colts,84,Starter,39,CB,Cornerback,2023
Artie Burns,66.96,64.74,75.54,232.0,Seahawks,Seahawks,85,Starter,40,CB,Cornerback,2023
Tyson Campbell,66.52,56.73,72.21,589.0,Jaguars,Jaguars,86,Starter,41,CB,Cornerback,2023
Andrew Booth Jr.,66.36,63.89,73.64,151.0,Vikings,Vikings,87,Starter,42,CB,Cornerback,2023
Alex Austin,66.2,61.79,76.27,216.0,Patriots,Patriots,88,Starter,43,CB,Cornerback,2023
Grayland Arnold,66.16,67.08,71.76,143.0,Texans,Texans,89,Starter,44,CB,Cornerback,2023
Ja'Sir Taylor,66.03,58.39,72.73,534.0,Chargers,Chargers,90,Starter,45,CB,Cornerback,2023
James Bradberry,66.01,52.0,71.19,1090.0,Eagles,Eagles,91,Starter,46,CB,Cornerback,2023
Amik Robertson,65.9,65.24,65.8,674.0,Raiders,Raiders,92,Starter,47,CB,Cornerback,2023
Cameron Mitchell,65.87,60.29,68.36,283.0,Browns,Browns,93,Starter,48,CB,Cornerback,2023
Ahkello Witherspoon,65.85,60.0,70.99,1115.0,Rams,Rams,94,Starter,49,CB,Cornerback,2023
Jaylon Jones,65.68,55.9,70.0,788.0,Colts,Colts,95,Starter,50,CB,Cornerback,2023
Ka'dar Hollman,65.64,59.4,69.06,131.0,Texans,Texans,96,Starter,51,CB,Cornerback,2023
Cobie Durant,65.39,55.18,71.71,683.0,Rams,Rams,97,Starter,52,CB,Cornerback,2023
Bryce Hall,65.33,61.15,74.25,138.0,Jets,Jets,98,Starter,53,CB,Cornerback,2023
Benjamin St-Juste,65.12,56.4,70.69,1063.0,Commanders,Commanders,99,Starter,54,CB,Cornerback,2023
Michael Davis,64.89,54.3,70.23,886.0,Chargers,Chargers,100,Starter,55,CB,Cornerback,2023
Kaiir Elam,64.82,62.93,72.33,210.0,Bills,Bills,101,Starter,56,CB,Cornerback,2023
Byron Murphy Jr.,64.82,58.2,69.08,906.0,Vikings,Vikings,102,Starter,57,CB,Cornerback,2023
Keisean Nixon,64.81,60.4,67.32,937.0,Packers,Packers,103,Starter,58,CB,Cornerback,2023
Xavien Howard,64.43,52.15,71.2,743.0,Dolphins,Dolphins,104,Starter,59,CB,Cornerback,2023
Greg Stroman Jr.,64.41,63.24,76.53,150.0,Bears,Bears,105,Starter,60,CB,Cornerback,2023
Cor'Dale Flott,64.37,59.52,67.86,519.0,Giants,Giants,106,Starter,61,CB,Cornerback,2023
Bradley Roby,64.36,57.58,69.91,379.0,Eagles,Eagles,107,Starter,62,CB,Cornerback,2023
Ja'Quan McMillian,64.03,61.89,68.39,669.0,Broncos,Broncos,108,Starter,63,CB,Cornerback,2023
Darrell Baker Jr.,63.45,55.78,70.28,469.0,Colts,Colts,109,Starter,64,CB,Cornerback,2023
Emmanuel Forbes,63.15,58.17,65.23,482.0,Commanders,Commanders,110,Starter,65,CB,Cornerback,2023
Jerry Jacobs,62.77,54.78,68.83,743.0,Lions,Lions,111,Starter,66,CB,Cornerback,2023
Deane Leonard,62.48,60.0,72.22,222.0,Chargers,Chargers,112,Starter,67,CB,Cornerback,2023
Brandin Echols,62.38,57.17,66.21,143.0,Jets,Jets,113,Starter,68,CB,Cornerback,2023
DJ Turner II,62.16,48.4,67.16,827.0,Bengals,Bengals,114,Starter,69,CB,Cornerback,2023
Alontae Taylor,61.85,51.8,66.58,950.0,Saints,Saints,115,Rotation/backup,1,CB,Cornerback,2023
Garrett Williams,61.85,58.15,68.0,360.0,Cardinals,Cardinals,116,Rotation/backup,2,CB,Cornerback,2023
Cameron Sutton,61.82,49.0,66.69,1261.0,Lions,Lions,117,Rotation/backup,3,CB,Cornerback,2023
Essang Bassey,61.71,59.15,65.02,353.0,Chargers,Chargers,118,Rotation/backup,4,CB,Cornerback,2023
Sean Murphy-Bunting,61.68,54.4,67.77,840.0,Titans,Titans,119,Rotation/backup,5,CB,Cornerback,2023
Clark Phillips III,61.36,58.94,70.11,414.0,Falcons,Falcons,120,Rotation/backup,6,CB,Cornerback,2023
Deonte Banks,60.41,48.6,66.08,844.0,Giants,Giants,121,Rotation/backup,7,CB,Cornerback,2023
Dicaprio Bootle,60.31,61.93,70.57,183.0,Panthers,Panthers,122,Rotation/backup,8,CB,Cornerback,2023
Corey Ballentine,60.23,61.85,61.55,534.0,Packers,Packers,123,Rotation/backup,9,CB,Cornerback,2023
Shaun Wade,60.16,59.42,66.49,348.0,Patriots,Patriots,124,Rotation/backup,10,CB,Cornerback,2023
Mike Hughes,60.11,51.48,64.35,333.0,Falcons,Falcons,125,Rotation/backup,11,CB,Cornerback,2023
Akayleb Evans,59.18,52.6,64.3,855.0,Vikings,Vikings,126,Rotation/backup,12,CB,Cornerback,2023
Tre Flowers,59.06,51.09,65.5,200.0,Falcons,Falcons,127,Rotation/backup,13,CB,Cornerback,2023
Eli Ricks,58.53,49.79,62.16,316.0,Eagles,Eagles,128,Rotation/backup,14,CB,Cornerback,2023
CJ Henderson,58.45,48.69,64.71,407.0,Panthers,Panthers,129,Rotation/backup,15,CB,Cornerback,2023
Zyon McCollum,58.26,46.3,65.0,870.0,Buccaneers,Buccaneers,130,Rotation/backup,16,CB,Cornerback,2023
Adoree' Jackson,57.97,46.07,66.06,792.0,Giants,Giants,131,Rotation/backup,17,CB,Cornerback,2023
Kristian Fulton,57.95,48.43,65.62,644.0,Titans,Titans,132,Rotation/backup,18,CB,Cornerback,2023
Kei'Trel Clark,57.85,55.05,64.36,464.0,Cardinals,Cardinals,133,Rotation/backup,19,CB,Cornerback,2023
Jeff Okudah,57.47,48.1,65.23,596.0,Falcons,Falcons,134,Rotation/backup,20,CB,Cornerback,2023
Jakorian Bennett,57.39,47.5,64.72,361.0,Raiders,Raiders,135,Rotation/backup,21,CB,Cornerback,2023
Eli Apple,57.39,45.56,64.84,624.0,Dolphins,Dolphins,136,Rotation/backup,22,CB,Cornerback,2023
Josh Jobe,57.03,50.67,67.15,240.0,Eagles,Eagles,137,Rotation/backup,23,CB,Cornerback,2023
Jourdan Lewis,56.22,40.18,66.18,771.0,Cowboys,Cowboys,138,Rotation/backup,24,CB,Cornerback,2023
Marco Wilson,56.05,41.89,65.49,704.0,Patriots,Patriots,139,Rotation/backup,25,CB,Cornerback,2023
J.C. Jackson,55.62,40.0,68.83,524.0,Patriots,Patriots,140,Rotation/backup,26,CB,Cornerback,2023
Avonte Maddox,54.5,45.44,64.81,211.0,Eagles,Eagles,141,Rotation/backup,27,CB,Cornerback,2023
Damarri Mathis,54.2,42.98,61.68,440.0,Broncos,Broncos,142,Rotation/backup,28,CB,Cornerback,2023
Kindle Vildor,53.74,50.06,57.91,388.0,Lions,Lions,143,Rotation/backup,29,CB,Cornerback,2023
Eric Stokes,53.59,54.36,58.81,110.0,Packers,Packers,144,Rotation/backup,30,CB,Cornerback,2023
Tre Hawkins III,53.49,51.71,57.37,346.0,Giants,Giants,145,Rotation/backup,31,CB,Cornerback,2023
D'Shawn Jamison,53.27,53.4,60.31,107.0,Panthers,Panthers,146,Rotation/backup,32,CB,Cornerback,2023
Montaric Brown,52.42,55.83,55.66,475.0,Jaguars,Jaguars,147,Rotation/backup,33,CB,Cornerback,2023
Starling Thomas V,51.65,47.96,55.82,473.0,Cardinals,Cardinals,148,Rotation/backup,34,CB,Cornerback,2023
Quinnen Williams,90.7,89.48,88.03,778.0,Jets,Jets,1,Elite,1,DI,Defensive Interior,2023
Aaron Donald,90.09,85.22,90.93,916.0,Rams,Rams,2,Elite,2,DI,Defensive Interior,2023
Kobie Turner,87.33,83.35,85.82,729.0,Rams,Rams,3,Elite,3,DI,Defensive Interior,2023
DeForest Buckner,86.31,86.73,81.86,841.0,Colts,Colts,4,Elite,4,DI,Defensive Interior,2023
Christian Wilkins,85.5,86.58,80.61,968.0,Dolphins,Dolphins,5,Elite,5,DI,Defensive Interior,2023
Dexter Lawrence,85.4,88.3,80.28,709.0,Giants,Giants,6,Elite,6,DI,Defensive Interior,2023
Chris Jones,84.36,88.33,78.13,947.0,Chiefs,Chiefs,7,Elite,7,DI,Defensive Interior,2023
Christian Barmore,83.75,80.81,83.61,750.0,Patriots,Patriots,8,Elite,8,DI,Defensive Interior,2023
Derrick Brown,83.58,88.7,76.2,938.0,Panthers,Panthers,9,Elite,9,DI,Defensive Interior,2023
Leonard Williams,81.5,81.45,78.83,884.0,Seahawks,Seahawks,10,Elite,10,DI,Defensive Interior,2023
Cameron Heyward,80.79,75.68,82.48,497.0,Steelers,Steelers,11,Elite,11,DI,Defensive Interior,2023
Jeffery Simmons,80.74,80.5,79.76,657.0,Titans,Titans,12,Elite,12,DI,Defensive Interior,2023
Jalen Carter,80.54,84.36,73.82,599.0,Eagles,Eagles,13,Elite,13,DI,Defensive Interior,2023
Ed Oliver,80.32,70.87,83.63,817.0,Bills,Bills,14,Elite,14,DI,Defensive Interior,2023
Zach Sieler,80.12,69.86,82.79,924.0,Dolphins,Dolphins,15,Elite,15,DI,Defensive Interior,2023
Kenny Clark,79.79,76.71,77.87,913.0,Packers,Packers,16,Good,1,DI,Defensive Interior,2023
Jonathan Allen,79.75,70.58,82.48,867.0,Commanders,Commanders,17,Good,2,DI,Defensive Interior,2023
Vita Vea,79.74,78.35,77.58,691.0,Buccaneers,Buccaneers,18,Good,3,DI,Defensive Interior,2023
Javon Hargrave,78.84,70.08,80.71,775.0,49ers,49ers,19,Good,4,DI,Defensive Interior,2023
DJ Reader,77.72,81.25,75.11,535.0,Bengals,Bengals,20,Good,5,DI,Defensive Interior,2023
Desjuan Johnson,77.65,59.06,90.78,105.0,Rams,Rams,21,Good,6,DI,Defensive Interior,2023
Milton Williams,77.39,65.94,80.86,522.0,Eagles,Eagles,22,Good,7,DI,Defensive Interior,2023
Grady Jarrett,77.27,73.59,79.98,318.0,Falcons,Falcons,23,Good,8,DI,Defensive Interior,2023
Zach Allen,76.78,73.75,78.31,913.0,Broncos,Broncos,24,Good,9,DI,Defensive Interior,2023
Osa Odighizuwa,76.7,67.84,78.64,676.0,Cowboys,Cowboys,25,Good,10,DI,Defensive Interior,2023
Michael Pierce,76.38,75.92,78.41,698.0,Ravens,Ravens,26,Good,11,DI,Defensive Interior,2023
Alim McNeill,76.33,77.59,71.8,682.0,Lions,Lions,27,Good,12,DI,Defensive Interior,2023
Shelby Harris,76.29,64.91,80.5,462.0,Browns,Browns,28,Good,13,DI,Defensive Interior,2023
David Onyemata,75.91,72.95,76.37,594.0,Falcons,Falcons,29,Good,14,DI,Defensive Interior,2023
Daron Payne,75.75,65.01,78.74,924.0,Commanders,Commanders,30,Good,15,DI,Defensive Interior,2023
Jordan Davis,75.37,75.29,72.73,561.0,Eagles,Eagles,31,Good,16,DI,Defensive Interior,2023
Devonte Wyatt,74.42,62.42,78.62,644.0,Packers,Packers,32,Good,17,DI,Defensive Interior,2023
B.J. Hill,74.04,67.46,74.74,776.0,Bengals,Bengals,33,Good,18,DI,Defensive Interior,2023
Fletcher Cox,73.9,64.09,76.96,721.0,Eagles,Eagles,34,Starter,1,DI,Defensive Interior,2023
Calijah Kancey,73.79,53.42,84.18,663.0,Buccaneers,Buccaneers,35,Starter,2,DI,Defensive Interior,2023
Grover Stewart,72.86,67.23,75.38,445.0,Colts,Colts,36,Starter,3,DI,Defensive Interior,2023
Chauncey Golston,72.53,60.33,77.23,322.0,Cowboys,Cowboys,37,Starter,4,DI,Defensive Interior,2023
Dre'Mont Jones,72.21,64.31,74.67,762.0,Seahawks,Seahawks,38,Starter,5,DI,Defensive Interior,2023
Arik Armstead,72.19,67.09,74.75,661.0,49ers,49ers,39,Starter,6,DI,Defensive Interior,2023
Keeanu Benton,71.89,73.08,66.93,516.0,Steelers,Steelers,40,Starter,7,DI,Defensive Interior,2023
Travis Jones,71.8,63.56,73.86,518.0,Ravens,Ravens,41,Starter,8,DI,Defensive Interior,2023
Karl Brooks,71.74,61.81,74.2,440.0,Packers,Packers,42,Starter,9,DI,Defensive Interior,2023
Dalvin Tomlinson,71.52,62.44,74.77,650.0,Browns,Browns,43,Starter,10,DI,Defensive Interior,2023
Mario Edwards Jr.,70.99,59.04,77.46,393.0,Seahawks,Seahawks,44,Starter,11,DI,Defensive Interior,2023
D.J. Jones,70.71,55.33,77.88,568.0,Broncos,Broncos,45,Starter,12,DI,Defensive Interior,2023
DaQuan Jones,70.46,70.91,70.21,240.0,Bills,Bills,46,Starter,13,DI,Defensive Interior,2023
Folorunso Fatukasi,70.01,55.81,77.08,415.0,Jaguars,Jaguars,47,Starter,14,DI,Defensive Interior,2023
Harrison Phillips,69.65,60.08,72.45,838.0,Vikings,Vikings,48,Starter,15,DI,Defensive Interior,2023
Morgan Fox,69.46,54.01,75.59,437.0,Chargers,Chargers,49,Starter,16,DI,Defensive Interior,2023
Andrew Billings,69.37,61.53,71.32,506.0,Bears,Bears,50,Starter,17,DI,Defensive Interior,2023
A'Shawn Robinson,69.03,56.2,75.49,515.0,Giants,Giants,51,Starter,18,DI,Defensive Interior,2023
Sheldon Rankins,68.89,55.82,74.22,673.0,Texans,Texans,52,Starter,19,DI,Defensive Interior,2023
Roy Lopez,68.73,57.82,73.5,395.0,Cardinals,Cardinals,53,Starter,20,DI,Defensive Interior,2023
Armon Watts,68.68,61.15,70.01,286.0,Steelers,Steelers,54,Starter,21,DI,Defensive Interior,2023
Dante Stills,68.51,55.74,74.83,533.0,Cardinals,Cardinals,55,Starter,22,DI,Defensive Interior,2023
Larry Ogunjobi,68.51,49.57,77.45,816.0,Steelers,Steelers,56,Starter,23,DI,Defensive Interior,2023
William Gholston,68.34,52.03,75.04,286.0,Buccaneers,Buccaneers,57,Starter,24,DI,Defensive Interior,2023
Jarran Reed,68.28,53.24,74.63,809.0,Seahawks,Seahawks,58,Starter,25,DI,Defensive Interior,2023
Bryan Bresee,68.1,51.62,74.92,539.0,Saints,Saints,59,Starter,26,DI,Defensive Interior,2023
Sebastian Joseph-Day,68.07,50.57,77.82,623.0,49ers,49ers,60,Starter,27,DI,Defensive Interior,2023
Khyiris Tonga,68.05,61.68,72.25,188.0,Vikings,Vikings,61,Starter,28,DI,Defensive Interior,2023
Roy Robertson-Harris,67.97,54.37,73.45,683.0,Jaguars,Jaguars,62,Starter,29,DI,Defensive Interior,2023
Tim Settle,67.95,53.71,74.06,413.0,Bills,Bills,63,Starter,30,DI,Defensive Interior,2023
Cameron Young,67.8,56.77,72.96,201.0,Seahawks,Seahawks,64,Starter,31,DI,Defensive Interior,2023
Poona Ford,67.76,57.53,74.83,151.0,Bills,Bills,65,Starter,32,DI,Defensive Interior,2023
Naquan Jones,67.7,53.29,78.14,171.0,Cardinals,Cardinals,66,Starter,33,DI,Defensive Interior,2023
