player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Trey Hopkins,75.2,63.8,78.63,938.0,Bengals,Bengals,21,Good,12,C,Center,2020
Trystan Colon,74.6,67.6,75.1,127.0,Ravens,Ravens,22,Good,13,C,Center,2020
Connor McGovern,74.52,62.2,78.56,969.0,Jets,Jets,23,Good,14,C,Center,2020
Garrett Bradbury,74.06,61.4,78.34,1082.0,Vikings,Vikings,24,Good,15,C,Center,2020
Matt Paradis,73.89,63.4,76.71,1029.0,Panthers,Panthers,25,Starter,1,C,Center,2020
A.Q. Shipley,72.44,56.0,79.23,157.0,Buccaneers,Buccaneers,26,Starter,2,C,Center,2020
Maurkice Pouncey,71.62,60.5,74.86,863.0,Steelers,Steelers,27,Starter,3,C,Center,2020
Sam Mustipher,71.53,58.9,75.78,504.0,Bears,Bears,28,Starter,4,C,Center,2020
Billy Price,69.78,50.7,78.34,208.0,Bengals,Bengals,29,Starter,5,C,Center,2020
Mason Cole,69.72,54.4,75.77,913.0,Cardinals,Cardinals,30,Starter,6,C,Center,2020
Nick Martin,68.59,56.1,72.75,980.0,Texans,Texans,31,Starter,7,C,Center,2020
Tyler Biadasz,68.2,53.5,73.84,427.0,Cowboys,Cowboys,32,Starter,8,C,Center,2020
Hroniss Grasu,67.73,52.4,73.78,215.0,49ers,49ers,33,Starter,9,C,Center,2020
J.C. Hassenauer,66.81,57.7,68.72,303.0,Steelers,Steelers,34,Starter,10,C,Center,2020
Matt Skura,66.51,50.2,73.22,661.0,Ravens,Ravens,35,Starter,11,C,Center,2020
Matt Hennessy,64.87,47.0,72.62,225.0,Falcons,Falcons,36,Starter,12,C,Center,2020
Joe Looney,64.76,50.7,69.97,764.0,Cowboys,Cowboys,37,Starter,13,C,Center,2020
James Ferentz,64.19,54.3,66.61,162.0,Patriots,Patriots,38,Starter,14,C,Center,2020
Lloyd Cushenberry III,59.43,40.5,67.89,1076.0,Broncos,Broncos,39,Rotation/backup,1,C,Center,2020
Jaire Alexander,91.91,90.6,89.76,900.0,Packers,Packers,1,Elite,1,CB,Cornerback,2020
Xavien Howard,90.37,89.6,90.98,936.0,Dolphins,Dolphins,2,Elite,2,CB,Cornerback,2020
Bryce Callahan,86.64,86.7,86.19,655.0,Broncos,Broncos,3,Elite,3,CB,Cornerback,2020
Darious Williams,84.46,79.6,87.43,824.0,Rams,Rams,4,Elite,4,CB,Cornerback,2020
Jamel Dean,84.37,79.9,86.84,711.0,Buccaneers,Buccaneers,5,Elite,5,CB,Cornerback,2020
Jalen Ramsey,83.55,80.3,83.31,954.0,Rams,Rams,6,Elite,6,CB,Cornerback,2020
Tre'Davious White,83.39,77.9,84.23,878.0,Bills,Bills,7,Elite,7,CB,Cornerback,2020
Jonathan Jones,83.3,80.8,81.11,730.0,Patriots,Patriots,8,Elite,8,CB,Cornerback,2020
James Bradberry,82.67,79.9,81.19,1021.0,Giants,Giants,9,Elite,9,CB,Cornerback,2020
Marlon Humphrey,82.47,77.6,82.49,972.0,Ravens,Ravens,10,Elite,10,CB,Cornerback,2020
Xavier Rhodes,82.46,77.5,82.33,902.0,Colts,Colts,11,Elite,11,CB,Cornerback,2020
Brian Poole,81.12,79.5,83.36,483.0,Jets,Jets,12,Elite,12,CB,Cornerback,2020
Kenny Moore II,80.42,78.1,79.57,952.0,Colts,Colts,13,Elite,13,CB,Cornerback,2020
Ronald Darby,80.33,75.9,82.13,1002.0,Commanders,Commanders,14,Elite,14,CB,Cornerback,2020
Ahkello Witherspoon,80.03,80.9,81.43,334.0,49ers,49ers,15,Elite,15,CB,Cornerback,2020
Rashad Fenton,79.93,75.0,83.48,527.0,Chiefs,Chiefs,16,Good,1,CB,Cornerback,2020
Malcolm Butler,79.2,72.7,81.55,1087.0,Titans,Titans,17,Good,2,CB,Cornerback,2020
Troy Hill,79.05,75.7,78.69,973.0,Rams,Rams,18,Good,3,CB,Cornerback,2020
Denzel Ward,78.84,74.6,81.47,776.0,Browns,Browns,19,Good,4,CB,Cornerback,2020
William Jackson III,78.57,72.4,80.19,886.0,Bengals,Bengals,20,Good,5,CB,Cornerback,2020
Cameron Sutton,77.53,73.9,76.82,552.0,Steelers,Steelers,21,Good,6,CB,Cornerback,2020
J.C. Jackson,77.53,70.1,78.95,851.0,Patriots,Patriots,22,Good,7,CB,Cornerback,2020
Jimmy Smith,76.94,75.7,79.24,454.0,Ravens,Ravens,23,Good,8,CB,Cornerback,2020
Jason Verrett,76.75,76.1,79.27,803.0,49ers,49ers,24,Good,9,CB,Cornerback,2020
Kyle Fuller,76.58,70.1,76.74,1060.0,Bears,Bears,25,Good,10,CB,Cornerback,2020
Joe Haden,76.49,69.6,78.16,846.0,Steelers,Steelers,26,Good,11,CB,Cornerback,2020
Ross Cockrell,76.4,74.2,79.33,238.0,Buccaneers,Buccaneers,27,Good,12,CB,Cornerback,2020
Marcus Peters,76.37,69.4,77.88,912.0,Ravens,Ravens,28,Good,13,CB,Cornerback,2020
Bashaud Breeland,76.2,72.9,78.72,690.0,Chiefs,Chiefs,29,Good,14,CB,Cornerback,2020
L'Jarius Sneed,76.15,73.7,80.92,410.0,Chiefs,Chiefs,30,Good,15,CB,Cornerback,2020
Bradley Roby,76.13,72.2,79.78,613.0,Texans,Texans,31,Good,16,CB,Cornerback,2020
Donte Jackson,74.89,69.0,76.94,599.0,Panthers,Panthers,32,Good,17,CB,Cornerback,2020
Darius Phillips,74.59,68.1,81.0,593.0,Bengals,Bengals,33,Good,18,CB,Cornerback,2020
Sidney Jones IV,74.36,71.3,80.25,303.0,Jaguars,Jaguars,34,Good,19,CB,Cornerback,2020
D.J. Reed,74.23,69.8,78.53,560.0,Seahawks,Seahawks,35,Good,20,CB,Cornerback,2020
Steven Nelson,74.11,68.1,74.79,908.0,Steelers,Steelers,36,Good,21,CB,Cornerback,2020
Charvarius Ward,73.57,66.8,77.47,782.0,Chiefs,Chiefs,37,Starter,1,CB,Cornerback,2020
Josh Norman,73.5,69.9,77.46,344.0,Bills,Bills,38,Starter,2,CB,Cornerback,2020
T.J. Carrie,73.43,67.0,74.9,396.0,Colts,Colts,39,Starter,3,CB,Cornerback,2020
Janoris Jenkins,73.38,66.0,76.02,805.0,Saints,Saints,40,Starter,4,CB,Cornerback,2020
Carlton Davis III,73.34,66.4,76.08,906.0,Buccaneers,Buccaneers,41,Starter,5,CB,Cornerback,2020
Trevon Diggs,72.81,63.9,78.75,758.0,Cowboys,Cowboys,42,Starter,6,CB,Cornerback,2020
Mike Hilton,72.75,67.0,74.7,464.0,Steelers,Steelers,43,Starter,7,CB,Cornerback,2020
Mackensie Alexander,72.63,67.2,74.79,642.0,Bengals,Bengals,44,Starter,8,CB,Cornerback,2020
Shaquill Griffin,72.39,63.6,76.78,812.0,Seahawks,Seahawks,45,Starter,9,CB,Cornerback,2020
Richard Sherman,72.37,67.2,78.1,332.0,49ers,49ers,46,Starter,10,CB,Cornerback,2020
Kendall Fuller,72.37,65.3,75.74,893.0,Commanders,Commanders,47,Starter,11,CB,Cornerback,2020
Michael Davis,72.28,62.9,76.25,958.0,Chargers,Chargers,48,Starter,12,CB,Cornerback,2020
Darius Slay,72.26,63.1,75.55,885.0,Eagles,Eagles,49,Starter,13,CB,Cornerback,2020
Breon Borders,71.71,71.4,76.08,360.0,Titans,Titans,50,Starter,14,CB,Cornerback,2020
Terrance Mitchell,71.49,63.4,76.89,1070.0,Browns,Browns,51,Starter,15,CB,Cornerback,2020
Cameron Dantzler,71.22,69.8,73.2,601.0,Vikings,Vikings,52,Starter,16,CB,Cornerback,2020
Ugo Amadi,71.14,67.1,75.26,552.0,Seahawks,Seahawks,53,Starter,17,CB,Cornerback,2020
Chandon Sullivan,70.9,65.4,71.96,729.0,Packers,Packers,54,Starter,18,CB,Cornerback,2020
Javelin Guidry,70.5,76.5,73.2,172.0,Jets,Jets,55,Starter,19,CB,Cornerback,2020
Byron Murphy Jr.,70.44,63.3,71.69,795.0,Cardinals,Cardinals,56,Starter,20,CB,Cornerback,2020
Casey Hayward Jr.,70.24,59.5,74.26,788.0,Chargers,Chargers,57,Starter,21,CB,Cornerback,2020
Fabian Moreau,70.09,64.3,73.12,158.0,Commanders,Commanders,58,Starter,22,CB,Cornerback,2020
Johnathan Joseph,69.67,63.1,73.53,423.0,Cardinals,Cardinals,59,Starter,23,CB,Cornerback,2020
Rasul Douglas,69.49,60.2,72.99,821.0,Panthers,Panthers,60,Starter,24,CB,Cornerback,2020
Trayvon Mullen,69.04,58.3,72.03,933.0,Raiders,Raiders,61,Starter,25,CB,Cornerback,2020
K'Waun Williams,68.97,64.8,72.49,284.0,49ers,49ers,62,Starter,26,CB,Cornerback,2020
Byron Jones,68.97,61.5,71.14,814.0,Dolphins,Dolphins,63,Starter,27,CB,Cornerback,2020
Adoree' Jackson,68.94,66.8,74.53,155.0,Titans,Titans,64,Starter,28,CB,Cornerback,2020
Blidi Wreh-Wilson,68.87,63.2,74.0,245.0,Falcons,Falcons,65,Starter,29,CB,Cornerback,2020
Corn Elder,68.77,68.2,66.65,411.0,Panthers,Panthers,66,Starter,30,CB,Cornerback,2020
Dontae Johnson,68.09,65.2,72.84,273.0,49ers,49ers,67,Starter,31,CB,Cornerback,2020
Stephon Gilmore,68.0,58.5,72.76,632.0,Patriots,Patriots,68,Starter,32,CB,Cornerback,2020
Desmond King II,67.46,60.9,68.7,709.0,Titans,Titans,69,Starter,33,CB,Cornerback,2020
Jaylon Johnson,67.06,56.1,73.33,867.0,Bears,Bears,70,Starter,34,CB,Cornerback,2020
Marshon Lattimore,66.96,53.7,73.3,871.0,Saints,Saints,71,Starter,35,CB,Cornerback,2020
Levi Wallace,66.53,56.0,73.35,612.0,Bills,Bills,72,Starter,36,CB,Cornerback,2020
Darqueze Dennard,66.48,63.1,71.55,439.0,Falcons,Falcons,73,Starter,37,CB,Cornerback,2020
Harrison Hand,66.26,62.4,78.08,163.0,Vikings,Vikings,74,Starter,38,CB,Cornerback,2020
Patrick Robinson,65.77,56.9,74.38,248.0,Saints,Saints,75,Starter,39,CB,Cornerback,2020
Emmanuel Moseley,65.46,54.6,70.62,499.0,49ers,49ers,76,Starter,40,CB,Cornerback,2020
Jason McCourty,65.41,51.8,71.57,665.0,Patriots,Patriots,77,Starter,41,CB,Cornerback,2020
Darryl Roberts,65.27,55.0,72.31,469.0,Lions,Lions,78,Starter,42,CB,Cornerback,2020
Tye Smith,65.1,64.1,69.2,169.0,Titans,Titans,79,Starter,43,CB,Cornerback,2020
Bryce Hall,65.0,62.8,70.64,547.0,Jets,Jets,80,Starter,44,CB,Cornerback,2020
Chris Harris Jr.,64.97,57.4,70.34,568.0,Chargers,Chargers,81,Starter,45,CB,Cornerback,2020
Isaiah Oliver,64.96,53.3,69.6,831.0,Falcons,Falcons,82,Starter,46,CB,Cornerback,2020
CJ Henderson,64.87,58.3,73.41,474.0,Jaguars,Jaguars,83,Starter,47,CB,Cornerback,2020
A.J. Terrell,64.84,57.0,67.98,908.0,Falcons,Falcons,84,Starter,48,CB,Cornerback,2020
Joejuan Williams,64.61,53.7,74.89,172.0,Patriots,Patriots,85,Starter,49,CB,Cornerback,2020
Keion Crossen,64.58,61.5,70.9,307.0,Texans,Texans,86,Starter,50,CB,Cornerback,2020
Anthony Averett,64.43,60.6,70.0,355.0,Ravens,Ravens,87,Starter,51,CB,Cornerback,2020
Taron Johnson,64.36,55.6,68.32,825.0,Bills,Bills,88,Starter,52,CB,Cornerback,2020
Patrick Peterson,64.11,53.1,69.17,1096.0,Cardinals,Cardinals,89,Starter,53,CB,Cornerback,2020
Sean Murphy-Bunting,63.6,55.2,65.41,884.0,Buccaneers,Buccaneers,90,Starter,54,CB,Cornerback,2020
Jimmy Moreland,63.27,56.7,64.26,601.0,Commanders,Commanders,91,Starter,55,CB,Cornerback,2020
Nevin Lawson,63.25,54.7,67.92,737.0,Raiders,Raiders,92,Starter,56,CB,Cornerback,2020
Nickell Robey-Coleman,63.22,53.3,66.19,612.0,Eagles,Eagles,93,Starter,57,CB,Cornerback,2020
Josh Jackson,62.44,51.7,69.09,331.0,Packers,Packers,94,Starter,58,CB,Cornerback,2020
Jamal Perry,62.29,53.6,67.95,140.0,Dolphins,Dolphins,95,Starter,59,CB,Cornerback,2020
Tre Herndon,62.18,50.7,68.48,1017.0,Jaguars,Jaguars,96,Starter,60,CB,Cornerback,2020
A.J. Bouye,62.06,52.4,70.26,410.0,Broncos,Broncos,97,Starter,61,CB,Cornerback,2020
Chidobe Awuzie,61.95,52.0,68.78,452.0,Cowboys,Cowboys,98,Rotation/backup,1,CB,Cornerback,2020
Rashard Robinson,61.68,55.9,72.62,187.0,Cowboys,Cowboys,99,Rotation/backup,2,CB,Cornerback,2020
Kevin King,61.55,52.1,68.69,664.0,Packers,Packers,100,Rotation/backup,3,CB,Cornerback,2020
Mike Hughes,61.55,56.7,69.58,173.0,Vikings,Vikings,101,Rotation/backup,4,CB,Cornerback,2020
Jamar Taylor,60.86,52.9,69.09,203.0,49ers,49ers,102,Rotation/backup,5,CB,Cornerback,2020
Rock Ya-Sin,60.68,48.2,67.18,550.0,Colts,Colts,103,Rotation/backup,6,CB,Cornerback,2020
Chris Claybrooks,60.64,57.4,62.8,375.0,Jaguars,Jaguars,104,Rotation/backup,7,CB,Cornerback,2020
Myles Hartsfield,60.49,59.8,64.09,140.0,Panthers,Panthers,105,Rotation/backup,8,CB,Cornerback,2020
Tre Flowers,60.41,51.0,65.65,578.0,Seahawks,Seahawks,106,Rotation/backup,9,CB,Cornerback,2020
Amani Oruwariye,60.24,51.2,65.61,1028.0,Lions,Lions,107,Rotation/backup,10,CB,Cornerback,2020
Isaac Yiadom,60.14,52.1,64.88,634.0,Giants,Giants,108,Rotation/backup,11,CB,Cornerback,2020
Justin Coleman,59.71,48.4,65.68,470.0,Lions,Lions,109,Rotation/backup,12,CB,Cornerback,2020
Duke Shelley,59.62,58.8,66.86,209.0,Bears,Bears,110,Rotation/backup,13,CB,Cornerback,2020
Kevin Johnson,59.6,52.7,65.55,575.0,Browns,Browns,111,Rotation/backup,14,CB,Cornerback,2020
Jourdan Lewis,59.59,45.8,66.28,817.0,Cowboys,Cowboys,112,Rotation/backup,15,CB,Cornerback,2020
Anthony Brown,59.37,48.3,68.1,534.0,Cowboys,Cowboys,113,Rotation/backup,16,CB,Cornerback,2020
Buster Skrine,59.33,46.2,66.42,557.0,Bears,Bears,114,Rotation/backup,17,CB,Cornerback,2020
De'Vante Bausby,59.19,54.0,70.06,277.0,Broncos,Broncos,115,Rotation/backup,18,CB,Cornerback,2020
Tevaughn Campbell,59.17,50.3,67.16,326.0,Chargers,Chargers,116,Rotation/backup,19,CB,Cornerback,2020
Ka'dar Hollman,59.16,54.9,68.9,108.0,Packers,Packers,117,Rotation/backup,20,CB,Cornerback,2020
Nik Needham,58.86,45.3,66.6,617.0,Dolphins,Dolphins,118,Rotation/backup,21,CB,Cornerback,2020
Phillip Gaines,58.66,53.5,66.78,262.0,Texans,Texans,119,Rotation/backup,22,CB,Cornerback,2020
Pierre Desir,58.18,42.5,69.05,519.0,Ravens,Ravens,120,Rotation/backup,23,CB,Cornerback,2020
Darnay Holmes,57.93,48.8,64.02,442.0,Giants,Giants,121,Rotation/backup,24,CB,Cornerback,2020
Dre Kirkpatrick,57.84,46.1,66.28,750.0,Cardinals,Cardinals,122,Rotation/backup,25,CB,Cornerback,2020
Quinton Dunbar,57.69,44.2,71.17,397.0,Seahawks,Seahawks,123,Rotation/backup,26,CB,Cornerback,2020
Daryl Worley,57.59,42.2,68.36,346.0,Raiders,Raiders,124,Rotation/backup,27,CB,Cornerback,2020
Antonio Hamilton Sr.,57.24,47.5,68.68,136.0,Chiefs,Chiefs,125,Rotation/backup,28,CB,Cornerback,2020
Kristian Fulton,57.18,56.5,66.89,203.0,Titans,Titans,126,Rotation/backup,29,CB,Cornerback,2020
Chris Jones,56.72,46.8,66.06,273.0,Vikings,Vikings,127,Rotation/backup,30,CB,Cornerback,2020
David Long Jr.,55.94,49.5,62.31,116.0,Rams,Rams,128,Rotation/backup,31,CB,Cornerback,2020
Essang Bassey,55.9,48.4,62.98,382.0,Broncos,Broncos,129,Rotation/backup,32,CB,Cornerback,2020
John Reid,55.64,56.8,61.57,145.0,Texans,Texans,130,Rotation/backup,33,CB,Cornerback,2020
Kris Boyd,55.43,50.3,63.02,343.0,Vikings,Vikings,131,Rotation/backup,34,CB,Cornerback,2020
Blessuan Austin,55.29,47.4,63.15,681.0,Jets,Jets,132,Rotation/backup,35,CB,Cornerback,2020
Michael Ojemudia,55.06,49.9,56.41,852.0,Broncos,Broncos,133,Rotation/backup,36,CB,Cornerback,2020
M.J. Stewart,54.71,44.1,64.39,229.0,Browns,Browns,134,Rotation/backup,37,CB,Cornerback,2020
Tavierre Thomas,54.44,51.1,63.18,204.0,Browns,Browns,135,Rotation/backup,38,CB,Cornerback,2020
Davontae Harris,54.17,46.5,63.55,117.0,Ravens,Ravens,136,Rotation/backup,39,CB,Cornerback,2020
Cre'Von LeBlanc,54.1,43.3,65.79,217.0,Eagles,Eagles,137,Rotation/backup,40,CB,Cornerback,2020
Jeff Gladney,53.51,48.5,52.68,958.0,Vikings,Vikings,138,Rotation/backup,41,CB,Cornerback,2020
Greg Mabin,53.48,41.4,68.52,248.0,Jaguars,Jaguars,139,Rotation/backup,42,CB,Cornerback,2020
Desmond Trufant,53.27,36.7,67.55,324.0,Lions,Lions,140,Rotation/backup,43,CB,Cornerback,2020
Avonte Maddox,53.19,37.1,65.38,509.0,Eagles,Eagles,141,Rotation/backup,44,CB,Cornerback,2020
Vernon Hargreaves III,53.17,37.3,63.01,980.0,Texans,Texans,142,Rotation/backup,45,CB,Cornerback,2020
Isaiah Johnson,52.98,35.7,68.28,181.0,Raiders,Raiders,143,Rotation/backup,46,CB,Cornerback,2020
LeShaun Sims,52.96,40.1,61.95,607.0,Bengals,Bengals,144,Rotation/backup,47,CB,Cornerback,2020
Kendall Sheffield,52.66,36.9,62.39,524.0,Falcons,Falcons,145,Rotation/backup,48,CB,Cornerback,2020
Ryan Lewis,52.56,42.8,65.42,271.0,Giants,Giants,146,Rotation/backup,49,CB,Cornerback,2020
Justin Layne,50.55,47.3,57.92,120.0,Steelers,Steelers,147,Rotation/backup,50,CB,Cornerback,2020
Troy Pride Jr.,49.9,41.7,53.28,529.0,Panthers,Panthers,148,Rotation/backup,51,CB,Cornerback,2020
Lamar Jackson,49.77,45.8,56.58,453.0,Jets,Jets,149,Rotation/backup,52,CB,Cornerback,2020
D.J. Hayden,49.18,32.6,63.36,234.0,Jaguars,Jaguars,150,Rotation/backup,53,CB,Cornerback,2020
Keisean Nixon,47.18,40.7,56.96,155.0,Raiders,Raiders,151,Rotation/backup,54,CB,Cornerback,2020
Jeff Okudah,46.99,30.9,60.85,460.0,Lions,Lions,152,Rotation/backup,55,CB,Cornerback,2020
Kindle Vildor,46.65,49.8,56.35,136.0,Bears,Bears,153,Rotation/backup,56,CB,Cornerback,2020
Noah Igbinoghene,45.38,38.8,51.85,286.0,Dolphins,Dolphins,154,Rotation/backup,57,CB,Cornerback,2020
Damon Arnette,45.29,37.5,53.62,343.0,Raiders,Raiders,155,Rotation/backup,58,CB,Cornerback,2020
Corey Ballentine,45.0,34.4,51.91,107.0,Jets,Jets,156,Rotation/backup,59,CB,Cornerback,2020
Michael Jacquet,45.0,39.1,61.41,160.0,Eagles,Eagles,157,Rotation/backup,60,CB,Cornerback,2020
Chris Jackson,45.0,31.1,51.85,241.0,Titans,Titans,158,Rotation/backup,61,CB,Cornerback,2020
Luq Barcoo,45.0,31.3,53.5,152.0,Jaguars,Jaguars,159,Rotation/backup,62,CB,Cornerback,2020
Aaron Donald,92.85,88.4,91.65,866.0,Rams,Rams,1,Elite,1,DI,Defensive Interior,2020
Quinnen Williams,88.06,89.87,85.82,587.0,Jets,Jets,2,Elite,2,DI,Defensive Interior,2020
DeForest Buckner,86.3,90.07,80.13,751.0,Colts,Colts,3,Elite,3,DI,Defensive Interior,2020
Grady Jarrett,85.86,85.78,82.16,851.0,Falcons,Falcons,4,Elite,4,DI,Defensive Interior,2020
Leonard Williams,85.6,89.58,79.1,803.0,Giants,Giants,5,Elite,5,DI,Defensive Interior,2020
Cameron Heyward,83.77,83.27,80.46,807.0,Steelers,Steelers,6,Elite,6,DI,Defensive Interior,2020
Kenny Clark,83.66,85.81,80.24,595.0,Packers,Packers,7,Elite,7,DI,Defensive Interior,2020
Dexter Lawrence,83.47,87.91,76.35,655.0,Giants,Giants,8,Elite,8,DI,Defensive Interior,2020
Fletcher Cox,83.24,84.97,78.43,747.0,Eagles,Eagles,9,Elite,9,DI,Defensive Interior,2020
Calais Campbell,82.98,76.15,85.45,410.0,Ravens,Ravens,10,Elite,10,DI,Defensive Interior,2020
Chris Jones,82.71,87.52,76.81,695.0,Chiefs,Chiefs,11,Elite,11,DI,Defensive Interior,2020
Mario Edwards Jr.,82.51,83.93,78.64,256.0,Bears,Bears,12,Elite,12,DI,Defensive Interior,2020
Jonathan Allen,81.44,79.74,78.73,809.0,Commanders,Commanders,13,Elite,13,DI,Defensive Interior,2020
Shelby Harris,81.42,80.64,80.37,441.0,Broncos,Broncos,14,Elite,14,DI,Defensive Interior,2020
Zach Sieler,81.36,73.72,88.02,532.0,Dolphins,Dolphins,15,Elite,15,DI,Defensive Interior,2020
Dalvin Tomlinson,81.02,82.02,76.18,658.0,Giants,Giants,16,Elite,16,DI,Defensive Interior,2020
Stephon Tuitt,80.98,85.25,78.04,779.0,Steelers,Steelers,17,Elite,17,DI,Defensive Interior,2020
Poona Ford,80.74,78.66,79.31,670.0,Seahawks,Seahawks,18,Elite,18,DI,Defensive Interior,2020
Folorunso Fatukasi,80.32,83.15,78.54,507.0,Jets,Jets,19,Elite,19,DI,Defensive Interior,2020
Sebastian Joseph-Day,79.32,73.06,79.32,412.0,Rams,Rams,20,Good,1,DI,Defensive Interior,2020
Sheldon Richardson,79.27,73.1,79.21,799.0,Browns,Browns,21,Good,2,DI,Defensive Interior,2020
Jurrell Casey,79.04,80.81,81.3,156.0,Broncos,Broncos,22,Good,3,DI,Defensive Interior,2020
B.J. Hill,78.95,77.97,75.44,375.0,Giants,Giants,23,Good,4,DI,Defensive Interior,2020
Dre'Mont Jones,78.89,78.98,77.39,560.0,Broncos,Broncos,24,Good,5,DI,Defensive Interior,2020
Vita Vea,78.79,88.7,74.36,224.0,Buccaneers,Buccaneers,25,Good,6,DI,Defensive Interior,2020
Tim Settle,77.68,71.26,78.52,348.0,Commanders,Commanders,26,Good,7,DI,Defensive Interior,2020
Akiem Hicks,77.59,71.69,81.32,795.0,Bears,Bears,27,Good,8,DI,Defensive Interior,2020
Jeffery Simmons,77.4,84.53,71.86,841.0,Titans,Titans,28,Good,9,DI,Defensive Interior,2020
David Onyemata,77.11,75.39,74.92,599.0,Saints,Saints,29,Good,10,DI,Defensive Interior,2020
Daron Payne,76.62,74.36,74.28,882.0,Commanders,Commanders,30,Good,11,DI,Defensive Interior,2020
James Smith-Williams,76.51,57.75,86.93,100.0,Commanders,Commanders,31,Good,12,DI,Defensive Interior,2020
Zach Kerr,76.2,73.34,76.76,390.0,Panthers,Panthers,32,Good,13,DI,Defensive Interior,2020
Bilal Nichols,76.2,67.67,79.07,618.0,Bears,Bears,33,Good,14,DI,Defensive Interior,2020
Christian Wilkins,75.54,73.01,74.36,637.0,Dolphins,Dolphins,34,Good,15,DI,Defensive Interior,2020
DJ Reader,75.44,79.07,74.91,259.0,Bengals,Bengals,35,Good,16,DI,Defensive Interior,2020
Javon Hargrave,75.37,65.22,78.49,602.0,Eagles,Eagles,36,Good,17,DI,Defensive Interior,2020
Linval Joseph,75.18,67.84,77.05,726.0,Chargers,Chargers,37,Good,18,DI,Defensive Interior,2020
Malcom Brown,75.15,70.24,76.02,345.0,Saints,Saints,38,Good,19,DI,Defensive Interior,2020
Maurice Hurst,75.12,77.46,72.63,277.0,Raiders,Raiders,39,Good,20,DI,Defensive Interior,2020
Henry Anderson,74.99,67.82,76.54,549.0,Jets,Jets,40,Good,21,DI,Defensive Interior,2020
Ndamukong Suh,74.79,62.59,78.75,788.0,Buccaneers,Buccaneers,41,Good,22,DI,Defensive Interior,2020
Lawrence Guy Sr.,74.72,64.33,78.52,503.0,Patriots,Patriots,42,Good,23,DI,Defensive Interior,2020
Greg Gaines,74.54,67.65,77.32,201.0,Rams,Rams,43,Good,24,DI,Defensive Interior,2020
Shy Tuttle,73.42,69.15,74.05,326.0,Saints,Saints,44,Starter,1,DI,Defensive Interior,2020
Derek Wolfe,73.07,64.99,76.58,621.0,Ravens,Ravens,45,Starter,2,DI,Defensive Interior,2020
Ed Oliver,72.93,57.59,78.99,578.0,Bills,Bills,46,Starter,3,DI,Defensive Interior,2020
Michael Brockers,72.61,64.14,74.61,625.0,Rams,Rams,47,Starter,4,DI,Defensive Interior,2020
Tyson Alualu,72.54,71.43,69.85,448.0,Steelers,Steelers,48,Starter,5,DI,Defensive Interior,2020
Damon Harrison Sr.,72.49,60.2,81.51,150.0,Packers,Packers,49,Starter,6,DI,Defensive Interior,2020
Geno Atkins,72.37,55.68,83.49,119.0,Bengals,Bengals,50,Starter,7,DI,Defensive Interior,2020
Steve McLendon,72.26,57.28,78.59,443.0,Buccaneers,Buccaneers,51,Starter,8,DI,Defensive Interior,2020
Derrick Brown,72.1,66.14,71.91,742.0,Panthers,Panthers,52,Starter,9,DI,Defensive Interior,2020
Johnathan Hankins,72.01,61.46,75.08,665.0,Raiders,Raiders,53,Starter,10,DI,Defensive Interior,2020
