player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Christian Gonzalez,79.86,78.2,82.2,978.0,Patriots,Patriots,13,Good,2,CB,Cornerback,2024
Renardo Green,79.47,72.93,80.65,675.0,49ers,49ers,14,Good,3,CB,Cornerback,2024
Jamel Dean,79.21,74.94,80.83,745.0,Buccaneers,Buccaneers,15,Good,4,CB,Cornerback,2024
Jaylon Johnson,78.93,74.2,79.98,1031.0,Bears,Bears,16,Good,5,CB,Cornerback,2024
Tarheeb Still,78.05,74.8,78.01,826.0,Chargers,Chargers,17,Good,6,CB,Cornerback,2024
Kyler Gordon,77.42,74.99,77.62,724.0,Bears,Bears,18,Good,7,CB,Cornerback,2024
Jalen Ramsey,77.16,71.9,78.26,1027.0,Dolphins,Dolphins,19,Good,8,CB,Cornerback,2024
Jaire Alexander,77.07,74.58,82.02,361.0,Packers,Packers,20,Good,9,CB,Cornerback,2024
Carlton Davis III,76.65,71.51,79.54,697.0,Lions,Lions,21,Good,10,CB,Cornerback,2024
Nate Wiggins,76.26,68.69,77.14,769.0,Ravens,Ravens,22,Good,11,CB,Cornerback,2024
Byron Murphy Jr.,76.22,73.5,76.32,1109.0,Vikings,Vikings,23,Good,12,CB,Cornerback,2024
Mike Jackson,76.09,68.1,77.84,1204.0,Panthers,Panthers,24,Good,13,CB,Cornerback,2024
D.J. Reed,76.03,70.1,77.89,880.0,Jets,Jets,25,Good,14,CB,Cornerback,2024
Samuel Womack III,75.97,70.21,81.22,673.0,Colts,Colts,26,Good,15,CB,Cornerback,2024
Denzel Ward,75.69,68.68,78.16,757.0,Browns,Browns,27,Good,16,CB,Cornerback,2024
Terell Smith,75.47,68.26,82.61,207.0,Bears,Bears,28,Good,17,CB,Cornerback,2024
A.J. Terrell,75.45,69.5,75.84,1085.0,Falcons,Falcons,29,Good,18,CB,Cornerback,2024
Deommodore Lenoir,75.4,71.7,74.89,922.0,49ers,49ers,30,Good,19,CB,Cornerback,2024
Tariq Woolen,75.21,65.7,78.65,889.0,Seahawks,Seahawks,31,Good,20,CB,Cornerback,2024
Devon Witherspoon,75.19,69.2,76.11,1103.0,Seahawks,Seahawks,32,Good,21,CB,Cornerback,2024
Mike Hilton,75.01,68.22,76.45,737.0,Bengals,Bengals,33,Good,22,CB,Cornerback,2024
DaRon Bland,75.01,69.53,80.18,436.0,Cowboys,Cowboys,34,Good,23,CB,Cornerback,2024
Jaylon Jones,74.6,67.9,75.63,1146.0,Colts,Colts,35,Good,24,CB,Cornerback,2024
Carrington Valentine,74.41,69.77,75.17,606.0,Packers,Packers,36,Good,25,CB,Cornerback,2024
Jaylen Watson,73.85,69.78,77.0,433.0,Chiefs,Chiefs,37,Starter,1,CB,Cornerback,2024
Andru Phillips,73.79,73.63,72.66,614.0,Giants,Giants,38,Starter,2,CB,Cornerback,2024
Mike Sainristil,73.74,64.5,75.73,1158.0,Commanders,Commanders,39,Starter,3,CB,Cornerback,2024
Mike Hughes,73.73,70.95,74.06,720.0,Falcons,Falcons,40,Starter,4,CB,Cornerback,2024
Clark Phillips III,73.35,69.93,75.74,409.0,Falcons,Falcons,41,Starter,5,CB,Cornerback,2024
DJ Turner II,73.28,66.59,77.25,508.0,Bengals,Bengals,42,Starter,6,CB,Cornerback,2024
Isaiah Rodgers,73.11,67.01,74.67,413.0,Eagles,Eagles,43,Starter,7,CB,Cornerback,2024
Kelee Ringo,72.97,63.84,80.41,127.0,Eagles,Eagles,44,Starter,8,CB,Cornerback,2024
Zyon McCollum,72.68,66.1,74.47,1123.0,Buccaneers,Buccaneers,45,Starter,9,CB,Cornerback,2024
Joshua Williams,72.6,65.86,76.16,411.0,Chiefs,Chiefs,46,Starter,10,CB,Cornerback,2024
Kenny Moore II,72.44,68.2,73.35,1013.0,Colts,Colts,47,Starter,11,CB,Cornerback,2024
Cam Taylor-Britt,72.11,64.3,76.0,1036.0,Bengals,Bengals,48,Starter,12,CB,Cornerback,2024
Marcus Jones,72.0,65.98,78.92,586.0,Patriots,Patriots,49,Starter,13,CB,Cornerback,2024
Kristian Fulton,71.99,66.6,74.85,827.0,Chargers,Chargers,50,Starter,14,CB,Cornerback,2024
Kader Kohou,71.79,68.24,71.36,708.0,Dolphins,Dolphins,51,Starter,15,CB,Cornerback,2024
Troy Hill,71.54,67.64,76.64,236.0,Buccaneers,Buccaneers,52,Starter,16,CB,Cornerback,2024
Kool-Aid McKinstry,70.98,66.45,72.76,680.0,Saints,Saints,53,Starter,17,CB,Cornerback,2024
Jarrian Jones,70.82,62.3,72.33,699.0,Jaguars,Jaguars,54,Starter,18,CB,Cornerback,2024
Tyson Campbell,70.7,63.82,75.33,767.0,Jaguars,Jaguars,55,Starter,19,CB,Cornerback,2024
Kendall Fuller,70.49,62.14,75.42,556.0,Dolphins,Dolphins,56,Starter,20,CB,Cornerback,2024
Kris Abrams-Draine,70.49,65.88,85.66,123.0,Broncos,Broncos,57,Starter,21,CB,Cornerback,2024
Shaquill Griffin,70.3,61.46,76.44,597.0,Vikings,Vikings,58,Starter,22,CB,Cornerback,2024
Darious Williams,70.29,59.8,74.58,865.0,Rams,Rams,59,Starter,23,CB,Cornerback,2024
Amik Robertson,70.24,61.92,72.5,630.0,Lions,Lions,60,Starter,24,CB,Cornerback,2024
Adoree' Jackson,70.1,63.74,73.91,426.0,Giants,Giants,61,Starter,25,CB,Cornerback,2024
Jonathan Jones,70.08,61.05,73.02,712.0,Patriots,Patriots,62,Starter,26,CB,Cornerback,2024
Stephon Gilmore,70.0,59.2,73.71,904.0,Vikings,Vikings,63,Starter,27,CB,Cornerback,2024
Paulson Adebo,69.71,63.26,76.11,436.0,Saints,Saints,64,Starter,28,CB,Cornerback,2024
Cobie Durant,69.68,61.5,73.42,843.0,Rams,Rams,65,Starter,29,CB,Cornerback,2024
Tyrique Stevenson,69.42,58.41,73.57,810.0,Bears,Bears,66,Starter,30,CB,Cornerback,2024
Ahkello Witherspoon,69.26,62.37,73.22,598.0,Rams,Rams,67,Starter,31,CB,Cornerback,2024
Charvarius Ward,68.82,58.29,74.12,694.0,49ers,49ers,68,Starter,32,CB,Cornerback,2024
Chamarri Conner,68.77,62.54,68.75,679.0,Chiefs,Chiefs,69,Starter,33,CB,Cornerback,2024
Darrell Baker Jr.,68.74,62.44,72.82,626.0,Titans,Titans,70,Starter,34,CB,Cornerback,2024
Josh Newton,68.66,60.7,72.74,504.0,Bengals,Bengals,71,Starter,35,CB,Cornerback,2024
Beanie Bishop Jr.,68.57,57.63,71.7,550.0,Steelers,Steelers,72,Starter,36,CB,Cornerback,2024
Keisean Nixon,68.53,60.7,70.36,1077.0,Packers,Packers,73,Starter,37,CB,Cornerback,2024
Isaiah Bolden,68.31,68.19,71.86,141.0,Patriots,Patriots,74,Starter,38,CB,Cornerback,2024
Amani Oruwariye,68.03,62.3,73.86,286.0,Cowboys,Cowboys,75,Starter,39,CB,Cornerback,2024
Ja'Quan McMillian,67.99,63.0,70.89,918.0,Broncos,Broncos,76,Starter,40,CB,Cornerback,2024
Alex Austin,67.63,62.08,77.58,234.0,Patriots,Patriots,77,Starter,41,CB,Cornerback,2024
Israel Mukuamu,67.27,56.0,71.1,201.0,Cowboys,Cowboys,78,Starter,42,CB,Cornerback,2024
Cory Trice Jr.,67.22,67.42,76.7,194.0,Steelers,Steelers,79,Starter,43,CB,Cornerback,2024
Trevon Diggs,67.2,60.27,75.01,683.0,Cowboys,Cowboys,80,Starter,44,CB,Cornerback,2024
Jakorian Bennett,67.17,60.75,73.41,459.0,Raiders,Raiders,81,Starter,45,CB,Cornerback,2024
Ronald Darby,67.06,59.34,73.52,659.0,Jaguars,Jaguars,82,Starter,46,CB,Cornerback,2024
Cor'Dale Flott,67.01,61.53,70.23,666.0,Giants,Giants,83,Starter,47,CB,Cornerback,2024
Jaycee Horn,66.97,57.9,73.85,1034.0,Panthers,Panthers,84,Starter,48,CB,Cornerback,2024
Avonte Maddox,66.95,60.32,72.3,352.0,Eagles,Eagles,85,Starter,49,CB,Cornerback,2024
Cam Hart,66.79,58.52,73.03,502.0,Chargers,Chargers,86,Starter,50,CB,Cornerback,2024
Joey Porter Jr.,66.74,56.3,69.53,1038.0,Steelers,Steelers,87,Starter,51,CB,Cornerback,2024
Marshon Lattimore,66.52,58.1,74.43,687.0,Commanders,Commanders,88,Starter,52,CB,Cornerback,2024
Ja'Sir Taylor,66.4,58.5,71.92,353.0,Chargers,Chargers,89,Starter,53,CB,Cornerback,2024
Fabian Moreau,66.39,60.2,73.41,104.0,Vikings,Vikings,90,Starter,54,CB,Cornerback,2024
Eric Stokes,66.26,62.03,70.9,588.0,Packers,Packers,91,Starter,55,CB,Cornerback,2024
Myles Bryant,66.03,61.17,70.0,156.0,Texans,Texans,92,Starter,56,CB,Cornerback,2024
Chidobe Awuzie,65.66,58.71,72.89,373.0,Titans,Titans,93,Starter,57,CB,Cornerback,2024
Taron Johnson,65.64,55.96,69.11,785.0,Bills,Bills,94,Starter,58,CB,Cornerback,2024
Jarvis Brownlee Jr.,65.61,55.9,67.92,911.0,Titans,Titans,95,Starter,59,CB,Cornerback,2024
Kaiir Elam,65.61,60.92,73.1,359.0,Bills,Bills,96,Starter,60,CB,Cornerback,2024
Brandin Echols,65.46,60.84,69.77,406.0,Jets,Jets,97,Starter,61,CB,Cornerback,2024
Rasul Douglas,65.42,51.6,70.47,997.0,Bills,Bills,98,Starter,62,CB,Cornerback,2024
Asante Samuel Jr.,65.42,58.99,71.91,234.0,Chargers,Chargers,99,Starter,63,CB,Cornerback,2024
Isaac Yiadom,65.08,55.95,70.91,488.0,49ers,49ers,100,Starter,64,CB,Cornerback,2024
Christian Roland-Wallace,65.03,60.54,71.71,197.0,Chiefs,Chiefs,101,Starter,65,CB,Cornerback,2024
Max Melton,64.78,57.77,65.29,565.0,Cardinals,Cardinals,102,Starter,66,CB,Cornerback,2024
Roger McCreary,64.73,58.51,66.28,652.0,Titans,Titans,103,Starter,67,CB,Cornerback,2024
Nate Hobbs,64.69,61.34,68.06,554.0,Raiders,Raiders,104,Starter,68,CB,Cornerback,2024
Dee Alford,64.42,56.06,67.91,724.0,Falcons,Falcons,105,Starter,69,CB,Cornerback,2024
Greg Newsome II,64.23,54.61,69.41,571.0,Browns,Browns,106,Starter,70,CB,Cornerback,2024
Jack Jones,64.2,52.9,70.11,1047.0,Raiders,Raiders,107,Starter,71,CB,Cornerback,2024
Cameron Mitchell,63.99,56.85,66.3,371.0,Browns,Browns,108,Starter,72,CB,Cornerback,2024
Tre'Davious White,63.97,55.63,73.29,445.0,Ravens,Ravens,109,Starter,73,CB,Cornerback,2024
James Pierre,63.93,57.4,70.99,207.0,Steelers,Steelers,110,Starter,74,CB,Cornerback,2024
Terrion Arnold,63.51,50.2,68.21,1021.0,Lions,Lions,111,Starter,75,CB,Cornerback,2024
D'Angelo Ross,63.51,63.12,69.61,184.0,Texans,Texans,112,Starter,76,CB,Cornerback,2024
Dax Hill,63.45,64.51,70.42,262.0,Bengals,Bengals,113,Starter,77,CB,Cornerback,2024
Nazeeh Johnson,63.03,54.06,64.84,547.0,Chiefs,Chiefs,114,Starter,78,CB,Cornerback,2024
Deantre Prince,62.96,62.0,73.21,101.0,Jaguars,Jaguars,115,Starter,79,CB,Cornerback,2024
Tre Brown,62.51,56.15,69.84,290.0,Seahawks,Seahawks,116,Starter,80,CB,Cornerback,2024
Ka'dar Hollman,62.35,58.8,69.47,116.0,Texans,Texans,117,Starter,81,CB,Cornerback,2024
Deonte Banks,62.15,50.52,68.3,788.0,Giants,Giants,118,Starter,82,CB,Cornerback,2024
Starling Thomas V,62.15,60.9,61.02,817.0,Cardinals,Cardinals,119,Starter,83,CB,Cornerback,2024
Riley Moss,61.73,56.0,65.91,912.0,Broncos,Broncos,120,Rotation/backup,1,CB,Cornerback,2024
Montaric Brown,61.72,61.6,62.54,855.0,Jaguars,Jaguars,121,Rotation/backup,2,CB,Cornerback,2024
Sean Murphy-Bunting,61.43,53.36,66.07,725.0,Cardinals,Cardinals,122,Rotation/backup,3,CB,Cornerback,2024
Martin Emerson Jr.,61.31,48.4,65.75,827.0,Browns,Browns,123,Rotation/backup,4,CB,Cornerback,2024
Benjamin St-Juste,61.1,46.5,67.94,859.0,Commanders,Commanders,124,Rotation/backup,5,CB,Cornerback,2024
Greg Stroman Jr.,60.73,59.76,69.71,130.0,Giants,Giants,125,Rotation/backup,6,CB,Cornerback,2024
Josh Jobe,60.47,52.6,70.09,443.0,Seahawks,Seahawks,126,Rotation/backup,7,CB,Cornerback,2024
Ja'Marcus Ingram,60.44,54.2,69.06,217.0,Bills,Bills,127,Rotation/backup,8,CB,Cornerback,2024
Marco Wilson,60.39,51.17,64.92,242.0,Bengals,Bengals,128,Rotation/backup,9,CB,Cornerback,2024
Shemar Jean-Charles,60.3,58.17,70.06,143.0,Saints,Saints,129,Rotation/backup,10,CB,Cornerback,2024
Storm Duck,59.77,56.57,62.63,359.0,Dolphins,Dolphins,130,Rotation/backup,11,CB,Cornerback,2024
Josh Blackwell,59.63,60.48,66.77,102.0,Bears,Bears,131,Rotation/backup,12,CB,Cornerback,2024
Michael Carter II,59.62,50.89,63.82,285.0,Jets,Jets,132,Rotation/backup,13,CB,Cornerback,2024
Josh Wallace,59.34,52.58,62.62,165.0,Rams,Rams,133,Rotation/backup,14,CB,Cornerback,2024
Emmanuel Forbes,59.27,51.15,67.75,160.0,Rams,Rams,134,Rotation/backup,15,CB,Cornerback,2024
Donte Jackson,59.15,45.1,66.7,832.0,Steelers,Steelers,135,Rotation/backup,16,CB,Cornerback,2024
Cameron Sutton,59.07,48.82,65.37,273.0,Steelers,Steelers,136,Rotation/backup,17,CB,Cornerback,2024
Darnay Holmes,58.93,53.69,65.22,298.0,Raiders,Raiders,137,Rotation/backup,18,CB,Cornerback,2024
Michael Davis,58.47,47.59,66.65,139.0,Commanders,Commanders,138,Rotation/backup,19,CB,Cornerback,2024
Nick McCloud,58.17,52.81,63.66,224.0,49ers,49ers,139,Rotation/backup,20,CB,Cornerback,2024
Dane Jackson,57.69,46.2,66.38,282.0,Panthers,Panthers,140,Rotation/backup,21,CB,Cornerback,2024
Chau Smith-Wade,57.51,53.72,62.74,301.0,Panthers,Panthers,141,Rotation/backup,22,CB,Cornerback,2024
Noah Igbinoghene,56.84,49.6,63.87,971.0,Commanders,Commanders,142,Rotation/backup,23,CB,Cornerback,2024
Alontae Taylor,56.32,40.0,64.22,1075.0,Saints,Saints,143,Rotation/backup,24,CB,Cornerback,2024
Decamerion Richardson,55.38,45.35,63.78,559.0,Raiders,Raiders,144,Rotation/backup,25,CB,Cornerback,2024
L'Jarius Sneed,54.76,42.31,64.77,301.0,Titans,Titans,145,Rotation/backup,26,CB,Cornerback,2024
Caleb Farley,54.75,58.6,55.77,169.0,Panthers,Panthers,146,Rotation/backup,27,CB,Cornerback,2024
Kindle Vildor,53.11,50.72,55.54,316.0,Lions,Lions,147,Rotation/backup,28,CB,Cornerback,2024
Andrew Booth Jr.,52.76,47.48,63.0,118.0,Cowboys,Cowboys,148,Rotation/backup,29,CB,Cornerback,2024
Cam Smith,50.8,47.99,59.65,133.0,Dolphins,Dolphins,149,Rotation/backup,30,CB,Cornerback,2024
Tyrek Funderburk,50.52,58.06,52.63,168.0,Buccaneers,Buccaneers,150,Rotation/backup,31,CB,Cornerback,2024
Nehemiah Pritchett,48.92,49.56,60.59,151.0,Seahawks,Seahawks,151,Rotation/backup,32,CB,Cornerback,2024
Caelen Carson,46.87,47.12,58.8,252.0,Cowboys,Cowboys,152,Rotation/backup,33,CB,Cornerback,2024
Quinnen Williams,88.92,86.92,86.77,722.0,Jets,Jets,1,Elite,1,DI,Defensive Interior,2024
Kobie Turner,87.16,84.01,85.09,919.0,Rams,Rams,2,Elite,2,DI,Defensive Interior,2024
Dexter Lawrence,83.98,86.58,81.01,551.0,Giants,Giants,3,Elite,3,DI,Defensive Interior,2024
Jeffery Simmons,83.9,86.06,80.65,806.0,Titans,Titans,4,Elite,4,DI,Defensive Interior,2024
Chris Jones,83.68,85.69,78.17,886.0,Chiefs,Chiefs,5,Elite,5,DI,Defensive Interior,2024
DeForest Buckner,83.67,83.04,82.37,579.0,Colts,Colts,6,Elite,6,DI,Defensive Interior,2024
Leonard Williams,83.61,84.74,80.16,750.0,Seahawks,Seahawks,7,Elite,7,DI,Defensive Interior,2024
Zach Sieler,82.93,77.67,83.26,749.0,Dolphins,Dolphins,8,Elite,8,DI,Defensive Interior,2024
Jalen Carter,82.89,86.1,76.58,1026.0,Eagles,Eagles,9,Elite,9,DI,Defensive Interior,2024
Cameron Heyward,82.48,77.13,83.35,838.0,Steelers,Steelers,10,Elite,10,DI,Defensive Interior,2024
Vita Vea,81.59,81.61,78.0,756.0,Buccaneers,Buccaneers,11,Elite,11,DI,Defensive Interior,2024
Ed Oliver,79.28,70.73,81.6,727.0,Bills,Bills,12,Good,1,DI,Defensive Interior,2024
Jalen Redmond,78.24,68.3,83.63,236.0,Vikings,Vikings,13,Good,2,DI,Defensive Interior,2024
Christian Wilkins,77.61,75.95,80.43,246.0,Raiders,Raiders,14,Good,3,DI,Defensive Interior,2024
Grover Stewart,76.94,73.74,76.68,690.0,Colts,Colts,15,Good,4,DI,Defensive Interior,2024
Alim McNeill,76.86,79.5,72.7,631.0,Lions,Lions,16,Good,5,DI,Defensive Interior,2024
Milton Williams,76.8,66.24,79.68,628.0,Eagles,Eagles,17,Good,6,DI,Defensive Interior,2024
Zach Allen,76.72,64.32,81.61,1031.0,Broncos,Broncos,18,Good,7,DI,Defensive Interior,2024
Devonte Wyatt,76.27,63.63,81.71,366.0,Packers,Packers,19,Good,8,DI,Defensive Interior,2024
T'Vondre Sweat,75.83,77.85,70.32,699.0,Titans,Titans,20,Good,9,DI,Defensive Interior,2024
Kenny Clark,75.81,67.66,77.08,725.0,Packers,Packers,21,Good,10,DI,Defensive Interior,2024
Braden Fiske,75.6,56.54,84.14,700.0,Rams,Rams,22,Good,11,DI,Defensive Interior,2024
Osa Odighizuwa,75.47,65.39,78.03,859.0,Cowboys,Cowboys,23,Good,12,DI,Defensive Interior,2024
Calais Campbell,75.45,57.02,84.83,616.0,Dolphins,Dolphins,24,Good,13,DI,Defensive Interior,2024
Grady Jarrett,74.99,65.63,79.72,744.0,Falcons,Falcons,25,Good,14,DI,Defensive Interior,2024
Jordan Davis,74.95,71.7,73.74,430.0,Eagles,Eagles,26,Good,15,DI,Defensive Interior,2024
Michael Pierce,74.91,70.34,78.49,254.0,Ravens,Ravens,27,Good,16,DI,Defensive Interior,2024
B.J. Hill,74.37,68.67,75.19,710.0,Bengals,Bengals,28,Good,17,DI,Defensive Interior,2024
John Franklin-Myers,74.34,61.73,78.96,569.0,Broncos,Broncos,29,Good,18,DI,Defensive Interior,2024
Jonathan Allen,74.31,61.15,82.35,421.0,Commanders,Commanders,30,Good,19,DI,Defensive Interior,2024
Sebastian Joseph-Day,73.4,60.17,78.25,483.0,Titans,Titans,31,Starter,1,DI,Defensive Interior,2024
Daron Payne,73.09,59.09,78.26,796.0,Commanders,Commanders,32,Starter,2,DI,Defensive Interior,2024
D.J. Jones,72.95,60.52,77.76,510.0,Broncos,Broncos,33,Starter,3,DI,Defensive Interior,2024
David Onyemata,72.93,62.31,76.72,567.0,Falcons,Falcons,34,Starter,4,DI,Defensive Interior,2024
Calijah Kancey,72.82,53.58,84.3,595.0,Buccaneers,Buccaneers,35,Starter,5,DI,Defensive Interior,2024
Christian Barmore,72.7,63.35,82.51,123.0,Patriots,Patriots,36,Starter,6,DI,Defensive Interior,2024
Shelby Harris,72.54,58.0,79.94,527.0,Browns,Browns,37,Starter,7,DI,Defensive Interior,2024
Jaquelin Roy,72.47,60.7,84.74,141.0,Patriots,Patriots,38,Starter,8,DI,Defensive Interior,2024
Travis Jones,72.07,66.13,72.26,675.0,Ravens,Ravens,39,Starter,9,DI,Defensive Interior,2024
DJ Reader,71.97,66.48,74.22,566.0,Lions,Lions,40,Starter,10,DI,Defensive Interior,2024
Desjuan Johnson,71.81,59.73,80.59,155.0,Rams,Rams,41,Starter,11,DI,Defensive Interior,2024
Poona Ford,71.8,64.75,74.98,652.0,Chargers,Chargers,42,Starter,12,DI,Defensive Interior,2024
Teair Tart,71.66,64.14,73.88,378.0,Chargers,Chargers,43,Starter,13,DI,Defensive Interior,2024
Gervon Dexter Sr.,71.29,63.4,73.62,616.0,Bears,Bears,44,Starter,14,DI,Defensive Interior,2024
Dalvin Tomlinson,71.29,61.97,74.61,609.0,Browns,Browns,45,Starter,15,DI,Defensive Interior,2024
Leonard Taylor III,71.13,59.7,77.52,261.0,Jets,Jets,46,Starter,16,DI,Defensive Interior,2024
Karl Brooks,70.95,56.31,76.55,459.0,Packers,Packers,47,Starter,17,DI,Defensive Interior,2024
Keeanu Benton,70.57,68.48,67.8,671.0,Steelers,Steelers,48,Starter,18,DI,Defensive Interior,2024
Javon Hargrave,70.36,58.86,80.73,104.0,49ers,49ers,49,Starter,19,DI,Defensive Interior,2024
Jarran Reed,69.67,56.36,74.67,679.0,Seahawks,Seahawks,50,Starter,20,DI,Defensive Interior,2024
Levi Onwuzurike,69.57,64.87,69.9,697.0,Lions,Lions,51,Starter,21,DI,Defensive Interior,2024
Malcolm Roach,69.38,57.0,75.72,524.0,Broncos,Broncos,52,Starter,22,DI,Defensive Interior,2024
William Gholston,69.23,55.28,74.36,205.0,Buccaneers,Buccaneers,53,Starter,23,DI,Defensive Interior,2024
Byron Murphy II,68.94,58.7,74.53,457.0,Seahawks,Seahawks,54,Starter,24,DI,Defensive Interior,2024
Mario Edwards Jr.,68.81,54.39,76.81,519.0,Texans,Texans,55,Starter,25,DI,Defensive Interior,2024
Tim Settle,68.78,52.83,75.65,685.0,Texans,Texans,56,Starter,26,DI,Defensive Interior,2024
Naquan Jones,68.32,55.15,78.03,260.0,Cardinals,Cardinals,57,Starter,27,DI,Defensive Interior,2024
