player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Jason Kelce,95.51,88.8,95.81,1037.0,Eagles,Eagles,1,Elite,1,C,Center,2018
Matt Paradis,89.07,81.4,90.02,569.0,Broncos,Broncos,2,Elite,2,C,Center,2018
Rodney Hudson,88.43,81.9,88.62,1042.0,Raiders,Raiders,3,Elite,3,C,Center,2018
Alex Mack,88.13,80.0,89.38,1057.0,Falcons,Falcons,4,Elite,4,C,Center,2018
Brandon Linder,86.7,79.6,87.27,507.0,Jaguars,Jaguars,5,Elite,5,C,Center,2018
Austin Reiter,86.16,78.6,87.03,266.0,Chiefs,Chiefs,6,Elite,6,C,Center,2018
Corey Linsley,85.58,78.6,86.06,1074.0,Packers,Packers,7,Elite,7,C,Center,2018
J.C. Tretter,84.29,76.9,85.05,1091.0,Browns,Browns,8,Elite,8,C,Center,2018
Ryan Kelly,83.47,74.5,85.28,777.0,Colts,Colts,9,Elite,9,C,Center,2018
David Andrews,82.23,73.3,84.02,1104.0,Patriots,Patriots,10,Elite,10,C,Center,2018
Ben Jones,81.19,72.7,82.69,986.0,Titans,Titans,11,Elite,11,C,Center,2018
Graham Glasgow,80.84,71.1,83.16,1076.0,Lions,Lions,12,Elite,12,C,Center,2018
Mitch Morse,79.95,70.3,82.22,678.0,Chiefs,Chiefs,13,Good,1,C,Center,2018
Maurkice Pouncey,79.57,71.3,80.91,1101.0,Steelers,Steelers,14,Good,2,C,Center,2018
Cody Whitehair,78.05,75.2,75.78,1075.0,Bears,Bears,15,Good,3,C,Center,2018
Jon Halapio,76.86,76.4,73.0,116.0,Giants,Giants,16,Good,4,C,Center,2018
Ryan Kalil,76.35,66.6,78.69,1028.0,Panthers,Panthers,17,Good,5,C,Center,2018
Travis Swanson,75.66,65.8,78.06,644.0,Dolphins,Dolphins,18,Good,6,C,Center,2018
Nick Martin,75.23,65.4,77.62,1094.0,Texans,Texans,19,Good,7,C,Center,2018
Chase Roullier,75.18,65.0,77.8,1020.0,Commanders,Commanders,20,Good,8,C,Center,2018
Max Unger,74.65,64.5,77.25,1012.0,Saints,Saints,21,Good,9,C,Center,2018
Justin Britt,73.96,62.0,77.76,989.0,Seahawks,Seahawks,22,Starter,1,C,Center,2018
Russell Bodine,73.64,62.3,77.03,588.0,Bills,Bills,23,Starter,2,C,Center,2018
John Greco,73.1,60.6,77.27,488.0,Giants,Giants,24,Starter,3,C,Center,2018
Mike Pouncey,71.69,59.1,75.91,954.0,Chargers,Chargers,25,Starter,4,C,Center,2018
Matt Skura,71.03,59.2,74.75,1188.0,Ravens,Ravens,26,Starter,5,C,Center,2018
Joey Hunt,70.83,58.3,75.01,115.0,Seahawks,Seahawks,27,Starter,6,C,Center,2018
Jonotthan Harrison,70.7,56.7,75.87,506.0,Jets,Jets,28,Starter,7,C,Center,2018
Billy Price,70.19,55.6,75.75,558.0,Bengals,Bengals,29,Starter,8,C,Center,2018
Spencer Pulley,69.91,58.3,73.49,567.0,Giants,Giants,30,Starter,9,C,Center,2018
Ryan Jensen,69.77,56.6,74.39,1116.0,Buccaneers,Buccaneers,31,Starter,10,C,Center,2018
Weston Richburg,69.17,56.6,73.38,968.0,49ers,49ers,32,Starter,11,C,Center,2018
Jake Brendel,68.76,58.8,71.24,176.0,Dolphins,Dolphins,33,Starter,12,C,Center,2018
Trey Hopkins,68.33,60.0,69.72,589.0,Bengals,Bengals,34,Starter,13,C,Center,2018
Mason Cole,67.87,53.6,73.22,942.0,Cardinals,Cardinals,35,Starter,14,C,Center,2018
Daniel Kilgore,67.57,54.7,71.98,182.0,Dolphins,Dolphins,36,Starter,15,C,Center,2018
Joe Looney,67.44,55.1,71.5,1076.0,Cowboys,Cowboys,37,Starter,16,C,Center,2018
John Sullivan,67.12,53.8,71.84,1054.0,Rams,Rams,38,Starter,17,C,Center,2018
Brett Jones,66.98,53.1,72.06,191.0,Vikings,Vikings,39,Starter,18,C,Center,2018
Spencer Long,62.29,47.1,68.25,805.0,Jets,Jets,40,Starter,19,C,Center,2018
Pat Elflein,59.93,41.9,67.78,863.0,Vikings,Vikings,41,Rotation/backup,1,C,Center,2018
Stephon Gilmore,93.18,90.9,90.73,1013.0,Patriots,Patriots,1,Elite,1,CB,Cornerback,2018
Kyle Fuller,87.87,84.1,86.21,1014.0,Bears,Bears,2,Elite,2,CB,Cornerback,2018
Byron Jones,87.28,83.3,85.76,1021.0,Cowboys,Cowboys,3,Elite,3,CB,Cornerback,2018
Chris Harris Jr.,86.45,84.4,85.74,747.0,Broncos,Broncos,4,Elite,4,CB,Cornerback,2018
Patrick Peterson,85.95,83.7,83.28,1107.0,Cardinals,Cardinals,5,Elite,5,CB,Cornerback,2018
Casey Hayward Jr.,85.19,77.7,86.01,1016.0,Chargers,Chargers,6,Elite,6,CB,Cornerback,2018
Nickell Robey-Coleman,84.62,81.3,82.67,556.0,Rams,Rams,7,Elite,7,CB,Cornerback,2018
Jason McCourty,84.14,80.0,83.76,835.0,Patriots,Patriots,8,Elite,8,CB,Cornerback,2018
Darius Slay,83.78,78.2,84.27,875.0,Lions,Lions,9,Elite,9,CB,Cornerback,2018
Marlon Humphrey,83.41,80.1,82.75,718.0,Ravens,Ravens,10,Elite,10,CB,Cornerback,2018
A.J. Bouye,83.4,79.3,83.54,827.0,Jaguars,Jaguars,11,Elite,11,CB,Cornerback,2018
Denzel Ward,83.33,83.6,82.12,841.0,Browns,Browns,12,Elite,12,CB,Cornerback,2018
J.C. Jackson,83.16,78.3,85.37,395.0,Patriots,Patriots,13,Elite,13,CB,Cornerback,2018
Sherrick McManis,83.1,85.8,83.18,237.0,Bears,Bears,14,Elite,14,CB,Cornerback,2018
Bryce Callahan,82.62,81.3,83.19,676.0,Bears,Bears,15,Elite,15,CB,Cornerback,2018
Johnathan Joseph,82.55,80.7,80.87,811.0,Texans,Texans,16,Elite,16,CB,Cornerback,2018
Levi Wallace,82.19,85.3,86.81,416.0,Bills,Bills,17,Elite,17,CB,Cornerback,2018
Aqib Talib,81.15,76.9,84.91,388.0,Rams,Rams,18,Elite,18,CB,Cornerback,2018
Holton Hill,80.93,76.5,81.8,376.0,Vikings,Vikings,19,Elite,19,CB,Cornerback,2018
Marshon Lattimore,80.37,71.7,82.36,907.0,Saints,Saints,20,Elite,20,CB,Cornerback,2018
Prince Amukamara,80.32,76.2,80.46,911.0,Bears,Bears,21,Elite,21,CB,Cornerback,2018
Justin Coleman,80.2,77.8,79.81,672.0,Seahawks,Seahawks,22,Elite,22,CB,Cornerback,2018
William Jackson III,80.02,72.9,81.39,1063.0,Bengals,Bengals,23,Elite,23,CB,Cornerback,2018
Jalen Ramsey,79.91,71.9,81.08,1019.0,Jaguars,Jaguars,24,Good,1,CB,Cornerback,2018
Xavien Howard,79.86,75.3,82.48,803.0,Dolphins,Dolphins,25,Good,2,CB,Cornerback,2018
Trumaine Johnson,79.23,75.1,81.36,670.0,Jets,Jets,26,Good,3,CB,Cornerback,2018
Pierre Desir,79.2,73.1,82.95,903.0,Colts,Colts,27,Good,4,CB,Cornerback,2018
Mike Hilton,78.78,72.0,79.79,594.0,Steelers,Steelers,28,Good,5,CB,Cornerback,2018
Josh Norman,78.2,72.0,78.8,1028.0,Commanders,Commanders,29,Good,6,CB,Cornerback,2018
Malcolm Butler,77.93,69.8,79.18,836.0,Titans,Titans,30,Good,7,CB,Cornerback,2018
Logan Ryan,77.82,70.1,79.84,855.0,Titans,Titans,31,Good,8,CB,Cornerback,2018
Steven Nelson,77.77,73.6,78.26,1164.0,Chiefs,Chiefs,32,Good,9,CB,Cornerback,2018
D.J. Hayden,77.74,75.9,78.97,456.0,Jaguars,Jaguars,33,Good,10,CB,Cornerback,2018
