player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Creed Humphrey,96.02,90.0,95.87,1138.0,Chiefs,Chiefs,1,Elite,1,C,Center,2022
Jason Kelce,95.05,88.3,95.38,1149.0,Eagles,Eagles,2,Elite,2,C,Center,2022
Connor Williams,88.27,78.2,90.81,1056.0,Dolphins,Dolphins,3,Elite,3,C,Center,2022
Ethan Pocic,86.61,78.9,87.59,819.0,Browns,Browns,4,Elite,4,C,Center,2022
Frank Ragnow,86.16,77.9,87.5,1074.0,Lions,Lions,5,Elite,5,C,Center,2022
Tyler Linderbaum,84.75,74.7,87.28,1092.0,Ravens,Ravens,6,Elite,6,C,Center,2022
David Andrews,83.56,74.5,85.43,799.0,Patriots,Patriots,7,Elite,7,C,Center,2022
Corey Linsley,82.9,74.2,84.53,858.0,Chargers,Chargers,8,Elite,8,C,Center,2022
Ben Jones,81.88,71.9,84.37,682.0,Titans,Titans,9,Elite,9,C,Center,2022
Garrett Bradbury,80.21,70.2,82.71,809.0,Vikings,Vikings,10,Elite,10,C,Center,2022
Connor McGovern,79.51,69.6,81.95,1111.0,Jets,Jets,11,Good,1,C,Center,2022
Mason Cole,77.24,67.1,79.84,1114.0,Steelers,Steelers,12,Good,2,C,Center,2022
Jake Brendel,77.01,64.9,80.92,1078.0,49ers,49ers,13,Good,3,C,Center,2022
Corey Levin,76.01,68.3,76.98,251.0,Titans,Titans,14,Good,4,C,Center,2022
Ryan Kelly,75.32,64.3,78.5,1092.0,Colts,Colts,15,Good,5,C,Center,2022
Brian Allen,74.99,63.8,78.28,373.0,Rams,Rams,16,Good,6,C,Center,2022
Bradley Bozeman,74.88,63.1,78.56,680.0,Panthers,Panthers,17,Good,7,C,Center,2022
Sam Mustipher,74.64,63.4,77.97,1020.0,Bears,Bears,18,Good,8,C,Center,2022
Erik McCoy,73.59,61.2,77.69,798.0,Saints,Saints,19,Starter,1,C,Center,2022
Tyler Biadasz,73.55,61.7,77.28,1066.0,Cowboys,Cowboys,20,Starter,2,C,Center,2022
Drew Dalman,73.3,65.9,74.07,1051.0,Falcons,Falcons,21,Starter,3,C,Center,2022
Robert Hainsey,73.27,66.7,73.49,1175.0,Buccaneers,Buccaneers,22,Starter,4,C,Center,2022
Ted Karras,73.25,62.6,76.19,1100.0,Bengals,Bengals,23,Starter,5,C,Center,2022
Andre James,73.2,62.8,75.96,964.0,Raiders,Raiders,24,Starter,6,C,Center,2022
Mitch Morse,72.33,61.4,75.45,765.0,Bills,Bills,25,Starter,7,C,Center,2022
Pat Elflein,72.05,60.9,75.31,338.0,Panthers,Panthers,26,Starter,8,C,Center,2022
Josh Myers,71.87,60.4,75.35,1091.0,Packers,Packers,27,Starter,9,C,Center,2022
Jon Feliciano,70.75,58.2,74.95,971.0,Giants,Giants,28,Starter,10,C,Center,2022
Rodney Hudson,70.56,58.3,74.56,303.0,Cardinals,Cardinals,29,Starter,11,C,Center,2022
Tyler Larsen,70.36,58.2,74.3,534.0,Commanders,Commanders,30,Starter,12,C,Center,2022
Lloyd Cushenberry III,69.26,56.2,73.8,502.0,Broncos,Broncos,31,Starter,13,C,Center,2022
Chase Roullier,68.78,56.3,72.94,150.0,Commanders,Commanders,32,Starter,14,C,Center,2022
Will Clapp,67.57,54.3,72.25,333.0,Chargers,Chargers,33,Starter,15,C,Center,2022
James Ferentz,67.25,53.4,72.31,268.0,Patriots,Patriots,34,Starter,16,C,Center,2022
Austin Blythe,66.12,51.9,71.44,1041.0,Seahawks,Seahawks,35,Starter,17,C,Center,2022
Josh Andrews,65.34,51.6,70.34,330.0,Saints,Saints,36,Starter,18,C,Center,2022
Luke Fortner,64.29,49.6,69.91,1121.0,Jaguars,Jaguars,37,Starter,19,C,Center,2022
Nick Martin,62.72,42.6,71.97,156.0,Commanders,Commanders,38,Starter,20,C,Center,2022
Scott Quessenberry,57.47,36.6,67.22,990.0,Texans,Texans,39,Rotation/backup,1,C,Center,2022
Sauce Gardner,94.37,90.0,93.11,1114.0,Jets,Jets,1,Elite,1,CB,Cornerback,2022
Pat Surtain II,89.48,86.7,87.53,1104.0,Broncos,Broncos,2,Elite,2,CB,Cornerback,2022
Tyler Hall,86.77,86.3,90.54,218.0,Raiders,Raiders,3,Elite,3,CB,Cornerback,2022
Patrick Peterson,85.18,82.5,83.99,1104.0,Vikings,Vikings,4,Elite,4,CB,Cornerback,2022
Tyson Campbell,84.71,81.2,83.61,1138.0,Jaguars,Jaguars,5,Elite,5,CB,Cornerback,2022
Tariq Woolen,84.35,77.8,84.55,1135.0,Seahawks,Seahawks,6,Elite,6,CB,Cornerback,2022
Jaire Alexander,83.96,82.1,85.55,901.0,Packers,Packers,7,Elite,7,CB,Cornerback,2022
James Bradberry,83.85,80.2,82.31,1077.0,Eagles,Eagles,8,Elite,8,CB,Cornerback,2022
Charvarius Ward,83.57,78.3,84.52,959.0,49ers,49ers,9,Elite,9,CB,Cornerback,2022
Jalen Ramsey,83.44,77.8,83.54,1078.0,Rams,Rams,10,Elite,10,CB,Cornerback,2022
Stephon Gilmore,83.35,81.1,84.86,1064.0,Colts,Colts,11,Elite,11,CB,Cornerback,2022
Duke Shelley,82.65,84.9,85.13,398.0,Vikings,Vikings,12,Elite,12,CB,Cornerback,2022
Darius Slay,82.25,77.4,81.81,1002.0,Eagles,Eagles,13,Elite,13,CB,Cornerback,2022
Jamel Dean,81.78,75.6,83.72,884.0,Buccaneers,Buccaneers,14,Elite,14,CB,Cornerback,2022
Kendall Fuller,81.28,75.4,81.75,1030.0,Commanders,Commanders,15,Elite,15,CB,Cornerback,2022
Isaiah Rodgers,81.23,81.5,81.13,434.0,Colts,Colts,16,Elite,16,CB,Cornerback,2022
Marlon Humphrey,80.55,75.6,81.37,1051.0,Ravens,Ravens,17,Elite,17,CB,Cornerback,2022
D.J. Reed,80.37,77.5,80.45,1135.0,Jets,Jets,18,Elite,18,CB,Cornerback,2022
Michael Davis,79.75,73.5,82.1,790.0,Chargers,Chargers,19,Good,1,CB,Cornerback,2022
Martin Emerson Jr.,79.33,75.1,77.99,783.0,Browns,Browns,20,Good,2,CB,Cornerback,2022
Danny Johnson,79.13,80.1,83.62,292.0,Commanders,Commanders,21,Good,3,CB,Cornerback,2022
Jack Jones,78.93,76.0,80.63,434.0,Patriots,Patriots,22,Good,4,CB,Cornerback,2022
Taron Johnson,78.12,74.7,77.02,969.0,Bills,Bills,23,Good,5,CB,Cornerback,2022
Sean Murphy-Bunting,78.03,80.9,78.21,430.0,Buccaneers,Buccaneers,24,Good,6,CB,Cornerback,2022
Rasul Douglas,77.73,71.5,79.6,915.0,Packers,Packers,25,Good,7,CB,Cornerback,2022
DaRon Bland,77.34,74.9,78.71,597.0,Cowboys,Cowboys,26,Good,8,CB,Cornerback,2022
Trevon Diggs,77.27,66.1,81.69,1115.0,Cowboys,Cowboys,27,Good,9,CB,Cornerback,2022
L'Jarius Sneed,77.2,74.0,77.21,1106.0,Chiefs,Chiefs,28,Good,10,CB,Cornerback,2022
Mike Hilton,76.63,72.3,77.65,701.0,Bengals,Bengals,29,Good,11,CB,Cornerback,2022
Greg Newsome II,76.6,72.3,78.37,907.0,Browns,Browns,30,Good,12,CB,Cornerback,2022
Cameron Sutton,76.07,70.4,76.46,931.0,Steelers,Steelers,31,Good,13,CB,Cornerback,2022
Tavierre Thomas,75.93,75.0,78.06,409.0,Texans,Texans,32,Good,14,CB,Cornerback,2022
Desmond King II,75.86,71.8,74.9,916.0,Texans,Texans,33,Good,15,CB,Cornerback,2022
Steven Nelson,75.76,72.0,75.58,957.0,Texans,Texans,34,Good,16,CB,Cornerback,2022
Michael Carter II,75.71,71.2,75.29,732.0,Jets,Jets,35,Good,17,CB,Cornerback,2022
Marcus Peters,75.68,69.5,78.02,734.0,Ravens,Ravens,36,Good,18,CB,Cornerback,2022
Trent McDuffie,75.67,76.0,77.16,683.0,Chiefs,Chiefs,37,Good,19,CB,Cornerback,2022
Marshon Lattimore,75.56,70.1,80.65,415.0,Saints,Saints,38,Good,20,CB,Cornerback,2022
Chidobe Awuzie,75.25,73.1,79.49,471.0,Bengals,Bengals,39,Good,21,CB,Cornerback,2022
Samuel Womack III,75.12,72.9,80.28,146.0,49ers,49ers,40,Good,22,CB,Cornerback,2022
Cobie Durant,74.78,74.3,82.24,281.0,Rams,Rams,41,Good,23,CB,Cornerback,2022
Emmanuel Moseley,74.47,73.5,79.44,312.0,49ers,49ers,42,Good,24,CB,Cornerback,2022
Isaiah Oliver,74.47,72.2,78.08,349.0,Falcons,Falcons,43,Good,25,CB,Cornerback,2022
Jaycee Horn,74.46,73.2,78.73,812.0,Panthers,Panthers,44,Good,26,CB,Cornerback,2022
Kader Kohou,74.08,70.4,74.34,895.0,Dolphins,Dolphins,45,Good,27,CB,Cornerback,2022
Adoree' Jackson,73.62,71.5,78.18,554.0,Giants,Giants,46,Starter,1,CB,Cornerback,2022
Asante Samuel Jr.,73.46,65.4,76.5,971.0,Chargers,Chargers,47,Starter,2,CB,Cornerback,2022
Jonathan Jones,73.42,67.9,76.67,914.0,Patriots,Patriots,48,Starter,3,CB,Cornerback,2022
Marcus Jones,73.11,66.8,79.03,371.0,Patriots,Patriots,49,Starter,4,CB,Cornerback,2022
Darious Williams,72.73,63.6,75.54,944.0,Jaguars,Jaguars,50,Starter,5,CB,Cornerback,2022
Nick McCloud,72.14,64.6,76.06,537.0,Giants,Giants,51,Starter,6,CB,Cornerback,2022
Bryce Callahan,71.93,67.4,74.79,585.0,Chargers,Chargers,52,Starter,7,CB,Cornerback,2022
Avonte Maddox,71.87,70.3,74.21,457.0,Eagles,Eagles,53,Starter,8,CB,Cornerback,2022
Antonio Hamilton Sr.,71.64,69.4,75.84,420.0,Cardinals,Cardinals,54,Starter,9,CB,Cornerback,2022
James Pierre,71.54,67.7,76.64,260.0,Steelers,Steelers,55,Starter,10,CB,Cornerback,2022
Cor'Dale Flott,71.44,70.7,74.63,335.0,Giants,Giants,56,Starter,11,CB,Cornerback,2022
Jaylon Johnson,71.32,65.2,75.39,656.0,Bears,Bears,57,Starter,12,CB,Cornerback,2022
Nik Needham,71.31,66.5,76.17,294.0,Dolphins,Dolphins,58,Starter,13,CB,Cornerback,2022
Carlton Davis III,71.17,64.0,76.21,809.0,Buccaneers,Buccaneers,59,Starter,14,CB,Cornerback,2022
Casey Hayward Jr.,71.09,65.6,76.4,355.0,Falcons,Falcons,60,Starter,15,CB,Cornerback,2022
Terrance Mitchell,70.86,62.1,76.35,397.0,Titans,Titans,61,Starter,16,CB,Cornerback,2022
Ronald Darby,69.92,66.3,75.81,280.0,Broncos,Broncos,62,Starter,17,CB,Cornerback,2022
A.J. Terrell,69.91,61.8,73.33,800.0,Falcons,Falcons,63,Starter,18,CB,Cornerback,2022
Rock Ya-Sin,69.9,65.8,73.21,663.0,Raiders,Raiders,64,Starter,19,CB,Cornerback,2022
