player,grade,model_grade,stats_grade,snaps,primary_team,teams,rank_overall,tier,rank_in_tier,position_key,position_label,season_year
Jonotthan Harrison,72.49,61.81,75.45,669.0,Colts,Colts,30,Starter,7,C,Center,2015
Bryan Stork,72.47,59.21,77.14,612.0,Patriots,Patriots,31,Starter,8,C,Center,2015
Travis Swanson,72.02,60.29,75.67,947.0,Lions,Lions,32,Starter,9,C,Center,2015
Khaled Holmes,71.45,59.72,75.1,485.0,Colts,Colts,33,Starter,10,C,Center,2015
Tony Bergstrom,71.41,64.18,72.07,250.0,Raiders,Raiders,34,Starter,11,C,Center,2015
Tim Barnes,71.22,58.42,75.59,955.0,Rams,Rams,35,Starter,12,C,Center,2015
Drew Nowak,70.97,61.23,73.29,461.0,Seahawks,Seahawks,36,Starter,13,C,Center,2015
Cody Wallace,70.15,56.8,74.88,1207.0,Steelers,Steelers,37,Starter,14,C,Center,2015
J.D. Walton,70.07,58.16,73.84,100.0,Chargers,Chargers,38,Starter,15,C,Center,2015
Daniel Kilgore,68.42,58.28,71.02,267.0,49ers,49ers,39,Starter,16,C,Center,2015
Kory Lichtensteiger,67.87,55.76,71.77,437.0,Commanders,Commanders,40,Starter,17,C,Center,2015
Demetrius Rhaney,67.02,58.36,68.63,124.0,Rams,Rams,41,Starter,18,C,Center,2015
Hroniss Grasu,65.03,55.13,67.47,552.0,Bears,Bears,42,Starter,19,C,Center,2015
Andy Gallik,61.48,46.25,67.46,505.0,Titans,Titans,43,Rotation/backup,1,C,Center,2015
Trevor Robinson,61.41,46.14,67.42,980.0,Chargers,Chargers,44,Rotation/backup,2,C,Center,2015
Chris Watt,60.2,51.69,61.7,177.0,Chargers,Chargers,45,Rotation/backup,3,C,Center,2015
Josh Norman,88.6,89.9,86.59,1240.0,Panthers,Panthers,1,Elite,1,CB,Cornerback,2015
Patrick Peterson,87.23,84.5,84.89,1116.0,Cardinals,Cardinals,2,Elite,2,CB,Cornerback,2015
Jason Verrett,86.8,88.83,86.48,718.0,Chargers,Chargers,3,Elite,3,CB,Cornerback,2015
Richard Sherman,86.59,79.4,87.22,1098.0,Seahawks,Seahawks,4,Elite,4,CB,Cornerback,2015
Johnathan Joseph,85.13,83.0,82.59,925.0,Texans,Texans,5,Elite,5,CB,Cornerback,2015
Delvin Breaux Sr.,83.79,75.9,84.88,941.0,Saints,Saints,6,Elite,6,CB,Cornerback,2015
Darius Slay,82.23,77.0,82.58,995.0,Lions,Lions,7,Elite,7,CB,Cornerback,2015
Chris Harris Jr.,82.05,77.5,80.91,1261.0,Broncos,Broncos,8,Elite,8,CB,Cornerback,2015
Ronald Darby,81.96,74.9,83.54,911.0,Bills,Bills,9,Elite,9,CB,Cornerback,2015
Casey Hayward Jr.,81.88,77.5,83.34,1038.0,Packers,Packers,10,Elite,10,CB,Cornerback,2015
Dominique Rodgers-Cromartie,81.78,76.9,81.39,890.0,Giants,Giants,11,Elite,11,CB,Cornerback,2015
Trumaine Johnson,81.13,78.8,81.75,901.0,Rams,Rams,12,Elite,12,CB,Cornerback,2015
Adam Jones,80.62,77.8,78.85,923.0,Bengals,Bengals,13,Elite,13,CB,Cornerback,2015
Aqib Talib,80.39,73.4,81.08,1186.0,Broncos,Broncos,14,Elite,14,CB,Cornerback,2015
David Amerson,80.11,76.0,79.51,882.0,Raiders,Raiders,15,Elite,15,CB,Cornerback,2015
Captain Munnerlyn,80.08,75.91,78.69,745.0,Vikings,Vikings,16,Elite,16,CB,Cornerback,2015
Malcolm Butler,80.02,73.3,83.06,1234.0,Patriots,Patriots,17,Elite,17,CB,Cornerback,2015
Logan Ryan,79.91,70.2,82.22,1129.0,Patriots,Patriots,18,Good,1,CB,Cornerback,2015
Sam Shields,79.85,74.62,80.94,756.0,Packers,Packers,19,Good,2,CB,Cornerback,2015
Quinten Rollins,79.65,70.3,83.8,355.0,Packers,Packers,20,Good,3,CB,Cornerback,2015
Byron Jones,79.45,72.3,80.05,872.0,Cowboys,Cowboys,21,Good,4,CB,Cornerback,2015
Brandon Boykin,79.22,71.75,82.63,397.0,Steelers,Steelers,22,Good,5,CB,Cornerback,2015
Sean Smith,79.07,71.4,80.54,948.0,Chiefs,Chiefs,23,Good,6,CB,Cornerback,2015
Bradley Roby,78.89,74.95,77.35,778.0,Broncos,Broncos,24,Good,7,CB,Cornerback,2015
Vontae Davis,78.61,69.7,80.38,1046.0,Colts,Colts,25,Good,8,CB,Cornerback,2015
Bashaud Breeland,78.44,70.4,79.63,983.0,Commanders,Commanders,26,Good,9,CB,Cornerback,2015
Desmond Trufant,78.34,67.6,81.34,963.0,Falcons,Falcons,27,Good,10,CB,Cornerback,2015
Marcus Williams,78.02,71.48,83.3,283.0,Jets,Jets,28,Good,11,CB,Cornerback,2015
Cody Riggs,77.63,69.08,87.49,170.0,Titans,Titans,29,Good,12,CB,Cornerback,2015
Janoris Jenkins,77.52,72.3,77.98,1035.0,Rams,Rams,30,Good,13,CB,Cornerback,2015
Ross Cockrell,77.09,72.6,81.38,719.0,Steelers,Steelers,31,Good,14,CB,Cornerback,2015
Leon Hall,76.42,71.15,78.59,721.0,Bengals,Bengals,32,Good,15,CB,Cornerback,2015
Darrelle Revis,76.2,66.3,79.66,884.0,Jets,Jets,33,Good,16,CB,Cornerback,2015
Davon House,75.1,66.6,77.85,1035.0,Jaguars,Jaguars,34,Good,17,CB,Cornerback,2015
Kyle Fuller,74.72,70.1,73.64,1021.0,Bears,Bears,35,Good,18,CB,Cornerback,2015
Stephon Gilmore,74.47,68.48,78.05,788.0,Bills,Bills,36,Good,19,CB,Cornerback,2015
Tramaine Brock Sr.,73.96,68.2,78.22,1065.0,49ers,49ers,37,Starter,1,CB,Cornerback,2015
Terrance Mitchell,73.93,67.56,85.68,131.0,Cowboys,Cowboys,38,Starter,2,CB,Cornerback,2015
Patrick Robinson,73.79,66.77,77.85,691.0,Chargers,Chargers,39,Starter,3,CB,Cornerback,2015
William Gay,73.45,66.5,73.91,1207.0,Steelers,Steelers,40,Starter,4,CB,Cornerback,2015
Prince Amukamara,73.38,69.64,76.8,766.0,Giants,Giants,41,Starter,5,CB,Cornerback,2015
Tramon Williams,73.14,62.7,76.45,964.0,Browns,Browns,42,Starter,6,CB,Cornerback,2015
Brent Grimes,72.95,63.9,75.34,957.0,Dolphins,Dolphins,43,Starter,7,CB,Cornerback,2015
K'Waun Williams,72.82,64.81,77.12,514.0,Browns,Browns,44,Starter,8,CB,Cornerback,2015
Marcus Burley,72.73,66.85,77.68,203.0,Seahawks,Seahawks,45,Starter,9,CB,Cornerback,2015
Terence Newman,72.66,64.9,74.91,994.0,Vikings,Vikings,46,Starter,10,CB,Cornerback,2015
Lardarius Webb,72.58,63.4,75.37,879.0,Ravens,Ravens,47,Starter,11,CB,Cornerback,2015
Trae Waynes,72.53,64.02,79.24,214.0,Vikings,Vikings,48,Starter,12,CB,Cornerback,2015
Robert Alford,72.2,63.7,76.3,903.0,Falcons,Falcons,49,Starter,13,CB,Cornerback,2015
Kyle Wilson,71.86,65.61,72.7,501.0,Saints,Saints,50,Starter,14,CB,Cornerback,2015
Kareem Jackson,71.73,64.54,75.27,682.0,Texans,Texans,51,Starter,15,CB,Cornerback,2015
Perrish Cox,71.64,64.7,73.99,700.0,Titans,Titans,52,Starter,16,CB,Cornerback,2015
Quinton Dunbar,71.2,62.57,80.08,310.0,Commanders,Commanders,53,Starter,17,CB,Cornerback,2015
Marcus Peters,70.93,58.1,75.31,1152.0,Chiefs,Chiefs,54,Starter,18,CB,Cornerback,2015
Dontae Johnson,70.58,63.46,74.95,366.0,49ers,49ers,55,Starter,19,CB,Cornerback,2015
Xavier Rhodes,70.53,59.1,74.61,1070.0,Vikings,Vikings,56,Starter,20,CB,Cornerback,2015
Justin Bethel,69.81,61.86,75.94,540.0,Cardinals,Cardinals,57,Starter,21,CB,Cornerback,2015
Darqueze Dennard,69.46,64.3,75.77,188.0,Bengals,Bengals,58,Starter,22,CB,Cornerback,2015
DeAngelo Hall,69.18,61.3,76.42,499.0,Commanders,Commanders,59,Starter,23,CB,Cornerback,2015
Nolan Carroll,69.16,61.14,73.16,745.0,Eagles,Eagles,60,Starter,24,CB,Cornerback,2015
Jeremy Lane,69.13,64.96,74.82,351.0,Seahawks,Seahawks,61,Starter,25,CB,Cornerback,2015
Shareece Wright,69.12,61.84,73.24,487.0,Ravens,Ravens,62,Starter,26,CB,Cornerback,2015
Jimmy Smith,68.58,60.6,72.23,991.0,Ravens,Ravens,63,Starter,27,CB,Cornerback,2015
Rashean Mathis,68.33,62.09,73.23,434.0,Lions,Lions,64,Starter,28,CB,Cornerback,2015
Sterling Moore,68.09,61.76,70.84,704.0,Buccaneers,Buccaneers,65,Starter,29,CB,Cornerback,2015
Kevin Johnson,67.99,59.0,69.82,823.0,Texans,Texans,66,Starter,30,CB,Cornerback,2015
Brandon Carr,67.78,56.0,71.47,1053.0,Cowboys,Cowboys,67,Starter,31,CB,Cornerback,2015
Cortland Finnegan,67.78,64.28,73.24,354.0,Panthers,Panthers,68,Starter,32,CB,Cornerback,2015
Trevin Wade,67.65,63.84,71.66,529.0,Giants,Giants,69,Starter,33,CB,Cornerback,2015
Byron Maxwell,67.51,54.4,73.44,898.0,Eagles,Eagles,70,Starter,34,CB,Cornerback,2015
Charles James II,67.51,63.64,77.26,151.0,Texans,Texans,71,Starter,35,CB,Cornerback,2015
Marcus Roberson,67.48,62.9,75.61,328.0,Rams,Rams,72,Starter,36,CB,Cornerback,2015
Keenan Lewis,67.23,59.62,73.33,106.0,Saints,Saints,73,Starter,37,CB,Cornerback,2015
Darrin Walls,67.23,59.88,75.05,121.0,Jets,Jets,74,Starter,38,CB,Cornerback,2015
Brice McCain,67.16,58.47,70.45,706.0,Dolphins,Dolphins,75,Starter,39,CB,Cornerback,2015
Tarell Brown,66.9,60.53,74.38,162.0,Patriots,Patriots,76,Starter,40,CB,Cornerback,2015
A.J. Bouye,66.9,59.55,72.95,208.0,Texans,Texans,77,Starter,41,CB,Cornerback,2015
Alan Ball,66.78,57.01,72.67,248.0,Bears,Bears,78,Starter,42,CB,Cornerback,2015
Justin Coleman,66.41,58.24,72.89,408.0,Patriots,Patriots,79,Starter,43,CB,Cornerback,2015
Alterraun Verner,66.2,54.05,71.28,575.0,Buccaneers,Buccaneers,80,Starter,44,CB,Cornerback,2015
Kenneth Acker,66.11,59.11,68.69,806.0,49ers,49ers,81,Starter,45,CB,Cornerback,2015
Phillip Adams,66.08,59.35,70.88,426.0,Falcons,Falcons,82,Starter,46,CB,Cornerback,2015
Josh Shaw,66.03,65.2,69.72,117.0,Bengals,Bengals,83,Starter,47,CB,Cornerback,2015
Mario Butler,65.74,59.96,78.85,126.0,Bills,Bills,84,Starter,48,CB,Cornerback,2015
Leodis McKelvin,65.67,59.19,71.56,388.0,Bills,Bills,85,Starter,49,CB,Cornerback,2015
Jerraud Powers,65.3,55.0,68.52,906.0,Cardinals,Cardinals,86,Starter,50,CB,Cornerback,2015
Kyle Arrington,65.13,53.96,68.93,333.0,Ravens,Ravens,87,Starter,51,CB,Cornerback,2015
Corey White,65.05,61.08,69.58,113.0,Cardinals,Cardinals,88,Starter,52,CB,Cornerback,2015
Bryce Callahan,65.04,61.44,71.6,322.0,Bears,Bears,89,Starter,53,CB,Cornerback,2015
Aaron Colvin,65.01,61.1,67.35,1069.0,Jaguars,Jaguars,90,Starter,54,CB,Cornerback,2015
Tony Lippett,64.9,63.96,77.33,132.0,Dolphins,Dolphins,91,Starter,55,CB,Cornerback,2015
Bobby McCain,64.85,59.86,70.26,390.0,Dolphins,Dolphins,92,Starter,56,CB,Cornerback,2015
Charles Tillman,64.78,58.18,73.15,711.0,Panthers,Panthers,93,Starter,57,CB,Cornerback,2015
Bene Benwikere,64.56,56.45,69.32,785.0,Panthers,Panthers,94,Starter,58,CB,Cornerback,2015
Antonio Cromartie,64.22,52.2,68.58,898.0,Jets,Jets,95,Starter,59,CB,Cornerback,2015
Eric Rowe,64.21,57.58,70.72,504.0,Eagles,Eagles,96,Starter,60,CB,Cornerback,2015
Demetrius McCray,64.2,58.65,67.7,224.0,Jaguars,Jaguars,97,Starter,61,CB,Cornerback,2015
T.J. Carrie,64.17,54.6,68.6,928.0,Raiders,Raiders,98,Starter,62,CB,Cornerback,2015
Marcus Cromartie,63.9,59.4,72.53,122.0,49ers,49ers,99,Starter,63,CB,Cornerback,2015
Buster Skrine,63.76,51.22,67.96,720.0,Jets,Jets,100,Starter,64,CB,Cornerback,2015
Will Blackmon,63.26,54.0,67.97,861.0,Commanders,Commanders,101,Starter,65,CB,Cornerback,2015
Nickell Robey-Coleman,62.55,49.38,67.16,668.0,Bills,Bills,102,Starter,66,CB,Cornerback,2015
Tracy Porter,62.54,54.2,69.03,845.0,Bears,Bears,103,Starter,67,CB,Cornerback,2015
Coty Sensabaugh,62.52,53.4,65.78,1003.0,Titans,Titans,104,Starter,68,CB,Cornerback,2015
Phillip Gaines,61.97,60.76,70.2,167.0,Chiefs,Chiefs,105,Rotation/backup,1,CB,Cornerback,2015
Dwayne Gratz,61.94,54.36,66.48,454.0,Jaguars,Jaguars,106,Rotation/backup,2,CB,Cornerback,2015
E.J. Biggers,61.81,49.87,66.23,564.0,Eagles,Eagles,107,Rotation/backup,3,CB,Cornerback,2015
Damian Swann,61.42,61.31,68.2,228.0,Saints,Saints,108,Rotation/backup,4,CB,Cornerback,2015
Dre Kirkpatrick,61.3,49.5,66.04,1089.0,Bengals,Bengals,109,Rotation/backup,5,CB,Cornerback,2015
Robert McClain,61.06,56.38,66.88,220.0,Panthers,Panthers,110,Rotation/backup,6,CB,Cornerback,2015
Steve Williams,60.71,53.04,67.64,287.0,Chargers,Chargers,111,Rotation/backup,7,CB,Cornerback,2015
Neiko Thorpe,60.68,54.51,66.56,454.0,Raiders,Raiders,112,Rotation/backup,8,CB,Cornerback,2015
Leonard Johnson,60.43,54.88,66.21,158.0,Patriots,Patriots,113,Rotation/backup,9,CB,Cornerback,2015
Josh Wilson,60.2,49.32,68.39,276.0,Lions,Lions,114,Rotation/backup,10,CB,Cornerback,2015
Trumaine McBride,59.81,50.6,66.78,337.0,Giants,Giants,115,Rotation/backup,11,CB,Cornerback,2015
Blidi Wreh-Wilson,59.47,54.4,65.77,293.0,Titans,Titans,116,Rotation/backup,12,CB,Cornerback,2015
Jason McCourty,59.26,49.51,67.85,212.0,Titans,Titans,117,Rotation/backup,13,CB,Cornerback,2015
Johnthan Banks,59.07,50.31,63.66,431.0,Buccaneers,Buccaneers,118,Rotation/backup,14,CB,Cornerback,2015
Mike Jenkins,59.07,53.36,65.69,330.0,Buccaneers,Buccaneers,119,Rotation/backup,15,CB,Cornerback,2015
Pierre Desir,59.04,47.78,70.07,389.0,Browns,Browns,120,Rotation/backup,16,CB,Cornerback,2015
Craig Mager,58.71,61.99,65.78,226.0,Chargers,Chargers,121,Rotation/backup,17,CB,Cornerback,2015
Greg Toler,58.68,41.96,70.02,685.0,Colts,Colts,122,Rotation/backup,18,CB,Cornerback,2015
Morris Claiborne,58.48,50.51,67.22,661.0,Cowboys,Cowboys,123,Rotation/backup,19,CB,Cornerback,2015
Valentino Blake,58.47,47.7,65.55,1027.0,Steelers,Steelers,124,Rotation/backup,20,CB,Cornerback,2015
Tyler Patmon,58.4,50.88,65.5,305.0,Dolphins,Dolphins,125,Rotation/backup,21,CB,Cornerback,2015
Jayron Hosley,57.2,56.73,59.6,525.0,Giants,Giants,126,Rotation/backup,22,CB,Cornerback,2015
Brandon Browner,57.19,40.0,67.4,1023.0,Saints,Saints,127,Rotation/backup,23,CB,Cornerback,2015
Jalil Brown,56.62,55.11,65.12,308.0,Colts,Colts,128,Rotation/backup,24,CB,Cornerback,2015
Nevin Lawson,56.54,51.84,64.22,561.0,Lions,Lions,129,Rotation/backup,25,CB,Cornerback,2015
Jalen Collins,56.3,52.7,60.78,300.0,Falcons,Falcons,130,Rotation/backup,26,CB,Cornerback,2015
Joe Haden,55.23,40.0,67.46,284.0,Browns,Browns,131,Rotation/backup,27,CB,Cornerback,2015
Brandon Flowers,55.01,40.0,64.5,602.0,Chargers,Chargers,132,Rotation/backup,28,CB,Cornerback,2015
Johnson Bademosi,54.96,46.46,63.96,167.0,Browns,Browns,133,Rotation/backup,29,CB,Cornerback,2015
Deji Olatoye,54.72,55.42,70.09,138.0,Cowboys,Cowboys,134,Rotation/backup,30,CB,Cornerback,2015
Jude Adjei-Barimah,54.67,55.1,53.35,468.0,Buccaneers,Buccaneers,135,Rotation/backup,31,CB,Cornerback,2015
Chris Culliver,54.59,40.0,65.98,350.0,Commanders,Commanders,136,Rotation/backup,32,CB,Cornerback,2015
D.J. Hayden,53.97,40.0,62.66,897.0,Raiders,Raiders,137,Rotation/backup,33,CB,Cornerback,2015
Nick Marshall,51.69,54.32,59.19,142.0,Jaguars,Jaguars,138,Rotation/backup,34,CB,Cornerback,2015
Sherrick McManis,51.54,48.04,59.51,295.0,Bears,Bears,139,Rotation/backup,35,CB,Cornerback,2015
B.W. Webb,50.65,48.56,57.15,257.0,Titans,Titans,140,Rotation/backup,36,CB,Cornerback,2015
Brian Dixon,50.29,55.16,49.91,111.0,Saints,Saints,141,Rotation/backup,37,CB,Cornerback,2015
Charles Gaines,48.87,53.99,54.71,265.0,Browns,Browns,142,Rotation/backup,38,CB,Cornerback,2015
Jamar Taylor,46.83,41.79,52.08,712.0,Dolphins,Dolphins,143,Rotation/backup,39,CB,Cornerback,2015
J.J. Watt,96.72,88.1,98.3,1033.0,Texans,Texans,1,Elite,1,DI,Defensive Interior,2015
Aaron Donald,94.49,90.0,93.31,911.0,Rams,Rams,2,Elite,2,DI,Defensive Interior,2015
Geno Atkins,88.55,87.36,86.64,849.0,Bengals,Bengals,3,Elite,3,DI,Defensive Interior,2015
Muhammad Wilkerson,88.34,89.79,84.14,939.0,Jets,Jets,4,Elite,4,DI,Defensive Interior,2015
Calais Campbell,88.19,86.49,85.48,931.0,Cardinals,Cardinals,5,Elite,5,DI,Defensive Interior,2015
Kawann Short,87.41,86.23,84.03,893.0,Panthers,Panthers,6,Elite,6,DI,Defensive Interior,2015
Jurrell Casey,86.46,87.89,81.54,825.0,Titans,Titans,7,Elite,7,DI,Defensive Interior,2015
Ndamukong Suh,86.25,87.45,81.28,983.0,Dolphins,Dolphins,8,Elite,8,DI,Defensive Interior,2015
Leonard Williams,86.1,86.64,81.58,809.0,Jets,Jets,9,Elite,9,DI,Defensive Interior,2015
Fletcher Cox,85.09,89.08,78.26,978.0,Eagles,Eagles,10,Elite,10,DI,Defensive Interior,2015
Malik Jackson,85.06,83.93,81.64,988.0,Broncos,Broncos,11,Elite,11,DI,Defensive Interior,2015
Marcell Dareus,85.03,87.57,80.01,755.0,Bills,Bills,12,Elite,12,DI,Defensive Interior,2015
Mike Daniels,84.93,81.45,83.09,799.0,Packers,Packers,13,Elite,13,DI,Defensive Interior,2015
Sheldon Richardson,84.7,85.44,82.64,619.0,Jets,Jets,14,Elite,14,DI,Defensive Interior,2015
Damon Harrison Sr.,82.61,79.1,80.78,566.0,Jets,Jets,15,Elite,15,DI,Defensive Interior,2015
Cameron Heyward,82.31,83.39,77.42,1103.0,Steelers,Steelers,16,Elite,16,DI,Defensive Interior,2015
Nick Fairley,81.23,80.1,81.05,420.0,Rams,Rams,17,Elite,17,DI,Defensive Interior,2015
Chris Baker,80.91,73.19,82.4,671.0,Commanders,Commanders,18,Elite,18,DI,Defensive Interior,2015
Dan Williams,80.71,83.14,75.34,568.0,Raiders,Raiders,19,Elite,19,DI,Defensive Interior,2015
Brandon Williams,80.69,78.29,80.0,723.0,Ravens,Ravens,20,Elite,20,DI,Defensive Interior,2015
Gerald McCoy,80.61,86.02,74.3,795.0,Buccaneers,Buccaneers,21,Elite,21,DI,Defensive Interior,2015
Linval Joseph,79.75,79.56,77.48,568.0,Vikings,Vikings,22,Good,1,DI,Defensive Interior,2015
Grady Jarrett,79.44,69.81,82.72,266.0,Falcons,Falcons,23,Good,2,DI,Defensive Interior,2015
Mario Edwards Jr.,79.23,79.86,76.73,597.0,Raiders,Raiders,24,Good,3,DI,Defensive Interior,2015
Derek Wolfe,79.16,80.88,75.41,808.0,Broncos,Broncos,25,Good,4,DI,Defensive Interior,2015
Eddie Goldman,78.46,73.71,78.49,517.0,Bears,Bears,26,Good,5,DI,Defensive Interior,2015
Bennie Logan,77.84,68.33,81.04,578.0,Eagles,Eagles,27,Good,6,DI,Defensive Interior,2015
Timmy Jernigan,77.73,71.36,79.62,529.0,Ravens,Ravens,28,Good,7,DI,Defensive Interior,2015
Christian Covington,77.01,62.5,82.52,193.0,Texans,Texans,29,Good,8,DI,Defensive Interior,2015
Arik Armstead,76.99,79.01,71.47,376.0,49ers,49ers,30,Good,9,DI,Defensive Interior,2015
Henry Anderson,76.92,73.27,82.48,447.0,Colts,Colts,31,Good,10,DI,Defensive Interior,2015
Johnathan Hankins,76.86,76.25,77.78,409.0,Giants,Giants,32,Good,11,DI,Defensive Interior,2015
Ian Williams,76.84,73.71,79.86,660.0,49ers,49ers,33,Good,12,DI,Defensive Interior,2015
Malcom Brown,76.7,68.68,77.88,596.0,Patriots,Patriots,34,Good,13,DI,Defensive Interior,2015
Sharrif Floyd,76.33,72.5,76.38,572.0,Vikings,Vikings,35,Good,14,DI,Defensive Interior,2015
Lawrence Guy Sr.,76.31,64.98,80.12,478.0,Ravens,Ravens,36,Good,15,DI,Defensive Interior,2015
Stephen Paea,75.64,74.86,75.23,214.0,Commanders,Commanders,37,Good,16,DI,Defensive Interior,2015
Haloti Ngata,75.62,74.56,74.05,595.0,Lions,Lions,38,Good,17,DI,Defensive Interior,2015
Akiem Hicks,75.52,65.78,78.16,471.0,Patriots,Patriots,39,Good,18,DI,Defensive Interior,2015
Vance Walker,74.95,66.1,76.88,438.0,Broncos,Broncos,40,Good,19,DI,Defensive Interior,2015
Desmond Bryant,74.93,67.73,77.75,531.0,Browns,Browns,41,Good,20,DI,Defensive Interior,2015
Star Lotulelei,74.85,62.53,79.22,630.0,Panthers,Panthers,42,Good,21,DI,Defensive Interior,2015
Jaye Howard Jr.,74.71,59.3,83.32,827.0,Chiefs,Chiefs,43,Good,22,DI,Defensive Interior,2015
Karl Klug,74.61,65.71,76.38,329.0,Titans,Titans,44,Good,23,DI,Defensive Interior,2015
Michael Brockers,74.27,70.35,72.72,690.0,Rams,Rams,45,Good,24,DI,Defensive Interior,2015
Jason Hatcher,74.22,63.26,78.51,576.0,Commanders,Commanders,46,Good,25,DI,Defensive Interior,2015
Datone Jones,73.33,62.43,76.74,421.0,Packers,Packers,47,Starter,1,DI,Defensive Interior,2015
Kyle Williams,72.69,61.86,81.26,341.0,Bills,Bills,48,Starter,2,DI,Defensive Interior,2015
Terrance Knighton,72.21,64.3,73.32,403.0,Commanders,Commanders,49,Starter,3,DI,Defensive Interior,2015
Mike Pennel,72.01,59.61,76.49,314.0,Packers,Packers,50,Starter,4,DI,Defensive Interior,2015
Leger Douzable,71.99,57.75,77.32,289.0,Jets,Jets,51,Starter,5,DI,Defensive Interior,2015
Ra'Shede Hageman,71.95,58.64,76.66,419.0,Falcons,Falcons,52,Starter,6,DI,Defensive Interior,2015
Paul Soliai,71.8,60.81,76.53,357.0,Falcons,Falcons,53,Starter,7,DI,Defensive Interior,2015
Jordan Hill,71.75,57.44,82.64,344.0,Seahawks,Seahawks,54,Starter,8,DI,Defensive Interior,2015
Corey Liuget,71.55,63.27,75.5,443.0,Chargers,Chargers,55,Starter,9,DI,Defensive Interior,2015
Dontari Poe,71.5,68.79,69.14,852.0,Chiefs,Chiefs,56,Starter,10,DI,Defensive Interior,2015
Tyrone Crawford,71.38,63.11,72.73,705.0,Cowboys,Cowboys,57,Starter,11,DI,Defensive Interior,2015
Dominique Easley,71.3,72.16,71.76,272.0,Patriots,Patriots,58,Starter,12,DI,Defensive Interior,2015
Zach Kerr,71.28,67.1,74.07,320.0,Colts,Colts,59,Starter,13,DI,Defensive Interior,2015
Tyson Jackson,71.23,65.59,70.82,462.0,Falcons,Falcons,60,Starter,14,DI,Defensive Interior,2015
Cedric Thornton,70.65,60.32,74.94,488.0,Eagles,Eagles,61,Starter,15,DI,Defensive Interior,2015
David Irving,70.61,62.22,76.21,199.0,Cowboys,Cowboys,62,Starter,16,DI,Defensive Interior,2015
Steve McLendon,70.42,59.75,74.72,408.0,Steelers,Steelers,63,Starter,17,DI,Defensive Interior,2015
Jared Odrick,70.28,64.47,69.98,874.0,Jaguars,Jaguars,64,Starter,18,DI,Defensive Interior,2015
John Jenkins,69.39,61.41,72.83,530.0,Saints,Saints,65,Starter,19,DI,Defensive Interior,2015
