cluster,Cap_Space,age,adjusted_value,Net EPA,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa,weighted_grade,weighted_average_grade
0,0.17211803004493254,0.1572305818050097,7.735493594706412,-0.03561490522902283,0.11304574050421934,7.274649661470647,8.586411588726207,-0.18334515869637258,-0.010210675484175535,0.2112738151472211,-0.24437096520233048,-0.30546370650291266,0.30180129113525567,4.603290820343233,0.023161706817823965,2.7800188946622484,0.06609250860432958,9.251771374586667,0.36820973075106345,1.8069910250354297,0.07500866005353402,-1.3416044717367441,-1.3941048653755317,0.4903451524494713,0.31585577074476445,0.3951661155723505,10.810376318689976,0.1011179341835935,-0.6520992058436299,-2.229017477562593,-0.2520484962997962,0.5372067390962059,0.16910722720831473,0.011289560699102474,0.7733427806644624,-0.24374114312706752,0.5753897024090708,0.44084396158085326,21.08620689655163,-0.3016469847268146,425.00996693434354,0.9147985190299721
1,0.06143126224534079,0.09241979450618487,1.843975232353671,0.010244553694750271,-0.9950834528176813,-2.5557324447735255,-3.2296803652967867,0.31098573015784403,0.008809206466740882,-0.16353202517586052,-0.1563001357521916,0.5854806861656177,-1.10992595335059,-2.549241021843784,-0.015204245341231645,-1.4099469332346075,0.09006306546372933,-4.502344810564011,-0.003023571516722612,-1.4308157472541012,1.8046451931383345,0.6549006540787303,0.5807009749475611,0.40832134292566735,-0.23151919042330027,0.05857089966679041,-5.0388004442799,-0.052190546711094576,-0.16595280705243098,0.06663334567443258,0.016761693200049166,0.022139948167342993,-1.200728125385659,-0.004553868937430594,-0.27434283598667264,0.009132420091322757,-0.054930272738491936,-0.2228248796741954,-1.8108108108108354,0.17656053313587616,-311.4794397136866,0.6365281685546194
2,0.028737880217643674,-0.1296543782675208,-7.858293514432944,0.029342157137755214,-0.11281632846129241,-0.07017792473627082,-0.7584159974807108,0.038493921763397054,-0.00808423870256636,-0.007116989450479672,0.22689340261376145,-0.39224531569831544,0.43053692331917404,-0.14958274287513973,0.02890883325460558,-1.5015903007400482,-0.09492058949778315,-0.5758148323099022,0.3394740985671554,1.105841599748075,-1.1790143284522046,0.0020736891827937143,0.16853881278539973,-0.7001745920336973,-0.01747756258856903,-0.3289718154621317,-1.212612187057175,0.11261218705715637,-0.0798936170212734,0.6709825224374129,-0.2853818296331303,-0.7558967091796589,0.7495669973232566,0.04002519288301054,-0.7036687135884119,0.3424657534246567,-0.30392064241851635,0.0454416627302785,12.844827586206975,0.13800818768697987,300.2806565895153,-1.9101536850288312
3,-0.30379431947981317,-0.16025941482937256,-2.6153875617569042,-0.006559404974789797,1.3742095336076687,-4.2887842465753465,-4.0317636986301295,-0.2720233196159114,0.007672945205479564,0.004880136986301409,0.2358732876712324,-0.0535958904109588,0.7436044520548037,-1.3063356164383606,-0.035530821917808215,0.5660102739725943,-0.09110363005297639,-3.1880993150684844,-0.7654109589041092,-1.1824486301369888,-1.3033390410958887,0.5480650684931447,0.5270804794520672,-0.34834532374101457,-0.0032534246575344206,-0.15325342465753433,-3.446232876712372,-0.16001712328767104,1.0117730496453916,1.601909246575346,0.5611986301369845,0.20710616438356055,0.6669520547945211,-0.049486301369863095,0.30488013698630034,-0.12003424657534367,-0.2190068493150683,-0.21966609589041042,-34.387500000000045,-0.06702054794520418,-356.5758304794508,0.15400876852106649
