index_x,team_abbr,season,n_plays,index_y,shotgun_rate,index,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,team_nickname,personnel_01_rate,personnel_10_rate,personnel_11_rate,personnel_12_rate,personnel_13_rate,personnel_20_rate,personnel_21_rate,personnel_22_rate,personnel_31_rate
8,ARI,2023,1413,8,58.03255484784147,8,8.280254777070063,0.0,6.930463576158941,0.0,41.96744515215853,0.0,14.67116357504216,39.46037099494098,0.0,63.04878048780488,29.634146341463413,48.283261802575105,51.716738197424895,52.76967930029155,47.23032069970846,74.22222222222223,25.77777777777778,0.0,ARI,1.97,0.0,64.14,20.51,11.52,0.0,0.0,0.0,0.0
19,ATL,2023,1424,19,62.00842696629213,19,11.025280898876405,0.0,7.582897033158813,0.0,37.99157303370787,0.0,14.048059149722736,34.011090573012936,0.0,56.28539071347678,38.39184597961495,41.90871369294606,58.09128630705395,53.6986301369863,46.3013698630137,71.23893805309734,28.761061946902657,0.0,ATL,0.0,0.18,15.38,40.48,8.33,2.66,19.6,10.16,0.64
30,BAL,2023,1568,30,68.55867346938776,30,5.7397959183673475,0.0,7.639534883720931,0.0,31.441326530612244,0.0,7.099391480730223,32.454361054766736,0.0,52.74418604651163,40.93023255813954,42.230347349177336,57.769652650822664,51.85185185185185,48.148148148148145,66.95652173913044,33.04347826086956,0.0,BAL,0.0,0.0,47.49,12.08,0.0,9.29,24.91,3.62,0.19
41,BUF,2023,1595,41,60.877742946708466,41,9.968652037617556,0.0,8.051622418879056,0.0,39.122257053291534,0.0,13.141025641025642,43.108974358974365,0.0,61.38002059732235,32.5437693099897,46.3716814159292,53.6283185840708,56.41025641025641,43.58974358974359,64.89795918367346,35.10204081632653,0.0,BUF,0.27,0.81,62.6,17.58,0.63,0.0,5.29,1.7,0.0
52,CAR,2023,1432,52,68.15642458100558,52,9.287709497206704,0.0,6.874233128834356,0.0,31.84357541899442,0.0,8.771929824561402,33.771929824561404,0.0,62.704918032786885,30.020491803278688,50.55928411633109,49.44071588366891,56.98005698005698,43.01994301994302,77.2,22.8,0.0,CAR,1.19,0.18,87.41,9.31,0.55,0.0,0.36,0.0,0.0
63,CHI,2023,1415,63,62.89752650176679,63,6.855123674911661,0.0,6.669611307420495,0.0,37.10247349823321,0.0,10.285714285714285,39.23809523809524,0.0,57.528089887640455,36.96629213483146,44.5859872611465,55.4140127388535,47.23756906077348,52.762430939226526,70.58823529411765,29.411764705882355,0.0,CHI,0.0,0.0,52.6,21.6,3.19,0.27,15.77,4.56,0.64
74,CIN,2023,1379,74,68.02030456852792,74,2.755620014503263,0.0,5.822822822822823,0.0,31.97969543147208,0.0,10.20408163265306,27.89115646258503,0.0,66.2046908315565,27.718550106609808,52.35042735042735,47.64957264957265,67.83625730994152,32.16374269005848,80.73394495412845,19.26605504587156,0.0,CIN,1.62,1.72,72.23,12.02,0.86,0.0,0.48,1.34,0.0
85,CLE,2023,1620,85,54.13580246913581,85,5.617283950617284,0.0,7.78502080443828,0.0,45.86419753086419,0.0,18.438761776581423,40.107671601615074,0.0,66.59064994298745,28.164196123147097,48.96030245746692,51.03969754253308,55.7919621749409,44.2080378250591,74.34944237918215,25.650557620817843,0.0,CLE,3.03,0.42,68.16,10.61,5.98,0.0,0.0,0.08,0.0
96,DAL,2023,1552,96,54.44587628865979,96,5.927835051546391,0.0,7.373092926490985,0.0,45.55412371134021,0.0,18.52899575671853,42.71570014144272,0.0,69.8224852071006,23.076923076923077,51.39146567717996,48.608534322820034,60.099750623441395,39.900249376558605,74.79674796747967,25.203252032520325,0.0,DAL,2.14,3.74,61.05,15.06,4.9,1.07,5.26,4.55,0.0
107,DEN,2023,1364,107,45.96774193548387,107,8.944281524926687,0.0,6.609154929577465,0.0,54.03225806451613,0.0,16.55359565807327,43.69063772048847,0.0,71.1323763955343,21.21212121212121,50.22522522522522,49.77477477477478,55.89123867069487,44.10876132930513,67.42081447963801,32.57918552036199,0.0,DEN,0.49,1.77,56.2,19.09,1.77,0.3,9.65,4.04,0.0
118,DET,2023,1706,118,44.607268464243845,118,4.396248534583822,0.0,6.371052631578947,0.0,55.392731535756155,0.0,21.375661375661377,43.28042328042328,0.0,73.32457293035479,22.601839684625492,47.97297297297297,52.02702702702703,57.077625570776256,42.922374429223744,72.3076923076923,27.692307692307693,0.0,DET,0.7,0.35,62.09,21.11,5.54,0.0,4.05,1.06,0.0
129,GB,2023,1523,129,57.12409717662508,129,6.500328299409061,0.0,8.00597014925373,0.0,42.87590282337492,0.0,19.90811638591118,36.14088820826952,0.0,62.06896551724138,30.804597701149422,48.031496062992126,51.96850393700787,55.670103092783506,44.329896907216494,76.01626016260163,23.983739837398375,0.0,GB,0.0,0.1,62.74,31.94,1.43,0.0,2.76,0.1,0.0
140,HOU,2023,1560,140,48.84615384615385,140,7.179487179487179,0.0,8.017167381974248,0.0,51.15384615384615,0.0,17.418546365914786,41.22807017543859,0.0,73.49081364829397,20.078740157480315,45.5078125,54.4921875,61.5979381443299,38.402061855670105,82.53968253968253,17.46031746031746,0.0,HOU,0.0,0.18,60.3,9.7,1.29,1.85,21.98,3.42,0.0
151,IND,2023,1450,151,72.6896551724138,151,14.896551724137929,0.0,6.862903225806452,0.0,27.310344827586206,0.0,6.565656565656567,21.96969696969697,0.0,56.35673624288425,37.19165085388994,44.44444444444444,55.55555555555556,61.32596685082873,38.67403314917127,68.96551724137932,31.03448275862069,0.0,IND,0.55,0.0,76.23,19.2,2.47,0.0,0.64,0.0,0.0
162,JAX,2023,1449,162,66.39061421670117,162,4.830917874396135,0.0,7.490225563909775,0.0,33.60938578329883,0.0,12.93634496919918,34.08624229979466,0.0,62.57796257796257,30.04158004158004,47.83505154639175,52.164948453608254,64.51612903225806,35.483870967741936,75.0,25.0,0.0,JAX,0.0,0.0,63.46,23.43,6.91,0.0,0.9,1.97,0.0
173,KC,2023,1734,173,67.99307958477509,173,2.4798154555940024,0.0,6.2031823745410035,0.0,32.00692041522491,0.0,13.693693693693692,32.79279279279279,0.0,62.849872773536894,30.195080576759963,50.495049504950494,49.504950495049506,63.00448430493274,36.99551569506727,78.05755395683454,21.942446043165468,0.0,KC,1.02,0.0,62.41,28.33,7.41,0.0,0.09,0.09,0.0
184,LA,2023,1497,184,51.03540414161657,184,8.550434201736808,0.0,7.336363636363636,0.0,48.96459585838343,0.0,17.189631650750343,43.24693042291951,0.0,69.89528795811518,23.298429319371728,45.40117416829745,54.59882583170255,60.367454068241464,39.63254593175853,75.74468085106383,24.25531914893617,0.0,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,LAC,2023,1432,195,66.75977653631286,195,12.779329608938546,0.0,7.0014792899408285,0.0,33.240223463687144,0.0,11.344537815126053,33.82352941176471,0.0,65.06276150627615,28.24267782426778,51.812366737739865,48.18763326226013,61.95652173913043,38.04347826086957,77.21518987341773,22.78481012658228,0.0,LAC,0.36,0.81,69.98,22.42,3.35,0.0,0.0,0.0,0.0
206,LV,2023,1311,206,44.8512585812357,206,5.5682684973302825,0.0,7.146911519198665,0.0,55.1487414187643,0.0,19.64038727524205,43.291839557399726,0.0,77.72108843537416,17.346938775510203,50.23041474654379,49.76958525345622,57.86350148367953,42.13649851632047,78.24074074074075,21.75925925925926,0.0,LV,0.0,0.2,63.56,14.16,0.3,0.4,12.97,2.08,0.0
217,MIA,2023,1455,217,64.60481099656357,217,3.2989690721649487,0.0,7.1796875,0.0,35.39518900343643,0.0,9.902912621359224,34.56310679611651,0.0,62.65957446808511,31.48936170212766,43.503937007874015,56.496062992125985,60.05586592178771,39.94413407821229,84.65116279069768,15.348837209302326,0.0,MIA,0.38,1.33,43.68,9.31,0.0,1.33,41.79,1.99,0.0
228,MIN,2023,1386,228,45.74314574314574,228,11.327561327561328,0.0,7.260677466863034,0.0,54.25685425685426,0.0,27.127659574468083,37.5,0.0,74.9211356466877,17.50788643533123,52.46252676659529,47.53747323340471,64.48863636363636,35.51136363636363,83.85650224215246,16.143497757847534,0.0,MIN,0.0,0.0,64.24,22.22,3.27,0.0,7.38,1.31,0.0
239,NE,2023,1326,239,52.56410256410257,239,9.125188536953242,0.0,6.759075907590759,0.0,47.43589743589743,0.0,17.8060413354531,38.79173290937997,0.0,70.8751793400287,24.67718794835007,50.93023255813953,49.06976744186046,56.4327485380117,43.567251461988306,78.47533632286996,21.524663677130047,0.0,NE,1.08,0.0,50.39,39.22,6.08,0.0,2.25,0.2,0.0
250,NO,2023,1448,250,51.17403314917127,250,6.906077348066299,0.0,7.800933125972006,0.0,48.82596685082873,0.0,14.427157001414429,46.39321074964639,0.0,73.00944669365722,20.78272604588394,44.00826446280991,55.99173553719008,59.58005249343832,40.41994750656168,79.74683544303798,20.253164556962027,0.0,NO,0.18,0.0,53.61,24.09,5.71,0.27,3.12,0.98,0.0
261,NYG,2023,1397,261,58.840372226199,261,11.739441660701504,0.0,6.247524752475248,0.0,41.159627773801,0.0,15.478260869565217,34.608695652173914,0.0,62.89537712895377,31.143552311435524,54.50346420323326,45.49653579676674,49.26253687315634,50.737463126843664,72.17741935483872,27.82258064516129,0.0,NYG,0.19,0.28,71.05,21.57,0.76,0.0,1.7,0.09,0.0
272,NYJ,2023,1411,272,51.16938341601701,272,7.370659107016301,0.0,5.997001499250374,0.0,48.83061658398299,0.0,19.738751814223512,37.300435413642965,0.0,73.54570637119113,18.421052631578945,52.90178571428571,47.098214285714285,64.70588235294117,35.294117647058826,80.9322033898305,19.06779661016949,0.0,NYJ,0.0,0.0,65.24,17.85,5.79,0.0,7.03,3.04,0.0
283,PHI,2023,1509,283,76.07687210072896,283,14.181577203445991,0.0,7.985959438377535,0.0,23.923127899271037,0.0,1.9390581717451525,20.77562326869806,0.0,55.22648083623694,39.37282229965157,47.49034749034749,52.509652509652504,60.0,40.0,63.67521367521367,36.32478632478632,0.0,PHI,0.18,3.33,69.15,21.4,3.06,0.0,2.16,0.09,0.0
294,PIT,2023,1431,294,55.625436757512226,294,5.590496156533892,0.0,6.964041095890411,0.0,44.374563242487774,0.0,9.448818897637794,44.56692913385827,0.0,65.82914572864321,28.643216080402013,41.35021097046413,58.64978902953587,50.56497175141242,49.43502824858757,79.91803278688525,20.081967213114755,0.0,PIT,0.0,0.1,70.65,17.88,7.09,0.0,1.46,0.19,0.0
