cluster,shotgun_rate,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,personnel_01_rate,personnel_10_rate,personnel_11_rate,personnel_12_rate,personnel_13_rate,personnel_20_rate,personnel_21_rate,personnel_22_rate,personnel_31_rate
0,10.865753033418343,8.359136944751791,0.0,-0.804294789697729,0.0,-10.865753033418343,0.0,-6.357174667693645,6.357174667693656,0.0,-5.914249454465761,5.914249454465757,-0.9320198404827806,0.9320198404827806,1.9294877073904928,-1.9294877073904928,-2.8039158097728034,2.8039158097728034,0.0,-0.18187499999999998,0.8928125000000002,9.199999999999996,2.131562500000001,0.08562500000000028,-0.2809374999999999,-6.429375,-3.1959375,-0.3496875
1,-1.5126687206002245,-0.8576470314770814,0.0,0.07610650743128211,0.0,1.5126687206002245,0.0,-1.8161950221855179,1.8161950221855392,0.0,-0.7236527286336241,0.7236527286336241,-1.7711570099972462,1.7711570099972462,-2.6099248361678704,2.6099248361678704,0.21519616620356885,-0.21519616620358306,0.0,-0.055284090909090894,-0.3771874999999999,-0.69227272727273,6.262471590909094,3.1269886363636363,-0.5877556818181817,-5.573238636363637,-2.0336647727272728,-0.4196874999999999
2,3.736644860858412,-2.381715723794173,0.0,0.48822032860497533,0.0,-3.736644860858412,0.0,-3.0814981954394085,3.0814981954394227,0.0,-13.616116320992404,13.616116320992408,-7.8864551418810365,7.8864551418810365,-10.37955340100364,10.379553401003633,-10.045674730301442,10.045674730301435,0.0,-0.20437499999999997,-0.5571875,-29.887500000000003,-2.2309374999999996,-1.4743750000000002,1.6990625000000008,18.228125,10.959062499999998,2.8003124999999995
3,-3.2130950500388096,-1.1135051951986608,0.0,0.03285586635591731,0.0,3.2130950500388096,0.0,4.440987438197922,-4.440987438197908,0.0,6.621664855138647,-6.621664855138654,4.21204823380193,-4.21204823380193,4.808418151715337,-4.808418151715337,3.7716311024659603,-3.7716311024659674,0.0,0.16562500000000002,0.21588942307692316,6.951153846153851,-5.268437499999997,-2.2186057692307686,0.060985576923076934,1.085432692307693,-0.6678605769230774,-0.3989182692307692
