,motion_rate,play_action_rate,shotgun_rate,under_center_rate,no_huddle_rate,air_yards_per_att
0,59.625,12.075,78.125,21.875000000000004,11.675,7.525
1,48.97692307692308,15.838461538461539,70.65384615384616,29.346153846153847,9.607692307692307,7.346153846153846
2,61.7,20.599999999999998,45.8,54.2,5.75,8.85
3,49.3,17.3,86.9,13.099999999999994,59.99999999999999,8.5
4,55.81666666666667,15.208333333333334,56.6,43.4,5.966666666666667,8.0
