index_x,team_abbr,season,n_plays,index_y,shotgun_rate,index,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,scheme_cluster
6,ARI,2021,1526,6,74.83617300131061,6,29.81651376146789,0.0,7.020895522388059,0.0,25.163826998689387,0.0,26.495726495726498,73.5042735042735,0.0,59.8875351452671,40.1124648547329,44.83430799220272,55.16569200779728,64.5320197044335,35.467980295566505,68.69565217391305,31.30434782608696,0.0,3
17,ATL,2021,1339,17,42.1209858103062,17,10.604929051530991,0.0,6.736585365853658,0.0,57.8790141896938,0.0,32.35908141962421,67.64091858037578,0.0,86.79245283018868,13.207547169811324,44.74885844748858,55.25114155251142,67.26726726726727,32.732732732732735,83.88625592417061,16.113744075829384,0.0,2
28,BAL,2021,1524,28,78.28083989501312,28,5.708661417322835,0.0,7.751111111111111,0.0,21.719160104986884,0.0,34.28571428571429,65.71428571428571,0.0,57.969723953695464,42.03027604630454,50.278293135435995,49.721706864564005,57.61421319796954,42.38578680203046,69.33333333333334,30.666666666666664,0.0,0
39,BUF,2021,1608,39,60.01243781094527,39,9.328358208955224,0.0,7.833555259653795,0.0,39.98756218905473,0.0,31.75487465181059,68.2451253481894,0.0,70.15418502202643,29.84581497797357,58.08695652173913,41.91304347826087,53.36538461538461,46.63461538461539,72.0164609053498,27.983539094650205,0.0,0
50,CAR,2021,1427,50,54.379817799579534,50,10.441485634197615,0.0,6.753822629969419,0.0,45.620182200420466,0.0,30.58510638297873,69.41489361702128,0.0,73.433242506812,26.566757493188017,48.421052631578945,51.578947368421055,60.49723756906077,39.50276243093923,75.74468085106383,24.25531914893617,0.0,0
61,CHI,2021,1389,61,54.78761699064075,61,8.92728581713463,0.0,7.44205298013245,0.0,45.21238300935925,0.0,29.23497267759563,70.76502732240438,0.0,69.7054698457223,30.294530154277695,45.84221748400853,54.15778251599147,54.95750708215298,45.04249291784703,75.57603686635944,24.42396313364055,0.0,1
72,CIN,2021,1702,72,51.233842538190366,72,3.466509988249119,0.0,6.806701030927835,0.0,48.766157461809634,0.0,22.56728778467909,77.4327122153209,0.0,81.2423873325213,18.75761266747868,47.47826086956522,52.52173913043479,62.92906178489702,37.07093821510298,79.77099236641222,20.229007633587788,0.0,2
83,CLE,2021,1371,83,41.13785557986871,83,6.12691466083151,0.0,7.503496503496503,0.0,58.86214442013129,0.0,29.81132075471698,70.18867924528303,0.0,78.4090909090909,21.59090909090909,44.87179487179488,55.12820512820513,54.360465116279066,45.63953488372093,69.95305164319248,30.046948356807512,0.0,1
94,DAL,2021,1614,94,49.13258983890954,94,11.33828996282528,0.0,7.487738419618529,0.0,50.86741016109046,0.0,29.44664031620553,70.55335968379447,0.0,80.46767537826686,19.53232462173315,50.091743119266056,49.908256880733944,63.41463414634146,36.58536585365854,74.3801652892562,25.6198347107438,0.0,2
105,DEN,2021,1340,105,48.507462686567166,105,4.626865671641791,0.0,7.794520547945205,0.0,51.492537313432834,0.0,27.546296296296298,72.45370370370371,0.0,76.60626029654036,23.393739703459637,47.22838137472284,52.77161862527716,53.352769679300295,46.647230320699705,76.63551401869158,23.364485981308412,0.0,1
