index_x,team_abbr,season,n_plays,index_y,shotgun_rate,index,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,scheme_cluster
4,ARI,2019,1329,4,70.27840481565086,4,23.100075244544772,0.0,6.911037891268534,0.0,29.72159518434914,0.0,32.28346456692913,67.71653543307086,0.0,64.61187214611873,35.38812785388128,51.67785234899329,48.32214765100672,58.63095238095239,41.36904761904761,82.23350253807106,17.766497461928935,0.0,2
15,ATL,2019,1441,15,48.230395558639835,15,7.425399028452463,0.0,7.459568733153639,0.0,51.769604441360165,0.0,43.09978768577495,56.90021231422505,0.0,85.01577287066246,14.98422712933754,57.84313725490197,42.15686274509804,69.83240223463687,30.16759776536313,83.57487922705315,16.425120772946862,0.0,0
26,BAL,2019,1483,26,77.20836142953472,26,2.6972353337828725,0.0,8.414634146341463,0.0,22.79163857046528,0.0,25.60975609756097,74.39024390243902,0.0,47.4074074074074,52.5925925925926,38.21292775665399,61.78707224334601,47.10327455919395,52.89672544080605,61.46341463414634,38.53658536585366,0.0,3
37,BUF,2019,1449,37,49.4824016563147,37,11.180124223602483,0.0,8.432343234323433,0.0,50.5175983436853,0.0,28.240740740740737,71.75925925925927,0.0,72.23880597014926,27.76119402985075,48.6815415821501,51.3184584178499,52.124645892351275,47.875354107648725,73.07692307692307,26.923076923076923,0.0,2
48,CAR,2019,1406,48,57.18349928876245,48,6.472261735419631,0.0,7.646464646464646,0.0,42.81650071123755,0.0,32.03883495145631,67.96116504854369,0.0,77.04280155642023,22.957198443579767,54.22680412371134,45.77319587628866,65.65096952908587,34.34903047091413,84.54106280193237,15.458937198067632,0.0,2
59,CHI,2019,1333,59,63.01575393848462,59,12.153038259564893,0.0,7.249201277955272,0.0,36.98424606151538,0.0,28.21576763485477,71.78423236514523,0.0,71.53846153846153,28.46153846153846,51.61290322580645,48.38709677419355,60.05747126436781,39.94252873563218,81.10599078341014,18.89400921658986,0.0,2
70,CIN,2019,1380,70,56.01449275362319,70,3.1159420289855073,0.0,7.54054054054054,0.0,43.98550724637681,0.0,39.33933933933934,60.66066066066066,0.0,74.40890125173853,25.591098748261476,53.07017543859649,46.92982456140351,63.47826086956522,36.52173913043478,83.33333333333334,16.666666666666664,0.0,0
81,CLE,2019,1311,81,54.157131960335626,81,3.6613272311212817,0.0,7.946826758147512,0.0,45.842868039664374,0.0,32.72727272727272,67.27272727272727,0.0,73.52941176470588,26.470588235294123,48.53273137697517,51.46726862302483,61.51419558359621,38.48580441640379,81.63265306122449,18.367346938775512,0.0,2
92,DAL,2019,1377,92,51.70660856935366,92,9.44081336238199,0.0,9.02411575562701,0.0,48.29339143064634,0.0,28.999999999999996,71.0,0.0,75.29761904761905,24.702380952380953,46.45030425963489,53.54969574036511,64.04494382022472,35.95505617977528,75.0,25.0,0.0,2
103,DEN,2019,1288,103,43.47826086956522,103,4.3478260869565215,0.0,6.450549450549451,0.0,56.52173913043478,0.0,33.87096774193549,66.12903225806451,0.0,76.43678160919539,23.563218390804597,40.33816425120773,59.66183574879227,62.11180124223602,37.88819875776397,82.17821782178217,17.82178217821782,0.0,1
