index_x,team_abbr,season,n_plays,index_y,shotgun_rate,index,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,scheme_cluster
2,ARI,2017,1408,2,35.653409090909086,2,3.551136363636364,0.0,8.906441717791411,0.0,64.3465909090909,0.0,38.4873949579832,61.51260504201681,0.0,90.7725321888412,9.227467811158798,49.787234042553195,50.212765957446805,57.94117647058824,42.05882352941177,89.27038626609442,10.72961373390558,0.0,2
13,ATL,2017,1440,13,34.166666666666664,13,5.694444444444445,0.0,8.308306709265176,0.0,65.83333333333334,0.0,35.95679012345679,64.04320987654322,0.0,83.97435897435898,16.025641025641026,47.151277013752456,52.848722986247544,54.26997245179064,45.73002754820937,79.29515418502203,20.704845814977972,0.0,2
24,BAL,2017,1385,24,38.98916967509025,24,4.693140794223827,0.0,6.446308724832215,0.0,61.01083032490975,0.0,36.11111111111111,63.88888888888889,0.0,77.56286266924565,22.437137330754354,46.73913043478261,53.2608695652174,54.80225988700565,45.19774011299435,79.01785714285714,20.982142857142858,0.0,2
35,BUF,2017,1434,35,40.2370990237099,35,3.556485355648536,0.0,7.75886524822695,0.0,59.7629009762901,0.0,30.597014925373134,69.40298507462687,0.0,72.99270072992701,27.00729927007299,44.567627494456765,55.432372505543235,48.882681564245814,51.117318435754186,68.21705426356588,31.782945736434108,0.0,0
46,CAR,2017,1433,46,58.6880669923238,46,8.025122121423585,0.0,7.963979416809606,0.0,41.3119330076762,0.0,21.08626198083067,78.91373801916933,0.0,65.69250317662008,34.30749682337992,45.867768595041326,54.132231404958674,46.53739612188366,53.46260387811634,76.56903765690377,23.430962343096233,0.0,1
57,CHI,2017,1268,57,42.42902208201893,57,3.3123028391167195,0.0,6.797270955165692,0.0,57.57097791798107,0.0,24.20814479638009,75.7918552036199,0.0,82.18623481781377,17.813765182186238,42.8921568627451,57.107843137254896,53.46534653465347,46.53465346534654,79.02439024390245,20.97560975609756,0.0,0
68,CIN,2017,1233,68,51.338199513382,68,3.0819140308191404,0.0,7.58,0.0,48.661800486618,0.0,34.14634146341463,65.85365853658537,0.0,73.12186978297163,26.878130217028374,47.95180722891566,52.04819277108433,58.4717607973422,41.52823920265781,82.91457286432161,17.08542713567839,0.0,1
79,CLE,2017,1321,79,60.105980317940954,79,7.418622255866768,0.0,8.314102564102564,0.0,39.894019682059046,0.0,30.465949820788538,69.53405017921148,0.0,73.83561643835617,26.16438356164383,50.11441647597255,49.88558352402746,65.06024096385542,34.93975903614458,80.0925925925926,19.90740740740741,0.0,1
90,DAL,2017,1319,90,43.745261561789235,90,7.884761182714177,0.0,7.46780303030303,0.0,56.254738438210765,0.0,25.103734439834035,74.89626556016596,0.0,77.3764258555133,22.623574144486692,39.002267573696145,60.997732426303855,53.66568914956011,46.33431085043988,78.43137254901961,21.568627450980394,0.0,3
101,DEN,2017,1400,101,52.714285714285715,101,7.214285714285714,0.0,7.635048231511254,0.0,47.285714285714285,0.0,28.75318066157761,71.24681933842238,0.0,74.19825072886297,25.801749271137027,49.77973568281938,50.22026431718062,53.333333333333336,46.666666666666664,77.17842323651453,22.82157676348548,0.0,1
112,DET,2017,1310,112,60.91603053435114,112,24.885496183206108,0.0,7.344605475040257,0.0,39.08396946564886,0.0,27.500000000000004,72.5,0.0,74.49664429530202,25.503355704697984,48.03695150115473,51.96304849884527,69.6048632218845,30.3951367781155,83.73205741626795,16.267942583732058,0.0,1
123,GB,2017,1301,123,53.72790161414297,123,8.531898539584935,0.0,6.625,0.0,46.27209838585703,0.0,36.36363636363637,63.63636363636363,0.0,75.07692307692308,24.92307692307692,54.88372093023256,45.11627906976744,58.48484848484848,41.51515151515152,77.25118483412322,22.748815165876778,0.0,1
