cluster,shotgun_rate,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate
0,-5.506719825728972,-4.251304951958371,0.0,0.02110255286418017,0.0,5.506719825728979,0.0,-4.6550088731158645,4.655008873115861,0.0,3.1437690742837816,-3.1437690742837887,-4.507668391908837,4.507668391908837,-2.2328926372418962,2.2328926372419104,0.6934330459072555,-0.6934330459072591,-0.01159092610927607
1,-11.068237295369109,-2.941653117535627,0.0,0.08449581854441135,0.0,11.068237295369116,0.0,7.300715592660868,-7.300715592660858,0.0,9.06495922569134,-9.064959225691341,2.758821498049869,-2.758821498049869,4.08962980694433,-4.089629806944323,2.2715521060069364,-2.2715521060069435,-0.01159092610927607
2,4.495045526117444,1.4347679932857655,0.0,-0.06405439872617347,0.0,-4.495045526117444,0.0,-0.9270209566185947,0.9270209566185912,0.0,-2.2750332563467026,2.2750332563466955,1.8122673016884008,-1.8122673016884008,0.6172922018695104,-0.6172922018695033,-0.1040519272001319,0.1040519272001319,-0.002085222687222837
3,19.271226980083703,14.352035214154242,0.0,0.1745375227194419,0.0,-19.271226980083707,0.0,4.134056367429583,-4.134056367429594,0.0,-21.569687923435623,21.56968792343562,-4.7439293400215945,4.743929340021602,-8.275656486821454,8.275656486821461,-8.755973084048776,8.75597308404878,0.0978182642627152
