player_id,Year,Team,Cap_Space,position_x,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,weighted_grade,weighted_average_grade
00-0034116,2023,Saints,0.7028469750889679,,27.0,0.0,0.08,52.90%,J.T. Gray,S,6.0,3.0,1.0,0.0,0.0,20.0,0.0,62.6,45.7,72.3,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.20000000000005,MISSING
00-0033872,2023,Seahawks,5.114175266903915,,27.0,233.73195201848125,-0.04,52.90%,Jamal Adams,S,518.0,9.0,7.0,1.0,0.0,29.0,0.0,50.7,54.9,82.2,29.9,0.0,0.0,24.2,15.0,0.0,1.0,122.1,28.0,85.0,208.0,287.0,183.0,21.0,40.0,7.0,34.0,2.0,292.0,28438.2,MISSING
00-0034974,2023,Seahawks,1.7348754448398576,,25.0,71.13537879345867,-0.04,52.90%,Julian Love,S,937.0,17.0,22.0,1.0,2.0,29.0,1.0,80.4,72.8,44.8,67.3,4.0,0.0,11.2,14.0,6.0,3.0,83.7,41.0,386.0,312.0,545.0,168.0,25.0,89.0,1.0,58.0,2.0,556.0,68213.59999999999,MISSING
00-0038613,2023,Seahawks,0.3011712633451957,,23.0,33.484447234176194,-0.04,52.90%,Jerrick Reed II,S,29.0,3.0,0.0,0.0,0.0,29.0,0.0,53.7,54.8,73.3,46.3,0.0,0.0,33.3,1.0,0.0,0.0,95.8,1.0,19.0,8.0,19.0,2.0,1.0,2.0,0.0,1.0,0.0,7.0,1589.1999999999998,MISSING
00-0031608,2023,Seahawks,5.310275800711744,,30.0,6.601213463826696,-0.04,52.90%,Quandre Diggs,S,1155.0,17.0,23.0,0.0,0.0,29.0,0.0,55.4,55.1,48.8,47.3,1.0,0.0,17.5,20.0,2.0,2.0,95.4,20.0,1020.0,87.0,680.0,40.0,17.0,71.0,1.0,28.0,1.0,247.0,63640.5,MISSING
00-0034789,2023,Steelers,3.529804270462633,,26.0,257.79447725064534,-0.03,55.60%,Minkah Fitzpatrick,S,616.0,11.0,24.0,0.0,0.0,25.0,0.0,67.9,73.3,54.3,83.1,0.0,0.0,6.0,5.0,2.0,3.0,113.5,20.0,270.0,157.0,337.0,149.0,19.0,54.0,2.0,30.0,2.0,242.0,45152.8,MISSING
00-0038628,2023,Falcons,0.345451512455516,,23.0,21.035209425105887,-0.04,41.20%,DeMarcco Hellams,S,370.0,11.0,6.0,0.0,0.0,2.0,0.0,61.3,65.2,34.6,72.7,0.0,0.0,9.1,3.0,0.0,2.0,70.1,8.0,255.0,68.0,249.0,27.0,10.0,24.0,1.0,12.0,0.0,36.0,24124.0,MISSING
00-0037493,2023,Titans,0.3186766014234876,,24.0,0.0,-0.07,35.30%,Mike Brown,S,113.0,8.0,2.0,0.0,0.0,31.0,0.0,58.7,60.3,0.0,84.4,0.0,0.0,0.0,0.0,1.0,1.0,102.5,4.0,55.0,29.0,76.0,24.0,1.0,6.0,0.0,5.0,0.0,43.0,6813.9,MISSING
00-0034675,2023,Falcons,4.225978647686833,,26.0,109.61227376763128,-0.04,41.20%,Jessie Bates III,S,1134.0,17.0,35.0,0.0,3.0,2.0,0.0,90.2,90.6,90.3,84.7,6.0,1.0,8.2,12.0,4.0,1.0,74.0,24.0,762.0,188.0,643.0,151.0,29.0,99.0,3.0,38.0,3.0,297.0,102740.4,MISSING
00-0037130,2023,Eagles,0.3877517793594306,,24.0,0.0,0.0,61.10%,Reed Blankenship,S,942.0,15.0,26.0,0.0,0.0,24.0,1.0,78.0,73.4,71.2,70.7,3.0,0.0,10.2,12.0,6.0,1.0,105.6,35.0,682.0,149.0,617.0,94.0,19.0,80.0,2.0,50.0,6.0,367.0,69142.8,MISSING
00-0030090,2023,Bills,4.796733985765124,,32.0,6.4874574355772445,0.19,63.20%,Micah Hyde,S,912.0,16.0,10.0,0.0,0.0,4.0,0.0,69.8,66.2,88.5,62.6,2.0,0.0,12.1,8.0,2.0,0.0,121.1,25.0,460.0,227.0,574.0,199.0,8.0,48.0,1.0,32.0,4.0,314.0,60374.4,MISSING
00-0030114,2023,Bills,2.21085409252669,,32.0,2.63080327044151,0.19,63.20%,Jordan Poyer,S,1103.0,18.0,31.0,0.0,2.0,4.0,0.0,69.5,67.2,49.8,79.3,0.0,0.0,7.4,9.0,5.0,2.0,102.9,33.0,334.0,487.0,664.0,218.0,28.0,82.0,1.0,45.0,1.0,349.0,74121.6,MISSING
00-0037264,2023,Broncos,0.4142851423487544,,23.0,57.68747521300322,-0.07,47.10%,Delarrin Turner-Yell,S,212.0,10.0,7.0,0.0,0.0,10.0,0.0,48.3,40.9,83.3,46.0,0.0,0.0,20.0,7.0,1.0,0.0,158.3,5.0,147.0,44.0,105.0,15.0,3.0,21.0,0.0,6.0,1.0,115.0,8670.8,MISSING
00-0036633,2023,Broncos,0.4549141459074732,,23.0,52.19778612474725,-0.07,47.10%,Caden Sterns,S,2.0,1.0,0.0,0.0,0.0,10.0,0.0,60.0,62.5,62.6,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,MISSING
00-0038605,2023,Broncos,0.355451512455516,,22.0,42.36358099700373,-0.07,47.10%,JL Skinner,S,1.0,1.0,0.0,0.0,0.0,10.0,0.0,MISSING,59.1,65.0,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,MISSING
00-0032971,2023,Broncos,8.073843416370106,,29.0,32.822377859084874,-0.07,47.10%,Justin Simmons,S,985.0,15.0,8.0,0.0,2.0,10.0,1.0,63.4,67.9,60.4,72.1,3.0,0.0,11.8,9.0,5.0,1.0,85.9,23.0,594.0,230.0,597.0,144.0,16.0,59.0,2.0,36.0,3.0,324.0,66881.5,MISSING
00-0036888,2023,Bills,0.4359959964412812,,25.0,21.662682893339692,0.19,63.20%,Damar Hamlin,S,31.0,4.0,0.0,0.0,0.0,4.0,0.0,64.5,61.9,75.1,71.6,0.0,0.0,0.0,0.0,0.0,0.0,91.7,1.0,13.0,8.0,25.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,1918.9,MISSING
00-0035227,2023,Broncos,0.6049822064056939,,26.0,0.0,-0.07,47.10%,P.J. Locke,S,538.0,12.0,19.0,0.0,2.0,10.0,0.0,55.2,64.0,18.7,59.1,1.0,0.0,14.0,8.0,4.0,2.0,95.8,15.0,317.0,132.0,334.0,79.0,12.0,30.0,1.0,25.0,2.0,202.0,34432.0,MISSING
00-0035625,2023,Browns,1.00711743772242,,27.0,128.36356689983853,0.05,61.10%,Juan Thornhill,S,643.0,12.0,10.0,0.0,0.0,8.0,0.0,62.6,66.5,53.6,76.0,0.0,0.0,10.9,7.0,1.0,1.0,104.2,16.0,501.0,67.0,377.0,61.0,10.0,47.0,0.0,26.0,2.0,157.0,42759.5,MISSING
00-0030383,2023,Browns,0.0929217081850533,,32.0,14.611309450886829,0.05,61.10%,Duron Harmon,S,222.0,7.0,3.0,0.0,0.0,8.0,0.0,62.3,60.4,78.7,89.9,1.0,0.0,0.0,0.0,0.0,0.0,89.1,7.0,87.0,87.0,139.0,35.0,8.0,16.0,3.0,9.0,1.0,54.0,13408.8,MISSING
00-0028899,2023,Browns,0.4859875444839857,,33.0,0.0,0.05,61.10%,Rodney McLeod,S,280.0,10.0,6.0,0.0,0.0,8.0,0.0,52.5,54.1,83.0,50.3,0.0,0.0,17.2,5.0,1.0,0.0,63.3,5.0,136.0,48.0,169.0,69.0,11.0,18.0,2.0,10.0,0.0,47.0,15148.0,66.84534933561936
00-0038715,2023,Browns,0.3365951957295373,,21.0,0.0,0.05,61.10%,Ronnie Hickman Jr.,S,322.0,11.0,4.0,0.0,0.0,8.0,0.0,70.2,70.6,83.7,71.5,1.0,1.0,11.1,3.0,2.0,1.0,61.7,5.0,272.0,20.0,232.0,27.0,7.0,20.0,0.0,10.0,2.0,43.0,22733.199999999997,MISSING
00-0037332,2023,Browns,0.3881227758007117,,26.0,0.0,0.05,61.10%,D'Anthony Bell,S,256.0,13.0,2.0,0.0,1.0,8.0,0.0,69.8,76.3,81.0,77.7,2.0,0.0,6.9,2.0,3.0,0.0,39.8,11.0,103.0,74.0,159.0,61.0,8.0,25.0,4.0,16.0,0.0,77.0,19532.8,MISSING
00-0036411,2023,Buccaneers,0.945275355871886,,25.0,188.71560745578523,-0.01,52.60%,Antoine Winfield Jr.,S,1230.0,19.0,27.0,0.0,6.0,30.0,4.0,84.0,90.7,87.9,87.0,3.0,0.0,7.9,10.0,8.0,0.0,85.3,31.0,753.0,252.0,724.0,155.0,27.0,90.0,3.0,44.0,2.0,399.0,111561.0,MISSING
00-0036282,2023,Browns,1.5904123665480427,,24.0,191.5292128861448,0.05,61.10%,Grant Delpit,S,738.0,13.0,11.0,0.0,0.0,8.0,1.0,75.5,70.0,83.9,55.0,1.0,0.0,17.2,16.0,1.0,1.0,78.5,25.0,122.0,327.0,399.0,183.0,33.0,66.0,7.0,31.0,0.0,188.0,51660.0,MISSING
00-0034527,2023,Buccaneers,0.4859875444839857,,27.0,0.0,-0.01,52.60%,Ryan Neal,S,615.0,16.0,18.0,0.0,0.0,30.0,0.0,39.1,46.5,84.2,73.5,0.0,0.0,8.5,7.0,0.0,1.0,158.3,26.0,204.0,245.0,349.0,96.0,13.0,57.0,4.0,30.0,4.0,431.0,28597.5,MISSING
00-0035663,2023,Bills,0.7873665480427046,,25.0,132.50238787867983,0.19,63.20%,Taylor Rapp,S,422.0,14.0,10.0,1.0,0.0,4.0,1.0,57.6,56.4,4.8,85.6,1.0,0.0,4.7,2.0,1.0,3.0,75.4,9.0,252.0,82.0,284.0,72.0,4.0,31.0,1.0,17.0,1.0,139.0,23800.8,MISSING
00-0038560,2023,Bengals,0.4306872775800712,,22.0,125.03104645497524,-0.04,52.90%,Jordan Battle,S,524.0,17.0,15.0,0.0,0.0,7.0,0.0,76.4,82.5,82.0,76.7,1.0,0.0,8.1,6.0,2.0,0.0,83.1,12.0,250.0,201.0,283.0,44.0,23.0,53.0,3.0,18.0,1.0,130.0,43230.0,MISSING
00-0033132,2022,Titans,3.3900096061479346,,29.0,69.19058654083321,-0.081,41.20%,Kevin Byard,S,1139.0,17.0,26.0,0.0,0.0,31.0,0.0,81.0,79.5,65.2,90.6,4.0,0.0,4.7,5.0,2.0,1.0,79.4,33.0,506.0,393.0,767.0,201.0,18.0,75.0,0.0,49.0,3.0,409.0,90550.5,MISSING
00-0032637,2022,Titans,0.3821114313160422,,29.0,0.0,-0.081,41.20%,Andrew Adams,S,726.0,13.0,11.0,0.0,0.0,31.0,0.0,74.8,70.9,89.9,43.0,1.0,1.0,19.7,15.0,1.0,0.0,110.0,31.0,395.0,216.0,506.0,87.0,12.0,50.0,0.0,41.0,3.0,302.0,51473.4,MISSING
00-0037245,2022,Vikings,1.0037684918347742,,22.0,315.2391517065179,-0.001,72.20%,Lewis Cine,S,2.0,2.0,0.0,0.0,0.0,18.0,0.0,60.1,60.1,64.3,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.2,MISSING
00-0029606,2022,Vikings,3.5576647454370796,,33.0,36.98612283938827,-0.001,72.20%,Harrison Smith,S,912.0,14.0,10.0,1.0,1.0,18.0,0.0,69.5,69.1,88.8,81.0,5.0,0.0,9.8,9.0,3.0,1.0,78.0,35.0,519.0,227.0,581.0,118.0,15.0,73.0,1.0,44.0,2.0,378.0,63019.2,MISSING
00-0036348,2022,Vikings,0.4298751200768492,,24.0,24.504055195008053,-0.001,72.20%,Josh Metellus,S,259.0,13.0,3.0,0.0,0.0,18.0,0.0,80.7,85.1,84.0,79.4,1.0,0.0,6.7,2.0,3.0,0.0,68.3,11.0,150.0,63.0,148.0,31.0,9.0,25.0,1.0,17.0,1.0,70.0,22040.9,MISSING
00-0038554,2023,49ers,0.4364128113879003,,23.0,138.79727216860618,0.26,70.00%,Ji'Ayir Brown,S,546.0,12.0,10.0,0.0,0.0,28.0,0.0,71.5,73.4,85.9,72.8,3.0,0.0,10.3,6.0,2.0,0.0,87.9,16.0,389.0,78.0,371.0,65.0,9.0,42.0,0.0,23.0,2.0,212.0,40076.4,MISSING
00-0035669,2023,Bengals,1.0676156583629894,,28.0,10.769157121620957,-0.04,52.90%,Nick Scott,S,569.0,17.0,20.0,0.0,0.0,7.0,1.0,38.8,44.0,83.2,61.0,0.0,0.0,13.6,9.0,0.0,1.0,123.4,20.0,247.0,194.0,360.0,86.0,12.0,37.0,1.0,27.0,1.0,306.0,25036.0,MISSING
00-0036564,2023,49ers,0.4448567615658363,,23.0,36.1455300025847,0.26,70.00%,Talanoa Hufanga,S,577.0,10.0,10.0,0.0,0.0,28.0,0.0,66.3,70.5,50.6,79.1,3.0,0.0,8.6,5.0,0.0,2.0,72.9,13.0,343.0,141.0,384.0,69.0,15.0,43.0,1.0,16.0,1.0,96.0,40678.5,MISSING
00-0032320,2023,49ers,0.0549822064056939,,33.0,0.0,0.26,70.00%,Erik Harris,S,4.0,1.0,0.0,0.0,0.0,28.0,0.0,60.0,60.5,71.2,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,MISSING
00-0034091,2023,49ers,1.0409252669039146,,29.0,0.0,0.26,70.00%,George Odum,S,39.0,6.0,1.0,0.0,0.0,28.0,0.0,61.3,64.7,73.2,78.6,0.0,0.0,0.0,0.0,0.0,0.0,87.5,1.0,31.0,4.0,28.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,2523.3,MISSING
00-0037521,2023,49ers,0.0587188612099644,,25.0,0.0,0.26,70.00%,Tayler Hawkins,S,67.0,1.0,0.0,0.0,0.0,28.0,0.0,36.2,34.2,78.8,54.9,1.0,0.0,25.0,1.0,0.0,1.0,70.1,2.0,49.0,8.0,32.0,6.0,0.0,3.0,0.0,3.0,0.0,46.0,2291.4,MISSING
00-0038135,2023,Bears,0.7436450177935943,,24.0,219.1991873753312,0.0,41.20%,Jaquan Brisker,S,896.0,15.0,26.0,0.0,2.0,6.0,1.0,62.4,66.7,41.1,78.3,1.0,0.0,8.6,10.0,5.0,3.0,95.2,31.0,316.0,392.0,572.0,113.0,34.0,80.0,3.0,47.0,3.0,290.0,59763.2,MISSING
00-0033784,2023,Bears,7.602313167259786,,29.0,37.17993530110857,0.0,41.20%,Eddie Jackson,S,646.0,12.0,5.0,1.0,0.0,6.0,0.0,60.0,58.6,55.4,60.9,1.0,0.0,15.6,7.0,3.0,2.0,121.1,12.0,494.0,64.0,417.0,70.0,7.0,33.0,0.0,18.0,3.0,203.0,37855.6,MISSING
00-0038368,2023,Bears,0.3336298932384341,,23.0,0.0,0.0,41.20%,Quindell Johnson,S,35.0,3.0,1.0,0.0,0.0,6.0,0.0,56.6,57.4,77.5,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,23.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2009.0,MISSING
00-0028924,2023,49ers,0.9341637010676156,,33.0,0.0,0.26,70.00%,Tashaun Gipson Sr.,S,1194.0,19.0,18.0,1.0,1.0,28.0,0.0,63.8,67.8,53.0,67.2,1.0,0.0,11.9,10.0,3.0,5.0,72.2,19.0,701.0,216.0,802.0,243.0,15.0,56.0,3.0,36.0,1.0,246.0,80953.2,61.03699721226603
00-0038823,2023,Buccaneers,0.3358540925266904,,23.0,0.0,-0.01,52.60%,Kaevon Merriweather,S,164.0,9.0,7.0,0.0,0.0,30.0,0.0,67.1,55.4,79.1,39.4,0.0,0.0,22.2,4.0,1.0,0.0,56.3,2.0,91.0,48.0,83.0,15.0,0.0,7.0,0.0,4.0,0.0,6.0,9085.6,MISSING
00-0033890,2023,Cardinals,7.947583629893239,,27.0,108.50608167950614,-0.18,23.50%,Budda Baker,S,763.0,12.0,25.0,0.0,0.0,1.0,0.0,63.1,64.8,85.2,79.9,0.0,0.0,7.6,7.0,0.0,0.0,133.3,11.0,380.0,267.0,390.0,92.0,21.0,60.0,2.0,18.0,3.0,176.0,49442.4,MISSING
00-0035705,2023,Cardinals,2.3433051601423487,,25.0,53.54496117658509,-0.18,23.50%,Jalen Thompson,S,938.0,15.0,14.0,0.0,1.0,1.0,0.0,77.0,71.3,39.0,70.1,4.0,0.0,8.4,7.0,4.0,3.0,73.9,26.0,174.0,355.0,510.0,377.0,18.0,62.0,4.0,38.0,2.0,336.0,66879.4,MISSING
00-0036349,2023,Commanders,1.3435640569395018,,24.0,18.41275128906353,-0.21,23.50%,Kamren Curl,S,1088.0,16.0,24.0,1.0,1.0,32.0,1.0,67.8,66.6,86.5,67.9,0.0,0.0,11.2,14.0,4.0,1.0,110.2,36.0,422.0,428.0,638.0,166.0,29.0,87.0,4.0,52.0,3.0,389.0,72460.79999999999,MISSING
00-0034496,2023,Commanders,0.0931049822064056,,27.0,0.0,-0.21,23.50%,Sean Chandler,S,63.0,1.0,1.0,0.0,0.0,32.0,0.0,59.0,59.7,78.2,52.1,0.0,0.0,25.0,1.0,0.0,0.0,95.8,1.0,50.0,10.0,39.0,3.0,0.0,2.0,0.0,2.0,0.0,32.0,3761.1,MISSING
00-0033877,2023,Cowboys,2.0331743772241992,,27.0,168.3026735871218,0.21,66.70%,Malik Hooker,S,862.0,17.0,22.0,0.0,1.0,9.0,1.0,71.7,77.2,88.5,74.6,1.0,0.0,10.2,6.0,1.0,0.0,118.8,8.0,721.0,82.0,530.0,43.0,5.0,31.0,1.0,10.0,2.0,160.0,66546.40000000001,MISSING
00-0034977,2023,Cowboys,0.1649466192170818,,26.0,62.071628365603445,0.21,66.70%,Sheldrick Redwine,S,7.0,1.0,0.0,0.0,0.0,9.0,0.0,MISSING,50.5,67.2,23.7,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.5,MISSING
00-0035301,2023,Cowboys,1.4548821174377224,,28.0,17.592456189101892,0.21,66.70%,Donovan Wilson,S,776.0,16.0,24.0,0.0,1.0,9.0,2.0,66.6,66.2,37.3,56.8,2.0,0.0,13.0,13.0,2.0,4.0,87.9,21.0,296.0,321.0,453.0,92.0,23.0,63.0,2.0,29.0,2.0,217.0,51371.2,MISSING
00-0032454,2023,Cowboys,2.767160142348754,,29.0,4.340439783467743,0.21,66.70%,Jayron Kearse,S,860.0,17.0,12.0,2.0,0.0,9.0,0.0,43.6,44.9,10.1,69.5,1.0,0.0,10.7,8.0,3.0,8.0,101.5,34.0,169.0,381.0,469.0,186.0,19.0,55.0,4.0,42.0,1.0,371.0,38614.0,MISSING
00-0036638,2023,Commanders,0.4527437722419929,,24.0,45.93285061885616,-0.21,23.50%,Darrick Forrest,S,328.0,5.0,7.0,0.0,0.0,32.0,0.0,58.4,61.1,83.7,47.9,0.0,0.0,20.6,7.0,0.0,0.0,99.1,6.0,193.0,84.0,193.0,42.0,6.0,20.0,1.0,11.0,1.0,56.0,20040.8,MISSING
00-0037578,2023,Cowboys,0.3336298932384341,,23.0,0.0,0.21,66.70%,Juanyeh Thomas,S,192.0,14.0,5.0,0.0,0.0,9.0,0.0,85.9,81.1,80.0,47.2,0.0,0.0,19.0,4.0,3.0,0.0,94.9,8.0,58.0,73.0,110.0,39.0,7.0,12.0,0.0,14.0,1.0,72.0,15571.2,MISSING
00-0036221,2023,Dolphins,1.3429790925266905,,25.0,128.41807042673943,0.13,61.10%,Brandon Jones,S,542.0,14.0,6.0,0.0,2.0,17.0,1.0,76.2,75.4,50.6,54.1,2.0,0.0,16.9,11.0,0.0,1.0,62.2,10.0,361.0,119.0,330.0,54.0,15.0,48.0,2.0,14.0,1.0,55.0,40866.8,MISSING
00-0034277,2023,Dolphins,0.7873665480427046,,26.0,19.007645765689563,0.13,61.10%,DeShon Elliott,S,987.0,16.0,30.0,0.0,0.0,17.0,1.0,60.3,68.6,89.2,73.4,1.0,0.0,8.8,9.0,6.0,1.0,110.2,24.0,589.0,266.0,619.0,113.0,11.0,63.0,0.0,36.0,3.0,314.0,67708.2,MISSING
00-0034248,2023,Dolphins,0.449288256227758,,28.0,0.0,0.13,61.10%,Elijah Campbell,S,141.0,11.0,2.0,0.0,0.0,17.0,0.0,57.9,56.2,82.2,53.3,0.0,0.0,18.2,2.0,1.0,0.0,100.8,7.0,86.0,31.0,97.0,23.0,1.0,7.0,0.0,10.0,0.0,97.0,7924.200000000001,MISSING
00-0039002,2023,Eagles,0.4646103202846975,,23.0,183.33999685942976,0.0,61.10%,Sydney Brown,S,334.0,13.0,11.0,1.0,0.0,24.0,0.0,64.9,62.0,28.4,64.2,1.0,1.0,11.4,5.0,1.0,1.0,113.7,21.0,137.0,54.0,221.0,141.0,11.0,28.0,1.0,24.0,2.0,211.0,20708.0,MISSING
00-0033898,2023,Eagles,0.5234141459074734,,28.0,86.45557813401035,0.0,61.10%,Justin Evans,S,197.0,4.0,4.0,0.0,0.0,24.0,1.0,61.2,63.1,81.1,90.0,0.0,0.0,0.0,0.0,1.0,0.0,84.7,5.0,134.0,30.0,152.0,33.0,1.0,11.0,0.0,12.0,1.0,58.0,12430.7,MISSING
00-0033132,2023,Eagles,0.7675462633451957,,30.0,51.25764720910448,0.0,61.10%,Kevin Byard,S,1187.0,17.0,36.0,2.0,1.0,24.0,1.0,68.0,72.8,66.7,88.0,1.0,0.0,5.9,8.0,1.0,3.0,106.4,47.0,551.0,378.0,726.0,234.0,23.0,91.0,1.0,59.0,2.0,502.0,86413.59999999999,MISSING
00-0036998,2023,Dolphins,1.057474644128114,,23.0,241.48472576808763,0.13,61.10%,Jevon Holland,S,707.0,12.0,14.0,0.0,3.0,17.0,1.0,89.9,90.4,86.6,84.0,1.0,1.0,7.8,6.0,3.0,0.0,108.9,22.0,362.0,211.0,434.0,121.0,12.0,57.0,3.0,32.0,3.0,240.0,63912.8,MISSING
00-0036421,2023,Commanders,0.3244853202846975,,24.0,82.31671490181158,-0.21,23.50%,Terrell Burgess,S,120.0,5.0,5.0,0.0,0.0,32.0,0.0,44.4,49.6,78.4,79.2,0.0,0.0,4.8,1.0,0.0,0.0,147.2,9.0,52.0,46.0,66.0,18.0,1.0,15.0,0.0,9.0,1.0,94.0,5952.0,MISSING
00-0038100,2023,Commanders,0.4747571174377224,,23.0,90.13545623890364,-0.21,23.50%,Percy Butler,S,835.0,15.0,18.0,0.0,1.0,32.0,0.0,58.0,62.7,90.1,48.0,0.0,0.0,20.5,16.0,6.0,0.0,131.2,14.0,543.0,155.0,525.0,129.0,12.0,44.0,2.0,25.0,5.0,257.0,52354.5,MISSING
00-0037392,2023,Colts,0.3870106761565836,,25.0,0.0,-0.01,52.90%,Trevor Denbow,S,7.0,3.0,0.0,0.0,0.0,14.0,0.0,MISSING,50.4,86.5,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.8,MISSING
00-0037141,2023,Cardinals,0.3010084519572953,,24.0,0.0,-0.18,23.50%,Joey Blount,S,25.0,6.0,1.0,0.0,0.0,1.0,0.0,72.6,66.9,73.4,79.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1672.5000000000002,MISSING
00-0034790,2023,Chargers,4.0508896797153024,,27.0,214.94050456410807,-0.08,29.40%,Derwin James Jr.,S,1001.0,16.0,27.0,1.0,0.0,27.0,2.0,57.0,60.1,0.0,69.9,1.0,0.0,10.5,14.0,5.0,8.0,93.3,40.0,385.0,304.0,560.0,225.0,30.0,92.0,3.0,57.0,1.0,468.0,60160.1,MISSING
00-0038091,2023,Chargers,0.5334479537366549,,23.0,139.39997550640575,-0.08,29.40%,JT Woods,S,61.0,3.0,0.0,0.0,0.0,27.0,0.0,54.9,54.8,78.5,44.5,0.0,0.0,28.6,2.0,0.0,0.0,104.2,1.0,44.0,10.0,48.0,7.0,0.0,5.0,0.0,1.0,0.0,9.0,3342.7999999999997,MISSING
00-0036302,2023,Chargers,0.6064648576512456,,26.0,57.79791637190573,-0.08,29.40%,Jaylinn Hawkins,S,137.0,11.0,5.0,0.0,0.0,27.0,0.0,50.6,53.4,82.1,74.3,0.0,0.0,7.7,1.0,1.0,0.0,103.1,3.0,111.0,13.0,88.0,12.0,2.0,7.0,0.0,4.0,0.0,37.0,7315.8,MISSING
00-0036380,2023,Chargers,0.4701819395017794,,25.0,30.01517274223616,-0.08,29.40%,Alohi Gilman,S,928.0,14.0,15.0,0.0,3.0,27.0,2.0,89.2,86.1,65.6,66.7,2.0,0.0,12.3,10.0,7.0,2.0,96.7,22.0,660.0,170.0,544.0,92.0,15.0,56.0,3.0,34.0,3.0,292.0,79900.79999999999,MISSING
00-0031870,2023,Chargers,0.3484577402135231,,31.0,0.0,-0.08,29.40%,Dean Marlowe,S,298.0,9.0,2.0,0.0,0.0,27.0,0.0,57.5,60.7,84.8,67.0,0.0,0.0,10.5,4.0,0.0,0.0,125.0,10.0,194.0,71.0,204.0,26.0,11.0,32.0,1.0,12.0,1.0,88.0,18088.6,MISSING
00-0038866,2023,Chargers,0.2780249110320285,,21.0,0.0,-0.08,29.40%,AJ Finley,S,27.0,5.0,0.0,0.0,0.0,27.0,0.0,62.6,64.3,75.1,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,18.0,5.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.1,MISSING
00-0037468,2023,Chargers,0.2796312277580071,,24.0,0.0,-0.08,29.40%,Raheem Layne,S,76.0,3.0,0.0,0.0,0.0,27.0,0.0,62.6,61.5,0.0,80.1,0.0,0.0,0.0,0.0,0.0,1.0,104.2,1.0,52.0,13.0,51.0,8.0,1.0,5.0,0.0,1.0,0.0,9.0,4674.0,MISSING
00-0037193,2023,Chiefs,0.591145462633452,,23.0,176.0111141915956,0.1,71.40%,Bryan Cook,S,593.0,12.0,8.0,0.0,0.0,16.0,2.0,63.1,65.2,88.0,58.1,1.0,0.0,15.6,7.0,0.0,0.0,125.0,11.0,406.0,55.0,378.0,110.0,4.0,30.0,1.0,16.0,3.0,201.0,38663.6,MISSING
00-0034361,2023,Chiefs,5.649466192170818,,26.0,88.49581699735438,0.1,71.40%,Justin Reid,S,1247.0,20.0,18.0,1.0,1.0,16.0,0.0,51.8,57.7,72.9,68.0,1.0,0.0,10.9,14.0,4.0,3.0,96.6,45.0,335.0,452.0,734.0,328.0,37.0,97.0,2.0,70.0,4.0,468.0,71951.90000000001,MISSING
00-0035681,2023,Chiefs,1.334519572953737,,27.0,79.54950580525914,0.1,71.40%,Mike Edwards,S,809.0,21.0,15.0,1.0,0.0,16.0,2.0,58.6,56.9,33.8,39.3,2.0,0.0,19.5,15.0,6.0,2.0,64.7,23.0,468.0,195.0,559.0,118.0,11.0,47.0,1.0,38.0,0.0,311.0,46032.1,MISSING
