player_id,Year,Team,player,position,age,franchise_id,player_game_count,grades_defense,snap_counts_defense,assists,forced_fumbles,grades_coverage_defense,grades_pass_rush_defense,grades_run_defense,hits,hurries,missed_tackle_rate,sacks,stops,tackles,tackles_for_loss,total_pressures,grades_defense_penalty,grades_tackle,interceptions,pass_break_ups,penalties,snap_counts_box,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,targets,fumble_recoveries,declined_penalties,missed_tackles,Cap_Space,adjusted_value,Net EPA,Win %,weighted_grade,weighted_average_grade
00-0028932,2018,Steelers,L.J. Fort,LB,28.0,25.0,12.0,72.4,305.0,6.0,0.0,64.0,66.0,76.8,2.0,8.0,8.7,1.0,24.0,36.0,2.0,11.0,83.7,74.1,0.0,0.0,0.0,233.0,278.0,56.0,87.0,26.0,1.0,0.0,4.0,0.3978555304740406,0.0,0.07,60.0,22082.0,
00-0032366,2018,Steelers,Tyler Matakevich,LB,25.0,25.0,3.0,72.6,54.0,3.0,0.0,69.8,55.7,69.0,0.0,0.0,12.5,0.0,1.0,4.0,0.0,0.0,76.1,66.5,0.0,0.0,0.0,42.0,48.0,4.0,25.0,4.0,0.0,0.0,1.0,0.3644255079006772,12.811248756621469,0.07,60.0,3920.4,
00-0030434,2018,Steelers,Vince Williams,LB,28.0,25.0,14.0,65.0,744.0,11.0,0.0,55.3,80.3,61.9,6.0,8.0,8.3,5.0,33.0,55.0,4.0,19.0,86.6,74.1,1.0,1.0,0.0,584.0,664.0,119.0,276.0,44.0,0.0,0.0,6.0,1.805869074492099,14.66769431915484,0.07,60.0,48360.0,
00-0030064,2018,Steelers,Jon Bostic,LB,27.0,25.0,16.0,59.5,560.0,14.0,0.0,56.3,67.4,62.8,1.0,7.0,1.6,2.0,22.0,48.0,3.0,10.0,21.1,88.6,0.0,2.0,2.0,490.0,546.0,58.0,258.0,37.0,0.0,0.0,1.0,0.8465011286681716,116.70282360826918,0.07,60.0,33320.0,
00-0035525,2019,Steelers,Devin Bush,LB,21.0,25.0,16.0,62.9,889.0,22.0,1.0,65.2,62.4,63.3,2.0,2.0,8.6,1.0,47.0,84.0,8.0,5.0,5.6,71.4,2.0,1.0,4.0,744.0,869.0,39.0,408.0,70.0,4.0,1.0,10.0,1.823182784272051,537.5543907208883,-0.014,50.0,55918.1,
00-0029670,2019,Steelers,Mark Barron,LB,29.0,25.0,15.0,57.5,750.0,10.0,0.0,54.0,62.2,60.1,0.0,6.0,11.1,4.0,24.0,62.0,2.0,10.0,85.8,60.6,1.0,2.0,4.0,563.0,667.0,53.0,277.0,76.0,1.0,1.0,9.0,2.0589798087141338,165.43461787560526,-0.014,50.0,43125.0,
00-0032366,2019,Steelers,Tyler Matakevich,LB,26.0,25.0,7.0,81.6,19.0,0.0,0.0,79.0,,64.6,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,68.5,73.8,0.0,0.0,0.0,16.0,19.0,0.0,7.0,3.0,0.0,0.0,0.0,0.3909479277364506,11.592097246757769,-0.014,50.0,1550.4,
00-0030434,2019,Steelers,Vince Williams,LB,29.0,25.0,14.0,76.2,397.0,13.0,0.0,69.8,78.4,69.5,7.0,9.0,13.5,3.0,25.0,32.0,4.0,19.0,42.7,63.3,0.0,1.0,1.0,325.0,366.0,56.0,203.0,16.0,0.0,0.0,7.0,2.0386110520722633,10.86609520701963,-0.014,50.0,30251.4,
00-0034720,2019,Steelers,Robert Spillane,LB,23.0,25.0,4.0,65.3,4.0,0.0,0.0,60.0,,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.3,70.9,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1237747077577045,0.0,-0.014,50.0,261.2,
00-0031365,2016,Steelers,Ryan Shazier,LB,23.0,25.0,16.0,67.2,968.0,16.0,3.0,63.9,71.1,65.5,6.0,12.0,16.9,4.0,53.0,87.0,12.0,22.0,53.1,51.5,5.0,5.0,5.0,717.0,803.0,140.0,323.0,78.0,1.0,2.0,21.0,1.6699143427577767,0.0,0.08,68.4,65049.600000000006,
00-0030434,2016,Steelers,Vince Williams,LB,26.0,25.0,11.0,62.7,268.0,8.0,0.0,51.6,63.9,72.5,2.0,3.0,7.5,2.0,16.0,29.0,3.0,7.0,81.6,67.9,0.0,0.0,0.0,206.0,236.0,28.0,107.0,21.0,0.0,0.0,3.0,0.769414568171572,0.0,0.08,68.4,16803.600000000002,
00-0032366,2016,Steelers,Tyler Matakevich,LB,23.0,25.0,4.0,62.0,21.0,2.0,0.0,51.7,,67.2,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,99.9,81.8,0.0,0.0,0.0,19.0,21.0,0.0,14.0,3.0,0.0,0.0,0.0,0.2999690861080698,0.0,0.08,68.4,1302.0,
00-0025402,2016,Steelers,Lawrence Timmons,LB,30.0,25.0,19.0,59.2,1145.0,34.0,1.0,64.8,61.6,54.5,8.0,12.0,10.8,5.0,56.0,107.0,5.0,25.0,19.3,65.4,2.0,2.0,4.0,1000.0,1065.0,157.0,388.0,90.0,0.0,0.0,17.0,9.745121401429769,0.0,0.08,68.4,67784.0,
00-0028932,2016,Steelers,L.J. Fort,LB,26.0,25.0,5.0,52.3,42.0,1.0,0.0,47.0,63.4,58.9,1.0,0.0,20.0,0.0,2.0,3.0,0.0,1.0,92.7,41.0,0.0,0.0,0.0,31.0,36.0,6.0,18.0,0.0,0.0,0.0,1.0,0.1392245765440845,0.0,0.08,68.4,2196.6,
00-0029594,2017,Steelers,Sean Spence,LB,27.0,25.0,5.0,27.2,218.0,5.0,0.0,29.6,71.9,27.2,2.0,1.0,20.0,1.0,9.0,15.0,0.0,4.0,80.4,44.1,0.0,0.0,0.0,203.0,216.0,12.0,112.0,17.0,0.0,0.0,5.0,0.1091928143712574,69.65762943125902,0.09,76.5,5929.599999999999,
00-0030434,2017,Steelers,Vince Williams,LB,27.0,25.0,17.0,61.9,785.0,16.0,0.0,55.8,88.2,56.1,6.0,9.0,8.8,8.0,40.0,77.0,3.0,23.0,64.5,77.3,1.0,0.0,1.0,634.0,671.0,81.0,383.0,36.0,0.0,0.0,9.0,1.497005988023952,19.799316363543667,0.09,76.5,48591.5,
00-0032366,2017,Steelers,Tyler Matakevich,LB,24.0,25.0,11.0,63.5,61.0,1.0,0.0,56.3,61.3,57.1,0.0,2.0,10.0,0.0,3.0,8.0,0.0,2.0,74.7,68.0,0.0,1.0,0.0,53.0,59.0,6.0,24.0,7.0,0.0,0.0,1.0,0.332791616766467,14.158619550050847,0.09,76.5,3873.5,
00-0028932,2017,Steelers,L.J. Fort,LB,27.0,25.0,11.0,49.8,90.0,0.0,0.0,62.2,57.3,37.6,0.0,0.0,50.0,1.0,3.0,3.0,0.0,1.0,0.0,27.6,0.0,3.0,1.0,58.0,70.0,11.0,18.0,9.0,0.0,1.0,3.0,0.3249383233532934,0.0,0.09,76.5,4482.0,
00-0031365,2017,Steelers,Ryan Shazier,LB,24.0,25.0,12.0,82.2,671.0,13.0,2.0,86.2,67.0,68.7,2.0,10.0,18.4,0.0,34.0,71.0,5.0,12.0,60.2,44.1,3.0,8.0,1.0,568.0,604.0,53.0,254.0,59.0,1.0,0.0,19.0,1.8113904191616768,0.0,0.09,76.5,55156.2,
00-0032968,2023,Steelers,Myles Jack,LB,27.0,25.0,4.0,55.3,157.0,3.0,0.0,47.8,63.0,72.0,1.0,0.0,15.8,1.0,7.0,13.0,0.0,2.0,78.5,52.6,0.0,0.0,2.0,136.0,153.0,11.0,39.0,12.0,0.0,0.0,3.0,0.0641459074733096,80.3832823629569,-0.03,55.6,8682.1,
00-0036300,2023,Steelers,Mykal Walker,LB,26.0,25.0,9.0,52.3,321.0,12.0,0.0,53.9,64.8,50.2,0.0,3.0,9.8,0.0,14.0,25.0,2.0,3.0,80.1,63.8,1.0,1.0,1.0,265.0,310.0,20.0,134.0,26.0,0.0,0.0,4.0,0.1996837188612099,68.59975850726437,-0.03,55.6,16788.3,
00-0035286,2023,Steelers,Cole Holcomb,LB,27.0,25.0,8.0,65.5,447.0,19.0,1.0,57.2,60.8,72.2,2.0,2.0,5.0,0.0,21.0,38.0,4.0,4.0,82.9,79.7,0.0,2.0,1.0,374.0,415.0,33.0,182.0,22.0,1.0,0.0,3.0,1.2099644128113878,32.91140426495551,-0.03,55.6,29278.5,
00-0032408,2023,Steelers,Blake Martinez,LB,29.0,25.0,1.0,85.1,21.0,2.0,0.0,66.5,,79.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,71.3,79.5,0.0,0.0,0.0,20.0,21.0,0.0,14.0,0.0,0.0,0.0,0.0,0.1626129893238434,22.08795917262733,-0.03,55.6,1787.1,
00-0037316,2023,Steelers,Mark Robinson,LB,24.0,25.0,9.0,51.1,173.0,6.0,1.0,33.8,61.5,66.8,0.0,1.0,3.3,1.0,9.0,23.0,0.0,2.0,77.3,83.6,0.0,0.0,1.0,165.0,171.0,7.0,102.0,7.0,0.0,0.0,1.0,0.3995057829181495,18.100636105631335,-0.03,55.6,8840.300000000001,
00-0032109,2023,Steelers,Kwon Alexander,LB,29.0,25.0,9.0,59.2,362.0,6.0,2.0,74.4,81.0,30.3,1.0,3.0,20.0,1.0,13.0,34.0,5.0,5.0,80.3,39.5,1.0,0.0,0.0,319.0,349.0,30.0,145.0,30.0,0.0,0.0,10.0,0.3989964412811387,17.605592532231295,-0.03,55.6,21430.4,
00-0035525,2022,Steelers,Devin Bush,LB,24.0,25.0,17.0,58.9,659.0,26.0,0.0,58.7,66.9,56.4,2.0,5.0,3.5,0.0,27.0,57.0,2.0,7.0,85.8,85.7,0.0,1.0,0.0,565.0,633.0,26.0,303.0,39.0,0.0,0.0,3.0,2.884079250720461,398.23008725349337,-0.009,52.9,38815.1,
00-0032968,2022,Steelers,Myles Jack,LB,26.0,25.0,15.0,53.6,692.0,31.0,0.0,55.8,63.7,52.1,1.0,4.0,7.5,0.0,28.0,80.0,1.0,5.0,55.9,76.7,0.0,2.0,2.0,632.0,671.0,37.0,304.0,51.0,0.0,1.0,9.0,2.2814601344860708,108.50608167950614,-0.009,52.9,37091.2,
00-0037316,2022,Steelers,Mark Robinson,LB,23.0,25.0,3.0,27.6,44.0,4.0,0.0,29.1,44.0,42.1,0.0,1.0,30.0,0.0,3.0,3.0,0.0,1.0,74.9,30.1,0.0,0.0,0.0,41.0,44.0,0.0,28.0,3.0,0.0,0.0,3.0,0.3521080691642651,20.004296622613804,-0.009,52.9,1214.4,
00-0036167,2022,Steelers,Tae Crowder,LB,25.0,25.0,12.0,29.6,445.0,17.0,0.0,45.7,52.1,28.2,1.0,4.0,23.7,1.0,14.0,28.0,2.0,6.0,84.7,29.2,0.0,1.0,0.0,403.0,420.0,46.0,204.0,19.0,0.0,0.0,14.0,0.0477636887608069,11.443076331112248,-0.009,52.9,13172.0,
00-0034720,2022,Steelers,Robert Spillane,LB,26.0,25.0,16.0,52.5,588.0,17.0,0.0,39.5,54.5,77.3,1.0,8.0,7.5,0.0,25.0,57.0,4.0,9.0,56.7,70.2,0.0,3.0,2.0,416.0,526.0,61.0,197.0,50.0,0.0,0.0,6.0,1.1685878962536025,0.0,-0.009,52.9,30870.0,
00-0032442,2023,Steelers,Elandon Roberts,LB,29.0,25.0,17.0,72.2,622.0,23.0,0.0,69.0,59.6,72.5,4.0,9.0,11.2,3.0,50.0,80.0,7.0,16.0,52.9,65.8,0.0,3.0,1.0,576.0,615.0,38.0,287.0,49.0,0.0,0.0,13.0,1.0375889679715302,6.937249358337985,-0.03,55.6,44908.4,
00-0036323,2024,Steelers,Patrick Queen,LB,25.0,25.0,18.0,56.8,1164.0,39.0,2.0,54.3,79.9,53.1,5.0,8.0,13.3,1.0,41.0,98.0,5.0,14.0,69.3,58.3,0.0,5.0,2.0,993.0,1126.0,79.0,452.0,81.0,1.0,1.0,21.0,2.3936307752545027,228.0424454579345,-0.01722587637,55.6,66115.2,
00-0039741,2024,Steelers,Payton Wilson,LB,24.0,25.0,18.0,74.7,520.0,18.0,1.0,77.3,65.0,62.0,2.0,3.0,10.7,0.0,26.0,57.0,3.0,5.0,83.9,67.7,1.0,0.0,0.0,463.0,511.0,39.0,157.0,42.0,1.0,0.0,9.0,0.3983989819890368,120.43504170167978,-0.01722587637,55.6,38844.0,
00-0037316,2024,Steelers,Mark Robinson,LB,25.0,25.0,4.0,71.2,13.0,0.0,0.0,64.0,56.2,71.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,68.6,71.4,0.0,0.0,0.0,11.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.396667580266249,16.378132838627927,-0.01722587637,55.6,925.6,
00-0032442,2024,Steelers,Elandon Roberts,LB,30.0,25.0,18.0,79.7,525.0,11.0,1.0,49.6,66.7,91.0,2.0,10.0,14.1,1.0,31.0,44.0,6.0,13.0,81.9,55.2,0.0,0.0,0.0,480.0,514.0,49.0,291.0,23.0,0.0,0.0,9.0,1.82752545027408,5.1392407260693345,-0.01722587637,55.6,41842.5,
00-0035525,2020,Steelers,Devin Bush,LB,22.0,25.0,5.0,59.7,278.0,5.0,0.0,57.7,61.2,61.1,0.0,2.0,12.9,2.0,13.0,22.0,0.0,4.0,81.3,62.9,0.0,1.0,1.0,233.0,256.0,19.0,79.0,21.0,0.0,0.0,4.0,2.1639949545913217,486.3993269537819,0.141,70.6,16596.600000000002,
00-0035223,2020,Steelers,Ulysees Gilbert,LB,23.0,25.0,2.0,53.8,34.0,0.0,0.0,58.5,50.8,54.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,98.2,75.1,0.0,0.0,0.0,25.0,32.0,5.0,8.0,1.0,0.0,0.0,0.0,0.3195307769929364,25.91049873828526,0.141,70.6,1829.2,
00-0031263,2020,Steelers,Avery Williamson,LB,28.0,25.0,15.0,51.7,665.0,20.0,0.0,33.1,49.2,78.0,1.0,2.0,5.2,1.0,39.0,90.0,2.0,4.0,58.6,80.4,1.0,0.0,1.0,542.0,619.0,47.0,293.0,61.0,0.0,0.0,6.0,0.734553481331988,23.847943971969094,0.141,70.6,34380.5,
00-0030434,2020,Steelers,Vince Williams,LB,30.0,25.0,14.0,50.6,672.0,11.0,0.0,44.3,82.2,52.5,1.0,10.0,18.7,3.0,34.0,50.0,10.0,14.0,55.8,39.9,0.0,0.0,1.0,573.0,644.0,59.0,281.0,42.0,2.0,0.0,14.0,3.547762865792129,8.049801317022427,0.141,70.6,34003.200000000004,
00-0034720,2020,Steelers,Robert Spillane,LB,24.0,25.0,10.0,66.3,379.0,6.0,0.0,73.3,76.0,52.6,2.0,6.0,14.9,2.0,15.0,34.0,2.0,10.0,38.9,59.7,1.0,2.0,1.0,310.0,375.0,31.0,175.0,29.0,1.0,0.0,7.0,0.3108869828456105,0.0,0.141,70.6,25127.7,
00-0035525,2021,Steelers,Devin Bush,LB,23.0,25.0,14.0,34.4,762.0,13.0,1.0,52.6,79.2,27.2,2.0,2.0,5.6,2.0,25.0,54.0,1.0,6.0,61.2,79.1,0.0,4.0,2.0,657.0,720.0,32.0,351.0,62.0,1.0,1.0,4.0,2.8201890410958903,440.1123111352885,-0.057,52.9,26212.8,
00-0036870,2021,Steelers,Buddy Johnson,LB,22.0,25.0,1.0,38.6,6.0,0.0,0.0,60.8,,43.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.9,22.3,0.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.4300471232876712,73.07232037211513,-0.057,52.9,231.6,
00-0033125,2021,Steelers,Joe Schobert,LB,27.0,25.0,16.0,52.1,921.0,27.0,1.0,57.2,53.9,48.3,1.0,4.0,12.1,0.0,36.0,82.0,2.0,5.0,85.3,59.1,1.0,4.0,0.0,758.0,848.0,65.0,418.0,55.0,0.0,0.0,15.0,0.8911523287671234,58.93172334676206,-0.057,52.9,47984.1,
00-0035223,2021,Steelers,Ulysees Gilbert,LB,24.0,25.0,3.0,74.8,37.0,0.0,0.0,75.4,56.6,61.8,0.0,0.0,33.3,0.0,1.0,2.0,0.0,0.0,96.3,75.0,0.0,0.0,0.0,32.0,36.0,2.0,9.0,1.0,0.0,0.0,1.0,0.483198904109589,23.444788778374026,-0.057,52.9,2767.6,
00-0034720,2021,Steelers,Robert Spillane,LB,25.0,25.0,12.0,49.8,347.0,17.0,0.0,49.8,61.1,55.0,0.0,0.0,7.8,0.0,14.0,30.0,2.0,0.0,35.5,67.3,0.0,0.0,1.0,296.0,328.0,14.0,139.0,23.0,0.0,0.0,4.0,0.4657534246575342,0.0,-0.057,52.9,17280.6,
00-0025402,2012,Steelers,Lawrence Timmons,LB,26.0,25.0,16.0,87.7,983.0,18.0,2.0,87.1,78.3,69.6,10.0,12.0,5.8,6.0,54.0,79.0,5.0,28.0,70.6,86.0,3.0,1.0,1.0,864.0,913.0,149.0,381.0,50.0,1.0,0.0,6.0,3.304311774461028,227.18484628016552,0.05,50.0,86209.1,
00-0027765,2012,Steelers,Stevenson Sylvester,LB,24.0,25.0,1.0,60.9,1.0,0.0,0.0,,,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,64.2,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4799776119402985,43.715524274716685,0.05,50.0,60.9,
00-0024356,2012,Steelers,Brandon Johnson,LB,29.0,25.0,1.0,91.4,2.0,0.0,0.0,75.4,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.4,71.4,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4477611940298507,26.206131602322916,0.05,50.0,182.8,
00-0021246,2012,Steelers,Larry Foote,LB,32.0,25.0,16.0,59.7,967.0,14.0,2.0,65.8,59.0,52.2,5.0,8.0,9.3,4.0,47.0,83.0,6.0,17.0,76.1,72.5,0.0,3.0,1.0,881.0,892.0,189.0,381.0,46.0,2.0,0.0,10.0,2.9850746268656714,9.241420418393313,0.05,50.0,57729.9,
00-0030033,2013,Steelers,Terence Garvin,LB,22.0,25.0,5.0,48.0,32.0,0.0,0.0,67.6,56.0,34.4,0.0,0.0,50.0,0.0,1.0,1.0,0.0,0.0,77.3,26.2,0.0,0.0,0.0,27.0,28.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0825242718446601,0.0,-0.01,50.0,1536.0,
00-0025402,2013,Steelers,Lawrence Timmons,LB,27.0,25.0,16.0,64.0,1072.0,10.0,2.0,66.8,57.1,59.6,4.0,8.0,10.3,3.0,66.0,95.0,4.0,15.0,88.0,63.5,2.0,2.0,1.0,957.0,979.0,136.0,422.0,75.0,1.0,0.0,12.0,4.705703883495146,168.3026735871218,-0.01,50.0,68608.0,
00-0027765,2013,Steelers,Stevenson Sylvester,LB,25.0,25.0,3.0,61.3,99.0,0.0,0.0,75.0,50.5,60.6,0.0,2.0,0.0,0.0,4.0,7.0,0.0,2.0,77.7,78.6,0.0,0.0,0.0,54.0,58.0,38.0,46.0,1.0,0.0,0.0,0.0,0.3597936893203883,39.55544211282296,-0.01,50.0,6068.7,
00-0030434,2013,Steelers,Vince Williams,LB,23.0,25.0,15.0,56.8,401.0,11.0,0.0,58.1,46.3,57.9,0.0,1.0,10.5,0.0,25.0,40.0,3.0,1.0,88.9,70.3,0.0,0.0,0.0,373.0,377.0,15.0,220.0,16.0,0.0,0.0,6.0,0.343584142394822,29.537109147547387,-0.01,50.0,22776.8,
00-0021246,2013,Steelers,Larry Foote,LB,33.0,25.0,1.0,44.8,58.0,1.0,0.0,65.2,54.6,41.9,0.0,1.0,28.6,0.0,2.0,4.0,1.0,1.0,79.4,32.6,0.0,0.0,0.0,55.0,55.0,10.0,35.0,0.0,0.0,0.0,2.0,1.4832791262135925,6.846212630925829,-0.01,50.0,2598.3999999999996,55.407350628930814
00-0025402,2010,Steelers,Lawrence Timmons,LB,24.0,25.0,19.0,87.5,1116.0,17.0,2.0,75.4,69.2,90.6,4.0,22.0,7.3,3.0,66.0,110.0,10.0,29.0,93.4,78.6,2.0,5.0,0.0,886.0,957.0,188.0,361.0,89.0,2.0,0.0,10.0,1.9904471544715443,338.91996461058636,0.18,73.7,97650.0,
00-0027889,2010,Steelers,Jason Worilds,LB,22.0,25.0,3.0,76.2,43.0,0.0,0.0,62.2,74.0,61.5,2.0,2.0,,2.0,2.0,0.0,0.0,6.0,78.0,72.4,0.0,0.0,0.0,6.0,6.0,28.0,11.0,0.0,0.0,0.0,0.0,0.548780487804878,227.6070750935805,0.18,73.7,3276.6,
00-0022697,2010,Steelers,Keyaron Fox,LB,28.0,25.0,4.0,80.1,55.0,2.0,0.0,79.8,64.7,72.1,0.0,1.0,25.0,0.0,2.0,4.0,0.0,1.0,0.0,48.1,0.0,2.0,1.0,52.0,52.0,5.0,10.0,9.0,0.0,0.0,2.0,0.8048780487804879,47.13227441360413,0.18,73.7,4405.5,
00-0005082,2010,Steelers,James Farrior,LB,35.0,25.0,19.0,81.5,1074.0,21.0,1.0,76.3,74.3,73.6,2.0,20.0,9.4,7.0,58.0,85.0,5.0,29.0,52.7,71.9,0.0,3.0,1.0,968.0,977.0,220.0,348.0,46.0,1.0,1.0,11.0,5.166666666666667,26.164012236597728,0.18,73.7,87531.0,63.69818109924872
00-0021246,2010,Steelers,Larry Foote,LB,30.0,25.0,16.0,80.4,176.0,4.0,0.0,70.7,73.5,71.8,1.0,7.0,9.5,2.0,5.0,15.0,0.0,10.0,83.2,62.3,0.0,1.0,0.0,170.0,172.0,36.0,57.0,14.0,0.0,0.0,2.0,3.1707317073170733,16.83896588666718,0.18,73.7,14150.4,
00-0025402,2011,Steelers,Lawrence Timmons,LB,25.0,25.0,17.0,63.1,1029.0,13.0,0.0,71.5,49.7,60.3,5.0,8.0,8.4,2.0,45.0,74.0,4.0,15.0,72.5,68.1,1.0,3.0,1.0,796.0,848.0,198.0,416.0,35.0,0.0,0.0,8.0,4.468328141225338,306.6674656990818,0.13,70.6,64929.9,
00-0027765,2011,Steelers,Stevenson Sylvester,LB,23.0,25.0,3.0,57.1,36.0,0.0,0.0,59.8,59.2,56.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,76.5,25.7,0.0,0.0,0.0,36.0,36.0,1.0,19.0,1.0,0.0,0.0,1.0,0.4061084112149533,48.313126096846894,0.13,70.6,2055.6,
00-0005082,2011,Steelers,James Farrior,LB,36.0,25.0,15.0,54.5,767.0,12.0,0.0,54.5,53.6,60.1,1.0,12.0,10.8,2.0,43.0,71.0,0.0,15.0,60.8,63.0,0.0,1.0,2.0,738.0,747.0,127.0,310.0,39.0,0.0,0.0,10.0,4.395821391484943,19.38277699101102,0.13,70.6,41801.5,62.707039711191335
00-0021246,2011,Steelers,Larry Foote,LB,31.0,25.0,16.0,47.0,427.0,8.0,0.0,45.7,60.4,52.7,1.0,7.0,12.5,2.0,16.0,34.0,1.0,10.0,52.4,55.1,0.0,1.0,2.0,410.0,416.0,77.0,182.0,17.0,0.0,0.0,6.0,2.4922118380062304,12.47461274628092,0.13,70.6,20069.0,
00-0030434,2014,Steelers,Vince Williams,LB,24.0,25.0,14.0,69.9,257.0,3.0,0.0,68.4,63.7,69.3,2.0,6.0,15.6,0.0,10.0,24.0,1.0,8.0,30.8,50.7,0.0,0.0,1.0,190.0,197.0,52.0,60.0,15.0,1.0,0.0,5.0,0.3869699248120301,26.7262815773131,0.05,64.7,17964.300000000003,
00-0029594,2015,Steelers,Sean Spence,LB,25.0,25.0,13.0,65.7,271.0,3.0,0.0,65.5,59.4,62.1,0.0,4.0,10.8,2.0,17.0,30.0,3.0,6.0,88.6,57.2,0.0,0.0,0.0,225.0,253.0,41.0,81.0,17.0,0.0,0.0,4.0,0.5697550251256281,103.91697196469563,0.08,61.1,17804.7,
00-0031365,2015,Steelers,Ryan Shazier,LB,22.0,25.0,14.0,61.8,808.0,20.0,3.0,58.4,66.4,62.0,5.0,7.0,11.9,6.0,49.0,76.0,9.0,18.0,67.9,67.0,1.0,4.0,1.0,633.0,683.0,106.0,276.0,63.0,2.0,0.0,13.0,1.5080471803461752,413.9577795709173,0.08,61.1,49934.399999999994,
00-0030033,2014,Steelers,Terence Garvin,LB,23.0,25.0,5.0,36.9,11.0,0.0,0.0,35.1,,60.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,71.8,,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.3721804511278195,0.0,0.05,64.7,405.9,
00-0030033,2015,Steelers,Terence Garvin,LB,24.0,25.0,3.0,47.6,9.0,0.0,0.0,48.1,,60.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,68.1,,0.0,0.0,0.0,4.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.4082914572864322,0.0,0.08,61.1,428.4,
00-0029594,2014,Steelers,Sean Spence,LB,24.0,25.0,17.0,49.2,521.0,8.0,1.0,44.9,62.0,54.9,2.0,4.0,16.7,2.0,23.0,37.0,2.0,8.0,90.4,43.4,0.0,0.0,1.0,414.0,429.0,49.0,225.0,28.0,1.0,0.0,9.0,0.546124060150376,114.846015309864,0.05,64.7,25633.2,
00-0025402,2014,Steelers,Lawrence Timmons,LB,28.0,25.0,17.0,67.1,1036.0,23.0,0.0,56.5,62.0,78.7,4.0,8.0,14.8,2.0,58.0,104.0,4.0,14.0,55.8,48.0,0.0,1.0,2.0,843.0,871.0,101.0,370.0,73.0,0.0,1.0,22.0,8.884398496240602,124.68168718278754,0.05,64.7,69515.59999999999,
00-0025402,2015,Steelers,Lawrence Timmons,LB,29.0,25.0,18.0,40.3,1179.0,27.0,1.0,35.8,69.5,44.7,3.0,12.0,16.5,5.0,47.0,89.0,5.0,20.0,71.9,43.5,1.0,2.0,3.0,1079.0,1164.0,133.0,430.0,90.0,0.0,0.0,23.0,6.456762981574539,92.3664656503472,0.08,61.1,47513.7,
00-0030434,2015,Steelers,Vince Williams,LB,25.0,25.0,16.0,79.4,195.0,5.0,0.0,67.6,84.1,73.4,0.0,2.0,5.9,1.0,13.0,27.0,1.0,3.0,85.6,75.6,0.0,1.0,0.0,179.0,188.0,20.0,88.0,15.0,1.0,0.0,2.0,0.4220198213288666,24.182939616118016,0.08,61.1,15483.000000000002,
00-0031365,2014,Steelers,Ryan Shazier,LB,21.0,25.0,9.0,52.2,281.0,7.0,0.0,53.1,55.4,54.6,0.0,4.0,12.2,0.0,10.0,29.0,2.0,4.0,87.3,60.6,0.0,1.0,0.0,237.0,243.0,21.0,102.0,22.0,0.0,0.0,5.0,1.299687218045113,457.4940992929473,0.05,64.7,14668.2,
00-0032968,2018,Jaguars,Myles Jack,LB,22.0,15.0,16.0,68.3,1024.0,22.0,1.0,66.5,69.2,67.4,1.0,9.0,10.5,3.0,46.0,80.0,0.0,13.0,46.2,66.4,1.0,0.0,2.0,908.0,1018.0,59.0,400.0,47.0,1.0,0.0,12.0,0.9749288939051918,241.48472576808763,-0.1,31.3,69939.2,
00-0033841,2018,Jaguars,Blair Brown,LB,24.0,15.0,2.0,58.8,5.0,0.0,0.0,60.8,,58.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,69.7,,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3547844243792325,60.46615417470352,-0.1,31.3,294.0,
00-0031309,2018,Jaguars,Telvin Smith Sr.,LB,27.0,15.0,16.0,63.7,1020.0,24.0,1.0,65.2,68.4,61.7,1.0,10.0,13.9,1.0,50.0,106.0,4.0,12.0,26.6,47.9,2.0,1.0,3.0,881.0,982.0,47.0,398.0,80.0,1.0,0.0,21.0,3.2789136568848756,47.07516586835974,-0.1,31.3,64974.0,
