,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Team,Year,weighted_grade,weighted_average_grade
519,Justin Blalock,ATL,G,100.0,2,2,72.0,79.6,65.0,6,20,614,100.0,100.0,97.4,5,29,3,970,0,970,0,970,648,648,0,0,322,0,Falcons,2014,69840.0,
520,Andy Levitre,TEN,G,100.0,1,31,71.4,71.6,73.1,1,21,590,100.0,100.0,97.1,9,28,6,966,0,966,0,966,626,626,0,0,340,0,Titans,2014,68972.40000000001,
521,Chance Warmack,TEN,G,100.0,0,31,81.3,77.6,81.5,2,25,589,100.0,100.0,97.4,8,29,2,965,0,0,0,965,625,625,965,0,340,0,Titans,2014,78454.5,
522,Shawn Lauvao,WAS,G,100.0,2,32,66.7,75.8,60.3,3,20,565,100.0,100.0,97.6,4,25,2,951,0,951,0,951,603,603,0,0,348,0,Commanders,2014,63431.700000000004,
523,Mike Iupati,SF,G,100.0,1,28,80.7,68.1,82.4,2,22,515,100.0,100.0,96.3,4,31,7,946,0,945,0,946,556,556,0,0,390,0,49ers,2014,76342.2,
524,Jon Asamoah,ATL,G,100.0,2,2,74.8,81.2,68.8,3,21,587,100.0,100.0,97.6,5,26,2,945,0,0,0,945,626,626,945,0,319,0,Falcons,2014,70686.0,
525,Alex Boone,SF,G,100.0,1,28,73.2,76.4,68.5,0,17,533,100.0,100.0,97.8,4,20,3,943,0,0,2,943,573,573,936,0,370,4,49ers,2014,69027.6,
526,Paul Fanaika,ARZ,G,100.0,1,1,58.8,65.0,58.2,7,30,554,100.0,100.0,96.3,7,39,2,936,0,0,0,936,595,595,936,0,341,0,Cardinals,2014,55036.799999999996,
527,Rodger Saffold,SL,G,100.0,1,26,66.9,83.2,57.8,2,13,523,100.0,100.0,98.2,3,17,2,918,0,779,7,918,563,563,126,6,355,0,Rams,2014,61414.200000000004,
528,Logan Mankins,TB,G,100.0,2,30,74.7,76.5,76.4,5,14,553,100.0,100.0,97.7,7,22,3,910,0,910,0,910,599,599,0,0,311,0,Buccaneers,2014,67977.0,
529,Patrick Omameh,TB,G,100.0,2,30,68.0,63.1,68.4,6,25,554,100.0,100.0,96.3,5,36,5,902,0,0,0,902,598,598,902,0,304,0,Buccaneers,2014,61336.0,
530,Brandon Linder,JAX,G,100.0,1,15,79.8,86.2,72.6,2,8,565,100.0,100.0,98.2,2,15,5,901,0,0,0,901,597,597,901,0,304,0,Jaguars,2014,71899.8,
531,Davin Joseph,SL,G,100.0,2,26,55.5,58.7,57.0,8,19,500,100.0,100.0,96.3,7,32,5,876,0,0,0,876,535,535,876,0,341,0,Rams,2014,48618.0,
532,Charlie Johnson,MIN,G,100.0,0,18,61.9,67.4,56.8,7,27,505,100.0,100.0,95.6,1,39,5,863,0,863,0,863,536,536,0,0,327,0,Vikings,2014,53419.7,
533,Andrew Norwell,CAR,G,100.0,0,5,73.7,80.5,67.0,1,16,443,100.0,100.0,97.9,1,18,1,828,0,746,0,828,466,466,82,0,362,0,Panthers,2014,61023.600000000006,
534,Gabe Jackson,OAK,G,100.0,1,23,70.0,85.6,62.2,2,16,524,100.0,100.0,98.1,5,19,1,813,0,812,0,813,554,554,1,0,259,0,Raiders,2014,56910.0,
535,Trai Turner,CAR,G,100.0,1,5,72.2,84.1,66.2,5,9,447,100.0,100.0,98.4,4,14,0,809,0,0,0,809,477,477,809,0,332,0,Panthers,2014,58409.8,
536,Mike McGlynn,KC,G,100.0,1,16,50.4,57.7,49.3,4,18,453,100.0,100.0,96.2,5,28,6,805,0,795,0,805,476,476,10,0,329,0,Chiefs,2014,40572.0,
537,Kevin Zeitler,CIN,G,100.0,0,7,89.1,83.3,84.3,2,7,430,100.0,100.0,98.5,1,11,2,799,0,0,0,799,457,457,799,0,342,0,Bengals,2014,71190.9,
538,Larry Warford,DET,G,100.0,1,11,72.9,83.3,62.4,2,12,461,100.0,100.0,98.0,1,16,2,784,0,0,0,784,490,490,783,1,294,0,Lions,2014,57153.600000000006,
539,Johnnie Troutman,SD,G,100.0,1,27,60.3,63.9,57.3,1,20,445,100.0,100.0,96.5,3,26,5,773,0,0,0,773,474,474,773,0,299,0,Chargers,2014,46611.899999999994,
540,Mike Pouncey,MIA,G,100.0,0,17,59.0,56.0,62.2,3,25,473,100.0,100.0,96.4,4,31,3,771,9,0,0,771,503,503,762,0,268,0,Dolphins,2014,45489.0,
541,Daryn Colledge,MIA,G,100.0,1,17,53.9,66.5,50.4,5,9,437,100.0,100.0,96.8,5,21,7,740,0,740,0,740,466,466,0,0,274,0,Dolphins,2014,39886.0,
542,Lance Louis,IND,G,100.0,0,14,62.4,58.5,66.0,9,16,441,100.0,100.0,96.9,4,26,1,731,0,82,0,731,470,470,648,0,261,1,Colts,2014,45614.4,
543,Oday Aboushi,NYJ,G,100.0,0,22,71.7,63.2,70.4,5,16,373,100.0,100.0,96.6,1,23,2,722,0,716,0,722,394,394,6,0,328,0,Jets,2014,51767.4,
544,Dallas Thomas,MIA,G,100.0,0,17,47.7,47.5,49.3,7,26,411,100.0,100.0,94.3,3,40,7,673,0,117,1,673,436,436,194,357,237,4,Dolphins,2014,32102.100000000002,
545,Kraig Urbik,BUF,G,100.0,0,4,61.5,75.4,53.0,2,10,378,100.0,100.0,97.9,2,14,2,621,3,618,0,621,400,400,0,0,221,0,Bills,2014,38191.5,
546,Joe Berger,MIN,G,100.0,0,18,74.8,70.8,73.3,2,12,359,100.0,100.0,97.2,1,17,3,614,50,0,0,614,384,384,558,0,230,6,Vikings,2014,45927.2,
547,Evan Mathis,PHI,G,100.0,1,24,90.9,87.9,88.2,2,5,335,100.0,100.0,98.4,2,9,2,597,0,594,1,597,347,347,1,1,250,0,Eagles,2014,54267.3,
548,Todd Herremans,PHI,G,100.0,2,24,64.0,53.7,68.8,5,17,345,100.0,100.0,96.8,4,22,0,577,0,0,3,577,372,372,499,75,205,0,Eagles,2014,36928.0,
549,Hugh Thornton,IND,G,100.0,2,14,66.1,61.8,68.8,6,15,367,100.0,100.0,96.6,4,23,2,566,0,7,0,566,385,385,548,0,181,11,Colts,2014,37412.6,
550,Matt Tobin,PHI,G,100.0,0,24,64.5,47.1,68.9,7,11,307,100.0,100.0,96.7,0,19,1,523,0,382,3,523,321,321,138,0,202,0,Eagles,2014,33733.5,
551,Chris Watt,SD,G,100.0,1,27,68.9,72.0,68.1,1,5,295,100.0,100.0,98.0,5,9,3,485,303,0,0,485,315,315,182,0,170,0,Chargers,2014,33416.5,
552,Joe Reitz,IND,G,100.0,0,14,67.1,69.2,60.3,5,18,287,100.0,100.0,95.3,1,25,2,475,0,87,0,475,304,304,97,279,171,12,Colts,2014,31872.499999999996,
553,Mike Pollak,CIN,G,100.0,0,7,79.3,77.3,74.2,0,7,214,100.0,100.0,98.4,0,7,0,446,0,116,0,446,233,233,319,0,213,11,Bengals,2014,35367.799999999996,
554,Vladimir Ducasse,MIN,G,100.0,0,18,57.8,68.2,54.3,1,9,246,100.0,100.0,96.3,5,14,4,408,0,162,0,408,263,263,246,0,145,0,Vikings,2014,23582.399999999998,
555,Josh Kline,NE,G,100.0,0,19,68.1,58.4,72.2,5,8,228,100.0,100.0,96.3,0,15,2,408,0,136,0,408,241,241,272,0,167,0,Patriots,2014,27784.8,
556,Amini Silatolu,CAR,G,100.0,0,5,55.9,72.5,54.1,1,7,244,100.0,100.0,95.9,4,14,6,404,0,404,0,404,262,262,0,0,142,0,Panthers,2014,22583.6,
557,Fernando Velasco,CAR,G,100.0,0,5,66.1,66.8,62.2,2,12,218,100.0,100.0,96.8,0,14,0,397,3,100,0,397,235,235,294,0,162,0,Panthers,2014,26241.699999999997,
558,Brian Winters,NYJ,G,100.0,1,22,55.9,44.8,63.0,3,16,217,100.0,100.0,95.2,2,20,1,371,0,371,0,371,226,226,0,0,145,0,Jets,2014,20738.899999999998,
559,Shelley Smith,MIA,G,100.0,0,17,54.4,62.1,51.6,3,5,207,100.0,100.0,97.1,2,10,2,359,0,222,0,359,218,218,137,0,141,0,Dolphins,2014,19529.6,
560,John Urschel,BLT,G,100.0,2,3,76.2,82.4,68.9,1,5,183,100.0,100.0,98.4,3,6,0,356,1,138,0,356,202,202,217,0,154,0,Ravens,2014,27127.2,
561,Joe Looney,SF,G,100.0,2,28,61.7,49.9,67.3,2,9,167,100.0,100.0,96.7,3,11,0,330,69,107,1,330,181,181,123,0,149,27,49ers,2014,20361.0,
562,Cyril Richardson,BUF,G,100.0,0,4,51.4,34.0,66.4,6,10,191,100.0,100.0,95.3,4,17,1,312,0,312,0,312,201,201,0,0,111,0,Bills,2014,16036.8,
563,Matt Slauson,CHI,G,100.0,0,6,71.0,66.1,73.5,1,6,168,100.0,100.0,97.3,1,8,1,264,0,264,0,264,178,178,0,0,86,0,Bears,2014,18744.0,
564,Ryan Groy,CHI,G,100.0,0,6,64.7,68.3,63.2,1,5,152,100.0,100.0,97.4,1,7,1,226,0,226,0,226,162,162,0,0,64,0,Bears,2014,14622.2,
565,Jacques McClendon,JAX,G,100.0,0,15,41.7,48.7,43.6,2,4,134,100.0,100.0,97.0,2,7,1,207,115,0,0,207,142,142,92,0,65,0,Jaguars,2014,8631.900000000001,
566,Garrett Gilkey,TB,G,100.0,3,30,29.8,42.9,52.3,3,7,114,100.0,100.0,93.9,9,12,2,204,63,83,0,204,126,126,46,0,78,12,Buccaneers,2014,6079.2,
567,Dennis Kelly,PHI,G,100.0,0,24,65.6,65.5,62.4,1,10,126,100.0,100.0,95.6,1,11,0,201,0,123,0,201,137,137,78,0,64,0,Eagles,2014,13185.599999999999,
568,Jonathan Cooper,ARZ,G,100.0,0,1,64.9,71.1,59.4,0,1,98,100.0,100.0,98.5,0,2,1,184,0,178,0,184,109,109,0,0,75,6,Cardinals,2014,11941.6,
569,Brandon Fusco,MIN,G,100.0,0,18,70.9,89.7,63.1,1,1,98,100.0,100.0,99.0,1,2,0,171,0,0,0,171,103,103,171,0,68,0,Vikings,2014,12123.900000000001,
570,Chris Williams,BUF,G,100.0,1,4,46.6,54.3,45.8,1,3,60,100.0,100.0,96.7,1,4,0,131,0,131,0,131,62,62,0,0,69,0,Bills,2014,6104.6,
571,Lane Taylor,GB,G,100.0,0,12,41.3,55.4,41.9,0,2,59,100.0,100.0,98.3,1,2,0,128,0,19,0,128,66,66,103,0,62,6,Packers,2014,5286.4,
572,Xavier Su'a-Filo,HST,G,100.0,0,13,52.2,37.8,59.9,1,3,62,100.0,100.0,95.2,1,5,1,127,0,68,0,127,67,67,54,0,60,5,Texans,2014,6629.400000000001,
573,Paul McQuistan,CLV,G,100.0,0,8,53.8,23.8,60.5,2,3,54,100.0,100.0,95.4,0,5,0,119,0,0,0,119,58,58,116,0,61,3,Browns,2014,6402.2,
574,Jeremiah Sirles,SD,G,100.0,0,27,75.5,64.3,77.4,0,1,73,100.0,100.0,97.9,0,2,1,112,0,0,0,112,79,79,112,0,33,0,Chargers,2014,8456.0,
575,Adam Snyder,NYG,G,100.0,0,21,58.5,74.2,57.1,0,1,60,100.0,100.0,97.5,1,2,1,101,0,93,7,101,60,60,0,0,41,0,Giants,2014,5908.5,
576,Josh LeRibeus,WAS,G,100.0,0,32,69.2,33.2,81.5,2,1,62,100.0,100.0,97.6,1,3,0,100,0,99,0,100,65,65,1,0,35,0,Commanders,2014,6920.0,
577,Eben Britton,CHI,G,98.9,0,6,67.8,67.9,67.9,0,3,47,97.9,98.0,96.8,1,3,0,93,0,16,0,94,49,50,0,0,44,78,Bears,2014,6373.2,
578,Harland Gunn,ATL,G,100.0,0,2,58.1,26.2,70.2,3,3,53,100.0,100.0,92.5,1,7,1,93,0,75,0,93,58,58,18,0,35,0,Falcons,2014,5403.3,
579,Geoff Schwartz,NYG,G,100.0,0,21,79.3,64.3,84.3,0,5,48,100.0,100.0,92.7,0,6,1,89,0,0,0,89,48,48,0,89,41,0,Giants,2014,7057.7,
580,Chris Scott,CAR,G,100.0,0,5,56.7,73.0,50.8,0,2,36,100.0,100.0,97.2,0,2,0,74,0,3,0,74,38,38,68,3,36,0,Panthers,2014,4195.8,
581,Mackenzy Bernadeau,DAL,G,100.0,0,9,59.0,85.7,49.0,0,1,40,100.0,100.0,98.7,0,1,0,74,0,68,0,74,43,43,6,0,31,0,Cowboys,2014,4366.0,
582,Mike Person,SL,G,100.0,0,26,61.3,59.9,60.0,0,2,34,100.0,100.0,97.1,0,2,0,66,0,60,0,66,36,36,0,1,30,5,Rams,2014,4045.7999999999997,
583,Nate Garner,MIA,G,100.0,0,17,53.5,82.3,49.3,0,0,11,100.0,100.0,100.0,0,0,0,49,13,16,0,49,12,12,0,16,37,4,Dolphins,2014,2621.5,
584,Ben Garland,DEN,G,100.0,0,10,58.3,42.6,60.5,0,1,20,100.0,100.0,97.5,0,1,0,47,0,39,0,47,21,21,5,0,26,2,Broncos,2014,2740.1,
585,Tyler Shatley,JAX,G,100.0,0,15,67.8,74.6,62.1,0,0,27,100.0,100.0,100.0,0,0,0,44,0,0,0,44,32,32,44,0,12,0,Jaguars,2014,2983.2,
586,Jeff Allen,KC,G,100.0,0,16,50.0,42.6,54.3,0,4,29,100.0,100.0,93.1,0,4,0,39,0,0,0,39,30,30,0,39,9,0,Chiefs,2014,1950.0,
587,Dillon Farrell,SF,G,100.0,0,28,62.1,60.2,61.7,0,1,24,100.0,100.0,97.9,0,1,0,37,28,1,1,37,25,25,0,0,12,6,49ers,2014,2297.7000000000003,
588,Barrett Jones,SL,G,100.0,0,26,65.3,82.0,59.6,0,0,18,100.0,100.0,100.0,0,0,0,23,23,0,0,23,19,19,0,0,4,0,Rams,2014,1501.8999999999999,
589,Kevin Boothe,OAK,G,100.0,0,23,63.4,80.1,59.0,0,0,12,100.0,100.0,100.0,0,0,0,19,19,0,0,19,13,13,0,0,6,0,Raiders,2014,1204.6,
590,Wade Smith,PHI,G,100.0,0,24,67.5,80.8,62.6,0,0,9,100.0,100.0,100.0,0,0,0,18,0,18,0,18,10,10,0,0,8,0,Eagles,2014,1215.0,
591,Billy Turner,MIA,G,100.0,0,17,64.3,77.9,55.7,0,0,12,100.0,100.0,100.0,0,0,0,17,0,0,0,17,12,12,0,17,5,0,Dolphins,2014,1093.1,
592,Spencer Long,WAS,G,100.0,0,32,64.6,83.9,54.7,0,0,11,100.0,100.0,100.0,0,0,0,16,0,4,8,16,11,11,4,0,5,0,Commanders,2014,1033.6,
593,Eric Olsen,TEN,G,100.0,0,31,61.0,71.8,59.3,0,0,2,100.0,100.0,100.0,1,0,0,16,0,0,0,16,2,2,1,0,14,15,Titans,2014,976.0,
594,Brandon Mosley,NYG,G,100.0,0,21,56.9,71.0,55.0,0,0,1,100.0,100.0,100.0,1,0,0,12,0,0,2,12,1,1,2,7,11,0,Giants,2014,682.8,
595,Earl Watford,ARZ,G,100.0,0,1,59.8,78.3,56.9,0,0,5,100.0,100.0,100.0,0,0,0,9,0,9,0,9,5,5,0,0,4,0,Cardinals,2014,538.1999999999999,
596,Jah Reid,BLT,G,90.0,0,3,57.4,,58.4,0,0,0,0.0,0.0,,0,0,0,9,0,0,0,10,0,1,6,0,9,4,Ravens,2014,574.0,
597,Austin Wentworth,MIN,G,100.0,0,18,45.3,66.4,48.9,0,0,1,100.0,100.0,100.0,0,0,0,7,0,0,0,7,1,1,0,0,6,7,Vikings,2014,317.09999999999997,
598,Chris Hubbard,PIT,G,100.0,0,25,55.9,,56.3,0,0,0,,,,0,0,0,7,0,7,0,7,0,0,0,0,7,0,Steelers,2014,391.3,
599,T.J. Johnson,CIN,G,100.0,0,7,57.7,,57.8,0,0,0,,,,0,0,0,6,0,0,0,6,0,0,6,0,6,0,Bengals,2014,346.20000000000005,
600,Senio Kelemete,NO,G,100.0,0,20,57.9,77.4,57.8,0,0,4,100.0,100.0,100.0,0,0,0,6,0,6,0,6,4,4,0,0,2,0,Saints,2014,347.4,
601,David Arkin,IND,G,100.0,0,14,60.3,,60.3,0,0,0,,,,0,0,0,3,0,0,1,3,0,0,0,0,3,2,Colts,2014,180.89999999999998,
602,Keavon Milton,SEA,G,100.0,0,29,59.3,65.2,59.2,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,3,0,2,0,Seahawks,2014,177.89999999999998,
603,Andrew Tiller,SF,G,100.0,0,28,60.0,,59.7,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,49ers,2014,60.0,
604,Josh Sitton,GB,G,100.0,0,12,78.1,90.5,70.6,1,17,745,100.0,100.0,98.1,10,23,5,1280,0,1199,80,1280,832,832,0,0,448,1,Packers,2015,99968.0,65.69733578318788
605,Trai Turner,CAR,G,100.0,0,5,80.4,85.5,75.6,1,19,656,100.0,100.0,98.3,7,21,1,1277,0,0,0,1277,693,693,1277,0,584,0,Panthers,2015,102670.8,75.57905017234776
606,David DeCastro,PIT,G,100.0,0,25,83.0,84.7,78.7,3,24,715,100.0,100.0,97.7,2,30,3,1211,0,1,0,1211,781,781,1209,1,430,0,Steelers,2015,100513.0,66.3673405909798
607,Ramon Foster,PIT,G,100.0,1,25,76.7,80.7,74.6,2,22,715,100.0,100.0,97.3,6,31,7,1211,0,1209,0,1211,781,781,2,0,430,0,Steelers,2015,92883.7,61.809779735682824
608,Justin Britt,SEA,G,100.0,1,29,54.8,50.9,56.7,8,30,676,100.0,100.0,96.7,8,41,3,1200,0,1200,0,1200,707,707,0,0,493,0,Seahawks,2015,65760.0,74.58782608695653
609,T.J. Lang,GB,G,100.0,3,12,89.6,90.1,83.5,0,18,678,100.0,100.0,98.4,5,20,2,1173,0,1,0,1173,759,759,1171,1,414,0,Packers,2015,105100.79999999999,74.156173380035
610,Allen Barbre,PHI,G,100.0,2,24,65.1,67.3,63.7,10,30,671,100.0,100.0,96.9,6,41,1,1156,0,1156,0,1156,715,715,0,0,441,0,Eagles,2015,75255.59999999999,70.85747178329571
611,Chris Chester,ATL,G,100.0,0,2,76.5,68.4,75.8,6,25,666,100.0,100.0,96.8,3,37,6,1139,0,0,0,1139,713,713,1139,0,426,0,Falcons,2015,87133.5,78.85288057993134
612,Brandon Scherff,WAS,G,100.0,1,32,76.4,68.8,75.9,8,29,638,100.0,100.0,96.8,3,39,2,1135,0,0,0,1135,680,680,1135,0,455,0,Commanders,2015,86714.0,65.29595305544315
613,Marshal Yanda,BLT,G,99.9,1,3,91.4,90.7,89.5,1,15,700,99.9,99.9,98.7,4,17,1,1129,0,0,0,1130,743,744,1121,3,386,1,Ravens,2015,103282.0,68.75592479230433
614,J.R. Sweezy,SEA,G,100.0,0,29,67.5,63.1,69.3,4,26,641,100.0,100.0,96.9,9,35,5,1127,0,0,0,1127,670,670,1127,0,457,0,Seahawks,2015,76072.5,82.62960760998811
615,Andy Levitre,ATL,G,100.0,0,2,74.0,69.1,75.6,4,37,666,100.0,100.0,96.6,10,43,2,1126,0,1126,0,1126,713,713,0,0,413,0,Falcons,2015,83324.0,68.3149087672452
616,Clint Boling,CIN,G,100.0,1,7,73.0,73.0,69.9,2,32,617,100.0,100.0,96.6,3,38,4,1121,0,1120,0,1121,658,658,0,0,463,1,Bengals,2015,81833.0,66.27052772808587
617,Kevin Zeitler,CIN,G,100.0,2,7,78.9,84.4,73.9,3,18,615,100.0,100.0,98.3,5,21,0,1112,0,0,0,1112,656,656,1112,0,456,0,Bengals,2015,87736.8,
618,James Carpenter,NYJ,G,100.0,0,22,75.4,73.2,71.7,7,24,662,100.0,100.0,97.4,2,33,2,1104,0,1104,0,1104,687,687,0,0,417,0,Jets,2015,83241.6,
619,Jack Mewhort,IND,G,100.0,3,14,76.6,81.0,73.3,11,33,688,100.0,100.0,96.8,6,44,0,1098,0,955,0,1098,730,730,1,138,368,4,Colts,2015,84106.79999999999,
620,Michael Harris,MIN,G,100.0,0,18,69.8,75.2,65.4,3,25,555,100.0,100.0,96.9,4,31,3,1079,0,0,0,1079,587,587,1078,0,492,1,Vikings,2015,75314.2,
621,Brandon Fusco,MIN,G,100.0,1,18,66.1,48.7,71.3,9,42,554,100.0,100.0,94.7,5,55,4,1078,0,1078,0,1078,586,586,0,0,492,0,Vikings,2015,71255.79999999999,
622,Richie Incognito,BUF,G,100.0,1,4,77.5,79.2,72.9,5,13,563,100.0,100.0,98.0,7,20,2,1075,0,1075,0,1075,606,606,0,0,469,0,Bills,2015,83312.5,
623,Matt Slauson,CHI,G,100.0,0,6,74.1,84.4,68.8,1,9,574,100.0,100.0,98.8,5,12,2,1075,335,740,0,1075,605,605,0,0,470,0,Bears,2015,79657.5,
624,Zane Beadles,JAX,G,100.0,0,15,58.5,63.4,54.4,5,30,683,100.0,100.0,96.6,4,41,6,1058,0,1058,0,1058,725,725,0,0,333,0,Jaguars,2015,61893.0,
625,J'Marcus Webb,OAK,G,100.0,1,23,59.1,66.2,53.0,3,33,655,100.0,100.0,96.6,6,40,4,1050,0,0,0,1050,688,688,862,188,362,0,Raiders,2015,62055.0,
626,Gabe Jackson,OAK,G,100.0,1,23,79.9,84.4,72.6,3,19,655,100.0,100.0,98.2,3,23,1,1050,0,1050,0,1050,688,688,0,0,362,0,Raiders,2015,83895.0,
627,Louis Vasquez,DEN,G,100.0,0,10,67.2,82.8,55.4,2,18,621,100.0,100.0,98.2,4,21,1,1048,0,0,0,1048,654,654,1048,0,394,0,Broncos,2015,70425.6,
628,Brandon Brooks,HST,G,100.0,0,13,78.1,82.4,71.3,5,19,584,100.0,100.0,97.6,6,26,2,1042,0,72,0,1042,620,620,970,0,422,0,Texans,2015,81380.2,
629,Dallas Thomas,MIA,G,100.0,1,17,45.5,54.2,44.3,10,36,637,100.0,100.0,94.8,8,56,10,1030,0,1014,16,1030,675,675,0,0,355,0,Dolphins,2015,46865.0,
630,Byron Bell,TEN,G,100.0,1,31,61.0,68.6,51.9,3,35,617,100.0,100.0,95.9,5,44,6,1024,0,458,103,1024,665,665,0,459,359,4,Titans,2015,62464.0,
631,Zack Martin,DAL,G,100.0,3,9,86.1,91.8,77.4,2,10,578,100.0,100.0,98.8,10,13,1,1020,0,0,0,1020,622,622,1020,0,398,0,Cowboys,2015,87822.0,
632,Logan Mankins,TB,G,100.0,0,30,77.3,79.1,75.7,6,15,569,100.0,100.0,98.2,8,21,0,1018,0,1018,0,1018,620,620,0,0,398,0,Buccaneers,2015,78691.4,
633,Andrew Norwell,CAR,G,100.0,0,5,81.1,73.7,77.8,3,25,504,100.0,100.0,96.8,0,30,2,999,0,999,0,999,534,534,0,0,465,0,Panthers,2015,81018.9,
634,Josh Kline,NE,G,100.0,0,19,65.9,63.5,66.5,10,27,631,100.0,100.0,96.8,6,39,2,996,0,500,0,996,675,675,496,0,321,0,Patriots,2015,65636.40000000001,
635,Evan Mathis,DEN,G,100.0,0,10,90.1,68.3,91.1,3,16,557,100.0,100.0,97.8,2,22,3,988,0,988,0,988,590,590,0,0,398,0,Broncos,2015,89018.79999999999,
636,Laken Tomlinson,DET,G,100.0,2,11,69.2,74.5,62.5,6,20,635,100.0,100.0,97.3,6,30,4,986,0,984,0,986,663,663,0,0,323,2,Lions,2015,68231.2,
637,Matt Tobin,PHI,G,100.0,2,24,65.0,46.1,71.4,11,31,561,100.0,100.0,94.8,2,50,8,984,0,0,125,984,597,597,858,1,387,0,Eagles,2015,63960.0,
638,Kelechi Osemele,BLT,G,100.0,4,3,81.2,72.9,88.0,3,17,607,100.0,100.0,98.2,9,21,1,974,0,686,280,974,644,644,6,0,330,1,Ravens,2015,79088.8,
639,Justin Pugh,NYG,G,100.0,1,21,78.8,81.2,75.9,1,22,554,100.0,100.0,97.6,4,25,2,963,0,728,151,963,594,594,0,84,369,0,Giants,2015,75884.4,
640,Tim Lelito,NO,G,100.0,0,20,75.5,57.4,81.3,6,21,560,100.0,100.0,97.4,2,28,1,948,0,812,0,948,607,607,134,0,341,0,Saints,2015,71574.0,
641,Mike Iupati,ARZ,G,100.0,0,1,80.2,67.6,80.3,7,15,546,100.0,100.0,97.4,2,25,3,938,0,938,0,938,587,587,0,0,351,0,Cardinals,2015,75227.6,
642,Spencer Long,WAS,G,100.0,1,32,74.6,65.1,73.3,5,27,516,100.0,100.0,96.7,1,33,1,899,1,898,0,899,546,546,0,0,353,0,Commanders,2015,67065.4,
643,John Greco,CLV,G,100.0,0,8,74.3,74.0,72.6,6,26,567,100.0,100.0,97.0,3,33,1,890,0,0,0,890,606,606,890,0,284,0,Browns,2015,66127.0,
644,Shaq Mason,NE,G,100.0,1,19,64.6,45.1,72.7,9,20,528,100.0,100.0,96.9,2,31,2,868,0,717,0,868,565,565,118,0,303,6,Patriots,2015,56072.799999999996,
645,D.J. Fluker,SD,G,100.0,1,27,71.5,64.6,75.2,2,29,527,100.0,100.0,96.9,13,32,1,863,0,0,0,863,571,571,863,0,292,0,Chargers,2015,61704.5,
646,A.J. Cann,JAX,G,100.0,3,15,69.5,73.6,64.5,1,24,567,100.0,100.0,97.4,6,27,2,861,0,0,0,861,598,598,861,0,263,0,Jaguars,2015,59839.5,
647,Chance Warmack,TEN,G,100.0,1,31,74.8,69.2,73.6,4,17,501,100.0,100.0,97.1,6,25,4,829,0,0,0,829,538,538,829,0,291,0,Titans,2015,62009.2,
648,Laurent Duvernay-Tardif,KC,G,100.0,2,16,67.3,63.2,66.9,0,19,454,100.0,100.0,97.0,6,23,4,820,0,0,0,820,485,485,819,0,335,0,Chiefs,2015,55186.0,
649,Ali Marpet,TB,G,100.0,0,30,75.9,64.8,79.8,3,17,444,100.0,100.0,97.3,7,22,2,819,0,0,0,819,487,487,819,0,332,0,Buccaneers,2015,62162.100000000006,
650,Larry Warford,DET,G,100.0,1,11,71.7,73.4,66.8,5,17,522,100.0,100.0,97.5,3,24,2,812,0,0,0,812,545,545,812,0,267,0,Lions,2015,58220.4,
651,Ted Larsen,ARZ,G,100.0,0,1,53.3,48.1,56.7,9,29,443,100.0,100.0,94.8,4,42,4,802,0,193,0,802,478,478,609,0,324,0,Cardinals,2015,42746.6,
652,Jahri Evans,NO,G,100.0,2,20,70.0,80.8,64.2,1,8,482,100.0,100.0,98.4,5,12,3,800,0,0,0,800,518,518,799,0,282,0,Saints,2015,56000.0,
653,Hugh Thornton,IND,G,100.0,1,14,68.6,61.3,70.7,6,20,499,100.0,100.0,96.6,6,30,4,799,0,1,0,799,532,532,798,0,267,0,Colts,2015,54811.399999999994,
654,Kenny Wiggins,SD,G,100.0,0,27,59.5,52.4,63.6,7,33,499,100.0,100.0,95.4,5,43,3,791,0,419,0,791,541,541,210,157,250,5,Chargers,2015,47064.5,
655,Brian Winters,NYJ,G,100.0,1,22,68.8,71.4,66.6,5,17,458,100.0,100.0,97.4,7,23,1,766,0,3,0,766,475,475,763,0,291,0,Jets,2015,52700.799999999996,
656,Billy Turner,MIA,G,100.0,1,17,55.2,69.4,48.8,6,11,452,100.0,100.0,96.3,4,25,8,765,0,0,0,765,476,476,765,0,289,0,Dolphins,2015,42228.0,
657,Alex Boone,SF,G,100.0,1,28,63.7,78.5,53.3,5,9,463,100.0,100.0,97.8,4,17,3,761,0,761,0,761,478,478,0,0,283,0,49ers,2015,48475.700000000004,
658,Vladimir Ducasse,CHI,G,100.0,1,6,67.3,53.0,73.7,3,23,396,100.0,100.0,96.2,9,28,2,743,0,198,0,743,418,418,545,0,325,0,Bears,2015,50003.9,
