Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Year_y,weighted_grade,weighted_average_grade,merge_player_y
20009.0,20009.0,2018.0,Packers,TE,Jimmy Graham,00-0027696,8.0,2010.0,2010.0,Saints,31.0,95.0,0.207,5.6,120.0,40.26,602.0,25.24333292048751,2018.0,Packers,0.0,40.00%,jimmy graham,jimmy graham,jimmy graham,879,Jimmy Graham,GB,TE,9.7,6,66.3,38.1,8,21,0,3.5,2,32,12,0,75.1,80.0,59.6,51.7,60.2,23.2,142,2,54,2.9,18,613,2,55,91.2,559,62.0,380,87.2,83,2,14.5,89,636,259,4.7,11.6,1.14,18,182,611,2018,36415.6,MISSING,jimmy graham
18547.0,18547.0,2018.0,Browns,TE,David Njoku,00-0033885,1.0,2017.0,2017.0,Browns,22.0,29.0,0.525,13.2,640.0,202.61,1227.0,302.03496351354363,2018.0,Browns,-0.03,46.70%,david njoku,david njoku,david njoku,880,David Njoku,CLV,TE,9.0,10,67.5,57.1,12,21,0,12.5,8,27,8,0,42.3,79.9,66.3,51.7,65.3,71.3,420,3,66,9.0,53,589,5,56,84.6,498,20.0,118,91.4,83,4,8.1,48,639,315,5.6,11.4,1.28,53,282,586,2018,38851.8,MISSING,david njoku
19155.0,19155.0,2018.0,Commanders,TE,Jordan Reed,00-0030472,5.0,2013.0,2013.0,Commanders,28.0,85.0,0.231,6.3,165.0,50.18,660.0,70.59309231898844,2018.0,Commanders,-0.09,43.80%,jordan reed,jordan reed,jordan reed,881,Jordan Reed,WAS,TE,6.7,5,69.2,33.3,4,12,0,3.6,2,26,32,1,81.6,40.2,73.1,32.8,75.2,34.5,129,2,34,4.0,15,374,2,54,91.2,341,44.1,165,87.4,78,2,20.3,76,558,241,4.5,10.3,1.64,15,138,370,2018,27046.999999999996,MISSING,jordan reed
21008.0,21008.0,2018.0,Vikings,TE,Kyle Rudolph,00-0027981,7.0,2011.0,2011.0,Vikings,28.0,43.0,0.422,10.6,470.0,138.15,1019.0,71.54765619367551,2018.0,Vikings,0.03,53.30%,kyle rudolph,kyle rudolph,kyle rudolph,882,Kyle Rudolph,MIN,TE,7.3,4,84.2,53.8,7,13,1,1.5,1,32,18,0,90.1,81.1,63.6,57.4,65.9,45.0,293,1,44,11.2,73,651,6,64,83.9,546,45.8,298,113.5,76,4,8.6,56,634,245,3.8,9.9,1.16,73,274,647,2018,41149.2,MISSING,kyle rudolph
18180.0,18180.0,2018.0,Bears,TE,Trey Burton,00-0030710,4.0,2014.0,2014.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Bears,0.17,70.60%,trey burton,trey burton,trey burton,883,Trey Burton,CHI,TE,8.4,1,74.0,37.5,3,8,0,5.3,3,29,6,1,75.3,41.9,69.4,65.7,64.4,33.5,187,2,47,5.6,31,558,4,54,87.8,490,41.8,233,112.2,73,6,23.1,129,569,189,3.5,10.5,1.16,31,301,549,2018,38100.600000000006,MISSING,trey burton
20187.0,20187.0,2018.0,Patriots,TE,Rob Gronkowski,00-0027656,8.0,2010.0,2010.0,Patriots,29.0,42.0,0.429,10.8,480.0,141.82,1032.0,53.94401579225632,2018.0,Patriots,0.11,73.70%,rob gronkowski,rob gronkowski,rob gronkowski,884,Rob Gronkowski,NE,TE,12.5,2,66.2,50.0,7,14,0,4.1,2,34,19,1,77.8,34.5,73.7,64.4,77.5,37.2,178,2,42,12.1,58,479,5,47,83.3,399,47.6,228,99.6,71,3,14.8,71,682,178,3.8,14.5,1.71,58,360,477,2018,35154.9,MISSING,rob gronkowski
20739.0,20739.0,2018.0,Steelers,TE,Vance McDonald,00-0030470,5.0,2013.0,2013.0,49ers,28.0,55.0,0.352,9.1,350.0,100.88,890.0,107.99253237368066,2018.0,Steelers,0.07,60.00%,vance mcdonald,vance mcdonald,vance mcdonald,885,Vance McDonald,PIT,TE,6.0,14,74.6,33.3,3,9,0,7.4,4,32,25,2,64.9,24.3,69.3,66.5,69.6,68.0,308,1,75,5.5,25,453,6,50,89.4,405,21.2,96,115.9,67,4,8.8,40,610,392,7.8,12.2,1.51,25,111,444,2018,30769.199999999997,MISSING,vance mcdonald
18766.0,18766.0,2018.0,Cardinals,TE,Ricky Seals-Jones,00-0033611,1.0,2017.0,2017.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Cardinals,-0.27,18.80%,ricky sealsjones,ricky sealsjones,ricky sealsjones,886,Ricky Seals-Jones,ARZ,TE,9.7,2,51.5,35.7,5,14,1,10.5,4,14,1,0,52.5,77.1,52.8,83.6,54.3,27.6,112,3,40,4.7,19,406,4,34,90.1,366,47.5,193,52.8,66,1,23.9,97,343,99,2.9,10.1,0.94,19,130,402,2018,21225.6,MISSING,ricky sealsjones
19623.0,19623.0,2018.0,Giants,TE,Evan Engram,00-0033881,1.0,2017.0,2017.0,Giants,23.0,23.0,0.573,14.6,760.0,244.86,1349.0,339.25451751142253,2018.0,Giants,-0.04,31.30%,evan engram,evan engram,evan engram,887,Evan Engram,NYG,TE,5.5,6,71.4,20.0,2,10,0,6.3,3,22,21,0,62.4,79.5,76.3,70.4,75.7,38.7,135,0,54,4.9,17,349,2,45,90.3,315,45.0,157,115.6,63,3,14.9,52,577,390,8.7,12.8,1.83,17,123,344,2018,26247.2,MISSING,evan engram
18268.0,18268.0,2018.0,Bengals,TE,C.J. Uzomah,00-0032134,3.0,2015.0,2015.0,Bengals,25.0,157.0,0.112,2.4,29.0,10.14,337.0,44.47614435848701,2018.0,Bengals,-0.12,37.50%,cj uzomah,cj uzomah,cj uzomah,888,C.J. Uzomah,CIN,TE,7.8,3,68.3,53.8,7,13,1,8.5,4,21,7,0,52.6,78.4,56.8,56.3,54.4,42.6,232,0,29,10.1,55,545,5,43,82.6,450,44.2,241,103.9,63,3,8.6,47,439,201,4.7,10.2,0.98,55,294,520,2018,29536.0,MISSING,cj uzomah
19819.0,19819.0,2018.0,Jets,TE,Chris Herndon,00-0034766,0.0,2018.0,2018.0,Jets,22.0,107.0,0.181,4.8,80.0,30.85,539.0,107.07660453430437,2018.0,Jets,-0.15,25.00%,chris herndon,chris herndon,chris herndon,889,Chris Herndon,NYJ,TE,10.6,3,72.2,63.6,7,11,0,4.9,2,25,22,1,74.8,34.5,74.8,70.0,78.7,44.0,166,2,32,16.2,61,377,2,39,80.6,304,42.4,160,110.3,54,4,11.4,43,502,187,4.8,12.9,1.65,61,248,369,2018,27601.2,MISSING,chris herndon
20381.0,20381.0,2018.0,Rams,TE,Gerald Everett,00-0033895,1.0,2017.0,2017.0,Rams,24.0,44.0,0.415,10.5,460.0,134.58,1007.0,233.9343088873836,2018.0,Rams,0.15,79.00%,gerald everett,gerald everett,gerald everett,890,Gerald Everett,LA,TE,7.0,5,68.8,66.7,4,6,0,2.9,1,17,26,0,81.5,78.2,82.4,63.1,79.7,48.4,135,1,40,5.7,16,279,0,33,88.5,247,12.9,36,99.3,48,3,38.4,107,320,144,4.4,9.7,1.3,16,100,278,2018,22907.2,MISSING,gerald everett
18654.0,18654.0,2018.0,Buccaneers,TE,Cameron Brate,00-0031273,4.0,2014.0,2014.0,MISSING,27.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Buccaneers,-0.06,31.30%,cameron brate,cameron brate,cameron brate,891,Cameron Brate,TB,TE,9.0,0,62.5,40.0,6,15,1,9.1,3,18,30,1,59.7,27.7,53.1,70.1,52.4,32.7,132,2,21,1.0,4,404,5,30,91.1,368,55.9,226,101.5,48,6,10.6,43,289,57,1.9,9.6,0.79,4,131,401,2018,21293.1,MISSING,cameron brate
20463.0,20463.0,2018.0,Ravens,TE,Mark Andrews,00-0034753,0.0,2018.0,2018.0,Ravens,22.0,86.0,0.229,6.2,160.0,49.08,654.0,140.273239863173,2018.0,Ravens,0.11,58.80%,mark andrews,mark andrews,mark andrews,892,Mark Andrews,BLT,TE,11.2,1,70.8,20.0,2,10,1,8.1,3,28,3,0,61.2,77.1,75.7,39.2,78.0,29.7,88,0,74,1.7,5,296,5,34,92.6,274,56.1,166,129.9,48,3,11.8,35,552,198,5.8,16.2,2.01,5,118,289,2018,21877.3,MISSING,mark andrews
20102.0,20102.0,2018.0,Panthers,TE,Ian Thomas,00-0034365,0.0,2018.0,2018.0,Panthers,22.0,101.0,0.194,5.2,96.0,35.26,570.0,115.6948254946398,2018.0,Panthers,0.01,43.80%,ian thomas,ian thomas,ian thomas,893,Ian Thomas,CAR,TE,7.0,2,76.6,75.0,3,4,0,10.0,4,20,5,0,54.6,77.4,53.3,72.7,57.3,23.7,84,2,31,5.1,18,355,2,36,88.7,315,56.6,201,91.9,47,2,18.0,64,333,150,4.2,9.3,1.06,18,171,349,2018,18601.7,MISSING,ian thomas
18653.0,18653.0,2018.0,Buccaneers,TE,O.J. Howard,00-0033879,1.0,2017.0,2017.0,Buccaneers,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Buccaneers,-0.06,31.30%,oj howard,oj howard,oj howard,894,O.J. Howard,TB,TE,11.6,5,72.3,45.5,5,11,0,5.6,2,28,30,0,70.8,77.3,88.9,75.4,90.0,42.1,123,4,75,10.3,30,292,1,34,86.6,253,49.7,145,112.5,47,5,7.9,23,565,217,6.4,16.6,2.23,30,143,291,2018,25869.9,MISSING,oj howard
18458.0,18458.0,2018.0,Broncos,TE,Jeff Heuerman,00-0032227,3.0,2015.0,2015.0,Broncos,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Broncos,-0.01,37.50%,jeff heuerman,jeff heuerman,jeff heuerman,895,Jeff Heuerman,DEN,TE,6.0,4,70.5,40.0,2,5,0,8.8,3,14,10,0,60.0,76.9,61.3,64.1,56.3,58.2,196,2,36,20.8,70,337,1,31,73.0,246,24.9,84,83.6,44,2,12.2,41,281,149,4.8,9.1,1.14,70,218,321,2018,19677.3,MISSING,jeff heuerman
18865.0,18865.0,2018.0,Chargers,TE,Antonio Gates,00-0021547,15.0,2003.0,2003.0,MISSING,38.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Chargers,0.14,72.20%,antonio gates,antonio gates,antonio gates,896,Antonio Gates,LAC,TE,8.7,5,63.6,33.3,2,6,0,0.0,0,19,27,1,88.0,27.5,69.8,72.8,69.9,13.8,39,1,27,5.7,16,283,2,28,88.0,249,60.4,171,92.3,44,2,25.8,73,333,121,4.3,11.9,1.34,16,81,283,2018,19753.4,MISSING,antonio gates
20551.0,20551.0,2018.0,Saints,TE,Benjamin Watson,00-0022943,14.0,2004.0,2004.0,Patriots,37.0,32.0,0.502,12.5,590.0,184.3,1175.0,10.52056131196581,2018.0,Saints,0.13,77.80%,benjamin watson,benjamin watson,benjamin watson,897,Benjamin Watson,NO,TE,10.4,0,79.5,75.0,9,12,0,5.4,2,21,20,0,71.4,77.4,71.4,72.9,71.8,37.4,114,1,32,14.1,43,305,1,35,81.0,247,47.5,145,110.2,44,2,14.1,43,400,84,2.4,11.4,1.62,43,201,302,2018,21562.800000000003,MISSING,benjamin watson
19436.0,19436.0,2018.0,Eagles,TE,Dallas Goedert,00-0034351,0.0,2018.0,2018.0,Eagles,23.0,49.0,0.384,9.8,410.0,118.06,951.0,238.65793041514945,2018.0,Eagles,0.01,55.60%,dallas goedert,dallas goedert,dallas goedert,898,Dallas Goedert,PHI,TE,8.0,4,76.7,50.0,5,10,0,5.7,2,15,24,0,70.5,77.1,74.0,60.8,70.5,59.6,177,2,32,18.2,54,297,5,33,78.1,232,25.3,75,110.0,43,4,14.5,43,334,177,5.4,10.1,1.44,54,226,295,2018,21830.0,MISSING,dallas goedert
20825.0,20825.0,2018.0,Texans,TE,Ryan Griffin,00-0030108,5.0,2013.0,2013.0,Texans,28.0,201.0,0.068,0.8,11.0,3.81,207.0,15.842059219217214,2018.0,Texans,0.08,64.70%,ryan griffin,ryan griffin,ryan griffin,899,Ryan Griffin,HST,TE,8.5,2,57.1,37.5,3,8,0,7.7,2,15,13,0,63.4,75.5,56.0,54.4,56.3,42.2,196,1,47,17.2,80,465,4,24,78.3,364,48.2,224,70.0,42,0,6.9,32,305,152,6.3,12.7,0.84,80,278,452,2018,25312.0,MISSING,ryan griffin
20651.0,20651.0,2018.0,Seahawks,TE,Nick Vannett,00-0032394,2.0,2016.0,2016.0,Seahawks,25.0,94.0,0.21,5.7,124.0,41.15,607.0,103.9097993273456,2018.0,Seahawks,0.1,58.80%,nick vannett,nick vannett,nick vannett,900,Nick Vannett,SEA,TE,6.5,1,72.5,40.0,2,5,0,3.3,1,17,29,1,76.7,27.0,64.0,45.8,66.1,49.3,132,0,32,13.4,36,268,5,29,81.7,219,35.4,95,115.5,40,3,14.2,38,269,138,4.8,9.3,1.23,36,260,265,2018,16960.0,MISSING,nick vannett
20107.0,20107.0,2018.0,Panthers,TE,Greg Olsen,00-0025418,11.0,2007.0,2007.0,Bears,33.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Panthers,0.01,43.80%,greg olsen,greg olsen,greg olsen,901,Greg Olsen,CAR,TE,8.9,0,69.2,85.7,6,7,0,3.6,1,18,5,0,75.5,75.9,65.8,63.2,68.6,23.6,66,1,23,8.2,23,280,0,27,87.9,246,56.8,159,114.4,39,4,17.5,49,291,89,3.3,10.8,1.18,23,149,274,2018,18029.2,MISSING,greg olsen
20740.0,20740.0,2018.0,Steelers,TE,Jesse James,00-0032135,3.0,2015.0,2015.0,Steelers,24.0,160.0,0.109,2.3,27.0,9.48,327.0,42.96586118525993,2018.0,Steelers,0.07,60.00%,jesse james,jesse james,jesse james,902,Jesse James,PIT,TE,7.9,0,76.9,60.0,3,5,1,6.3,2,17,25,0,67.3,76.5,65.2,75.8,62.3,74.3,255,1,51,10.8,37,343,3,30,83.1,285,21.3,73,117.8,39,2,3.2,11,423,184,6.1,14.1,1.48,37,220,339,2018,22102.8,MISSING,jesse james
19720.0,19720.0,2018.0,Jaguars,TE,James O'Shaughnessy,00-0031951,3.0,2015.0,2015.0,Chiefs,26.0,173.0,0.095,1.8,22.0,7.1,286.0,36.37272686665966,2018.0,Jaguars,-0.1,31.30%,james oshaughnessy,james oshaughnessy,james oshaughnessy,903,James O'Shaughnessy,JAX,TE,6.5,5,68.6,25.0,1,4,0,4.0,1,10,15,0,73.5,75.3,60.1,49.1,53.6,59.6,190,2,17,9.4,30,319,5,24,87.1,278,28.8,92,60.9,35,0,9.1,29,214,119,5.0,8.9,0.77,30,215,311,2018,18691.1,MISSING,james oshaughnessy
19157.0,19157.0,2018.0,Commanders,TE,Vernon Davis,00-0024221,12.0,2006.0,2006.0,49ers,34.0,6.0,0.955,23.2,1600.0,446.15,2056.0,38.635631810516166,2018.0,Commanders,-0.09,43.80%,vernon davis,vernon davis,vernon davis,904,Vernon Davis,WAS,TE,11.6,8,71.4,44.4,4,9,0,7.4,2,16,32,0,64.1,75.7,61.0,66.7,73.1,59.8,147,1,53,13.0,32,246,5,25,80.1,197,25.6,63,112.4,35,2,13.8,34,367,173,6.9,14.7,1.86,32,201,244,2018,14884.0,MISSING,vernon davis
19257.0,19257.0,2018.0,Cowboys,TE,Blake Jarwin,00-0033658,1.0,2017.0,2017.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Cowboys,0.05,61.10%,blake jarwin,blake jarwin,blake jarwin,905,Blake Jarwin,DAL,TE,8.9,3,77.1,62.5,5,8,0,10.0,3,16,9,0,56.1,76.1,68.8,55.0,67.0,38.2,100,2,39,6.5,17,262,2,27,87.4,229,55.3,145,107.7,35,3,3.1,8,307,113,4.2,11.4,1.34,17,125,253,2018,17406.399999999998,MISSING,blake jarwin
18457.0,18457.0,2018.0,Broncos,TE,Matt LaCosse,00-0031744,3.0,2015.0,2015.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Broncos,-0.01,37.50%,matt lacosse,matt lacosse,matt lacosse,906,Matt LaCosse,DEN,TE,5.7,1,70.6,0.0,0,3,0,4.0,1,11,10,0,74.2,76.0,57.1,63.4,59.8,43.4,112,1,44,16.3,42,258,0,24,79.1,204,36.4,94,89.1,34,1,17.4,45,250,148,6.2,10.4,1.23,42,161,251,2018,14332.1,MISSING,matt lacosse
18359.0,18359.0,2018.0,Bills,TE,Jason Croom,00-0033627,1.0,2017.0,2017.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Bills,-0.05,37.50%,jason croom,jason croom,jason croom,907,Jason Croom,BUF,TE,8.1,4,66.7,37.5,3,8,0,8.3,2,10,4,2,60.5,18.1,52.1,61.3,54.0,48.9,108,2,26,10.4,23,221,2,22,85.1,188,42.5,94,85.3,33,2,8.1,18,259,138,6.3,11.8,1.38,23,166,220,2018,11462.0,MISSING,jason croom
19624.0,19624.0,2018.0,Giants,TE,Rhett Ellison,00-0029587,6.0,2012.0,2012.0,Vikings,29.0,128.0,0.145,3.7,44.0,19.33,445.0,30.68259632123069,2018.0,Giants,-0.04,31.30%,rhett ellison,rhett ellison,rhett ellison,908,Rhett Ellison,NYG,TE,6.4,2,78.1,50.0,2,4,0,7.4,2,13,21,0,64.1,75.7,64.4,62.6,56.3,67.4,219,0,29,21.5,70,325,1,25,75.4,245,26.8,87,112.5,32,1,3.7,12,272,130,5.2,10.9,1.11,70,232,318,2018,20479.2,MISSING,rhett ellison
19051.0,19051.0,2018.0,Colts,TE,Jack Doyle,00-0030181,5.0,2013.0,2013.0,MISSING,28.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Colts,0.11,61.10%,jack doyle,jack doyle,jack doyle,909,Jack Doyle,IND,TE,5.6,0,81.3,75.0,3,4,0,0.0,0,14,14,1,74.9,26.2,72.5,74.4,66.7,46.4,85,1,20,8.7,16,183,3,26,86.9,159,42.1,77,106.4,32,2,8.7,16,245,115,4.4,9.4,1.54,16,148,178,2018,12905.0,MISSING,jack doyle
18358.0,18358.0,2018.0,Bills,TE,Charles Clay,00-0028112,7.0,2011.0,2011.0,Dolphins,29.0,174.0,0.094,1.7,22.0,6.94,283.0,13.111995005818896,2018.0,Bills,-0.05,37.50%,charles clay,charles clay,charles clay,910,Charles Clay,BUF,TE,9.5,1,65.6,50.0,3,6,0,8.7,2,11,4,1,61.5,25.3,56.6,73.8,55.2,43.6,127,2,21,11.3,33,291,2,21,82.1,239,47.4,138,54.7,32,0,6.2,18,184,69,3.3,8.8,0.77,33,213,283,2018,16017.8,MISSING,charles clay
20464.0,20464.0,2018.0,Ravens,TE,Nick Boyle,00-0031598,3.0,2015.0,2015.0,Ravens,25.0,171.0,0.097,1.9,23.0,7.42,292.0,37.45515433835973,2018.0,Ravens,0.11,58.80%,nick boyle,nick boyle,nick boyle,911,Nick Boyle,BLT,TE,3.5,3,74.2,0.0,0,1,0,11.5,3,10,3,0,52.9,75.5,67.8,68.1,60.8,66.9,180,1,25,32.7,88,269,4,23,62.8,169,19.7,53,79.1,31,0,2.2,6,213,144,6.3,9.3,1.26,88,383,239,2018,16204.2,MISSING,nick boyle
19345.0,19345.0,2018.0,Dolphins,TE,Mike Gesicki,00-0034829,0.0,2018.0,2018.0,Dolphins,22.0,42.0,0.429,10.8,480.0,141.82,1032.0,267.1864593211276,2018.0,Dolphins,-0.15,43.80%,mike gesicki,mike gesicki,mike gesicki,912,Mike Gesicki,MIA,TE,8.8,3,71.0,57.1,4,7,1,0.0,0,9,17,1,84.5,25.0,50.2,42.4,54.0,51.6,143,1,27,17.7,49,277,1,22,78.7,218,23.8,66,74.9,31,0,23.1,64,202,101,4.6,9.2,0.93,49,123,273,2018,13704.6,MISSING,mike gesicki
19258.0,19258.0,2018.0,Cowboys,TE,Geoff Swaim,00-0032141,3.0,2015.0,2015.0,Cowboys,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Cowboys,0.05,61.10%,geoff swaim,geoff swaim,geoff swaim,913,Geoff Swaim,DAL,TE,3.6,2,86.7,40.0,2,5,0,0.0,0,11,9,0,86.1,75.7,55.8,31.8,56.8,53.4,158,0,43,13.2,39,296,2,26,82.4,244,40.9,121,111.4,30,1,4.1,12,242,165,6.3,9.3,0.99,39,216,291,2018,16237.8,MISSING,geoff swaim
20924.0,20924.0,2018.0,Titans,TE,Jonnu Smith,00-0033858,1.0,2017.0,2017.0,Titans,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Titans,-0.04,56.30%,jonnu smith,jonnu smith,jonnu smith,914,Jonnu Smith,TEN,TE,5.9,4,69.0,75.0,3,4,0,13.0,3,9,31,1,46.4,24.3,55.1,53.9,54.2,64.9,207,2,61,16.0,51,319,2,20,79.0,252,19.7,63,102.4,29,3,11.9,38,258,183,9.2,12.9,1.02,51,292,308,2018,16970.8,MISSING,jonnu smith
20382.0,20382.0,2018.0,Rams,TE,Tyler Higbee,00-0033110,2.0,2016.0,2016.0,Rams,25.0,110.0,0.174,4.7,74.0,28.86,525.0,84.76627029943357,2018.0,Rams,0.15,79.00%,tyler higbee,tyler higbee,tyler higbee,915,Tyler Higbee,LA,TE,7.4,4,82.8,66.7,2,3,0,4.0,1,16,26,1,74.2,25.9,71.4,71.7,66.4,73.7,291,0,36,37.2,147,395,1,24,59.7,236,9.1,36,131.6,29,2,16.2,64,292,138,5.8,12.2,1.24,147,394,391,2018,27917.4,MISSING,tyler higbee
18858.0,18858.0,2018.0,Chargers,TE,Virgil Green,00-0028142,7.0,2011.0,2011.0,Broncos,30.0,204.0,0.065,0.7,10.0,3.56,199.0,8.215558275055233,2018.0,Chargers,0.14,72.20%,virgil green,virgil green,virgil green,916,Virgil Green,LAC,TE,5.1,2,70.4,0.0,0,4,0,17.4,4,10,27,0,35.5,74.4,58.4,79.2,50.0,69.7,216,0,26,21.6,67,310,4,19,75.8,235,20.0,62,105.5,27,1,9.4,29,210,104,5.5,11.1,0.89,67,364,307,2018,17928.8,MISSING,virgil green
18956.0,18956.0,2018.0,Chiefs,TE,Demetrius Harris,00-0030155,5.0,2013.0,2013.0,MISSING,27.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Chiefs,0.2,72.20%,demetrius harris,demetrius harris,demetrius harris,917,Demetrius Harris,KC,TE,8.9,1,48.0,0.0,0,1,1,20.0,3,9,16,0,33.8,73.1,61.1,76.4,56.1,67.7,151,1,35,22.4,50,223,4,12,74.0,165,13.0,29,92.3,25,3,17.9,40,164,77,6.4,13.7,0.99,50,148,220,2018,13442.0,MISSING,demetrius harris
20823.0,20823.0,2018.0,Texans,TE,Jordan Akins,00-0034364,0.0,2018.0,2018.0,Texans,26.0,98.0,0.201,5.4,108.0,37.68,586.0,120.43504170167978,2018.0,Texans,0.08,64.70%,jordan akins,jordan akins,jordan akins,918,Jordan Akins,HST,TE,7.0,3,70.8,33.3,1,3,0,0.0,0,11,13,0,82.2,73.6,63.8,30.6,62.0,25.7,56,0,28,6.9,15,218,2,17,89.0,194,60.6,132,100.2,24,0,9.6,21,225,125,7.4,13.2,1.16,15,170,209,2018,13334.2,MISSING,jordan akins
19912.0,19912.0,2018.0,Lions,TE,Levine Toilolo,00-0030443,5.0,2013.0,2013.0,Falcons,27.0,133.0,0.139,3.5,40.0,17.29,425.0,39.32091842735752,2018.0,Lions,-0.06,37.50%,levine toilolo,levine toilolo,levine toilolo,919,Levine Toilolo,DET,TE,7.3,2,87.5,75.0,3,4,0,0.0,0,16,11,0,84.5,74.9,66.1,87.0,69.3,85.8,229,0,39,26.6,71,267,1,21,67.4,180,10.1,27,126.2,24,1,3.4,9,263,116,5.5,12.5,1.46,71,262,265,2018,17516.5,MISSING,levine toilolo
20008.0,20008.0,2018.0,Packers,TE,Lance Kendricks,00-0027985,7.0,2011.0,2011.0,Steelers,30.0,47.0,0.396,10.1,430.0,124.41,973.0,67.19995526181121,2018.0,Packers,0.0,40.00%,lance kendricks,lance kendricks,lance kendricks,920,Lance Kendricks,GB,TE,5.7,0,79.2,100.0,1,1,0,13.6,3,9,12,0,44.9,74.1,59.6,61.5,50.6,50.3,96,0,22,19.9,38,191,0,19,78.0,149,22.5,43,110.1,24,1,7.9,15,170,113,5.9,8.9,1.14,38,124,154,2018,9178.4,MISSING,lance kendricks
20824.0,20824.0,2018.0,Texans,TE,Jordan Thomas,00-0034420,0.0,2018.0,2018.0,Texans,22.0,211.0,0.061,0.5,7.0,3.05,182.0,26.849072088818723,2018.0,Texans,0.08,64.70%,jordan thomas,jordan thomas,jordan thomas,921,Jordan Thomas,HST,TE,6.9,2,87.0,100.0,3,3,0,4.8,1,12,13,0,71.3,74.6,53.5,55.1,72.5,66.1,160,0,39,30.2,73,242,1,20,65.3,158,29.8,72,145.2,23,4,2.9,7,215,100,5.0,10.8,1.36,73,228,239,2018,12786.5,MISSING,jordan thomas
20553.0,20553.0,2018.0,Saints,TE,Josh Hill,00-0030216,5.0,2013.0,2013.0,MISSING,28.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Saints,0.13,77.80%,josh hill,josh hill,josh hill,922,Josh Hill,NO,TE,3.8,5,69.6,50.0,1,2,1,11.1,2,11,20,0,52.8,73.3,55.4,59.2,55.4,60.8,175,0,23,26.7,77,288,6,16,68.8,198,18.8,54,108.1,23,1,16.0,46,185,169,10.6,11.6,0.93,77,364,275,2018,15235.0,MISSING,josh hill
19820.0,19820.0,2018.0,Jets,TE,Jordan Leggett,00-0033953,1.0,2017.0,2017.0,Jets,23.0,150.0,0.12,2.7,31.0,11.85,361.0,59.04574860916747,2018.0,Jets,-0.15,25.00%,jordan leggett,jordan leggett,jordan leggett,923,Jordan Leggett,NYJ,TE,6.9,0,63.6,33.3,1,3,0,6.7,1,7,22,0,64.4,72.7,65.7,63.8,60.7,44.0,77,0,16,17.1,30,175,1,14,79.4,139,33.7,59,91.9,22,1,20.0,35,114,49,3.5,8.1,0.82,30,151,171,2018,11234.7,MISSING,jordan leggett
20461.0,20461.0,2018.0,Ravens,TE,Hayden Hurst,00-0034830,0.0,2018.0,2018.0,Ravens,25.0,25.0,0.557,14.1,720.0,229.88,1305.0,360.6286699090933,2018.0,Ravens,0.11,58.80%,hayden hurst,hayden hurst,hayden hurst,924,Hayden Hurst,BLT,TE,7.2,2,61.9,40.0,2,5,0,0.0,0,8,3,0,80.0,72.9,66.4,52.9,69.1,53.8,70,0,32,3.1,4,130,0,13,91.5,119,32.3,42,101.9,21,1,12.3,16,163,73,5.6,12.5,1.37,4,144,128,2018,8499.2,MISSING,hayden hurst
