Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Year_y,weighted_grade,weighted_average_grade,merge_player_y
3882.0,3882.0,2011.0,Texans,TE,Owen Daniels,00-0024313,5.0,2006.0,2006.0,Texans,28.0,98.0,0.201,5.4,108.0,37.68,586.0,59.80627177055973,2011.0,Texans,0.17,61.10%,owen daniels,owen daniels,owen daniels,120,Owen Daniels,HST,TE,8.6,3,67.4,MISSING,0,0,0,3.3,2,44,13,0,82.4,80.2,80.2,42.3,84.7,73.4,364,1,34,4.8,24,496,2,58,91.9,456,18.1,90,100.5,86,3,5.2,26,732,308,5.3,12.6,1.61,24,439,480,2011,38496.0,MISSING,owen daniels
3369.0,3369.0,2011.0,Panthers,TE,Greg Olsen,00-0025418,4.0,2007.0,2007.0,Bears,26.0,31.0,0.51,12.7,600.0,190.21,1192.0,215.02989808912076,2011.0,Panthers,0.02,37.50%,greg olsen,greg olsen,greg olsen,121,Greg Olsen,CAR,TE,11.1,6,52.9,MISSING,0,0,1,10.0,5,28,5,1,49.3,34.5,70.1,65.5,65.3,34.1,190,2,44,13.4,75,558,7,45,81.0,452,43.4,242,82.5,85,5,6.8,38,540,206,4.6,12.0,1.19,75,308,470,2011,32947.0,MISSING,greg olsen
2747.0,2747.0,2011.0,Commanders,TE,Fred Davis,00-0026188,3.0,2008.0,2008.0,Commanders,25.0,48.0,0.39,9.9,420.0,121.19,961.0,179.46511575388655,2011.0,Commanders,-0.1,31.30%,fred davis,fred davis,fred davis,122,Fred Davis,WAS,TE,9.0,10,70.2,MISSING,0,0,1,4.8,3,39,32,1,77.1,43.0,77.7,71.7,80.7,65.3,322,6,42,12.2,60,493,4,59,83.4,411,29.2,144,82.2,84,3,2.4,12,796,364,6.2,13.5,1.94,60,253,478,2011,37140.6,MISSING,fred davis
3820.0,3820.0,2011.0,Steelers,TE,Heath Miller,00-0023465,6.0,2005.0,2005.0,Steelers,28.0,30.0,0.518,12.9,620.0,196.31,1209.0,120.31104977323636,2011.0,Steelers,0.13,70.60%,heath miller,heath miller,heath miller,123,Heath Miller,PIT,TE,7.8,5,69.1,MISSING,0,0,0,8.2,5,38,25,1,59.7,42.5,88.2,70.5,81.5,77.2,475,5,39,15.8,97,615,3,56,79.7,490,13.0,80,77.8,81,2,2.1,13,691,311,5.6,12.3,1.41,97,454,568,2011,50097.6,MISSING,heath miller
3119.0,3119.0,2011.0,Jaguars,TE,Marcedes Lewis,00-0024243,5.0,2006.0,2006.0,Jaguars,27.0,28.0,0.533,13.4,660.0,209.11,1245.0,168.93799868405472,2011.0,Jaguars,-0.14,31.30%,marcedes lewis,marcedes lewis,marcedes lewis,124,Marcedes Lewis,JAX,TE,9.1,10,51.3,MISSING,0,0,1,13.3,6,22,15,0,38.0,77.9,76.9,74.3,66.2,66.9,283,3,62,16.3,69,423,2,39,79.4,336,28.1,119,53.6,76,0,4.5,19,460,163,4.2,11.8,1.37,69,376,421,2011,32374.9,MISSING,marcedes lewis
3936.0,3936.0,2011.0,Titans,TE,Jared Cook,00-0027061,2.0,2009.0,2009.0,Titans,24.0,89.0,0.221,6.0,145.0,45.94,636.0,110.4299773092273,2011.0,Titans,-0.02,56.30%,jared cook,jared cook,jared cook,125,Jared Cook,TEN,TE,9.1,8,66.2,MISSING,0,0,0,5.8,3,35,31,2,79.6,24.7,64.5,79.9,63.4,8.9,46,1,80,3.7,19,518,3,49,92.7,480,75.7,392,107.9,74,3,11.0,57,759,306,6.2,15.5,1.58,19,84,495,2011,31927.5,MISSING,jared cook
2376.0,2376.0,2011.0,Browns,TE,Benjamin Watson,00-0022943,7.0,2004.0,2004.0,Patriots,30.0,32.0,0.502,12.5,590.0,184.3,1175.0,85.91269124909844,2011.0,Browns,-0.08,25.00%,benjamin watson,benjamin watson,benjamin watson,126,Benjamin Watson,CLV,TE,7.1,4,53.6,MISSING,0,0,0,14.0,6,21,8,0,39.3,77.6,63.9,80.4,61.4,85.9,366,1,34,14.8,63,426,3,37,81.2,346,9.4,40,75.2,69,2,2.8,12,410,195,5.3,11.1,1.18,63,236,418,2011,26710.2,MISSING,benjamin watson
3049.0,3049.0,2011.0,Giants,TE,Jake Ballard,00-0027259,1.0,2010.0,2010.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011.0,Giants,-0.02,65.00%,jake ballard,jake ballard,jake ballard,127,Jake Ballard,NYG,TE,11.3,4,62.3,MISSING,0,0,0,15.7,8,33,21,0,32.1,78.5,77.5,68.6,72.4,76.7,462,1,41,25.1,151,602,2,43,71.4,430,18.8,113,106.4,69,4,1.5,9,647,195,4.5,15.0,1.5,151,424,584,2011,45260.0,MISSING,jake ballard
3996.0,3996.0,2011.0,Vikings,TE,Visanthe Shiancoe,00-0022054,8.0,2003.0,2003.0,Giants,31.0,91.0,0.217,5.9,136.0,43.96,625.0,26.623541648784418,2011.0,Vikings,-0.1,18.80%,visanthe shiancoe,visanthe shiancoe,visanthe shiancoe,128,Visanthe Shiancoe,MIN,TE,8.7,1,55.4,MISSING,0,0,2,12.2,5,26,18,0,48.3,77.7,69.4,79.1,68.1,76.9,347,1,37,13.5,61,451,8,36,83.6,377,12.6,57,83.4,65,3,4.0,18,409,148,4.1,11.4,1.08,61,337,422,2011,29286.800000000003,MISSING,visanthe shiancoe
3631.0,3631.0,2011.0,Ravens,TE,Dennis Pitta,00-0027714,1.0,2010.0,2010.0,Ravens,26.0,114.0,0.166,4.4,66.0,26.4,506.0,88.76270544405082,2011.0,Ravens,0.15,72.20%,dennis pitta,dennis pitta,dennis pitta,129,Dennis Pitta,BLT,TE,7.3,1,73.4,MISSING,0,0,1,0.0,0,33,3,0,90.4,79.0,76.8,67.6,80.7,32.8,125,0,39,9.7,37,381,5,47,85.3,325,50.1,191,115.0,64,4,5.2,20,475,203,4.3,10.1,1.46,37,252,336,2011,25804.8,MISSING,dennis pitta
2687.0,2687.0,2011.0,Colts,TE,Dallas Clark,00-0022165,8.0,2003.0,2003.0,Colts,32.0,24.0,0.565,14.4,740.0,237.25,1326.0,74.2938400940439,2011.0,Colts,-0.19,12.50%,dallas clark,dallas clark,dallas clark,130,Dallas Clark,IND,TE,6.1,4,54.0,MISSING,0,0,1,19.0,8,22,14,1,29.0,28.2,62.3,55.4,61.3,72.7,261,1,21,16.2,58,359,1,34,81.6,293,17.8,64,74.3,63,2,2.5,9,352,160,4.7,10.4,1.2,58,185,334,2011,20808.2,MISSING,dallas clark
3370.0,3370.0,2011.0,Panthers,TE,Jeremy Shockey,00-0021148,9.0,2002.0,2002.0,Giants,31.0,14.0,0.695,17.8,1100.0,325.31,1610.0,70.45965270562927,2011.0,Panthers,0.02,37.50%,jeremy shockey,jeremy shockey,jeremy shockey,131,Jeremy Shockey,CAR,TE,9.7,3,62.7,MISSING,0,0,0,2.6,1,24,5,2,81.8,22.4,85.0,56.6,84.5,68.8,192,1,29,20.1,56,279,4,37,75.3,210,16.5,46,102.0,59,4,10.0,28,455,187,5.1,12.3,2.17,56,255,266,2011,22610.0,MISSING,jeremy shockey
3564.0,3564.0,2011.0,Rams,TE,Lance Kendricks,00-0027985,0.0,2011.0,2011.0,Rams,23.0,47.0,0.396,10.1,430.0,124.41,973.0,246.5765719063261,2011.0,Rams,-0.23,12.50%,lance kendricks,lance kendricks,lance kendricks,132,Lance Kendricks,SL,TE,7.5,2,52.8,MISSING,0,0,0,24.3,9,15,26,1,27.0,27.0,58.5,61.5,43.4,82.2,323,0,45,19.6,77,393,4,28,76.6,301,10.4,41,73.8,53,0,3.6,14,352,184,6.6,12.6,1.17,77,216,378,2011,22113.0,MISSING,lance kendricks
2379.0,2379.0,2011.0,Browns,TE,Evan Moore,00-0026123,3.0,2008.0,2008.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011.0,Browns,-0.08,25.00%,evan moore,evan moore,evan moore,133,Evan Moore,CLV,TE,9.4,0,72.3,MISSING,0,0,0,2.9,1,19,8,0,79.4,77.1,73.0,58.2,77.3,60.2,147,3,33,8.6,21,244,4,34,88.5,216,17.2,42,92.9,47,4,21.3,52,324,88,2.6,9.5,1.5,21,88,241,2011,17593.0,MISSING,evan moore
2876.0,2876.0,2011.0,Dolphins,TE,Anthony Fasano,00-0024268,5.0,2006.0,2006.0,Cowboys,27.0,53.0,0.363,9.3,370.0,106.31,909.0,111.35957706104364,2011.0,Dolphins,-0.01,37.50%,anthony fasano,anthony fasano,anthony fasano,134,Anthony Fasano,MIA,TE,11.4,2,71.1,MISSING,0,0,1,3.0,1,25,17,0,79.1,77.0,80.3,72.6,73.6,82.9,416,1,35,20.7,104,502,5,32,75.9,381,12.2,61,130.9,45,5,4.0,20,451,109,3.4,14.1,1.18,104,397,497,2011,39909.1,MISSING,anthony fasano
3251.0,3251.0,2011.0,Lions,TE,Tony Scheffler,00-0024276,5.0,2006.0,2006.0,Broncos,28.0,61.0,0.322,8.4,292.0,86.21,835.0,98.16018322436244,2011.0,Lions,0.15,58.80%,tony scheffler,tony scheffler,tony scheffler,135,Tony Scheffler,DET,TE,11.5,1,61.4,MISSING,0,0,0,12.9,4,21,11,0,49.1,27.5,76.3,75.2,76.9,20.9,49,1,36,3.4,8,234,0,27,91.0,213,65.8,154,116.9,44,6,11.5,27,354,69,2.6,13.1,1.66,8,99,230,2011,17549.0,MISSING,tony scheffler
2251.0,2251.0,2011.0,Bills,TE,Scott Chandler,00-0025516,4.0,2007.0,2007.0,Chargers,26.0,129.0,0.144,3.7,43.0,18.91,441.0,55.509470632708904,2011.0,Bills,-0.06,37.50%,scott chandler,scott chandler,scott chandler,136,Scott Chandler,BUF,TE,6.6,2,88.4,MISSING,0,0,0,0.0,0,26,4,1,90.0,41.7,74.8,44.6,77.9,38.3,110,0,31,12.5,36,287,1,38,83.6,240,56.8,163,143.9,43,6,3.1,9,389,161,4.2,10.2,1.62,36,237,282,2011,21093.6,MISSING,scott chandler
3756.0,3756.0,2011.0,Seahawks,TE,Zach Miller,00-0025425,4.0,2007.0,2007.0,Raiders,25.0,38.0,0.458,11.4,520.0,157.49,1084.0,191.06275245087585,2011.0,Seahawks,0.0,43.80%,zach miller,zach miller,zach miller,137,Zach Miller,SEA,TE,8.8,2,64.1,MISSING,0,0,1,10.7,3,10,29,0,52.9,75.5,59.9,71.1,46.0,85.5,406,3,28,25.3,120,475,2,25,71.2,338,7.2,34,48.3,39,0,5.5,26,233,89,3.6,9.3,0.69,120,378,466,2011,27913.4,MISSING,zach miller
3883.0,3883.0,2011.0,Texans,TE,Joel Dreessen,00-0023630,6.0,2005.0,2005.0,Jets,29.0,198.0,0.07,0.9,12.0,4.07,215.0,12.318239736443386,2011.0,Texans,0.17,61.10%,joel dreessen,joel dreessen,joel dreessen,138,Joel Dreessen,HST,TE,7.6,1,75.7,MISSING,0,0,0,3.4,1,17,13,0,66.0,76.1,87.3,77.9,74.9,89.7,323,0,56,32.2,116,360,5,28,64.4,232,7.8,28,144.5,37,6,0.6,2,353,170,6.1,12.6,1.52,116,442,353,2011,30816.9,MISSING,joel dreessen
2560.0,2560.0,2011.0,Chargers,TE,Randy McMichael,00-0021236,9.0,2002.0,2002.0,Dolphins,32.0,114.0,0.166,4.4,66.0,26.4,506.0,14.672376525441768,2011.0,Chargers,0.04,50.00%,randy mcmichael,randy mcmichael,randy mcmichael,139,Randy McMichael,SD,TE,3.5,10,81.1,MISSING,0,0,0,9.1,3,12,27,0,58.0,76.5,80.3,77.1,74.7,61.0,235,0,30,39.2,151,385,3,30,57.7,222,9.9,38,97.2,37,0,3.6,14,271,194,6.5,9.0,1.22,151,347,287,2011,23046.1,MISSING,randy mcmichael
3498.0,3498.0,2011.0,Raiders,TE,Kevin Boss,00-0025540,4.0,2007.0,2007.0,Giants,27.0,153.0,0.117,2.6,30.0,11.08,351.0,42.40554665855379,2011.0,Raiders,-0.05,50.00%,kevin boss,kevin boss,kevin boss,140,Kevin Boss,OAK,TE,9.1,3,75.0,MISSING,0,0,0,3.6,1,17,23,0,75.7,75.9,70.1,49.9,73.4,85.1,258,2,28,20.1,61,303,3,27,74.6,226,11.6,35,98.5,36,2,1.0,3,333,98,3.6,12.3,1.47,61,227,296,2011,20749.6,MISSING,kevin boss
3995.0,3995.0,2011.0,Vikings,TE,Kyle Rudolph,00-0027981,0.0,2011.0,2011.0,Vikings,21.0,43.0,0.422,10.6,470.0,138.15,1019.0,262.5295764474209,2011.0,Vikings,-0.1,18.80%,kyle rudolph,kyle rudolph,kyle rudolph,141,Kyle Rudolph,MIN,TE,7.0,1,78.8,MISSING,0,0,0,3.7,1,14,18,0,75.5,75.9,78.3,80.5,67.9,62.4,174,0,41,10.8,30,279,1,26,86.0,240,16.1,45,128.4,33,3,9.3,26,249,103,4.0,9.6,1.04,30,208,245,2011,19183.5,MISSING,kyle rudolph
2071.0,2071.0,2011.0,49ers,TE,Delanie Walker,00-0024389,5.0,2006.0,2006.0,49ers,27.0,175.0,0.092,1.7,21.0,6.79,280.0,23.569284267359144,2011.0,49ers,0.12,77.80%,delanie walker,delanie walker,delanie walker,142,Delanie Walker,SF,TE,9.2,2,63.6,MISSING,0,0,0,8.7,2,10,28,1,51.6,31.2,65.5,66.5,52.1,51.3,154,0,29,11.0,33,300,4,21,83.3,250,24.0,72,115.0,33,3,10.3,31,234,77,3.7,11.1,0.94,33,280,257,2011,16833.5,MISSING,delanie walker
2497.0,2497.0,2011.0,Cardinals,TE,Jeff King,00-0024369,5.0,2006.0,2006.0,Panthers,28.0,155.0,0.114,2.5,29.0,10.6,344.0,30.55272835503515,2011.0,Cardinals,-0.05,50.00%,jeff king,jeff king,jeff king,143,Jeff King,ARZ,TE,6.4,6,81.8,MISSING,0,0,1,0.0,0,13,1,0,86.5,75.9,89.5,51.0,89.9,81.9,208,0,48,36.6,93,254,2,27,59.4,151,6.7,17,131.2,33,3,1.6,4,271,138,5.1,10.0,1.79,93,293,229,2011,20495.5,MISSING,jeff king
2496.0,2496.0,2011.0,Cardinals,TE,Todd Heap,00-0020516,10.0,2001.0,2001.0,Ravens,31.0,31.0,0.51,12.7,600.0,190.21,1192.0,35.544203088532726,2011.0,Cardinals,-0.05,50.00%,todd heap,todd heap,todd heap,144,Todd Heap,ARZ,TE,7.8,2,75.0,MISSING,0,0,0,7.7,2,9,1,0,62.5,75.3,71.0,75.3,62.8,43.0,89,1,28,3.9,8,207,2,24,91.8,190,50.7,105,98.8,32,1,3.9,8,283,111,4.6,11.8,1.49,8,135,202,2011,14342.0,MISSING,todd heap
2134.0,2134.0,2011.0,Bears,TE,Kellen Davis,00-0026298,3.0,2008.0,2008.0,Bears,25.0,158.0,0.111,2.4,28.0,9.91,334.0,44.11397453919379,2011.0,Bears,-0.07,50.00%,kellen davis,kellen davis,kellen davis,145,Kellen Davis,CHI,TE,10.3,5,58.1,MISSING,0,0,0,10.0,2,13,6,0,43.8,73.9,78.8,68.8,66.3,72.8,254,3,32,34.1,119,349,3,18,61.6,215,15.8,55,78.2,31,5,2.0,7,206,68,3.8,11.4,0.96,119,378,316,2011,24900.8,MISSING,kellen davis
2616.0,2616.0,2011.0,Chiefs,TE,Leonard Pope,00-0024287,5.0,2006.0,2006.0,Cardinals,27.0,72.0,0.271,7.4,230.0,66.81,748.0,83.96754467987483,2011.0,Chiefs,-0.1,43.80%,leonard pope,leonard pope,leonard pope,146,Leonard Pope,KC,TE,5.9,1,77.4,MISSING,0,0,0,17.2,5,12,16,0,32.2,75.3,61.2,70.6,59.9,84.1,238,0,39,40.6,115,283,10,24,55.8,158,14.5,41,110.6,31,1,0.4,1,247,124,5.2,10.3,1.56,115,315,280,2011,17136.0,MISSING,leonard pope
2319.0,2319.0,2011.0,Broncos,TE,Daniel Fells,00-0023752,5.0,2006.0,2006.0,MISSING,27.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011.0,Broncos,-0.09,50.00%,daniel fells,daniel fells,daniel fells,147,Daniel Fells,DEN,TE,11.5,1,70.0,MISSING,0,0,1,0.0,0,16,10,2,62.4,18.8,65.3,67.6,53.1,70.4,349,1,40,30.8,153,496,2,21,64.3,319,22.8,113,123.3,30,3,1.2,6,313,99,4.7,14.9,0.98,153,540,468,2011,30560.4,MISSING,daniel fells
2689.0,2689.0,2011.0,Colts,TE,Jacob Tamme,00-0026267,3.0,2008.0,2008.0,Colts,26.0,127.0,0.146,3.8,45.0,19.77,449.0,62.65805210471415,2011.0,Colts,-0.19,12.50%,jacob tamme,jacob tamme,jacob tamme,148,Jacob Tamme,IND,TE,4.9,1,67.9,MISSING,0,0,0,0.0,0,10,14,0,83.2,74.1,64.9,55.7,63.8,77.5,162,0,29,10.5,22,209,1,19,88.5,185,13.9,29,96.9,28,1,0.5,1,177,89,4.7,9.3,0.96,22,121,192,2011,12460.8,MISSING,jacob tamme
3499.0,3499.0,2011.0,Raiders,TE,Brandon Myers,00-0027135,2.0,2009.0,2009.0,Raiders,25.0,202.0,0.067,0.8,11.0,3.72,205.0,25.850969016223484,2011.0,Raiders,-0.05,50.00%,brandon myers,brandon myers,brandon myers,149,Brandon Myers,OAK,TE,5.7,1,66.7,MISSING,0,0,0,5.9,1,8,23,0,67.7,73.6,68.6,57.5,69.7,83.6,158,0,24,25.9,49,189,1,16,69.3,131,9.0,17,83.9,24,0,1.1,2,151,68,4.3,9.4,1.15,49,209,177,2011,12142.2,MISSING,brandon myers
2495.0,2495.0,2011.0,Cardinals,TE,Rob Housler,00-0028007,0.0,2011.0,2011.0,Cardinals,23.0,69.0,0.283,7.6,245.0,71.38,770.0,175.7411439145086,2011.0,Cardinals,-0.05,50.00%,rob housler,rob housler,rob housler,150,Rob Housler,ARZ,TE,9.5,2,50.0,MISSING,0,0,0,33.3,6,5,1,1,27.8,21.7,52.5,72.6,47.0,42.9,60,1,21,1.4,2,140,0,12,94.3,132,49.3,69,49.5,24,0,5.0,7,133,57,4.8,11.1,1.01,2,36,136,2011,7140.0,MISSING,rob housler
2813.0,2813.0,2011.0,Cowboys,TE,Martellus Bennett,00-0026201,3.0,2008.0,2008.0,Cowboys,24.0,61.0,0.322,8.4,292.0,86.21,835.0,146.43778565909616,2011.0,Cowboys,0.07,50.00%,martellus bennett,martellus bennett,martellus bennett,151,Martellus Bennett,DAL,TE,4.5,3,70.8,MISSING,0,0,0,10.5,2,7,9,0,54.3,73.6,77.8,73.8,58.5,66.8,135,2,15,20.8,42,202,3,17,76.7,155,23.8,48,51.4,24,0,9.4,19,144,104,6.1,8.5,0.93,42,216,202,2011,15715.6,MISSING,martellus bennett
,,,,,,,,,,,,,,,,,,,,Dolphins,,,,,,152,Charles Clay,MIA,TE,11.9,1,66.7,MISSING,0,0,0,15.8,3,12,17,0,40.1,73.3,71.1,67.5,67.1,48.1,88,0,46,9.8,18,183,0,16,86.3,158,18.6,34,137.7,24,3,16.9,31,233,80,5.0,14.6,1.47,18,212,153,2011,10878.3,MISSING,charles clay
3758.0,3758.0,2011.0,Seahawks,TE,Anthony McCoy,00-0027783,1.0,2010.0,2010.0,Seahawks,23.0,185.0,0.082,1.4,17.0,5.43,251.0,37.54576848176512,2011.0,Seahawks,0.0,43.80%,anthony mccoy,anthony mccoy,anthony mccoy,153,Anthony McCoy,SEA,TE,7.5,2,54.2,MISSING,0,0,0,27.8,5,7,29,0,27.0,72.3,48.5,39.4,42.0,80.3,179,1,31,27.8,62,223,3,13,68.2,152,13.0,29,55.2,24,0,3.1,7,146,72,5.5,11.2,0.96,62,175,215,2011,10427.5,MISSING,anthony mccoy
2377.0,2377.0,2011.0,Browns,TE,Alex Smith,00-0023506,6.0,2005.0,2005.0,Buccaneers,29.0,71.0,0.275,7.5,235.0,68.3,755.0,63.08056403151153,2011.0,Browns,-0.08,25.00%,alex smith,alex smith,alex smith,154,Alex Smith,CLV,TE,5.5,4,63.6,MISSING,0,0,0,17.6,3,9,8,0,38.1,73.0,68.5,60.2,65.1,79.6,125,0,20,22.3,35,157,3,14,73.2,115,4.5,7,95.1,22,1,5.7,9,131,59,4.2,9.4,1.14,35,148,141,2011,9658.5,MISSING,alex smith
3048.0,3048.0,2011.0,Giants,TE,Bear Pascoe,00-0026931,2.0,2009.0,2009.0,49ers,25.0,184.0,0.083,1.4,18.0,5.56,254.0,34.35670114784227,2011.0,Giants,-0.02,65.00%,bear pascoe,bear pascoe,bear pascoe,155,Bear Pascoe,NYG,TE,3.4,3,85.0,MISSING,0,0,0,0.0,0,10,21,0,82.2,73.6,65.7,65.1,63.1,50.6,124,0,22,22.9,56,245,5,17,73.9,181,15.5,38,119.8,20,1,6.1,15,175,118,6.9,10.3,0.97,56,260,177,2011,11628.9,MISSING,bear pascoe
3047.0,3047.0,2011.0,Giants,TE,Travis Beckum,00-0027070,2.0,2009.0,2009.0,Giants,24.0,100.0,0.196,5.3,100.0,36.06,575.0,96.10694121980713,2011.0,Giants,-0.02,65.00%,travis beckum,travis beckum,travis beckum,156,Travis Beckum,NYG,TE,7.8,3,63.2,MISSING,0,0,0,7.7,1,6,21,0,61.8,71.9,63.2,30.4,58.7,42.9,66,0,67,13.6,21,154,0,12,81.2,125,46.1,71,102.5,19,1,11.0,17,138,69,5.8,11.5,1.1,21,62,154,2011,9732.8,MISSING,travis beckum
2935.0,2935.0,2011.0,Eagles,TE,Clay Harbor,00-0027725,1.0,2010.0,2010.0,Eagles,24.0,125.0,0.149,3.9,47.0,20.67,457.0,78.2981689020182,2011.0,Eagles,0.11,50.00%,clay harbor,clay harbor,clay harbor,157,Clay Harbor,PHI,TE,9.2,2,68.4,MISSING,0,0,0,7.1,1,8,24,0,64.4,72.7,69.8,63.1,69.8,71.6,116,1,27,27.2,44,162,3,13,69.8,113,15.4,25,90.5,19,1,6.8,11,163,47,3.6,12.5,1.44,44,197,152,2011,10609.6,MISSING,clay harbor
2751.0,2751.0,2011.0,Commanders,TE,Logan Paulsen,00-0027215,1.0,2010.0,2010.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011.0,Commanders,-0.1,31.30%,logan paulsen,logan paulsen,logan paulsen,158,Logan Paulsen,WAS,TE,10.3,1,61.1,MISSING,0,0,0,0.0,0,7,32,0,78.7,71.5,62.6,54.3,61.4,87.7,157,0,24,25.7,46,179,4,11,70.4,126,6.1,11,85.0,18,0,1.1,2,138,61,5.5,12.5,1.1,46,179,170,2011,10642.0,MISSING,logan paulsen
2440.0,2440.0,2011.0,Buccaneers,TE,Luke Stocker,00-0028042,0.0,2011.0,2011.0,Buccaneers,23.0,104.0,0.187,5.0,86.0,32.98,554.0,111.11594262093318,2011.0,Buccaneers,-0.24,25.00%,luke stocker,luke stocker,luke stocker,159,Luke Stocker,TB,TE,6.6,0,70.6,MISSING,0,0,0,14.3,2,5,30,0,48.0,72.3,68.5,69.7,55.1,80.1,129,0,24,37.9,61,161,2,12,56.5,91,5.6,9,83.5,17,0,0.6,1,92,42,3.5,7.7,1.01,61,187,139,2011,9521.5,MISSING,luke stocker
,,,,,,,,,,,,,,,,,,,,Steelers,,,,,,160,David Johnson,PIT,TE,2.6,4,75.0,MISSING,0,0,0,14.3,2,5,25,0,47.7,72.3,74.1,69.7,45.6,65.4,117,0,25,33.5,60,179,2,12,65.4,117,1.7,3,109.1,16,1,1.1,2,91,65,5.4,7.6,0.78,60,290,122,2011,9040.2,MISSING,david johnson
,,,,,,,,,,,,,,,,,,,,Cowboys,,,,,,161,John Phillips,DAL,TE,0.7,1,93.8,MISSING,0,0,0,0.0,0,4,9,0,81.1,73.0,61.5,43.4,61.4,39.9,63,0,12,31.6,50,158,1,15,67.1,106,3.2,5,113.8,16,1,7.6,12,101,93,6.2,6.7,0.95,50,164,80,2011,4920.0,MISSING,john phillips
2190.0,2190.0,2011.0,Bengals,TE,Donald Lee,00-0021929,8.0,2003.0,2003.0,Dolphins,31.0,156.0,0.113,2.4,29.0,10.36,341.0,12.219462366456847,2011.0,Bengals,0.0,52.90%,donald lee,donald lee,donald lee,162,Donald Lee,CIN,TE,5.6,2,85.7,MISSING,0,0,1,0.0,0,6,7,0,79.4,71.9,70.7,65.0,73.1,79.4,104,0,36,24.4,32,131,3,12,71.0,93,10.7,14,111.6,14,0,3.1,4,151,96,8.0,12.6,1.62,32,136,122,2011,8625.4,MISSING,donald lee
3937.0,3937.0,2011.0,Titans,TE,Craig Stevens,00-0026225,3.0,2008.0,2008.0,Titans,26.0,85.0,0.231,6.3,165.0,50.18,660.0,105.3125186043372,2011.0,Titans,-0.02,56.30%,craig stevens,craig stevens,craig stevens,163,Craig Stevens,TEN,TE,12.1,2,64.3,MISSING,0,0,0,0.0,0,6,31,0,77.3,70.6,68.2,71.4,57.9,66.9,99,0,58,20.3,30,148,3,9,77.0,114,23.0,34,128.9,14,1,6.1,9,166,79,8.8,18.4,1.46,30,272,142,2011,9684.4,MISSING,craig stevens
2375.0,2375.0,2011.0,Browns,TE,Jordan Cameron,00-0028040,0.0,2011.0,2011.0,Browns,23.0,102.0,0.192,5.1,92.0,34.49,564.0,113.94370123840322,2011.0,Browns,-0.08,25.00%,jordan cameron,jordan cameron,jordan cameron,164,Jordan Cameron,CLV,TE,7.3,0,46.2,MISSING,0,0,0,14.3,1,1,8,0,49.7,68.8,56.2,72.6,54.9,47.8,22,0,15,6.5,3,46,0,6,89.1,41,21.7,10,53.0,13,0,28.3,13,33,16,2.7,5.5,0.8,3,13,45,2011,2529.0,MISSING,jordan cameron
3252.0,3252.0,2011.0,Lions,TE,Will Heller,00-0021756,8.0,2003.0,2003.0,MISSING,30.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2011.0,Lions,0.15,58.80%,will heller,will heller,will heller,165,Will Heller,DET,TE,3.2,0,53.8,MISSING,0,0,0,0.0,0,4,11,0,75.6,69.5,65.2,79.6,54.8,54.7,76,1,12,36.7,51,139,1,7,61.2,85,2.2,3,57.2,13,1,0.0,0,52,27,3.9,7.4,0.61,51,134,79,2011,5150.8,MISSING,will heller
3759.0,3759.0,2011.0,Seahawks,TE,Cameron Morrah,00-0026963,2.0,2009.0,2009.0,Seahawks,24.0,248.0,0.049,0.0,0.0,1.34,97.0,12.58309578676374,2011.0,Seahawks,0.0,43.80%,cameron morrah,cameron morrah,cameron morrah,166,Cameron Morrah,SEA,TE,8.0,0,46.2,MISSING,0,0,1,33.3,3,4,29,0,28.3,70.3,53.7,77.8,45.0,79.3,73,0,21,9.8,9,92,1,6,83.7,77,7.6,7,64.3,13,0,10.9,10,74,38,6.3,12.3,0.96,9,72,90,2011,4833.0,MISSING,cameron morrah
