player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,sacks,snap_counts_box,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,stops,tackles,tackles_for_loss,targets,total_pressures,weighted_grade,weighted_average_grade
00-0036270,2021,Panthers,0.3324197260273973,23.0,42.94603597530333,-0.101,29.40%,Kamal Martin,LB,11.0,3.0,0.0,0.0,0.0,5.0,0.0,33.1,26.2,69.8,MISSING,43.2,22.5,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,9.0,11.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,288.2,MISSING
00-0034396,2021,Panthers,0.5415589041095891,26.0,42.22782389555671,-0.101,29.40%,Jermaine Carter,LB,852.0,17.0,24.0,0.0,0.0,5.0,1.0,48.0,42.6,61.5,64.6,40.4,36.7,4.0,7.0,0.0,18.5,20.0,1.0,2.0,0.0,797.0,830.0,45.0,395.0,38.0,64.0,4.0,37.0,11.0,36295.2,MISSING
00-0029061,2021,Panthers,0.4657534246575342,30.0,0.0,-0.101,29.40%,Julian Stanford,LB,76.0,6.0,0.0,0.0,0.0,5.0,0.0,56.1,51.1,79.2,53.9,52.2,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,69.0,6.0,35.0,1.0,3.0,0.0,2.0,0.0,3883.6,MISSING
00-0034302,2021,Panthers,0.6027397260273972,24.0,0.0,-0.101,29.40%,Frankie Luvu,LB,249.0,16.0,11.0,0.0,0.0,5.0,3.0,64.1,84.8,40.3,87.9,77.2,54.5,1.0,8.0,0.0,15.8,6.0,0.0,1.0,2.0,131.0,141.0,71.0,120.0,20.0,21.0,7.0,4.0,11.0,21115.2,MISSING
00-0035240,2021,Patriots,0.3500745205479452,24.0,214.9410378300405,0.133,55.60%,Jahlani Tavai,LB,57.0,9.0,1.0,0.0,0.0,19.0,1.0,27.4,37.6,75.7,55.2,73.9,29.8,0.0,1.0,0.0,33.3,3.0,0.0,0.0,0.0,50.0,50.0,2.0,35.0,1.0,5.0,0.0,5.0,1.0,2143.2000000000003,MISSING
00-0031360,2021,Patriots,2.396450410958904,30.0,75.19520734168783,0.133,55.60%,Kyle Van Noy,LB,810.0,16.0,14.0,0.0,2.0,19.0,1.0,84.3,72.9,60.5,60.7,62.8,58.0,1.0,21.0,1.0,14.7,10.0,4.0,3.0,5.0,335.0,375.0,200.0,317.0,27.0,44.0,2.0,25.0,27.0,59049.00000000001,MISSING
00-0029669,2021,Patriots,6.79290904109589,31.0,53.93873221039851,0.133,55.60%,Dont'a Hightower,LB,634.0,15.0,17.0,0.0,0.0,19.0,0.0,38.8,53.7,65.4,58.7,69.0,58.8,2.0,15.0,0.0,13.3,10.0,0.0,1.0,2.0,420.0,438.0,109.0,283.0,22.0,48.0,0.0,36.0,19.0,34045.8,MISSING
00-0034385,2021,Patriots,0.5457479452054794,25.0,52.44803343706005,0.133,55.60%,Ja'Whaun Bentley,LB,693.0,16.0,30.0,0.0,2.0,19.0,0.0,56.7,68.2,83.8,79.4,70.0,81.4,4.0,6.0,0.0,7.1,8.0,2.0,0.0,1.0,651.0,677.0,60.0,326.0,30.0,75.0,5.0,41.0,11.0,47262.6,MISSING
00-0030421,2021,Patriots,0.3622509589041096,31.0,45.95307593234197,0.133,55.60%,Jamie Collins Sr.,LB,301.0,12.0,8.0,0.0,0.0,19.0,1.0,76.8,84.3,84.5,76.1,76.8,72.9,2.0,6.0,1.0,6.3,2.0,1.0,0.0,1.0,170.0,188.0,45.0,151.0,13.0,22.0,3.0,10.0,9.0,25374.3,MISSING
00-0031856,2021,Patriots,0.7488591780821918,28.0,0.0,0.133,55.60%,Brandon King,LB,2.0,1.0,0.0,0.0,0.0,19.0,0.0,46.7,31.0,62.5,MISSING,MISSING,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,MISSING
00-0033392,2021,Patriots,0.5041095890410959,28.0,0.0,0.133,55.60%,Harvey Langi,LB,16.0,3.0,1.0,0.0,0.0,19.0,0.0,64.7,59.5,72.1,MISSING,53.4,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,952.0,MISSING
00-0036990,2021,Raiders,0.4962224657534247,23.0,152.08034132056733,-0.062,55.60%,Divine Deablo,LB,297.0,8.0,9.0,0.0,0.0,23.0,0.0,53.7,63.2,81.3,67.9,71.9,77.6,0.0,2.0,0.0,2.6,1.0,1.0,1.0,0.0,248.0,282.0,10.0,128.0,11.0,28.0,0.0,16.0,2.0,18770.4,MISSING
00-0032103,2021,Raiders,0.5424657534246575,28.0,89.11973902660424,-0.062,55.60%,Denzel Perryman,LB,863.0,15.0,33.0,0.0,1.0,23.0,2.0,57.7,62.3,43.2,77.8,68.0,70.0,3.0,3.0,0.0,8.3,14.0,3.0,2.0,0.0,679.0,854.0,9.0,337.0,61.0,121.0,5.0,74.0,6.0,53764.9,MISSING
00-0032773,2021,Raiders,1.3654794520547944,28.0,49.46738720855424,-0.062,55.60%,Nick Kwiatkoski,LB,67.0,6.0,0.0,0.0,0.0,23.0,0.0,64.6,59.4,75.8,59.6,49.5,54.1,0.0,0.0,0.0,13.3,2.0,0.0,0.0,0.0,54.0,67.0,1.0,19.0,3.0,13.0,1.0,5.0,0.0,3979.8,MISSING
00-0033956,2021,Raiders,0.2800602739726027,25.0,35.192588266175626,-0.062,55.60%,Marquel Lee,LB,34.0,4.0,2.0,0.0,0.0,23.0,0.0,65.2,50.3,74.7,60.0,48.5,31.7,0.0,0.0,0.0,28.6,2.0,0.0,0.0,0.0,33.0,34.0,1.0,27.0,1.0,3.0,0.0,1.0,0.0,1710.1999999999998,MISSING
00-0028037,2021,Raiders,1.7835616438356166,32.0,13.149444868185984,-0.062,55.60%,K.J. Wright,LB,426.0,17.0,20.0,0.0,0.0,23.0,0.0,57.9,63.7,83.7,52.1,67.2,62.9,0.0,2.0,0.0,9.8,6.0,0.0,1.0,0.0,231.0,281.0,4.0,220.0,21.0,35.0,2.0,16.0,2.0,27136.2,MISSING
00-0035223,2021,Steelers,0.483198904109589,24.0,23.444788778374026,-0.057,52.90%,Ulysees Gilbert,LB,37.0,3.0,0.0,0.0,0.0,25.0,0.0,75.4,74.8,96.3,56.6,61.8,75.0,0.0,0.0,0.0,33.3,1.0,0.0,0.0,0.0,32.0,36.0,2.0,9.0,1.0,2.0,0.0,1.0,0.0,2767.6,MISSING
00-0034720,2021,Steelers,0.4657534246575342,25.0,0.0,-0.057,52.90%,Robert Spillane,LB,347.0,12.0,17.0,0.0,0.0,25.0,0.0,49.8,49.8,35.5,61.1,55.0,67.3,0.0,0.0,0.0,7.8,4.0,0.0,1.0,0.0,296.0,328.0,14.0,139.0,14.0,30.0,2.0,23.0,0.0,17280.6,MISSING
00-0036844,2021,Texans,0.4021758904109588,22.0,50.96938142649791,-0.211,23.50%,Garret Wallow,LB,180.0,10.0,8.0,0.0,0.0,13.0,0.0,29.9,33.9,76.5,66.6,47.9,45.9,0.0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,137.0,167.0,5.0,83.0,7.0,12.0,1.0,17.0,1.0,6102.0,MISSING
00-0031361,2021,Texans,1.450442739726027,29.0,46.73123120542356,-0.211,23.50%,Christian Kirksey,LB,790.0,13.0,18.0,0.0,0.0,13.0,2.0,61.9,50.3,35.1,63.1,41.4,74.5,2.0,4.0,1.0,7.3,7.0,6.0,2.0,0.0,720.0,771.0,32.0,368.0,36.0,71.0,6.0,51.0,6.0,39737.0,MISSING
00-0033973,2022,Bears,0.0716455331412103,26.0,9.10985521045295,-0.162,17.70%,Elijah Lee,LB,8.0,1.0,0.0,0.0,0.0,6.0,0.0,43.9,43.8,69.3,57.8,63.0,22.6,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,7.0,8.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,350.4,MISSING
00-0037109,2022,Bears,0.3398174831892411,22.0,0.0,-0.162,17.70%,Jack Sanborn,LB,330.0,8.0,9.0,0.0,0.0,6.0,0.0,67.8,64.5,82.5,76.6,53.6,71.1,1.0,3.0,0.0,9.4,6.0,0.0,0.0,2.0,297.0,324.0,19.0,159.0,24.0,49.0,3.0,22.0,6.0,21285.0,MISSING
00-0033445,2022,Bears,1.2007684918347743,26.0,0.0,-0.162,17.70%,Nicholas Morrow,LB,1086.0,17.0,27.0,1.0,0.0,6.0,0.0,61.3,54.0,85.1,54.2,46.8,56.9,0.0,7.0,1.0,12.4,17.0,1.0,1.0,1.0,956.0,1046.0,45.0,515.0,48.0,93.0,11.0,55.0,8.0,58644.0,MISSING
00-0030761,2022,Bears,0.3582276657060518,31.0,0.0,-0.162,17.70%,Joe Thomas,LB,413.0,14.0,19.0,0.0,0.0,6.0,1.0,57.1,63.0,43.8,70.1,66.0,52.7,1.0,0.0,0.0,15.9,10.0,0.0,1.0,1.0,352.0,381.0,24.0,224.0,19.0,34.0,3.0,20.0,2.0,26019.0,MISSING
00-0034769,2022,Bears,0.018812199807877,26.0,0.0,-0.162,17.70%,DeMarquis Gates,LB,2.0,2.0,1.0,0.0,0.0,6.0,0.0,MISSING,73.8,66.9,MISSING,65.2,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,147.6,MISSING
00-0036294,2022,Bengals,0.6478376560999038,26.0,152.28863225844114,0.124,73.70%,Logan Wilson,LB,954.0,15.0,32.0,0.0,1.0,7.0,0.0,73.6,72.7,85.6,61.6,67.3,90.0,4.0,6.0,1.0,3.2,4.0,3.0,0.0,3.0,837.0,895.0,55.0,357.0,49.0,89.0,4.0,69.0,13.0,69355.8,MISSING
00-0035697,2022,Bengals,1.3464077809798272,26.0,125.26485695373412,0.124,73.70%,Germaine Pratt,LB,722.0,15.0,36.0,1.0,1.0,7.0,1.0,90.1,80.6,39.6,73.2,64.5,79.3,0.0,4.0,2.0,5.9,6.0,2.0,2.0,1.0,582.0,608.0,32.0,351.0,32.0,60.0,4.0,42.0,5.0,58193.2,MISSING
00-0036298,2022,Bengals,0.5280393852065322,24.0,87.66690906740426,0.124,73.70%,Akeem Davis-Gaither,LB,228.0,16.0,11.0,0.0,0.0,7.0,1.0,59.3,60.8,81.6,71.2,54.9,86.1,0.0,7.0,0.0,2.5,1.0,1.0,0.0,0.0,144.0,171.0,30.0,65.0,17.0,28.0,2.0,22.0,7.0,13862.4,MISSING
00-0036314,2022,Bengals,0.4435273775216138,25.0,20.522808166085436,0.124,73.70%,Markus Bailey,LB,58.0,9.0,1.0,0.0,0.0,7.0,0.0,53.4,70.9,76.7,55.2,80.4,55.9,0.0,0.0,0.0,12.5,2.0,0.0,0.0,0.0,43.0,48.0,3.0,37.0,3.0,13.0,1.0,2.0,0.0,4112.200000000001,MISSING
00-0036432,2022,Bengals,0.3962536023054755,26.0,14.733602115396929,0.124,73.70%,Clay Johnston,LB,2.0,2.0,0.0,0.0,0.0,7.0,0.0,MISSING,60.0,63.6,60.0,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,MISSING
00-0035895,2022,Bengals,0.2305475504322766,24.0,0.0,0.124,73.70%,Joe Bachie,LB,14.0,3.0,3.0,0.0,0.0,7.0,0.0,65.8,78.4,70.3,MISSING,73.1,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1097.6,MISSING
00-0034673,2022,Bills,6.107588856868396,24.0,297.8920745708407,0.156,77.80%,Tremaine Edmunds,LB,760.0,13.0,24.0,0.0,0.0,4.0,0.0,88.1,79.0,85.0,69.7,56.5,81.7,2.0,4.0,1.0,6.5,7.0,6.0,0.0,1.0,733.0,752.0,33.0,270.0,37.0,77.0,5.0,56.0,7.0,60040.0,MISSING
00-0037254,2022,Bills,0.4482459173871277,23.0,134.8794788690552,0.156,77.80%,Terrel Bernard,LB,111.0,6.0,5.0,0.0,0.0,4.0,0.0,53.2,64.6,79.9,57.3,75.5,64.5,0.0,0.0,0.0,5.9,1.0,0.0,0.0,0.0,96.0,104.0,2.0,52.0,3.0,11.0,0.0,9.0,0.0,7170.599999999999,MISSING
00-0033571,2022,Bills,2.364835734870317,28.0,27.859682188336667,0.156,77.80%,Matt Milano,LB,946.0,15.0,22.0,0.0,0.0,4.0,2.0,82.2,73.7,65.1,73.3,55.2,48.3,6.0,11.0,3.0,16.7,20.0,5.0,2.0,2.0,768.0,875.0,58.0,319.0,46.0,78.0,12.0,70.0,19.0,69720.2,MISSING
00-0037318,2022,Bills,0.3510715658021133,23.0,18.662540381791484,0.156,77.80%,Baylon Spector,LB,12.0,1.0,0.0,0.0,0.0,4.0,0.0,36.0,27.9,71.9,MISSING,60.0,38.2,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,1.0,4.0,0.0,5.0,0.0,334.79999999999995,MISSING
00-0030463,2022,Bills,0.1910547550432276,31.0,9.994988060113537,0.156,77.80%,A.J. Klein,LB,104.0,4.0,3.0,0.0,0.0,4.0,0.0,47.1,47.7,77.8,60.7,54.2,49.7,0.0,1.0,0.0,20.0,3.0,0.0,0.0,0.0,97.0,100.0,7.0,45.0,6.0,9.0,2.0,9.0,1.0,4960.8,MISSING
00-0032366,2022,Bills,1.5609990393852065,29.0,5.756465132860768,0.156,77.80%,Tyler Matakevich,LB,3.0,1.0,0.0,0.0,0.0,4.0,0.0,60.0,76.0,66.2,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,228.0,MISSING
00-0035352,2022,Bills,0.4298751200768492,24.0,0.0,0.156,77.80%,Tyrel Dodson,LB,220.0,8.0,6.0,0.0,0.0,4.0,0.0,43.9,48.4,80.5,74.4,55.7,65.2,1.0,5.0,0.0,10.3,3.0,0.0,0.0,1.0,196.0,205.0,14.0,69.0,8.0,20.0,0.0,13.0,7.0,10648.0,MISSING
00-0034368,2022,Broncos,1.8011527377521614,27.0,72.80595968297786,-0.036,29.40%,Josey Jewell,LB,825.0,13.0,30.0,0.0,1.0,10.0,2.0,62.2,71.7,83.3,58.3,79.6,68.4,2.0,6.0,2.0,9.2,12.0,2.0,0.0,3.0,776.0,816.0,73.0,329.0,40.0,89.0,5.0,76.0,11.0,59152.5,MISSING
00-0036428,2022,Broncos,0.4584260326609029,26.0,37.33524751920916,-0.036,29.40%,Justin Strnad,LB,2.0,2.0,0.0,0.0,0.0,10.0,0.0,MISSING,63.1,99.9,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,126.2,MISSING
00-0035670,2022,Broncos,0.1802487992315081,26.0,10.896065349343989,-0.036,29.40%,Dakota Allen,LB,1.0,1.0,0.0,0.0,0.0,10.0,0.0,MISSING,60.0,60.0,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,MISSING
00-0034424,2022,Bears,0.5031219980787704,26.0,14.984863120720473,-0.162,17.70%,Matthew Adams,LB,189.0,10.0,8.0,0.0,1.0,6.0,0.0,71.9,69.6,77.7,63.8,63.2,69.3,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,131.0,166.0,4.0,128.0,9.0,15.0,2.0,6.0,1.0,13154.4,MISSING
00-0035804,2022,Broncos,0.3962536023054755,25.0,0.0,-0.036,29.40%,Jonas Griffith,LB,336.0,9.0,11.0,0.0,0.0,10.0,0.0,55.8,52.9,81.2,52.6,52.5,60.4,3.0,5.0,1.0,12.2,5.0,0.0,0.0,0.0,283.0,321.0,28.0,135.0,14.0,25.0,0.0,23.0,8.0,17774.399999999998,MISSING
00-0035166,2022,49ers,1.9145052833813645,25.0,0.0,0.196,75.00%,Azeez Al-Shaair,LB,313.0,12.0,16.0,0.0,0.0,28.0,1.0,53.6,67.8,33.1,83.0,79.7,72.2,1.0,5.0,0.0,8.9,4.0,0.0,1.0,0.0,216.0,291.0,14.0,148.0,10.0,25.0,1.0,18.0,6.0,21221.4,MISSING
00-0034982,2022,49ers,0.9919841498559078,25.0,49.505499943184375,0.196,75.00%,Dre Greenlaw,LB,850.0,15.0,25.0,1.0,2.0,28.0,2.0,81.2,81.2,40.1,65.6,78.8,80.5,0.0,4.0,1.0,5.8,8.0,3.0,5.0,1.0,734.0,816.0,36.0,293.0,59.0,105.0,3.0,96.0,5.0,69020.0,MISSING
00-0031308,2021,Texans,1.547139178082192,29.0,21.769756646387798,-0.211,23.50%,Kevin Pierre-Louis,LB,29.0,3.0,2.0,0.0,0.0,13.0,0.0,64.4,81.0,73.0,MISSING,77.5,75.7,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,20.0,25.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,2349.0,MISSING
00-0032437,2021,Texans,1.3376246575342463,27.0,14.080608262639752,-0.211,23.50%,Kamu Grugier-Hill,LB,778.0,14.0,21.0,0.0,2.0,13.0,0.0,45.7,44.2,61.5,65.7,45.0,59.3,2.0,5.0,1.0,12.2,14.0,3.0,2.0,3.0,606.0,709.0,40.0,371.0,48.0,80.0,9.0,58.0,10.0,34387.600000000006,MISSING
00-0031740,2021,Texans,1.0797742465753424,28.0,0.0,-0.211,23.50%,Neville Hewitt,LB,325.0,11.0,12.0,0.0,0.0,13.0,0.0,56.1,49.4,82.5,61.9,46.6,83.5,1.0,0.0,0.0,5.8,3.0,0.0,0.0,0.0,316.0,320.0,11.0,173.0,22.0,37.0,2.0,15.0,1.0,16055.0,MISSING
00-0033344,2021,Texans,0.2587517808219178,27.0,0.0,-0.211,23.50%,Hardy Nickerson,LB,9.0,1.0,0.0,0.0,0.0,13.0,0.0,61.2,44.2,66.6,MISSING,44.5,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,397.8,MISSING
00-0033336,2021,Texans,0.3150684931506849,26.0,0.0,-0.211,23.50%,Eric Wilson,LB,298.0,9.0,15.0,0.0,0.0,13.0,0.0,53.3,39.6,81.5,78.5,28.2,49.0,1.0,1.0,1.0,14.0,7.0,0.0,0.0,0.0,272.0,294.0,7.0,107.0,11.0,28.0,1.0,25.0,2.0,11800.8,MISSING
00-0035373,2021,Texans,0.0200909589041095,26.0,0.0,-0.211,23.50%,Connor Strachan,LB,4.0,1.0,1.0,0.0,0.0,13.0,0.0,36.5,46.0,66.7,MISSING,73.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,184.0,MISSING
00-0034743,2021,Titans,2.01844,25.0,283.76547319890085,0.043,66.70%,Rashaan Evans,LB,445.0,12.0,19.0,0.0,1.0,31.0,1.0,49.1,44.5,81.5,64.3,41.3,59.9,0.0,2.0,2.0,11.1,7.0,0.0,1.0,0.0,414.0,434.0,13.0,168.0,16.0,37.0,2.0,28.0,2.0,19802.5,MISSING
00-0033547,2021,Titans,0.2312630136986301,26.0,141.3852920426746,0.043,66.70%,Zach Cunningham,LB,646.0,14.0,23.0,0.0,1.0,31.0,0.0,39.3,60.2,83.4,51.7,85.1,50.2,1.0,1.0,0.0,13.2,14.0,3.0,0.0,0.0,513.0,600.0,34.0,273.0,39.0,69.0,9.0,61.0,2.0,38889.2,MISSING
00-0037000,2021,Titans,0.4830745205479452,22.0,129.9039293286819,0.043,66.70%,Monty Rice,LB,179.0,6.0,12.0,0.0,0.0,31.0,0.0,62.8,56.1,78.1,53.6,51.5,37.2,1.0,0.0,0.0,18.4,7.0,1.0,1.0,0.0,173.0,179.0,4.0,90.0,10.0,19.0,0.0,12.0,1.0,10041.9,MISSING
00-0033954,2021,Titans,1.4531293150684932,26.0,41.24186946552129,0.043,66.70%,Jayon Brown,LB,421.0,10.0,14.0,0.0,0.0,31.0,0.0,61.5,51.2,44.0,49.0,42.1,62.9,0.0,1.0,1.0,11.9,7.0,1.0,1.0,0.0,354.0,387.0,21.0,143.0,18.0,38.0,0.0,24.0,1.0,21555.2,MISSING
00-0035292,2021,Titans,0.4890021917808219,24.0,32.46362057720792,0.043,66.70%,David Long Jr.,LB,634.0,10.0,24.0,0.0,0.0,31.0,0.0,65.8,67.4,55.5,77.3,61.7,47.8,2.0,7.0,2.0,14.4,13.0,3.0,2.0,0.0,549.0,599.0,52.0,171.0,26.0,53.0,4.0,51.0,9.0,42731.600000000006,MISSING
00-0032081,2021,Titans,0.5342465753424658,30.0,0.0,0.043,66.70%,Nick Dzubnar,LB,36.0,10.0,2.0,0.0,0.0,31.0,0.0,67.5,55.5,77.6,51.7,51.4,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,16.0,1.0,3.0,0.0,1.0,0.0,1998.0,MISSING
00-0033765,2021,Titans,0.2240482191780821,27.0,0.0,0.043,66.70%,Dylan Cole,LB,54.0,6.0,2.0,0.0,0.0,31.0,0.0,47.0,39.8,0.0,51.4,56.7,44.3,1.0,1.0,0.0,20.0,1.0,1.0,1.0,0.0,46.0,52.0,7.0,26.0,0.0,2.0,0.0,4.0,2.0,2149.2,MISSING
00-0033659,2021,Titans,0.0076712328767123,27.0,0.0,0.043,66.70%,Joe Jones,LB,26.0,4.0,1.0,0.0,0.0,31.0,0.0,60.0,54.0,76.3,48.5,65.8,69.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,1.0,1404.0,MISSING
00-0031256,2021,Vikings,3.34456,29.0,152.2348730824638,0.022,47.10%,Anthony Barr,LB,783.0,11.0,24.0,0.0,0.0,18.0,2.0,62.9,62.9,85.5,72.3,54.2,62.3,3.0,7.0,3.0,11.1,8.0,1.0,0.0,3.0,604.0,687.0,85.0,279.0,23.0,40.0,2.0,50.0,13.0,49250.7,MISSING
00-0031554,2021,Vikings,6.831506849315068,29.0,93.7133972586115,0.022,47.10%,Eric Kendricks,LB,1032.0,15.0,37.0,0.0,0.0,18.0,1.0,72.6,59.2,63.6,60.6,42.9,63.5,0.0,6.0,2.0,11.0,17.0,2.0,3.0,5.0,925.0,991.0,68.0,398.0,44.0,100.0,4.0,59.0,11.0,61094.4,MISSING
00-0036338,2021,Vikings,0.5203534246575343,24.0,72.27813744552853,0.022,47.10%,Troy Dye,LB,54.0,3.0,2.0,0.0,0.0,18.0,0.0,62.7,60.6,76.6,MISSING,57.4,61.3,0.0,0.0,0.0,9.1,1.0,0.0,0.0,0.0,52.0,54.0,0.0,25.0,3.0,8.0,0.0,0.0,0.0,3272.4,MISSING
00-0032892,2021,Vikings,0.9427879452054796,28.0,68.92468556526626,0.022,47.10%,Nick Vigil,LB,718.0,16.0,22.0,0.0,0.0,18.0,0.0,53.2,42.1,83.0,62.9,30.8,65.4,2.0,7.0,1.0,11.0,10.0,0.0,0.0,1.0,576.0,668.0,34.0,302.0,31.0,59.0,4.0,47.0,10.0,30227.8,MISSING
00-0035984,2021,Vikings,0.4273972602739726,24.0,0.0,0.022,47.10%,Blake Lynch,LB,218.0,10.0,5.0,0.0,1.0,18.0,1.0,68.7,64.6,80.8,85.2,52.9,87.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,144.0,170.0,8.0,125.0,12.0,20.0,0.0,11.0,2.0,14082.8,MISSING
00-0034815,2022,49ers,3.921229586935639,25.0,116.19747527409092,0.196,75.00%,Fred Warner,LB,1026.0,17.0,35.0,0.0,1.0,28.0,0.0,77.4,83.7,46.8,70.8,88.5,63.0,3.0,8.0,1.0,10.7,16.0,5.0,5.0,2.0,926.0,994.0,41.0,355.0,60.0,99.0,2.0,58.0,13.0,85876.2,MISSING
00-0034754,2022,49ers,0.6762728146013449,27.0,91.66577682228564,0.196,75.00%,Oren Burks,LB,156.0,10.0,9.0,0.0,0.0,28.0,0.0,68.2,79.2,76.5,62.6,82.3,77.8,0.0,0.0,0.0,3.8,1.0,1.0,0.0,1.0,126.0,142.0,8.0,69.0,7.0,16.0,1.0,14.0,1.0,12355.2,MISSING
00-0035020,2022,49ers,0.4298751200768492,25.0,0.0,0.196,75.00%,Demetrius Flannigan-Fowles,LB,81.0,7.0,3.0,0.0,0.0,28.0,0.0,42.2,45.3,73.7,68.8,52.7,62.5,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,61.0,79.0,4.0,38.0,3.0,6.0,0.0,5.0,1.0,3669.3,MISSING
00-0031553,2015,Texans,0.6782802903405919,22.0,262.5295764474209,0.06,52.90%,Benardrick McKinney,LB,465.0,14.0,11.0,1.0,0.0,13.0,0.0,74.2,77.5,86.6,59.2,72.5,79.9,1.0,3.0,0.0,5.7,4.0,0.0,1.0,1.0,436.0,454.0,26.0,244.0,33.0,55.0,8.0,22.0,5.0,36037.5,MISSING
00-0028836,2017,Seahawks,0.9281437125748504,30.0,0.0,0.06,56.30%,Michael Wilhoite,LB,306.0,14.0,5.0,0.0,0.0,29.0,0.0,77.3,67.4,84.1,57.0,57.3,82.7,0.0,0.0,1.0,3.1,1.0,0.0,0.0,0.0,120.0,156.0,18.0,200.0,19.0,26.0,2.0,7.0,0.0,20624.4,MISSING
00-0025945,2012,Vikings,1.2023217247097846,26.0,0.0,-0.01,58.80%,Erin Henderson,LB,743.0,15.0,11.0,0.0,1.0,18.0,0.0,38.9,55.0,54.4,72.8,68.4,81.2,2.0,4.0,0.0,4.8,4.0,4.0,3.0,3.0,692.0,742.0,61.0,324.0,42.0,69.0,6.0,56.0,9.0,40865.0,MISSING
00-0028260,2012,Vikings,0.3855721393034826,24.0,0.0,-0.01,58.80%,Larry Dean,LB,9.0,4.0,0.0,0.0,0.0,18.0,0.0,MISSING,67.5,66.4,MISSING,64.8,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,607.5,MISSING
00-0025398,2013,49ers,1.9310275080906147,28.0,190.97884593839663,0.09,73.70%,Patrick Willis,LB,1044.0,17.0,23.0,0.0,2.0,28.0,1.0,81.6,88.6,91.4,79.3,84.6,80.6,3.0,7.0,1.0,8.1,11.0,1.0,0.0,3.0,801.0,897.0,65.0,402.0,54.0,102.0,7.0,66.0,13.0,92498.4,MISSING
00-0027894,2013,49ers,2.512590614886732,25.0,97.6896726521068,0.09,73.70%,NaVorro Bowman,LB,1208.0,19.0,22.0,0.0,6.0,28.0,2.0,86.7,90.6,73.0,92.1,78.3,73.2,3.0,14.0,2.0,8.4,14.0,4.0,2.0,7.0,1112.0,1138.0,83.0,461.0,78.0,130.0,10.0,68.0,24.0,109444.8,MISSING
00-0030100,2013,49ers,0.3494482200647249,23.0,44.148250040318125,0.09,73.70%,Nick Moody,LB,10.0,1.0,0.0,0.0,0.0,28.0,0.0,49.9,46.6,72.3,55.8,MISSING,73.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,466.0,MISSING
