player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,sacks,snap_counts_box,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,stops,tackles,tackles_for_loss,targets,total_pressures,weighted_grade,weighted_average_grade
00-0034720,2023,Raiders,1.1877224199288257,27.0,0.0,-0.05,47.10%,Robert Spillane,LB,1100.0,17.0,44.0,1.0,1.0,23.0,1.0,59.0,77.1,50.6,87.7,89.0,69.1,2.0,13.0,3.0,10.8,17.0,2.0,2.0,4.0,989.0,1037.0,55.0,439.0,52.0,96.0,5.0,67.0,19.0,84810.0,MISSING
00-0035076,2023,Raiders,0.401344306049822,27.0,0.0,-0.05,47.10%,Curtis Bolton,LB,16.0,3.0,0.0,0.0,0.0,23.0,0.0,29.0,29.0,72.6,MISSING,56.6,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,8.0,1.0,1.0,0.0,2.0,0.0,464.0,MISSING
00-0037383,2023,Raiders,0.2038847864768683,23.0,0.0,-0.05,47.10%,Kana'i Mauga,LB,11.0,1.0,0.0,0.0,0.0,23.0,0.0,52.7,53.9,69.4,MISSING,62.0,28.6,0.0,0.0,0.0,33.3,1.0,0.0,0.0,0.0,11.0,11.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,592.9,MISSING
00-0037517,2023,Raiders,0.3884933274021352,25.0,0.0,-0.05,47.10%,Luke Masterson,LB,182.0,14.0,6.0,0.0,2.0,23.0,0.0,76.2,86.9,78.4,54.1,88.7,53.0,0.0,0.0,0.0,13.8,4.0,1.0,0.0,0.0,157.0,178.0,4.0,87.0,10.0,19.0,1.0,15.0,0.0,15815.8,MISSING
00-0036994,2023,Rams,0.5806192170818505,23.0,92.3849873246454,0.04,55.60%,Ernest Jones,LB,988.0,16.0,45.0,0.0,0.0,26.0,0.0,57.5,78.8,88.3,83.1,86.2,77.6,2.0,29.0,0.0,8.3,13.0,4.0,1.0,6.0,890.0,934.0,141.0,360.0,51.0,99.0,11.0,52.0,37.0,77854.4,MISSING
00-0035942,2023,Rams,0.4181494661921708,26.0,0.0,0.04,55.60%,Christian Rozeboom,LB,579.0,18.0,18.0,0.0,0.0,26.0,0.0,51.8,47.9,80.2,61.5,42.2,34.8,2.0,2.0,1.0,18.9,18.0,2.0,0.0,0.0,515.0,579.0,36.0,204.0,32.0,59.0,4.0,49.0,4.0,27734.1,MISSING
00-0037074,2023,Packers,1.3993896797153025,23.0,346.5919316357632,0.05,52.60%,Quay Walker,LB,973.0,16.0,43.0,0.0,0.0,12.0,0.0,54.7,58.5,64.9,58.2,63.5,81.8,2.0,11.0,1.0,7.6,11.0,3.0,2.0,3.0,866.0,925.0,76.0,377.0,43.0,90.0,6.0,68.0,16.0,56920.5,MISSING
00-0035900,2023,Chiefs,0.096085409252669,26.0,0.0,0.1,71.40%,Cole Christiansen,LB,1.0,1.0,0.0,0.0,0.0,16.0,0.0,MISSING,60.0,60.0,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,MISSING
00-0035262,2023,Chiefs,1.307829181494662,28.0,54.724137429008,0.1,71.40%,Drue Tranquill,LB,721.0,19.0,18.0,0.0,2.0,16.0,0.0,66.9,68.4,88.5,84.3,55.9,70.8,2.0,15.0,0.0,8.2,8.0,1.0,0.0,5.0,599.0,644.0,69.0,283.0,42.0,72.0,4.0,47.0,22.0,49316.4,MISSING
00-0037819,2023,Chiefs,0.5100400355871887,22.0,102.10120125798542,0.1,71.40%,Leo Chenal,LB,527.0,21.0,17.0,0.0,1.0,16.0,0.0,61.1,84.0,86.2,71.6,90.6,74.2,5.0,12.0,0.0,7.6,6.0,0.0,0.0,2.0,306.0,359.0,82.0,272.0,33.0,56.0,7.0,29.0,19.0,44268.0,MISSING
00-0031361,2022,Texans,1.8082190201729107,30.0,34.61934755186785,-0.177,18.80%,Christian Kirksey,LB,1139.0,17.0,35.0,0.0,0.0,13.0,1.0,52.5,56.1,88.6,78.1,55.0,62.4,3.0,10.0,2.0,11.7,16.0,2.0,0.0,4.0,1019.0,1124.0,56.0,537.0,40.0,86.0,5.0,71.0,17.0,63897.9,MISSING
00-0031308,2022,Texans,0.3073967339097022,30.0,16.127432383451005,-0.177,18.80%,Kevin Pierre-Louis,LB,42.0,2.0,1.0,0.0,0.0,13.0,0.0,68.5,45.8,70.7,68.0,29.5,26.3,0.0,1.0,0.0,40.0,2.0,1.0,1.0,0.0,32.0,39.0,2.0,21.0,0.0,2.0,0.0,5.0,1.0,1923.6,MISSING
00-0037457,2022,Texans,0.3398174831892411,24.0,0.0,-0.177,18.80%,Jake Hansen,LB,205.0,11.0,3.0,0.0,1.0,13.0,1.0,43.7,69.1,78.0,78.3,80.0,58.9,1.0,1.0,0.0,13.0,3.0,0.0,0.0,3.0,147.0,177.0,10.0,123.0,8.0,17.0,2.0,8.0,5.0,14165.499999999998,MISSING
00-0031740,2022,Texans,0.936599423631124,29.0,0.0,-0.177,18.80%,Neville Hewitt,LB,23.0,3.0,0.0,0.0,0.0,13.0,0.0,49.0,67.3,73.7,MISSING,79.0,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,0.0,15.0,3.0,4.0,1.0,3.0,0.0,1547.9,MISSING
00-0037000,2022,Titans,0.5293054755043227,23.0,117.54193600649027,-0.081,41.20%,Monty Rice,LB,366.0,10.0,16.0,0.0,0.0,31.0,0.0,53.6,63.3,34.8,64.1,73.8,79.2,2.0,1.0,0.0,4.7,3.0,1.0,1.0,0.0,347.0,363.0,16.0,162.0,23.0,45.0,4.0,29.0,3.0,23167.8,MISSING
00-0033547,2022,Titans,1.921229586935639,27.0,104.74080048161926,-0.081,41.20%,Zach Cunningham,LB,205.0,6.0,8.0,0.0,0.0,31.0,0.0,65.9,60.3,78.4,58.9,52.0,61.0,0.0,1.0,0.0,14.8,4.0,0.0,0.0,0.0,188.0,197.0,10.0,83.0,8.0,15.0,0.0,19.0,1.0,12361.5,MISSING
00-0035292,2022,Titans,0.4838756003842459,25.0,29.37429862317986,-0.081,41.20%,David Long Jr.,LB,740.0,12.0,24.0,0.0,0.0,31.0,0.0,62.9,76.2,58.4,80.1,89.0,45.8,3.0,15.0,2.0,16.0,17.0,1.0,2.0,0.0,689.0,724.0,47.0,216.0,40.0,65.0,7.0,55.0,18.0,56388.0,MISSING
00-0037596,2022,Titans,0.0940609990393852,23.0,0.0,-0.081,41.20%,Jack Gibbens,LB,214.0,5.0,10.0,0.0,0.0,31.0,0.0,51.7,60.0,79.0,45.5,73.7,57.2,0.0,1.0,1.0,12.5,4.0,0.0,0.0,0.0,203.0,211.0,13.0,83.0,8.0,18.0,1.0,15.0,1.0,12840.0,MISSING
00-0033765,2022,Titans,0.5031219980787704,28.0,0.0,-0.081,41.20%,Dylan Cole,LB,439.0,15.0,10.0,0.0,0.0,31.0,0.0,45.5,53.3,84.9,58.7,65.3,39.8,0.0,4.0,0.0,17.2,10.0,1.0,0.0,1.0,358.0,401.0,26.0,169.0,23.0,38.0,3.0,32.0,5.0,23398.7,MISSING
00-0033557,2022,Texans,1.5468731988472624,27.0,43.30277016603765,-0.177,18.80%,Jalen Reeves-Maybin,LB,88.0,7.0,3.0,0.0,0.0,13.0,0.0,33.3,41.7,76.2,56.6,65.3,45.2,0.0,0.0,0.0,16.7,2.0,0.0,0.0,0.0,70.0,86.0,3.0,32.0,5.0,7.0,0.0,8.0,0.0,3669.6,MISSING
00-0033659,2022,Titans,0.4059913544668588,28.0,0.0,-0.081,41.20%,Joe Jones,LB,40.0,5.0,0.0,1.0,0.0,31.0,0.0,66.6,45.0,0.0,MISSING,45.9,73.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,16.0,0.0,31.0,2.0,2.0,0.0,1.0,0.0,1800.0,MISSING
00-0031554,2022,Vikings,6.491054274735832,30.0,69.42459221116356,-0.001,72.20%,Eric Kendricks,LB,1094.0,17.0,42.0,1.0,0.0,18.0,1.0,46.4,61.1,48.0,61.0,81.1,66.8,1.0,8.0,0.0,9.7,15.0,5.0,3.0,1.0,1013.0,1082.0,44.0,401.0,41.0,97.0,5.0,79.0,10.0,66843.40000000001,MISSING
00-0036338,2022,Vikings,0.5113568683957733,25.0,65.39996326666024,-0.001,72.20%,Troy Dye,LB,42.0,6.0,3.0,0.0,0.0,18.0,0.0,41.2,52.9,74.0,60.0,72.5,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,40.0,1.0,17.0,2.0,2.0,0.0,4.0,0.0,2221.8,MISSING
00-0035533,2022,Vikings,0.1035542747358309,26.0,52.44803343706005,-0.001,72.20%,Ryan Connelly,LB,16.0,1.0,0.0,0.0,0.0,18.0,0.0,66.0,64.1,72.8,MISSING,58.1,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1025.6,MISSING
00-0032129,2022,Vikings,1.6810758885686838,30.0,39.322440483671166,-0.001,72.20%,Jordan Hicks,LB,934.0,17.0,26.0,0.0,1.0,18.0,0.0,50.4,65.4,84.6,72.1,79.8,77.8,2.0,9.0,1.0,6.7,9.0,4.0,0.0,2.0,762.0,866.0,48.0,331.0,50.0,100.0,2.0,69.0,13.0,61083.600000000006,MISSING
00-0037639,2022,Vikings,0.0752487992315081,25.0,0.0,-0.001,72.20%,William Kwenkeu,LB,13.0,2.0,0.0,0.0,0.0,18.0,0.0,65.4,74.9,69.3,MISSING,66.4,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,973.7,MISSING
00-0034815,2023,49ers,4.025355871886121,26.0,86.08120688025996,0.26,70.00%,Fred Warner,LB,1200.0,20.0,42.0,1.0,4.0,28.0,0.0,83.3,90.0,69.5,80.6,90.3,53.1,3.0,11.0,4.0,15.0,28.0,4.0,3.0,3.0,1082.0,1172.0,60.0,380.0,56.0,117.0,6.0,94.0,17.0,108000.0,MISSING
00-0034754,2023,49ers,1.2335409252669038,28.0,67.9076776828931,0.26,70.00%,Oren Burks,LB,433.0,18.0,17.0,0.0,0.0,28.0,0.0,60.9,58.9,80.4,50.9,57.5,75.5,1.0,6.0,1.0,8.3,5.0,1.0,0.0,1.0,338.0,411.0,19.0,181.0,20.0,38.0,2.0,35.0,8.0,25503.7,MISSING
00-0034982,2023,49ers,2.46821975088968,26.0,44.79442874717029,0.26,70.00%,Dre Greenlaw,LB,999.0,18.0,40.0,1.0,0.0,28.0,0.0,79.5,73.1,9.3,57.0,68.3,66.4,2.0,4.0,2.0,10.9,17.0,3.0,5.0,2.0,835.0,955.0,56.0,308.0,49.0,99.0,5.0,110.0,8.0,73026.9,MISSING
00-0038625,2023,49ers,0.3484581850533808,22.0,24.854614499248807,0.26,70.00%,Dee Winters,LB,62.0,10.0,0.0,0.0,0.0,28.0,0.0,29.4,29.4,74.3,59.1,47.2,28.0,0.0,0.0,0.0,28.6,2.0,1.0,0.0,0.0,43.0,61.0,1.0,17.0,1.0,5.0,0.0,16.0,0.0,1822.8,MISSING
00-0037822,2022,Vikings,0.4791589817483189,22.0,183.33999685942976,-0.001,72.20%,Brian Asamoah II,LB,121.0,10.0,6.0,0.0,1.0,18.0,1.0,78.1,78.8,78.8,47.8,74.2,58.8,0.0,1.0,0.0,16.7,3.0,0.0,0.0,0.0,95.0,109.0,9.0,49.0,3.0,9.0,0.0,3.0,1.0,9534.8,MISSING
00-0035276,2022,Texans,0.4634966378482229,26.0,44.47614435848701,-0.177,18.80%,Blake Cashman,LB,149.0,14.0,4.0,0.0,0.0,13.0,0.0,57.0,54.0,79.9,58.7,50.8,52.8,2.0,6.0,0.0,20.0,3.0,1.0,0.0,3.0,121.0,137.0,58.0,41.0,11.0,8.0,2.0,4.0,11.0,8046.0,MISSING
00-0036844,2022,Texans,0.4317824207492795,23.0,46.11900348884236,-0.177,18.80%,Garret Wallow,LB,124.0,7.0,7.0,0.0,0.0,13.0,0.0,64.1,43.9,77.3,56.4,32.7,53.1,0.0,1.0,0.0,12.5,2.0,1.0,0.0,0.0,65.0,95.0,3.0,83.0,3.0,7.0,1.0,3.0,1.0,5443.599999999999,MISSING
00-0037823,2022,Texans,0.4230292987512008,21.0,162.0967737346473,-0.177,18.80%,Christian Harris,LB,711.0,12.0,23.0,0.0,1.0,13.0,0.0,29.6,28.3,57.8,64.5,29.1,31.3,2.0,1.0,1.0,16.3,15.0,2.0,2.0,1.0,606.0,688.0,17.0,362.0,29.0,54.0,5.0,62.0,4.0,20121.3,MISSING
00-0034874,2022,Ravens,0.2761767531219981,25.0,389.3134829268642,0.006,55.60%,Roquan Smith,LB,1039.0,17.0,55.0,0.0,0.0,3.0,0.0,60.2,70.6,87.4,61.6,77.0,77.4,0.0,9.0,3.0,8.6,16.0,2.0,1.0,5.0,929.0,992.0,66.0,452.0,62.0,114.0,6.0,63.0,14.0,73353.4,MISSING
00-0036323,2022,Ravens,1.5930926993275696,23.0,278.5316718599112,0.006,55.60%,Patrick Queen,LB,1024.0,17.0,28.0,0.0,1.0,3.0,2.0,68.2,70.0,69.6,75.5,62.8,56.9,8.0,9.0,2.0,13.5,18.0,3.0,3.0,7.0,844.0,909.0,108.0,360.0,53.0,87.0,7.0,81.0,24.0,71680.0,MISSING
00-0036280,2022,Ravens,0.5699202689721422,24.0,98.60387238939444,0.006,55.60%,Malik Harrison,LB,248.0,15.0,4.0,0.0,0.0,3.0,0.0,51.6,66.5,84.0,59.5,78.3,46.9,0.0,2.0,0.0,13.3,4.0,0.0,0.0,0.0,92.0,113.0,32.0,115.0,13.0,22.0,1.0,13.0,2.0,16492.0,MISSING
00-0028278,2022,Ravens,0.0191162343900096,33.0,0.0,0.006,55.60%,Josh Bynes,LB,269.0,7.0,4.0,0.0,0.0,3.0,0.0,69.9,54.2,80.9,58.5,38.1,62.3,0.0,1.0,1.0,13.3,4.0,1.0,0.0,1.0,258.0,266.0,23.0,122.0,9.0,22.0,1.0,12.0,2.0,14579.8,71.1246992481203
00-0036157,2022,Ravens,0.4298751200768492,24.0,0.0,0.006,55.60%,Kristian Welch,LB,4.0,2.0,0.0,0.0,0.0,3.0,0.0,44.8,29.8,68.8,MISSING,58.6,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,119.2,MISSING
00-0035202,2022,Ravens,0.4298751200768492,25.0,0.0,0.006,55.60%,Del'Shawn Phillips,LB,1.0,1.0,0.0,0.0,0.0,3.0,0.0,MISSING,59.2,64.2,59.0,MISSING,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,MISSING
00-0036927,2022,Saints,0.6205441882804995,23.0,181.6178445660616,-0.002,41.20%,Pete Werner,LB,596.0,12.0,16.0,0.0,2.0,20.0,0.0,69.5,64.7,56.5,56.5,59.8,54.2,0.0,4.0,0.0,11.7,11.0,3.0,1.0,0.0,475.0,528.0,44.0,269.0,37.0,67.0,3.0,43.0,4.0,38561.2,MISSING
00-0036418,2022,Saints,0.6302315081652257,25.0,134.64653909856312,-0.002,41.20%,Zack Baun,LB,85.0,7.0,1.0,0.0,0.0,20.0,0.0,52.7,50.4,85.4,73.6,45.4,41.1,2.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,6.0,17.0,7.0,55.0,3.0,7.0,1.0,2.0,2.0,4284.0,MISSING
00-0029607,2022,Saints,2.8318924111431314,33.0,17.4860793642669,-0.002,41.20%,Demario Davis,LB,1132.0,17.0,38.0,0.0,0.0,20.0,1.0,79.8,82.7,71.6,85.9,73.6,56.0,2.0,7.0,1.0,14.4,17.0,4.0,1.0,9.0,955.0,1017.0,69.0,479.0,43.0,63.0,6.0,42.0,18.0,93616.4,MISSING
00-0035316,2022,Saints,0.4726604226705091,27.0,11.798538590921076,-0.002,41.20%,Kaden Elliss,LB,632.0,17.0,19.0,0.0,2.0,20.0,0.0,67.5,81.5,89.1,75.8,81.1,58.4,3.0,9.0,0.0,12.3,9.0,2.0,0.0,8.0,332.0,380.0,103.0,294.0,36.0,45.0,2.0,32.0,20.0,51508.0,MISSING
00-0037544,2022,Saints,0.0165706051873198,23.0,0.0,-0.002,41.20%,Nephi Sewell,LB,1.0,1.0,0.0,0.0,0.0,20.0,0.0,MISSING,60.0,61.5,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,MISSING
00-0034944,2022,Saints,0.3191373679154659,29.0,0.0,-0.002,41.20%,Chase Hansen,LB,16.0,2.0,1.0,0.0,0.0,20.0,0.0,45.9,45.3,90.0,60.0,56.9,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,11.0,1.0,2.0,0.0,1.0,0.0,724.8,MISSING
00-0035412,2022,Saints,0.3962536023054755,25.0,0.0,-0.002,41.20%,Andrew Dowell,LB,2.0,2.0,0.0,0.0,0.0,20.0,0.0,60.7,71.2,60.1,MISSING,60.0,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,142.4,MISSING
00-0036409,2022,Seahawks,1.6027780979827089,24.0,283.85813845797065,-0.019,50.00%,Jordyn Brooks,LB,1026.0,16.0,33.0,0.0,1.0,29.0,1.0,40.7,52.8,84.3,66.0,65.2,66.2,3.0,5.0,0.0,10.3,17.0,4.0,1.0,1.0,948.0,1016.0,37.0,446.0,61.0,115.0,2.0,72.0,9.0,54172.8,MISSING
00-0035672,2022,Seahawks,0.5696594620557157,25.0,101.30635072680283,-0.019,50.00%,Cody Barton,LB,894.0,17.0,35.0,0.0,0.0,29.0,0.0,60.0,63.7,85.2,63.1,64.4,81.7,0.0,2.0,2.0,6.0,8.0,4.0,0.0,2.0,837.0,889.0,28.0,424.0,45.0,90.0,3.0,67.0,4.0,56947.8,MISSING
00-0036368,2022,Seahawks,0.4059913544668588,25.0,96.10694121980713,-0.019,50.00%,Tanner Muse,LB,80.0,6.0,3.0,0.0,0.0,29.0,0.0,77.9,69.3,88.1,50.7,56.7,81.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,80.0,5.0,38.0,2.0,6.0,0.0,5.0,1.0,5544.0,MISSING
00-0035525,2022,Steelers,2.884079250720461,24.0,398.23008725349337,-0.009,52.90%,Devin Bush,LB,659.0,17.0,26.0,0.0,0.0,25.0,0.0,58.7,58.9,85.8,66.9,56.4,85.7,2.0,5.0,0.0,3.5,3.0,1.0,0.0,0.0,565.0,633.0,26.0,303.0,27.0,57.0,2.0,39.0,7.0,38815.1,MISSING
00-0032968,2022,Steelers,2.2814601344860708,26.0,108.50608167950614,-0.009,52.90%,Myles Jack,LB,692.0,15.0,31.0,1.0,0.0,25.0,0.0,55.8,53.6,55.9,63.7,52.1,76.7,1.0,4.0,0.0,7.5,9.0,2.0,2.0,0.0,632.0,671.0,37.0,304.0,28.0,80.0,1.0,51.0,5.0,37091.2,MISSING
00-0037316,2022,Steelers,0.3521080691642651,23.0,20.004296622613804,-0.009,52.90%,Mark Robinson,LB,44.0,3.0,4.0,0.0,0.0,25.0,0.0,29.1,27.6,74.9,44.0,42.1,30.1,0.0,1.0,0.0,30.0,3.0,0.0,0.0,0.0,41.0,44.0,0.0,28.0,3.0,3.0,0.0,3.0,1.0,1214.4,MISSING
00-0036167,2022,Steelers,0.0477636887608069,25.0,11.443076331112248,-0.009,52.90%,Tae Crowder,LB,445.0,12.0,17.0,0.0,0.0,25.0,0.0,45.7,29.6,84.7,52.1,28.2,29.2,1.0,4.0,0.0,23.7,14.0,1.0,0.0,1.0,403.0,420.0,46.0,204.0,14.0,28.0,2.0,19.0,6.0,13172.0,MISSING
00-0034720,2022,Steelers,1.1685878962536025,26.0,0.0,-0.009,52.90%,Robert Spillane,LB,588.0,16.0,17.0,0.0,0.0,25.0,0.0,39.5,52.5,56.7,54.5,77.3,70.2,1.0,8.0,0.0,7.5,6.0,3.0,2.0,0.0,416.0,526.0,61.0,197.0,25.0,57.0,4.0,50.0,9.0,30870.0,MISSING
00-0036728,2023,49ers,0.096085409252669,25.0,0.0,0.26,70.00%,Curtis Robinson,LB,3.0,1.0,0.0,0.0,0.0,28.0,0.0,76.7,89.9,65.7,MISSING,60.0,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,269.70000000000005,MISSING
00-0035020,2023,49ers,0.8118327402135231,26.0,0.0,0.26,70.00%,Demetrius Flannigan-Fowles,LB,174.0,10.0,7.0,0.0,0.0,28.0,0.0,49.2,52.6,76.9,54.2,60.3,64.5,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,149.0,166.0,3.0,75.0,6.0,11.0,4.0,7.0,0.0,9152.4,MISSING
00-0034673,2023,Bears,6.5335854092526695,25.0,220.68387663875583,0.0,41.20%,Tremaine Edmunds,LB,876.0,15.0,30.0,2.0,0.0,6.0,1.0,58.3,56.6,86.3,42.5,57.5,61.4,0.0,4.0,4.0,11.2,14.0,2.0,2.0,0.0,776.0,860.0,43.0,287.0,35.0,81.0,5.0,70.0,4.0,49581.6,MISSING
00-0038390,2023,Bears,0.362355871886121,21.0,66.82543512176075,0.0,41.20%,Noah Sewell,LB,27.0,5.0,1.0,0.0,0.0,6.0,0.0,78.8,86.5,72.0,MISSING,74.8,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,23.0,2.0,3.0,0.0,0.0,0.0,2335.5,MISSING
00-0035444,2023,Browns,0.4859875444839857,26.0,0.0,0.05,61.10%,Jordan Kunaszyk,LB,60.0,4.0,4.0,0.0,0.0,8.0,0.0,73.1,62.1,76.4,51.1,49.5,58.8,0.0,0.0,0.0,11.1,1.0,0.0,0.0,0.0,58.0,59.0,4.0,30.0,3.0,4.0,0.0,3.0,0.0,3726.0,MISSING
00-0038711,2023,Browns,0.337336743772242,22.0,0.0,0.05,61.10%,Mohamoud Diabate,LB,26.0,6.0,3.0,0.0,0.0,8.0,0.0,62.8,70.3,70.4,57.8,68.8,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,1827.8,MISSING
00-0035707,2023,Buccaneers,5.20729537366548,25.0,446.0644601598319,-0.01,52.60%,Devin White,LB,933.0,16.0,30.0,0.0,0.0,30.0,0.0,58.5,47.4,63.2,63.3,31.4,74.4,6.0,18.0,2.0,10.6,10.0,2.0,1.0,3.0,877.0,918.0,147.0,313.0,31.0,54.0,3.0,45.0,27.0,44224.2,MISSING
00-0039049,2023,Buccaneers,0.3689194839857651,23.0,63.26164182220978,-0.01,52.60%,SirVocea Dennis,LB,104.0,10.0,3.0,0.0,0.0,30.0,0.0,72.6,64.7,78.8,68.2,48.4,27.8,0.0,1.0,0.0,30.8,4.0,1.0,0.0,0.0,83.0,91.0,3.0,42.0,3.0,6.0,0.0,6.0,1.0,6728.8,MISSING
00-0036643,2023,Buccaneers,0.4477642348754448,24.0,38.52660249733978,-0.01,52.60%,K.J. Britt,LB,252.0,12.0,11.0,0.0,0.0,30.0,0.0,64.4,70.5,79.8,60.9,72.0,70.9,0.0,2.0,0.0,8.3,3.0,1.0,0.0,1.0,230.0,248.0,27.0,102.0,15.0,22.0,2.0,11.0,3.0,17766.0,MISSING
00-0029562,2023,Buccaneers,0.8149466192170819,33.0,17.001796013283183,-0.01,52.60%,Lavonte David,LB,1086.0,17.0,28.0,2.0,2.0,30.0,0.0,68.6,72.3,35.2,70.9,75.0,74.8,0.0,16.0,0.0,7.2,11.0,4.0,4.0,6.0,878.0,992.0,91.0,366.0,70.0,114.0,15.0,96.0,22.0,78517.8,69.47380560131795
00-0037491,2023,Buccaneers,0.1505031138790035,24.0,0.0,-0.01,52.60%,J.J. Russell,LB,71.0,1.0,1.0,0.0,0.0,30.0,0.0,67.8,79.2,77.4,75.0,69.9,80.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,71.0,13.0,34.0,2.0,5.0,0.0,0.0,4.0,5623.2,MISSING
00-0038600,2023,Cardinals,0.360873665480427,22.0,52.50117234940117,-0.18,23.50%,Owen Pappoe,LB,114.0,6.0,4.0,0.0,0.0,1.0,0.0,69.9,65.3,78.1,69.8,49.1,61.4,1.0,2.0,0.0,9.1,1.0,0.0,0.0,0.0,94.0,98.0,20.0,40.0,2.0,6.0,0.0,5.0,3.0,7444.2,MISSING
00-0034375,2023,Cardinals,1.445729537366548,27.0,45.98379328062319,-0.18,23.50%,Kyzir White,LB,708.0,11.0,31.0,0.0,0.0,1.0,0.0,59.8,58.9,57.0,52.1,60.3,74.4,0.0,4.0,1.0,8.7,9.0,3.0,3.0,2.0,640.0,688.0,36.0,309.0,30.0,64.0,8.0,43.0,6.0,41701.2,MISSING
00-0035961,2023,Cardinals,0.4604092526690391,25.0,0.0,-0.18,23.50%,Krys Barnes,LB,408.0,10.0,13.0,0.0,0.0,1.0,0.0,59.2,60.1,82.9,64.4,58.9,61.4,1.0,1.0,1.0,10.3,6.0,3.0,0.0,0.0,351.0,372.0,19.0,174.0,21.0,39.0,3.0,22.0,2.0,24520.8,MISSING
00-0034490,2023,Cardinals,0.5482651245551602,27.0,0.0,-0.18,23.50%,Ezekiel Turner,LB,50.0,2.0,3.0,0.0,0.0,1.0,0.0,45.3,39.4,0.0,60.0,53.7,56.2,0.0,0.0,0.0,18.2,2.0,0.0,1.0,0.0,37.0,40.0,1.0,28.0,1.0,6.0,0.0,2.0,0.0,1970.0,MISSING
00-0034801,2023,Cardinals,0.4859875444839857,27.0,0.0,-0.18,23.50%,Josh Woods,LB,568.0,11.0,24.0,0.0,1.0,1.0,0.0,46.0,31.8,86.3,52.8,29.0,29.0,1.0,2.0,0.0,21.0,17.0,0.0,0.0,0.0,473.0,498.0,27.0,261.0,17.0,40.0,2.0,30.0,3.0,18062.4,MISSING
00-0037469,2023,Cardinals,0.0556049822064057,25.0,0.0,-0.18,23.50%,Tyreek Maddox-Williams,LB,5.0,1.0,0.0,0.0,0.0,1.0,0.0,33.1,22.8,68.2,MISSING,54.4,MISSING,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,114.0,MISSING
00-0036441,2023,Chargers,1.8364724199288256,24.0,277.7581066072344,-0.08,29.40%,Kenneth Murray Jr.,LB,968.0,15.0,23.0,0.0,0.0,27.0,0.0,54.4,52.1,66.1,63.9,48.2,68.2,2.0,9.0,1.0,9.3,11.0,1.0,1.0,3.0,842.0,906.0,79.0,380.0,46.0,84.0,5.0,69.0,14.0,50432.8,MISSING
00-0038553,2023,Chargers,0.4384034697508897,23.0,142.15703078607626,-0.08,29.40%,Daiyan Henley,LB,54.0,6.0,2.0,0.0,0.0,27.0,0.0,69.4,69.9,75.6,55.2,64.5,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,51.0,3.0,18.0,4.0,8.0,0.0,7.0,0.0,3774.6,MISSING
