,Team,Year,Position,Value_cap_space,Value_draft_data,Previous_AV,Current_AV,Previous_PFF,Current_PFF,Total DVOA,win-loss-pct,Net EPA,snap_counts_defense,weighted_avg_player,weighted_avg_player_id,weighted_avg_player_game_count,weighted_avg_assists,weighted_avg_batted_passes,weighted_avg_catch_rate,weighted_avg_declined_penalties,weighted_avg_forced_fumbles,weighted_avg_franchise_id,weighted_avg_fumble_recoveries,weighted_avg_fumble_recovery_touchdowns,weighted_avg_grades_coverage_defense,weighted_avg_grades_defense_penalty,weighted_avg_grades_pass_rush_defense,weighted_avg_grades_run_defense,weighted_avg_grades_tackle,weighted_avg_hits,weighted_avg_hurries,weighted_avg_interception_touchdowns,weighted_avg_interceptions,weighted_avg_longest,weighted_avg_missed_tackle_rate,weighted_avg_missed_tackles,weighted_avg_pass_break_ups,weighted_avg_penalties,weighted_avg_qb_rating_against,weighted_avg_receptions,weighted_avg_sacks,weighted_avg_safeties,weighted_avg_snap_counts_box,weighted_avg_snap_counts_corner,weighted_avg_snap_counts_coverage,weighted_avg_snap_counts_dl,weighted_avg_snap_counts_dl_a_gap,weighted_avg_snap_counts_dl_b_gap,weighted_avg_snap_counts_dl_outside_t,weighted_avg_snap_counts_dl_over_t,weighted_avg_snap_counts_fs,weighted_avg_snap_counts_offball,weighted_avg_snap_counts_pass_rush,weighted_avg_snap_counts_run_defense,weighted_avg_snap_counts_slot,weighted_avg_stops,weighted_avg_tackles,weighted_avg_tackles_for_loss,weighted_avg_targets,weighted_avg_total_pressures,weighted_avg_touchdowns,weighted_avg_yards,weighted_avg_yards_after_catch,weighted_avg_yards_per_reception
11,Jaguars,2019,DB,15.892667375132838,364.7089513978008,39.0,32.0,68.09763410157046,63.985360693886186,-18.00%,0.375,-0.125,4727,0.0,25959.530992172626,14.251533742331288,9.788237782949016,0.0,62.011508356251326,0.9663634440448488,0.39856145546858474,15.0,0.3130949862492067,0.0,65.92934207742755,69.64376983287498,52.06761159297652,57.06346519991538,64.47911994922785,0.8948593188068542,1.254918552993442,0.0,1.5669557859107257,44.5686481912418,12.068077004442564,7.519991537973344,5.619843452506875,3.8961286228051617,88.50535223185955,30.087793526549614,0.6653268457795642,0.0,151.67759678442988,304.6003807911995,490.35688597419085,35.12798815316268,0.0,0.0,35.12798815316268,0.0,194.97799873069602,798.9953458853396,17.89274381214301,325.8737042521684,147.73936957901418,13.140681193145758,46.964247937381,2.0873704252168395,49.71504125237995,2.8151047175798602,2.1908187010789084,415.0319441506241,170.0979479585361,13.2115506663846
12,Bears,2019,DB,19.373007438894792,241.86096314986747,49.0,43.0,83.15682879377431,66.38243854473943,-2.10%,0.5,-0.032,5085,0.0,10025.426155358899,15.423205506391348,5.3992133726647005,0.0,63.39712881022615,0.4934119960668633,0.46627335299901673,6.0,0.8031465093411996,0.0,65.77264503441495,54.80084562438546,48.39476892822025,68.36104228121928,62.03596853490658,0.2859390363815142,1.264503441494592,0.20963618485742375,1.4678466076696166,44.91425762045231,11.836243854473945,7.95968534906588,4.163815142576205,3.539036381514258,86.61878072763028,38.350442477876115,0.20865290068829886,0.0,146.32723697148475,347.67728613569324,584.8420845624386,19.205309734513275,0.0,0.0,19.205309734513275,0.0,252.27256637168142,917.6924287118977,10.27590953785644,341.77974434611605,170.67807276302852,15.63559488692232,54.53687315634218,1.5728613569321535,59.65290068829892,1.759095378564405,2.2377581120943955,457.76440511307766,160.7030481809243,11.569616519174044
13,Seahawks,2019,DB,6.349628055260362,245.98851004444447,34.0,34.0,66.64111134322123,64.05603302286198,13.80%,0.6875,-0.001,4724,0.0,21170.007408975445,12.320491109229467,6.88272650296359,0.0,61.1944115156647,0.20702794242167655,0.6318797629127858,29.0,0.5345046570702794,0.0,65.41691363251482,77.9765453005927,59.86009737510584,56.73748941574937,49.79108806096528,0.2557154953429297,0.6610922946655376,0.12828111769686706,1.5681625740897545,43.94940728196444,16.346930567315834,10.593141405588485,3.9900508044030483,2.2597375105842508,81.34024132091447,27.666807790008466,0.6132514817950889,0.0,89.89246401354784,342.6502963590178,468.5306943268417,42.716553767993226,0.0,0.0,42.716553767993226,0.0,192.68416596104993,681.3113886536834,6.553556308213379,248.9436917866215,56.084462320067736,10.956816257408976,44.947713801862825,0.5874259102455546,44.60838272650297,1.5300592718035564,1.3058848433530905,364.1894580863675,136.53027095681625,13.846655376799324
14,Panthers,2019,DB,8.310308182784272,294.7853379205668,29.0,26.0,61.49378283712784,60.549544308706615,-26.90%,0.3125,-0.146,5157,0.0,15016.0804731433,14.284467713787086,9.441341865425635,0.0,63.18018227651734,0.3955788248981966,0.2121388404110917,5.0,0.5650572038006593,0.0,62.65078534031413,66.26709327128175,60.6230172580958,46.45059142912547,55.91308900523561,0.5113438045375217,2.0383944153577667,0.0,2.0273414776032577,44.39984487104906,14.48055070777584,10.733178204382392,5.556137289121582,3.8130696141167344,96.33302307543144,33.4717859220477,1.1314717859220478,0.0,159.55982160170643,323.022687609075,551.6317626527051,32.14756641458212,0.0,0.0,32.14756641458212,0.0,275.7585805700989,881.8844289315492,14.08958696916812,348.3106457242583,122.98855923986814,16.81675392670157,60.234826449486135,1.5879387240643785,52.13302307543145,3.6812100058173356,3.295520651541594,452.33837502423887,153.68353694008144,13.693814233081248
15,Raiders,2019,DB,11.91817215727949,800.5084426135893,29.0,28.0,61.28537490720118,61.67646013768598,-11.00%,0.4375,-0.081,4503,0.0,15862.449700199866,13.269375971574506,4.294692427270708,0.0,63.38252276260271,1.0304241616699978,0.06107039751276924,23.0,0.3362202975793915,0.0,60.10357539418166,56.092227403952926,59.51980901621142,68.05962691538974,53.41059293804131,0.3220075505218743,1.277592715967133,0.39973351099267157,1.0857206306906506,56.86875416389074,13.037130801687766,7.499888962913613,4.595380857206307,4.956473462136354,100.82562735953809,28.85254274927826,0.0,0.0,110.88896291361314,251.1301354652454,434.7008660892738,14.576282478347768,0.0,0.0,14.576282478347768,0.0,175.29269375971575,684.2913613146791,8.450144348212303,255.71663335554075,146.97956917610483,13.26671108150122,45.02287363979569,2.0626249167221853,45.87075283144571,1.5996002664890074,2.736842105263158,385.8043526537864,153.44081723295582,14.634243837441705
16,Eagles,2019,DB,12.662061636556851,239.81211553588912,33.0,36.0,65.4614367816092,60.585839598997495,6.50%,0.5625,0.035,4788,0.0,14222.017126148705,13.14452798663325,6.562447786131996,0.0,58.42220133667502,0.7431077694235589,1.305764411027569,24.0,0.22932330827067665,0.017335004177109408,60.364390142021726,63.14030910609859,64.89803675856308,60.538951545530495,59.20843776106934,1.2898913951545532,2.9626148705096074,0.0,0.8615288220551378,50.158939014202176,13.310505430242271,8.0453216374269,5.487677527151211,3.092731829573935,87.08159983291561,26.883876357560567,1.4143692564745192,0.0,142.984335839599,180.1794068504595,441.03780284043444,48.858813700918965,0.0,0.0,48.858813700918965,0.0,178.218671679198,637.875939849624,24.300543024227235,221.39640768588137,136.49352548036757,16.395989974937343,42.73266499582289,1.8686299081035924,46.07080200501253,5.66687552213868,2.316207184628237,358.11925647451966,126.0375939849624,12.646386800334168
17,49ers,2019,DB,15.313496280552604,270.5894416183985,29.0,35.0,56.96510713583645,74.60074165636588,27.90%,0.8125,0.216,4854,0.0,19174.285537700864,12.823444581788216,6.551297898640296,0.0,56.993016069221255,0.4929954676555418,0.899876390605686,28.0,0.373094355170993,0.025751957148743284,73.99342810053564,70.49427276473013,50.24330449114132,69.50805521219613,59.28836011536876,0.4373712402142563,1.254635352286774,0.30016481252575195,1.0362587556654304,41.144210960032964,12.828450762257932,5.830243098475484,4.222908941079522,2.8341573959620936,85.8301606922126,22.282859497321798,0.38710341985990937,0.0,98.958796868562,261.6409147095179,394.39884631231973,14.182117840955913,0.0,0.0,14.182117840955913,0.0,143.34322208487845,625.0008240626288,8.126699629171817,236.65739596209312,120.6005356407087,12.159250103007828,36.95962093119077,1.8011948908117017,38.11742892459827,2.0791100123609394,2.0444993819530284,227.8133498145859,100.57972805933251,10.358240626287596
18,Bills,2019,DB,10.87672688629118,286.23778138604143,35.0,51.0,69.94821905609973,72.72997730554982,2.70%,0.625,0.061,4847,0.0,17100.493707447906,14.60264080874768,11.370951103775532,0.0,66.72067258097792,0.0691149164431607,1.4990715906746441,4.0,0.8046214153084383,0.0,72.22434495564266,81.1419228388694,62.88407262224056,67.01413245306375,59.33713637301423,0.199917474726635,2.5296059418196823,0.0,2.104188157623272,43.03569218073035,12.839343924076749,9.59067464410976,3.354446049102538,2.068702290076336,84.8236641221374,32.04023107076542,0.5690117598514545,0.0,153.24840107282856,296.7922426243037,493.4018980812874,24.59273777594388,0.0,0.0,24.59273777594388,0.0,201.67691355477618,762.7220961419434,14.403342273571281,279.50959356302866,110.33773468124613,18.55663296884671,55.16670105219723,2.5161955848978748,50.15762327212709,3.2985351763977717,1.7388075097998763,350.3577470600371,139.09449143800288,11.067650092840934
19,Dolphins,2019,DB,3.900106269925611,417.2106173292049,33.0,35.0,66.08420946219167,56.712984854082,-36.70%,0.3125,-0.201,5414,0.0,21631.889176209825,10.332286664203917,6.2981159955670485,0.1372367934983376,64.10615072035463,1.3550055411895088,0.3352419652752124,17.0,0.0,0.0,56.06280014776505,57.22850018470631,48.753490949390475,61.44106021425933,55.237532323605464,0.27447358699667523,0.9990764684152197,0.19800517177687474,1.0483930550424825,37.48836350203177,14.320890284447728,5.877724418175101,3.565940155153306,4.420760990025859,101.87659770964166,23.509235315847803,0.1372367934983376,0.0,116.98540820096048,176.93055042482453,311.99907646841524,17.68470631695604,0.0,0.0,17.68470631695604,0.0,113.22127816771334,528.6056520132988,9.009420022164758,225.28186183967492,121.27576653121537,9.304396010343554,33.03749538234208,0.39785740672330994,38.41835980790543,1.4107868489102326,3.0531954192833397,295.8084595493166,102.96841521980052,12.395105282600666
20,Cardinals,2019,DB,7.57173219978746,380.00734267443465,42.0,26.0,71.05178857447945,61.51815886134067,-5.80%,0.3125,-0.081,4356,0.0,27376.32782369146,13.181818181818182,12.80853994490358,0.5704775022956841,73.85798898071626,0.7637741046831956,0.41689623507805323,1.0,0.39646464646464646,0.0,60.856221303948566,64.13719008264462,69.22940771349862,59.52199265381084,63.8489898989899,0.7114325068870524,2.6262626262626263,0.0,0.7125803489439853,33.65771349862259,12.153053259871442,8.80394857667585,4.610422405876951,3.6572543617998163,107.55730027548209,38.58241505968779,0.41689623507805323,0.0,141.82644628099175,312.6246556473829,496.4426078971534,12.492653810835629,0.0,0.0,12.492653810835629,0.0,201.5532598714417,798.8705234159779,20.799586776859503,294.12098255280074,142.67033976124884,20.327134986225897,64.35927456382002,2.209825528007346,54.48393021120294,3.754591368227732,3.8294306703397614,412.5470615243342,146.59550045913682,11.27502295684114
21,Titans,2019,DB,13.049946865037196,335.2347480931906,38.0,33.0,72.10555332798717,67.85593165174939,8.60%,0.5625,0.084,6145,0.0,11850.371684296179,13.698128559804719,11.035638730675347,0.29406021155410905,66.7853376729048,1.0603742880390563,0.604393816110659,31.0,0.0,0.0,64.86257119609438,64.44908055329537,66.2126769731489,70.69098454027666,68.35235150528885,1.642636289666395,2.701220504475183,0.09422294548413339,1.9694060211554105,44.323840520748575,10.87393002441009,7.382750203417412,4.725793327908869,3.7877949552481693,95.79376729048008,37.00406834825061,1.0662327095199349,0.0,183.12139951179822,210.56566314076485,512.2701383238406,24.72611879576892,0.0,0.0,24.72611879576892,0.0,181.46672091131003,794.2524003254679,25.672416598860863,281.0359641985354,218.7152156224573,18.15280716029292,50.633360455655,1.7415785191212367,54.275345809601305,5.4100895036615135,3.109845402766477,424.4247355573637,173.34450772986168,11.326362896663955
22,Browns,2019,DB,17.810839532412327,640.1411550781211,37.0,33.0,67.9925397877984,61.76353463245225,-10.10%,0.375,-0.076,5183,0.0,22719.390507428132,10.874975882693422,6.138722747443565,0.07891182712714642,64.55469805132162,0.7657727185027976,0.3058074474242717,8.0,0.27474435655026047,0.0,60.68556820374302,57.584371985336674,61.23771946748987,63.689986494308314,59.39280339571677,0.5465946363110168,2.5408064827320085,0.1443179625699402,0.807640362724291,38.05710978197955,13.71514566853174,6.612193710206444,3.324908354234999,3.379316997877677,96.15957939417325,22.354813814393207,0.8388963920509356,0.0,97.01273393787382,227.43372564152037,320.568203743006,25.280339571676635,0.0,0.0,25.2095311595601,0.07080841211653478,106.5149527300791,540.3181555083928,17.430831564730855,227.59945977233264,109.1418097626857,11.400540227667376,35.24927648080262,1.5211267605633803,36.40980127339379,3.926297511093961,1.7526529037237122,277.9234034343045,111.09724098012734,12.224599652710786
23,Jets,2019,DB,10.026567481402765,392.9674886385616,33.0,42.0,70.52206158467894,71.0957829116245,-15.80%,0.4375,-0.133,5454,0.0,14191.257792445911,12.183168316831683,5.06967363403007,0.17583425009167583,60.9936193619362,0.47854785478547857,0.6331133113311331,22.0,0.17583425009167583,0.17583425009167583,71.37612761276128,57.66545654565457,59.761771177117716,68.6502566923359,65.52308397506418,2.192885955262193,3.08965896589659,0.31334800146681335,0.90997433076641,36.17161716171618,10.763953061972863,6.120828749541621,3.874954162082875,3.246057939127246,86.17216721672168,23.866519985331866,1.2308397506417308,0.13751375137513752,141.27301063439677,174.09992665933262,436.1010267693436,25.65914924825816,0.0,0.0,25.65914924825816,0.0,209.02731939860652,682.55500550055,23.793912724605793,248.31921525485882,157.88063806380637,15.671067106710671,46.40997433076641,2.603043637697103,37.77411074440777,6.513384671800513,1.628896222955629,262.6917858452512,97.48789878987898,12.337550421708837
24,Saints,2019,DB,10.87672688629118,690.9452024518632,25.0,33.0,66.05370405637022,66.0238494978264,29.30%,0.8125,0.12,6671,0.0,13479.315095188127,13.737070903912457,5.7075400989356915,0.2504871833308349,62.072357967321246,0.800779493329336,0.625693299355419,20.0,0.7355718782791185,0.13071503522710234,62.7789386898516,64.42434417628542,68.99236995952631,71.16162494378653,61.731209713686106,1.1503522710238347,2.357217808424524,0.14240743516714133,1.7543096986958477,53.3300854444611,12.323414780392744,7.475790736021586,5.056513266376855,5.0625093689102085,93.60680557637535,33.01334132813671,0.5119172537850397,0.0,95.24958776795083,348.20401738869737,527.9379403387798,28.739769150052467,0.0,0.0,28.739769150052467,0.0,203.39229500824464,774.3207914855344,17.614600509668715,257.5080197871384,127.4700944386149,15.006295907660022,47.40683555688802,1.5030730025483436,53.664218258132216,4.019487333233398,2.973916953979913,440.8875730774996,159.14075850697046,13.21816819067606
25,Cowboys,2019,DB,7.268862911795962,253.24882240538372,34.0,32.0,67.88715256331068,70.54866574421823,17.10%,0.5,0.137,5059,0.0,11373.911642617119,14.180272781182051,9.071357975884561,0.0,65.16538841668314,0.31824471239375374,0.3866376754299269,9.0,0.595572247479739,0.11662383870330101,70.37442182249457,61.31525993279305,48.04945641431113,70.32676418264478,71.26625815378533,0.4858667720893457,0.6851156355010871,0.0,0.8215062265269816,46.740660209527576,8.51334255781775,5.087171377742637,5.123739869539435,3.005534690650326,90.96469658035184,31.223759636291756,0.6345127495552481,0.0,107.8673650919154,337.05890492192134,499.95631547736707,19.395928049021546,0.0,0.0,19.395928049021546,0.0,202.06463728009487,764.5425973512552,7.733939513737893,276.24827040917177,117.1433089543388,13.269618501680174,46.38307966001186,1.3010476378730975,48.52105159122356,1.805495157145681,1.9571061474599722,371.52045858865387,158.02233643012454,11.299841865981419
26,Chiefs,2019,DB,11.875664187035069,234.6330954377159,23.0,34.0,67.23936706659711,65.4794344012887,30.20%,0.75,0.133,5587,0.0,24423.03669232146,14.823697870055486,8.926973330946842,0.2940755324861285,56.82101306604618,0.807589045999642,0.0,16.0,0.32647216753177016,0.16323608376588508,66.4236083765885,62.033363164488996,60.04623232504027,64.66033649543584,58.08095579022732,0.9534633971720065,2.964918560945051,0.17827098621800608,2.2409164131018438,36.482369787005545,12.8337211383569,8.836405942366207,3.3994988365849292,4.735278324682298,75.2729371755862,30.366207266869523,0.48917129049579383,0.0,163.3638804367281,324.09325219259,526.4301056022911,32.34920350814391,0.0,0.0,32.34920350814391,0.0,157.29514945408985,813.841417576517,20.763916234114905,298.9965992482549,168.75013424020048,13.750850187936281,49.01968856273492,0.8589582960443888,53.674243780204044,4.407553248612851,2.204582065509218,356.18185072489706,157.51494540898514,11.598818686235905
