,Team,Year,Position,Value_cap_space,Value_draft_data,Previous_AV,Current_AV,Previous_PFF,Current_PFF,Total DVOA,win-loss-pct,Net EPA,snap_counts_defense,weighted_avg_player,weighted_avg_player_id,weighted_avg_player_game_count,weighted_avg_assists,weighted_avg_batted_passes,weighted_avg_catch_rate,weighted_avg_declined_penalties,weighted_avg_forced_fumbles,weighted_avg_franchise_id,weighted_avg_fumble_recoveries,weighted_avg_fumble_recovery_touchdowns,weighted_avg_grades_coverage_defense,weighted_avg_grades_defense_penalty,weighted_avg_grades_pass_rush_defense,weighted_avg_grades_run_defense,weighted_avg_grades_tackle,weighted_avg_hits,weighted_avg_hurries,weighted_avg_interception_touchdowns,weighted_avg_interceptions,weighted_avg_longest,weighted_avg_missed_tackle_rate,weighted_avg_missed_tackles,weighted_avg_pass_break_ups,weighted_avg_penalties,weighted_avg_qb_rating_against,weighted_avg_receptions,weighted_avg_sacks,weighted_avg_safeties,weighted_avg_snap_counts_box,weighted_avg_snap_counts_corner,weighted_avg_snap_counts_coverage,weighted_avg_snap_counts_dl,weighted_avg_snap_counts_dl_a_gap,weighted_avg_snap_counts_dl_b_gap,weighted_avg_snap_counts_dl_outside_t,weighted_avg_snap_counts_dl_over_t,weighted_avg_snap_counts_fs,weighted_avg_snap_counts_offball,weighted_avg_snap_counts_pass_rush,weighted_avg_snap_counts_run_defense,weighted_avg_snap_counts_slot,weighted_avg_stops,weighted_avg_tackles,weighted_avg_tackles_for_loss,weighted_avg_targets,weighted_avg_total_pressures,weighted_avg_touchdowns,weighted_avg_yards,weighted_avg_yards_after_catch,weighted_avg_yards_per_reception
27,Rams,2019,DB,10.563230605738577,527.1773479768011,26.0,44.0,71.4196297803092,67.65294554915444,5.50%,0.5625,0.04,5381,0.0,17244.280802824753,12.594313324660844,11.226537818249398,0.0,65.14619959115407,0.466827727188255,0.5530570525924549,26.0,0.15294554915443223,0.0,67.9759152573871,74.29706374279874,56.287753205723845,62.72939973982532,67.38866381713437,0.4445270395837205,0.952239360713622,0.15294554915443223,0.8797621259988849,36.00037167812674,10.624995354023417,5.756736666047203,3.5478535588180637,1.8318156476491358,96.52696524809515,28.243077494889427,0.09998141609366284,0.0,161.0104069875488,177.0144954469429,423.2900947779223,8.594127485597472,0.0,0.0,8.594127485597472,0.0,162.25106857461438,661.8360899461067,5.842036796134547,241.29808585764727,161.56011893700057,14.180449730533358,46.54116335253671,1.7225422783869169,43.393792975283404,1.4967478163910055,1.7769931239546553,316.61401226537816,134.55417208697267,11.277680728489129
28,Chargers,2019,DB,9.97874601487779,373.9461160047872,50.0,30.0,74.66226746226747,68.55215834912613,-6.70%,0.3125,0.0,4749,0.0,18927.893661823542,12.881448726047589,5.6805643293324914,0.06296062328911346,70.70627500526426,0.44472520530638027,0.12297325752790059,27.0,0.12297325752790059,0.0,68.28978732364708,66.24148241735102,50.89029269319857,65.60124236681408,57.50812802695304,0.448936618235418,1.5542219414613603,0.0,1.3634449357759528,41.673194356706674,13.712065698041695,6.1101284480943345,2.2842703727100444,2.65698041692988,95.99250368498632,22.04927353126974,0.44830490629606223,0.0,77.30427458412298,263.98673404927354,384.35691724573593,33.90018951358181,0.0,0.0,33.90018951358181,0.0,190.81890924405138,619.9446199199832,5.767740576963571,263.72015161086546,87.3335439039798,10.898926089703098,31.989682038323856,1.0846493998736577,31.49610444304064,2.4514634659928407,1.9606232891134976,275.45314803116446,92.97220467466835,14.256959359865233
29,Lions,2019,DB,15.159404888416578,197.4009139980931,37.0,34.0,65.43447204968945,62.488810429114615,-12.10%,0.1875,-0.11,5523,0.0,23266.839942060476,14.118232844468587,6.409922143762449,0.15752308527973924,66.54178888285352,1.269418794133623,0.5230852797392721,11.0,0.48180336773492666,0.0,61.835958718087994,60.18250950570342,63.618305268875616,61.31347093970669,66.1081658518921,0.47854426941879413,1.7367372804635166,0.0,0.7155531414086547,46.64457722252399,9.96923773311606,6.3688212927756656,5.9648741625927935,4.609994568169473,109.55192829983702,40.39742893355061,0.2730400144848814,0.0,152.6586999818939,272.98967952199894,494.3936266521818,28.652362846279196,0.0,0.0,28.652362846279196,0.0,127.03965236284625,761.3351439435089,9.630092341118957,285.9637877964874,208.4780010863661,14.90802100307804,52.08238276299113,1.372080391091798,62.24660510592069,2.4883215643671917,3.9159876878508055,522.6078218359587,171.51493753394894,12.694115516929207
30,Ravens,2019,DB,23.94261424017003,475.03251228638777,42.0,48.0,70.5182142857143,70.70951156812339,41.50%,0.875,0.292,5446,0.0,10310.195372750644,14.163422695556372,6.743297833272126,0.41039294895336026,58.19138817480721,0.922879177377892,0.789386705839148,3.0,0.873117884686008,0.35255233198677927,74.18171134777819,57.80532500918105,59.58294160852001,60.00571061329417,58.52388909291223,2.1307381564450973,4.434814542783695,0.5426000734484024,1.9704370179948587,45.80168931325744,13.007565185457215,7.3094013955196475,4.703819316929857,4.171502019831069,73.88854204921043,29.924348145427835,0.8125229526257803,0.0,141.90304810870364,286.7177745134043,465.74054351817847,36.093095850165255,0.0,0.0,36.093095850165255,0.0,115.7065736320235,719.9186558942343,38.540213000367245,251.7309952258539,175.5493940506794,13.637348512669849,41.1720528828498,2.1841718692618435,50.39037825927286,7.378075651854572,2.147447668013221,322.3329048843188,130.4910025706941,12.205049577671682
31,Texans,2019,DB,11.992561105207226,566.2172985589474,33.0,29.0,74.76242910228828,59.02501781895938,-5.80%,0.625,-0.002,5612,0.0,21025.458481824662,13.052744119743407,4.910905203136137,0.0,66.24584818246615,0.8519244476122595,0.11653599429793295,13.0,0.3136136849607983,0.0,59.51509265858875,72.5014433357092,55.47124019957234,57.905185317177484,54.422843905915904,0.6511047754811119,0.9123307198859587,0.42159657875980044,1.4215965787598004,46.87936564504633,15.584212401995725,8.696543121881682,5.300962223806129,3.1831789023521027,95.30233428367782,35.051496792587315,0.11653599429793295,0.0,114.96543121881682,310.76550249465436,471.19476122594443,14.993585174625801,0.0,0.0,14.993585174625801,0.0,137.03207412687098,703.940484675695,7.381503920171062,240.35780470420528,140.90484675694938,11.337669280114042,43.537954383464005,0.9303278688524592,53.71632216678546,1.6799714896650035,3.109942979330007,454.22451888809695,180.52120456165363,12.763025659301498
32,Seahawks,2020,DB,7.573158425832492,435.44701227517646,34.0,38.0,64.05603302286198,61.92177464265825,20.10%,0.75,0.06,5387,0.0,24106.535919806942,11.747911639131242,9.1286430295155,0.25283088917764984,68.96448858362724,0.7863374791163913,0.2645257100426953,29.0,0.10395396324484867,0.0,58.0030814924819,69.19047707443846,59.284091330982,72.0273064785595,70.87557081863747,1.0187488397995172,3.364767031743085,0.0,1.877482829032857,41.57063300538333,9.889678856506404,6.160571746797847,3.3471319844069054,2.304807870800074,98.59552626693892,31.176907369593465,1.6008910339706701,0.0,103.30536476703175,234.16632634119176,461.9979580471506,25.166140709114536,0.0,0.0,25.166140709114536,0.0,223.55002784481158,663.3144607388157,22.30944867273065,204.173194728049,102.05346203824021,13.16075737887507,46.52366808984593,1.8462966400594023,45.072396510116945,5.984406905513272,2.4566549099684427,358.7291627993318,120.5622795619083,12.341711527751997
33,Jaguars,2020,DB,4.344096871846619,581.4945689179879,32.0,26.0,63.985360693886186,54.25366325149817,-27.90%,0.0625,-0.217,5173,0.0,36364.53044654939,10.977575874734196,6.191571621882853,0.0,70.80166247825247,0.6156968876860622,0.15020297699594046,15.0,0.0891165667890972,0.0,53.42731490431085,63.66243959017978,58.12460854436497,56.076802629035384,63.1722598105548,0.2418325923062053,1.7017204716798764,0.0,0.701527160255171,49.04948772472453,11.29000579934274,6.280881500096656,3.0044461627682195,3.53643920355693,109.84198724144596,24.248791803595594,0.19659771892518843,0.0,93.75275468780205,199.11695341194664,311.5433984148463,34.09356272955732,0.0,0.0,34.09356272955732,0.0,137.53624589213223,543.8312391262324,12.688381983375217,253.69302145756814,113.386236226561,13.946646046781364,43.5277401894452,1.3154842451188866,34.32553643920355,2.1401507829112703,2.6758167407693794,302.2971196597719,120.46665377923836,12.24637541078678
34,Raiders,2020,DB,13.824419778002015,648.4431103599987,28.0,24.0,61.67646013768598,51.499015137698336,-6.30%,0.5,-0.071,5483,0.0,23546.530913733353,13.107422943643991,7.496078788984133,0.0,65.77906255699435,0.5039212110158672,0.13441546598577417,23.0,0.13441546598577417,0.0,50.44506656939631,63.41178187123837,45.222998358562826,55.75343789896042,56.30414006930512,0.8604778405982126,1.2442093744300566,0.0,0.8796279409082619,50.2620828013861,14.97935436804669,9.094291446288528,4.873609337953675,3.652744847711107,104.0422031734452,28.896589458325735,0.13441546598577417,0.0,95.60350173262812,254.91628670435892,399.31734451942367,25.123654933430604,0.0,0.0,25.123654933430604,0.0,149.55279956228344,630.5055626481853,14.37242385555353,241.9394492066387,130.049243115083,12.58271019514864,44.36366952398322,2.102681014043407,43.21594017873427,2.2391026810140433,2.3913915739558638,378.08188947656396,145.63596571220134,14.415338318438808
35,Colts,2020,DB,8.557013118062564,428.1995456466837,28.0,35.0,65.7787023977433,68.18166328600405,14.30%,0.6875,0.092,4930,0.0,36538.623529411765,14.316024340770792,6.574036511156186,0.0,62.38841784989859,0.38012170385395533,0.7427991886409736,14.0,0.08032454361054765,0.0,66.88413793103447,61.29004056795132,49.895922920892495,71.5044219066937,66.16139959432049,0.5346855983772819,1.5359026369168356,0.6271805273833672,2.123732251521298,45.380933062880324,10.706409736308316,6.869574036511156,5.3158215010142,3.4468559837728194,82.56853955375254,31.97423935091278,0.727789046653144,0.0,119.03752535496957,261.98498985801217,485.2056795131846,21.53529411764706,0.0,0.0,21.53529411764706,0.0,210.42170385395536,745.884584178499,12.112981744421907,270.1012170385396,154.44036511156187,14.619878296146045,45.74604462474645,1.5496957403651115,50.866937119675455,2.798377281947262,2.411156186612576,384.85740365111565,144.97302231237322,12.564888438133874
36,Cowboys,2020,DB,6.589303733602423,256.33584844814203,32.0,28.0,70.54866574421823,57.855907668231616,-11.10%,0.375,-0.101,5112,0.0,22253.6367370892,11.830594679186229,6.876173708920188,0.0,70.1343896713615,0.48884976525821594,0.6369327073552425,9.0,0.616001564945227,0.1044600938967136,57.0323552425665,66.63462441314553,64.02717136150235,56.72721048513302,63.55105633802817,0.28736306729264477,0.7969483568075117,0.0,1.0991784037558685,47.74178403755869,10.612597809076684,6.003912363067292,2.7940140845070425,2.9911971830985915,110.57906885758997,27.863849765258216,0.8347026604068858,0.0,155.48748043818466,192.60582942097025,383.0191705790297,21.47378716744914,0.0,0.0,21.47378716744914,0.0,146.0596635367762,651.835289514867,5.92781690140845,284.36208920187795,157.304186228482,15.25,43.76995305164319,1.4231220657276997,40.968114241001565,1.9190140845070423,3.495305164319249,325.28736306729263,127.58900625978089,11.46664710485133
37,Chargers,2020,DB,8.107971745711403,148.89452576326775,30.0,35.0,68.55215834912613,59.41831570213649,-14.70%,0.4375,0.015,4821,0.0,20528.35490562124,13.24683675585978,7.256793196432276,0.17838622692387468,65.31474797759802,0.47998340593237915,0.010163866417755645,27.0,0.18377929890064298,0.0,57.59039618336445,77.2197676830533,61.125326695706285,62.375129641153286,57.67154117403028,0.38394523957685117,1.069487658162207,0.26633478531425014,1.5293507571043352,41.43206803567725,13.416490354698196,7.764986517320058,4.295996681186476,1.598630989421282,97.82366728894421,31.866210329807092,0.17838622692387468,0.0,140.07882182119891,299.18979464841317,450.0771624144368,24.33208877826177,0.0,0.0,24.33208877826177,0.0,174.22256793196433,712.8579132959967,6.118855009334163,280.9939846504875,98.8782410288322,14.11636589919104,44.58908940053931,1.2287907073221322,51.424185853557354,1.631819124662933,3.2267164488695292,398.6341008089608,132.9827836548434,12.583053308442233
38,Patriots,2020,DB,14.828456104944502,353.0440493384224,61.0,39.0,72.7709930802319,64.9313432835821,-7.10%,0.4375,-0.071,5695,0.0,22117.971378402108,14.76558384547849,10.339596136962248,0.0,68.98930640913082,0.2906057945566286,0.23915715539947321,19.0,0.2988586479367867,0.0,62.88637401229149,79.06788410886742,56.45046532045654,67.20045654082529,64.96679543459175,0.17278314310798945,1.3604916593503074,0.16856892010535557,2.3390693590869183,36.42721685689201,10.723933274802457,6.424231782265145,2.532396839332748,1.9267778753292362,95.86902546093064,30.20017559262511,0.1311676909569798,0.0,180.24653204565408,234.21211589113258,398.91624231782265,31.7928007023705,0.0,0.0,31.7928007023705,0.0,126.15768217734855,664.8215978928885,12.310272168568922,285.3878841088674,123.6035118525022,13.470763827919228,45.67726075504829,1.3072870939420544,44.978577699736604,1.6644424934152766,2.713959613696225,353.2770851624231,166.73134328358208,12.096979806848111
39,Bills,2020,DB,18.461150353178606,154.5018667312219,51.0,38.0,72.72997730554982,67.65541642952002,23.80%,0.8125,0.134,5271,0.0,19537.38076266363,13.456649592107759,13.427243407323088,0.5661164864352115,66.71018782014798,0.08745968506924681,0.7715803452855244,4.0,0.5439195598558149,0.0,66.63487004363499,62.45848985012333,64.04039081768165,65.09857712009106,67.35940049326504,1.1927527983304875,1.735534054259154,0.22177954847277556,1.6387782204515273,39.62322140011383,11.19601593625498,7.348131284386264,3.7488142667425537,2.6744450768355152,88.46427622841966,29.96376399165244,0.9601593625498008,0.0,133.94574084613924,231.8241320432556,458.0658319104534,21.680136596471257,0.0,0.0,21.680136596471257,0.0,194.86302409409976,728.8789603490799,23.88825649781825,268.60500853727945,168.2460633655853,16.55245683930943,54.31113640675394,2.387023335230507,44.658508821855435,3.8884462151394423,2.128248909125403,329.5107190286474,117.75355719977235,10.803908176816542
40,Titans,2020,DB,17.164480322906154,348.5724150973882,33.0,28.0,67.85593165174939,64.44064258486114,2.90%,0.6875,0.058,5509,0.0,19000.041386821566,13.182610274096936,10.061535668905428,0.28553276456707205,73.22239970956616,0.316209838446179,0.21691777092031223,31.0,0.28680341259756764,0.12869849337447814,64.49090579052461,67.8132510437466,52.175040842258134,61.688455255037205,68.53000544563443,0.2002178253766564,2.8958068614993646,0.0,1.4331094572517697,40.352877110183336,10.532201851515701,7.372299872935197,4.261753494282084,2.764204029769468,105.21453984389184,37.38609548012343,0.45235069885641677,0.0,184.9495371210746,234.077328008713,475.9802141949537,21.335814122345255,0.0,0.0,21.335814122345255,0.0,173.79197676529316,736.0540933018697,19.968959883826464,261.44073334543475,142.8754764930114,18.05663459793066,57.82011254311127,1.3837357052096568,53.67562170992921,3.548375385732438,2.789616990379379,421.526774369214,172.73534216736246,11.274913777455074
41,Saints,2020,DB,11.912209889001009,351.13801170726225,33.0,37.0,66.0238494978264,61.84717330861909,33.30%,0.75,0.14,5395,0.0,15599.354958294718,13.934939759036144,8.204077849860983,0.15959221501390178,67.77979610750695,0.9729379054680259,0.19202965708989805,20.0,0.3790546802594995,0.0,58.089416126042636,57.925616311399445,54.08176088971269,71.81653382761817,66.79605189990731,1.254124189063948,2.9427247451343836,0.14921223354958293,2.1892493049119555,55.523818350324376,10.476441149212233,7.1262279888785915,5.246339202965709,5.971640407784986,95.21069508804447,36.84077849860982,0.7356811862835959,0.0,117.32326227988878,256.43632993512506,501.2038924930491,58.72863762743281,0.0,0.0,58.72863762743281,0.0,207.80556070435588,742.6813716404077,21.791844300278036,278.41427247451344,161.11621872103802,15.579425393883225,51.70843373493976,2.588507877664504,57.351251158480075,4.932530120481927,3.243373493975904,448.1262279888786,178.97145505097313,13.533197405004636
42,Falcons,2020,DB,11.24621594349142,624.2125982510669,27.0,27.0,56.84699625763246,60.7101944608132,-4.20%,0.25,-0.029,5091,0.0,27874.57159693577,12.858573954036533,8.099980357493616,0.0,72.02883519937144,0.5804360636417207,0.8485562757807896,2.0,0.18012178353957964,0.0,57.48020035356512,73.38711451581223,60.801532115497935,71.04936161854252,64.24211353368689,0.8204674916519348,1.7336476134354744,0.0,0.8263602435670792,45.32940483205657,11.181987821646043,7.2964054213317615,3.3794932233352974,2.7570221960322137,107.08846984875268,41.97996464348851,0.4156354350815164,0.0,136.09703398153604,264.52484777057555,441.93282262816734,8.414456884698488,0.0,0.0,8.414456884698488,0.0,126.74189746611668,658.8947161657827,10.617953250834807,214.7583971714791,130.8475741504616,15.723826360243567,48.734826163818504,2.6635238656452564,58.1333726183461,2.9697505401689255,3.2512276566489886,512.5562757807896,219.4144568846985,13.594342958161459
43,Eagles,2020,DB,6.236125126135217,70.53714890866927,36.0,31.0,60.585839598997495,60.37852270512571,-18.80%,0.25,-0.08,5131,0.0,19345.36113817969,12.567335801987916,6.786201520171507,0.015981290196842714,68.29699863574352,0.0734749561488988,0.39037224712531665,24.0,0.5018514909374391,0.17014227246150848,61.050828298577265,68.659851880725,65.6354122003508,54.87148703956343,53.49185343987527,0.7904891833950497,1.424673552913662,0.0,0.6825180276749172,44.09237965308907,15.0418826739427,8.448840381991817,2.65191970376145,2.486259988306373,94.02385499902552,29.436951861235627,0.7072695381017345,0.0,128.5297213018905,244.9150263106607,393.5930617813292,15.66829078152407,0.1976222958487624,0.0,15.470668485675308,0.0,166.81718963165076,661.0179302280258,12.066653673747808,271.0265055544728,120.22081465601248,15.4691093354122,42.06392516078737,1.931787175989086,41.717404014811926,2.9224322744104465,1.6125511596180082,357.08263496394466,149.97563827713896,11.69399727148704
44,Panthers,2020,DB,6.740665993945509,278.9567953900356,26.0,25.0,60.549544308706615,57.594608449708325,-6.70%,0.3125,-0.068,5657,0.0,26243.91550291674,13.993636202934418,12.173943786459255,0.13964999116139296,70.2965882976843,0.2768251723528371,0.5978433798833305,5.0,0.7332508396676682,0.3418773201343468,58.25863531907372,75.59199222202581,52.76929467915857,54.509262860173244,56.61548523952626,0.8234046314300866,2.696305462259148,0.0,0.8115608980024748,39.794237228212836,12.95890047728478,10.120735372105356,3.5131695244829415,2.065936008485063,106.9520417182252,33.915679688881035,0.3986211773024571,0.0,196.0150256319604,214.78964115255437,457.7291850804313,40.25490542690471,0.0,0.0,40.25490542690471,0.0,173.07954746331976,703.0841435389783,23.981969241647516,261.62789464380415,119.19992929114372,16.126568852748807,52.8435566554711,1.6137528725472865,48.86971893229627,3.9183312709916915,3.2930882092982148,359.5310235106947,163.1315184726887,10.562347534028639
45,Rams,2020,DB,8.350151362260343,342.72566455476897,44.0,44.0,67.65294554915444,75.30510262804528,15.40%,0.625,0.151,5213,0.0,27573.752349894494,14.327642432380587,10.927872626126991,0.2530212929215423,64.80245539996163,0.5599462881258392,0.2566660272395933,26.0,0.37329752541722616,0.18664876270861303,74.88398235181278,78.98697487051601,52.47235756761942,70.45839248033762,70.63071168233263,0.18300402839056207,1.6029157874544409,0.37329752541722616,2.04929982735469,37.546326491463645,9.983176673700363,7.184346825244581,6.137924419719931,2.3224630730865146,80.61757145597544,37.177249184730485,0.18300402839056207,0.0,150.43238058699404,313.54824477268363,528.3836562440054,9.67005563015538,0.0,0.0,9.67005563015538,0.0,150.00191828122001,810.218108574717,9.252253980433531,282.2522539804335,196.2355649338193,16.103203529637444,50.72089008248609,1.635334740072895,58.73623633224631,1.9689238442355652,2.071360061384999,376.21810857471706,170.08095146748514,10.684864761173989
46,Vikings,2020,DB,13.63773965691221,415.2508423941906,33.0,27.0,71.97187037037037,61.15623645320198,-6.40%,0.4375,-0.006,5075,0.0,29445.744236453203,12.61655172413793,13.439014778325124,0.0,67.00108374384236,0.26541871921182264,0.307192118226601,18.0,0.11842364532019702,0.0,60.07655172413793,62.809044334975376,46.14908374384237,65.50267980295565,60.285694581280794,1.0005911330049262,2.447290640394089,0.0,1.283743842364532,45.564729064039405,13.245399014778323,9.227389162561577,3.7875862068965516,2.248472906403941,108.62628571428571,29.276847290640394,0.2532019704433497,0.0,156.7320197044335,187.75172413793103,423.6023645320197,26.453399014778324,0.0,0.0,26.453399014778324,0.0,218.96394088669948,725.5460098522166,13.33615763546798,315.06088669950736,162.0983251231527,13.820689655172414,53.83743842364532,2.8466995073891628,43.40630541871922,3.7010837438423647,3.166896551724138,394.2206896551724,125.5479802955665,14.2016157635468
47,Packers,2020,DB,11.468213925327952,605.5183333817735,32.0,38.0,69.79405689436491,72.1658595194085,25.90%,0.8125,0.195,5410,0.0,30841.49685767098,13.726432532347504,9.035859519408502,0.0,60.87140480591498,0.06118299445471347,0.41515711645101666,12.0,0.4709796672828096,0.0,72.97421441774492,70.89354898336414,59.38878003696858,61.45199630314234,56.93563770794825,0.656561922365989,0.7175600739371534,0.13475046210720884,1.3813308687615526,37.43844731977819,14.623012939001848,8.519038817005546,6.1365988909426985,2.151201478743068,81.73003696857668,27.06913123844732,0.8373382624768947,0.166358595194085,161.33123844731978,234.6203327171904,455.0068391866913,6.226802218114604,0.0,0.0,6.226802218114604,0.0,180.390573012939,717.7243992606285,9.28003696857671,259.66432532347505,141.3822550831793,14.240110905730129,45.162292051756005,1.7519408502772644,44.84417744916821,2.211460258780037,1.5262476894639556,309.40351201478745,133.8373382624769,11.685933456561921
48,Lions,2020,DB,10.3481331987891,662.4684856027952,34.0,25.0,62.488810429114615,52.86097341954022,-15.70%,0.3125,-0.191,5568,0.0,29242.2814295977,12.986530172413794,6.335847701149425,0.1355962643678161,67.88661997126437,0.8318965517241379,0.09033764367816091,11.0,0.0,0.0,51.16427801724138,68.323904454023,62.60806393678161,57.35111350574713,51.9355783045977,0.4238505747126437,1.2873563218390804,0.0,0.8054956896551724,47.00431034482759,14.313559626436783,8.334949712643677,2.5580100574712645,3.2086925287356323,108.8432471264368,29.139367816091955,0.19378591954022983,0.0,131.78142959770113,227.3739224137931,410.19234913793105,21.55603448275862,0.0,0.0,21.55603448275862,0.0,207.8080100574713,688.7428160919541,10.149784482758621,289.95671695402297,121.7794540229885,10.579561781609195,44.38577586206897,1.3949353448275863,43.664152298850574,1.904992816091954,2.9867097701149423,406.01795977011494,172.14870689655172,13.551598419540232
49,Giants,2020,DB,13.647830474268416,411.35442201437866,29.0,39.0,58.79876094851527,62.45844108541249,-13.80%,0.375,-0.093,5491,0.0,25993.130213075943,13.424694955381533,9.65525405208523,0.0,66.923930067383,0.0,1.227645237661628,21.0,0.6239300673829904,0.0,60.2818430158441,81.31039883445638,60.55104716809324,63.05365142961209,53.60344199599344,0.7352030595519943,2.3613185212165364,0.0,1.1657257330176654,39.51484246949554,15.16324895283191,9.75723911855764,6.303769805135676,1.693498452012384,96.91192861045347,33.674558368238934,0.885631032598798,0.0,145.8961937716263,265.66053542159904,474.0360590056456,26.184665816791114,0.0,0.0,26.184665816791114,0.0,187.06173738845385,744.2030595519942,16.19595702057913,280.15570934256056,144.47714441813878,12.777089783281733,47.46075396102714,1.1899471863048625,50.79766891276635,3.982152613367328,2.5583682389364415,375.2218175195775,162.7220906938627,11.206428701511564
50,49ers,2020,DB,13.657921291624625,257.5255360155968,35.0,36.0,74.60074165636588,66.70411885245902,5.40%,0.375,0.025,4880,0.0,20629.74323770492,11.09077868852459,6.8188524590163935,0.3092213114754098,66.48096311475409,0.6512295081967213,0.6450819672131147,28.0,0.182172131147541,0.0,64.49459016393442,70.19858606557376,60.39946721311476,70.62497950819673,65.31471311475411,0.2719262295081967,0.9239754098360655,0.0,0.7276639344262297,38.476639344262296,10.785983606557378,4.579918032786885,3.1059426229508196,2.3092213114754094,97.91504098360654,22.790368852459018,0.2139344262295082,0.0,91.46209016393442,206.0577868852459,319.6108606557377,13.657377049180328,0.0,0.0,13.657377049180328,0.0,129.67602459016393,517.1934426229508,8.380122950819672,202.85983606557377,89.60225409836066,10.279713114754099,34.194057377049184,0.8877049180327868,34.00860655737706,1.4098360655737707,1.7135245901639344,244.16209016393447,96.14631147540983,11.701290983606558
51,Ravens,2020,DB,17.023208879919274,330.33210207624506,48.0,43.0,70.70951156812339,65.41085390946502,18.60%,0.6875,0.137,5832,0.0,16590.214334705077,13.200788751714677,7.471021947873799,0.17901234567901234,64.37001028806584,1.0161179698216736,2.9370713305898493,3.0,0.9427297668038409,0.1822702331961591,65.96243141289438,62.43206447187929,65.76430041152264,60.0073731138546,63.898816872427986,1.1006515775034293,2.693758573388203,0.08899176954732506,1.241426611796982,36.9139231824417,12.111625514403292,8.108196159122086,4.063100137174211,5.119513031550069,93.00778463648832,34.2625171467764,1.6390603566529491,0.16666666666666666,120.91803840877915,285.1889574759945,503.6891289437586,51.93741426611798,0.0,0.0,51.93741426611798,0.0,191.50891632373114,745.7628600823045,27.93415637860082,266.0769890260631,147.9454732510288,16.199588477366255,53.416838134430726,1.1224279835390947,53.140260631001375,5.433470507544581,2.564814814814815,373.87054183813444,143.1985596707819,10.790243484224963
52,Bears,2020,DB,13.799192734611504,231.12502622433692,43.0,33.0,66.38243854473943,60.72455661664393,-0.50%,0.5,-0.032,5131,0.0,19666.9271097252,14.184369518612357,6.105242642759696,0.0,66.8877996491912,0.6528941726758917,1.1397388423309296,6.0,0.41181056324303256,0.2063925160787371,60.18742935100371,62.827402065874104,54.00687975053596,60.2738257649581,58.16115766907036,0.0,0.4515688949522511,0.0,0.65308906645878,47.17676866107971,12.997037614500098,8.495225102319235,5.2104852855193915,3.8945624634574156,108.04057688559735,32.123172870785424,0.0,0.0,177.70025336191773,330.71876827129216,529.057493665952,19.226661469499124,0.8255700643149484,0.0,18.401091405184175,0.0,216.30910153966087,856.5209510816605,6.65542779185344,340.0346910933541,131.3558760475541,16.43753654258429,52.45429740791269,0.5817579419216528,49.982069771974274,0.4515688949522511,3.4357824985382965,396.4071331124537,137.0286493860846,12.42905866302865
53,Browns,2020,DB,11.902119071644805,613.3450662904743,33.0,27.0,61.76353463245225,57.16679484714478,-5.60%,0.6875,0.01,5201,0.0,23886.358584887523,12.699288598346472,6.810421072870602,0.14920207652374542,64.51013266679483,0.697365891174774,1.0534512593731975,8.0,0.4660642184195347,0.0,56.38363776196886,60.11161315131705,50.242049605845025,59.50355700826764,59.25131705441261,0.4328013843491636,1.0851759277062103,0.062487983080176876,0.6289175158623341,37.10901749663526,13.538800230724858,7.5348971351663145,5.230148048452221,2.4664487598538742,105.50771005575851,29.532205345125938,0.30936358392616803,0.0,96.95174004999039,328.1232455297058,440.04268409921167,12.399730820995963,0.0,0.0,12.399730820995963,0.0,166.57431263218612,688.5929628917515,8.379157854258796,252.57085175927708,96.94366467986926,8.274562584118438,42.3587771582388,1.0246106517977311,48.35954624110748,1.827340895981542,3.85483560853682,383.83849259757744,131.31532397615842,12.895943087867717
54,Texans,2020,DB,5.514631685166498,338.5353583862127,29.0,25.0,59.02501781895938,56.72759203606312,-12.50%,0.25,-0.075,5324,0.0,28873.29151014275,12.728211870773855,8.264650638617582,0.0,72.7270848985725,0.48328324567993997,0.2434259954921112,13.0,0.11513899323816677,0.0,57.01463185574755,66.52062359128476,54.01286626596544,56.373873027798645,63.60279864763336,1.1493238166791884,2.0546581517655897,0.0,0.2992111194590533,43.17693463561232,11.912659654395194,8.139181066867017,3.039631855747558,2.910030052592036,111.13638241923366,35.75394440270473,0.7537565740045078,0.0,142.09673178061607,252.01145755071374,401.93012772351614,21.398196844477837,0.0,0.0,21.398196844477837,0.0,165.86758076634112,696.7171299774606,18.343163035311797,297.84203606311036,136.7413598797896,12.614012021036814,49.7854996243426,1.3326446280991735,48.56836964688204,3.9577385424492864,2.8720886551465066,400.55954169797144,171.9342599549211,11.024887302779865
