player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,weighted_average_grade
00-0035400,2021,Bengals,0.0258750684931506,24.0,0.0,0.077,61.90%,Keaton Sutherland,C,100.0,0.0,7.0,60.3,80.1,55.4,0.0,0.0,12.0,100.0,100.0,100.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,13.0,13.0,0.0,0.0,4.0,0.0,1025.1,MISSING
00-0031936,2021,Bills,4.563255342465753,29.0,87.79734607225814,0.202,63.20%,Mitch Morse,C,100.0,1.0,4.0,63.4,69.9,60.0,2.0,21.0,731.0,100.0,100.0,98.2,5.0,25.0,2.0,1167.0,1167.0,0.0,0.0,1167.0,779.0,779.0,0.0,0.0,388.0,0.0,73987.8,60.45057369814651
00-0029413,2021,Titans,3.972602739726028,32.0,17.74989397005592,0.043,66.70%,Ben Jones,C,100.0,1.0,31.0,77.8,64.8,81.5,7.0,18.0,595.0,100.0,100.0,97.7,5.0,26.0,1.0,1160.0,1160.0,0.0,0.0,1160.0,631.0,631.0,0.0,0.0,529.0,0.0,90248.0,73.75525070955536
00-0036391,2021,Broncos,0.5798246575342465,23.0,132.42811569895156,0.016,41.20%,Lloyd Cushenberry III,C,100.0,0.0,10.0,64.2,71.3,62.5,5.0,14.0,577.0,100.0,100.0,97.5,7.0,24.0,5.0,1039.0,1039.0,0.0,0.0,1039.0,610.0,610.0,0.0,0.0,429.0,0.0,66703.8,MISSING
00-0026997,2021,49ers,1.6325539726027398,35.0,23.786557857521032,0.081,60.00%,Alex Mack,C,100.0,0.0,28.0,70.4,75.6,67.0,1.0,9.0,561.0,100.0,100.0,98.8,3.0,12.0,2.0,1088.0,1088.0,0.0,0.0,1088.0,597.0,597.0,0.0,0.0,491.0,0.0,76595.20000000001,MISSING
00-0035992,2020,Ravens,0.2353531786074672,22.0,0.0,0.137,66.70%,Trystan Colon,C,100.0,0.0,3.0,67.6,70.0,72.5,1.0,0.0,47.0,100.0,100.0,98.9,2.0,1.0,0.0,127.0,127.0,0.0,0.0,127.0,50.0,50.0,0.0,0.0,77.0,0.0,8585.199999999999,MISSING
00-0032575,2020,Ravens,1.076185671039354,27.0,0.0,0.137,66.70%,Matt Skura,C,99.2,0.0,3.0,50.2,50.2,56.2,4.0,5.0,319.0,98.8,98.8,98.3,3.0,10.0,1.0,656.0,620.0,0.0,0.0,661.0,334.0,338.0,0.0,0.0,322.0,41.0,33182.200000000004,MISSING
00-0035062,2022,Bears,0.4298751200768492,26.0,0.0,-0.162,17.70%,Sam Mustipher,C,100.0,2.0,6.0,63.4,55.1,65.5,4.0,14.0,504.0,100.0,100.0,97.8,4.0,20.0,2.0,1020.0,1020.0,0.0,0.0,1020.0,536.0,536.0,0.0,0.0,484.0,0.0,64668.0,MISSING
00-0033901,2022,Browns,0.5703650336215177,27.0,102.85487214222474,-0.016,41.20%,Ethan Pocic,C,100.0,0.0,8.0,78.9,71.5,78.9,0.0,8.0,424.0,100.0,100.0,98.6,1.0,10.0,2.0,819.0,819.0,0.0,0.0,819.0,461.0,461.0,0.0,0.0,358.0,0.0,64619.100000000006,MISSING
00-0035999,2020,Eagles,0.2534571140262361,23.0,0.0,-0.08,26.70%,Luke Juriga,C,100.0,0.0,24.0,48.4,26.3,54.0,0.0,1.0,5.0,100.0,100.0,90.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,14.0,5.0,5.0,0.0,0.0,9.0,9.0,677.6,MISSING
00-0036295,2020,Falcons,0.4352411705348132,22.0,156.22146795345165,-0.029,25.00%,Matt Hennessy,C,100.0,0.0,2.0,47.0,28.6,59.9,4.0,5.0,134.0,100.0,100.0,95.9,4.0,10.0,1.0,225.0,150.0,75.0,0.0,225.0,141.0,141.0,0.0,0.0,84.0,0.0,10575.0,MISSING
00-0026997,2020,Falcons,5.322906155398587,34.0,32.10849462589094,-0.029,25.00%,Alex Mack,C,100.0,0.0,2.0,65.9,56.4,70.2,7.0,17.0,599.0,100.0,100.0,97.8,3.0,25.0,1.0,972.0,972.0,0.0,0.0,972.0,633.0,633.0,0.0,0.0,339.0,0.0,64054.8,MISSING
00-0036391,2022,Broncos,0.6099020172910663,24.0,119.82591428440664,-0.036,29.40%,Lloyd Cushenberry III,C,100.0,2.0,10.0,56.2,68.8,52.7,3.0,5.0,294.0,100.0,100.0,98.3,6.0,9.0,1.0,502.0,502.0,0.0,0.0,502.0,316.0,316.0,0.0,0.0,186.0,0.0,28212.4,MISSING
00-0031369,2020,Jaguars,3.8155903128153374,28.0,47.13227441360413,-0.217,6.30%,Brandon Linder,C,100.0,0.0,15.0,80.0,87.6,76.7,0.0,3.0,340.0,100.0,100.0,99.3,2.0,4.0,1.0,530.0,530.0,0.0,0.0,530.0,357.0,357.0,0.0,0.0,173.0,0.0,42400.0,MISSING
00-0033011,2020,Jets,3.699966195761856,27.0,47.07516586835974,-0.222,12.50%,Connor McGovern,C,100.0,1.0,22.0,62.2,42.7,70.5,5.0,22.0,558.0,100.0,100.0,96.5,3.0,33.0,6.0,969.0,969.0,0.0,0.0,969.0,596.0,596.0,0.0,0.0,373.0,0.0,60271.8,MISSING
00-0031936,2022,Bills,3.842459173871278,30.0,65.04187369782728,0.156,77.80%,Mitch Morse,C,100.0,1.0,4.0,61.4,67.1,57.3,2.0,12.0,469.0,100.0,100.0,97.9,3.0,17.0,3.0,765.0,765.0,0.0,0.0,765.0,493.0,493.0,0.0,0.0,272.0,0.0,46971.0,MISSING
00-0034345,2020,Lions,1.6209712411705348,24.0,328.86955647900874,-0.191,31.30%,Frank Ragnow,C,100.0,1.0,11.0,80.3,74.8,80.9,1.0,8.0,559.0,100.0,100.0,99.2,3.0,9.0,0.0,929.0,929.0,0.0,0.0,929.0,609.0,609.0,0.0,0.0,320.0,0.0,74598.7,MISSING
00-0031019,2020,Packers,5.297679112008073,29.0,20.969716757625168,0.195,77.80%,Corey Linsley,C,100.0,0.0,12.0,89.9,82.8,87.8,2.0,1.0,403.0,100.0,100.0,99.4,0.0,4.0,1.0,734.0,734.0,0.0,0.0,734.0,437.0,437.0,0.0,0.0,297.0,0.0,65986.6,MISSING
00-0031349,2020,Panthers,4.439959636730576,30.0,10.53442265573386,-0.068,31.30%,Matt Paradis,C,100.0,0.0,5.0,63.4,65.4,59.6,3.0,13.0,617.0,100.0,100.0,98.2,1.0,19.0,3.0,1029.0,1029.0,0.0,0.0,1029.0,654.0,654.0,0.0,0.0,375.0,0.0,65238.6,MISSING
00-0032445,2022,Bengals,2.4015369836695486,29.0,8.22386724592764,0.124,73.70%,Ted Karras,C,100.0,0.0,7.0,62.6,76.2,55.4,2.0,16.0,681.0,100.0,100.0,98.4,3.0,20.0,2.0,1100.0,1100.0,0.0,0.0,1100.0,728.0,728.0,0.0,0.0,372.0,0.0,68860.0,70.9315112540193
00-0030869,2020,Panthers,1.0679455095862764,29.0,0.0,-0.068,31.30%,Tyler Larsen,C,100.0,0.0,5.0,63.2,81.5,MISSING,0.0,0.0,7.0,100.0,100.0,100.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,442.4,MISSING
00-0031852,2020,Patriots,1.7154389505549947,28.0,0.0,-0.071,43.80%,David Andrews,C,100.0,0.0,19.0,67.7,56.4,69.9,0.0,10.0,346.0,100.0,100.0,98.0,1.0,12.0,2.0,724.0,724.0,0.0,0.0,724.0,370.0,370.0,0.0,0.0,354.0,0.0,49014.8,MISSING
00-0031039,2020,Patriots,0.3672759838546922,31.0,0.0,-0.071,43.80%,James Ferentz,C,100.0,0.0,19.0,54.3,58.5,51.7,1.0,2.0,89.0,100.0,100.0,98.3,0.0,3.0,0.0,162.0,162.0,0.0,0.0,162.0,92.0,92.0,0.0,0.0,70.0,0.0,8796.6,MISSING
00-0027993,2020,Raiders,2.6422805247225027,31.0,32.52672568069372,-0.071,50.00%,Rodney Hudson,C,100.0,0.0,23.0,73.6,70.0,72.7,1.0,12.0,602.0,100.0,100.0,98.8,1.0,14.0,1.0,1082.0,1082.0,0.0,0.0,1082.0,646.0,646.0,0.0,0.0,436.0,0.0,79635.2,79.09712230215827
00-0035127,2020,Raiders,0.3422467204843592,23.0,0.0,-0.071,50.00%,Andre James,C,100.0,0.0,23.0,60.0,MISSING,60.0,0.0,0.0,0.0,MISSING,MISSING,MISSING,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,MISSING
00-0036856,2022,Bengals,0.4193506243996158,22.0,34.634188700826,0.124,73.70%,Trey Hill,C,100.0,0.0,7.0,57.0,68.2,53.0,0.0,0.0,1.0,100.0,100.0,100.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,6.0,0.0,399.0,MISSING
00-0036859,2021,Texans,0.2410958904109589,23.0,18.80587371512481,-0.211,23.50%,Jimmy Morrissey,C,100.0,0.0,13.0,45.0,20.0,56.8,0.0,6.0,140.0,100.0,100.0,96.4,2.0,8.0,2.0,258.0,258.0,0.0,0.0,258.0,147.0,147.0,0.0,0.0,111.0,0.0,11610.0,MISSING
00-0031282,2021,Texans,1.3279605479452057,30.0,51.25764720910448,-0.211,23.50%,Justin Britt,C,100.0,1.0,13.0,63.9,53.7,70.5,3.0,5.0,382.0,100.0,100.0,98.2,5.0,11.0,3.0,671.0,671.0,0.0,0.0,671.0,419.0,419.0,0.0,0.0,252.0,0.0,42876.9,MISSING
00-0036236,2021,Browns,0.4704997260273972,22.0,52.47862135840346,-0.005,47.10%,Nick Harris,C,100.0,0.0,8.0,70.0,75.3,67.2,0.0,0.0,42.0,100.0,100.0,100.0,1.0,0.0,0.0,68.0,68.0,0.0,0.0,68.0,44.0,44.0,0.0,0.0,24.0,0.0,4760.0,MISSING
00-0030076,2021,Browns,6.060435068493151,30.0,18.00238696876703,-0.005,47.10%,J.C. Tretter,C,100.0,0.0,8.0,78.7,83.7,74.8,1.0,8.0,555.0,100.0,100.0,99.0,5.0,10.0,1.0,1039.0,1039.0,0.0,0.0,1039.0,587.0,587.0,0.0,0.0,452.0,0.0,81769.3,MISSING
00-0035992,2021,Ravens,0.4273972602739726,23.0,0.0,-0.069,47.10%,Trystan Colon,C,98.0,0.0,3.0,62.6,74.5,58.8,1.0,0.0,73.0,96.1,96.3,97.9,1.0,2.0,1.0,144.0,115.0,0.0,0.0,147.0,77.0,80.0,6.0,0.0,67.0,26.0,9202.2,MISSING
00-0036295,2021,Falcons,0.5908547945205479,23.0,141.3550297047886,-0.156,41.20%,Matt Hennessy,C,100.0,0.0,2.0,76.4,50.5,88.1,1.0,28.0,596.0,100.0,100.0,97.1,5.0,32.0,3.0,988.0,988.0,0.0,0.0,988.0,632.0,632.0,0.0,0.0,356.0,0.0,75483.20000000001,MISSING
00-0036957,2021,Falcons,0.4680438356164383,22.0,98.09796066647992,-0.156,41.20%,Drew Dalman,C,100.0,0.0,2.0,78.3,40.9,92.3,1.0,3.0,35.0,100.0,100.0,94.3,2.0,4.0,0.0,68.0,61.0,7.0,0.0,68.0,37.0,37.0,0.0,0.0,31.0,0.0,5324.4,MISSING
00-0034281,2021,Ravens,1.2123846575342463,26.0,18.569804751848054,-0.069,47.10%,Bradley Bozeman,C,100.0,0.0,3.0,73.6,73.8,71.1,3.0,15.0,673.0,100.0,100.0,98.2,1.0,21.0,3.0,1125.0,1125.0,0.0,0.0,1125.0,718.0,718.0,0.0,0.0,407.0,0.0,82800.0,59.1566098945661
00-0034114,2021,Rams,0.4657534246575342,26.0,0.0,0.107,76.20%,Coleman Shelton,C,100.0,0.0,26.0,57.7,56.2,56.8,1.0,3.0,115.0,100.0,100.0,98.3,0.0,4.0,0.0,216.0,186.0,18.0,0.0,216.0,121.0,121.0,0.0,0.0,95.0,11.0,12463.2,MISSING
00-0034762,2021,Giants,1.1381687671232876,26.0,289.7795974451737,-0.169,23.50%,Billy Price,C,100.0,0.0,21.0,62.3,52.5,68.0,4.0,18.0,604.0,100.0,100.0,97.8,5.0,24.0,2.0,985.0,985.0,0.0,0.0,985.0,649.0,649.0,0.0,0.0,336.0,0.0,61365.5,MISSING
00-0034804,2021,Rams,0.5982104109589041,25.0,75.56985331645403,0.107,76.20%,Brian Allen,C,100.0,0.0,26.0,80.2,63.5,87.4,3.0,12.0,543.0,100.0,100.0,97.7,5.0,20.0,5.0,903.0,903.0,0.0,0.0,903.0,567.0,567.0,0.0,0.0,336.0,0.0,72420.6,MISSING
00-0035127,2021,Raiders,1.3716898630136989,24.0,0.0,-0.062,55.60%,Andre James,C,100.0,0.0,23.0,64.1,67.2,61.7,3.0,12.0,686.0,100.0,100.0,98.6,7.0,17.0,2.0,1139.0,1139.0,0.0,0.0,1139.0,730.0,730.0,0.0,0.0,409.0,0.0,73009.9,69.29341983317887
00-0034445,2021,Giants,1.614155068493151,25.0,0.0,-0.169,23.50%,Nick Gates,C,100.0,0.0,21.0,63.9,50.5,68.6,0.0,1.0,49.0,100.0,100.0,99.0,0.0,1.0,0.0,74.0,61.0,13.0,0.0,74.0,53.0,53.0,0.0,0.0,21.0,0.0,4728.599999999999,MISSING
00-0031369,2021,Jaguars,4.6736504109589045,29.0,34.91644766776868,-0.19,17.70%,Brandon Linder,C,100.0,0.0,15.0,62.9,67.0,63.8,3.0,5.0,320.0,100.0,100.0,98.1,4.0,10.0,2.0,552.0,552.0,0.0,0.0,552.0,348.0,348.0,0.0,0.0,204.0,0.0,34720.8,MISSING
00-0030827,2021,Jaguars,0.6643835616438356,30.0,0.0,-0.19,17.70%,Tyler Shatley,C,100.0,0.0,15.0,60.6,61.3,61.8,2.0,11.0,347.0,100.0,100.0,98.1,3.0,13.0,0.0,531.0,531.0,0.0,0.0,531.0,364.0,364.0,0.0,0.0,167.0,0.0,32178.6,MISSING
00-0033011,2021,Jets,5.114155068493151,28.0,34.874140616895,-0.211,23.50%,Connor McGovern,C,100.0,0.0,22.0,75.9,68.0,78.9,2.0,13.0,611.0,100.0,100.0,98.1,3.0,19.0,4.0,973.0,973.0,0.0,0.0,973.0,651.0,651.0,0.0,0.0,322.0,0.0,73850.70000000001,MISSING
00-0034345,2021,Lions,2.230659726027397,25.0,297.57348035509744,-0.163,18.80%,Frank Ragnow,C,100.0,0.0,11.0,86.7,73.9,90.2,1.0,3.0,139.0,100.0,100.0,98.6,0.0,4.0,0.0,223.0,223.0,0.0,0.0,223.0,149.0,149.0,0.0,0.0,74.0,0.0,19334.1,MISSING
00-0036783,2021,Lions,0.2812783561643835,23.0,0.0,-0.163,18.80%,Ryan McCollum,C,100.0,0.0,11.0,49.5,36.5,53.4,0.0,5.0,68.0,100.0,100.0,93.4,1.0,7.0,2.0,101.0,100.0,0.0,0.0,101.0,68.0,68.0,0.0,0.0,33.0,1.0,4999.5,MISSING
00-0034495,2021,Lions,0.5041095890410959,24.0,0.0,-0.163,18.80%,Evan Brown,C,100.0,1.0,11.0,66.8,72.4,62.9,3.0,4.0,422.0,100.0,100.0,98.9,4.0,8.0,1.0,755.0,755.0,0.0,0.0,755.0,455.0,455.0,0.0,0.0,300.0,0.0,50434.0,MISSING
00-0036622,2021,Packers,0.5559287671232876,23.0,194.52236466264333,0.116,72.20%,Josh Myers,C,100.0,0.0,12.0,58.3,65.5,54.1,1.0,7.0,166.0,100.0,100.0,97.6,0.0,8.0,0.0,293.0,293.0,0.0,0.0,293.0,178.0,178.0,0.0,0.0,115.0,0.0,17081.899999999998,MISSING
00-0036273,2021,Packers,0.3616438356164383,24.0,25.656541036289838,0.116,72.20%,Jake Hanson,C,100.0,0.0,12.0,62.8,79.2,60.0,0.0,0.0,5.0,100.0,100.0,100.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,1.0,0.0,376.8,MISSING
00-0031349,2021,Panthers,3.1221917808219177,31.0,7.804092247729938,-0.101,29.40%,Matt Paradis,C,100.0,0.0,5.0,66.9,53.6,69.9,2.0,12.0,325.0,100.0,100.0,97.2,1.0,16.0,2.0,568.0,568.0,0.0,0.0,568.0,343.0,343.0,0.0,0.0,225.0,0.0,37999.2,MISSING
00-0035958,2021,Panthers,0.3013643835616438,24.0,0.0,-0.101,29.40%,Sam Tecklenburg,C,100.0,0.0,5.0,62.5,70.6,56.8,0.0,3.0,94.0,100.0,100.0,98.4,0.0,3.0,0.0,131.0,131.0,0.0,0.0,131.0,97.0,97.0,0.0,0.0,34.0,0.0,8187.5,MISSING
00-0035242,2021,Saints,0.9101742465753424,24.0,198.33962674027515,0.038,52.90%,Erik McCoy,C,100.0,0.0,20.0,63.6,69.2,66.4,2.0,5.0,408.0,100.0,100.0,99.1,8.0,7.0,0.0,746.0,746.0,0.0,0.0,746.0,433.0,433.0,0.0,0.0,313.0,0.0,47445.6,MISSING
00-0028129,2020,Eagles,3.74066599394551,32.0,5.691788653235748,-0.08,26.70%,Jason Kelce,C,100.0,0.0,24.0,69.6,62.0,79.0,3.0,13.0,707.0,100.0,100.0,98.3,10.0,20.0,4.0,1126.0,1124.0,0.0,0.0,1126.0,756.0,756.0,0.0,0.0,370.0,0.0,78369.59999999999,77.3
00-0028129,2021,Eagles,3.0542465753424657,33.0,4.2165807425864985,0.052,50.00%,Jason Kelce,C,100.0,0.0,24.0,84.4,67.7,89.4,0.0,16.0,523.0,100.0,100.0,98.3,4.0,17.0,1.0,993.0,993.0,0.0,0.0,993.0,557.0,557.0,0.0,0.0,436.0,0.0,83809.20000000001,MISSING
00-0031923,2021,Dolphins,0.3602739726027397,29.0,0.0,-0.019,52.90%,Greg Mancz,C,100.0,0.0,17.0,61.9,62.7,59.6,0.0,4.0,134.0,100.0,100.0,97.8,0.0,5.0,1.0,185.0,185.0,0.0,0.0,185.0,142.0,142.0,0.0,0.0,43.0,0.0,11451.5,MISSING
00-0036985,2021,Buccaneers,0.4788416438356164,23.0,125.03104645497524,0.205,73.70%,Robert Hainsey,C,100.0,0.0,30.0,65.7,78.2,63.3,0.0,0.0,8.0,100.0,100.0,100.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,31.0,10.0,10.0,0.0,0.0,21.0,0.0,2036.7,MISSING
00-0029895,2021,Buccaneers,5.47945205479452,30.0,6.282124579654305,0.205,73.70%,Ryan Jensen,C,100.0,2.0,30.0,69.9,61.7,76.1,5.0,14.0,754.0,100.0,100.0,98.5,5.0,21.0,2.0,1151.0,1151.0,0.0,0.0,1151.0,786.0,786.0,0.0,0.0,365.0,0.0,80454.90000000001,55.805724197745015
00-0034142,2021,Steelers,0.4273972602739726,25.0,0.0,-0.057,52.90%,J.C. Hassenauer,C,100.0,0.0,25.0,67.7,63.3,68.4,1.0,5.0,168.0,100.0,100.0,98.2,0.0,6.0,0.0,277.0,196.0,80.0,0.0,277.0,176.0,176.0,0.0,0.0,101.0,0.0,18752.9,MISSING
00-0027993,2021,Cardinals,1.5671232876712329,32.0,24.096391043373863,0.141,61.10%,Rodney Hudson,C,100.0,0.0,1.0,60.9,66.8,57.4,0.0,3.0,456.0,100.0,100.0,99.5,1.0,4.0,1.0,798.0,798.0,0.0,0.0,798.0,484.0,484.0,0.0,0.0,314.0,0.0,48598.2,MISSING
00-0036983,2021,Steelers,0.4857550684931507,22.0,138.79727216860618,-0.057,52.90%,Kendrick Green,C,100.0,3.0,25.0,52.4,50.7,54.7,4.0,11.0,582.0,100.0,100.0,98.2,9.0,18.0,3.0,975.0,975.0,0.0,0.0,975.0,631.0,631.0,0.0,0.0,344.0,0.0,51090.0,MISSING
00-0034392,2021,Chargers,0.5430482191780822,26.0,45.57931474036618,0.044,52.90%,Scott Quessenberry,C,100.0,0.0,27.0,64.3,60.7,64.0,0.0,1.0,67.0,100.0,100.0,99.3,1.0,1.0,0.0,115.0,114.0,0.0,0.0,115.0,71.0,71.0,0.0,0.0,44.0,1.0,7394.5,MISSING
00-0031019,2021,Chargers,3.616438356164384,30.0,15.534748256583482,0.044,52.90%,Corey Linsley,C,100.0,1.0,27.0,85.7,84.9,84.6,2.0,8.0,673.0,100.0,100.0,99.3,6.0,10.0,0.0,1076.0,1076.0,0.0,0.0,1076.0,724.0,724.0,0.0,0.0,352.0,0.0,92213.2,MISSING
00-0036623,2021,Chiefs,0.5544416438356164,22.0,191.4959393785066,0.102,70.00%,Creed Humphrey,C,100.0,1.0,16.0,91.4,80.4,92.5,1.0,8.0,752.0,100.0,100.0,99.3,6.0,10.0,1.0,1184.0,1184.0,0.0,0.0,1184.0,805.0,805.0,0.0,0.0,379.0,0.0,108217.6,78.16558265582655
00-0032455,2021,Chiefs,0.5424657534246575,29.0,7.632033388773069,0.102,70.00%,Austin Blythe,C,100.0,0.0,16.0,60.0,MISSING,59.6,0.0,0.0,0.0,MISSING,MISSING,MISSING,0.0,0.0,0.0,12.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,12.0,1.0,720.0,MISSING
00-0033592,2021,Seahawks,0.5041095890410959,27.0,10.769157121620957,0.018,41.20%,Kyle Fuller,C,100.0,0.0,29.0,46.5,31.3,53.6,4.0,11.0,266.0,100.0,100.0,96.4,1.0,17.0,2.0,447.0,390.0,57.0,0.0,447.0,281.0,281.0,0.0,0.0,166.0,0.0,20785.5,MISSING
00-0032383,2021,Colts,4.328767123287671,28.0,209.09260630100516,0.06,52.90%,Ryan Kelly,C,100.0,2.0,14.0,56.9,57.2,58.1,3.0,23.0,510.0,100.0,100.0,96.9,6.0,29.0,3.0,907.0,907.0,0.0,0.0,907.0,550.0,550.0,0.0,0.0,357.0,0.0,51608.3,MISSING
00-0036215,2021,Colts,0.4751643835616438,25.0,59.55385534441852,0.06,52.90%,Danny Pinter,C,99.6,0.0,14.0,74.7,46.0,78.4,0.0,4.0,72.0,98.6,98.8,97.2,2.0,4.0,0.0,225.0,204.0,0.0,0.0,226.0,79.0,80.0,0.0,0.0,146.0,22.0,16882.2,MISSING
00-0036342,2021,Commanders,0.2374427397260274,23.0,54.76383093315695,-0.116,41.20%,Keith Ismael,C,100.0,0.0,32.0,64.9,46.9,68.9,3.0,7.0,202.0,100.0,100.0,96.0,1.0,13.0,3.0,382.0,379.0,3.0,0.0,382.0,217.0,217.0,0.0,0.0,165.0,0.0,24791.800000000003,MISSING
00-0033529,2021,Commanders,2.4876712328767123,28.0,22.22573637473818,-0.116,41.20%,Chase Roullier,C,100.0,0.0,32.0,83.7,69.3,86.1,2.0,7.0,292.0,100.0,100.0,98.5,1.0,9.0,0.0,490.0,490.0,0.0,0.0,490.0,315.0,315.0,0.0,0.0,175.0,0.0,41013.0,MISSING
00-0030869,2021,Commanders,0.4931506849315068,30.0,0.0,-0.116,41.20%,Tyler Larsen,C,100.0,1.0,32.0,65.7,72.7,64.7,0.0,3.0,112.0,100.0,100.0,97.8,2.0,4.0,1.0,185.0,183.0,0.0,0.0,185.0,120.0,120.0,2.0,0.0,65.0,0.0,12154.5,MISSING
00-0033901,2021,Seahawks,1.095890410958904,26.0,138.83955506328573,0.018,41.20%,Ethan Pocic,C,100.0,0.0,29.0,67.3,43.8,76.0,4.0,12.0,347.0,100.0,100.0,97.1,1.0,18.0,2.0,600.0,600.0,0.0,0.0,600.0,367.0,367.0,0.0,0.0,233.0,0.0,40380.0,MISSING
00-0036376,2021,Cowboys,0.4951232876712328,23.0,62.11356365095413,0.173,66.70%,Tyler Biadasz,C,100.0,0.0,9.0,64.8,67.7,69.4,4.0,17.0,704.0,100.0,100.0,98.5,11.0,21.0,0.0,1202.0,1202.0,0.0,0.0,1202.0,764.0,764.0,0.0,0.0,438.0,0.0,77889.59999999999,51.876450216450216
00-0035686,2021,Dolphins,0.6007189041095891,24.0,127.90332010447727,-0.019,52.90%,Michael Deiter,C,100.0,1.0,17.0,60.6,57.2,61.7,2.0,7.0,313.0,100.0,100.0,98.2,3.0,10.0,1.0,546.0,546.0,0.0,0.0,546.0,335.0,335.0,0.0,0.0,211.0,0.0,33087.6,MISSING
00-0034436,2021,Saints,0.0280060273972602,25.0,11.695317918839422,0.038,52.90%,Will Clapp,C,100.0,1.0,20.0,50.7,40.5,61.9,3.0,3.0,66.0,100.0,100.0,93.9,2.0,7.0,1.0,133.0,58.0,10.0,0.0,133.0,69.0,69.0,0.0,0.0,64.0,65.0,6743.1,MISSING
00-0033505,2021,Dolphins,0.0076712328767123,26.0,0.0,-0.019,52.90%,Cameron Tom,C,100.0,0.0,17.0,60.0,66.0,MISSING,0.0,0.0,1.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,MISSING
00-0031019,2015,Packers,0.3882258514796203,24.0,51.57718057713489,0.02,61.10%,Corey Linsley,C,100.0,1.0,12.0,79.3,81.1,76.8,3.0,17.0,560.0,100.0,100.0,97.7,5.0,23.0,3.0,942.0,942.0,0.0,0.0,942.0,626.0,626.0,0.0,0.0,316.0,0.0,74700.59999999999,MISSING
00-0032445,2020,Dolphins,1.513622603430878,27.0,14.984863120720473,0.049,62.50%,Ted Karras,C,100.0,1.0,17.0,65.4,67.8,62.4,1.0,8.0,625.0,100.0,100.0,99.0,3.0,11.0,2.0,1068.0,1068.0,0.0,0.0,1068.0,667.0,667.0,0.0,0.0,401.0,0.0,69847.20000000001,60.06772277227722
00-0036376,2020,Cowboys,0.3348102926337033,22.0,68.64610416507516,-0.101,37.50%,Tyler Biadasz,C,100.0,0.0,9.0,53.5,56.0,57.0,2.0,8.0,274.0,100.0,100.0,97.8,4.0,11.0,1.0,427.0,426.0,0.0,0.0,427.0,285.0,285.0,0.0,0.0,142.0,1.0,22844.5,MISSING
00-0034392,2019,Chargers,0.3406285866099894,24.0,55.67070073893374,0.0,31.30%,Scott Quessenberry,C,100.0,0.0,27.0,58.4,54.6,58.8,0.0,10.0,364.0,100.0,100.0,98.4,3.0,11.0,1.0,625.0,624.0,0.0,0.0,625.0,396.0,396.0,0.0,0.0,229.0,1.0,36500.0,MISSING
00-0027953,2019,Chargers,5.350690754516472,30.0,0.0,0.0,31.30%,Mike Pouncey,C,100.0,0.0,27.0,58.2,60.6,55.6,2.0,9.0,188.0,100.0,100.0,97.1,0.0,11.0,0.0,305.0,305.0,0.0,0.0,305.0,202.0,202.0,0.0,0.0,103.0,0.0,17751.0,MISSING
00-0036833,2022,Falcons,0.1316853986551392,25.0,0.0,-0.061,41.20%,Ryan Neuzil,C,80.0,0.0,2.0,66.5,MISSING,68.0,0.0,0.0,0.0,0.0,0.0,MISSING,0.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,332.5,MISSING
00-0036957,2022,Falcons,0.4895196926032661,23.0,88.76270544405082,-0.061,41.20%,Drew Dalman,C,100.0,2.0,2.0,65.9,55.1,69.5,4.0,23.0,486.0,100.0,100.0,97.2,9.0,27.0,0.0,1051.0,1051.0,0.0,0.0,1051.0,517.0,517.0,0.0,0.0,534.0,0.0,69260.90000000001,MISSING
00-0031958,2019,Chiefs,0.774884697130712,27.0,14.76932520424394,0.133,79.00%,Austin Reiter,C,100.0,2.0,16.0,63.0,82.0,51.2,1.0,3.0,623.0,100.0,100.0,99.4,8.0,6.0,2.0,1045.0,1043.0,0.0,0.0,1045.0,693.0,693.0,0.0,0.0,352.0,0.0,65835.0,MISSING
