,Team,Year,Position,Value_cap_space,Value_draft_data,Previous_AV,Current_AV,Previous_PFF,Current_PFF,Total DVOA,win-loss-pct,Net EPA,weighted_avg_avg_depth_of_target,weighted_avg_avoided_tackles,weighted_avg_caught_percent,weighted_avg_contested_catch_rate,weighted_avg_contested_receptions,weighted_avg_contested_targets,weighted_avg_declined_penalties,weighted_avg_drop_rate,weighted_avg_drops,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_fumbles,weighted_avg_grades_hands_drop,weighted_avg_grades_hands_fumble,weighted_avg_grades_pass_block,weighted_avg_grades_pass_route,weighted_avg_inline_rate,weighted_avg_interceptions,weighted_avg_longest,weighted_avg_pass_block_rate,weighted_avg_pass_blocks,weighted_avg_pass_plays,weighted_avg_penalties,weighted_avg_receptions,weighted_avg_route_rate,weighted_avg_routes,weighted_avg_slot_rate,weighted_avg_targeted_qb_rating,weighted_avg_targets,weighted_avg_touchdowns,weighted_avg_wide_rate,weighted_avg_yards,weighted_avg_yards_after_catch,weighted_avg_yards_after_catch_per_reception,weighted_avg_yards_per_reception,weighted_avg_yprr,Previous_avg_depth_of_target,Previous_avoided_tackles,Previous_caught_percent,Previous_contested_catch_rate,Previous_contested_receptions,Previous_contested_targets,Previous_declined_penalties,Previous_drop_rate,Previous_drops,Previous_first_downs,Previous_franchise_id,Previous_fumbles,Previous_grades_hands_drop,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_pass_block,Previous_grades_pass_route,Previous_inline_rate,Previous_interceptions,Previous_longest,Previous_pass_block_rate,Previous_pass_blocks,Previous_pass_plays,Previous_penalties,Previous_receptions,Previous_route_rate,Previous_routes,Previous_slot_rate,Previous_targeted_qb_rating,Previous_targets,Previous_touchdowns,Previous_wide_rate,Previous_yards,Previous_yards_after_catch,Previous_yards_after_catch_per_reception,Previous_yards_per_reception,Previous_yprr
32,Seahawks,2020,WR,7.699293642785065,86.39310588781603,25.0,30.0,69.25442795595978,73.98199475065617,20.10%,0.75,0.06,11.597952755905514,7.667716535433071,71.88141732283465,48.7057217847769,7.801049868766404,14.650918635170605,0.0,6.49490813648294,6.0913385826771655,45.53228346456693,29.0,0.6965879265091863,67.6651968503937,61.023097112860896,42.09601049868766,74.27800524934383,0.7674015748031496,1.746981627296588,50.33280839895013,0.2895538057742782,1.5065616797900263,545.4146981627297,2.043044619422572,71.13228346456692,94.59286089238844,516.4047244094488,35.309763779527565,122.59716535433073,99.49291338582675,8.20787401574803,63.80036745406824,910.2713910761156,286.43412073490816,4.561259842519686,12.675958005249344,1.622293963254593,12.785782671134514,4.564384873145046,64.65193872666347,52.581378650071805,8.583532790808999,16.39540449976065,0.832934418382001,9.138822403063669,4.37051220679751,31.98516036381044,29.0,1.3326950694112016,59.93322163714696,49.19593106749641,69.25442795595978,12.377261847774054,69.75782671134515,0.9262805169937768,0.7774054571565342,50.04547630445189,0.4754906653901388,0.8784107228338918,443.832934418382,3.134514121589277,48.74198180947822,91.99961704164672,408.9143130684538,36.77022498803255,111.04561991383436,73.01053135471517,4.92915270464337,62.32106270943035,695.4317855433221,215.3417903303016,4.887218764959311,14.855385351842989,1.6459932982288177
33,Jaguars,2020,WR,4.868819374369323,235.76093403576849,21.0,21.0,67.04682395644284,68.87541707556429,-27.90%,0.0625,-0.217,11.357163886162905,4.897448478900883,64.81530912659468,54.03930323846909,8.822865554465162,16.024533856722275,0.0,8.161825318940137,4.15161923454367,30.20559371933268,15.0,0.1545632973503434,62.25456329735034,72.89298331697742,19.640137389597644,68.2830225711482,0.5473503434739941,1.7571148184494605,52.14965652600589,0.0589793915603532,0.2948969578017664,441.5956820412169,0.8856722276741904,48.13788027477919,95.97551521099118,423.9813542688911,39.61324828263003,97.06108930323848,74.23405299313052,4.141315014720314,59.28159960745829,574.3773307163887,186.45878312070656,3.817762512266929,12.067909715407264,1.3837340529931306,11.37404718693285,7.901996370235935,63.07681488203266,36.97522686025408,7.343920145190562,21.74682395644283,0.2699637023593466,6.817831215970962,3.790834845735027,32.94872958257713,15.0,0.0,68.25725952813067,76.29800362976405,67.04682395644284,19.377994555353904,67.22613430127042,0.3387023593466424,1.2445553539019965,57.74546279491833,0.085617059891107,0.5707803992740472,560.6333938294011,2.7899274047186933,55.46823956442831,92.94768602540834,520.7164246823957,40.23988203266788,101.80022686025409,88.9342105263158,4.930580762250454,59.35090744101633,737.2849364791289,258.7236842105263,4.641969147005445,13.547504537205082,1.397513611615245
34,Raiders,2020,WR,3.491422805247225,564.2301392834605,13.0,22.0,63.3800868935554,67.69079794079794,-6.30%,0.5,-0.071,12.422844272844271,5.584298584298584,65.92020592020592,39.74317889317889,4.425997425997426,10.493564993564991,0.0,9.398455598455598,4.134491634491635,23.87516087516088,23.0,0.4935649935649935,55.98416988416988,53.642921492921495,0.0,67.36299871299872,0.0598455598455598,1.2425997425997426,63.244530244530246,0.0,0.0,361.5630630630631,0.3674388674388674,37.48069498069498,93.7984555984556,338.92471042471044,40.71222651222652,109.361583011583,57.50514800514801,3.5823680823680824,58.84826254826255,578.4472329472329,211.5939510939511,5.618661518661519,15.526447876447875,1.6076576576576578,11.755177407675598,3.716871832005793,67.62628530050688,40.46965966690804,3.026068066618393,7.511223750905141,0.2194062273714699,6.966545981173063,2.782041998551774,20.577842143374365,23.0,0.0615496017378711,64.10079652425779,69.81875452570601,63.3800868935554,52.73048515568429,63.1762490948588,0.0,1.719768283852281,41.38884866039102,0.4320782041998552,1.393193338160753,326.1412020275163,1.278059377262853,32.73642288196959,95.35394641564083,310.52063721940624,42.01310644460536,96.14554670528602,48.635047067342505,2.783490224475018,57.82251991310645,415.4322954380883,158.89645184648805,4.731498913830557,13.070311368573496,1.3821144098479363
35,Colts,2020,WR,9.268415741675076,260.3143157588285,15.0,23.0,65.18099173553719,67.72416225749559,14.30%,0.6875,0.092,11.52169312169312,3.520870076425632,64.86125808348031,44.11898883009994,5.104644326866549,11.619635508524397,0.2945326278659612,7.24209288653733,3.1716637272192827,26.49029982363316,14.0,0.0182245737801293,64.60705467372135,76.905291005291,20.74644326866549,67.35631981187537,0.4706643151087595,1.771310993533216,44.35449735449736,0.1172251616696061,0.3127572016460905,387.85949441505,3.0393885949441506,39.42798353909465,93.96466784244562,363.4285714285714,39.66901822457378,93.6731922398589,62.23456790123457,3.065843621399177,59.53885949441504,541.2945326278659,194.09641387419163,4.963433274544386,13.896649029982363,1.4826984126984128,11.557851239669422,2.287349014621742,62.26579783852512,32.15162110616656,3.394151303242212,10.534011443102353,0.6636999364272091,10.384742530197077,2.5352828989192626,17.67577876668786,14.0,0.1576605212968849,56.28448823903369,68.1660521296885,65.18099173553719,33.08684043229498,64.68830260648443,0.17546090273363,1.3286713286713288,34.413223140495866,0.2369993642720916,0.87730451366815,284.3986013986014,1.8836617927527015,27.914812460267004,93.53108709472346,265.2752701843611,40.65543547361729,97.94920534011445,45.32612841703751,3.074380165289256,59.08366179275269,365.8048315321042,137.98283534647172,4.722250476795932,12.89955499046408,1.3060839160839162
36,Cowboys,2020,WR,8.975782038345107,472.44146053974384,28.0,27.0,73.85826687931953,70.14812558575446,-11.10%,0.375,-0.101,10.824226804123713,5.890346766635426,65.7240862230553,45.78894095595127,7.05107778819119,14.681349578256794,0.2989690721649484,8.169353327085286,5.534676663542643,42.48219306466729,9.0,0.2525773195876288,60.886691658856606,77.45885660731022,21.76237113402061,70.9802717900656,0.1536082474226804,1.8425492033739457,55.11387066541706,0.2706185567010309,1.1443298969072164,549.9329896907217,2.288659793814433,66.50984067478913,95.92338331771322,528.7671040299906,40.59592314901593,98.33711340206186,99.49859418931584,4.441424554826616,59.15988753514527,852.3594189315838,290.13964386129334,4.43805060918463,12.75332708528585,1.5791190253045924,12.828708133971292,7.359914938862307,64.59580010632641,47.85778841041999,9.892078681552366,20.39978734715577,0.291866028708134,10.85023923444976,8.169590643274853,41.953216374269005,9.0,0.53056884635832,46.4996278575226,65.02190324295587,73.85826687931953,23.92658160552897,74.5120148856991,0.3715576820839978,2.042530568846358,56.55236576289208,0.1587453482190324,0.6182881446039341,466.7767145135566,2.8564593301435406,58.09356725146199,93.8671451355662,440.1105794790005,36.806592238171184,105.56804891015416,89.55821371610845,4.987772461456672,62.82185007974481,906.2599681020732,261.01648059542794,4.792663476874004,15.614885699096224,1.9633864965443912
37,Chargers,2020,WR,9.687184661957618,223.2034580516,19.0,21.0,67.88592715231788,69.22033553634978,-14.70%,0.4375,0.015,13.389171326893749,4.247585155058465,62.70955770208439,44.13512963904422,9.616166751398069,19.72547025927809,0.2816471784443314,8.261209964412812,3.2801220132180986,33.378240976105744,27.0,0.8449415353329944,63.282358922216574,72.66309100152516,47.75770208439247,68.94941535332994,0.1753940010167768,2.5582104728012203,53.24707676664972,0.2589222165734621,1.2775800711743772,504.1774275546517,2.520081342145399,51.585155058464665,94.12760549059482,474.39247585155056,38.45063548551094,100.1244534824606,79.1698017285206,4.761565836298932,61.34900864260295,675.5449923741738,229.37824097610576,4.5501270971021865,14.916014234875446,1.473401118454499,14.90242825607064,3.768211920529801,57.789348785871965,42.23956953642384,10.217439293598234,20.86479028697572,0.0,12.334381898454746,4.262141280353201,36.25496688741722,27.0,0.0,52.97378587196468,76.85480132450331,67.88592715231788,59.19740618101545,68.01616997792495,0.1617549668874172,5.526490066225166,38.844922737306845,0.3509381898454746,1.5927152317880795,482.34326710816777,1.955298013245033,53.97958057395144,92.2238962472406,445.64293598234,42.70126931567329,65.75849889624723,83.07064017660043,2.7549668874172184,57.13697571743929,753.8951434878587,203.57064017660045,3.7795253863134657,13.61462472406181,1.410618101545254
38,Patriots,2020,WR,4.021190716448032,154.2341966495511,22.0,21.0,65.9560620756547,66.02934256055363,-7.10%,0.4375,-0.071,10.174048442906576,4.348096885813149,67.34948096885813,37.786851211072666,3.4948096885813147,9.413840830449828,0.3432525951557093,7.691903114186851,3.378546712802768,24.59515570934256,19.0,0.8124567474048443,63.11771626297578,39.75072664359861,56.23086505190312,67.66262975778547,0.1415916955017301,2.3314878892733564,37.65051903114187,0.4867820069204153,1.659515570934256,354.8235294117647,1.980622837370242,40.6401384083045,94.42927335640138,335.0166089965398,38.14269896193771,81.35951557093425,60.87543252595156,0.8470588235294118,61.36262975778547,494.2581314878893,144.8712802768166,3.8831141868512113,12.249273356401384,1.5087543252595157,10.211639185257033,4.511639185257032,63.31910766246363,55.2541222114452,7.82007759456838,13.42337536372454,0.3244422890397672,7.654898157129001,5.283220174587779,31.007274490785644,19.0,0.9544131910766246,63.15780795344325,59.26513094083415,65.9560620756547,35.04573229873909,66.50349175557712,0.1471387002909796,1.6173617846750727,38.99466537342386,0.1517458777885547,0.8239573229873909,471.9262851600388,2.8307468477206594,57.00678952473327,92.7855480116392,437.992240543162,51.48583899127061,90.49068865179436,86.50484966052376,3.504364694471387,47.75897187196896,622.5533462657614,189.01115421920463,3.5193501454898155,11.403346265761398,1.347502424830262
39,Bills,2020,WR,17.38143289606458,40.13395251772873,20.0,38.0,70.55482885085574,78.09638721630385,23.80%,0.8125,0.134,11.446595646132469,7.95414543770264,73.42320518758684,51.49180176007411,7.237146827234831,13.218156553960169,0.7748957850856878,5.6930986567855495,3.676238999536823,45.13107920333488,4.0,0.2352941176470588,72.69407132931913,69.70120426123205,15.41945345067161,79.49166280685503,0.0470588235294117,1.794812413154238,47.99397869383974,0.4649374710514126,2.1866604909680407,490.9453450671607,3.368226030569708,72.64103751736916,92.21421954608616,452.4766095414544,43.967948124131546,114.54349235757294,96.29319129226494,5.776285317276517,55.44951366373321,916.3876794812412,290.95229272811486,4.147383047707272,13.207827698008336,1.9329319129226488,11.887041564792174,5.166870415647922,61.15421760391198,27.546821515892415,3.9877750611246943,10.95843520782396,0.0,7.696088019559902,3.790953545232274,32.52933985330073,4.0,0.0,62.947432762836186,79.70476772616136,70.55482885085574,30.61265281173594,70.12707823960879,0.0,2.356356968215159,46.47249388753056,0.4284229828850856,1.4614914425427872,413.6735941320293,0.3453545232273838,50.947432762836186,94.7437652811736,391.03911980440097,44.74816625916871,90.04700488997554,78.93154034229829,4.1552567237163816,55.06968215158924,665.0941320293399,220.7927872860636,5.159841075794621,13.22059902200489,1.5080867970660148
40,Titans,2020,WR,5.655903128153381,308.6279554808678,19.0,30.0,74.72933968686182,78.00992647058824,2.90%,0.6875,0.058,11.322132352941177,7.349264705882353,71.6102205882353,57.10536764705883,8.744117647058824,15.141176470588237,0.0,7.458014705882353,3.786764705882353,34.675,31.0,0.923529411764706,64.40816176470588,46.87830882352941,0.0,78.02522058823529,0.743014705882353,0.8977941176470589,56.71764705882353,0.0,0.0,306.2867647058824,1.0875,46.338235294117645,94.68867647058823,290.98161764705884,31.458970588235296,114.38,65.48014705882353,5.295588235294118,67.72522058823529,686.2264705882353,233.73602941176472,4.3755147058823525,14.079338235294118,2.0331985294117643,12.45057862491491,6.807351940095303,67.34547311095983,53.80558202859088,6.603131381892444,12.989788972089857,0.5663716814159292,4.448672566371681,2.219196732471069,28.079646017699115,31.0,0.6181075561606535,73.58012253233493,54.93110959836624,74.72933968686182,64.50667120490128,74.65248468345814,0.0594962559564329,0.7896528250510552,52.989108236895845,0.386997957794418,1.3063308373042886,347.64737916950304,2.1940095302927163,39.29067392784207,93.68148400272294,325.284547311096,35.67637848876787,114.342614023145,59.581347855684136,3.961198093941457,64.18652144315861,611.1994554118448,230.2219196732471,5.268958475153165,14.94506466984343,1.857991831177672
41,Saints,2020,WR,7.391523713420788,88.6203973941443,29.0,21.0,71.37020484171323,69.05537742150968,33.30%,0.75,0.14,9.15490981963928,4.287909151636606,72.5185036740147,43.6995991983968,3.433533734134937,6.052104208416834,0.1002004008016032,7.591382765531062,2.459585838343353,20.082832331329325,20.0,0.5364061456245826,65.66032064128257,50.29873079492318,23.095858383433534,68.63299933199733,0.1419505678022712,0.7802271209084837,33.16700066800267,0.520374081496326,2.007348029392117,279.6199064796259,1.2598530394121576,34.99064796259185,95.47742150968602,266.82965931863725,38.887040748163,105.20975283901136,47.1002004008016,2.531062124248497,60.84255177020708,414.5384101536406,109.48029392117569,3.3422845691382763,11.489311957247828,1.5076553106212425,10.780757293606456,6.15270018621974,68.61353196772191,39.29546865301055,8.80012414649286,15.744258224705153,0.4581005586592179,5.98739913097455,3.731843575418994,45.66790813159528,20.0,0.3966480446927374,70.52203600248293,69.89137181874612,71.37020484171323,18.75810055865922,70.79199255121043,0.3658597144630664,0.4823091247672253,39.55679702048417,0.2538795779019243,0.638733705772812,456.699565487275,3.4767225325884543,71.47672253258845,93.66213531967723,427.3836126629423,37.968404717566735,104.54574798261947,91.99130974549968,5.111731843575419,61.60800744878957,852.4574798261949,270.0626939788951,3.651644941030416,11.872998137802607,1.6020111731843576
42,Falcons,2020,WR,13.118062563067609,274.90052458362834,29.0,28.0,74.70522006141249,76.29614604462475,-4.20%,0.25,-0.029,11.7394523326572,8.16734279918864,69.68073022312373,40.34163286004057,6.521805273833672,14.95689655172414,0.255578093306288,7.241480730223123,5.094320486815416,41.5684584178499,2.0,0.3696754563894523,65.2855476673428,68.67956389452333,18.95212981744422,75.49538539553753,0.0601419878296146,2.1754563894523327,43.60091277890466,0.111156186612576,0.5557809330628803,421.5471602434077,1.5147058823529411,59.0395537525355,94.33286004056797,397.42494929006085,34.76820486815416,105.92895537525357,87.0314401622718,4.568458417849898,64.88960446247465,796.8605476673428,209.04310344827587,3.4483772819472622,12.73737322515213,1.855187626774848,11.029222108495391,4.944216990788127,66.50762538382804,50.81422722620266,11.6453428863869,23.424769703172977,0.4017400204708291,4.154708290685773,3.1934493346980557,43.6560900716479,2.0,0.3121801432958034,80.24048106448312,54.11315250767657,74.70522006141249,4.143500511770727,74.6849539406346,0.0,2.3326509723643807,35.77942681678608,0.0479017400204708,0.0598771750255885,465.8398157625384,2.663254861821904,61.32139201637666,93.6381780962129,434.7543500511771,30.566581371545546,96.41141248720572,90.8336745138178,4.080348004094166,69.22517911975434,796.8561924257932,194.38075742067556,3.367809621289662,12.537359263050153,1.6972210849539406
43,Eagles,2020,WR,15.14127144298688,401.41399865413103,12.0,17.0,62.574179743223965,61.27315973960941,-18.80%,0.25,-0.08,12.707911867801704,3.1051577366049075,57.921331997997,39.793289934902354,3.978467701552328,9.58587881822734,0.3970956434651978,11.471757636454685,2.816725087631448,16.303955933900852,24.0,0.271907861792689,57.18232348522785,65.70861291937908,30.43159739609414,61.35252879318978,0.1451176765147721,2.0315473209814723,45.03204807210816,0.3494241362043064,1.3655483224837257,334.4331497245869,0.9048572859288934,29.928392588883327,93.14401602403606,310.5888833249875,37.66104156234351,78.39113670505759,49.28793189784677,2.7526289434151225,62.09123685528292,335.94391587381074,110.11767651477216,4.173059589384076,13.302603905858788,1.1160340510766151,12.655920114122685,1.8509272467902995,59.87967189728959,37.96169757489301,4.226818830242511,10.5962910128388,0.31169757489301,7.354493580599144,2.427960057061341,17.669757489301,24.0,0.62339514978602,60.412339514978605,59.29072753209701,62.574179743223965,0.0,62.27218259629102,0.062339514978602,0.8174037089871612,36.606990014265335,0.0,0.0,313.3181169757489,1.0763195435092725,28.296718972895864,94.1482168330956,293.82881597717545,36.80085592011412,85.21483594864479,46.10271041369472,2.238944365192582,63.00135520684736,301.71398002853067,95.34308131241085,2.9850927246790304,11.787303851640512,1.1309272467902995
44,Panthers,2020,WR,7.598385469223007,223.5812025209016,16.0,28.0,63.42802275960171,74.2567106710671,-6.70%,0.3125,-0.068,10.712321232123212,7.69031903190319,68.97068206820681,45.2070407040704,7.391089108910891,16.292629262926294,0.0,6.382453245324532,4.7024202420242025,41.88338833883388,5.0,0.5594059405940595,68.75676567656765,68.84631463146314,20.76237623762376,74.5979097909791,0.4842684268426842,3.4174917491749173,60.64081408140814,0.1496149614961496,0.517051705170517,483.6798679867987,2.0088008800880086,69.92244224422443,94.43124312431245,456.5225522552256,40.36281628162816,91.0491199119912,101.1974697469747,2.927942794279428,57.45027502750276,932.7051705170516,364.93674367436745,5.34037403740374,13.492079207920794,1.885907590759076,12.476623992413469,4.942152678994784,55.19307728781413,34.73281175912755,6.817923186344239,17.166903745851116,0.0,12.009056424845898,5.524893314366999,33.92935040303461,5.0,0.5756282598387862,52.45343764817449,66.1235656709341,63.42802275960171,60.47430061640589,63.12223802750118,0.0575628259838786,3.1740161213845424,39.69653864390707,0.2145566619250829,1.1659554291133238,532.4717875770507,1.218112849691797,50.03935514461831,96.04404931247036,511.4556661925083,38.42574679943101,65.69388335704124,85.96396396396396,3.051683262209578,61.23338074917022,618.8752963489806,188.36130867709812,3.478378378378378,11.462873399715503,1.152868658131816
45,Rams,2020,WR,8.249243188698285,166.41472681430702,26.0,20.0,74.13023255813953,72.18793859649122,15.40%,0.625,0.151,8.34983552631579,11.900219298245617,73.37269736842104,51.88300438596492,6.298793859649122,12.85032894736842,0.3355263157894737,4.852631578947369,3.5625,38.44956140350877,26.0,0.9830043859649122,78.22565789473684,69.04270833333334,60.02434210526315,71.45378289473685,0.0671052631578947,2.968201754385965,49.04111842105263,1.232565789473684,6.81469298245614,523.6957236842105,2.044956140350877,73.7593201754386,95.6156798245614,500.27741228070175,45.59490131578948,94.684375,99.00383771929825,3.552083333333333,54.30997807017543,795.7883771929825,395.6288377192983,5.067269736842104,10.984265350877193,1.5761019736842106,9.933575581395347,5.604166666666667,66.05387596899226,42.01225775193798,6.578972868217054,14.919089147286822,0.3173449612403101,5.325629844961241,2.9830426356589146,42.020833333333336,26.0,0.8997093023255814,77.04815891472869,63.7578003875969,74.13023255813953,71.95266472868217,73.69888565891473,0.2535368217054263,3.111434108527132,52.77131782945737,1.7830426356589146,10.65406976744186,547.5237403100775,3.795058139534884,69.52810077519379,91.63963178294574,500.90067829457365,43.839098837209306,93.47693798449612,101.69428294573645,4.241279069767442,55.76022286821705,890.1293604651163,408.2771317829457,5.699224806201551,13.202228682170544,1.7009302325581397
46,Vikings,2020,WR,9.03632694248234,265.8615728021452,24.0,25.0,73.33747810858145,81.44159410582719,-6.40%,0.4375,-0.006,11.81868720696584,6.9477561955793705,70.64956463496316,42.72592096450101,8.729403884795714,19.123911587407903,0.0991292699263228,5.296517079705291,3.5586068318821167,42.94574681848627,18.0,0.377093101138647,76.53784326858674,70.17340924313463,0.0,82.22819825853985,0.4089082384460817,3.3978566644340256,54.20026791694575,0.0,0.0,456.7240455458808,1.2076356329537845,64.25987943737441,93.18921634293368,425.2638981915606,33.469055592766246,109.25659745478902,90.00468854655057,7.977896851975887,65.86972538513061,910.1172136637642,266.4065639651708,3.908975217682518,13.397856664434023,1.9486470194239789,13.699211908931698,2.749562171628721,68.78353765323993,45.60420315236427,4.683887915936952,9.676882661996498,0.478984238178634,6.007005253940456,2.890542907180385,25.30998248686515,18.0,1.5866900175131349,69.984588441331,55.22066549912434,73.33747810858145,0.0,73.54973730297723,0.0,2.0569176882661995,48.22854640980736,0.0,0.0,320.63747810858143,2.998248686514886,40.38879159369528,92.93108581436076,298.05429071803854,27.55665499124343,115.6974605954466,58.359019264448335,4.531523642732049,72.16190893169878,632.6812609457093,173.30823117338002,4.626269702276708,15.530385288966723,2.0194220665499123
47,Packers,2020,WR,9.783047426841575,104.51726752479028,22.0,32.0,65.43124335812965,70.95413726747915,25.90%,0.8125,0.195,12.775240538806926,2.5708787684413084,67.9769724182168,39.97504810776138,5.536882617062219,12.397690827453497,0.313662604233483,9.064464400256576,3.5022450288646567,36.28608082103913,12.0,0.6324567030147531,56.66889031430404,53.12995509942271,13.13040410519564,70.56048749198204,1.4757536882617062,1.578576010262989,59.45157152020526,0.2487491982039768,0.7107119948685054,379.2508017960231,1.8973701090442592,53.54137267479153,93.6818473380372,355.989095574086,39.50885182809493,123.35330339961514,74.64720974983965,8.21423989737011,58.81199486850546,745.5407312379731,302.9114817190507,6.336112892880052,15.263245670301474,1.8812123155869147,11.803613177470776,1.5892667375132838,60.92258235919235,35.305419766206164,3.691817215727949,10.058448459086078,0.5159404888416578,10.376833156216792,4.198193411264612,24.564824654622743,12.0,0.971307120085016,58.448087141339,49.977948990435706,65.43124335812965,31.32784272051009,64.38119022316684,0.5822529224229542,0.5871413390010627,48.31934112646121,0.2532943676939426,0.8560042507970245,367.0940488841658,2.6663124335812967,40.64080765143464,92.6210945802338,339.4447396386823,40.560892667375136,92.15658873538788,64.47077577045697,2.6902231668437837,58.75217853347503,501.2571732199788,188.47343251859724,4.784272051009564,12.590170031880978,1.3976673751328377
48,Lions,2020,WR,8.06760847628658,39.12772831797682,25.0,25.0,73.76866883116882,71.20342028985507,-15.70%,0.3125,-0.191,11.952463768115942,3.6968115942028983,65.97831884057972,38.644,7.56,13.95768115942029,0.0,5.966666666666667,2.584927536231884,31.54376811594203,11.0,0.0,68.81252173913043,75.76365217391304,62.685739130434776,71.82713043478262,0.4874782608695652,1.954782608695652,41.44753623188406,0.5122898550724637,1.4794202898550726,406.5431884057971,1.5739130434782609,46.0968115942029,92.74608695652174,377.48,43.51431884057971,101.4143768115942,69.36289855072464,4.035942028985508,55.61263768115942,605.0898550724638,163.5495652173913,3.872985507246377,13.235014492753624,1.5862376811594203,14.054112554112557,4.154761904761905,60.96401515151515,52.97759740259741,16.07034632034632,26.635281385281385,1.3111471861471862,9.03495670995671,3.957792207792208,39.34632034632035,11.0,0.3387445887445887,66.1590367965368,67.58798701298701,73.76866883116882,20.924025974025973,73.64161255411256,0.3066017316017315,3.771103896103896,55.96482683982684,0.2634199134199134,0.7689393939393939,505.26028138528136,3.17478354978355,56.68939393939394,93.3362554112554,471.7012987012987,39.18041125541125,94.32786796536796,89.97240259740259,6.676406926406926,60.11331168831168,820.4621212121212,194.89718614718612,3.39004329004329,15.14042207792208,1.7103030303030302
49,Giants,2020,WR,10.721493440968718,153.76722518526566,20.0,18.0,69.6585581167239,69.91373172282263,-13.80%,0.375,-0.093,11.507946598855687,4.1036236490781945,64.21900826446281,46.7516846789574,6.421487603305785,15.506039415130324,0.5727908455181182,7.041385886840432,3.255562619198983,28.8099173553719,21.0,0.3706293706293706,65.99879211697395,61.10413223140496,3.173553719008265,69.41544818817546,0.3233312142403051,1.1945327399872854,35.79529561347743,0.0661157024793388,0.0508582326764145,396.347743165925,1.6478067387158295,43.55562619198983,94.12027972027973,373.1557533375715,36.32759059122696,93.84634456452638,69.27654164017801,2.320406865861411,63.37412587412587,537.5104895104895,129.98537825810553,2.968467895740623,12.603623649078196,1.393235855054037,11.660127513487003,4.126042177538009,64.35183913683177,48.32064737616479,10.338891613536047,20.967140755272197,0.3354585581167238,6.13727317312408,2.535556645414419,24.549779303580188,21.0,0.2221677292790583,69.82305051495833,80.61608631682198,69.6585581167239,13.689847964688571,68.88891613536047,0.3979401667484061,3.166257969592938,43.97204512015694,0.0408043158410985,0.2040215792054928,378.00147130946544,1.7969592937714567,40.50907307503678,93.91647866601276,353.6233447768514,36.62084355076018,89.03339872486514,63.91613536047082,4.198136341343796,62.95355566454144,515.1682197155468,165.92888670917117,3.883521333987249,12.330063756743504,1.3600980872976949
50,49ers,2020,WR,4.631685166498486,605.4496627625058,24.0,18.0,69.55494568324757,71.29202762084118,5.40%,0.375,0.025,8.633019460138105,6.654111738857502,66.70056497175142,36.9030131826742,3.233521657250471,9.613308223477716,0.2856246076585059,7.145699937225361,3.4218455743879472,27.61079723791588,28.0,0.0,65.52071563088512,73.38625235404896,70.69887005649717,71.64143126177025,0.3015065913370998,2.059008160703076,43.24984306340239,0.5550533584431889,1.652856246076585,349.96170747018203,2.160075329566855,40.29504080351538,94.52623979912114,330.59824231010674,36.64770872567483,91.05386064030132,60.43816698053986,2.2919020715630887,62.79987445072191,527.9629629629629,226.541117388575,5.883050847457628,12.786566227244194,1.5384243565599498,10.247627215551743,7.457404230989137,64.37815894797026,36.64814179531161,4.714694110920526,11.15666094911378,0.0,10.361863922241282,3.743853630646084,25.74499714122356,28.0,0.4791309319611206,58.5639794168096,65.86152086906804,69.55494568324757,49.987707261292165,69.28238993710691,0.5132075471698113,2.57347055460263,46.65809033733562,0.4515723270440251,1.7078330474556889,351.15437392795883,4.274442538593482,41.21212121212121,92.80331618067468,325.47284162378503,35.187478559176675,94.33939393939394,60.00114351057747,3.401943967981704,63.4722126929674,551.5214408233276,221.2441395082905,5.384562607204117,13.630588907947397,1.5420926243567752
51,Ravens,2020,WR,5.943491422805247,289.43861963992754,19.0,22.0,63.605484896661366,66.75781487101669,18.60%,0.6875,0.137,10.750075872534143,4.590288315629742,65.33748103186646,30.81942336874052,1.5341426403641882,5.949924127465858,0.3596358118361153,6.418209408194234,3.3019726858877085,21.82094081942337,3.0,0.2245827010622154,64.62200303490137,67.5761760242792,0.0,66.24446130500759,0.0,2.17298937784522,48.21092564491654,0.0,0.0,322.701062215478,1.330804248861912,35.22458270106222,95.21092564491654,307.7875569044006,36.90394537177541,98.72488619119878,55.12746585735964,4.430955993930198,62.86616084977239,457.1866464339909,178.44613050075873,5.214264036418816,12.63277693474962,1.3732018209408194,11.64825119236884,3.918124006359301,66.21200317965024,49.995389507154215,3.636724960254372,6.804451510333863,0.6406995230524642,6.9439586645469,1.8855325914149443,17.55007949125596,3.0,0.0,66.17400635930048,75.78529411764706,63.605484896661366,0.0,63.30524642289348,0.0,1.021462639109698,51.81240063593005,0.0,0.0,284.1995230524642,2.5047694753577106,27.696343402225757,95.57869634340224,272.1502384737679,37.40111287758347,111.01621621621624,40.62639109697933,4.12241653418124,62.52496025437201,342.4594594594595,119.29968203497616,3.820349761526232,12.217567567567569,1.183537360890302
