team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Eagles,00-0029440,0.0,Eagles,-0.16,25.00%,Emil Igwenagu,TE,0.0803482587064676,2012.0,emil igwenagu,,emil igwenagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0029440,0.0,Eagles,-0.16,25.00%,Emil Igwenagu,TE,0.0570671641791044,2012.0,emil igwenagu,,emil igwenagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0027069,89.2204733011669,Falcons,0.12,77.80%,Chase Coffman,TE,0.4477611940298507,2012.0,chase coffman,chase coffman,chase coffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029281,84.57952349910451,Giants,0.02,56.30%,Adrien Robinson,TE,0.4033275290215589,2012.0,adrien robinson,adrien robinson,adrien robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0028158,20.94049273088225,Lions,-0.03,25.00%,Shaun Chapas,TE,0.0680422885572139,2012.0,shaun chapas,,shaun chapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027753,50.97368191649351,Packers,0.1,66.70%,Andrew Quarless,TE,0.4855771144278607,2012.0,andrew quarless,andrew quarless,andrew quarless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0021154,43.341934268765655,Saints,-0.02,43.80%,Daniel Graham,TE,0.3894593698175788,2012.0,daniel graham,daniel graham,daniel graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027306,0.0,Steelers,0.05,50.00%,Jamie McCoy,TE,0.3233830845771144,2012.0,jamie mccoy,,jamie mccoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0028961,0.0,Titans,-0.15,37.50%,Brandon Barden,TE,0.3233830845771144,2012.0,brandon barden,braedon bowman,braedon bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0029587,83.40394402994575,Vikings,-0.01,58.80%,Rhett Ellison,TE,0.3856932006633499,2012.0,rhett ellison,rhett ellison,rhett ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0028267,0.0,Vikings,-0.01,58.80%,Allen Reisner,TE,0.2494875621890547,2012.0,allen reisner,allen reisner,allen reisner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0028267,0.0,Vikings,-0.01,58.80%,Allen Reisner,TE,0.0803482587064676,2012.0,allen reisner,allen reisner,allen reisner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029119,0.0,49ers,0.09,73.70%,Derek Carrier,TE,0.134923139158576,2013.0,derek carrier,derek carrier,derek carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029119,0.0,49ers,0.09,73.70%,Derek Carrier,TE,0.0485436893203883,2013.0,derek carrier,derek carrier,derek carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0027695,94.9127452096368,Bills,0.02,37.50%,Tony Moeaki,TE,0.1237386731391585,2013.0,tony moeaki,tony moeaki,tony moeaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0028353,0.0,Browns,-0.06,25.00%,Andre Smith,TE,0.1142208737864077,2013.0,andre smith,kaden smith,kaden smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
