,position,weighted_avg_grades,Team
0,DB,61.78376412023741,Cardinals
1,DL,57.745043192102024,Cardinals
2,LB,52.063476070528964,Cardinals
3,DB,60.7101944608132,Falcons
4,DL,60.8203488372093,Falcons
5,LB,63.854709254709256,Falcons
6,DB,65.41085390946502,Ravens
7,DL,66.151050210042,Ravens
8,LB,44.87687113111986,Ravens
9,DB,67.65541642952002,Bills
10,DL,61.19094287041338,Bills
11,LB,50.096573777980815,Bills
12,DB,57.594608449708325,Panthers
13,DL,61.05122478386167,Panthers
14,LB,48.24762684124386,Panthers
15,DB,60.72455661664393,Bears
16,DL,73.30721366800253,Bears
17,LB,56.846743095362164,Bears
18,DB,69.52536358347876,Bengals
19,DL,59.51791796593908,Bengals
20,LB,47.58163726820443,Bengals
21,DB,57.16679484714478,Browns
22,DL,68.4269080009223,Browns
23,LB,61.81053067993366,Browns
24,DB,57.855907668231616,Cowboys
25,DL,61.698517673888254,Cowboys
26,LB,50.60643957069529,Cowboys
27,DB,66.56225746268657,Broncos
28,DL,67.40580233793835,Broncos
29,LB,66.7216994719155,Broncos
30,DB,52.86097341954022,Lions
31,DL,56.95227710070558,Lions
32,LB,51.51478370432592,Lions
33,DB,72.1658595194085,Packers
34,DL,65.3148959004078,Packers
35,LB,46.79070580013976,Packers
36,DB,56.727592036063115,Texans
37,DL,54.415062311989686,Texans
38,LB,53.92201394943331,Texans
39,DB,68.18166328600405,Colts
40,DL,66.00439453125,Colts
41,LB,58.1285091543156,Colts
42,DB,54.25366325149817,Jaguars
43,DL,58.10260360164895,Jaguars
44,LB,60.612302711452855,Jaguars
45,DB,61.28691225472048,Chiefs
46,DL,66.15287224264705,Chiefs
47,LB,50.87952404561229,Chiefs
48,DB,75.30510262804528,Rams
49,DL,70.94293327648688,Rams
50,LB,46.45419532324621,Rams
51,DB,59.41831570213649,Chargers
52,DL,65.54443380416566,Chargers
53,LB,58.98873370577281,Chargers
54,DB,51.499015137698336,Raiders
55,DL,59.26111615245009,Raiders
56,LB,55.850081632653065,Raiders
57,DB,63.315918929555295,Dolphins
58,DL,69.25862068965517,Dolphins
59,LB,52.37360754070266,Dolphins
60,DB,61.15623645320198,Vikings
61,DL,54.16235205237976,Vikings
62,LB,59.19323899371069,Vikings
63,DB,64.9313432835821,Patriots
64,DL,59.59997649823737,Patriots
65,LB,53.72526401299756,Patriots
66,DB,61.84717330861909,Saints
67,DL,73.05724275724276,Saints
68,LB,67.65851565851565,Saints
69,DB,62.45844108541249,Giants
70,DL,69.83873030372231,Giants
71,LB,61.034775725593676,Giants
72,DB,61.56884332072467,Jets
73,DL,66.9258671124112,Jets
74,LB,49.17113624124933,Jets
75,DB,60.37852270512571,Eagles
76,DL,69.1802934537246,Eagles
77,LB,56.4101514531314,Eagles
78,DB,69.2197150107359,Steelers
79,DL,76.7533120340788,Steelers
80,LB,55.181536189069426,Steelers
81,DB,61.92177464265825,Seahawks
82,DL,63.04250052887667,Seahawks
83,LB,73.98631859756098,Seahawks
84,DB,66.70411885245902,49ers
85,DL,60.63205036825849,49ers
86,LB,73.58195525291829,49ers
87,DB,66.96257108042242,Buccaneers
88,DL,65.82035618140402,Buccaneers
89,LB,62.113780260707635,Buccaneers
90,DB,64.44064258486114,Titans
91,DL,65.62984054669704,Titans
92,LB,57.39144927536232,Titans
93,DB,66.59188358270137,Commanders
