player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0020535,2010,49ers,4.939024390243903,30.0,104.6291487765889,-0.03,37.50%,Justin Smith,DI,799.0,16.0,12.0,1.0,0.0,0.0,28.0,0.0,0.0,85.2,64.2,71.1,83.8,79.2,8.0,39.0,1.6,1.0,2.0,79.2,9.0,794.0,36.0,155.0,1.0,562.0,47.0,48.0,5.0,56.0,68074.8,MISSING
00-0032762,2019,Chiefs,1.053488310308183,25.0,214.73185256050547,0.133,79.00%,Chris Jones,DI,646.0,13.0,6.0,3.0,0.0,1.0,16.0,1.0,0.0,88.3,32.0,90.3,73.6,52.6,14.0,35.0,15.2,5.0,5.0,0.0,9.0,645.0,37.0,371.0,84.0,153.0,23.0,22.0,1.0,58.0,57041.8,MISSING
00-0034818,2019,Chiefs,0.4736184909670562,23.0,146.67122621801738,0.133,79.00%,Derrick Nnadi,DI,598.0,16.0,12.0,0.0,1.0,0.0,16.0,0.0,0.0,65.6,64.2,53.1,71.9,56.9,1.0,17.0,10.4,5.0,2.0,0.0,0.0,598.0,119.0,465.0,3.0,11.0,22.0,31.0,3.0,18.0,39228.8,MISSING
00-0035656,2019,Chiefs,0.3845882040382571,23.0,144.28569982939064,0.133,79.00%,Khalen Saunders,DI,303.0,12.0,7.0,1.0,0.0,0.0,16.0,0.0,0.0,54.6,86.0,55.6,51.9,66.4,0.0,2.0,4.0,1.0,0.0,0.0,1.0,303.0,96.0,203.0,2.0,2.0,14.0,17.0,0.0,3.0,16543.8,MISSING
00-0031713,2019,Chiefs,1.7737778958554729,27.0,0.0,0.133,79.00%,Xavier Williams,DI,118.0,5.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,31.1,0.0,57.5,37.4,26.4,0.0,3.0,27.3,3.0,3.0,0.0,0.0,118.0,52.0,65.0,0.0,1.0,5.0,8.0,0.0,3.0,3669.8,MISSING
00-0030757,2019,Chiefs,0.2016004250797024,28.0,0.0,0.133,79.00%,Mike Pennel,DI,154.0,8.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,72.2,82.9,56.9,77.1,58.7,1.0,5.0,4.2,1.0,0.0,0.0,1.0,154.0,42.0,111.0,0.0,1.0,11.0,16.0,2.0,7.0,11118.8,MISSING
00-0030449,2019,Colts,2.709883103081828,32.0,82.49720373423098,0.009,43.80%,Margus Hunt,DI,451.0,16.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,51.0,57.0,51.3,56.8,27.7,1.0,6.0,17.4,4.0,2.0,108.3,0.0,449.0,29.0,373.0,0.0,47.0,10.0,16.0,0.0,7.0,23001.0,MISSING
00-0033952,2019,Colts,0.3984654622741764,25.0,57.49773743246207,0.009,43.80%,Grover Stewart,DI,627.0,16.0,11.0,1.0,0.0,0.0,14.0,0.0,0.0,65.8,76.3,58.2,70.5,77.0,2.0,17.0,0.0,0.0,1.0,0.0,3.0,626.0,70.0,543.0,0.0,13.0,17.0,18.0,2.0,22.0,41256.6,MISSING
00-0031254,2019,Colts,2.606934112646121,29.0,0.0,0.009,43.80%,Denico Autry,DI,620.0,14.0,8.0,2.0,0.0,1.0,14.0,0.0,0.0,71.0,86.3,68.0,61.1,35.3,6.0,20.0,16.1,5.0,0.0,118.8,4.0,617.0,23.0,250.0,2.0,342.0,19.0,18.0,2.0,30.0,44020.0,MISSING
00-0032566,2019,Colts,0.2620791710945802,25.0,0.0,0.009,43.80%,Trevon Coley,DI,68.0,7.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,39.0,79.1,44.2,50.8,26.9,0.0,0.0,33.3,3.0,0.0,79.2,0.0,68.0,2.0,66.0,0.0,0.0,2.0,4.0,0.0,0.0,2652.0,MISSING
00-0034333,2019,Commanders,1.7411795961742829,22.0,439.3162435847672,-0.213,18.80%,Daron Payne,DI,758.0,15.0,11.0,2.0,0.0,0.0,32.0,0.0,0.0,67.5,67.2,57.0,75.1,56.0,2.0,19.0,10.2,6.0,2.0,100.0,2.0,735.0,349.0,265.0,17.0,104.0,30.0,42.0,1.0,23.0,51165.0,MISSING
00-0030148,2019,Chargers,1.0626992561105209,30.0,0.0,0.0,31.30%,Damion Square,DI,402.0,16.0,8.0,1.0,1.0,0.0,27.0,0.0,0.0,63.1,72.0,55.5,60.2,51.7,2.0,3.0,6.7,2.0,1.0,39.6,0.0,402.0,225.0,139.0,21.0,17.0,12.0,20.0,1.0,5.0,25366.2,MISSING
00-0033523,2019,Commanders,1.680471838469713,24.0,354.3769818098629,-0.213,18.80%,Jonathan Allen,DI,722.0,15.0,12.0,1.0,0.0,0.0,32.0,1.0,0.0,60.5,75.4,59.4,56.9,70.3,2.0,24.0,3.5,2.0,2.0,39.6,7.0,708.0,30.0,280.0,32.0,366.0,34.0,43.0,2.0,33.0,43681.0,MISSING
00-0032781,2019,Commanders,1.3416578108395325,25.0,47.23051002430954,-0.213,18.80%,Matt Ioannidis,DI,827.0,16.0,15.0,1.0,0.0,0.0,32.0,0.0,0.0,71.9,51.7,76.6,64.4,52.1,8.0,38.0,13.6,9.0,4.0,0.0,9.0,823.0,47.0,333.0,39.0,404.0,37.0,42.0,2.0,55.0,59461.3,MISSING
00-0033976,2019,Commanders,0.3427205100956429,26.0,13.039401726479202,-0.213,18.80%,Treyvon Hester,DI,132.0,14.0,5.0,0.0,0.0,0.0,32.0,1.0,0.0,62.6,81.1,66.8,56.8,73.1,1.0,2.0,0.0,0.0,0.0,0.0,1.0,131.0,21.0,49.0,3.0,58.0,3.0,2.0,0.0,4.0,8263.2,MISSING
00-0033962,2019,Commanders,0.2241981934112646,24.0,0.0,-0.213,18.80%,Caleb Brantley,DI,8.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,25.8,72.0,54.2,27.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,206.4,MISSING
00-0035247,2019,Cowboys,0.4712778958554728,21.0,207.12427725293475,0.137,50.00%,Trysten Hill,DI,121.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,57.1,82.1,54.5,55.4,71.2,2.0,1.0,16.7,1.0,0.0,0.0,0.0,121.0,31.0,82.0,0.0,8.0,3.0,4.0,1.0,3.0,6909.1,MISSING
00-0033131,2019,Cowboys,1.1930329436769396,24.0,133.98323489882557,0.137,50.00%,Maliek Collins,DI,763.0,16.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,64.7,23.1,77.6,52.2,53.5,8.0,36.0,15.8,3.0,7.0,0.0,4.0,763.0,48.0,609.0,3.0,103.0,14.0,15.0,3.0,48.0,49366.1,MISSING
00-0031619,2019,Cowboys,0.9298618490967056,25.0,16.66054633533453,0.137,50.00%,Christian Covington,DI,481.0,16.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,65.7,72.0,54.8,71.9,28.6,2.0,15.0,20.7,6.0,1.0,0.0,1.0,479.0,19.0,428.0,0.0,32.0,18.0,21.0,3.0,18.0,31601.7,MISSING
00-0032871,2019,Cowboys,0.3028692879914984,26.0,0.0,0.137,50.00%,Antwaun Woods,DI,310.0,10.0,7.0,0.0,0.0,0.0,9.0,1.0,0.0,56.8,25.6,46.7,69.3,32.7,1.0,4.0,15.4,4.0,3.0,0.0,0.0,310.0,36.0,265.0,0.0,9.0,12.0,15.0,2.0,5.0,17608.0,MISSING
00-0029641,2019,Cowboys,5.36663124335813,29.0,0.0,0.137,50.00%,Tyrone Crawford,DI,90.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,53.4,81.2,58.8,44.1,27.1,1.0,1.0,33.3,1.0,0.0,0.0,1.0,90.0,0.0,62.0,25.0,3.0,2.0,1.0,1.0,3.0,4806.0,MISSING
00-0035231,2019,Dolphins,1.491556323060574,23.0,485.5195362481221,-0.201,31.30%,Christian Wilkins,DI,730.0,16.0,21.0,1.0,0.0,0.0,17.0,0.0,0.0,64.4,56.6,58.6,66.6,70.7,2.0,26.0,3.4,2.0,3.0,108.3,2.0,729.0,130.0,408.0,51.0,140.0,29.0,35.0,2.0,30.0,47012.00000000001,MISSING
00-0030070,2019,Dolphins,0.3427205100956429,30.0,54.39085394041685,-0.201,31.30%,John Jenkins,DI,480.0,16.0,8.0,1.0,0.0,0.0,17.0,0.0,0.0,70.7,86.7,70.3,65.1,54.0,1.0,10.0,9.5,4.0,0.0,0.0,1.0,478.0,158.0,280.0,3.0,37.0,21.0,30.0,1.0,12.0,33936.0,MISSING
00-0034397,2019,Commanders,0.3384750265674814,22.0,50.76365068827283,-0.213,18.80%,Tim Settle,DI,314.0,15.0,3.0,0.0,0.0,1.0,32.0,0.0,0.0,66.2,84.5,67.0,56.7,52.1,3.0,8.0,12.5,2.0,0.0,0.0,2.0,311.0,121.0,79.0,12.0,99.0,13.0,11.0,1.0,13.0,20786.8,MISSING
00-0033860,2019,Dolphins,0.3695451647183847,24.0,37.33524751920916,-0.201,31.30%,Davon Godchaux,DI,718.0,16.0,15.0,1.0,0.0,0.0,17.0,0.0,0.0,64.2,87.8,54.2,67.5,38.8,5.0,11.0,11.8,9.0,0.0,0.0,2.0,713.0,267.0,340.0,11.0,95.0,33.0,52.0,5.0,18.0,46095.6,MISSING
00-0035315,2019,Chargers,0.2733820403825717,22.0,0.0,0.0,31.30%,Cortez Broughton,DI,21.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,64.9,76.5,64.0,61.6,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,8.0,0.0,0.0,3.0,5.0,0.0,0.0,1362.9,MISSING
00-0030577,2019,Chargers,0.2016004250797024,30.0,125.1523475906518,0.0,31.30%,Sylvester Williams,DI,63.0,5.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,66.9,80.8,65.2,62.6,43.7,0.0,1.0,14.3,1.0,0.0,0.0,0.0,63.0,43.0,20.0,0.0,0.0,1.0,4.0,0.0,1.0,4214.700000000001,MISSING
00-0030573,2019,Browns,5.136379383634431,28.0,178.61265567277695,-0.076,37.50%,Sheldon Richardson,DI,774.0,16.0,15.0,2.0,1.0,3.0,8.0,0.0,0.0,73.9,32.0,66.5,74.9,48.0,4.0,29.0,8.6,6.0,6.0,39.6,4.0,772.0,31.0,537.0,96.0,108.0,34.0,49.0,3.0,37.0,57198.600000000006,MISSING
00-0033905,2019,Browns,0.5662013815090329,25.0,152.28863225844114,-0.076,37.50%,Larry Ogunjobi,DI,779.0,15.0,12.0,1.0,2.0,0.0,8.0,0.0,0.0,56.0,25.3,58.1,60.2,51.0,7.0,23.0,10.0,5.0,7.0,0.0,6.0,779.0,415.0,310.0,3.0,51.0,31.0,33.0,5.0,36.0,43624.0,MISSING
00-0033598,2019,Browns,0.2015993623804463,25.0,0.0,-0.076,37.50%,Eli Ankou,DI,178.0,9.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,50.8,83.0,52.4,51.1,71.9,0.0,2.0,14.3,1.0,0.0,0.0,0.0,178.0,11.0,153.0,0.0,14.0,3.0,5.0,0.0,2.0,9042.4,MISSING
00-0032518,2019,Browns,0.0712630180658873,26.0,0.0,-0.076,37.50%,Justin Zimmer,DI,30.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,49.5,77.2,55.0,51.1,27.3,0.0,0.0,33.3,2.0,0.0,0.0,0.0,30.0,10.0,20.0,0.0,0.0,1.0,2.0,0.0,0.0,1485.0,MISSING
00-0034251,2019,Browns,0.230105738575983,25.0,0.0,-0.076,37.50%,Daniel Ekuale,DI,114.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,50.4,82.0,56.1,52.4,29.5,0.0,3.0,25.0,1.0,0.0,0.0,0.0,114.0,47.0,56.0,0.0,11.0,2.0,3.0,1.0,3.0,5745.599999999999,MISSING
00-0034773,2019,Buccaneers,1.79019394261424,24.0,453.7350232813829,0.072,43.80%,Vita Vea,DI,749.0,16.0,14.0,3.0,1.0,0.0,30.0,0.0,0.0,78.7,48.2,77.7,73.8,29.9,9.0,45.0,20.0,9.0,5.0,39.6,3.0,745.0,338.0,341.0,7.0,59.0,17.0,22.0,4.0,57.0,58946.3,MISSING
00-0027855,2019,Buccaneers,4.914984059511158,32.0,128.727258422021,0.072,43.80%,Ndamukong Suh,DI,874.0,16.0,11.0,2.0,0.0,0.0,30.0,4.0,2.0,69.6,45.9,60.3,74.3,47.0,10.0,26.0,9.3,4.0,5.0,0.0,3.0,868.0,29.0,517.0,58.0,264.0,25.0,28.0,6.0,39.0,60830.4,65.34929513415189
00-0030386,2019,Buccaneers,1.9925611052072263,28.0,31.39971685287407,0.072,43.80%,William Gholston,DI,493.0,16.0,9.0,2.0,0.0,0.0,30.0,0.0,0.0,69.3,72.9,64.9,67.0,69.4,6.0,12.0,6.7,3.0,1.0,0.0,2.0,490.0,30.0,210.0,91.0,159.0,26.0,33.0,5.0,20.0,34164.9,MISSING
00-0031957,2019,Buccaneers,0.3905419766206164,26.0,16.057540184155325,0.072,43.80%,Rakeem Nunez-Roches,DI,293.0,16.0,4.0,0.0,0.0,0.0,30.0,1.0,0.0,62.2,21.2,62.1,67.3,74.4,2.0,5.0,0.0,0.0,3.0,0.0,0.0,292.0,43.0,170.0,10.0,69.0,6.0,7.0,1.0,7.0,18224.6,MISSING
00-0033595,2019,Buccaneers,0.2494187035069075,25.0,12.156091030475611,0.072,43.80%,Patrick O'Connor,DI,26.0,4.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,67.6,75.2,67.3,60.2,66.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,14.0,1.0,11.0,1.0,1.0,0.0,2.0,1757.6,MISSING
00-0025472,2019,Chargers,2.284803400637619,34.0,8.644577944716337,0.0,31.30%,Brandon Mebane,DI,408.0,13.0,5.0,0.0,0.0,0.0,27.0,0.0,0.0,48.7,72.8,48.2,51.7,45.2,1.0,6.0,15.4,4.0,1.0,0.0,1.0,408.0,328.0,80.0,0.0,0.0,12.0,17.0,0.0,8.0,19869.6,70.1500824628917
00-0031089,2019,Buccaneers,2.1253985122210417,27.0,10.445775862682128,0.072,43.80%,Beau Allen,DI,179.0,13.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,72.6,82.5,61.1,73.9,39.8,0.0,3.0,11.1,1.0,0.0,0.0,1.0,177.0,72.0,96.0,0.0,9.0,4.0,4.0,1.0,4.0,12995.4,MISSING
00-0027686,2019,Cardinals,2.490701381509033,31.0,21.89022029431632,-0.081,33.30%,Corey Peters,DI,805.0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,61.0,58.0,72.1,57.6,2.0,21.0,10.3,4.0,3.0,0.0,3.0,805.0,244.0,497.0,0.0,64.0,25.0,28.0,5.0,26.0,52325.0,MISSING
00-0035541,2019,Cardinals,0.2729245483528161,23.0,14.986816446402347,-0.081,33.30%,Michael Dogbe,DI,82.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,56.2,0.0,53.2,71.1,71.8,1.0,1.0,0.0,0.0,2.0,0.0,0.0,82.0,0.0,35.0,13.0,34.0,4.0,4.0,1.0,2.0,4608.400000000001,MISSING
00-0033093,2019,Cardinals,0.4357066950053135,25.0,0.0,-0.081,33.30%,Jonathan Bullard,DI,309.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,56.2,43.6,59.8,57.0,35.2,5.0,3.0,13.0,3.0,2.0,0.0,2.0,309.0,3.0,110.0,56.0,140.0,14.0,16.0,3.0,10.0,17365.8,MISSING
00-0031105,2019,Cardinals,0.3270924548352816,29.0,0.0,-0.081,33.30%,Zach Kerr,DI,328.0,12.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,69.5,14.0,70.3,72.3,28.9,2.0,13.0,17.4,4.0,4.0,0.0,0.0,328.0,28.0,166.0,48.0,86.0,14.0,15.0,2.0,15.0,22796.0,MISSING
00-0032131,2019,Cardinals,0.9298618490967056,27.0,0.0,-0.081,33.30%,Rodney Gunter,DI,602.0,13.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,65.6,50.6,65.9,65.2,60.1,5.0,24.0,11.5,3.0,3.0,0.0,5.0,602.0,11.0,342.0,39.0,210.0,16.0,16.0,5.0,34.0,39491.2,MISSING
00-0035248,2019,Cardinals,0.3892194473963868,22.0,0.0,-0.081,33.30%,Zach Allen,DI,144.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,51.5,42.1,50.4,59.1,73.0,3.0,2.0,11.1,1.0,1.0,0.0,0.0,143.0,2.0,59.0,18.0,64.0,4.0,5.0,1.0,5.0,7416.0,MISSING
00-0035486,2019,Cardinals,0.1083012752391073,21.0,0.0,-0.081,33.30%,Miles Brown,DI,123.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46.8,81.1,61.9,40.9,70.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,123.0,15.0,94.0,2.0,12.0,2.0,3.0,2.0,4.0,5756.4,MISSING
00-0026964,2019,Cardinals,0.6176939426142402,32.0,0.0,-0.081,33.30%,Clinton McDonald,DI,122.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,45.7,35.5,56.3,45.9,51.4,0.0,4.0,11.1,1.0,1.0,0.0,0.0,121.0,2.0,84.0,9.0,26.0,3.0,6.0,0.0,4.0,5575.400000000001,68.0897586431833
00-0035674,2019,Chargers,1.1034835281615305,22.0,340.19935224465894,0.0,31.30%,Jerry Tillery,DI,354.0,15.0,6.0,0.0,1.0,0.0,27.0,0.0,0.0,35.5,4.8,52.7,39.1,62.5,0.0,7.0,6.7,1.0,5.0,0.0,3.0,353.0,18.0,309.0,6.0,20.0,6.0,8.0,1.0,10.0,12567.0,MISSING
00-0034677,2019,Chargers,0.4436854410201913,23.0,130.5551000931373,0.0,31.30%,Justin Jones,DI,504.0,12.0,10.0,1.0,0.0,1.0,27.0,0.0,0.0,59.1,58.5,55.7,62.5,61.6,3.0,14.0,8.6,3.0,2.0,0.0,0.0,504.0,39.0,368.0,20.0,77.0,20.0,22.0,2.0,17.0,29786.4,MISSING
00-0031071,2019,Cardinals,0.0806397449521785,27.0,29.5704814439274,-0.081,33.30%,Caraun Reid,DI,136.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.2,39.0,58.4,43.2,25.1,1.0,5.0,40.0,2.0,1.0,0.0,0.0,136.0,8.0,69.0,13.0,46.0,2.0,3.0,2.0,6.0,6283.200000000001,MISSING
00-0034285,2019,Dolphins,0.0712624867162593,23.0,15.392405894566744,-0.201,31.30%,Zach Sieler,DI,118.0,7.0,1.0,2.0,0.0,0.0,17.0,0.0,0.0,76.2,34.6,65.9,78.3,55.6,0.0,6.0,10.0,1.0,1.0,0.0,1.0,118.0,19.0,70.0,5.0,24.0,7.0,8.0,0.0,7.0,8991.6,MISSING
00-0035128,2019,Dolphins,0.0818591923485653,24.0,0.0,-0.201,31.30%,Gerald Willis III,DI,19.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,55.1,74.2,59.7,54.2,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,14.0,0.0,1.0,1.0,2.0,0.0,2.0,1046.9,MISSING
00-0029653,2019,Eagles,6.324123273113709,28.0,136.66236275420084,0.035,52.90%,Fletcher Cox,DI,799.0,16.0,9.0,0.0,0.0,3.0,24.0,1.0,0.0,84.5,88.9,84.8,67.7,46.3,10.0,42.0,14.3,6.0,0.0,39.6,4.0,798.0,87.0,533.0,15.0,163.0,20.0,27.0,6.0,56.0,67515.5,MISSING
00-0032889,2019,Lions,0.8848289054197662,24.0,185.40596535447847,-0.11,20.00%,A'Shawn Robinson,DI,526.0,13.0,7.0,2.0,0.0,1.0,11.0,2.0,0.0,56.0,73.4,50.5,60.4,57.3,0.0,10.0,6.7,3.0,1.0,0.0,2.0,526.0,65.0,339.0,42.0,80.0,22.0,35.0,1.0,12.0,29456.0,MISSING
00-0030697,2019,Lions,0.0450085015940488,28.0,0.0,-0.11,20.00%,Jamie Meder,DI,12.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,45.9,73.4,54.2,56.0,MISSING,0.0,1.0,MISSING,0.0,0.0,0.0,0.0,12.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,550.8,MISSING
00-0035334,2019,Lions,0.2384824654622741,23.0,0.0,-0.11,20.00%,Kevin Strong,DI,172.0,8.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,54.8,47.6,59.7,54.3,71.5,0.0,7.0,0.0,0.0,1.0,0.0,0.0,172.0,28.0,87.0,1.0,56.0,3.0,4.0,0.0,7.0,9425.6,MISSING
00-0034371,2019,Lions,0.3934596174282678,23.0,0.0,-0.11,20.00%,Da'Shawn Hand,DI,110.0,3.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,51.4,31.8,55.5,55.6,25.0,0.0,2.0,28.6,2.0,1.0,0.0,0.0,110.0,23.0,65.0,1.0,21.0,3.0,4.0,0.0,2.0,5654.0,MISSING
00-0034223,2019,Lions,0.0309436769394261,24.0,0.0,-0.11,20.00%,Jonathan Wynn,DI,7.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,56.9,71.4,58.8,58.2,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,398.3,MISSING
00-0034590,2019,Lions,0.0464155154091392,25.0,0.0,-0.11,20.00%,Frank Herron,DI,103.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,46.8,80.7,49.7,54.9,72.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,103.0,10.0,76.0,2.0,15.0,2.0,4.0,0.0,3.0,4820.4,MISSING
00-0034586,2019,Lions,0.1856594048884166,26.0,0.0,-0.11,20.00%,John Atkins,DI,409.0,12.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,49.2,68.2,52.8,51.4,32.6,0.0,6.0,17.9,5.0,1.0,0.0,0.0,409.0,133.0,253.0,3.0,20.0,6.0,13.0,0.0,6.0,20122.800000000003,MISSING
00-0029040,2019,Lions,2.2416312433581296,30.0,0.0,-0.11,20.00%,Damon Harrison Sr.,DI,527.0,15.0,14.0,3.0,0.0,0.0,11.0,0.0,0.0,63.2,59.4,55.2,66.7,29.9,0.0,4.0,15.5,9.0,2.0,0.0,2.0,527.0,298.0,226.0,0.0,3.0,27.0,35.0,2.0,6.0,33306.4,MISSING
00-0029284,2019,Lions,4.234192348565356,30.0,0.0,-0.11,20.00%,Mike Daniels,DI,203.0,9.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,70.1,83.4,66.3,65.1,58.8,1.0,11.0,7.7,1.0,0.0,0.0,1.0,203.0,29.0,122.0,11.0,41.0,9.0,8.0,1.0,13.0,14230.3,MISSING
00-0033120,2019,Packers,1.5827348565356003,23.0,256.8454650908041,0.089,77.80%,Kenny Clark,DI,869.0,16.0,15.0,0.0,0.0,1.0,12.0,0.0,0.0,79.9,44.7,87.0,67.8,53.4,2.0,52.0,8.2,5.0,5.0,0.0,8.0,867.0,344.0,435.0,10.0,78.0,39.0,41.0,6.0,62.0,69433.1,MISSING
00-0026564,2019,Jets,1.2885228480340063,33.0,0.0,-0.133,43.80%,Steve McLendon,DI,465.0,16.0,5.0,0.0,0.0,0.0,22.0,1.0,0.0,81.3,56.9,67.8,81.4,70.8,4.0,12.0,3.0,1.0,2.0,0.0,3.0,464.0,165.0,220.0,2.0,77.0,23.0,27.0,8.0,19.0,37804.5,66.8417004048583
00-0033929,2019,Packers,0.4634399574920298,24.0,104.89480576041431,0.089,77.80%,Montravius Adams,DI,187.0,14.0,5.0,2.0,0.0,0.0,12.0,1.0,0.0,43.8,83.0,55.8,39.1,74.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,186.0,7.0,155.0,3.0,21.0,6.0,8.0,0.0,1.0,8190.599999999999,MISSING
00-0032412,2019,Packers,1.937220510095643,25.0,56.17453495032124,0.089,77.80%,Dean Lowry,DI,637.0,16.0,12.0,1.0,0.0,0.0,12.0,1.0,0.0,62.3,76.2,55.3,65.5,36.0,2.0,18.0,12.0,6.0,1.0,0.0,0.0,637.0,2.0,353.0,73.0,209.0,27.0,32.0,3.0,20.0,39685.1,MISSING
00-0034185,2019,Packers,0.3028692879914984,24.0,0.0,0.089,77.80%,Tyler Lancaster,DI,381.0,16.0,8.0,0.0,1.0,1.0,12.0,1.0,0.0,64.5,67.8,54.9,67.6,68.9,0.0,3.0,3.2,1.0,1.0,0.0,2.0,381.0,50.0,293.0,3.0,35.0,18.0,22.0,1.0,5.0,24574.5,MISSING
00-0032967,2019,Panthers,1.4195637619553665,25.0,242.27670221947,-0.146,31.30%,Vernon Butler,DI,440.0,14.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,59.0,52.9,60.7,57.3,70.2,4.0,6.0,8.0,2.0,2.0,0.0,6.0,439.0,41.0,179.0,60.0,159.0,20.0,18.0,3.0,16.0,25960.0,MISSING
00-0027856,2019,Panthers,4.250797024442083,31.0,113.34055911194804,-0.146,31.30%,Gerald McCoy,DI,696.0,16.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,72.4,11.4,69.4,77.0,40.5,8.0,27.0,17.1,6.0,8.0,0.0,8.0,695.0,84.0,362.0,43.0,206.0,25.0,21.0,3.0,43.0,50390.4,64.42512369433754
00-0030515,2019,Panthers,0.1006434643995749,29.0,11.010381737444192,-0.146,31.30%,Stacy McGee,DI,93.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,53.4,81.8,69.2,44.5,70.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,91.0,44.0,46.0,0.0,1.0,1.0,1.0,0.0,3.0,4966.2,MISSING
00-0027236,2019,Panthers,0.7106801275239107,32.0,0.0,-0.146,31.30%,Kyle Love,DI,412.0,15.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,49.5,51.7,63.7,41.9,47.1,2.0,16.0,22.2,2.0,2.0,0.0,0.0,412.0,66.0,251.0,9.0,86.0,5.0,5.0,1.0,18.0,20394.0,MISSING
00-0029688,2019,Panthers,6.207934643995749,29.0,0.0,-0.146,31.30%,Dontari Poe,DI,402.0,11.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,71.1,69.3,63.6,69.9,63.9,2.0,11.0,6.3,1.0,1.0,0.0,4.0,401.0,111.0,235.0,0.0,55.0,13.0,13.0,2.0,17.0,28582.2,MISSING
00-0030448,2019,Panthers,4.114771519659937,30.0,0.0,-0.146,31.30%,Kawann Short,DI,76.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,73.6,79.8,74.3,64.4,71.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,17.0,43.0,4.0,12.0,3.0,4.0,1.0,4.0,5593.599999999999,MISSING
00-0030251,2019,Panthers,0.1612800212539851,29.0,0.0,-0.146,31.30%,Wes Horton,DI,117.0,6.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,31.1,36.4,49.7,33.7,29.5,1.0,3.0,37.5,3.0,1.0,0.0,0.0,117.0,1.0,51.0,37.0,28.0,1.0,3.0,0.0,4.0,3638.7,MISSING
