player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0037375,2023,Chargers,0.0480427046263345,22.0,0.0,-0.08,29.40%,Christopher Hinton,DI,81.0,3.0,4.0,0.0,0.0,0.0,27.0,0.0,0.0,56.8,80.2,55.2,57.6,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,44.0,36.0,0.0,1.0,3.0,6.0,0.0,0.0,4600.8,MISSING
00-0034818,2023,Chiefs,0.4859875444839857,27.0,80.4948756286272,0.1,71.40%,Derrick Nnadi,DI,507.0,18.0,12.0,1.0,0.0,0.0,16.0,0.0,0.0,41.4,74.1,51.8,42.0,32.3,0.0,8.0,13.2,5.0,2.0,87.5,1.0,505.0,85.0,418.0,0.0,2.0,14.0,21.0,0.0,9.0,20989.8,MISSING
00-0032762,2023,Chiefs,11.925424822064056,29.0,78.99543392166731,0.1,71.40%,Chris Jones,DI,947.0,20.0,7.0,5.0,0.0,1.0,16.0,0.0,0.0,88.1,65.2,90.4,60.0,29.6,23.0,53.0,25.8,8.0,4.0,0.0,15.0,944.0,5.0,464.0,154.0,321.0,25.0,16.0,3.0,91.0,83430.7,MISSING
00-0038093,2023,Chiefs,0.3870106761565836,24.0,77.23084126077637,0.1,71.40%,Neil Farrell Jr.,DI,62.0,5.0,1.0,2.0,0.0,0.0,16.0,0.0,0.0,51.8,78.9,60.5,57.0,29.9,0.0,0.0,25.0,1.0,0.0,0.0,0.0,61.0,11.0,50.0,0.0,0.0,2.0,2.0,1.0,0.0,3211.6,MISSING
00-0036916,2023,Eagles,0.6199657473309609,24.0,136.49632672585193,0.0,61.10%,Milton Williams,DI,522.0,17.0,8.0,0.0,0.0,1.0,24.0,0.0,0.0,70.4,71.3,62.0,69.8,41.7,9.0,14.0,11.4,5.0,1.0,0.0,2.0,522.0,3.0,253.0,25.0,241.0,26.0,31.0,4.0,25.0,36748.8,MISSING
00-0036649,2023,Titans,0.0929217081850533,24.0,30.358906380174638,-0.07,35.30%,Quinton Bohanna,DI,113.0,6.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,59.1,33.6,50.1,65.0,72.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.0,36.0,76.0,0.0,1.0,7.0,8.0,2.0,0.0,6678.3,MISSING
00-0032463,2023,Titans,0.3716886120996441,30.0,0.0,-0.07,35.30%,Kyle Peko,DI,342.0,13.0,8.0,0.0,0.0,0.0,31.0,0.0,0.0,38.6,66.2,57.1,34.4,24.8,2.0,5.0,30.3,10.0,1.0,0.0,0.0,341.0,53.0,237.0,9.0,42.0,9.0,15.0,3.0,7.0,13201.2,MISSING
00-0038850,2023,Titans,0.1482811387900355,24.0,0.0,-0.07,35.30%,TK McLendon Jr.,DI,101.0,7.0,5.0,0.0,0.0,0.0,31.0,1.0,0.0,47.5,79.9,55.4,42.7,27.2,0.0,0.0,20.0,2.0,0.0,0.0,0.0,101.0,0.0,29.0,12.0,60.0,3.0,3.0,0.0,0.0,4797.5,MISSING
00-0035946,2024,Lions,0.1285559906029757,26.0,0.0,0.2197285648,83.30%,Myles Adams,DI,91.0,8.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,59.3,80.0,61.5,56.2,45.8,0.0,3.0,16.7,1.0,0.0,0.0,1.0,91.0,3.0,71.0,3.0,14.0,3.0,4.0,0.0,4.0,5396.3,MISSING
00-0035944,2024,Lions,0.1376926389976507,29.0,0.0,0.2197285648,83.30%,Jonah Williams,DI,108.0,10.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,38.2,81.5,61.9,33.8,27.7,2.0,1.0,50.0,2.0,0.0,0.0,0.0,108.0,0.0,34.0,35.0,39.0,1.0,1.0,1.0,3.0,4125.6,MISSING
00-0038661,2024,Lions,0.0097885669537979,24.0,0.0,0.2197285648,83.30%,Chris Smith,DI,55.0,6.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,60.6,79.6,60.4,58.2,26.4,1.0,0.0,25.0,1.0,0.0,0.0,0.0,55.0,30.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,3333.0,MISSING
00-0032463,2024,Lions,0.3642419733750979,31.0,0.0,0.2197285648,83.30%,Kyle Peko,DI,86.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,45.8,80.0,58.3,36.8,67.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,51.0,32.0,1.0,2.0,1.0,1.0,1.0,2.0,3938.8,MISSING
00-0037075,2024,Packers,1.373373531714957,26.0,278.5316718599112,0.1652537339,61.10%,Devonte Wyatt,DI,366.0,15.0,5.0,0.0,0.0,0.0,12.0,2.0,0.0,66.4,47.4,71.4,52.0,42.9,3.0,24.0,13.6,3.0,2.0,39.6,5.0,364.0,7.0,204.0,13.0,140.0,16.0,14.0,3.0,32.0,24302.4,MISSING
00-0038387,2024,Packers,0.4334306969459671,23.0,86.45015941549606,0.1652537339,61.10%,Colby Wooden,DI,260.0,13.0,5.0,2.0,0.0,0.0,12.0,0.0,0.0,50.0,59.5,60.7,47.7,50.1,2.0,4.0,8.7,2.0,1.0,0.0,2.0,260.0,19.0,176.0,14.0,51.0,7.0,16.0,1.0,8.0,13000.0,MISSING
00-0033120,2024,Packers,10.323022709475332,28.0,69.99855513385174,0.1652537339,61.10%,Kenny Clark,DI,725.0,18.0,14.0,0.0,1.0,0.0,12.0,2.0,0.0,60.0,36.3,62.7,58.4,51.8,4.0,29.0,8.7,4.0,5.0,0.0,1.0,722.0,41.0,476.0,7.0,198.0,21.0,28.0,4.0,34.0,43500.0,MISSING
00-0038398,2024,Packers,0.3790160532498042,24.0,40.8960841292392,0.1652537339,61.10%,Karl Brooks,DI,459.0,18.0,6.0,2.0,0.0,1.0,12.0,3.0,0.0,61.7,85.8,61.0,39.7,41.5,3.0,21.0,16.0,4.0,0.0,0.0,4.0,459.0,24.0,263.0,13.0,159.0,17.0,15.0,2.0,28.0,28320.300000000003,MISSING
00-0036220,2024,Panthers,2.5939702427564604,26.0,406.90350081989976,-0.2237786502,29.40%,Derrick Brown,DI,60.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,47.7,78.7,51.4,48.1,26.7,0.0,0.0,25.0,1.0,0.0,0.0,0.0,60.0,0.0,29.0,4.0,27.0,1.0,1.0,0.0,0.0,2862.0,MISSING
00-0032889,2024,Panthers,1.288175411119812,29.0,50.52902017725804,-0.2237786502,29.40%,A'Shawn Robinson,DI,761.0,16.0,21.0,1.0,0.0,1.0,5.0,0.0,0.0,54.6,56.7,57.1,54.1,59.7,2.0,17.0,7.8,6.0,3.0,0.0,5.0,759.0,1.0,476.0,46.0,236.0,29.0,50.0,3.0,24.0,41550.6,MISSING
00-0033595,2024,Lions,0.2571119812059514,30.0,4.046411194846923,0.2197285648,83.30%,Patrick O'Connor,DI,235.0,12.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,43.5,13.2,55.3,47.9,28.2,0.0,9.0,23.5,4.0,3.0,0.0,1.0,235.0,60.0,146.0,6.0,23.0,5.0,5.0,1.0,10.0,10222.5,MISSING
00-0039402,2024,Panthers,0.2649209083790133,24.0,32.69602432668721,-0.2237786502,29.40%,Jaden Crumedy,DI,121.0,5.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,42.5,81.1,52.9,42.1,48.1,0.0,0.0,14.3,2.0,0.0,0.0,1.0,121.0,12.0,79.0,4.0,26.0,6.0,9.0,0.0,1.0,5142.5,MISSING
00-0037203,2024,Panthers,0.3582615505090055,26.0,0.0,-0.2237786502,29.40%,LaBryan Ray,DI,626.0,16.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,33.0,76.5,46.4,31.5,52.9,1.0,6.0,4.8,2.0,1.0,0.0,1.0,625.0,2.0,383.0,22.0,218.0,13.0,25.0,0.0,8.0,20658.0,MISSING
00-0035910,2024,Panthers,0.0538371182458888,27.0,0.0,-0.2237786502,29.40%,T.J. Smith,DI,54.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,47.1,78.4,55.2,44.7,68.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,35.0,4.0,15.0,0.0,1.0,0.0,2.0,2543.4,MISSING
00-0035409,2024,Panthers,1.568781127642913,28.0,0.0,-0.2237786502,29.40%,Shy Tuttle,DI,610.0,15.0,14.0,2.0,0.0,1.0,5.0,2.0,0.0,42.7,77.0,51.4,33.5,36.5,1.0,3.0,11.5,6.0,1.0,0.0,0.0,609.0,375.0,230.0,0.0,4.0,13.0,32.0,0.0,4.0,26047.0,MISSING
00-0031795,2024,Panthers,0.0244714173844949,31.0,0.0,-0.2237786502,29.40%,DeShawn Williams,DI,338.0,12.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,47.9,85.5,53.8,41.3,43.9,3.0,12.0,10.0,2.0,0.0,0.0,1.0,337.0,24.0,190.0,48.0,75.0,12.0,15.0,1.0,16.0,16190.2,MISSING
00-0036981,2024,Patriots,2.471269772905247,25.0,211.15699753619467,-0.1598290139,23.50%,Christian Barmore,DI,123.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,56.5,80.6,56.0,56.9,72.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,123.0,8.0,56.0,5.0,54.0,2.0,5.0,0.0,3.0,6949.5,MISSING
00-0038584,2024,Patriots,0.2786460454189506,23.0,65.49867501399874,-0.1598290139,23.50%,Jaquelin Roy,DI,141.0,6.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,57.7,40.9,61.4,58.5,43.8,0.0,2.0,10.5,2.0,1.0,0.0,2.0,141.0,100.0,40.0,0.0,1.0,12.0,13.0,1.0,4.0,8135.700000000001,MISSING
00-0037269,2024,Patriots,0.3856695379796397,26.0,47.93618693090502,-0.1598290139,23.50%,Eric Johnson,DI,178.0,11.0,8.0,0.0,0.0,0.0,19.0,0.0,0.0,54.2,83.1,58.3,50.4,61.5,1.0,3.0,6.3,1.0,0.0,0.0,0.0,178.0,71.0,73.0,3.0,31.0,3.0,7.0,0.0,4.0,9647.6,MISSING
00-0033860,2024,Patriots,3.771861002349256,29.0,12.427824301855193,-0.1598290139,23.50%,Davon Godchaux,DI,680.0,17.0,19.0,1.0,0.0,0.0,19.0,0.0,0.0,51.6,88.1,55.8,48.0,68.9,1.0,5.0,2.9,2.0,0.0,0.0,0.0,679.0,196.0,399.0,33.0,51.0,35.0,48.0,1.0,6.0,35088.0,MISSING
00-0034251,2024,Patriots,0.6577916992952232,30.0,0.0,-0.1598290139,23.50%,Daniel Ekuale,DI,723.0,16.0,17.0,0.0,0.0,0.0,19.0,0.0,0.0,60.3,87.9,51.9,62.7,71.2,1.0,6.0,3.6,2.0,0.0,0.0,2.0,720.0,21.0,262.0,65.0,372.0,26.0,36.0,2.0,9.0,43596.9,MISSING
00-0037711,2024,Patriots,0.3582615505090055,27.0,0.0,-0.1598290139,23.50%,Jeremiah Pharms Jr.,DI,457.0,16.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,58.1,85.9,56.6,57.0,56.4,3.0,14.0,8.8,3.0,0.0,0.0,2.0,457.0,54.0,173.0,45.0,185.0,16.0,21.0,2.0,19.0,26551.7,MISSING
00-0037298,2024,Panthers,0.0857043852779953,26.0,26.76924061964463,-0.2237786502,29.40%,Sam Roberts,DI,24.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,68.7,76.2,52.6,73.9,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1648.8000000000002,MISSING
00-0035231,2024,Raiders,3.920125293657009,28.0,241.101866404438,-0.1373166516,23.50%,Christian Wilkins,DI,246.0,5.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,74.8,84.0,67.1,80.2,46.2,3.0,4.0,15.0,3.0,0.0,83.3,2.0,246.0,5.0,121.0,3.0,117.0,11.0,14.0,1.0,9.0,18400.8,MISSING
00-0032424,2024,Lions,2.076350822239624,30.0,10.780115563260736,0.2197285648,83.30%,DJ Reader,DI,566.0,16.0,7.0,1.0,0.0,0.0,11.0,0.0,0.0,66.5,75.6,64.5,62.6,59.6,6.0,13.0,9.5,2.0,1.0,0.0,3.0,566.0,265.0,291.0,0.0,10.0,14.0,12.0,2.0,22.0,37639.0,MISSING
00-0038939,2024,Lions,0.4719945184025059,25.0,111.52838007478388,0.2197285648,83.30%,Brodric Martin,DI,25.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,43.5,75.1,62.3,42.5,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1087.5,MISSING
00-0034992,2024,Giants,0.269185591229444,28.0,19.007645765689563,-0.1729829461,17.70%,Armon Watts,DI,87.0,5.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,58.8,79.7,71.5,46.9,29.2,0.0,5.0,25.0,2.0,0.0,0.0,0.0,87.0,6.0,40.0,8.0,33.0,2.0,2.0,1.0,5.0,5115.599999999999,MISSING
00-0038506,2024,Giants,0.3664612372748629,26.0,14.536841590789882,-0.1729829461,17.70%,Jordon Riley,DI,248.0,12.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,34.3,85.5,55.5,30.1,28.5,1.0,1.0,14.3,2.0,0.0,0.0,0.0,248.0,170.0,76.0,0.0,2.0,8.0,9.0,3.0,2.0,8506.4,MISSING
00-0031957,2024,Giants,1.6966848081440875,31.0,3.5829215128804246,-0.1729829461,17.70%,Rakeem Nunez-Roches,DI,608.0,15.0,25.0,2.0,0.0,0.0,21.0,0.0,0.0,46.8,63.4,53.1,50.2,56.7,3.0,7.0,7.3,4.0,2.0,0.0,3.0,608.0,32.0,359.0,45.0,172.0,19.0,26.0,1.0,13.0,28454.4,MISSING
00-0037051,2024,Giants,0.1071303837118245,26.0,0.0,-0.1729829461,17.70%,Elijah Garcia,DI,143.0,5.0,6.0,0.0,1.0,0.0,21.0,1.0,0.0,66.5,82.3,57.3,68.5,75.7,1.0,2.0,0.0,0.0,1.0,0.0,1.0,143.0,1.0,63.0,34.0,45.0,6.0,8.0,3.0,4.0,9509.5,MISSING
00-0039510,2024,Giants,0.0097885669537979,25.0,0.0,-0.1729829461,17.70%,Casey Rogers,DI,33.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,47.7,76.9,54.6,48.8,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,33.0,1.0,23.0,4.0,5.0,0.0,0.0,0.0,0.0,1574.1,MISSING
00-0039764,2024,Giants,0.3114068128425998,23.0,0.0,-0.1729829461,17.70%,Elijah Chatman,DI,423.0,17.0,7.0,0.0,0.0,0.0,21.0,1.0,0.0,58.9,68.6,59.8,57.7,76.7,2.0,16.0,0.0,0.0,1.0,0.0,1.0,422.0,13.0,204.0,9.0,196.0,8.0,15.0,1.0,19.0,24914.7,MISSING
00-0038653,2024,Giants,0.0995172278778386,25.0,0.0,-0.1729829461,17.70%,Cory Durden,DI,84.0,4.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,45.2,81.1,62.4,40.9,50.5,0.0,3.0,10.0,1.0,0.0,0.0,0.0,84.0,61.0,23.0,0.0,0.0,3.0,7.0,1.0,3.0,3796.8,MISSING
00-0039889,2024,Jaguars,0.5708406421299922,21.0,242.25256715303067,-0.155612123,23.50%,Maason Smith,DI,384.0,11.0,5.0,3.0,0.0,0.0,15.0,0.0,0.0,43.7,85.4,52.1,39.7,50.5,0.0,11.0,12.5,2.0,0.0,0.0,3.0,383.0,2.0,313.0,0.0,68.0,10.0,9.0,1.0,14.0,16780.800000000003,MISSING
00-0036262,2024,Jaguars,2.214286609240407,27.0,111.753740372635,-0.155612123,23.50%,DaVon Hamilton,DI,626.0,17.0,14.0,0.0,0.0,0.0,15.0,0.0,0.0,54.5,88.0,50.6,54.2,53.5,2.0,14.0,9.0,6.0,0.0,0.0,0.0,621.0,87.0,525.0,0.0,9.0,37.0,47.0,4.0,16.0,34117.0,MISSING
00-0039743,2024,Jaguars,0.3879283476898982,22.0,95.54220204900987,-0.155612123,23.50%,Jordan Jefferson,DI,151.0,8.0,4.0,1.0,0.0,0.0,15.0,0.0,0.0,62.7,44.1,62.6,63.3,73.8,1.0,1.0,0.0,0.0,1.0,0.0,1.0,151.0,29.0,122.0,0.0,0.0,5.0,9.0,0.0,3.0,9467.7,MISSING
00-0039396,2024,Lions,0.3295614722004698,21.0,38.741576243708245,0.2197285648,83.30%,Mekhi Wingo,DI,177.0,11.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,52.6,82.5,58.9,46.4,72.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,177.0,7.0,92.0,22.0,56.0,1.0,4.0,0.0,5.0,9310.2,MISSING
00-0038940,2024,Jaguars,0.4255211433046202,24.0,73.86985889554606,-0.155612123,23.50%,Tyler Lacy,DI,340.0,13.0,11.0,0.0,1.0,0.0,15.0,0.0,0.0,45.2,65.8,50.4,47.0,66.5,1.0,8.0,3.8,1.0,1.0,0.0,0.0,340.0,23.0,287.0,0.0,30.0,8.0,14.0,2.0,9.0,15368.000000000002,MISSING
00-0033582,2024,Jaguars,0.7243539545810493,30.0,8.156691407759888,-0.155612123,23.50%,Jeremiah Ledbetter,DI,441.0,15.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,63.0,86.2,49.5,66.2,64.5,2.0,4.0,5.1,2.0,0.0,0.0,2.0,441.0,41.0,379.0,1.0,20.0,23.0,31.0,6.0,8.0,27783.0,MISSING
00-0035718,2024,Jets,7.987470634299139,26.0,376.3039083400008,-0.02455557428,29.40%,Quinnen Williams,DI,722.0,16.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,69.6,44.0,76.1,57.5,27.2,9.0,38.0,26.8,11.0,4.0,0.0,7.0,721.0,84.0,391.0,18.0,228.0,23.0,25.0,4.0,54.0,50251.2,MISSING
00-0036260,2024,Jets,1.1158966327329678,26.0,315.77825543063454,-0.02455557428,29.40%,Javon Kinlaw,DI,695.0,17.0,7.0,0.0,2.0,2.0,22.0,1.0,0.0,53.4,10.5,68.2,50.8,36.4,4.0,21.0,15.0,6.0,8.0,56.3,5.0,694.0,6.0,341.0,9.0,338.0,24.0,27.0,1.0,30.0,37113.0,MISSING
00-0033870,2024,Jets,1.1746280344557558,29.0,206.5199636046524,-0.02455557428,29.40%,Solomon Thomas,DI,458.0,16.0,7.0,0.0,1.0,1.0,22.0,1.0,0.0,45.6,26.8,61.2,41.5,29.9,2.0,16.0,22.6,7.0,5.0,0.0,4.0,458.0,5.0,194.0,53.0,206.0,14.0,17.0,2.0,22.0,20884.8,MISSING
00-0038099,2024,Jets,0.0301793265465935,26.0,201.87982240825352,-0.02455557428,29.40%,Phidarian Mathis,DI,257.0,12.0,8.0,1.0,0.0,0.0,22.0,0.0,0.0,32.3,58.4,55.7,29.0,52.5,0.0,7.0,5.9,1.0,1.0,0.0,0.0,257.0,40.0,205.0,0.0,12.0,7.0,8.0,2.0,7.0,8301.099999999999,MISSING
00-0036371,2024,Jets,0.9318715740015662,26.0,65.75702950995716,-0.02455557428,29.40%,Leki Fotu,DI,46.0,2.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,36.3,77.1,53.0,38.1,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,11.0,23.0,0.0,12.0,1.0,1.0,0.0,0.0,1669.8,MISSING
00-0034461,2024,Jets,0.0214259984338292,29.0,0.0,-0.02455557428,29.40%,Bruce Hector,DI,118.0,6.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,62.0,81.1,53.5,64.1,73.8,0.0,2.0,0.0,0.0,0.0,0.0,1.0,118.0,8.0,99.0,0.0,11.0,5.0,5.0,3.0,3.0,7316.0,MISSING
00-0039289,2024,Jets,0.3125814408770556,22.0,0.0,-0.02455557428,29.40%,Leonard Taylor III,DI,261.0,14.0,5.0,1.0,0.0,0.0,22.0,0.0,0.0,62.7,58.5,69.9,56.9,48.8,1.0,6.0,15.4,4.0,1.0,0.0,2.0,261.0,2.0,208.0,0.0,51.0,10.0,17.0,2.0,9.0,16364.7,MISSING
00-0036954,2024,Lions,1.0152032106499609,26.0,201.3519295519833,0.2197285648,83.30%,Levi Onwuzurike,DI,697.0,17.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,70.2,77.9,66.2,66.5,48.7,14.0,30.0,14.7,5.0,1.0,112.5,3.0,695.0,11.0,275.0,126.0,283.0,20.0,24.0,1.0,47.0,48929.4,MISSING
00-0036624,2024,Lions,2.109858653093187,24.0,125.26485695373412,0.2197285648,83.30%,Alim McNeill,DI,631.0,14.0,2.0,1.0,0.0,1.0,11.0,0.0,0.0,79.6,87.4,77.1,64.5,53.2,3.0,38.0,13.0,3.0,0.0,0.0,4.0,624.0,41.0,382.0,4.0,197.0,17.0,18.0,4.0,45.0,50227.6,MISSING
00-0037274,2024,Jaguars,0.3582615505090055,25.0,44.52626923923359,-0.155612123,23.50%,Esezi Otomewo,DI,90.0,4.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,46.6,80.0,71.5,29.8,70.9,1.0,6.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,77.0,0.0,13.0,1.0,1.0,0.0,8.0,4194.0,MISSING
00-0037804,2024,Raiders,0.2356867658574784,25.0,102.36676282221002,-0.1373166516,23.50%,Zach Carter,DI,263.0,12.0,7.0,1.0,0.0,0.0,23.0,0.0,0.0,47.2,58.9,48.9,51.8,66.2,0.0,2.0,4.8,1.0,1.0,0.0,1.0,263.0,9.0,190.0,7.0,57.0,11.0,13.0,0.0,3.0,12413.6,MISSING
00-0037280,2024,Raiders,0.2587427564604542,25.0,38.8591803067729,-0.1373166516,23.50%,Matthew Butler,DI,101.0,6.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,55.4,28.4,57.6,58.6,72.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,101.0,1.0,61.0,2.0,37.0,2.0,4.0,0.0,1.0,5595.4,MISSING
00-0039423,2024,Raiders,0.3112764291307752,24.0,17.99566226138032,-0.1373166516,23.50%,Jonah Laulu,DI,474.0,15.0,7.0,2.0,0.0,0.0,23.0,0.0,0.0,47.4,71.0,49.6,47.9,45.8,1.0,8.0,11.4,4.0,1.0,39.6,1.0,474.0,5.0,209.0,15.0,245.0,20.0,24.0,2.0,10.0,22467.6,MISSING
00-0032667,2024,Seahawks,0.5450884886452624,31.0,0.0,-0.01655071719,58.80%,Roy Robertson-Harris,DI,398.0,17.0,6.0,1.0,1.0,0.0,29.0,0.0,0.0,52.8,55.1,54.6,56.6,32.1,3.0,11.0,22.7,5.0,2.0,0.0,2.0,397.0,0.0,106.0,196.0,95.0,12.0,11.0,3.0,16.0,21014.4,MISSING
00-0039110,2024,Steelers,0.6525524667188723,23.0,215.9466255506495,-0.01722587637,55.60%,Keeanu Benton,DI,671.0,18.0,11.0,5.0,0.0,0.0,25.0,1.0,0.0,69.5,76.9,76.8,47.4,38.6,8.0,13.0,15.6,7.0,1.0,0.0,2.0,669.0,209.0,408.0,3.0,49.0,23.0,27.0,1.0,23.0,46634.5,MISSING
00-0033905,2024,Steelers,5.200991777603759,30.0,50.69248205476563,-0.01722587637,55.60%,Larry Ogunjobi,DI,550.0,16.0,16.0,0.0,0.0,0.0,25.0,0.0,0.0,48.3,74.5,58.5,41.6,44.0,4.0,10.0,13.0,6.0,1.0,0.0,2.0,549.0,14.0,259.0,27.0,249.0,18.0,24.0,4.0,16.0,26565.0,MISSING
00-0036843,2024,Steelers,0.4444291307752545,26.0,44.83683254133887,-0.01722587637,55.60%,Isaiahh Loudermilk,DI,255.0,17.0,6.0,1.0,0.0,0.0,25.0,0.0,0.0,59.3,83.5,55.2,63.9,44.9,0.0,6.0,8.3,2.0,0.0,0.0,0.0,253.0,15.0,137.0,19.0,82.0,11.0,16.0,0.0,6.0,15121.5,MISSING
00-0033929,2024,Steelers,0.8320281910728269,29.0,34.91644766776868,-0.01722587637,55.60%,Montravius Adams,DI,207.0,12.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,44.2,83.0,61.0,29.8,47.1,0.0,5.0,12.5,2.0,0.0,0.0,1.0,207.0,60.0,139.0,0.0,8.0,7.0,10.0,1.0,6.0,9149.4,MISSING
00-0032412,2024,Steelers,0.7341425215348473,30.0,15.309346732862858,-0.01722587637,55.60%,Dean Lowry,DI,159.0,12.0,4.0,1.0,0.0,0.0,25.0,0.0,0.0,34.3,81.8,67.4,28.0,29.0,0.0,8.0,20.0,1.0,0.0,0.0,1.0,159.0,16.0,51.0,5.0,87.0,1.0,0.0,0.0,9.0,5453.7,MISSING
00-0027969,2024,Steelers,4.935884886452623,35.0,14.451194555455505,-0.01722587637,55.60%,Cameron Heyward,DI,838.0,18.0,15.0,10.0,0.0,0.0,25.0,0.0,0.0,90.1,87.4,85.9,79.6,64.0,12.0,38.0,6.8,5.0,0.0,0.0,10.0,837.0,29.0,457.0,32.0,319.0,47.0,53.0,7.0,60.0,75503.79999999999,52.723194912083805
00-0036883,2024,Texans,0.1285563821456538,24.0,59.17633390185146,0.0006868162663,57.90%,Tommy Togiai,DI,280.0,10.0,13.0,1.0,0.0,0.0,13.0,0.0,0.0,58.1,60.7,66.1,53.2,38.6,0.0,7.0,14.3,5.0,1.0,0.0,3.0,280.0,2.0,242.0,1.0,35.0,16.0,17.0,1.0,10.0,16268.0,MISSING
00-0032265,2024,Texans,0.6349898198903681,30.0,44.85358375049383,0.0006868162663,57.90%,Mario Edwards Jr.,DI,519.0,15.0,9.0,1.0,0.0,0.0,13.0,2.0,0.0,57.9,32.1,69.2,46.4,44.2,7.0,20.0,16.1,5.0,4.0,0.0,6.0,518.0,14.0,414.0,10.0,80.0,15.0,17.0,0.0,33.0,30050.1,MISSING
00-0034397,2024,Texans,0.9788566953797964,27.0,20.63896018752172,0.0006868162663,57.90%,Tim Settle,DI,685.0,19.0,7.0,0.0,0.0,0.0,13.0,1.0,0.0,58.6,66.8,68.7,45.3,39.4,4.0,34.0,14.3,5.0,2.0,0.0,5.0,685.0,29.0,525.0,8.0,123.0,23.0,23.0,6.0,43.0,40141.0,MISSING
00-0038694,2024,Seahawks,0.0199032889584964,25.0,0.0,-0.01655071719,58.80%,Brandon Pili,DI,69.0,8.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,52.8,79.5,56.7,52.5,28.4,1.0,0.0,33.3,1.0,0.0,0.0,0.0,69.0,12.0,52.0,1.0,4.0,2.0,2.0,0.0,1.0,3643.2,MISSING
00-0034275,2024,Texans,1.1794259984338291,29.0,16.241233553529337,0.0006868162663,57.90%,Folorunso Fatukasi,DI,366.0,13.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,35.6,17.3,56.9,33.9,50.7,2.0,9.0,10.3,3.0,4.0,0.0,1.0,366.0,13.0,337.0,0.0,16.0,18.0,21.0,5.0,12.0,13029.6,MISSING
