team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Cowboys,00-0028158,23.142823576345563,Cowboys,0.07,50.00%,Shaun Chapas,TE,0.3115264797507788,2011.0,shaun chapas,,shaun chapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0026201,146.43778565909616,Cowboys,0.07,50.00%,Martellus Bennett,TE,0.7532029075804777,2011.0,martellus bennett,martellus bennett,martellus bennett,151.0,Martellus Bennett,DAL,TE,4.5,3.0,70.8,MISSING,0.0,0.0,0.0,10.5,2.0,7.0,9.0,0.0,54.3,73.6,77.8,73.8,58.5,66.8,135.0,2.0,15.0,20.8,42.0,202.0,3.0,17.0,76.7,155.0,23.8,48.0,51.4,24.0,0.0,9.4,19.0,144.0,104.0,6.1,8.5,0.93,42.0,216.0,202.0,2011.0,15715.6,MISSING,martellus bennett
Cowboys,00-0022127,35.48152502473692,Cowboys,0.07,50.00%,Jason Witten,TE,7.136863966770508,2011.0,jason witten,jason witten,jason witten,112.0,Jason Witten,DAL,TE,8.0,11.0,69.3,MISSING,0.0,0.0,0.0,4.8,4.0,47.0,9.0,1.0,84.1,51.9,78.7,72.1,76.6,70.0,448.0,3.0,64.0,9.5,61.0,640.0,3.0,79.0,87.5,560.0,23.6,151.0,97.9,114.0,5.0,1.6,10.0,942.0,365.0,4.6,11.9,1.68,61.0,400.0,609.0,2011.0,47928.3,65.1821997105644,jason witten
Dolphins,00-0028112,48.11179958069144,Dolphins,-0.01,37.50%,Charles Clay,TE,0.3347871235721703,2011.0,charles clay,charles clay,charles clay,152.0,Charles Clay,MIA,TE,11.9,1.0,66.7,MISSING,0.0,0.0,0.0,15.8,3.0,12.0,17.0,0.0,40.1,73.3,71.1,67.5,67.1,48.1,88.0,0.0,46.0,9.8,18.0,183.0,0.0,16.0,86.3,158.0,18.6,34.0,137.7,24.0,3.0,16.9,31.0,233.0,80.0,5.0,14.6,1.47,18.0,212.0,153.0,2011.0,10878.3,MISSING,charles clay
Dolphins,00-0024268,111.35957706104364,Dolphins,-0.01,37.50%,Anthony Fasano,TE,2.2222222222222223,2011.0,anthony fasano,anthony fasano,anthony fasano,134.0,Anthony Fasano,MIA,TE,11.4,2.0,71.1,MISSING,0.0,0.0,1.0,3.0,1.0,25.0,17.0,0.0,79.1,77.0,80.3,72.6,73.6,82.9,416.0,1.0,35.0,20.7,104.0,502.0,5.0,32.0,75.9,381.0,12.2,61.0,130.9,45.0,5.0,4.0,20.0,451.0,109.0,3.4,14.1,1.18,104.0,397.0,497.0,2011.0,39909.1,MISSING,anthony fasano
Dolphins,00-0027445,0.0,Dolphins,-0.01,37.50%,Jeron Mastrud,TE,0.3738317757009346,2011.0,jeron mastrud,jeron mastrud,jeron mastrud,202.0,Jeron Mastrud,MIA,TE,3.5,0.0,50.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,64.7,61.2,75.9,79.4,44.6,79.2,38.0,0.0,8.0,47.9,23.0,48.0,2.0,1.0,45.8,22.0,6.3,3.0,60.4,2.0,0.0,0.0,0.0,8.0,2.0,2.0,8.0,0.36,23.0,161.0,41.0,2011.0,3111.9,MISSING,jeron mastrud
Eagles,00-0027725,78.2981689020182,Eagles,0.11,50.00%,Clay Harbor,TE,0.4305088265835929,2011.0,clay harbor,clay harbor,clay harbor,157.0,Clay Harbor,PHI,TE,9.2,2.0,68.4,MISSING,0.0,0.0,0.0,7.1,1.0,8.0,24.0,0.0,64.4,72.7,69.8,63.1,69.8,71.6,116.0,1.0,27.0,27.2,44.0,162.0,3.0,13.0,69.8,113.0,15.4,25.0,90.5,19.0,1.0,6.8,11.0,163.0,47.0,3.6,12.5,1.44,44.0,197.0,152.0,2011.0,10609.6,MISSING,clay harbor
Eagles,00-0025549,37.93032026209817,Eagles,0.11,50.00%,Brent Celek,TE,2.511318795430945,2011.0,brent celek,brent celek,brent celek,116.0,Brent Celek,PHI,TE,7.1,10.0,66.0,MISSING,0.0,0.0,0.0,8.8,6.0,35.0,24.0,0.0,58.7,80.5,79.5,68.1,80.1,81.1,482.0,5.0,73.0,25.3,150.0,594.0,1.0,62.0,71.7,426.0,11.3,67.0,88.6,94.0,5.0,4.2,25.0,811.0,498.0,8.0,13.1,1.9,150.0,351.0,574.0,2011.0,45633.0,MISSING,brent celek
Falcons,00-0009119,16.247625323928023,Falcons,0.08,58.80%,Reggie Kelly,TE,0.4361370716510903,2011.0,reggie kelly,reggie kelly,reggie kelly,203.0,Reggie Kelly,ATL,TE,2.5,0.0,50.0,MISSING,0.0,0.0,0.0,50.0,1.0,0.0,2.0,0.0,28.9,61.2,76.4,81.3,33.1,78.9,60.0,0.0,7.0,53.9,41.0,76.0,2.0,1.0,44.7,34.0,2.6,2.0,58.3,2.0,0.0,1.3,1.0,7.0,6.0,6.0,7.0,0.21,41.0,154.0,63.0,2011.0,4813.200000000001,MISSING,reggie kelly
Falcons,00-0006101,16.2033745542209,Falcons,0.08,58.80%,Tony Gonzalez,TE,7.255970924195224,2011.0,tony gonzalez,tony gonzalez,tony gonzalez,110.0,Tony Gonzalez,ATL,TE,9.3,6.0,70.6,MISSING,0.0,0.0,0.0,3.4,3.0,57.0,2.0,0.0,86.9,82.7,87.6,77.2,86.8,46.7,302.0,4.0,30.0,11.6,75.0,647.0,0.0,84.0,83.2,538.0,46.1,298.0,98.7,119.0,7.0,7.3,47.0,919.0,253.0,3.0,10.9,1.71,75.0,363.0,647.0,2011.0,56677.2,68.38554687499999,tony gonzalez
Falcons,00-0027202,0.0,Falcons,0.08,58.80%,Michael Palmer,TE,0.3364485981308411,2011.0,michael palmer,michael palmer,michael palmer,167.0,Michael Palmer,ATL,TE,3.5,1.0,76.9,MISSING,0.0,0.0,0.0,16.7,2.0,3.0,2.0,0.0,41.8,71.1,66.4,77.6,50.3,65.2,75.0,0.0,11.0,14.8,17.0,115.0,0.0,10.0,83.5,96.0,23.5,27.0,114.9,13.0,1.0,8.7,10.0,72.0,47.0,4.7,7.2,0.75,17.0,161.0,112.0,2011.0,7436.800000000001,MISSING,michael palmer
Giants,00-0027070,96.10694121980713,Giants,-0.02,65.00%,Travis Beckum,TE,0.5260643821391485,2011.0,travis beckum,travis beckum,travis beckum,156.0,Travis Beckum,NYG,TE,7.8,3.0,63.2,MISSING,0.0,0.0,0.0,7.7,1.0,6.0,21.0,0.0,61.8,71.9,63.2,30.4,58.7,42.9,66.0,0.0,67.0,13.6,21.0,154.0,0.0,12.0,81.2,125.0,46.1,71.0,102.5,19.0,1.0,11.0,17.0,138.0,69.0,5.8,11.5,1.1,21.0,62.0,154.0,2011.0,9732.8,MISSING,travis beckum
Giants,00-0026931,34.35670114784227,Giants,-0.02,65.00%,Bear Pascoe,TE,0.3987538940809969,2011.0,bear pascoe,bear pascoe,bear pascoe,155.0,Bear Pascoe,NYG,TE,3.4,3.0,85.0,MISSING,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,82.2,73.6,65.7,65.1,63.1,50.6,124.0,0.0,22.0,22.9,56.0,245.0,5.0,17.0,73.9,181.0,15.5,38.0,119.8,20.0,1.0,6.1,15.0,175.0,118.0,6.9,10.3,0.97,56.0,260.0,177.0,2011.0,11628.9,MISSING,bear pascoe
Giants,00-0027259,0.0,Giants,-0.02,65.00%,Jake Ballard,TE,0.3364485981308411,2011.0,jake ballard,jake ballard,jake ballard,127.0,Jake Ballard,NYG,TE,11.3,4.0,62.3,MISSING,0.0,0.0,0.0,15.7,8.0,33.0,21.0,0.0,32.1,78.5,77.5,68.6,72.4,76.7,462.0,1.0,41.0,25.1,151.0,602.0,2.0,43.0,71.4,430.0,18.8,113.0,106.4,69.0,4.0,1.5,9.0,647.0,195.0,4.5,15.0,1.5,151.0,424.0,584.0,2011.0,45260.0,MISSING,jake ballard
Jaguars,00-0024243,168.93799868405472,Jaguars,-0.14,31.30%,Marcedes Lewis,TE,3.1983385254413292,2011.0,marcedes lewis,marcedes lewis,marcedes lewis,124.0,Marcedes Lewis,JAX,TE,9.1,10.0,51.3,MISSING,0.0,0.0,1.0,13.3,6.0,22.0,15.0,0.0,38.0,77.9,76.9,74.3,66.2,66.9,283.0,3.0,62.0,16.3,69.0,423.0,2.0,39.0,79.4,336.0,28.1,119.0,53.6,76.0,0.0,4.5,19.0,460.0,163.0,4.2,11.8,1.37,69.0,376.0,421.0,2011.0,32374.9,MISSING,marcedes lewis
Jaguars,00-0027125,36.1455300025847,Jaguars,-0.14,31.30%,Zach Miller,TE,0.459086188992731,2011.0,zach miller,zach miller,zach miller,180.0,Zach Miller,JAX,TE,10.7,0.0,57.1,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,72.1,67.0,68.7,68.8,65.8,57.1,24.0,0.0,14.0,2.4,1.0,42.0,0.0,4.0,92.9,39.0,23.8,10.0,114.3,7.0,1.0,19.0,8.0,42.0,17.0,4.3,10.5,1.08,1.0,14.0,42.0,2011.0,2885.4,MISSING,zach miller
Jaguars,00-0026669,0.0,Jaguars,-0.14,31.30%,Colin Cloherty,TE,0.0804984423676012,2011.0,colin cloherty,colin cloherty,colin cloherty,178.0,Colin Cloherty,JAX,TE,6.9,1.0,50.0,MISSING,0.0,0.0,0.0,20.0,1.0,3.0,15.0,0.0,41.6,67.0,67.2,73.3,60.2,50.0,22.0,0.0,21.0,9.1,4.0,44.0,0.0,4.0,90.9,40.0,50.0,22.0,73.4,8.0,0.0,0.0,0.0,57.0,30.0,7.5,14.3,1.43,4.0,18.0,44.0,2011.0,2956.8,MISSING,colin cloherty
Jaguars,00-0026669,0.0,Jaguars,-0.14,31.30%,Colin Cloherty,TE,0.0733001038421599,2011.0,colin cloherty,colin cloherty,colin cloherty,178.0,Colin Cloherty,JAX,TE,6.9,1.0,50.0,MISSING,0.0,0.0,0.0,20.0,1.0,3.0,15.0,0.0,41.6,67.0,67.2,73.3,60.2,50.0,22.0,0.0,21.0,9.1,4.0,44.0,0.0,4.0,90.9,40.0,50.0,22.0,73.4,8.0,0.0,0.0,0.0,57.0,30.0,7.5,14.3,1.43,4.0,18.0,44.0,2011.0,2956.8,MISSING,colin cloherty
Jaguars,00-0026658,0.0,Jaguars,-0.14,31.30%,Zach Potter,TE,0.3738317757009346,2011.0,zach potter,zach potter,zach potter,181.0,Zach Potter,JAX,TE,4.7,0.0,71.4,MISSING,0.0,0.0,0.0,16.7,1.0,1.0,15.0,0.0,45.8,68.0,61.9,75.1,41.4,76.2,93.0,0.0,22.0,32.0,39.0,122.0,0.0,5.0,65.6,80.0,14.8,18.0,91.4,7.0,0.0,4.1,5.0,50.0,37.0,7.4,10.0,0.63,39.0,212.0,116.0,2011.0,7180.4,MISSING,zach potter
Jets,00-0026170,242.27670221947,Jets,0.01,50.00%,Dustin Keller,TE,1.5488058151609554,2011.0,dustin keller,dustin keller,dustin keller,113.0,Dustin Keller,NYJ,TE,9.0,10.0,59.6,MISSING,0.0,0.0,1.0,4.4,3.0,39.0,22.0,1.0,78.4,44.9,68.7,66.7,70.8,49.7,266.0,2.0,41.0,8.6,46.0,535.0,3.0,65.0,85.0,455.0,39.4,211.0,90.6,109.0,5.0,5.2,28.0,815.0,320.0,4.9,12.5,1.79,46.0,328.0,505.0,2011.0,34693.5,MISSING,dustin keller
Jets,00-0027321,0.0,Jets,0.01,50.00%,Jeff Cumberland,TE,0.3370026998961578,2011.0,jeff cumberland,jeff cumberland,jeff cumberland,186.0,Jeff Cumberland,NYJ,TE,12.2,1.0,40.0,MISSING,0.0,0.0,0.0,33.3,1.0,1.0,22.0,0.0,29.9,64.0,60.2,71.6,51.4,66.7,14.0,0.0,33.0,19.0,4.0,21.0,0.0,2.0,76.2,16.0,4.8,1.0,64.6,5.0,0.0,28.6,6.0,35.0,16.0,8.0,17.5,2.19,4.0,26.0,21.0,2011.0,1264.2,MISSING,jeff cumberland
Jets,00-0028291,0.0,Jets,0.01,50.00%,Josh Baker,TE,0.3115264797507788,2011.0,josh baker,john bates,john bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0026008,0.0,Jets,0.01,50.00%,Matthew Mulligan,TE,0.3987538940809969,2011.0,matthew mulligan,matthew mulligan,matthew mulligan,182.0,Matthew Mulligan,NYJ,TE,3.7,0.0,83.3,MISSING,0.0,0.0,0.0,16.7,1.0,1.0,22.0,0.0,46.3,68.0,65.9,56.0,43.1,83.3,155.0,0.0,41.0,60.2,112.0,186.0,9.0,5.0,36.6,68.0,7.0,13.0,106.9,6.0,0.0,2.7,5.0,58.0,41.0,8.2,11.6,0.85,112.0,269.0,173.0,2011.0,11400.7,MISSING,matthew mulligan
Lions,00-0026996,328.86955647900874,Lions,0.15,58.80%,Brandon Pettigrew,TE,1.663551401869159,2011.0,brandon pettigrew,brandon pettigrew,brandon pettigrew,109.0,Brandon Pettigrew,DET,TE,6.6,5.0,71.3,MISSING,0.0,0.0,0.0,8.4,8.0,38.0,11.0,0.0,60.8,82.6,69.8,75.7,67.7,87.1,659.0,3.0,27.0,17.6,133.0,757.0,11.0,87.0,78.7,596.0,7.1,54.0,93.1,122.0,5.0,0.8,6.0,826.0,362.0,4.2,9.5,1.39,133.0,336.0,719.0,2011.0,50186.2,70.90077821011673,brandon pettigrew
Lions,00-0024276,98.16018322436244,Lions,0.15,58.80%,Tony Scheffler,TE,1.8691588785046729,2011.0,tony scheffler,tony scheffler,tony scheffler,135.0,Tony Scheffler,DET,TE,11.5,1.0,61.4,MISSING,0.0,0.0,0.0,12.9,4.0,21.0,11.0,0.0,49.1,27.5,76.3,75.2,76.9,20.9,49.0,1.0,36.0,3.4,8.0,234.0,0.0,27.0,91.0,213.0,65.8,154.0,116.9,44.0,6.0,11.5,27.0,354.0,69.0,2.6,13.1,1.66,8.0,99.0,230.0,2011.0,17549.0,MISSING,tony scheffler
Lions,00-0021756,0.0,Lions,0.15,58.80%,Will Heller,TE,1.149186292834891,2011.0,will heller,will heller,will heller,165.0,Will Heller,DET,TE,3.2,0.0,53.8,MISSING,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,75.6,69.5,65.2,79.6,54.8,54.7,76.0,1.0,12.0,36.7,51.0,139.0,1.0,7.0,61.2,85.0,2.2,3.0,57.2,13.0,1.0,0.0,0.0,52.0,27.0,3.9,7.4,0.61,51.0,134.0,79.0,2011.0,5150.8,MISSING,will heller
Packers,00-0026231,97.6896726521068,Packers,0.18,88.20%,Jermichael Finley,TE,1.132502596053998,2011.0,jermichael finley,jermichael finley,jermichael finley,115.0,Jermichael Finley,GB,TE,12.0,4.0,59.6,MISSING,0.0,0.0,0.0,19.2,14.0,46.0,12.0,0.0,28.2,80.4,67.0,74.9,69.7,48.4,298.0,3.0,41.0,6.5,40.0,616.0,5.0,59.0,87.0,536.0,25.8,159.0,99.9,99.0,8.0,23.1,142.0,804.0,251.0,4.3,13.6,1.5,40.0,225.0,599.0,2011.0,40133.0,MISSING,jermichael finley
Packers,00-0028079,72.38723079795948,Packers,0.18,88.20%,D.J. Williams,TE,0.3526479750778816,2011.0,dj williams,dj williams,dj williams,194.0,D.J. Williams Jr.,GB,TE,7.3,0.0,66.7,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,68.3,64.0,47.7,28.8,49.7,35.1,13.0,0.0,7.0,29.7,11.0,37.0,0.0,2.0,64.9,24.0,21.6,8.0,75.7,3.0,0.0,5.4,2.0,13.0,5.0,2.5,6.5,0.54,11.0,64.0,23.0,2011.0,1097.1,MISSING,dj williams
Packers,00-0027753,56.33463084134717,Packers,0.18,88.20%,Andrew Quarless,TE,0.4117183800623053,2011.0,andrew quarless,andrew quarless,andrew quarless,189.0,Andrew Quarless,GB,TE,7.0,0.0,75.0,MISSING,0.0,0.0,0.0,25.0,1.0,3.0,12.0,0.0,36.8,65.8,72.2,81.0,56.3,57.7,45.0,0.0,21.0,38.5,30.0,78.0,0.0,3.0,59.0,46.0,17.9,14.0,102.1,4.0,0.0,7.7,6.0,36.0,18.0,6.0,12.0,0.78,30.0,117.0,65.0,2011.0,4693.0,MISSING,andrew quarless
Packers,00-0028156,23.74303503009006,Packers,0.18,88.20%,Ryan Taylor,TE,0.3238164070612669,2011.0,ryan taylor,ryan taylor,ryan taylor,204.0,Ryan Taylor,GB,TE,4.0,0.0,50.0,MISSING,0.0,0.0,0.0,50.0,1.0,1.0,12.0,0.0,28.8,61.2,50.1,74.9,51.2,44.4,4.0,0.0,4.0,33.3,3.0,9.0,0.0,1.0,66.7,6.0,11.1,1.0,95.8,2.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.67,3.0,22.0,5.0,2011.0,250.5,MISSING,ryan taylor
Packers,00-0026878,0.0,Packers,0.18,88.20%,Tom Crabtree,TE,0.3738317757009346,2011.0,tom crabtree,tom crabtree,tom crabtree,175.0,Tom Crabtree,GB,TE,6.7,0.0,66.7,MISSING,0.0,0.0,0.0,25.0,2.0,4.0,12.0,0.0,29.8,68.8,51.0,65.1,47.4,60.5,92.0,0.0,15.0,37.5,57.0,152.0,2.0,6.0,61.2,93.0,9.2,14.0,112.3,9.0,1.0,6.6,10.0,38.0,21.0,3.5,6.3,0.41,57.0,181.0,116.0,2011.0,5916.0,MISSING,tom crabtree
Panthers,00-0025418,215.02989808912076,Panthers,0.02,37.50%,Greg Olsen,TE,0.9968847352024922,2011.0,greg olsen,greg olsen,greg olsen,121.0,Greg Olsen,CAR,TE,11.1,6.0,52.9,MISSING,0.0,0.0,1.0,10.0,5.0,28.0,5.0,1.0,49.3,34.5,70.1,65.5,65.3,34.1,190.0,2.0,44.0,13.4,75.0,558.0,7.0,45.0,81.0,452.0,43.4,242.0,82.5,85.0,5.0,6.8,38.0,540.0,206.0,4.6,12.0,1.19,75.0,308.0,470.0,2011.0,32947.0,MISSING,greg olsen
Panthers,00-0021148,70.45965270562927,Panthers,0.02,37.50%,Jeremy Shockey,TE,3.167185877466251,2011.0,jeremy shockey,jeremy shockey,jeremy shockey,131.0,Jeremy Shockey,CAR,TE,9.7,3.0,62.7,MISSING,0.0,0.0,0.0,2.6,1.0,24.0,5.0,2.0,81.8,22.4,85.0,56.6,84.5,68.8,192.0,1.0,29.0,20.1,56.0,279.0,4.0,37.0,75.3,210.0,16.5,46.0,102.0,59.0,4.0,10.0,28.0,455.0,187.0,5.1,12.3,2.17,56.0,255.0,266.0,2011.0,22610.0,MISSING,jeremy shockey
Panthers,00-0022847,48.56753411379562,Panthers,0.02,37.50%,Ben Hartsock,TE,0.7975077881619937,2011.0,ben hartsock,ben hartsock,ben hartsock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027583,0.0,Panthers,0.02,37.50%,Richie Brockel,TE,0.3987538940809969,2011.0,richie brockel,richard brockel,richard brockel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027656,241.76030598629904,Patriots,0.14,79.00%,Rob Gronkowski,TE,1.4288681204569056,2011.0,rob gronkowski,rob gronkowski,rob gronkowski,107.0,Rob Gronkowski,NE,TE,9.9,15.0,74.8,MISSING,0.0,0.0,0.0,7.0,8.0,83.0,19.0,0.0,69.8,84.1,92.9,61.4,91.9,44.6,338.0,4.0,52.0,10.7,81.0,757.0,6.0,107.0,85.3,646.0,48.5,367.0,138.5,143.0,20.0,5.3,40.0,1585.0,743.0,6.9,14.8,2.45,81.0,503.0,745.0,2011.0,69210.5,77.85822637106185,rob gronkowski
Patriots,00-0027713,90.13545623890364,Patriots,0.14,79.00%,Aaron Hernandez,TE,0.5815160955347871,2011.0,aaron hernandez,aaron hernandez,aaron hernandez,108.0,Aaron Hernandez,NE,TE,7.1,28.0,73.1,MISSING,0.0,0.0,0.0,7.5,8.0,58.0,19.0,1.0,71.8,39.2,81.7,60.0,83.9,22.5,142.0,1.0,46.0,1.7,11.0,632.0,2.0,98.0,94.1,595.0,41.9,265.0,116.4,134.0,9.0,26.7,169.0,1098.0,626.0,6.4,11.2,1.85,11.0,382.0,576.0,2011.0,47059.2,62.1396255850234,aaron hernandez
Raiders,00-0028119,43.74603858657363,Raiders,-0.05,50.00%,Richard Gordon,TE,0.3333025960539979,2011.0,richard gordon,richard gordon,richard gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0025540,42.40554665855379,Raiders,-0.05,50.00%,Kevin Boss,TE,3.115264797507788,2011.0,kevin boss,kevin boss,kevin boss,140.0,Kevin Boss,OAK,TE,9.1,3.0,75.0,MISSING,0.0,0.0,0.0,3.6,1.0,17.0,23.0,0.0,75.7,75.9,70.1,49.9,73.4,85.1,258.0,2.0,28.0,20.1,61.0,303.0,3.0,27.0,74.6,226.0,11.6,35.0,98.5,36.0,2.0,1.0,3.0,333.0,98.0,3.6,12.3,1.47,61.0,227.0,296.0,2011.0,20749.6,MISSING,kevin boss
Raiders,00-0027135,25.850969016223484,Raiders,-0.05,50.00%,Brandon Myers,TE,0.4176531671858775,2011.0,brandon myers,brandon myers,brandon myers,149.0,Brandon Myers,OAK,TE,5.7,1.0,66.7,MISSING,0.0,0.0,0.0,5.9,1.0,8.0,23.0,0.0,67.7,73.6,68.6,57.5,69.7,83.6,158.0,0.0,24.0,25.9,49.0,189.0,1.0,16.0,69.3,131.0,9.0,17.0,83.9,24.0,0.0,1.1,2.0,151.0,68.0,4.3,9.4,1.15,49.0,209.0,177.0,2011.0,12142.2,MISSING,brandon myers
Raiders,00-0028179,16.589239353891337,Raiders,-0.05,50.00%,David Ausberry,TE,0.3210591900311526,2011.0,david ausberry,david ausberry,david ausberry,205.0,David Ausberry,OAK,TE,6.5,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,70.5,67.4,54.4,MISSING,58.7,47.5,19.0,0.0,10.0,0.0,0.0,40.0,1.0,2.0,92.5,37.0,17.5,7.0,95.8,2.0,0.0,32.5,13.0,14.0,1.0,0.5,7.0,0.38,0.0,2.0,39.0,2011.0,2121.6,MISSING,david ausberry
Rams,00-0027985,246.5765719063261,Rams,-0.23,12.50%,Lance Kendricks,TE,0.6383692627206646,2011.0,lance kendricks,lance kendricks,lance kendricks,132.0,Lance Kendricks,SL,TE,7.5,2.0,52.8,MISSING,0.0,0.0,0.0,24.3,9.0,15.0,26.0,1.0,27.0,27.0,58.5,61.5,43.4,82.2,323.0,0.0,45.0,19.6,77.0,393.0,4.0,28.0,76.6,301.0,10.4,41.0,73.8,53.0,0.0,3.6,14.0,352.0,184.0,6.6,12.6,1.17,77.0,216.0,378.0,2011.0,22113.0,MISSING,lance kendricks
Rams,00-0027732,72.27813744552853,Rams,-0.23,12.50%,Michael Hoomanawanui,TE,0.4185902388369678,2011.0,michael hoomanawanui,michael hoomanawanui,michael hoomanawanui,168.0,Michael Hoomanawanui,SL,TE,6.9,0.0,53.8,MISSING,0.0,0.0,0.0,12.5,1.0,4.0,26.0,0.0,52.1,69.5,66.5,76.1,47.4,77.1,172.0,1.0,27.0,36.3,81.0,223.0,1.0,7.0,60.5,135.0,9.9,22.0,41.5,13.0,0.0,6.7,15.0,83.0,62.0,8.9,11.9,0.61,81.0,166.0,209.0,2011.0,13898.5,MISSING,michael hoomanawanui
Rams,00-0023679,5.513341659241477,Rams,-0.23,12.50%,Billy Bajema,TE,0.8459680166147456,2011.0,billy bajema,billy bajema,billy bajema,169.0,Billy Bajema,SL,TE,6.1,0.0,69.2,MISSING,0.0,0.0,0.0,18.2,2.0,2.0,26.0,0.0,38.4,70.6,53.9,56.6,39.1,87.9,211.0,0.0,19.0,55.4,133.0,240.0,2.0,9.0,41.3,99.0,4.6,11.0,82.5,13.0,0.0,2.9,7.0,71.0,19.0,2.1,7.9,0.72,133.0,273.0,229.0,2011.0,12343.1,MISSING,billy bajema
Rams,00-0028651,0.0,Rams,-0.23,12.50%,Mike McNeill,TE,0.3134645898234683,2011.0,mike mcneill,mike mcneill,mike mcneill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0027675,156.85018541682646,Ravens,0.15,72.20%,Ed Dickson,TE,0.5572859813084112,2011.0,ed dickson,ed dickson,ed dickson,117.0,Ed Dickson,BLT,TE,10.0,4.0,62.0,MISSING,0.0,0.0,0.0,10.9,7.0,32.0,3.0,0.0,50.3,80.2,66.2,59.2,63.3,44.8,261.0,5.0,25.0,11.5,67.0,583.0,3.0,57.0,85.1,496.0,47.0,274.0,74.8,92.0,5.0,2.4,14.0,565.0,212.0,3.7,9.9,1.14,67.0,435.0,549.0,2011.0,36343.8,MISSING,ed dickson
Ravens,00-0027714,88.76270544405082,Ravens,0.15,72.20%,Dennis Pitta,TE,0.4765665628245067,2011.0,dennis pitta,dennis pitta,dennis pitta,129.0,Dennis Pitta,BLT,TE,7.3,1.0,73.4,MISSING,0.0,0.0,1.0,0.0,0.0,33.0,3.0,0.0,90.4,79.0,76.8,67.6,80.7,32.8,125.0,0.0,39.0,9.7,37.0,381.0,5.0,47.0,85.3,325.0,50.1,191.0,115.0,64.0,4.0,5.2,20.0,475.0,203.0,4.3,10.1,1.46,37.0,252.0,336.0,2011.0,25804.8,MISSING,dennis pitta
Ravens,00-0022714,53.87145075465175,Ravens,0.15,72.20%,Kris Wilson,TE,0.6728971962616822,2011.0,kris wilson,kris wilson,kris wilson,201.0,Kris Wilson,BLT,TE,9.5,0.0,50.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,64.7,61.2,68.7,69.5,76.1,100.0,8.0,0.0,1.0,25.0,2.0,8.0,0.0,1.0,62.5,5.0,0.0,0.0,95.8,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,2.0,22.0,8.0,2011.0,549.6,MISSING,kris wilson
Saints,00-0027696,113.13276924865391,Saints,0.21,77.80%,Jimmy Graham,TE,0.4745877466251298,2011.0,jimmy graham,jimmy graham,jimmy graham,106.0,Jimmy Graham,NO,TE,9.8,11.0,67.5,MISSING,0.0,0.0,0.0,6.0,7.0,83.0,20.0,1.0,74.9,60.5,90.1,55.6,90.5,39.2,279.0,5.0,66.0,8.6,61.0,712.0,2.0,110.0,87.5,623.0,39.5,281.0,111.5,163.0,14.0,19.5,139.0,1459.0,529.0,4.8,13.3,2.34,61.0,212.0,699.0,2011.0,62979.899999999994,64.54629898403482,jimmy graham
Saints,00-0024301,69.65762943125902,Saints,0.21,77.80%,David Thomas,TE,1.2461059190031152,2011.0,david thomas,dave thomas,dave thomas,176.0,Dave Thomas,NO,TE,3.4,0.0,55.6,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,73.4,68.0,42.6,69.5,38.9,57.9,44.0,0.0,8.0,31.6,24.0,76.0,1.0,5.0,65.8,50.0,11.8,9.0,60.9,9.0,0.0,14.5,11.0,16.0,12.0,2.4,3.2,0.32,24.0,69.0,64.0,2011.0,2726.4,MISSING,dave thomas
