team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Commanders,00-0024221,0.0,Commanders,-0.213,18.80%,Vernon Davis,TE,3.23901912858661,2019.0,vernon davis,vernon davis,vernon davis,1054.0,Vernon Davis,WAS,TE,6.4,3.0,58.8,50.0,1.0,2.0,1.0,9.1,1.0,4.0,32.0,0.0,60.2,71.5,49.4,55.1,52.9,49.7,74.0,2.0,48.0,7.4,11.0,149.0,2.0,10.0,83.2,124.0,32.9,49.0,61.3,17.0,1.0,16.8,25.0,123.0,78.0,7.8,12.3,0.99,11.0,37.0,148.0,2019.0,7311.2,MISSING,vernon davis
Commanders,00-0030472,0.0,Commanders,-0.213,18.80%,Jordan Reed,TE,5.032412327311371,2019.0,jordan reed,jordan reed,jordan reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0034383,68.61173192668721,Cowboys,0.137,50.00%,Dalton Schultz,TE,0.3629590860786397,2019.0,dalton schultz,dalton schultz,dalton schultz,1105.0,Dalton Schultz,DAL,TE,9.5,0.0,50.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,68.3,66.8,69.4,65.3,51.7,87.5,21.0,0.0,6.0,33.3,8.0,24.0,2.0,1.0,62.5,15.0,8.3,2.0,56.3,2.0,0.0,4.2,1.0,6.0,0.0,0.0,6.0,0.4,8.0,93.0,24.0,2019.0,1665.6,MISSING,dalton schultz
Cowboys,00-0022127,3.2188113298312047,Cowboys,0.137,50.00%,Jason Witten,TE,2.258235919234856,2019.0,jason witten,jason witten,jason witten,1001.0,Jason Witten,DAL,TE,6.5,0.0,76.8,50.0,6.0,12.0,1.0,8.7,6.0,27.0,9.0,1.0,60.5,45.4,59.4,55.4,57.7,48.5,253.0,0.0,33.0,8.8,46.0,522.0,1.0,63.0,85.4,446.0,43.3,226.0,109.2,82.0,4.0,8.2,43.0,529.0,178.0,2.8,8.4,1.19,46.0,322.0,522.0,2019.0,31006.8,MISSING,jason witten
Cowboys,00-0033658,0.0,Cowboys,0.137,50.00%,Blake Jarwin,TE,0.347432518597237,2019.0,blake jarwin,blake jarwin,blake jarwin,1025.0,Blake Jarwin,DAL,TE,10.0,3.0,72.1,40.0,4.0,10.0,0.0,3.1,1.0,17.0,9.0,1.0,77.8,27.5,61.4,76.5,66.6,50.2,119.0,2.0,42.0,10.1,24.0,237.0,1.0,31.0,84.8,201.0,38.8,92.0,101.4,43.0,3.0,10.5,25.0,365.0,157.0,5.1,11.8,1.82,24.0,197.0,236.0,2019.0,14490.4,MISSING,blake jarwin
Dolphins,00-0034829,241.76030598629904,Dolphins,-0.201,31.30%,Mike Gesicki,TE,0.7984643995749203,2019.0,mike gesicki,mike gesicki,mike gesicki,1003.0,Mike Gesicki,MIA,TE,11.3,0.0,63.8,40.9,9.0,22.0,0.0,3.8,2.0,25.0,17.0,1.0,80.5,38.8,60.5,66.6,60.5,17.6,101.0,1.0,34.0,2.4,14.0,573.0,1.0,51.0,90.9,521.0,71.0,407.0,100.5,80.0,5.0,11.0,63.0,570.0,184.0,3.6,11.2,1.09,14.0,128.0,571.0,2019.0,34545.5,MISSING,mike gesicki
Dolphins,00-0032256,119.45685800751296,Dolphins,-0.201,31.30%,Clive Walford,TE,0.2025377258235919,2019.0,clive walford,clive walford,clive walford,1079.0,Clive Walford,MIA,TE,9.9,1.0,50.0,0.0,0.0,2.0,0.0,42.9,3.0,4.0,17.0,0.0,27.0,67.0,57.9,57.2,51.9,37.7,23.0,0.0,19.0,16.4,10.0,61.0,0.0,4.0,82.0,50.0,45.9,28.0,73.4,8.0,0.0,16.4,10.0,57.0,27.0,6.8,14.3,1.14,10.0,53.0,61.0,2019.0,3531.9,MISSING,clive walford
Dolphins,00-0034798,79.97373861944041,Dolphins,-0.201,31.30%,Durham Smythe,TE,0.3868533475026567,2019.0,durham smythe,durham smythe,durham smythe,1059.0,Durham Smythe,MIA,TE,9.1,0.0,50.0,0.0,0.0,1.0,0.0,12.5,1.0,2.0,17.0,0.0,52.1,73.4,52.7,66.7,42.9,65.1,166.0,1.0,24.0,36.5,93.0,255.0,1.0,7.0,60.0,153.0,22.7,58.0,33.3,14.0,0.0,9.8,25.0,65.0,15.0,2.1,9.3,0.42,93.0,231.0,249.0,2019.0,13122.3,MISSING,durham smythe
Eagles,00-0034351,215.9466255506495,Eagles,0.035,52.90%,Dallas Goedert,TE,0.6791939426142402,2019.0,dallas goedert,dallas goedert,dallas goedert,1004.0,Dallas Goedert,PHI,TE,6.3,8.0,74.4,33.3,4.0,12.0,0.0,6.5,4.0,33.0,24.0,2.0,64.4,26.1,83.2,70.2,78.9,53.3,241.0,3.0,28.0,13.3,60.0,452.0,3.0,58.0,81.6,369.0,35.0,158.0,101.8,78.0,5.0,9.7,44.0,607.0,354.0,6.1,10.5,1.64,60.0,318.0,443.0,2019.0,36857.6,MISSING,dallas goedert
Eagles,00-0030061,110.32201413925344,Eagles,0.035,52.90%,Zach Ertz,TE,3.342986184909671,2019.0,zach ertz,zach ertz,zach ertz,995.0,Zach Ertz,PHI,TE,9.0,6.0,68.8,53.8,14.0,26.0,0.0,5.4,5.0,50.0,24.0,1.0,77.6,55.0,73.4,55.3,76.1,37.7,226.0,1.0,30.0,3.7,22.0,600.0,2.0,88.0,90.5,543.0,43.2,259.0,101.6,128.0,6.0,19.2,115.0,916.0,274.0,3.1,10.4,1.69,22.0,332.0,600.0,2019.0,44040.0,76.43850267379679,zach ertz
Eagles,00-0031384,59.80627177055973,Eagles,0.035,52.90%,Richard Rodgers,TE,0.0251604675876726,2019.0,richard rodgers,richard rodgers,richard rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0032599,0.0,Eagles,0.035,52.90%,Joshua Perkins,TE,0.1007996811902231,2019.0,joshua perkins,joshua perkins,joshua perkins,1066.0,Joshua Perkins,PHI,TE,9.3,1.0,75.0,100.0,2.0,2.0,0.0,0.0,0.0,5.0,24.0,0.0,77.3,70.6,61.6,70.7,61.2,29.1,23.0,0.0,24.0,2.5,2.0,79.0,0.0,9.0,93.7,74.0,48.1,38.0,122.6,12.0,1.0,22.8,18.0,87.0,27.0,3.0,9.7,1.18,2.0,52.0,79.0,2019.0,4866.400000000001,MISSING,joshua perkins
Falcons,00-0032392,111.12002092520638,Falcons,-0.03,43.80%,Austin Hooper,TE,1.1787231668437832,2019.0,austin hooper,austin hooper,austin hooper,999.0,Austin Hooper,ATL,TE,7.2,8.0,80.6,66.7,12.0,18.0,0.0,2.6,2.0,41.0,2.0,0.0,88.9,81.8,78.3,65.0,80.5,48.5,265.0,2.0,35.0,6.4,35.0,546.0,3.0,75.0,87.5,478.0,42.9,234.0,114.5,93.0,6.0,8.2,45.0,787.0,323.0,4.3,10.5,1.65,35.0,178.0,544.0,2019.0,42595.2,MISSING,austin hooper
Falcons,00-0028042,22.43392190886034,Falcons,-0.03,43.80%,Luke Stocker,TE,1.1424017003188096,2019.0,luke stocker,luke stocker,luke stocker,1061.0,Luke Stocker,ATL,TE,4.6,0.0,57.1,50.0,1.0,2.0,0.0,11.1,1.0,2.0,2.0,1.0,54.5,18.5,63.0,59.0,35.0,92.4,183.0,2.0,18.0,42.9,85.0,198.0,0.0,8.0,53.5,106.0,3.5,7.0,25.9,14.0,0.0,3.5,7.0,53.0,35.0,4.4,6.6,0.5,85.0,238.0,197.0,2019.0,12411.0,MISSING,luke stocker
Falcons,00-0034010,0.0,Falcons,-0.03,43.80%,Alex Gray,TE,0.2008501594048884,2019.0,alex gray,,alex gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0034788,0.0,Falcons,-0.03,43.80%,Jaeden Graham,TE,0.2630180658873539,2019.0,jaeden graham,jaeden graham,jaeden graham,1074.0,Jaeden Graham,ATL,TE,8.9,1.0,90.0,100.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,77.3,70.6,65.4,72.3,60.0,42.9,57.0,0.0,53.0,2.3,3.0,133.0,2.0,9.0,90.2,120.0,48.1,64.0,152.1,10.0,1.0,9.0,12.0,149.0,70.0,7.8,16.6,1.24,3.0,75.0,133.0,2019.0,8698.2,MISSING,jaeden graham
Giants,00-0034988,47.0564985527913,Giants,-0.137,25.00%,Kaden Smith,TE,0.232077577045696,2019.0,kaden smith,kaden smith,kaden smith,1027.0,Kaden Smith,NYG,TE,5.9,2.0,75.6,42.9,3.0,7.0,0.0,6.1,2.0,12.0,21.0,2.0,68.4,20.6,54.5,56.2,56.0,70.8,196.0,0.0,32.0,8.7,24.0,277.0,2.0,31.0,86.6,240.0,20.6,57.0,116.7,41.0,3.0,6.9,19.0,268.0,92.0,3.0,8.6,1.12,24.0,157.0,272.0,2019.0,14824.0,MISSING,kaden smith
Giants,00-0029587,22.730226412589552,Giants,-0.137,25.00%,Rhett Ellison,TE,2.5566509032943676,2019.0,rhett ellison,rhett ellison,rhett ellison,1038.0,Rhett Ellison,NYG,TE,5.3,3.0,72.0,85.7,6.0,7.0,0.0,10.0,2.0,4.0,21.0,0.0,58.1,74.4,65.6,72.6,59.7,81.4,149.0,1.0,31.0,23.5,43.0,183.0,0.0,18.0,69.4,127.0,12.6,23.0,86.6,25.0,1.0,4.9,9.0,167.0,85.0,4.7,9.3,1.31,43.0,141.0,181.0,2019.0,11873.6,MISSING,rhett ellison
Giants,00-0033881,0.0,Giants,-0.137,25.00%,Evan Engram,TE,1.5532268862911796,2019.0,evan engram,evan engram,evan engram,1007.0,Evan Engram,NYG,TE,6.5,1.0,67.7,37.5,6.0,16.0,1.0,6.4,3.0,23.0,21.0,0.0,69.3,79.4,64.1,67.2,67.8,55.1,184.0,0.0,75.0,5.7,19.0,334.0,3.0,44.0,88.0,294.0,33.5,112.0,103.8,65.0,3.0,11.4,38.0,467.0,252.0,5.7,10.6,1.59,19.0,107.0,334.0,2019.0,21409.4,MISSING,evan engram
Giants,00-0031167,0.0,Giants,-0.137,25.00%,Scott Simonson,TE,0.1761264612114771,2019.0,scott simonson,scott simonson,scott simonson,1104.0,Scott Simonson,NYG,TE,4.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,68.3,64.0,51.9,75.9,58.2,81.5,22.0,0.0,10.0,18.5,5.0,27.0,1.0,2.0,81.5,22.0,14.8,4.0,89.6,2.0,0.0,3.7,1.0,11.0,3.0,1.5,5.5,0.5,5.0,45.0,27.0,2019.0,1401.3,MISSING,scott simonson
Giants,00-0035478,0.0,Giants,-0.137,25.00%,Isaiah Searight,TE,0.1535913921360255,2019.0,isaiah searight,,isaiah searight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033080,55.31697898768137,Jaguars,-0.125,37.50%,Seth Devalve,TE,0.3825717321997874,2019.0,seth devalve,seth devalve,seth devalve,1055.0,Seth DeValve,JAX,TE,6.3,0.0,70.6,25.0,1.0,4.0,0.0,0.0,0.0,7.0,15.0,0.0,80.0,72.3,57.9,82.4,62.9,46.2,79.0,0.0,20.0,9.9,17.0,171.0,0.0,12.0,86.5,148.0,33.3,57.0,95.2,17.0,0.0,9.9,17.0,140.0,63.0,5.3,11.7,0.95,17.0,154.0,153.0,2019.0,8858.699999999999,MISSING,seth devalve
Jaguars,00-0032117,24.324593323436613,Jaguars,-0.125,37.50%,Nick O'Leary,TE,0.1209601487778958,2019.0,nick oleary,nick oleary,nick oleary,1056.0,Nick O'Leary,JAX,TE,5.4,0.0,76.5,50.0,1.0,2.0,0.0,7.1,1.0,4.0,15.0,1.0,63.2,21.4,51.6,87.5,48.2,48.7,94.0,1.0,19.0,21.8,42.0,193.0,0.0,13.0,71.5,138.0,31.6,61.0,87.6,17.0,1.0,14.0,27.0,109.0,45.0,3.5,8.4,0.79,42.0,127.0,182.0,2019.0,9391.2,MISSING,nick oleary
Jaguars,00-0032139,12.863498773824317,Jaguars,-0.125,37.50%,Ben Koyack,TE,0.2700504782146652,2019.0,ben koyack,ben koyack,ben koyack,1106.0,Ben Koyack,JAX,TE,2.5,0.0,50.0,MISSING,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,70.5,65.8,55.7,78.7,48.2,74.8,80.0,0.0,9.0,34.6,37.0,107.0,1.0,1.0,57.9,62.0,15.0,16.0,62.5,2.0,0.0,8.4,9.0,9.0,3.0,3.0,9.0,0.15,37.0,152.0,105.0,2019.0,5848.5,MISSING,ben koyack
Jaguars,00-0031951,0.0,Jaguars,-0.125,37.50%,James O'Shaughnessy,TE,0.5140807651434643,2019.0,james oshaughnessy,james oshaughnessy,james oshaughnessy,1049.0,James O'Shaughnessy,JAX,TE,6.6,2.0,70.0,25.0,1.0,4.0,0.0,0.0,0.0,7.0,15.0,0.0,81.1,73.0,62.5,77.8,66.3,51.9,68.0,0.0,35.0,8.4,11.0,131.0,0.0,14.0,86.3,113.0,42.0,55.0,125.6,20.0,2.0,5.3,7.0,153.0,84.0,6.0,10.9,1.35,11.0,76.0,130.0,2019.0,8125.0,MISSING,james oshaughnessy
Jaguars,00-0032141,0.0,Jaguars,-0.125,37.50%,Geoff Swaim,TE,1.05605738575983,2019.0,geoff swaim,geoff swaim,geoff swaim,1057.0,Geoff Swaim,JAX,TE,2.3,0.0,81.3,MISSING,0.0,0.0,2.0,0.0,0.0,1.0,15.0,0.0,80.0,72.3,46.5,48.1,48.4,38.8,45.0,0.0,9.0,11.2,13.0,116.0,5.0,13.0,80.2,93.0,56.9,66.0,83.6,16.0,0.0,4.3,5.0,65.0,48.0,3.7,5.0,0.7,13.0,82.0,116.0,2019.0,5394.0,MISSING,geoff swaim
Jaguars,00-0035249,0.0,Jaguars,-0.125,37.50%,Josh Oliver,TE,0.3887284803400637,2019.0,josh oliver,josh oliver,josh oliver,1086.0,Josh Oliver,JAX,TE,6.7,0.0,50.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,15.0,0.0,36.2,65.8,42.9,MISSING,41.4,44.2,38.0,1.0,6.0,0.0,0.0,86.0,0.0,3.0,97.7,84.0,41.9,36.0,16.7,6.0,0.0,14.0,12.0,15.0,6.0,2.0,5.0,0.18,0.0,31.0,86.0,2019.0,3689.4,MISSING,josh oliver
Jaguars,00-0035553,0.0,Jaguars,-0.125,37.50%,Charles Jones,TE,0.0928294367693942,2019.0,charles jones,charles jones,charles jones,1108.0,Charles Jones II,JAX,TE,3.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,64.7,61.2,52.4,14.3,58.7,60.0,3.0,0.0,5.0,20.0,1.0,5.0,0.0,1.0,80.0,4.0,20.0,1.0,87.5,1.0,0.0,20.0,1.0,5.0,2.0,2.0,5.0,1.25,1.0,22.0,5.0,2019.0,262.0,MISSING,charles jones
Jets,00-0032319,0.0,Jets,-0.133,43.80%,Ross Travis,TE,0.0178156216790648,2019.0,ross travis,ross travis,ross travis,1090.0,Ross Travis,NYJ,TE,5.6,0.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,72.1,15.0,56.0,MISSING,56.0,5.3,1.0,0.0,25.0,0.0,0.0,19.0,0.0,4.0,94.7,18.0,63.2,12.0,109.2,5.0,0.0,31.6,6.0,51.0,29.0,7.3,12.8,2.83,0.0,4.0,19.0,2019.0,1064.0,MISSING,ross travis
Jets,00-0032098,0.0,Jets,-0.133,43.80%,Daniel Brown,TE,0.3905419766206164,2019.0,daniel brown,daniel brown,daniel brown,1075.0,Daniel Brown,NYJ,TE,11.0,0.0,77.8,100.0,1.0,1.0,0.0,0.0,0.0,4.0,22.0,0.0,75.6,70.6,49.2,62.2,55.2,62.4,88.0,0.0,24.0,22.0,31.0,141.0,1.0,7.0,72.3,102.0,19.9,28.0,137.0,9.0,1.0,16.3,23.0,72.0,22.0,3.1,10.3,0.71,31.0,155.0,139.0,2019.0,6838.8,MISSING,daniel brown
Jets,00-0034766,0.0,Jets,-0.133,43.80%,Chris Herndon,TE,0.3094798087141339,2019.0,chris herndon,chris herndon,chris herndon,1103.0,Chris Herndon,NYJ,TE,6.0,0.0,50.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,68.3,64.0,61.3,3.9,64.9,21.4,3.0,0.0,7.0,7.1,1.0,14.0,0.0,1.0,78.6,11.0,42.9,6.0,58.3,2.0,0.0,35.7,5.0,7.0,5.0,5.0,7.0,0.64,1.0,4.0,14.0,2019.0,858.1999999999999,MISSING,chris herndon
Jets,00-0030108,0.0,Jets,-0.133,43.80%,Ryan Griffin,TE,0.5894659936238045,2019.0,ryan griffin,ryan griffin,ryan griffin,1029.0,Ryan Griffin,NYJ,TE,5.3,1.0,87.2,66.7,4.0,6.0,0.0,5.6,2.0,19.0,22.0,0.0,62.9,77.4,61.9,63.5,63.4,65.0,268.0,0.0,45.0,25.5,105.0,412.0,2.0,34.0,69.2,285.0,17.5,72.0,140.4,39.0,5.0,15.5,64.0,320.0,184.0,5.4,9.4,1.12,105.0,250.0,404.0,2019.0,25007.6,MISSING,ryan griffin
Lions,00-0031260,45.30225101156579,Lions,-0.11,20.00%,Logan Thomas,TE,0.4277364505844845,2019.0,logan thomas,logan thomas,logan thomas,1036.0,Logan Thomas,DET,TE,10.9,0.0,59.3,33.3,2.0,6.0,0.0,5.9,1.0,9.0,11.0,0.0,54.8,73.6,55.1,61.7,60.2,36.4,75.0,1.0,17.0,15.5,32.0,206.0,3.0,16.0,79.1,163.0,51.0,105.0,75.1,27.0,1.0,10.2,21.0,173.0,87.0,5.4,10.8,1.06,32.0,130.0,201.0,2019.0,11075.1,MISSING,logan thomas
Lions,00-0032135,38.877118898562046,Lions,-0.11,20.00%,Jesse James,TE,1.2136025504782146,2019.0,jesse james,jesse james,jesse james,1039.0,Jesse James,DET,TE,5.5,0.0,64.0,0.0,0.0,2.0,0.0,11.1,2.0,8.0,11.0,0.0,53.3,73.3,53.7,48.3,55.9,77.0,208.0,0.0,23.0,31.9,86.0,270.0,2.0,16.0,63.7,172.0,17.0,46.0,79.1,25.0,0.0,5.2,14.0,142.0,61.0,3.8,8.9,0.83,86.0,223.0,268.0,2019.0,14391.6,MISSING,jesse james
Lions,00-0035539,21.035209425105887,Lions,-0.11,20.00%,Isaac Nauta,TE,0.0928294367693942,2019.0,isaac nauta,isaac nauta,isaac nauta,1097.0,Isaac Nauta,DET,TE,1.7,0.0,66.7,MISSING,0.0,0.0,0.0,33.3,1.0,1.0,11.0,0.0,29.9,64.0,55.7,77.1,58.4,0.0,0.0,0.0,10.0,27.3,3.0,11.0,0.0,2.0,72.7,8.0,0.0,0.0,75.7,3.0,0.0,9.1,1.0,13.0,7.0,3.5,6.5,1.63,3.0,30.0,1.0,2019.0,55.7,MISSING,isaac nauta
Lions,00-0035229,0.0,Lions,-0.11,20.00%,T.J. Hockenson,TE,1.9149091392136024,2019.0,tj hockenson,tj hockenson,tj hockenson,1013.0,T.J. Hockenson,DET,TE,8.6,4.0,57.1,29.4,5.0,17.0,0.0,3.0,1.0,19.0,11.0,0.0,78.5,76.8,60.5,35.2,62.1,46.8,161.0,0.0,39.0,9.6,33.0,344.0,5.0,32.0,83.4,287.0,42.7,147.0,88.9,56.0,2.0,10.5,36.0,367.0,197.0,6.2,11.5,1.28,33.0,181.0,344.0,2019.0,20812.0,MISSING,tj hockenson
Packers,00-0035671,162.0967737346473,Packers,0.089,77.80%,Jace Sternberger,TE,0.3345547290116897,2019.0,jace sternberger,jace sternberger,jace sternberger,1109.0,Jace Sternberger,GB,TE,15.0,0.0,0.0,0.0,0.0,1.0,0.0,MISSING,0.0,0.0,12.0,0.0,MISSING,MISSING,52.8,77.7,47.4,72.7,16.0,0.0,0.0,31.8,7.0,22.0,0.0,0.0,68.2,15.0,13.6,3.0,39.6,1.0,0.0,4.5,1.0,0.0,0.0,MISSING,MISSING,0.0,7.0,38.0,20.0,2019.0,1056.0,MISSING,jace sternberger
Packers,00-0027696,18.700720978231782,Packers,0.089,77.80%,Jimmy Graham,TE,6.730428267800212,2019.0,jimmy graham,jimmy graham,jimmy graham,1012.0,Jimmy Graham,GB,TE,10.3,4.0,65.5,33.3,3.0,9.0,0.0,7.3,3.0,23.0,12.0,1.0,65.0,29.3,55.0,70.9,53.6,36.4,168.0,0.0,48.0,4.5,21.0,462.0,3.0,38.0,87.4,404.0,45.2,209.0,106.0,58.0,3.0,17.5,81.0,447.0,254.0,6.7,11.8,1.11,21.0,160.0,458.0,2019.0,25190.0,MISSING,jimmy graham
Packers,00-0024243,15.32570947342691,Packers,0.089,77.80%,Marcedes Lewis,TE,1.1158342189160468,2019.0,marcedes lewis,marcedes lewis,marcedes lewis,1053.0,Marcedes Lewis,GB,TE,5.9,2.0,83.3,100.0,1.0,1.0,0.0,6.3,1.0,8.0,12.0,0.0,67.0,73.3,71.0,73.8,64.8,86.8,197.0,0.0,25.0,30.0,68.0,227.0,1.0,15.0,66.1,150.0,5.7,13.0,121.3,18.0,1.0,7.0,16.0,156.0,85.0,5.7,10.4,1.04,68.0,260.0,226.0,2019.0,16046.0,MISSING,marcedes lewis
Packers,00-0033757,0.0,Packers,0.089,77.80%,Robert Tonyan Jr.,TE,0.3028692879914984,2019.0,robert tonyan,robert tonyan,robert tonyan,1058.0,Robert Tonyan,GB,TE,10.9,0.0,66.7,50.0,1.0,2.0,0.0,0.0,0.0,4.0,12.0,0.0,78.0,71.1,62.0,60.6,67.9,76.3,71.0,0.0,28.0,18.3,17.0,93.0,2.0,10.0,77.4,72.0,19.4,18.0,107.6,15.0,1.0,4.3,4.0,100.0,28.0,2.8,10.0,1.39,17.0,100.0,93.0,2019.0,5766.0,MISSING,robert tonyan
Panthers,00-0032909,0.0,Panthers,-0.146,31.30%,Dillon Gordon,TE,0.2088204038257173,2019.0,dillon gordon,,dillon gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0034365,104.68500718069076,Panthers,-0.146,31.30%,Ian Thomas,TE,0.402230605738576,2019.0,ian thomas,ian thomas,ian thomas,1035.0,Ian Thomas,CAR,TE,6.6,1.0,59.3,20.0,1.0,5.0,0.0,15.8,3.0,10.0,5.0,0.0,39.8,73.3,51.8,78.5,52.3,22.5,47.0,1.0,19.0,8.6,18.0,209.0,1.0,16.0,88.0,184.0,66.0,138.0,69.4,27.0,1.0,10.0,21.0,136.0,80.0,5.0,8.5,0.74,18.0,93.0,206.0,2019.0,10670.8,MISSING,ian thomas
Panthers,00-0025418,19.507072250675993,Panthers,-0.146,31.30%,Greg Olsen,TE,3.706163655685441,2019.0,greg olsen,greg olsen,greg olsen,1002.0,Greg Olsen,CAR,TE,9.2,1.0,64.2,33.3,5.0,15.0,0.0,1.9,1.0,34.0,5.0,0.0,87.4,79.8,66.9,70.1,68.7,26.3,137.0,2.0,41.0,9.4,49.0,521.0,0.0,52.0,86.9,453.0,52.6,274.0,84.2,81.0,2.0,16.7,87.0,597.0,219.0,4.2,11.5,1.32,49.0,269.0,498.0,2019.0,33316.200000000004,MISSING,greg olsen
Panthers,00-0031484,0.0,Panthers,-0.146,31.30%,Chris Manhertz,TE,0.5791710945802337,2019.0,chris manhertz,chris manhertz,chris manhertz,1107.0,Chris Manhertz,CAR,TE,2.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,64.7,61.2,62.1,61.7,52.2,64.0,96.0,0.0,11.0,72.0,108.0,150.0,2.0,1.0,28.0,42.0,26.0,39.0,112.5,1.0,0.0,3.3,5.0,11.0,9.0,9.0,11.0,0.26,108.0,190.0,140.0,2019.0,8694.0,MISSING,chris manhertz
Panthers,00-0034169,0.0,Panthers,-0.146,31.30%,Marcus Baugh,TE,0.2035069075451647,2019.0,marcus baugh,marcus baugh,marcus baugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0034439,13.43455828436188,Patriots,0.227,70.60%,Ryan Izzo,TE,0.2721928799149841,2019.0,ryan izzo,ryan izzo,ryan izzo,1081.0,Ryan Izzo,NE,TE,9.5,0.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,19.0,0.0,74.6,68.8,46.7,55.4,54.6,50.7,68.0,0.0,41.0,23.9,32.0,134.0,4.0,6.0,69.4,93.0,40.3,54.0,156.3,8.0,1.0,8.2,11.0,114.0,52.0,8.7,19.0,1.23,32.0,134.0,133.0,2019.0,6211.1,MISSING,ryan izzo
Patriots,00-0022943,7.793823511703431,Patriots,0.227,70.60%,Benjamin Watson,TE,0.4994686503719447,2019.0,benjamin watson,benjamin watson,benjamin watson,1042.0,Benjamin Watson,NE,TE,8.5,3.0,73.9,100.0,3.0,3.0,0.0,10.5,2.0,9.0,19.0,0.0,55.6,73.9,53.6,65.2,55.1,29.1,82.0,0.0,26.0,12.4,35.0,282.0,4.0,17.0,84.4,238.0,53.5,151.0,95.0,23.0,0.0,16.0,45.0,173.0,88.0,5.2,10.2,0.73,35.0,186.0,278.0,2019.0,14900.8,MISSING,benjamin watson
Patriots,00-0031744,0.0,Patriots,0.227,70.60%,Matt LaCosse,TE,0.6509032943676939,2019.0,matt lacosse,matt lacosse,matt lacosse,1050.0,Matt LaCosse,NE,TE,7.5,1.0,68.4,100.0,2.0,2.0,0.0,13.3,2.0,6.0,19.0,0.0,47.7,72.3,54.0,58.2,49.4,52.1,111.0,1.0,24.0,20.2,43.0,213.0,0.0,13.0,76.1,162.0,38.0,81.0,83.4,19.0,1.0,5.6,12.0,131.0,46.0,3.5,10.1,0.81,43.0,219.0,204.0,2019.0,11016.0,MISSING,matt lacosse
Raiders,00-0031610,20.207012693217074,Raiders,-0.081,43.80%,Darren Waller,TE,1.7640828905419768,2019.0,darren waller,darren waller,darren waller,996.0,Darren Waller,OAK,TE,7.5,11.0,78.3,44.4,8.0,18.0,0.0,5.3,5.0,53.0,23.0,1.0,78.5,56.9,83.2,57.5,86.8,44.7,249.0,2.0,75.0,11.8,66.0,557.0,1.0,90.0,85.1,474.0,30.7,171.0,109.6,115.0,3.0,24.6,137.0,1146.0,594.0,6.6,12.7,2.42,66.0,363.0,557.0,2019.0,46342.4,60.29861982434128,darren waller
Raiders,00-0031690,0.0,Raiders,-0.081,43.80%,Eric Tomlinson,TE,0.0675122210414452,2019.0,eric tomlinson,eric tomlinson,eric tomlinson,1111.0,Eric Tomlinson,OAK,TE,0.0,0.0,100.0,MISSING,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,64.7,61.2,62.7,50.7,48.4,80.6,25.0,0.0,1.0,41.9,13.0,31.0,1.0,1.0,58.1,18.0,6.5,2.0,79.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06,13.0,89.0,27.0,2019.0,1692.9,MISSING,eric tomlinson
