,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Team,Year,weighted_grade,weighted_average_grade
654,Robert Hainsey,TB,C,100.0,1,30,66.7,73.0,60.9,7,13,750,100.0,100.0,98.7,2,20,0,1175,1175,0,0,1175,800,800,0,0,375,0,Buccaneers,2022,78372.5,71.56489361702128
655,Jason Kelce,PHI,C,100.0,1,24,88.3,82.0,89.1,0,11,618,100.0,100.0,99.1,8,11,0,1149,1149,0,0,1149,653,653,0,0,496,0,Eagles,2022,101456.7,78.2
656,Creed Humphrey,KC,C,100.0,0,16,90.0,79.7,91.1,2,16,723,100.0,100.0,98.8,4,18,0,1138,1136,0,0,1138,769,769,0,0,369,0,Chiefs,2022,102420.0,77.9
657,Luke Fortner,JAX,C,100.0,0,15,49.6,57.5,46.4,6,25,648,100.0,100.0,97.5,4,32,1,1121,1119,0,0,1121,685,685,2,0,436,0,Jaguars,2022,55601.6,62.8
658,Mason Cole,PIT,C,100.0,1,25,67.1,63.8,66.5,4,15,605,100.0,100.0,98.1,1,21,2,1114,1114,0,0,1114,651,651,0,0,463,0,Steelers,2022,74749.4,74.7
659,Connor McGovern,NYJ,C,100.0,0,22,69.6,69.5,69.7,4,15,688,100.0,100.0,97.9,4,24,5,1111,1111,0,0,1111,712,712,0,0,399,0,Jets,2022,77325.59999999999,58.391489361702135
660,Ted Karras,CIN,C,100.0,0,7,62.6,76.2,55.4,2,16,681,100.0,100.0,98.4,3,20,2,1100,1100,0,0,1100,728,728,0,0,372,0,Bengals,2022,68860.0,70.9315112540193
661,Ryan Kelly,IND,C,100.0,0,14,64.3,64.8,64.3,3,17,647,100.0,100.0,97.7,3,25,5,1092,1092,0,0,1092,679,679,0,0,413,0,Colts,2022,70215.59999999999,
662,Tyler Linderbaum,BLT,C,100.0,0,3,74.7,54.7,84.2,2,21,561,100.0,100.0,97.4,6,26,3,1092,1092,0,0,1092,596,596,0,0,496,0,Ravens,2022,81572.40000000001,
663,Josh Myers,GB,C,100.0,1,12,60.4,74.3,53.5,2,8,604,100.0,100.0,98.7,3,13,3,1091,1091,0,0,1091,643,643,0,0,448,0,Packers,2022,65896.4,
664,Jake Brendel,SF,C,100.0,2,28,64.9,71.9,65.0,2,9,557,100.0,100.0,98.8,12,12,1,1078,1078,0,0,1078,591,591,0,0,487,0,49ers,2022,69962.20000000001,
665,Frank Ragnow,DET,C,100.0,1,11,77.9,68.9,78.9,0,12,588,100.0,100.0,98.8,4,13,1,1074,1074,0,0,1074,627,627,0,0,447,0,Lions,2022,83664.6,
666,Tyler Biadasz,DAL,C,100.0,0,9,61.7,66.3,59.6,3,12,542,100.0,100.0,98.6,5,15,0,1066,1065,0,0,1066,576,576,0,0,490,0,Cowboys,2022,65772.2,
667,Connor Williams,MIA,C,100.0,0,17,78.2,69.1,85.1,2,10,639,100.0,100.0,98.6,6,15,3,1056,1056,0,0,1056,676,676,0,0,380,0,Dolphins,2022,82579.2,
668,Drew Dalman,ATL,C,100.0,2,2,65.9,55.1,69.5,4,23,486,100.0,100.0,97.2,9,27,0,1051,1051,0,0,1051,517,517,0,0,534,0,Falcons,2022,69260.90000000001,
669,Austin Blythe,SEA,C,100.0,1,29,51.9,65.1,48.0,7,12,620,100.0,100.0,98.0,6,22,3,1041,1041,0,0,1041,662,662,0,0,379,0,Seahawks,2022,54027.9,
670,Sam Mustipher,CHI,C,100.0,2,6,63.4,55.1,65.5,4,14,504,100.0,100.0,97.8,4,20,2,1020,1020,0,0,1020,536,536,0,0,484,0,Bears,2022,64668.0,
671,Scott Quessenberry,HST,C,100.0,0,13,36.6,25.8,43.7,4,25,596,100.0,100.0,96.4,2,36,7,990,990,0,0,990,633,633,0,0,357,0,Texans,2022,36234.0,
672,Jon Feliciano,NYG,C,100.0,0,21,58.2,65.9,57.1,3,16,530,100.0,100.0,97.6,6,22,3,971,971,0,0,971,568,568,0,0,403,0,Giants,2022,56512.200000000004,
673,Andre James,LV,C,100.0,0,23,62.8,64.5,59.3,5,17,559,100.0,100.0,97.7,3,24,2,964,964,0,0,964,588,588,0,0,376,0,Raiders,2022,60539.2,
674,Graham Glasgow,DEN,C,100.0,1,10,59.3,62.7,61.6,1,13,537,100.0,100.0,97.8,10,19,5,929,609,0,0,929,579,579,320,0,350,0,Broncos,2022,55089.7,
675,Corey Linsley,LAC,C,100.0,3,27,74.2,90.2,65.6,0,5,536,100.0,100.0,99.5,6,5,0,858,858,0,0,858,552,552,0,0,306,0,Chargers,2022,63663.600000000006,
676,Ethan Pocic,CLV,C,100.0,0,8,78.9,71.5,78.9,0,8,424,100.0,100.0,98.6,1,10,2,819,819,0,0,819,461,461,0,0,358,0,Browns,2022,64619.100000000006,
677,Garrett Bradbury,MIN,C,100.0,0,18,70.2,68.1,72.4,4,18,495,100.0,100.0,97.4,4,24,2,809,809,0,0,809,530,530,0,0,279,0,Vikings,2022,56791.8,
678,David Andrews,NE,C,100.0,4,19,74.5,65.0,76.9,1,10,449,100.0,100.0,98.3,6,13,2,799,799,0,0,799,485,485,0,0,314,0,Patriots,2022,59525.5,
679,Erik McCoy,NO,C,100.0,0,20,61.2,65.2,60.9,2,8,406,100.0,100.0,98.5,5,11,1,798,798,0,0,798,427,427,0,0,371,0,Saints,2022,48837.600000000006,
680,Mitch Morse,BUF,C,100.0,1,4,61.4,67.1,57.3,2,12,469,100.0,100.0,97.9,3,17,3,765,765,0,0,765,493,493,0,0,272,0,Bills,2022,46971.0,
681,Billy Price,ARZ,C,100.0,0,1,51.3,66.0,55.6,1,10,466,100.0,100.0,97.7,11,16,5,752,752,0,0,752,501,501,0,0,251,0,Cardinals,2022,38577.6,
682,Coleman Shelton,LA,C,100.0,0,26,58.0,71.3,55.4,1,6,417,100.0,100.0,98.2,5,11,4,720,462,61,0,720,431,431,197,0,289,0,Rams,2022,41760.0,
683,Ben Jones,TEN,C,100.0,0,31,71.9,68.4,73.7,2,7,346,100.0,100.0,98.4,5,10,1,682,682,0,0,682,371,371,0,0,311,0,Titans,2022,49035.8,
684,Bradley Bozeman,CAR,C,100.0,0,5,63.1,53.3,67.3,1,9,311,100.0,100.0,97.7,4,12,2,680,680,0,0,680,333,333,0,0,347,0,Panthers,2022,42908.0,
685,Hjalte Froholdt,CLV,C,99.8,2,8,61.4,49.0,67.5,3,8,318,100.0,99.7,96.1,5,18,7,590,353,0,0,591,342,343,230,0,248,3,Browns,2022,36287.4,
686,Tyler Larsen,WAS,C,100.0,1,32,58.2,35.9,63.4,5,12,249,100.0,100.0,95.4,1,20,3,534,534,0,0,534,262,262,0,0,272,0,Commanders,2022,31078.800000000003,
687,Lloyd Cushenberry III,DEN,C,100.0,2,10,56.2,68.8,52.7,3,5,294,100.0,100.0,98.3,6,9,1,502,502,0,0,502,316,316,0,0,186,0,Broncos,2022,28212.4,
688,Wes Schweitzer,WAS,C,100.0,1,32,59.3,42.9,65.3,3,9,226,100.0,100.0,96.0,3,15,3,419,348,0,0,419,238,238,71,0,181,0,Commanders,2022,24846.699999999997,
689,Brian Allen,LA,C,100.0,0,26,63.8,59.2,66.1,5,0,233,100.0,100.0,97.2,1,9,4,373,373,0,0,373,244,244,0,0,129,0,Rams,2022,23797.399999999998,
690,Pat Elflein,CAR,C,100.0,0,5,60.9,64.4,57.3,2,4,208,100.0,100.0,98.1,0,7,1,338,338,0,0,338,219,219,0,0,119,0,Panthers,2022,20584.2,
691,Will Clapp,LAC,C,100.0,0,27,54.3,73.4,42.3,4,4,239,100.0,100.0,98.3,1,8,0,333,327,0,0,333,252,252,0,0,81,6,Chargers,2022,18081.899999999998,
692,Josh Andrews,NO,C,100.0,1,20,51.6,53.8,51.9,1,5,164,100.0,100.0,97.0,1,8,2,330,161,109,0,330,173,173,60,0,157,0,Saints,2022,17028.0,
693,Rodney Hudson,ARZ,C,100.0,0,1,58.3,66.9,52.6,0,3,186,100.0,100.0,99.2,2,3,0,303,303,0,0,303,202,202,0,0,101,0,Cardinals,2022,17664.899999999998,
694,James Ferentz,NE,C,100.0,0,19,53.4,74.5,43.8,0,2,161,100.0,100.0,98.1,1,4,2,268,251,8,0,268,165,165,6,0,103,3,Patriots,2022,14311.199999999999,
695,Corey Levin,TEN,C,100.0,0,31,68.3,81.6,64.6,0,3,126,100.0,100.0,98.0,1,4,1,251,230,0,0,251,129,129,18,0,122,3,Titans,2022,17143.3,
696,Austin Schlottmann,MIN,C,100.0,0,18,48.7,46.1,55.3,4,10,163,100.0,100.0,95.1,2,15,1,236,235,1,0,236,173,173,0,0,63,0,Vikings,2022,11493.2,
697,Sean Harlow,ARZ,C,100.0,1,1,43.2,28.6,48.8,1,10,140,100.0,100.0,94.6,1,13,2,228,148,75,0,228,147,147,0,0,81,4,Cardinals,2022,9849.6,
698,Jeremiah Kolone,LA,C,100.0,0,26,36.1,19.8,46.7,5,8,127,100.0,100.0,94.9,0,13,0,188,188,0,0,188,130,130,0,0,58,0,Rams,2022,6786.8,
699,Nick Martin,WAS,C,100.0,0,32,42.6,30.7,55.4,1,3,100,100.0,100.0,98.0,3,4,0,156,156,0,0,156,106,106,0,0,50,0,Commanders,2022,6645.6,
700,Chase Roullier,WAS,C,100.0,0,32,56.3,60.4,52.6,0,3,97,100.0,100.0,98.5,0,3,0,150,150,0,0,150,106,106,0,0,44,0,Commanders,2022,8445.0,
701,Chris Reed,MIN,C,100.0,0,18,54.3,70.7,56.9,1,1,72,100.0,100.0,98.6,2,2,0,124,124,0,0,124,73,73,0,0,51,0,Vikings,2022,6733.2,
702,Justin Britt,HST,C,100.0,0,13,44.6,71.2,48.5,0,0,41,100.0,100.0,100.0,2,0,0,70,70,0,0,70,43,43,0,0,27,0,Texans,2022,3122.0,
703,Kyle Fuller,SEA,C,100.0,0,29,55.6,47.7,56.9,2,0,32,100.0,100.0,96.9,0,2,0,51,49,0,0,51,32,32,2,0,19,0,Seahawks,2022,2835.6,
704,J.C. Hassenauer,PIT,C,100.0,0,25,64.0,56.7,66.2,0,1,34,100.0,100.0,98.5,1,1,0,46,46,0,0,46,35,35,0,0,11,0,Steelers,2022,2944.0,
705,Cam Jurgens,PHI,C,100.0,0,24,60.1,78.8,57.2,0,0,8,100.0,100.0,100.0,0,0,0,35,28,0,0,35,9,9,1,1,26,4,Eagles,2022,2103.5,
706,Greg Mancz,MIN,C,100.0,0,18,55.1,49.2,55.9,0,1,17,100.0,100.0,97.1,0,1,0,22,22,0,0,22,18,18,0,0,4,0,Vikings,2022,1212.2,
707,Dakoda Shepley,DAL,C,100.0,0,9,52.8,20.8,56.8,0,1,6,100.0,100.0,91.7,0,1,0,14,8,0,0,14,6,6,6,0,8,0,Cowboys,2022,739.1999999999999,
708,Trey Hill,CIN,C,100.0,0,7,57.0,68.2,53.0,0,0,1,100.0,100.0,100.0,0,0,0,7,7,0,0,7,1,1,0,0,6,0,Bengals,2022,399.0,
709,Ryan Neuzil,ATL,C,80.0,0,2,66.5,,68.0,0,0,0,0.0,0.0,,0,0,0,4,0,4,0,5,0,1,0,0,4,1,Falcons,2022,332.5,
710,Creed Humphrey,KC,C,100.0,0,16,81.4,74.3,84.1,4,10,866,100.0,100.0,98.7,6,18,4,1380,1351,2,0,1380,923,923,26,0,457,0,Chiefs,2023,112332.00000000001,66.3
711,Mitch Morse,BUF,C,100.0,1,4,63.9,72.5,61.5,2,27,728,100.0,100.0,97.9,5,30,1,1272,1272,0,0,1272,773,773,0,0,499,0,Bills,2023,81280.8,56.520484010371646
712,Robert Hainsey,TB,C,100.0,1,30,50.2,57.3,50.3,2,26,730,100.0,100.0,97.4,9,33,5,1236,1236,0,0,1236,779,779,0,0,457,0,Buccaneers,2023,62047.200000000004,41.552713178294574
713,Jake Brendel,SF,C,100.0,0,28,66.3,45.3,72.6,5,26,657,100.0,100.0,97.3,1,33,2,1229,1229,0,0,1229,694,694,0,0,535,0,49ers,2023,81482.7,88.8
714,Josh Myers,GB,C,100.0,2,12,54.7,55.7,53.2,3,20,685,100.0,100.0,97.6,6,28,5,1212,1212,0,0,1212,724,724,0,0,488,0,Packers,2023,66296.40000000001,71.2
715,Frank Ragnow,DET,C,100.0,0,11,88.8,70.3,91.3,6,16,665,100.0,100.0,98.2,4,23,1,1190,1190,0,0,1190,697,697,0,0,493,0,Lions,2023,105672.0,76.63413654618473
716,Coleman Shelton,LA,C,100.0,1,26,66.1,49.2,74.6,12,22,664,100.0,100.0,97.1,6,36,2,1171,1171,0,0,1171,712,712,0,0,459,0,Rams,2023,77403.09999999999,79.4
717,Jason Kelce,PHI,C,100.0,0,24,78.6,70.9,84.3,1,13,666,100.0,100.0,98.8,6,15,1,1165,1165,0,0,1165,698,698,0,0,467,0,Eagles,2023,91569.0,55.21634349030471
718,Luke Fortner,JAX,C,100.0,0,15,44.3,54.9,40.0,3,21,708,100.0,100.0,97.7,5,28,4,1163,1163,0,0,1163,749,749,0,0,414,0,Jaguars,2023,51520.899999999994,53.2
719,Erik McCoy,NO,C,100.0,1,20,79.4,59.3,89.4,2,20,651,100.0,100.0,97.7,8,26,4,1152,1152,0,0,1152,675,675,0,0,477,0,Saints,2023,91468.8,61.27693677649154
720,Bradley Bozeman,CAR,C,100.0,0,5,62.2,48.9,67.5,5,19,684,100.0,100.0,97.1,5,32,8,1148,1148,0,0,1148,730,730,0,0,418,0,Panthers,2023,71405.6,
721,Mason Cole,PIT,C,100.0,0,25,53.2,32.4,63.3,6,29,608,100.0,100.0,96.8,4,37,2,1135,1135,0,0,1135,649,649,0,0,486,0,Steelers,2023,60382.0,
722,Tyler Biadasz,DAL,C,100.0,1,9,69.2,64.6,68.3,4,20,680,100.0,100.0,97.8,4,27,3,1123,1123,0,0,1123,728,728,0,0,395,0,Cowboys,2023,77711.6,
723,Hjalte Froholdt,ARZ,C,100.0,0,1,64.1,61.1,67.4,4,16,628,100.0,100.0,97.9,8,23,3,1123,1123,0,0,1123,679,679,0,0,444,0,Cardinals,2023,71984.29999999999,
724,Ted Karras,CIN,C,100.0,0,7,67.4,69.6,64.2,3,12,689,100.0,100.0,98.0,1,21,6,1075,1075,0,0,1075,725,725,0,0,350,0,Bengals,2023,72455.0,
725,Lloyd Cushenberry III,DEN,C,100.0,0,10,73.2,76.4,72.4,4,9,601,100.0,100.0,98.8,5,14,1,1070,1069,0,0,1070,647,647,0,0,423,0,Broncos,2023,78324.0,
726,Ethan Pocic,CLV,C,100.0,1,8,70.8,72.9,68.0,2,16,593,100.0,100.0,98.3,6,19,1,1070,1070,0,0,1070,635,635,0,0,435,0,Browns,2023,75756.0,
727,David Andrews,NE,C,100.0,1,19,71.2,51.2,78.0,2,22,626,100.0,100.0,97.1,1,30,6,1050,1050,0,0,1050,649,649,0,0,401,0,Patriots,2023,74760.0,
728,Aaron Brewer,TEN,C,100.0,0,31,71.6,52.5,78.7,7,21,577,100.0,100.0,96.5,5,34,6,1050,1049,0,0,1050,622,622,0,0,428,0,Titans,2023,75180.0,
729,Tyler Linderbaum,BLT,C,100.0,0,3,78.5,78.3,78.6,3,15,572,100.0,100.0,98.4,5,18,0,1043,1043,0,0,1043,610,610,0,0,433,0,Ravens,2023,81875.5,
730,Andre James,LV,C,100.0,0,23,74.6,71.2,75.0,4,11,556,100.0,100.0,97.9,3,19,4,963,963,0,0,963,583,583,0,0,380,0,Raiders,2023,71839.79999999999,
731,Evan Brown,SEA,C,100.0,2,29,55.5,59.1,57.2,3,21,583,100.0,100.0,97.4,7,27,3,955,917,38,0,955,630,630,0,0,325,0,Seahawks,2023,53002.5,
732,Lucas Patrick,CHI,C,100.0,1,6,50.5,40.6,61.6,3,25,539,100.0,100.0,97.4,11,28,0,953,953,0,0,953,563,563,0,0,390,0,Bears,2023,48126.5,
733,Drew Dalman,ATL,C,100.0,2,2,82.3,53.0,90.0,6,21,491,100.0,100.0,96.8,5,29,2,932,932,0,0,932,519,519,0,0,413,0,Falcons,2023,76703.59999999999,
734,Ryan Kelly,IND,C,100.0,0,14,77.2,78.3,75.2,0,6,498,100.0,100.0,99.2,3,7,1,882,882,0,0,882,534,534,0,0,348,0,Colts,2023,68090.40000000001,
735,Liam Eichenberg,MIA,C,100.0,2,17,45.2,43.2,49.1,3,16,503,100.0,100.0,97.1,7,24,5,876,653,77,0,876,526,526,146,0,350,0,Dolphins,2023,39595.200000000004,
736,Garrett Bradbury,MIN,C,100.0,1,18,60.9,56.8,65.5,5,14,543,100.0,100.0,97.7,5,22,3,874,874,0,0,874,578,578,0,0,296,0,Vikings,2023,53226.6,
737,Joe Tippmann,NYJ,C,100.0,3,22,61.0,52.7,67.4,2,15,549,100.0,100.0,97.9,8,20,3,852,653,0,0,852,578,578,199,0,274,0,Jets,2023,51972.0,
738,Michael Deiter,HST,C,100.0,0,13,56.3,59.4,55.2,2,20,474,100.0,100.0,97.0,5,25,3,781,766,14,0,781,506,506,0,1,275,0,Texans,2023,43970.299999999996,
739,John Michael Schmitz Jr.,NYG,C,100.0,1,21,41.4,26.9,51.3,2,23,456,100.0,100.0,96.2,4,30,5,755,755,0,0,755,484,484,0,0,271,0,Giants,2023,31257.0,
740,Will Clapp,LAC,C,100.0,0,27,56.7,55.1,56.9,6,17,437,100.0,100.0,97.1,1,24,1,702,699,0,0,702,464,464,0,0,238,1,Chargers,2023,39803.4,
741,Nick Gates,WAS,C,100.0,0,32,66.1,61.4,70.9,6,10,424,100.0,100.0,96.9,4,21,5,641,641,0,0,641,455,455,0,0,186,0,Commanders,2023,42370.1,
742,Connor Williams,MIA,C,100.0,0,17,86.5,71.7,90.5,1,4,269,100.0,100.0,98.7,7,6,1,497,497,0,0,497,280,280,0,0,217,0,Dolphins,2023,42990.5,
743,Tyler Larsen,WAS,C,100.0,0,32,50.3,28.7,60.9,4,17,314,100.0,100.0,95.7,0,24,3,466,466,0,0,466,325,325,0,0,141,0,Commanders,2023,23439.8,
744,Jarrett Patterson,HST,C,100.0,0,13,60.4,53.7,62.9,1,7,257,100.0,100.0,98.4,1,8,0,464,464,0,0,464,277,277,0,0,187,0,Texans,2023,28025.6,
745,Connor McGovern,NYJ,C,100.0,2,22,48.5,30.5,62.5,5,12,225,100.0,100.0,95.8,6,18,1,371,371,0,0,371,240,240,0,0,131,0,Jets,2023,17993.5,
746,Nick Harris,CLV,C,98.1,0,8,59.5,66.3,58.7,0,3,164,97.0,96.6,99.1,2,3,0,307,222,0,0,313,169,175,18,0,138,13,Browns,2023,18623.5,
747,Wesley French,IND,C,100.0,1,14,48.4,56.7,47.5,0,7,146,100.0,100.0,96.9,2,8,1,270,266,0,0,270,153,153,4,0,117,0,Colts,2023,13068.0,
748,Austin Schlottmann,MIN,C,100.0,0,18,62.6,72.3,59.4,1,5,167,100.0,100.0,97.6,1,7,1,249,247,2,0,249,178,178,0,0,71,0,Vikings,2023,15587.4,
749,Brenden Jaimes,LAC,C,100.0,0,27,49.8,71.1,39.8,0,3,146,100.0,100.0,98.3,1,4,1,241,241,0,0,241,155,155,0,0,86,0,Chargers,2023,12001.8,
750,Brock Hoffman,DAL,C,100.0,0,9,53.7,57.0,54.3,0,5,115,100.0,100.0,97.8,3,5,0,222,156,0,0,222,124,124,65,0,98,0,Cowboys,2023,11921.400000000001,
751,Corey Linsley,LAC,C,100.0,0,27,63.5,54.3,65.9,1,5,136,100.0,100.0,97.8,0,6,0,214,214,0,0,214,144,144,0,0,70,0,Chargers,2023,13589.0,
752,Ryan Neuzil,ATL,C,100.0,0,2,55.3,59.1,56.2,0,3,111,100.0,100.0,98.6,1,3,0,203,196,0,0,203,116,116,0,0,87,4,Falcons,2023,11225.9,
753,Sam Mustipher,BLT,C,100.0,0,3,67.0,61.0,67.1,0,2,105,100.0,100.0,99.0,1,2,0,202,199,3,0,202,110,110,0,0,92,0,Ravens,2023,13534.0,
754,Olusegun Oluwatimi,SEA,C,100.0,0,29,53.1,75.5,50.1,0,1,68,100.0,100.0,99.3,1,1,0,128,128,0,0,128,70,70,0,0,58,0,Seahawks,2023,6796.8,
755,Dan Feeney,CHI,C,100.0,0,6,44.8,44.8,45.7,0,2,37,100.0,100.0,94.6,1,3,1,90,90,0,0,90,40,40,0,0,50,0,Bears,2023,4031.9999999999995,
756,Ryan Bates,BUF,C,100.0,0,4,78.7,70.8,77.2,0,0,2,100.0,100.0,100.0,0,0,0,35,35,0,0,35,2,2,0,0,33,0,Bills,2023,2754.5,
757,Brian Allen,LA,C,100.0,0,26,69.2,79.8,66.5,0,0,12,100.0,100.0,100.0,0,0,0,34,34,0,0,34,14,14,0,0,20,0,Rams,2023,2352.8,
758,Sean Harlow,NYG,C,100.0,0,21,45.3,73.3,55.4,0,1,12,100.0,100.0,95.8,1,1,0,16,0,15,0,16,13,13,0,0,3,1,Giants,2023,724.8,
759,Hroniss Grasu,LV,C,100.0,0,23,45.7,60.2,45.7,0,1,7,100.0,100.0,92.9,0,1,0,15,0,0,0,15,7,7,15,0,8,0,Raiders,2023,685.5,
760,Max Scharping,CIN,C,100.0,0,7,78.1,77.9,78.2,0,0,5,100.0,100.0,100.0,0,0,0,13,12,0,0,13,5,5,0,0,8,1,Bengals,2023,1015.3,
761,Dieter Eiselen,HST,C,100.0,0,13,96.3,71.1,93.7,0,0,2,100.0,100.0,100.0,0,0,0,10,0,0,3,10,2,2,6,0,8,1,Texans,2023,963.0,
762,Corey Levin,TEN,C,88.9,0,31,48.8,74.1,50.5,0,0,2,66.7,66.7,100.0,0,0,0,8,0,7,0,9,2,3,0,0,6,2,Titans,2023,439.2,
763,John Leglue,ATL,C,100.0,0,2,61.9,,61.6,0,0,0,,,,0,0,0,8,0,0,8,8,0,0,0,0,8,0,Falcons,2023,495.2,
764,Jaylon Thomas,NYG,C,100.0,0,21,60.0,26.4,60.0,0,0,2,100.0,100.0,100.0,0,0,0,3,3,0,0,3,2,2,0,0,1,0,Giants,2023,180.0,
765,Doug Kramer,CHI,C,100.0,0,6,60.0,,60.0,0,0,0,,,,0,0,0,2,2,0,0,2,0,0,0,0,2,0,Bears,2023,120.0,
766,Creed Humphrey,KC,C,100.0,0,16,92.3,91.0,90.4,2,5,730,100.0,100.0,99.5,1,7,0,1232,1231,1,0,1232,780,780,0,0,452,0,Chiefs,2024,113713.59999999999,68.53879310344827
767,Tyler Linderbaum,BLT,C,100.0,1,3,79.9,64.9,85.3,3,16,594,100.0,100.0,98.4,10,19,0,1227,1227,0,0,1227,638,638,0,0,589,0,Ravens,2024,98037.3,56.98074688796681
768,Cam Jurgens,PHI,C,100.0,2,24,67.3,52.0,70.1,2,26,553,100.0,100.0,96.4,6,34,6,1217,1217,0,0,1217,589,589,0,0,628,0,Eagles,2024,81904.09999999999,91.69865399841646
769,Garrett Bradbury,MIN,C,100.0,0,18,62.8,50.5,70.5,6,28,676,100.0,100.0,96.9,6,38,4,1191,1191,0,0,1191,730,730,0,0,461,0,Vikings,2024,74794.8,65.4
770,Tyler Biadasz,WAS,C,100.0,1,32,64.2,62.8,62.9,1,21,655,100.0,100.0,98.2,4,23,1,1166,1166,0,0,1166,699,699,0,0,467,0,Commanders,2024,74857.2,54.2
771,Connor McGovern,BUF,C,100.0,0,4,69.5,68.1,69.7,0,27,629,100.0,100.0,97.9,4,27,0,1164,1164,0,0,1164,680,680,0,0,484,0,Bills,2024,80898.0,53.462538382804496
772,Aaron Brewer,MIA,C,100.0,2,17,73.3,70.2,73.8,1,11,668,100.0,100.0,98.8,9,14,2,1139,1139,0,0,1139,714,714,0,0,425,0,Dolphins,2024,83488.7,63.46372549019607
773,Ted Karras,CIN,C,100.0,1,7,64.1,78.0,54.9,6,15,724,100.0,100.0,98.3,3,23,2,1136,1136,0,0,1136,775,775,0,0,361,0,Bengals,2024,72817.59999999999,62.800000000000004
774,Frank Ragnow,DET,C,100.0,0,11,86.1,65.8,90.9,7,12,608,100.0,100.0,98.1,7,21,2,1129,1129,0,0,1129,630,630,0,0,499,0,Lions,2024,97206.9,
775,Coleman Shelton,CHI,C,100.0,0,6,66.4,68.4,66.7,3,20,679,100.0,100.0,97.9,4,26,3,1121,1121,0,0,1121,743,743,0,0,378,0,Bears,2024,74434.40000000001,
776,Bradley Bozeman,LAC,C,100.0,2,27,61.2,52.1,64.8,5,21,622,100.0,100.0,97.3,4,30,4,1112,1112,0,0,1112,669,669,0,0,443,0,Chargers,2024,68054.40000000001,
777,Graham Barton,TB,C,100.0,2,30,55.6,64.0,54.6,2,21,639,100.0,100.0,98.0,13,24,1,1111,1111,0,0,1111,677,677,0,0,434,0,Buccaneers,2024,61771.6,
778,Hjalte Froholdt,ARZ,C,100.0,1,1,76.1,66.1,78.1,5,14,615,100.0,100.0,98.0,9,22,3,1078,1078,0,0,1078,658,658,0,0,420,0,Cardinals,2024,82035.79999999999,
779,Ethan Pocic,CLV,C,100.0,0,8,63.6,66.2,63.7,6,19,700,100.0,100.0,97.8,5,28,3,1073,1046,27,0,1073,747,747,0,0,326,0,Browns,2024,68242.8,
780,Jake Brendel,SF,C,100.0,1,28,65.0,55.1,71.6,3,22,618,100.0,100.0,97.8,10,26,1,1072,1072,0,0,1072,656,656,0,0,416,0,49ers,2024,69680.0,
781,Josh Myers,GB,C,100.0,0,12,54.2,62.5,50.9,6,24,516,100.0,100.0,96.9,4,31,1,1067,1067,0,0,1067,554,554,0,0,513,0,Packers,2024,57831.4,
782,Joe Tippmann,NYJ,C,100.0,0,22,73.4,63.1,77.3,3,15,668,100.0,100.0,97.9,4,23,5,1067,1067,0,0,1067,712,712,0,0,355,0,Jets,2024,78317.8,
783,Cooper Beebe,DAL,C,100.0,0,9,65.4,60.3,66.1,5,10,636,100.0,100.0,98.3,3,18,3,1059,1059,0,0,1059,692,692,0,0,367,0,Cowboys,2024,69258.6,
784,Beaux Limmer,LA,C,100.0,1,26,55.5,40.2,65.4,5,20,552,100.0,100.0,97.4,10,27,2,1040,1040,0,0,1040,591,591,0,0,449,0,Rams,2024,57720.0,
785,Zach Frazier,PIT,C,100.0,2,25,77.9,68.6,80.5,2,9,550,100.0,100.0,98.8,5,12,1,1021,1021,0,0,1021,585,585,0,0,436,0,Steelers,2024,79535.90000000001,
786,Mitch Morse,JAX,C,100.0,0,15,57.3,61.9,55.0,2,9,600,100.0,100.0,98.6,4,14,3,1021,1021,0,0,1021,634,634,0,0,387,0,Jaguars,2024,58503.299999999996,
787,John Michael Schmitz Jr.,NYG,C,100.0,0,21,61.4,50.2,67.0,5,17,593,100.0,100.0,97.1,5,28,6,983,983,0,0,983,646,646,0,0,337,0,Giants,2024,60356.2,
788,Juice Scruggs,HST,C,100.0,0,13,63.0,62.1,63.7,3,17,551,100.0,100.0,97.3,6,25,5,944,568,250,0,944,586,586,126,0,358,0,Texans,2024,59472.0,
789,Luke Wattenberg,DEN,C,100.0,3,10,64.3,82.5,57.8,2,5,515,100.0,100.0,98.9,7,9,2,864,864,0,0,864,544,544,0,0,320,0,Broncos,2024,55555.2,
790,Andre James,LV,C,100.0,0,23,55.6,65.4,50.2,1,14,418,100.0,100.0,97.7,2,17,2,702,702,0,0,702,448,448,0,0,254,0,Raiders,2024,39031.200000000004,
791,Jarrett Patterson,HST,C,100.0,0,13,64.1,69.9,58.8,3,10,423,100.0,100.0,97.8,1,16,3,688,678,10,0,688,442,442,0,0,246,0,Texans,2024,44100.799999999996,
