,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Team,Year,weighted_grade,weighted_average_grade
513,Maurkice Pouncey,PIT,C,100.0,1,25,51.5,57.7,50.3,4,14,451,100.0,100.0,98.0,4,18,0,777,777,0,0,777,489,489,0,0,288,0,Steelers,2019,40015.5,
514,Matt Skura,BLT,C,100.0,0,3,68.7,63.5,68.8,1,5,346,100.0,100.0,98.8,2,7,1,717,716,0,0,717,368,368,0,0,349,0,Ravens,2019,49257.9,
515,Jonotthan Harrison,NYJ,C,100.0,0,22,51.4,56.3,47.7,5,15,389,100.0,100.0,97.4,3,20,0,679,673,0,0,679,416,416,0,0,263,0,Jets,2019,34900.6,
516,Scott Quessenberry,LAC,C,100.0,0,27,58.4,54.6,58.8,0,10,364,100.0,100.0,98.4,3,11,1,625,624,0,0,625,396,396,0,0,229,1,Chargers,2019,36500.0,
517,Brian Allen,LA,C,100.0,0,26,58.6,45.4,67.7,4,16,338,100.0,100.0,96.7,5,21,1,563,563,0,0,563,364,364,0,0,199,0,Rams,2019,32991.8,
518,Justin Britt,SEA,C,100.0,0,29,62.0,45.7,66.2,4,6,269,100.0,100.0,97.4,1,12,2,504,504,0,0,504,299,299,0,0,205,0,Seahawks,2019,31248.0,
519,Ryan Kalil,NYJ,C,100.0,2,22,55.5,68.2,55.5,1,6,195,100.0,100.0,98.2,5,7,0,343,343,0,0,343,216,216,0,0,127,0,Jets,2019,19036.5,
520,B.J. Finney,PIT,C,100.0,0,25,56.9,72.0,52.1,0,2,165,100.0,100.0,98.8,1,3,1,325,218,100,0,325,174,174,0,0,151,7,Steelers,2019,18492.5,
521,Mike Pouncey,LAC,C,100.0,0,27,58.2,60.6,55.6,2,9,188,100.0,100.0,97.1,0,11,0,305,305,0,0,305,202,202,0,0,103,0,Chargers,2019,17751.0,
522,Tony Bergstrom,WAS,C,100.0,1,32,61.0,53.2,63.1,0,2,93,100.0,100.0,97.8,2,3,1,226,105,1,0,226,98,98,5,0,128,115,Commanders,2019,13786.0,
523,Lucas Patrick,GB,C,100.0,0,12,48.0,75.0,37.3,0,0,75,100.0,100.0,100.0,0,0,0,137,128,0,0,137,82,82,2,0,55,7,Packers,2019,6576.0,
524,Andre James,OAK,C,100.0,0,23,23.4,1.9,32.0,0,4,58,100.0,100.0,96.6,0,4,0,116,115,0,1,116,62,62,0,0,54,0,Raiders,2019,2714.3999999999996,
525,Joe Looney,DAL,C,100.0,0,9,58.0,67.8,53.4,0,2,55,100.0,100.0,98.2,1,2,0,99,5,94,0,99,57,57,0,0,42,0,Cowboys,2019,5742.0,
526,Spencer Pulley,NYG,C,100.0,0,21,48.7,56.4,49.9,0,3,63,100.0,100.0,97.6,1,3,0,95,87,0,0,95,68,68,0,0,27,8,Giants,2019,4626.5,
527,Josh Andrews,IND,C,100.0,0,14,57.6,49.9,58.6,0,4,28,100.0,100.0,92.9,0,4,0,61,58,1,0,61,31,31,0,0,30,2,Colts,2019,3513.6,
528,Ike Boettger,BUF,C,100.0,0,4,47.3,28.6,52.2,0,1,33,100.0,100.0,98.5,0,1,0,54,54,0,0,54,35,35,0,0,19,0,Bills,2019,2554.2,
529,Ryan Groy,LAC,C,100.0,0,27,65.9,78.9,65.2,0,0,6,100.0,100.0,100.0,1,0,0,36,12,0,0,36,6,6,0,1,30,23,Chargers,2019,2372.4,
530,Tyler Shatley,JAX,C,80.0,0,15,60.0,,60.0,0,0,0,0.0,0.0,,0,0,0,4,4,0,0,5,0,1,0,0,4,0,Jaguars,2019,300.0,
531,Hroniss Grasu,BLT,C,100.0,0,3,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Ravens,2019,60.0,
532,Dan Feeney,LAC,C,100.0,0,27,48.2,51.5,47.2,5,24,685,100.0,100.0,97.3,2,33,4,1174,1174,0,0,1174,729,729,0,0,445,0,Chargers,2020,56586.8,70.0225483178239
533,Jason Kelce,PHI,C,100.0,0,24,69.6,62.0,79.0,3,13,707,100.0,100.0,98.3,10,20,4,1126,1124,0,0,1126,756,756,0,0,370,0,Eagles,2020,78369.59999999999,77.3
534,Austin Blythe,LA,C,100.0,0,26,69.3,52.5,73.2,8,17,637,100.0,100.0,97.4,1,29,4,1120,1120,0,0,1120,661,661,0,0,459,0,Rams,2020,77616.0,53.19017699115044
535,Chase Roullier,WAS,C,100.0,1,32,76.8,84.3,72.4,3,11,669,100.0,100.0,98.8,5,15,1,1089,1089,0,0,1089,699,699,0,0,390,0,Commanders,2020,83635.2,62.347368421052636
536,Daniel Brunskill,SF,C,100.0,0,28,61.7,49.2,65.6,7,20,614,100.0,100.0,97.1,4,31,4,1087,546,2,0,1087,646,646,537,0,441,0,49ers,2020,67067.90000000001,59.7
537,Rodney Hudson,LV,C,100.0,0,23,73.6,70.0,72.7,1,12,602,100.0,100.0,98.8,1,14,1,1082,1082,0,0,1082,646,646,0,0,436,0,Raiders,2020,79635.2,79.09712230215827
538,Garrett Bradbury,MIN,C,100.0,1,18,61.4,38.8,69.4,7,17,569,100.0,100.0,97.0,4,29,5,1082,1082,0,0,1082,613,613,0,0,469,0,Vikings,2020,66434.8,89.9
539,Lloyd Cushenberry III,DEN,C,100.0,0,10,40.5,47.6,37.9,3,22,612,100.0,100.0,97.3,3,29,4,1076,1076,0,0,1076,655,655,0,0,421,0,Broncos,2020,43578.0,63.398648648648646
540,Erik McCoy,NO,C,100.0,1,20,70.1,61.0,70.4,2,11,571,100.0,100.0,98.7,3,14,1,1073,1073,0,0,1073,597,597,0,0,476,0,Saints,2020,75217.29999999999,73.58744228993537
541,Ted Karras,MIA,C,100.0,1,17,65.4,67.8,62.4,1,8,625,100.0,100.0,99.0,3,11,2,1068,1068,0,0,1068,667,667,0,0,401,0,Dolphins,2020,69847.20000000001,60.06772277227722
542,Ryan Jensen,TB,C,100.0,0,30,64.9,47.7,75.8,4,15,649,100.0,100.0,97.9,4,23,4,1061,917,144,0,1061,700,700,0,0,361,0,Buccaneers,2020,68858.90000000001,
543,J.C. Tretter,CLV,C,100.0,0,8,77.3,84.9,71.6,0,5,548,100.0,100.0,99.4,4,6,1,1061,1061,0,0,1061,583,583,0,0,478,0,Browns,2020,82015.3,
544,Ben Jones,TEN,C,100.0,1,31,78.6,71.1,78.8,2,8,526,100.0,100.0,99.0,4,10,0,1042,1042,0,0,1042,555,555,0,0,487,0,Titans,2020,81901.2,
545,Matt Paradis,CAR,C,100.0,0,5,63.4,65.4,59.6,3,13,617,100.0,100.0,98.2,1,19,3,1029,1029,0,0,1029,654,654,0,0,375,0,Panthers,2020,65238.6,
546,Nick Gates,NYG,C,99.9,1,21,59.7,63.1,61.0,1,15,591,99.8,99.8,98.6,8,16,0,1014,1014,0,0,1015,633,634,0,0,381,0,Giants,2020,60595.5,
547,Ryan Kelly,IND,C,100.0,0,14,69.0,65.1,67.4,3,7,525,100.0,100.0,98.7,1,12,2,1007,1007,0,0,1007,558,558,0,0,449,0,Colts,2020,69483.0,
548,Nick Martin,HST,C,100.0,0,13,56.1,74.0,47.7,2,20,656,100.0,100.0,98.2,4,23,1,980,980,0,0,980,689,689,0,0,291,0,Texans,2020,54978.0,
549,Alex Mack,ATL,C,100.0,0,2,65.9,56.4,70.2,7,17,599,100.0,100.0,97.8,3,25,1,972,972,0,0,972,633,633,0,0,339,0,Falcons,2020,64054.8,
550,Connor McGovern,NYJ,C,100.0,1,22,62.2,42.7,70.5,5,22,558,100.0,100.0,96.5,3,33,6,969,969,0,0,969,596,596,0,0,373,0,Jets,2020,60271.8,
551,Trey Hopkins,CIN,C,100.0,1,7,63.8,64.3,62.1,1,10,573,100.0,100.0,98.9,3,12,1,938,938,0,0,938,600,600,0,0,338,0,Bengals,2020,59844.399999999994,
552,Ethan Pocic,SEA,C,100.0,0,29,62.4,60.5,61.9,3,13,576,100.0,100.0,98.3,1,18,2,932,932,0,0,932,607,607,0,0,325,0,Seahawks,2020,58156.799999999996,
553,Frank Ragnow,DET,C,100.0,1,11,80.3,74.8,80.9,1,8,559,100.0,100.0,99.2,3,9,0,929,929,0,0,929,609,609,0,0,320,0,Lions,2020,74598.7,
554,Mason Cole,ARZ,C,100.0,1,1,54.4,46.1,62.9,1,20,523,100.0,100.0,97.6,8,23,2,913,913,0,0,913,563,563,0,0,350,0,Cardinals,2020,49667.2,
555,Cody Whitehair,CHI,C,100.0,0,6,76.3,46.5,85.6,1,18,546,100.0,100.0,97.7,0,22,3,893,490,403,0,893,566,566,0,0,327,0,Bears,2020,68135.9,
556,Mitch Morse,BUF,C,100.0,0,4,65.8,71.6,63.8,1,17,522,100.0,100.0,98.1,6,19,1,880,880,0,0,880,561,561,0,0,319,0,Bills,2020,57904.0,
557,Austin Reiter,KC,C,100.0,0,16,70.9,78.3,63.6,0,7,554,100.0,100.0,99.4,0,7,0,867,867,0,0,867,595,595,0,0,272,0,Chiefs,2020,61470.3,
558,Maurkice Pouncey,PIT,C,100.0,0,25,60.5,64.8,55.6,4,11,524,100.0,100.0,98.4,1,16,1,863,863,0,0,863,566,566,0,0,297,0,Steelers,2020,52211.5,
559,Joe Looney,DAL,C,100.0,1,9,50.7,50.6,50.3,3,10,470,100.0,100.0,98.0,2,16,3,764,721,1,0,764,490,490,42,0,274,0,Cowboys,2020,38734.8,
560,Corey Linsley,GB,C,100.0,0,12,89.9,82.8,87.8,2,1,403,100.0,100.0,99.4,0,4,1,734,734,0,0,734,437,437,0,0,297,0,Packers,2020,65986.6,
561,David Andrews,NE,C,100.0,0,19,67.7,56.4,69.9,0,10,346,100.0,100.0,98.0,1,12,2,724,724,0,0,724,370,370,0,0,354,0,Patriots,2020,49014.8,
562,Matt Skura,BLT,C,99.2,0,3,50.2,50.2,56.2,4,5,319,98.8,98.8,98.3,3,10,1,656,620,0,0,661,334,338,0,0,322,41,Ravens,2020,33182.200000000004,
563,Tyler Shatley,JAX,C,100.0,0,15,67.7,69.6,65.5,1,12,430,100.0,100.0,98.0,1,15,2,642,507,102,0,642,451,451,33,0,191,0,Jaguars,2020,43463.4,
564,Patrick Mekari,BLT,C,100.0,0,3,66.9,86.5,63.1,1,4,259,100.0,100.0,97.9,4,8,3,554,280,10,0,554,275,275,229,32,279,3,Ravens,2020,37062.600000000006,
565,Brandon Linder,JAX,C,100.0,0,15,80.0,87.6,76.7,0,3,340,100.0,100.0,99.3,2,4,1,530,530,0,0,530,357,357,0,0,173,0,Jaguars,2020,42400.0,
566,Sam Mustipher,CHI,C,100.0,0,6,58.9,55.2,60.3,1,8,304,100.0,100.0,98.2,1,10,1,504,504,0,0,504,312,312,0,0,192,0,Bears,2020,29685.6,
567,Tyler Biadasz,DAL,C,100.0,0,9,53.5,56.0,57.0,2,8,274,100.0,100.0,97.8,4,11,1,427,426,0,0,427,285,285,0,0,142,1,Cowboys,2020,22844.5,
568,Ben Garland,SF,C,100.0,0,28,71.1,65.7,72.4,3,1,188,100.0,100.0,98.9,1,4,0,333,333,0,0,333,201,201,0,0,132,0,49ers,2020,23676.3,
569,J.C. Hassenauer,PIT,C,100.0,2,25,57.7,68.0,52.6,1,4,196,100.0,100.0,98.7,5,5,0,303,235,67,0,303,208,208,0,0,95,1,Steelers,2020,17483.100000000002,
570,Daniel Kilgore,KC,C,100.0,0,16,68.6,74.2,64.3,1,4,142,100.0,100.0,98.2,0,5,0,236,235,0,0,236,145,145,0,0,91,1,Chiefs,2020,16189.599999999999,
571,Matt Hennessy,ATL,C,100.0,0,2,47.0,28.6,59.9,4,5,134,100.0,100.0,95.9,4,10,1,225,150,75,0,225,141,141,0,0,84,0,Falcons,2020,10575.0,
572,Lamont Gaillard,ARZ,C,100.0,0,1,48.1,54.4,48.2,0,6,125,100.0,100.0,97.6,2,6,0,217,217,0,0,217,132,132,0,0,85,0,Cardinals,2020,10437.7,
573,Hroniss Grasu,SF,C,100.0,0,28,52.4,25.7,61.1,0,5,114,100.0,100.0,96.9,0,6,1,215,215,0,0,215,117,117,0,0,98,0,49ers,2020,11266.0,
574,Billy Price,CIN,C,100.0,0,7,50.7,29.4,68.2,1,2,128,100.0,100.0,98.0,4,4,1,208,139,0,0,208,138,138,69,0,70,0,Bengals,2020,10545.6,
575,James Ferentz,NE,C,100.0,0,19,54.3,58.5,51.7,1,2,89,100.0,100.0,98.3,0,3,0,162,162,0,0,162,92,92,0,0,70,0,Patriots,2020,8796.6,
576,A.Q. Shipley,TB,C,100.0,0,30,56.0,23.5,74.2,3,6,91,100.0,100.0,95.1,1,9,0,157,156,0,0,157,96,96,0,0,61,0,Buccaneers,2020,8792.0,
577,Trystan Colon,BLT,C,100.0,0,3,67.6,70.0,72.5,1,0,47,100.0,100.0,98.9,2,1,0,127,127,0,0,127,50,50,0,0,77,0,Ravens,2020,8585.199999999999,
578,Danny Pinter,IND,C,100.0,0,14,58.0,23.8,70.4,0,2,52,100.0,100.0,98.1,0,2,0,103,83,0,0,103,58,58,0,0,45,19,Colts,2020,5974.0,
579,Kyle Fuller,SEA,C,100.0,0,29,32.2,18.8,39.0,0,5,55,100.0,100.0,95.5,0,5,0,78,67,0,0,78,57,57,0,11,21,0,Seahawks,2020,2511.6000000000004,
580,Evan Brown,DET,C,100.0,0,11,53.7,80.1,40.8,0,0,30,100.0,100.0,100.0,0,0,0,44,28,16,0,44,35,35,0,0,9,0,Lions,2020,2362.8,
581,Luke Juriga,PHI,C,100.0,0,24,48.4,26.3,54.0,0,1,5,100.0,100.0,90.0,0,1,0,14,4,0,0,14,5,5,0,0,9,9,Eagles,2020,677.6,
582,Joey Hunt,IND,C,100.0,0,14,58.5,78.9,55.7,0,0,4,100.0,100.0,100.0,0,0,0,10,0,10,0,10,4,4,0,0,6,0,Colts,2020,585.0,
583,Tyler Larsen,CAR,C,100.0,0,5,63.2,81.5,,0,0,7,100.0,100.0,100.0,0,0,0,7,3,0,0,7,7,7,4,0,0,0,Panthers,2020,442.40000000000003,
584,Keith Ismael,WAS,C,100.0,0,32,59.1,,59.0,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,4,0,4,0,Commanders,2020,236.4,
585,Cameron Tom,NO,C,100.0,0,20,60.0,,60.0,0,0,0,,,,0,0,0,3,3,0,0,3,0,0,0,0,3,0,Saints,2020,180.0,
586,Andre James,LV,C,100.0,0,23,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Raiders,2020,60.0,
587,Ross Pierschbacher,PHI,C,100.0,0,24,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Eagles,2020,60.0,
588,Tyler Biadasz,DAL,C,100.0,0,9,64.8,67.7,69.4,4,17,704,100.0,100.0,98.5,11,21,0,1202,1202,0,0,1202,764,764,0,0,438,0,Cowboys,2021,77889.59999999999,51.876450216450216
589,Creed Humphrey,KC,C,100.0,1,16,91.4,80.4,92.5,1,8,752,100.0,100.0,99.3,6,10,1,1184,1184,0,0,1184,805,805,0,0,379,0,Chiefs,2021,108217.6,78.16558265582655
590,Mitch Morse,BUF,C,100.0,1,4,63.4,69.9,60.0,2,21,731,100.0,100.0,98.2,5,25,2,1167,1167,0,0,1167,779,779,0,0,388,0,Bills,2021,73987.8,60.45057369814651
591,Ben Jones,TEN,C,100.0,1,31,77.8,64.8,81.5,7,18,595,100.0,100.0,97.7,5,26,1,1160,1160,0,0,1160,631,631,0,0,529,0,Titans,2021,90248.0,73.75525070955536
592,Ryan Jensen,TB,C,100.0,2,30,69.9,61.7,76.1,5,14,754,100.0,100.0,98.5,5,21,2,1151,1151,0,0,1151,786,786,0,0,365,0,Buccaneers,2021,80454.90000000001,55.805724197745015
593,Andre James,LV,C,100.0,0,23,64.1,67.2,61.7,3,12,686,100.0,100.0,98.6,7,17,2,1139,1139,0,0,1139,730,730,0,0,409,0,Raiders,2021,73009.9,69.29341983317887
594,Bradley Bozeman,BLT,C,100.0,0,3,73.6,73.8,71.1,3,15,673,100.0,100.0,98.2,1,21,3,1125,1125,0,0,1125,718,718,0,0,407,0,Ravens,2021,82800.0,59.1566098945661
595,Sam Mustipher,CHI,C,100.0,0,6,51.0,61.7,46.4,3,24,658,100.0,100.0,97.8,5,28,1,1121,1121,0,0,1121,701,701,0,0,420,0,Bears,2021,57171.0,75.85683646112601
596,Alex Mack,SF,C,100.0,0,28,70.4,75.6,67.0,1,9,561,100.0,100.0,98.8,3,12,2,1088,1088,0,0,1088,597,597,0,0,491,0,49ers,2021,76595.20000000001,
597,David Andrews,NE,C,100.0,0,19,78.0,71.6,78.6,3,13,575,100.0,100.0,98.4,4,17,1,1087,1087,0,0,1087,610,610,0,0,477,0,Patriots,2021,84786.0,
598,Corey Linsley,LAC,C,100.0,1,27,85.7,84.9,84.6,2,8,673,100.0,100.0,99.3,6,10,0,1076,1076,0,0,1076,724,724,0,0,352,0,Chargers,2021,92213.2,
599,J.C. Tretter,CLV,C,100.0,0,8,78.7,83.7,74.8,1,8,555,100.0,100.0,99.0,5,10,1,1039,1039,0,0,1039,587,587,0,0,452,0,Browns,2021,81769.3,
600,Lloyd Cushenberry III,DEN,C,100.0,0,10,64.2,71.3,62.5,5,14,577,100.0,100.0,97.5,7,24,5,1039,1039,0,0,1039,610,610,0,0,429,0,Broncos,2021,66703.8,
601,Jason Kelce,PHI,C,100.0,0,24,84.4,67.7,89.4,0,16,523,100.0,100.0,98.3,4,17,1,993,993,0,0,993,557,557,0,0,436,0,Eagles,2021,83809.20000000001,
602,Matt Hennessy,ATL,C,100.0,0,2,76.4,50.5,88.1,1,28,596,100.0,100.0,97.1,5,32,3,988,988,0,0,988,632,632,0,0,356,0,Falcons,2021,75483.20000000001,
603,Billy Price,NYG,C,100.0,0,21,62.3,52.5,68.0,4,18,604,100.0,100.0,97.8,5,24,2,985,985,0,0,985,649,649,0,0,336,0,Giants,2021,61365.5,
604,Kendrick Green,PIT,C,100.0,3,25,52.4,50.7,54.7,4,11,582,100.0,100.0,98.2,9,18,3,975,975,0,0,975,631,631,0,0,344,0,Steelers,2021,51090.0,
605,Connor McGovern,NYJ,C,100.0,0,22,75.9,68.0,78.9,2,13,611,100.0,100.0,98.1,3,19,4,973,973,0,0,973,651,651,0,0,322,0,Jets,2021,73850.70000000001,
606,Trey Hopkins,CIN,C,100.0,1,7,51.4,56.1,48.6,3,13,542,100.0,100.0,97.8,4,20,4,928,928,0,0,928,579,579,0,0,349,0,Bengals,2021,47699.2,
607,Lucas Patrick,GB,C,100.0,1,12,57.2,67.3,52.8,4,13,538,100.0,100.0,98.2,5,18,1,911,822,57,0,911,567,567,32,0,344,0,Packers,2021,52109.200000000004,
608,Ryan Kelly,IND,C,100.0,2,14,56.9,57.2,58.1,3,23,510,100.0,100.0,96.9,6,29,3,907,907,0,0,907,550,550,0,0,357,0,Colts,2021,51608.299999999996,
609,Brian Allen,LA,C,100.0,0,26,80.2,63.5,87.4,3,12,543,100.0,100.0,97.7,5,20,5,903,903,0,0,903,567,567,0,0,336,0,Rams,2021,72420.6,
610,Garrett Bradbury,MIN,C,100.0,3,18,60.2,43.7,67.0,6,18,513,100.0,100.0,97.3,8,26,2,883,883,0,0,883,546,546,0,0,337,0,Vikings,2021,53156.600000000006,
611,Rodney Hudson,ARZ,C,100.0,0,1,60.9,66.8,57.4,0,3,456,100.0,100.0,99.5,1,4,1,798,798,0,0,798,484,484,0,0,314,0,Cardinals,2021,48598.2,
612,Evan Brown,DET,C,100.0,1,11,66.8,72.4,62.9,3,4,422,100.0,100.0,98.9,4,8,1,755,755,0,0,755,455,455,0,0,300,0,Lions,2021,50434.0,
613,Erik McCoy,NO,C,100.0,0,20,63.6,69.2,66.4,2,5,408,100.0,100.0,99.1,8,7,0,746,746,0,0,746,433,433,0,0,313,0,Saints,2021,47445.6,
614,Justin Britt,HST,C,100.0,1,13,63.9,53.7,70.5,3,5,382,100.0,100.0,98.2,5,11,3,671,671,0,0,671,419,419,0,0,252,0,Texans,2021,42876.9,
615,Ethan Pocic,SEA,C,100.0,0,29,67.3,43.8,76.0,4,12,347,100.0,100.0,97.1,1,18,2,600,600,0,0,600,367,367,0,0,233,0,Seahawks,2021,40380.0,
616,Matt Paradis,CAR,C,100.0,0,5,66.9,53.6,69.9,2,12,325,100.0,100.0,97.2,1,16,2,568,568,0,0,568,343,343,0,0,225,0,Panthers,2021,37999.200000000004,
617,Brandon Linder,JAX,C,100.0,0,15,62.9,67.0,63.8,3,5,320,100.0,100.0,98.1,4,10,2,552,552,0,0,552,348,348,0,0,204,0,Jaguars,2021,34720.799999999996,
618,Michael Deiter,MIA,C,100.0,1,17,60.6,57.2,61.7,2,7,313,100.0,100.0,98.2,3,10,1,546,546,0,0,546,335,335,0,0,211,0,Dolphins,2021,33087.6,
619,Pat Elflein,CAR,C,100.0,0,5,50.1,42.0,52.2,3,9,306,100.0,100.0,98.0,2,12,0,534,450,84,0,534,322,322,0,0,212,0,Panthers,2021,26753.4,
620,Tyler Shatley,JAX,C,100.0,0,15,60.6,61.3,61.8,2,11,347,100.0,100.0,98.1,3,13,0,531,531,0,0,531,364,364,0,0,167,0,Jaguars,2021,32178.600000000002,
621,Chase Roullier,WAS,C,100.0,0,32,83.7,69.3,86.1,2,7,292,100.0,100.0,98.5,1,9,0,490,490,0,0,490,315,315,0,0,175,0,Commanders,2021,41013.0,
622,Mason Cole,MIN,C,99.8,0,18,69.7,44.1,75.2,4,14,248,99.6,99.6,95.6,0,20,2,470,257,0,0,471,264,265,210,0,206,4,Vikings,2021,32828.700000000004,
623,Kyle Fuller,SEA,C,100.0,0,29,46.5,31.3,53.6,4,11,266,100.0,100.0,96.4,1,17,2,447,390,57,0,447,281,281,0,0,166,0,Seahawks,2021,20785.5,
624,Austin Reiter,MIA,C,100.0,0,17,46.9,51.7,43.8,1,11,240,100.0,100.0,97.5,1,12,0,421,421,0,0,421,262,262,0,0,159,0,Dolphins,2021,19744.899999999998,
625,Keith Ismael,WAS,C,100.0,0,32,64.9,46.9,68.9,3,7,202,100.0,100.0,96.0,1,13,3,382,379,3,0,382,217,217,0,0,165,0,Commanders,2021,24791.800000000003,
626,Josh Myers,GB,C,100.0,0,12,58.3,65.5,54.1,1,7,166,100.0,100.0,97.6,0,8,0,293,293,0,0,293,178,178,0,0,115,0,Packers,2021,17081.899999999998,
627,J.C. Hassenauer,PIT,C,100.0,0,25,67.7,63.3,68.4,1,5,168,100.0,100.0,98.2,0,6,0,277,196,80,0,277,176,176,0,0,101,0,Steelers,2021,18752.9,
628,Jimmy Morrissey,HST,C,100.0,0,13,45.0,20.0,56.8,0,6,140,100.0,100.0,96.4,2,8,2,258,258,0,0,258,147,147,0,0,111,0,Texans,2021,11610.0,
629,Danny Pinter,IND,C,99.6,0,14,74.7,46.0,78.4,0,4,72,98.6,98.8,97.2,2,4,0,225,204,0,0,226,79,80,0,0,146,22,Colts,2021,16882.2,
630,Frank Ragnow,DET,C,100.0,0,11,86.7,73.9,90.2,1,3,139,100.0,100.0,98.6,0,4,0,223,223,0,0,223,149,149,0,0,74,0,Lions,2021,19334.100000000002,
631,Coleman Shelton,LA,C,100.0,0,26,57.7,56.2,56.8,1,3,115,100.0,100.0,98.3,0,4,0,216,186,18,0,216,121,121,0,0,95,11,Rams,2021,12463.2,
632,Trey Hill,CIN,C,100.0,1,7,53.3,65.3,54.5,0,1,109,100.0,100.0,99.5,6,1,0,210,153,0,0,210,117,117,57,0,93,0,Bengals,2021,11193.0,
633,Tyler Larsen,WAS,C,100.0,1,32,65.7,72.7,64.7,0,3,112,100.0,100.0,97.8,2,4,1,185,183,0,0,185,120,120,2,0,65,0,Commanders,2021,12154.5,
634,Greg Mancz,MIA,C,100.0,0,17,61.9,62.7,59.6,0,4,134,100.0,100.0,97.8,0,5,1,185,185,0,0,185,142,142,0,0,43,0,Dolphins,2021,11451.5,
635,Dan Feeney,NYJ,C,99.5,0,22,75.9,55.1,79.3,0,4,100,99.0,99.0,98.0,0,4,0,184,114,53,0,185,101,102,0,0,83,16,Jets,2021,14041.500000000002,
636,Trystan Colon,BLT,C,98.0,0,3,62.6,74.5,58.8,1,0,73,96.1,96.3,97.9,1,2,1,144,115,0,0,147,77,80,6,0,67,26,Ravens,2021,9202.2,
637,Will Clapp,NO,C,100.0,1,20,50.7,40.5,61.9,3,3,66,100.0,100.0,93.9,2,7,1,133,58,10,0,133,69,69,0,0,64,65,Saints,2021,6743.1,
638,Sam Tecklenburg,CAR,C,100.0,0,5,62.5,70.6,56.8,0,3,94,100.0,100.0,98.4,0,3,0,131,131,0,0,131,97,97,0,0,34,0,Panthers,2021,8187.5,
639,Scott Quessenberry,LAC,C,100.0,0,27,64.3,60.7,64.0,0,1,67,100.0,100.0,99.3,1,1,0,115,114,0,0,115,71,71,0,0,44,1,Chargers,2021,7394.5,
640,Ryan McCollum,DET,C,100.0,0,11,49.5,36.5,53.4,0,5,68,100.0,100.0,93.4,1,7,2,101,100,0,0,101,68,68,0,0,33,1,Lions,2021,4999.5,
641,Jack Anderson,PHI,C,100.0,0,24,71.0,73.1,68.0,1,0,40,100.0,100.0,98.7,0,1,0,81,50,0,0,81,43,43,31,0,38,0,Eagles,2021,5751.0,
642,Nick Gates,NYG,C,100.0,0,21,63.9,50.5,68.6,0,1,49,100.0,100.0,99.0,0,1,0,74,61,13,0,74,53,53,0,0,21,0,Giants,2021,4728.599999999999,
643,Nick Harris,CLV,C,100.0,0,8,70.0,75.3,67.2,0,0,42,100.0,100.0,100.0,1,0,0,68,68,0,0,68,44,44,0,0,24,0,Browns,2021,4760.0,
644,Drew Dalman,ATL,C,100.0,0,2,78.3,40.9,92.3,1,3,35,100.0,100.0,94.3,2,4,0,68,61,7,0,68,37,37,0,0,31,0,Falcons,2021,5324.4,
645,Brett Toth,PHI,C,100.0,0,24,69.0,60.2,69.0,0,0,23,100.0,100.0,100.0,0,0,0,53,30,0,0,53,23,23,14,7,30,2,Eagles,2021,3657.0,
646,Austin Schlottmann,DEN,C,100.0,0,10,44.3,26.3,49.3,0,4,25,100.0,100.0,92.0,0,4,0,52,42,9,0,52,27,27,0,0,25,1,Broncos,2021,2303.6,
647,Robert Hainsey,TB,C,100.0,0,30,65.7,78.2,63.3,0,0,8,100.0,100.0,100.0,0,0,0,31,31,0,0,31,10,10,0,0,21,0,Buccaneers,2021,2036.7,
648,Keaton Sutherland,CIN,C,100.0,0,7,60.3,80.1,55.4,0,0,12,100.0,100.0,100.0,0,0,0,17,17,0,0,17,13,13,0,0,4,0,Bengals,2021,1025.1,
649,Austin Blythe,KC,C,100.0,0,16,60.0,,59.6,0,0,0,,,,0,0,0,12,10,0,0,12,0,0,0,1,12,1,Chiefs,2021,720.0,
650,Nick Martin,LV,C,100.0,0,23,36.6,69.6,56.0,0,0,1,100.0,100.0,100.0,1,0,0,7,0,0,0,7,1,1,0,0,6,7,Raiders,2021,256.2,
651,Jake Brendel,SF,C,100.0,0,28,59.8,69.0,59.1,0,0,1,100.0,100.0,100.0,0,0,0,6,6,0,0,6,1,1,0,0,5,0,49ers,2021,358.79999999999995,
652,Jake Hanson,GB,C,100.0,0,12,62.8,79.2,60.0,0,0,5,100.0,100.0,100.0,0,0,0,6,1,5,0,6,5,5,0,0,1,0,Packers,2021,376.79999999999995,
653,Cameron Tom,MIA,C,100.0,0,17,60.0,66.0,,0,0,1,100.0,100.0,100.0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,Dolphins,2021,60.0,
