Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Year_y,weighted_grade,weighted_average_grade,merge_player_y
1815.0,1815.0,2010.0,Steelers,OL,Jonathan Scott,00-0024355,4.0,2006.0,2006.0,Lions,27.0,141.0,0.13,3.1,36.0,14.47,394.0,48.522611880880646,2010.0,Steelers,0.18,73.70%,jonathan scott,jonathan scott,jonathan scott,41,Jonathan Scott,PIT,T,100.0,0,25,62.2,66.5,56.0,5,27,495,100.0,100.0,95.6,11,38,6,938,0,11,847,938,526,526,0,80,412,0,2010,58343.600000000006,MISSING,jonathan scott
944.0,944.0,2010.0,Eagles,OL,Winston Justice,00-0024254,4.0,2006.0,2006.0,Eagles,25.0,39.0,0.451,11.3,510.0,153.42,1071.0,188.2749931396101,2010.0,Eagles,0.01,58.80%,winston justice,winston justice,winston justice,42,Winston Justice,PHI,T,99.9,2,24,68.3,68.3,67.2,6,26,575,99.8,99.8,96.0,10,39,7,920,0,0,0,921,612,613,0,920,308,1,2010,62904.3,MISSING,winston justice
91.0,91.0,2010.0,Bears,OL,J'Marcus Webb,00-0027609,0.0,2010.0,2010.0,Bears,22.0,218.0,0.058,0.3,4.0,2.61,165.0,23.74303503009006,2010.0,Bears,0.02,66.70%,jmarcus webb,jmarcus webb,jmarcus webb,43,J'Marcus Webb,CHI,T,99.9,2,6,53.1,37.0,71.1,1,49,510,99.8,99.8,92.7,10,62,12,920,0,0,0,921,532,533,0,915,388,6,2010,48905.1,MISSING,jmarcus webb
1508.0,1508.0,2010.0,Raiders,OL,Jared Veldheer,00-0027674,0.0,2010.0,2010.0,Raiders,23.0,69.0,0.283,7.6,245.0,71.38,770.0,175.7411439145086,2010.0,Raiders,0.02,50.00%,jared veldheer,jared veldheer,jared veldheer,44,Jared Veldheer,OAK,T,99.5,0,23,60.5,58.0,69.6,7,27,452,99.1,99.2,94.5,15,42,8,878,115,0,741,882,490,494,0,12,388,14,2010,53361.0,MISSING,jared veldheer
741.0,741.0,2010.0,Commanders,OL,Trent Williams,00-0027857,0.0,2010.0,2010.0,Commanders,22.0,4.0,1.027,25.8,1800.0,490.52,2270.0,699.5394443058067,2010.0,Commanders,-0.12,37.50%,trent williams,trent williams,trent williams,45,Trent Williams,WAS,T,100.0,0,32,63.4,62.1,61.4,11,24,562,100.0,100.0,94.9,6,46,11,870,0,0,870,870,589,589,0,0,281,0,2010,55158.0,MISSING,trent williams
951.0,951.0,2010.0,Eagles,OL,Jason Peters,00-0022531,6.0,2004.0,2004.0,MISSING,28.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2010.0,Eagles,0.01,58.80%,jason peters,jason peters,jason peters,46,Jason Peters,PHI,T,100.0,0,24,82.6,80.7,77.8,2,27,551,100.0,100.0,97.0,6,31,2,857,0,0,856,857,586,586,0,0,271,1,2010,70788.2,MISSING,jason peters
1191.0,1191.0,2010.0,Jets,OL,Damien Woody,00-0018234,11.0,1999.0,1999.0,Patriots,32.0,17.0,0.646,16.6,950.0,295.92,1508.0,35.529426438233905,2010.0,Jets,0.08,68.40%,damien woody,damien woody,damien woody,47,Damien Woody,NYJ,T,99.8,1,22,82.2,71.8,87.5,2,14,418,99.5,99.5,96.9,4,21,5,837,0,0,0,839,439,441,0,823,398,16,2010,68965.8,MISSING,damien woody
742.0,742.0,2010.0,Commanders,OL,Jammal Brown,00-0023447,5.0,2005.0,2005.0,Saints,29.0,13.0,0.715,18.3,1150.0,335.74,1649.0,241.10186640443797,2010.0,Commanders,-0.12,37.50%,jammal brown,jammal brown,jammal brown,48,Jammal Brown,WAS,T,100.0,1,32,66.1,63.4,68.6,4,35,521,100.0,100.0,95.5,6,43,4,833,0,0,0,833,550,550,0,833,283,0,2010,55061.3,MISSING,jammal brown
1877.0,1877.0,2010.0,Texans,OL,Duane Brown,00-0026166,2.0,2008.0,2008.0,Texans,25.0,26.0,0.549,13.9,700.0,222.74,1284.0,289.75010349144213,2010.0,Texans,-0.04,37.50%,duane brown,duane brown,duane brown,49,Duane Brown,HST,T,100.0,1,13,76.9,72.0,79.6,6,19,470,100.0,100.0,96.3,5,30,5,825,0,0,825,825,499,499,0,0,326,0,2010,63442.50000000001,MISSING,duane brown
1252.0,1252.0,2010.0,Lions,OL,Gosder Cherilus,00-0026157,2.0,2008.0,2008.0,Lions,26.0,17.0,0.646,16.6,950.0,295.92,1508.0,354.3769818098629,2010.0,Lions,-0.01,37.50%,gosder cherilus,gosder cherilus,gosder cherilus,50,Gosder Cherilus,DET,T,100.0,1,11,72.6,70.8,69.5,5,27,519,100.0,100.0,96.5,5,34,2,820,0,0,0,820,551,551,0,820,269,0,2010,59531.99999999999,MISSING,gosder cherilus
